,(35+50)_ln,148_adde_ln,0.627_degree_ln,50_cos_exp,((72/50)-33.6_adde),(148_degree-0_cos),(148_mmnorm-0_radian),((0.627*50)-50),((0+0.627)-(33.6*0.627)),((148/50)-72_radian),(148_degree-6_cos),(72_radian-33.6_recip),((35+0)-6),((72/50)-0_recip),((72+33.6)-0_radian),(33.6_adde-0_cos),(0_radian-0_cos),(33.6_adde-6_cos),((0/0.627)-(72+33.6)),(33.6_adde-0.627),((0/0.627)-6_adde),(6+148)_radian,72_radian_radian,(33.6*50)_radian,(33.6*0.627)_radian,33.6_adde_radian,0_radian_radian,(148/50)_negative,6_adde_negative,148_mmnorm_negative,33.6_adde_negative,(0+0.627)_negative,(148_radian/50),(148_degree/0_cos),((148/50)/(6+148)),((148/50)/50),((35+0)/50),((0+0.627)/0_cos),((148*33.6)/50),(6_adde/0.627_degree),(35_mmnorm/(35+50)),50_cos_recip,(0.627*50)_recip,(72/50)_recip,(33.6*0.627)_recip,148_radian_recip,(0_cos+148_recip),((148*33.6)+33.6),(148_degree+(35+50)),((148/50)+6_cos),(72_radian+(72*0)),(72_radian+(6*50)),(148_recip+72),((72+33.6)+(33.6*50)),((0+33.6)+6_cos),(6_cos+148),((72/50)+148_adde),(148_degree+50),(148_radian+0_recip),(0_radian+(6*50)),((0/0.627)+(72*0)),(148_adde+0_recip),((6+148)+50_cos),(72+33.6)_mmnorm,72_radian_mmnorm,(148/50)_mmnorm,(6*50)_mmnorm,148_mmnorm_mmnorm,1
10,3.5263605,5.1400146,3.4264698,0.42802644,-38.54181,9624.69,0.8442211,-15.742001,-19.869,3.649633,9626.529,-36.708458,-10.0,2.1764705,112.0,39.71828,-1.0,41.557354,-112.0,40.181282,-12.718282,3.106686,0.022541689,22.549654,0.35615188,0.7106681,0.0,-4.9411764,-12.718282,-0.8442211,-40.71828,-0.537,0.0862398,9625.69,0.027759418,0.14532872,0.0,0.537,187.76471,0.41336295,0.0,-1.1784527,0.054770514,2.1764705,20.406,2.9321532,169.0,6422.0,9659.69,4.102105,1.2915436,341.29153,242.0,1404.0,37.160927,167.16093,172.89474,9659.69,2.9321532,340.0,0.0,170.71828,177.15143,0.63241106,0.6065573,0.54626065,0.42553192,0.8442211,1.0
11,4.0430512,4.953841,4.413564,2.4592755,-28.414774,7963.113,0.69849247,25.137001,-37.6101,1.0423331,7964.9517,-25.703737,-10.0,1.4035088,107.1,28.818283,-1.0,30.657354,-107.1,28.377283,-12.718282,2.6005406,0.024369393,26.960102,0.6815703,0.5204272,0.0,-2.4385965,-12.718282,-0.69849247,-29.818283,-1.441,0.04256154,7964.113,0.016366418,0.042782396,0.0,1.441,66.08597,0.15404297,0.0,1.1112756,0.012174781,1.4035088,39.0511,2.4260077,140.0,3794.0002,8021.113,1.599525,1.3962634,571.39624,219.0,1651.8,26.26093,138.16093,143.12178,8021.113,2.4260077,570.0,0.0,141.71828,149.89987,0.60474306,0.65573764,0.26959357,0.7133918,0.69849247,0.0
12,4.406719,5.256027,3.1269236,0.4625132,-31.801334,10829.514,-13.815737,-35.517998,834.4182,2.1561923,10828.361,-29.052803,868.0,-844.98303,75.33451,33.430782,15.377986,32.27798,2035.5282,32.420284,2121.91,3.3161256,0.018277045,30.995302,0.20908695,0.5727871,0.25770634,-3.20339,-3.7182817,-0.94974875,-32.818283,-846.398,0.055909697,-17679.822,0.016859947,0.054294743,14.728813,-1381.8729,96.422035,0.16305594,0.0028332102,-1.2968819,0.04258581,1.0169492,11.9798,3.2986722,188.3875,5719.0,10910.901,3.7436922,50761.047,60.0472,249.0,1866.0,876.64026,189.5403,192.73523,10887.901,849.29865,73.76549,52885.63,1037.7183,189.22891,0.5087521,0.49180326,0.3541436,0.0738423,0.94974875,1.0
13,4.248495,5.12823,3.5154965,2.1004555,-27.106516,9510.5,-2.2201552,-21.063,160.44241,1.9982648,9510.815,-24.543362,189.0,-173.58824,94.745674,27.919796,2.4558418,28.234617,200.32607,27.93128,290.40778,2.984513,0.021932455,22.96504,0.26432315,0.49773788,0.053308047,-3.254902,-7.7182817,-0.8341708,-28.51828,-175.587,0.05680876,15891.9795,0.019034514,0.06382161,3.8039215,293.3862,83.97646,0.22948796,0.0027417028,1.3474289,0.03340348,1.4117647,15.1446,2.8972466,166.59848,4308.5996,9581.099,3.5385642,12601.257,256.25662,238.0,1413.6,201.08366,166.28366,170.13004,9562.099,177.89725,258.05432,12898.126,343.71826,171.74216,0.55223036,0.59016395,0.35983837,0.31914893,0.8341708,1.0
14,3.465736,4.63199,3.3225565,2.3030248,-32.71828,5728.5776,0.5025126,-16.512001,-14.035999,3.125,5728.8237,-30.0,-7.0,0.0,30.0,31.71828,-1.0,31.964378,-30.0,32.23428,-9.718282,1.8675023,0.0,16.755161,0.25342178,0.5710417,0.0,-3.125,-9.718282,-0.5025126,-32.71828,-0.484,0.05454154,5729.5776,0.029205607,0.09765625,0.0,0.484,93.75,0.35044634,0.0,1.1987197,0.06456611,0.0,14.5199995,1.7453293,101.0,3030.0,5761.5776,3.8789022,0.0,224.0,100.0,990.0,30.753902,100.7539,102.718285,5761.5776,1.7453293,224.0,0.0,102.718285,107.83422,0.16939582,0.0,0.34547737,0.28035045,0.5025126,1.0
15,4.356709,4.7934594,3.4522064,2.4961321,-45.8086,6761.689,-3.4212925,-13.919001,205.3152,2.340375,6759.9014,-44.333923,277.0,-227.29033,125.78574,49.305977,4.8019533,47.51828,287.62286,47.96728,414.7046,2.0594885,0.025587864,24.780184,0.44044778,0.8468037,0.07006201,-3.8064516,-2.7182817,-0.5929648,-48.51828,-230.551,0.06643511,-8583.136,0.032258064,0.12278876,8.935484,-292.69034,174.33548,0.086103395,0.006086506,1.093204,0.058544584,2.7096775,25.2358,2.0594885,117.2123,5450.1997,6838.9014,4.806452,19321.467,1.4660766,202.0,1549.6,276.8,119.0,123.42796,6791.9014,232.0595,4.0142574,19737.424,350.7183,118.91474,0.7329193,0.6885246,0.4208137,0.0,0.5929648,1.0
16,3.4339871,4.697916,2.677806,2.4961321,-29.931187,6129.648,0.53768843,-23.126,-7.2644,2.1600695,6129.894,-28.308456,-7.0,2.387097,103.6,31.318283,-1.0,31.56438,-103.6,32.06428,-9.718282,1.9896753,0.022541689,16.015142,0.13122083,0.56406045,0.0,-3.451613,-9.718282,-0.53768843,-32.318283,-0.254,0.060242012,6130.648,0.030277306,0.111342356,0.0,0.254,102.16774,0.6677796,0.0,1.093204,0.12700026,2.387097,7.5184,1.8675023,108.0,3196.8,6161.648,4.2055154,1.2915436,218.29155,181.0,1021.2,30.353903,107.7539,112.105385,6161.648,1.8675023,217.0,0.0,109.718285,114.91474,0.5849802,0.6065573,0.38158533,0.2715895,0.53768843,1.0
17,4.26268,4.660778,2.3499577,0.986811,-45.109188,5901.2153,-0.93103534,-26.961,75.2591,2.5976133,5900.9243,-42.7764,120.0,-82.09091,71.85138,45.76874,1.1990832,45.477978,380.2519,45.83528,449.83362,1.8151424,0.009138523,24.93901,0.13829814,0.8031705,0.025283245,-3.121212,-3.7182817,-0.51758796,-46.01828,-83.183,0.054475427,23649.363,0.030011654,0.094582185,3.6666667,333.34518,135.14848,0.35462436,0.0054061743,-75.31965,0.16559033,0.90909094,7.9238997,1.7976891,103.24954,4503.1997,5972.465,3.6615143,2490.5237,33.523598,133.0,1502.2001,126.8403,103.5403,106.62737,5934.465,84.79769,34.448624,2943.552,188.71829,103.986725,0.41389048,0.24590163,0.3450586,0.041301627,0.51758796,0.0
18,4.1271343,4.7682943,3.4114602,2.3030248,-35.13078,6589.195,-1.0976267,-15.0720005,78.2256,2.3720195,6588.4736,-33.37827,125.0,-93.8125,102.924484,37.49871,1.8559465,36.777977,76.87449,36.78928,177.75621,2.024582,0.021323219,19.324284,0.31945455,0.65132684,0.029243274,-3.59375,-3.7182817,-0.57788944,-37.31828,-96.529,0.06272277,-36518.305,0.030980604,0.11230469,3.9375,-534.99286,124.34374,0.122677244,0.0048875855,1.1987197,0.059073728,2.1875,18.303398,2.0071287,114.81957,4013.5999,6651.014,4.1340523,6721.2217,33.22173,185.0,1211.7999,131.1403,115.5403,119.905785,6621.014,98.007126,33.675514,6901.4746,213.71829,116.83422,0.5906267,0.57377046,0.39729896,0.040050063,0.57788944,1.0
19,4.2195077,4.857626,3.69725,0.7466649,-38.75902,7220.0815,-3.468358,-7.9920006,208.03679,3.130777,7220.258,-37.76411,273.0,-231.74074,123.19848,42.832478,4.9157224,43.008274,206.50682,41.31428,328.08853,2.2514746,0.026806332,18.519688,0.48288372,0.7333573,0.0715851,-4.6666665,-5.7182817,-0.63316584,-42.01828,-235.704,0.0814487,-8866.717,0.03617571,0.17283951,10.222222,-289.49207,183.4,0.14176542,0.006090315,-3.4230301,0.05260943,3.2592592,27.6672,2.1991148,125.1858,4991.0996,7287.2676,3.676674,20681.535,82.53589,214.0,1188.4,273.31,125.01001,131.97754,7246.2676,237.19911,85.101524,21013.807,363.71826,128.70786,0.7188029,0.72131145,0.51591283,0.10137672,0.63316584,0.0
20,3.912023,4.622207,3.1014771,2.6246984,-36.438282,5671.2817,0.49748743,-30.599998,-13.3472,0.5139234,5672.4272,-33.933926,-8.0,1.68,119.4,37.118282,-1.0,38.263783,-119.4,37.73028,-10.718282,1.8675023,0.025587864,30.89233,0.23972447,0.6652895,0.0,-1.98,-10.718282,-0.49748743,-38.118282,-0.388,0.034557518,5672.2817,0.018504674,0.0396,0.0,0.388,70.092,0.48213738,0.0,1.0363059,0.051546387,1.68,13.735201,1.727876,100.0,3540.0,5722.2817,1.8345,1.4660766,401.46606,183.0,1889.4001,35.2545,98.8545,103.398285,5722.2817,1.727876,400.0,0.0,101.718285,107.964966,0.67419535,0.6885246,0.21889447,0.5006258,0.49748743,0.0
21,3.713572,5.291888,3.251939,0.37256667,-40.32316,11228.973,0.9849246,-22.508999,-17.4988,3.2096915,11229.219,-38.229202,-7.0,2.195122,129.8,41.51828,-1.0,41.764378,-129.8,42.06728,-9.718282,3.5430183,0.027415568,28.480282,0.31328312,0.74208397,0.0,-4.780488,-9.718282,-0.9849246,-42.51828,-0.451,0.08343525,11229.973,0.023549203,0.116597265,0.0,0.451,190.26341,0.37608874,0.0,-1.0128231,0.05408036,2.195122,17.9498,3.4208453,197.0,7840.5996,11270.973,5.5343904,1.5707964,288.5708,286.0,1761.6,40.5539,196.7539,200.9134,11270.973,3.4208453,287.0,0.0,198.71828,202.01266,0.7329193,0.7377049,0.52849615,0.35919902,0.9849246,1.0
22,4.158883,4.801709,2.7126257,0.473285,-28.95966,6817.1973,0.5979899,-21.373,-7.3640003,2.707185,6819.1084,-27.603737,26.0,2.7586207,109.0,30.71828,-1.0,32.62941,-109.0,31.45528,-11.718282,2.2340214,0.024369393,14.678219,0.13311626,0.55358845,0.0,-4.1034484,-11.718282,-0.5979899,-31.71828,-0.263,0.07161868,6818.1973,0.03205819,0.14149822,1.2068965,0.263,119.0,0.7776525,0.00552399,-1.3367956,0.13111314,2.7586207,7.6270003,2.0769417,120.0,3480.0,6882.1973,3.1923182,1.3962634,262.39627,199.0,950.0,28.08887,118.08887,124.476906,6847.1973,2.0769417,261.0,0.0,121.718285,127.251945,0.6154715,0.65573764,0.45364752,0.32665834,0.5979899,1.0
23,4.4308167,4.981675,2.677806,2.1004555,-37.475143,8193.212,-1.8295877,-38.045998,136.9576,1.163312,8193.291,-34.95939,168.0,-144.15686,128.05182,39.23432,2.4642212,39.313854,444.20316,39.064278,561.0849,2.687807,0.028634038,32.578316,0.16225278,0.6862334,0.04447414,-2.8039215,-13.718282,-0.71859294,-39.31828,-146.254,0.048937663,97586.36,0.018207282,0.05497885,3.509804,1741.9602,102.62353,0.94263464,0.003968254,1.3474289,0.07719623,1.8431373,9.2964,2.4958208,143.08395,5270.4,8277.296,2.8083472,13725.641,562.6406,237.0,1997.2,182.60443,143.00443,147.56142,8244.296,148.49582,563.54816,14298.803,291.71826,154.74216,0.7374365,0.7704918,0.30998126,0.7021277,0.71859294,1.0
24,4.204693,4.849827,2.4634817,0.37256667,-32.110966,7162.298,-1.378988,-32.595,108.8295,1.82705,7162.811,-29.87827,131.0,-113.29269,99.09287,34.144093,2.3329384,34.657356,459.87558,33.61328,548.2573,2.3561945,0.021323219,22.254692,0.11127347,0.59024036,0.035031006,-3.0487804,-12.718282,-0.6281407,-33.818283,-115.205,0.053211257,-21982.064,0.02258356,0.0743605,3.4390244,-353.59586,94.81707,1.0828093,0.003919795,-1.0128231,0.1189768,1.7073171,6.3755,2.1816616,124.67419,3918.6,7228.972,2.209709,8051.2217,411.22174,195.0,1376.2,145.26094,124.16093,129.4256,7202.972,117.18166,412.00714,8610.976,242.71829,134.01266,0.5708639,0.57377046,0.3370511,0.51314145,0.6281407,1.0
25,3.7612002,5.008755,2.6895478,1.7421384,-40.35084,8421.4795,0.7386935,-31.949001,-9.8688,2.0921545,8421.726,-38.07355,-7.0,1.7674419,115.4,41.118282,-1.0,41.36438,-115.4,41.861282,-9.718282,2.687807,0.023150925,29.569368,0.17672855,0.7351027,0.0,-3.4186046,-9.718282,-0.7386935,-42.118282,-0.257,0.059665907,8422.4795,0.022198731,0.07950243,0.0,0.257,134.69302,0.6599845,0.0,1.801434,0.09048955,1.7674419,10.1258,2.565634,148.0,5831.2,8465.4795,4.172507,1.3264502,302.32645,223.0,1809.6001,40.153904,147.7539,151.48572,8465.4795,2.565634,301.0,0.0,149.71828,154.55511,0.65160924,0.6229508,0.37793615,0.3767209,0.7386935,1.0
26,3.6109178,4.6023493,3.3287358,0.36789384,-22.918282,5557.888,-1.9560237,-11.286,129.1886,3.2571735,5557.15,-22.048084,154.0,-137.0,86.75654,26.116095,2.6412745,25.37798,198.27434,25.431282,283.75604,1.7104226,0.020104751,8.908161,0.19719428,0.45235935,0.042646438,-4.409091,-3.7182817,-0.4874372,-25.918282,-140.487,0.07695315,-28095.598,0.044990726,0.20041323,7.0454545,-710.199,102.29092,0.13325723,0.0040950044,-1.0000392,0.09333582,3.0,11.2984,1.6929693,96.802185,2273.6,5594.6904,4.9493933,9241.152,23.151917,163.0,599.60004,163.7403,97.5403,102.718285,5579.6904,141.69296,24.44346,9527.475,239.71829,97.00004,0.5036702,0.5409836,0.48743716,0.027534418,0.4874372,0.0
27,4.3307333,4.995307,2.6417298,2.4592755,-23.479685,8308.887,-1.191219,-43.035,104.806,1.1126897,8306.98,-20.768831,116.0,-108.5614,102.280136,25.917303,2.9188828,24.010836,344.7796,24.67328,433.2613,2.75762,0.024978628,22.085396,0.09492846,0.43490607,0.033507917,-2.5438597,-15.718282,-0.7286432,-24.918282,-110.245,0.044398725,-8316.03,0.016100379,0.04462912,2.2631578,-110.35306,56.473682,1.1197379,0.0025252525,1.1112756,0.07160759,1.4385965,5.439,2.5307274,144.00098,3241.2,8383.888,3.4513066,9021.432,742.43115,227.0,1369.6,133.10744,145.90744,149.15688,8364.888,112.53073,742.91986,9468.9795,257.71826,158.89987,0.5883681,0.6721311,0.28123072,0.9274093,0.7286432,0.0
28,3.637586,4.7851415,2.9605546,2.598862,-34.39723,6702.606,0.5879397,-25.194,-11.1547,1.4732444,6703.3223,-32.494297,-5.0,2.4210527,126.1,35.81828,-1.0,36.53462,-126.1,36.481277,-7.7182817,2.1293018,0.028024802,22.615974,0.200568,0.6426002,0.0,-3.0789473,-7.7182817,-0.5879397,-36.81828,-0.337,0.053737767,6703.606,0.025237273,0.08102493,0.0,0.337,104.992096,0.39973125,0.0,1.0470396,0.078088395,2.4210527,11.4917,2.042035,118.0,4023.7998,6741.606,3.3626094,1.6057029,191.6057,209.0,1421.8999,34.38366,117.28366,122.139336,6741.606,2.042035,190.0,0.0,119.718285,122.95507,0.7120271,0.7540983,0.34038612,0.23779725,0.5879397,0.0
29,4.454347,4.7159805,3.4430907,0.38580894,-37.46828,6244.2397,0.5477387,-27.239998,-19.11,0.5076698,6244.956,-34.691,21.0,1.25,111.0,37.71828,-1.0,38.43462,-111.0,38.17228,-7.7182817,1.9896753,0.022846306,37.699112,0.34306192,0.67576146,0.0,-1.8166667,-7.7182817,-0.5477387,-38.71828,-0.546,0.031706814,6245.2397,0.015935672,0.03027778,0.43333334,0.546,65.4,0.24672057,0.0030537937,-1.0499647,0.030525029,1.25,19.656,1.9024088,110.0,3960.0,6331.2397,2.100329,1.3089969,301.309,184.0,2271.0,36.28366,109.28366,112.968285,6305.2397,1.9024088,300.0,0.0,111.718285,113.047585,0.62676454,0.6147541,0.20083752,0.37546936,0.5477387,0.0
30,4.158883,5.079653,3.8868837,0.3818964,-31.603998,9051.733,-3.482087,-4.171999,218.9594,4.3164067,9053.723,-30.27355,278.0,-242.28572,103.323944,33.31926,3.2770348,35.308277,180.29657,33.46728,282.17828,2.8099802,0.023150925,15.442673,0.46934697,0.598967,0.07463127,-5.642857,-5.7182817,-0.79396987,-34.318283,-245.851,0.09848643,9061.594,0.0350488,0.2015306,10.035714,246.09164,178.3143,0.117277145,0.0056818184,-1.0388467,0.041967433,2.7142856,26.891602,2.75762,158.99902,5024.4004,9116.732,4.6528645,18621.326,85.32645,234.0,992.39996,275.61002,157.01001,163.43256,9080.732,247.75761,88.276054,18907.896,405.71826,160.0374,0.6075663,0.6229508,0.6238334,0.10513142,0.79396987,1.0
31,3.4965076,4.507759,2.7277203,0.36789384,-24.881916,5042.8574,-0.5002667,-16.126,47.645397,2.987709,5043.0186,-23.787708,62.0,-51.363636,81.85753,28.34759,1.7717876,28.508272,119.44719,27.25128,196.52892,1.5882496,0.01766781,9.522516,0.11556871,0.4802846,0.01644934,-4.0,-5.7182817,-0.44221106,-27.51828,-54.267,0.06981317,-6079.7886,0.043956045,0.18181819,2.9545455,-65.43634,99.2,0.37379345,0.0033670033,-1.0000392,0.17024176,2.6363637,6.6215997,1.5358897,87.17069,2207.2,5075.0283,3.0100074,3133.0122,67.01229,146.0,628.39996,77.81001,87.01001,93.354645,5064.0283,55.53589,66.942474,3334.247,144.71829,90.00004,0.4675325,0.4754098,0.44221103,0.08260325,0.44221106,0.0
32,3.3322046,4.550907,2.3769135,0.3818964,-19.332567,5270.2114,0.46231157,-22.736,-3.5531998,1.6800115,5270.2515,-18.294296,-6.0,3.2857144,111.9,21.618282,-1.0,21.658112,-111.9,22.430283,-8.718282,1.7104226,0.028024802,9.724975,0.065296255,0.3947635,0.0,-3.2857144,-8.718282,-0.46231157,-22.618282,-0.188,0.05734653,5271.2114,0.0335277,0.11734694,0.0,0.188,65.38571,0.80937624,0.0,-1.0388467,0.18996961,3.2857144,3.7411997,1.6057029,93.0,1850.7,5299.2114,4.245885,1.6057029,169.6057,184.0,669.10004,20.86017,92.96017,98.004,5299.2114,1.6057029,168.0,0.0,94.718285,97.03739,0.6318464,0.7540983,0.3632448,0.21026284,0.46231157,0.0
