,16_sin,id_sin,14_sin,15_sin,6_rbfFeature,5_rbfFeature,13_rbfFeature,14_rbfFeature,16_exp,17_square,7_square,3_square,4_square,11_square,16_degree,8_degree,17_degree,2_degree,4_relu,10_relu,2_relu,3_relu,6_tanh,10_tanh,14_tanh,2_tanh,9_recip,14_recip,4_recip,8_recip,8_zscore,6_zscore,2_zscore,9_zscore,Class
10,0.5192798,-0.9999902,0.0,0.0,0.09623559,0.19898854,-0.31471375,-0.27546957,1.7263476,0.012628815,1024.0,2025.0,2025.0,3.8983305,31.28395,4833.38,6.4387846,2578.31,45.0,17.293722,45.0,45.0,1.0,1.0,0.0,1.0,50.97746,0.0,0.022222223,0.011854184,0.34659198,0.5770457,0.25660807,1.2915782,0.0
11,0.52412045,-0.53657293,0.0,0.0,-0.13119023,0.21608394,0.073733255,-0.19060268,1.7361708,0.01950408,324.0,625.0,625.0,0.013483621,31.609049,1288.0117,8.001757,1432.3944,25.0,0.436232,25.0,25.0,1.0,0.41051626,0.0,1.0,13.949995,0.0,0.04,0.044483893,-0.7118836,-0.34599572,-0.52434355,-0.42318746,0.0
12,0.50932133,0.42016706,0.0,0.0,0.17687954,-0.24467124,-0.14603375,0.3135428,1.7064172,0.008025832,2500.0,4761.0,4225.0,0.08292039,30.618633,605.04913,5.132957,4010.7043,65.0,0.625511,70.0,69.0,1.0,0.5549534,0.0,1.0,3.108358,0.0,0.015384615,0.094696075,-0.9157832,1.7564875,1.2327976,-0.9252706,1.0
13,0.48078874,0.9906074,0.0,0.0,-0.14861472,-0.23765416,-0.29511577,-0.12864174,1.6512853,0.019123292,324.0,1849.0,1521.0,0.035809886,28.736927,1318.5361,7.9232607,2750.1973,39.0,2.403903,48.0,43.0,1.0,0.98380077,0.0,1.0,6.737583,0.0,0.025641026,0.04345408,-0.70277053,-0.08959534,0.37375084,-0.75719887,1.0
14,0.51523083,0.65028787,0.0,0.0,0.290981,0.11291718,-0.28170648,0.25705466,1.7181996,0.0155014945,5929.0,8649.0,8464.0,0.004368549,31.012886,493.3637,7.1336107,5385.8027,92.0,0.401183,94.0,93.0,1.0,0.38096073,0.0,1.0,1.981319,0.0,0.010869565,0.11613294,-0.9491271,2.9359293,2.1699398,-0.9774645,0.0
15,0.5391757,-0.28790334,0.0009779999,0.0009779999,-0.3123139,0.29052788,-0.1605207,-0.22713463,1.7673088,0.008088484,81.0,324.0,256.0,0.45365885,32.627537,3730.7378,5.152953,1145.9155,16.0,8.785379,20.0,18.0,1.0,0.99999994,0.0009779996,1.0,33.124798,0.000978,0.0625,0.01535776,0.017396348,-0.8075164,-0.7195815,0.46480995,0.0
16,0.5007465,-0.96139747,0.7144604,0.8426808,0.2914093,0.30226788,-0.31100744,0.31610376,1.6895479,0.018022258,1024.0,9025.0,6561.0,397.4941,30.049398,7050.445,7.6917863,6016.0566,81.0,37.40989,105.0,95.0,1.0,1.0,0.9818206,1.0,70.57101,2.34574,0.012345679,0.008126548,1.0085003,0.8847261,2.599463,2.198968,1.0
17,0.52439296,-0.75098723,0.18785225,0.12974718,0.20751418,-0.2683028,0.28546673,-0.20580131,1.7367264,0.011756632,361.0,625.0,576.0,0.23505917,31.627384,975.9797,6.2124667,1432.3944,24.0,1.067243,25.0,25.0,1.0,0.78842026,0.18675713,1.0,9.976938,0.188975,0.041666668,0.05870591,-0.80504125,-0.34599572,-0.52434355,-0.60718226,0.0
18,0.5236945,0.1498772,0.0,0.0,-0.028671343,-0.10114511,0.31023,0.1724318,1.7353029,0.009720185,1600.0,4096.0,3969.0,0.0064168107,31.580399,1127.206,5.648848,3666.9297,63.0,0.907342,64.0,64.0,1.0,0.71985406,0.0,1.0,6.064866,0.0,0.015873017,0.050829906,-0.7598924,1.3462468,0.9985121,-0.7883528,0.0
19,0.51454073,0.9129453,0.118181154,0.07163659,-0.2769863,-0.3158491,-0.23993863,-0.20137164,1.716817,0.011014292,225.0,1681.0,1521.0,5.1832533,30.96676,6619.597,6.0131345,2635.6057,39.0,9.665742,46.0,41.0,1.0,1.0,0.11790701,1.0,21.293312,0.118458,0.025641026,0.008655477,0.8798701,-0.29471564,0.29565567,-0.08311372,1.0
20,0.46017206,0.8366556,0.0,0.0,-0.30551067,0.23367745,0.2860332,0.2824567,1.6131504,0.0122750895,529.0,1369.0,1369.0,1.4517143,27.398209,3515.532,6.347971,2119.9438,37.0,8.114027,37.0,37.0,1.0,0.9999998,0.0,1.0,35.165913,0.0,0.027027028,0.016297895,-0.046853706,0.11552497,-0.055772565,0.5593353,0.0
21,0.45326516,-0.008851309,0.0019999987,0.0,-0.17140257,0.20692654,0.10614662,-0.3112457,1.6006743,0.008838631,49.0,289.0,225.0,1.0923531,26.953365,10296.278,5.386605,1088.6198,15.0,13.018953,19.0,17.0,1.0,1.0,0.0019999973,1.0,34.678204,0.002,0.06666667,0.0055647073,1.9775493,-0.85879654,-0.7586291,0.5367492,1.0
22,0.51261103,-0.8462204,0.0,0.0,0.2571021,-0.27963927,-0.21525717,0.3130122,1.7129604,0.009656993,576.0,1156.0,961.0,2.3247924,30.837906,505.2476,5.630456,2119.9438,31.0,1.900918,37.0,34.0,1.0,0.956316,0.0,1.0,3.161544,0.0,0.032258064,0.11340138,-0.9455791,-0.038315263,-0.055772565,-0.9228075,1.0
23,0.504609,-0.9055784,0.0,0.0,0.0036887992,0.007032003,-0.3061474,0.3140926,1.6971136,0.011697721,36.0,100.0,81.0,0.83954155,30.305397,4179.0933,6.1968822,572.95776,9.0,9.793215,10.0,10.0,0.99999994,1.0,0.0,1.0,20.285362,0.0,0.11111111,0.013710097,0.15125363,-1.0126368,-1.1100572,-0.12979253,0.0
24,0.5552196,-0.13235176,0.0031659945,0.0010549998,0.31617856,-0.002817056,-0.29016528,0.038596418,1.8015132,0.0120446235,9.0,25.0,25.0,0.028865332,33.72584,7623.4453,6.288097,286.47888,5.0,2.718365,5.0,5.0,0.9993293,0.9913303,0.0031659894,0.9999092,6.890885,0.003166,0.2,0.0075157327,1.1795707,-1.2690371,-1.3052951,-0.7500994,1.0
25,0.5030395,0.7625584,0.49563688,0.10694509,0.20586058,0.009641772,-0.085764244,0.11709215,1.6940328,0.011052107,144.0,1444.0,1089.0,29.565125,30.201292,4187.33,6.023448,2291.831,33.0,13.093588,40.0,38.0,1.0,1.0,0.476594,1.0,23.121256,0.518568,0.030303031,0.013683128,0.15371275,-0.4485559,0.06137018,0.0015395231,1.0
26,0.5147954,0.95637596,0.0,0.0,0.14555776,0.07623035,0.03518789,0.058074903,1.7173269,0.013766094,676.0,2809.0,2601.0,15.6524515,30.983778,4087.3262,6.7224565,3151.2676,51.0,21.117569,55.0,53.0,1.0,1.0,0.0,1.0,39.430202,0.0,0.019607844,0.014017912,0.12385638,0.5257656,0.6470839,0.7568173,0.0
27,0.5282014,0.2709058,0.35081756,0.18029071,0.15155418,0.023983158,0.3161268,-0.29973507,1.7445227,0.0137876915,729.0,9604.0,4624.0,120.76207,31.88401,17078.066,6.7277274,5672.2817,68.0,33.6937,99.0,98.0,1.0,1.0,0.34384274,1.0,50.269653,0.358444,0.014705882,0.0033549333,4.0022635,0.67960584,2.3651776,1.2587992,1.0
28,0.5170107,-0.6636339,0.0,0.0,0.07277627,0.15278117,0.26212353,-0.23253985,1.7217737,0.013949973,576.0,2025.0,2025.0,2.225819,31.131947,2015.2937,6.7672043,2578.31,45.0,5.206171,45.0,45.0,1.0,0.99993986,0.0,1.0,15.421144,0.0,0.022222223,0.028430486,-0.49475238,0.42320547,0.25660807,-0.35505763,0.0
29,0.46936014,-0.9880316,0.0015589994,0.0015589994,0.2748286,0.24039601,-0.29751542,-0.10350255,1.6299772,0.017980397,1444.0,7921.0,6889.0,0.00011911539,27.99277,631.69086,7.6828485,5901.465,83.0,0.015592,103.0,89.0,1.0,0.015590737,0.0015589987,1.0,3.762343,0.001559,0.012048192,0.09070224,-0.90782934,1.6026472,2.5213678,-0.8949842,1.0
30,0.5369259,-0.40403765,0.0,0.0,-0.21224435,-0.24793641,0.08271349,0.31408644,1.7625982,0.009347215,64.0,144.0,121.0,6.769999e-05,32.474613,1793.5867,5.539413,687.5493,11.0,0.310613,12.0,12.0,1.0,0.30099466,0.0,1.0,2.021039,0.0,0.09090909,0.031944804,-0.56094337,-0.9613567,-1.0319622,-0.97562504,0.0
31,0.53210175,0.5514267,0.0,0.0,-0.17709738,0.31524113,0.23786281,-0.2940091,1.7525659,0.009918567,1024.0,1444.0,1444.0,0.0,32.14757,715.90857,5.706201,2406.4226,38.0,0.588359,42.0,38.0,1.0,0.5287144,0.0,1.0,4.42648,0.0,0.02631579,0.08003225,-0.88268596,0.3206453,0.13946533,-0.8642276,1.0
32,0.47178134,0.99991184,0.003121995,0.0020809986,0.0036337276,-0.3074228,-0.31577495,0.2798544,1.6344559,0.01915539,784.0,9604.0,5929.0,59.428234,28.149988,11426.441,7.9299073,6130.648,77.0,25.534925,107.0,98.0,1.0,1.0,0.0031219898,1.0,44.82088,0.003122,0.012987013,0.0050143152,2.3149612,0.9360062,2.6775582,1.006463,1.0
33,0.4981813,0.5290827,0.0,0.0,0.3162237,-0.17389369,0.17811643,0.090323225,1.6845526,0.01176509,25.0,81.0,81.0,13.003279,29.879747,11239.843,6.2147007,515.662,9.0,18.431154,9.0,9.0,0.99999976,1.0,0.0,0.99999994,36.529743,0.0,0.11111111,0.0050975606,2.259252,-1.0639169,-1.1491048,0.6224952,0.0
34,0.45431668,-0.42818266,0.0,0.0,-0.25863266,-0.251538,0.08489138,0.10992625,1.6025642,0.009897065,961.0,4096.0,3844.0,0.8687974,27.020975,1763.3296,5.7000127,3666.9297,62.0,3.074836,64.0,64.0,1.0,0.9957407,0.0,1.0,14.45127,0.0,0.016129032,0.032492947,-0.5699767,1.0898464,0.9985121,-0.3999731,1.0
35,0.47789255,-0.99177885,0.0,0.0,-0.16424534,-0.004118475,-0.1065847,-0.092624635,1.6458452,0.015693076,441.0,900.0,900.0,0.0,28.54785,295.83585,7.177557,1718.8733,30.0,0.003019,30.0,30.0,1.0,0.0030189909,0.0,1.0,0.846716,0.0,0.033333335,0.1936742,-1.0080993,-0.08959534,-0.32910562,-1.0300087,0.0
36,0.4961814,-0.6435381,0.0,0.0,0.16976775,0.23920909,0.30035326,-0.16518393,1.6806741,0.013177202,1.0,4.0,4.0,0.03942568,29.747683,2746.197,6.5770965,114.59155,2.0,1.470575,2.0,2.0,0.9640276,0.89968705,0.0,0.9640276,6.587595,0.0,0.5,0.02086368,-0.27653992,-1.3715973,-1.4224379,-0.76414496,1.0
37,0.47092938,0.29636857,0.0,0.0,0.30435592,0.2134901,-0.13475533,-0.2956048,1.6328777,0.013286482,1444.0,4624.0,4489.0,0.10317651,28.094639,1451.805,6.6043124,4125.296,67.0,3.395,72.0,68.0,1.0,0.9977526,0.0,1.0,10.490842,0.0,0.014925373,0.0394652,-0.6629829,1.2949667,1.3108928,-0.5833831,1.0
38,0.4537598,0.96379536,0.006069963,0.0045519844,-0.21969068,-0.31610852,0.2602468,0.27876914,1.6015629,0.014736017,729.0,1764.0,1764.0,0.3412873,26.985165,2246.6272,6.955249,2463.7183,42.0,3.939161,43.0,42.0,1.0,0.99924254,0.006069925,1.0,18.275524,0.00607,0.023809524,0.025503019,-0.42568734,0.42320547,0.17851292,-0.22286943,0.0
39,0.48889795,0.7451132,0.029959517,0.0106318,0.21375099,0.25790483,-0.27681002,0.23495601,1.6666673,0.015306886,64.0,256.0,256.0,2.796149,29.268171,2609.5833,7.0886908,916.7324,16.0,4.828992,16.0,16.0,1.0,0.9998722,0.029955037,1.0,22.49309,0.029964,0.0625,0.021955911,-0.31732622,-0.9613567,-0.8757718,-0.027551256,1.0
40,0.50842005,-0.15862267,0.0,0.0,-0.1584692,-0.051817596,-0.15453504,0.16270636,1.7046314,0.008515044,1764.0,5476.0,5184.0,0.07491278,30.558643,1335.6569,5.287082,4354.479,72.0,2.067625,76.0,74.0,1.0,0.9685065,0.0,1.0,7.943621,0.0,0.013888889,0.04289708,-0.6976591,1.9103277,1.4670832,-0.70134646,1.0
41,0.48140678,-0.91652155,0.0,0.0,-0.09234304,0.3098325,0.22697887,0.13772304,1.65245,0.011884271,4.0,25.0,25.0,0.53920525,28.77732,3985.0583,6.246099,286.47888,5.0,13.057079,5.0,5.0,0.9993293,1.0,0.0,0.9999092,31.66465,0.0,0.2,0.014377651,0.09332412,-1.2690371,-1.3052951,0.3971896,0.0
42,0.49707368,-0.8317747,0.1705423,0.08087059,0.21469094,-0.26582494,-0.29328158,0.2454075,1.6824028,0.013134076,729.0,1849.0,1764.0,73.06779,29.806581,9955.554,6.5663247,2521.0142,42.0,21.430906,44.0,43.0,1.0,1.0,0.16972159,1.0,38.295536,0.17138,0.023809524,0.005755157,1.8758255,0.5257656,0.2175605,0.7042702,1.0
43,0.47338793,0.017701926,0.0,0.0,-0.17548752,-0.06496909,0.30115393,-0.30422613,1.6374383,0.018418288,36.0,144.0,121.0,0.0,28.254438,121.85133,7.775839,744.8451,11.0,0.0,13.0,12.0,0.99999976,0.0,0.0,1.0,0.337744,0.0,0.09090909,0.4702105,-1.0600427,-1.0639169,-0.99291456,-1.0535796,0.0
44,0.48538724,0.8509035,0.0,0.0,0.10354179,0.05039559,-0.20598477,0.29454544,1.6599808,0.013166875,16.0,16.0,16.0,0.119929224,29.037844,4500.9873,6.5745187,229.1831,4.0,5.151197,4.0,4.0,0.9993293,0.9999329,0.0,0.9993293,20.402172,0.0,0.25,0.012729602,0.24735561,-1.2690371,-1.3443427,-0.12438299,0.0
45,0.49699557,0.90178835,0.0,0.0,0.23944391,0.2756839,-0.30834696,-0.158382,1.6822515,0.015204123,484.0,1225.0,1156.0,0.0006697226,29.801426,1202.8608,7.0648556,2119.9438,34.0,0.981876,37.0,35.0,1.0,0.75387686,0.0,1.0,11.376063,0.0,0.029411765,0.04763292,-0.7373055,-0.038315263,-0.055772565,-0.5423879,1.0
46,0.46692303,0.123573124,0.0,0.0,-0.1512826,0.30135885,0.024386829,0.31483185,1.6254878,0.007657825,1849.0,3844.0,3600.0,0.48355752,27.834747,2414.4558,5.013896,3666.9297,60.0,7.617959,64.0,62.0,1.0,0.9999995,0.0,1.0,20.794294,0.0,0.016666668,0.023730306,-0.37558186,1.1411265,0.9985121,-0.10622355,1.0
47,0.4793562,-0.76825464,0.005728969,0.0038189907,-0.2633465,-0.1292766,-0.03425244,0.1291242,1.6485912,0.022188783,16.0,49.0,49.0,0.0061307335,28.643362,2133.631,8.534721,401.07043,7.0,2.888475,7.0,7.0,0.99999833,0.9938228,0.005728937,0.99999833,17.444477,0.005729,0.14285715,0.026853649,-0.45942256,-1.115197,-1.2272,-0.26135576,0.0
48,0.5299783,-0.95375264,0.14413916,0.0,-0.30524918,-0.113048665,-0.15802322,0.30028117,1.7481794,0.027617456,676.0,1764.0,1369.0,0.17646636,32.003986,4555.7837,9.521699,2406.4226,37.0,2.791295,42.0,42.0,1.0,0.99250257,0.14364265,1.0,58.724895,0.144643,0.027027028,0.0125764925,0.26371512,0.3206453,0.13946533,1.6503669,1.0
49,0.4115672,-0.26237485,0.0057839677,0.00096399983,0.20589863,-0.17586507,0.039383806,-0.21546304,1.528326,0.014520491,81.0,225.0,196.0,2.5546365,24.303322,4034.4204,6.904198,859.43665,14.0,11.161267,15.0,15.0,1.0,1.0,0.005783935,1.0,40.163403,0.005784,0.071428575,0.014201736,0.108061306,-0.9613567,-0.91481936,0.79077226,0.0
50,0.50408226,0.67022914,0.0,0.0,-0.3071961,-0.18944582,0.28126535,-0.18858041,1.6960788,0.025543073,169.0,484.0,400.0,0.0,30.270447,439.27167,9.157125,1260.5071,20.0,0.161388,22.0,22.0,1.0,0.16000126,0.0,1.0,2.188929,0.0,0.05,0.13043359,-0.9652763,-0.6536762,-0.6414863,-0.96784997,0.0
51,0.49284554,0.9866276,0.0,0.0,-0.26317656,0.05196736,-0.2858694,-0.31612766,1.6742362,0.009933112,961.0,1089.0,1089.0,0.0,29.52778,266.1568,5.7103834,1890.7606,33.0,0.003115,33.0,33.0,1.0,0.00311499,0.0,1.0,0.233589,0.0,0.030303031,0.21527076,-1.0169601,0.16680504,-0.2119629,-1.058403,1.0
52,0.4839545,0.39592513,0.0039089904,0.0039089904,0.18804589,-0.3084001,0.27540594,-0.2735637,1.6572639,0.010931749,121.0,361.0,324.0,0.17084417,28.943995,1871.5664,5.99056,1088.6198,18.0,4.325823,19.0,19.0,1.0,0.99965036,0.00390898,1.0,13.682969,0.003909,0.055555556,0.03061381,-0.5376624,-0.85879654,-0.7586291,-0.4355536,0.0
53,0.48585054,-0.5587891,0.0,0.0,-0.3022592,-0.30797362,0.17246135,-0.25312957,1.6608609,0.01329386,49.0,144.0,144.0,0.17706592,29.06821,3473.249,6.606146,687.5493,12.0,4.447385,12.0,12.0,1.0,0.9997258,0.0,1.0,25.412079,0.0,0.083333336,0.016496304,-0.059477337,-0.9613567,-1.0319622,0.10762901,0.0
54,0.5292913,-0.99975514,0.0,0.0,-0.19079371,0.28022984,0.31622508,-0.0053677526,1.7467642,0.012838703,676.0,2304.0,2025.0,0.037043933,31.957579,1509.6288,6.4920697,2807.4932,45.0,2.556415,49.0,48.0,1.0,0.98803395,0.0,1.0,13.666809,0.0,0.022222223,0.03795355,-0.64571947,0.42320547,0.41279843,-0.43630198,1.0
55,0.4898058,-0.521551,0.825918,0.9711958,-0.21902734,-0.100464664,-0.21625435,0.28749433,1.6684031,0.009509565,1521.0,9409.0,7921.0,65.93203,29.327816,2687.074,5.587312,6130.648,89.0,11.290695,107.0,97.0,1.0,1.0,0.9742505,1.0,26.625319,2.169764,0.011235955,0.02132274,-0.29419127,1.6539273,2.6775582,0.16381492,1.0
56,0.49572375,0.43616477,0.08985464,0.03986543,-0.3161886,0.31542504,-0.117005184,0.31620353,1.6797887,0.0096344035,81.0,361.0,361.0,0.50932634,29.717485,4021.7236,5.623867,1260.5071,19.0,4.403699,22.0,19.0,1.0,0.9997008,0.08973397,1.0,24.971334,0.089976,0.05263158,0.014246573,0.104270615,-0.85879654,-0.6414863,0.08721785,1.0
57,0.4922076,0.99287266,0.0048069814,0.0038449904,-0.31434998,0.09535504,0.29081973,0.31147355,1.6730093,0.0073208557,81.0,225.0,196.0,1.042388,29.48578,6877.6426,4.902341,859.43665,14.0,9.176269,15.0,15.0,1.0,1.0,0.0048069633,1.0,55.14125,0.004807,0.071428575,0.008330729,0.95690995,-0.9100766,-0.91481936,1.484406,0.0
58,0.49936962,0.636738,0.13261716,0.11744829,-0.13573898,0.29571992,-0.12983102,0.15287632,1.6868637,0.010492315,784.0,3025.0,2116.0,0.39867732,29.958302,398.82382,5.868921,3208.5635,46.0,1.544124,56.0,55.0,1.0,0.91281074,0.13223013,1.0,2.747318,0.133009,0.02173913,0.14366187,-0.9773521,0.42320547,0.6861315,-0.9419906,1.0
59,0.4900926,-0.30481064,0.0,0.0,0.29991508,-0.09505989,0.27343982,-0.26737887,1.6689523,0.020342177,16.0,49.0,49.0,1.4440805,29.346668,9902.154,8.171867,401.07043,7.0,17.21222,7.0,7.0,0.9999877,1.0,0.0,0.99999833,76.2897,0.0,0.14285715,0.005786193,1.8598831,-1.166477,-1.2272,2.4638045,1.0
60,0.46905372,-0.96611774,0.0,0.0,-0.17782484,-0.23212773,-0.3159659,0.19608192,1.6294117,0.012148668,225.0,961.0,841.0,0.33065027,27.972887,2619.0837,6.3151975,1776.1691,29.0,3.893095,31.0,31.0,1.0,0.99916947,0.0,1.0,21.604391,0.0,0.03448276,0.021876268,-0.31448984,-0.1921555,-0.29005805,-0.06870746,1.0
61,0.5033635,-0.7391807,0.0,0.0,-0.20007694,-0.10848942,-0.1076535,0.26554522,1.6946683,0.01119893,225.0,576.0,529.0,1.9809942,30.222776,5534.7354,6.0633254,1375.0986,23.0,10.878852,24.0,24.0,1.0,1.0,0.0,1.0,36.501106,0.0,0.04347826,0.010352036,0.5559827,-0.49983597,-0.5633911,0.621169,0.0
62,0.5255096,0.1673557,0.0,0.0,0.031055372,-0.30620158,-0.06319992,0.07589145,1.7390064,0.008740006,81.0,324.0,324.0,3.3289864,31.702553,4161.4326,5.3564677,1031.324,18.0,10.053525,18.0,18.0,1.0,1.0,0.0,1.0,25.14203,0.0,0.055555556,0.013768281,0.14598103,-0.7049563,-0.7976766,0.0951229,1.0
63,0.52340317,0.92002606,0.005949965,0.005949965,0.08854065,-0.28831744,0.20472816,-0.17617097,1.7347096,0.0123372115,81.0,196.0,196.0,2.8725471,31.560806,7203.912,6.3640137,802.14087,14.0,16.775043,14.0,14.0,1.0,1.0,0.00594993,1.0,48.659027,0.00595,0.071428575,0.007953425,1.0543183,-0.85879654,-0.95386696,1.1842101,0.0
64,0.538768,0.82682866,0.0,0.0,0.28784263,0.17098145,0.31610656,0.2308224,1.7664537,0.004177166,576.0,7569.0,5329.0,0.13885759,32.599808,8353.713,3.7030833,5786.8735,73.0,6.647874,101.0,87.0,1.0,0.99999666,0.0,1.0,15.768882,0.0,0.01369863,0.00685872,1.3975933,0.67960584,2.4432728,-0.33895364,1.0
65,0.49663106,-0.026551155,0.0,0.0,-0.2897258,-0.25323606,0.24808057,-0.30541015,1.6815449,0.014098237,121.0,361.0,225.0,0.0,29.777359,190.92172,6.803071,1088.6198,15.0,0.054801,19.0,19.0,1.0,0.054746207,0.0,1.0,0.302928,0.0,0.06666667,0.30010086,-1.0394217,-0.7049563,-0.7586291,-1.0551919,1.0
66,0.5445915,-0.85552,0.014154527,0.0062909587,0.059421934,-0.25321904,-0.018483324,0.3162173,1.7787343,0.010451586,1764.0,3600.0,3364.0,0.1070245,32.99675,1835.1155,5.857519,3495.0425,58.0,3.658368,61.0,60.0,1.0,0.99867225,0.014154055,1.0,12.793278,0.014155,0.01724138,0.031221893,-0.5485449,1.2949667,0.88136935,-0.47675577,0.0
67,0.46809873,-0.8979277,0.0,0.0,0.03610075,-0.16914089,0.29529148,-0.24292476,1.6276513,0.014497605,961.0,3025.0,2916.0,0.6718868,27.91095,2357.9578,6.8987556,3208.5635,54.0,8.664596,56.0,55.0,1.0,0.99999994,0.0,1.0,19.139912,0.0,0.018518519,0.024298899,-0.3924494,0.8847261,0.6861315,-0.18283908,1.0
68,0.5059509,-0.114784814,0.0038329908,0.0038329908,0.22070237,0.12587748,-0.21132201,0.3160414,1.6997547,0.01051035,484.0,2500.0,2304.0,2.2426827,30.394493,6339.437,5.873963,2922.0845,48.0,12.291867,51.0,50.0,1.0,1.0,0.0038329812,1.0,54.594326,0.003833,0.020833334,0.009037992,0.7962277,0.42320547,0.4908936,1.4590776,1.0
69,0.5096423,0.7738907,0.0,0.0,0.0115138,-0.23106474,0.087330036,0.0018622038,1.7070539,0.006388645,4225.0,5041.0,5041.0,0.6586751,30.640005,2540.7087,4.579594,4182.592,71.0,6.624892,73.0,71.0,1.0,0.9999965,0.0,1.0,29.424664,0.0,0.014084507,0.0225511,-0.33788884,2.115448,1.3499404,0.29345438,0.0
70,0.5168746,0.95105463,0.035815336,0.018688912,-0.20137353,0.21717043,-0.24160908,0.19693878,1.7214999,0.009324799,2809.0,4225.0,4225.0,0.016711507,31.122837,636.1805,5.532767,3781.5212,65.0,0.397164,66.0,65.0,1.0,0.37751976,0.035807684,1.0,4.009015,0.035823,0.015384615,0.09006214,-0.9064889,1.7564875,1.0766072,-0.8835606,1.0
