,(16_exp/8_recip),((2_degree*4_recip)-18),((4_relu-2_relu)-6_rbfFeature),((2_degree/4)-(8_recip+18)),((17_square*2_tanh)-(8_recip+18)),((17_square-6)/(2_degree-7)),((10_relu+0)/7),(id_sin_exp/(9_zscore-13)),((4_relu*6_zscore)+(9_zscore-13)),((4_relu-2_relu)+id_sin),(17_square_sigmoid+1),((3_relu*12)+(9_recip-8)),((4_relu-2_relu)+(5_rbfFeature+14_tanh)),((4_relu-2_relu)*16)
29,17.970638,71.10198000000003,-20.274828,71.011284,-0.07272185,-0.0102297915,0.026726104,-0.4145506,132.12161,-20.988031,1.5044949,-6.9852405,-19.758045000000006,-9.77132
30,55.176365,61.504486,-0.78775567,61.472538,-1.0225976,-0.0147018805,0.16382663,-0.68429875,-11.550549,-1.4040377,1.5023367,-29.282955,-1.2479364,-0.566789
31,21.898245000000006,63.326912,-3.8229027,63.24688,-0.07011369,-0.014736248,0.04963622,-2.0084150000000003,11.320294,-3.4485733999999995,1.5024796,-8.068483,-3.684759,-2.244324
32,325.95795,78.61880500000002,-30.003633,78.61379000000002,-0.9858589,-0.0076984363,0.9476759,2.7316566000000004,73.0675,-29.000088,1.5047886,-130.84648,-30.3043,-14.7393
33,330.4625,57.295776,-0.3162237,57.29068,0.0066675283,-0.015642902,3.886231,2.7267272,-8.952757,0.5290826999999999,1.5029413,-159.10838,-0.17389369,0.0
34,49.320374,59.144024,-1.7413672999999998,59.111534,-0.022595882,-0.01374892,0.13144632,-1.3809731,67.098564,-2.4281826,1.5024742,-6.3333426,-2.251538,-0.94321
35,8.498009,57.29578000000001,0.16424534,57.1021,-0.17798114,-0.015893003,0.047762807,-0.36010987,-3.7178687999999993,-0.99177885,0.5039232,-4.316594,-0.004118475,0.0
36,80.55501600000002,56.295776,-0.16976775,56.274914,-1.0081605,-0.017490938,2.4705749,-0.68760526,-3.5073395,-0.6435380999999999,1.5032941999999998,-41.338455,0.23920909,0.0
37,41.37513,61.57158,-5.3043559999999985,61.532112,-0.026178718,-0.013208418,0.115657896,-2.2994008,86.17785,-4.703631400000001,1.5033216,-10.66757,-4.78651,-2.45172
38,62.79895,58.659958,-0.7803093000000001,58.634457,-0.010767002,-0.01517831,0.1829319,-11.301414,17.542656,-0.036204636,1.5036839,-20.170742,-1.3100386,-0.47098
39,75.90973000000002,57.295776,-0.21375099,57.27381999999999,-0.006649025,-0.010987496,0.7286239999999999,-7.2288857,-15.673132999999998,0.7451131999999999,0.5038267,-16.124348,0.28785986,0.0
40,39.737705,60.478874,-3.8415308,60.43597800000001,-0.034382034,-0.015302448,0.07303869,-1.1216383,136.78282,-4.1586227,1.5021287,-5.0674124,-4.0518174,-2.133396
41,114.93185,57.295776,0.09234304,57.2814,-0.002494458,-0.014019023,7.0285397,1.0068431999999998,-5.947996,-0.91652155,1.5029709,-37.88774,0.3098325,0.0
42,292.3296200000001,59.024147,-2.214691,59.01839,-0.9926211,-0.015632175,0.8307743000000001,-1.2850246,21.743425,-2.8317747000000004,1.5032835,-0.64346313,-2.0961034,-1.040446
43,3.4823518,67.713196,-1.8245125,67.24298,-0.4517922,-0.010802781,0.16666667,-0.9660965,-12.756665,-1.982298,1.5046045,-1.7889631,-2.064969,-0.986266
44,130.4032,56.295776,-0.10354179,56.283047,-0.9995716,-0.01770485,1.5377992,-18.827026,-5.2005315,0.8509035,1.5032916,-58.018425,0.05039559,0.0
45,35.31699000000001,62.35129000000001,-3.239444,62.303654,-0.032428797,-0.013339154,0.090085275,-4.542885,-1.8451068,-2.0982118,1.5038009,-9.61782,-2.7243161,-1.560399
46,68.49839,61.115498,-3.8487175,61.091763,-0.016072482,-0.014071008,0.20041765,-10.65237,68.36137,-3.876427,1.5019145,-12.820044,-3.698641,-1.943232
47,61.3917,57.29578000000001,0.26334650000000004,57.26892,-0.0046649035,-0.017573234,0.97211874,-1.7181785,-8.076328,-0.76825464,1.505547,-19.553785,-0.123547666,0.0
48,139.00374,65.03845,-4.694751,65.02588,0.015040964,-0.0146916695,0.14581904,0.25986865,13.346519,-5.9537525,1.5069039,-11.676044,-4.969405999999998,-2.7928748
49,107.61544,60.388336,-1.2058986,60.37413000000001,-0.9996813,-0.011741591,1.351252,0.98718995,-12.67979,-1.2623749,1.50363,-25.493153,-1.1700811000000002,-0.424173
50,13.003389,63.025356,-1.6928039,62.89491999999999,-0.10489052,-0.012805103,0.08933754,-2.019616,-14.041374,-1.3297708,1.5063853,-5.4778080000000005,-2.1894457000000003,-1.056638
51,7.777350999999999,56.295776,0.26317656,56.080505,-1.2053376,-0.017201174,0.03235855,-2.5341706000000004,4.4461637000000005,0.9866276,1.5024832,-4.411723599999998,0.05196736,0.0
52,54.13451800000001,60.478874,-1.1880459,60.44826,-0.01968206,-0.011125509,0.4841657,-3.1174526,-15.934932,-0.60407484,1.5027329,-16.939795,-1.304491,-0.5051680000000001
53,100.680786,56.295776,0.3022592,56.27928000000001,-1.0032024,-0.014674477,0.7781978,5.3136344000000015,-11.428652,-0.5587890999999999,1.5033233999999998,-35.065647,-0.30797362,0.0
54,46.023735,62.388737,-3.8092062000000007,62.350784,-0.02511485,-0.013297591,0.1367852,-0.84338266,18.607944,-4.999755,1.5032096,-12.681185,-3.7197702000000006,-2.23106
55,78.24525,68.88368,-17.780973,68.86236,-0.011813175,-0.01001215,0.31514603,-0.16510975,143.60435,-18.521551,1.5023774,489.78455,-17.126215,-9.213606
56,117.908264,65.342476,-2.6838114,65.32823,-1.0046122,-0.009580742,0.6004109999999999,-12.853263,-16.437475,-2.5638351000000004,1.5024084999999998,-37.722332,-2.594841,-1.5560040000000002
57,200.82388,61.388336,-0.68565,61.38,-0.0010098731,-0.012925923999999998,1.1306965,1.8241272,-11.261474,-0.007127344599999998,1.5018302,-64.7809,-0.8998379999999999,-0.514624
58,11.741902,68.75138000000001,-9.864261,68.60772,-1.1331695,-0.011629861000000002,0.090861574,-1.7145331999999998,18.364933,-9.363262,1.5026231,6.8858585,-9.57205,-5.22871
59,288.43704,56.29578000000001,-0.29991508,56.28999,-0.985444,-0.0150594385,4.5530550000000005,0.2992376,-5.7015343000000005,-0.30481064,0.50508535,-96.45054,-0.09505989,0.0
60,74.48307,61.24720799999999,-1.8221751,61.22533000000001,-0.0097276,-0.014188218999999997,0.32620633,-5.456221599999999,-5.6422567,-2.9661179,1.5030372,-23.365849,-2.2321277000000004,-0.976438
61,163.70386000000005,59.7869,-0.79992306,59.776543,0.00084689446,-0.013961342,0.79192346,0.7735116999999999,-10.878906,-1.7391807,1.5027997,-59.959724,-1.1084893999999998,-0.527487
62,126.30527,57.295776,-0.031055372,57.28201,-0.005028275,-0.014663903,1.2281694,15.636424,-12.613609,0.1673557,1.5021851000000002,-42.699238,-0.30620158,0.0
63,218.1085,56.29578000000001,-0.08854065,56.287823,-0.9956162,-0.015114166000000004,1.9750048,2.129713,-10.844892,0.92002606,1.5030842,-76.98966999999998,-0.2823675,0.0
64,257.5486,79.27224,-28.287842,79.26538000000002,-0.0026815538,-0.007287305999999999,0.31866142,-6.744453999999998,49.27227,-27.173172,1.5010443000000002,-129.67953,-27.829018,-15.9312725
65,5.6032660000000005,71.57465,-3.7102742,71.27455,-1.2860025,-0.0139064845,0.095891,-0.92286366,-11.629537,-4.0265512,1.5035245000000002,-3.029285,-4.253236,-2.078852
66,56.97074,60.259354,-3.059422,60.22813000000001,-0.020770308,-0.015635356,0.11091353,-0.854907,74.61086999999998,-3.85552,1.5026128,-17.820010999999994,-3.239065,-1.7277060000000002
67,66.98456999999999,59.41784300000001,-2.0361009,59.39354300000001,-0.009801294,-0.014471939,0.31176114,-2.2282603,47.592373,-2.8979278,1.5036244,-21.759512,-2.1691408,-0.974276
68,188.06773,59.876762,-3.2207024,59.86772,-0.99852765,-0.012754626000000002,0.6041758,0.62290454,21.745153,-3.1147847,1.5026276,-51.019524,-2.8702896,-1.5914521
69,75.69714,58.909744,-2.0115137,58.88719,-0.016162455,-0.016998677,0.11730603,7.388492999999999,150.49026,-1.2261093,1.5015972,-10.881088,-2.2310648,-1.069538
70,19.114578,58.17725,-0.7986265,58.08719,-0.080737345,-0.016894278999999998,0.026361585,-2.763903,113.23517,-0.048945367,1.5023313,-2.13376,-0.7470219,-0.543196
71,91.89625,59.876762,-0.8564,59.85841,-1.0116518,-0.012440816499999998,0.4203629,-3.3243423,-14.128473,-0.7461766,1.5016756000000002,-39.449364,-1.1667682,-0.5227689999999999
72,61.489517000000006,58.33751700000001,-0.7221331,58.310024,-0.024141163,-0.014813461000000003,0.09897536,-0.88173276,50.90391,-1.6767718999999996,1.5008383,-24.808273,-1.2981633999999995,-0.525089
73,72.21813,61.99215,-5.300747,61.968678,-0.016066771,-0.015248766,0.08599596,-1.1105797,88.04101999999997,-5.9851465,1.5018525,8.758791,-4.892374,-2.63976
74,47.410908,65.749245,-8.7598095,65.71486,-0.026035948,-0.012822588,0.16140394,-0.99504054,68.92676999999999,-9.387782,1.5020899,-8.571641,-9.010005,-4.401225
75,37.131374,58.659958,-0.71868706,58.61369000000001,-0.03639935,-0.016047182,0.05598347,-2.5030434,21.378452,-0.43389237,1.5024674,-6.532067,-1.2204574,-0.541183
76,109.58303,62.070423,-3.2217326,62.05533199999999,-0.0059630936,-0.013585685,0.38113445,-11.866946,2.0838625,-2.0004797,1.5022805,-43.25357,-2.795188,-1.507935
77,85.998474,59.6831,-1.0245895,59.66359,0.002743736,-0.014800216,0.46305227,83.47598,-9.51459,-0.48602158,1.5055641000000002,-27.725756,-0.8491733,-0.517687
78,80.05113,63.036453,-2.3154159,63.01518000000001,-1.0138013,-0.012023216,1.6782918000000002,2.6621923,-13.486852,-2.4441128,1.5018687,-17.153763,-1.807409,-1.065018
79,134.15742,69.57345,-6.2643013,69.56096,-0.0034003425,-0.008762467,0.94620395,1.0207802,-16.504492000000006,-6.993889,1.5022709,-35.670143,-5.5011269999999985,-3.0942183
80,64.85658000000001,67.198746,-13.924792000000002,67.17385999999999,-0.016266301,-0.0114775505,0.26627582,-0.7864616,137.44451999999998,-14.629888,1.5021544,87.21646,-13.738917,-6.7010164
81,37.391037,57.295776,-0.103533864,57.251705,-0.034480922000000004,-0.017624391,0.21655431,-1.8126922,-10.995321,0.3132288,1.5023975,-15.543782,-0.30483085,0.0
82,23.716707,57.295776,-0.22265905,57.226868,-0.055410743,-0.016700614,0.038973268,-3.5943410000000005,60.888115,0.9683645,1.503374,-7.246098,-0.31125295,0.0
83,404.1252,74.73362,-14.118935999999998,74.72958,0.0019189082,-0.008480899,1.7473476000000003,-6.3279676,0.26741153,-13.266809,1.5014886,11.518387,-12.915143,-6.847498
84,23.578718,72.15024,-7.16868,72.0749,-0.06791798,-0.00824761,0.27904764,-0.8574065999999999,-18.627270000000006,-7.1760755000000005,1.5018546999999998,-2.6178246,-7.127986,-4.0219126
85,37.73047,58.419224,-0.9336238,58.375656000000006,-0.03347642,-0.01629328,0.15951388,-0.63245344,49.72366,-1.9234585,1.5025232,-10.163763,-1.1265515,-0.497064
86,148.14081000000004,77.78169,-5.993253,77.77029,-1.0038624,-0.007971602,2.3806994,0.7304555,-14.779847,-6.821818,1.5018851999999998,-51.610523,-6.2371006,-3.145812
87,34.308193,58.980946,-1.0245346,58.9315,-0.039319094,-0.013601352,0.09224491,-1.8017855,-3.6212447,-0.9646017,1.5025318,-9.552252,-1.0770636,-0.528512
88,23.526834,70.028175,-1.700246,69.956406,-0.059951227,-0.012775925,0.6276824000000001,-1.9904305,-10.762596,-1.1399306,1.5029518999999998,0.35264444,-1.9434333,-1.047396
89,41.92636,61.388336,-1.2100601999999998,61.348274,-0.030456416,-0.0152570335,0.15028012,-2.4023402000000003,-12.322937,-0.106003344,1.5024006,-23.850828,-0.8745639000000001,-0.518514
90,114.03275,59.76825,-1.7698547999999998,59.75275799999999,-1.0074294,-0.011545893,0.9516287,-1.7822913,-10.349424,-1.8940125,1.5020154,39.681435,-1.4864768999999998,-1.137924
91,51.81381,65.59951,-9.700634,65.568,-0.019139292,-0.012693914,0.057624783,-0.51673794,99.08009,-10.779466,1.503093,-27.812288,-10.111821,-4.9025803
92,67.59659,58.2199,-1.2097709,58.19625,-0.01415495,-0.0148531245,0.27526662,-1.6625253,76.87555,-1.9482821,1.5023727,2.616726,-0.69249624,-0.468996
93,135.20604,56.295776,0.28373292,56.28308000000001,-1.0058602,-0.016085487,2.0242843999999995,0.7476443,-9.528293,-0.24525198,1.5017085,-32.99705,-0.25840315,0.0
94,209.06851,74.83265,-11.199074,74.82454,-0.99541634,-0.00739868,1.7929014,-2.5858223,-17.760263000000005,-10.316738,1.5031735000000002,89.58733000000002,-10.4703245,-5.808572
95,148.06456,61.53991,-2.306503,61.52891999999999,0.002355366,-0.012768885,1.3882164,2.4685965,-9.643228,-1.0164123,1.5033368,-19.271883,-2.285026,-0.97413
96,86.30119,59.34205600000001,-1.7918675,59.323112,-0.0130493995,-0.016460842,0.15491588,3.7640114,72.90647,-1.6203923,1.5014722,-20.348083,-2.1098657000000003,-0.98253
97,147.79012,61.504486,-1.6880537,61.49326,-1.0041605,-0.013964384,1.4635208,0.32543898,-9.264527,-2.573382,1.5017655,-26.854992,-2.3140655,-1.011898
98,51.616592,58.48944,-1.3139976,58.457016,-0.021994134,-0.016250562,0.12099472,-0.8157038000000001,39.554054,-1.9992068,1.5026072,-15.766004999999998,-0.878394,-0.514957
99,184.07086,62.025356,-0.6840856,62.015804,-0.99366146,-0.007971345999999999,1.6950283,1.5691053999999998,-11.793479,-1.5063657,1.5039717,-73.05451,-0.7142279,-0.563954
100,50.03484,60.160564,-2.0692153,60.12722,-0.013790162,-0.014251016000000004,0.09601891,-3.016611,10.253662,-1.5479742,1.5048885,-18.150602,-2.2704954,-1.023734
101,16.08946,60.234024,-2.303826,60.132755,-0.08272919999999999,-0.01550172,0.041903395,-2.6589065,13.488034,-1.0051732,1.5046347,-8.748298,-2.3110046000000004,-0.976374
102,206.8491,68.03873399999999,-3.1191087000000004,68.030525,0.0023085745,-0.009227141,1.6903868999999998,3.8482282,-14.897201,-2.3770113,1.5026288,-88.29854,-3.2836695,-1.5876298999999998
103,116.49986,56.29578000000001,-0.31338188,56.28179,-1.0026009,-0.016270198,0.922908,1.6020275,-10.711822,-0.32162240000000003,1.502846,-38.386887,0.31734872,0.0
104,252.18645,67.713196,-2.1690545,67.70642,0.011575152,-0.0067242943,4.196166000000002,0.4979792,-12.634493,-2.9705353,1.5045848,-107.99091,-1.8340504,-1.068206
105,23.95024,58.693233,-0.86532474,58.62465,-0.05746403,-0.016420363,0.05426775,-0.59804696,20.748278,-1.7271426,1.5027796999999998,-8.942708,-1.3160608,-0.496263
106,130.2481,80.60307,-14.278389,80.59062,-1.0026627,-0.006332775,2.062536,-0.13844967,-28.567831,-13.815218,1.5024474,442.54147,-12.979228,-6.76998
107,57.637924,57.295776,-0.035279706,57.265873,-0.015077141,-0.017417485,2.360702,-4.8844595,-1.9401217,0.9268185,0.50486714,-21.5205,0.31050834,0.0
108,69.48918,59.478874,-0.7388749,59.45377,-1.0125792,-0.011082893,0.33873585,-2.8570254,-16.250462,-0.1832574,1.5031309,-33.287147999999995,-0.68165994,-0.556415
109,21.443008,59.842255,-2.1616572999999994,59.762436,-0.065080285,-0.014623671,0.048501555,-1.0847791000000002,22.777502,-2.0442426,1.5036838,-8.4851055,-2.1338966,-1.074724
110,80.25425,58.9328,-1.0548343999999998,58.912685,-0.01016015,-0.013206798999999998,0.711058,15.801789,-3.109179,-1.8645514,1.5024883999999998,-22.38024,-0.6882001,-0.4788310000000001
111,11.054239,58.587605,-1.3140346,58.430878,-1.1482643,-0.016969986,0.060267057,-0.41414163,-5.7954745,-1.8899956,1.502117,-4.703932,-0.9909367,-0.5496
112,132.24483,58.39762,-1.3080648,58.38446,0.0008452544000000001,-0.017008506,0.4347449000000001,1.2186093,60.08319,-1.0971819,1.5035014,-31.958366,-0.84028614,-0.554139
113,244.68767000000003,89.56429,-17.861032,89.557594,-0.9984504,-0.0057185027,2.3759835,-1.7538573,-21.513987,-17.215020000000006,1.5020616000000002,91.8113,-16.999582,-8.889282000000003
114,29.243765000000003,61.388336,-3.6841085,61.329967,-0.050892968,-0.014406404,0.12126126,-3.6544778,57.45539,-3.0545647,1.5018678,-9.075518,-4.1857495,-2.138428
115,60.258507,57.295776,0.14186823,57.26691999999999,-0.023572553,-0.014141636,1.985765,-7.693092299999999,-6.5098805,0.23666139,1.5013216,-15.120098,-0.103362456,0.0
116,10.110233,57.728176,-0.9108497,57.563972,-1.1558218999999998,-0.01641726,0.029356,-0.48684248,17.948845000000006,-1.689698,1.5020947,-5.255624,-0.6990341,-0.506881
117,79.38868000000002,57.295773,0.0735938,57.27483,-0.0070937593,-0.015966687,0.24472941,2.2821474,22.772057,-0.9819522,1.5034622,-21.116858,0.06505874,0.0
118,248.4142,63.45775,-0.93607855,63.45089300000001,-0.9982008,-0.013663994,2.100055,-2.4501235,-9.203098,-1.3714042,1.5021634,-128.8736,-1.0821608,-0.532231
119,100.25788,58.84431,-1.7367216,58.82669,-0.0018273499,-0.014138056,0.27278072,34.22167,122.44285,-1.4193888,1.5039482,-17.788628,-2.2550197,-1.138084
120,148.35777,62.504486,-1.1822035,62.49310300000001,0.0017676922,-0.013224725,0.9320419,-8.241991,-11.468423,-0.0011847614999999998,1.5032868,-71.80019,-0.71448606,-0.523721
121,117.92165,56.295776,-0.28257477,56.280876,-1.0086232,-0.0122921625,1.4726428,-6.2974277,-11.413442,0.49871317,1.5015695,-49.624855,-0.31441155,0.0
122,11.867646,63.769142,-6.2997239999999985,63.624676,-1.1332773,-0.012198023999999998,0.08629762,-0.6850938,16.187023,-6.459903700000001,0.50279707,37.855106,-6.114939,-3.2346177000000003
123,65.29271999999999,58.88733000000001,-0.73655903,58.860783,-0.013585369,-0.016223364,0.22356015,-1.244057,9.400161,-1.995687,1.5032407,-16.893304999999998,-0.90248567,-0.550092
124,58.31453000000001,69.75138000000001,-4.7024446,69.7236,-0.019581046,-0.010671355,0.14487650000000002,-0.5685793,-14.804985,-5.61604,1.5020492,-33.303482,-4.687569,-2.4116352
125,2.594689,60.115498,-0.87293017,59.484806000000006,-1.6150489,-0.013202527,0.00051466667,-1.3045697,-13.948166,-0.6700092,1.5039096,-1.5207281,-0.73870194,-0.492522
126,22.01209,59.634377,-1.8680747,59.559685,-0.06210244,-0.016258143,0.051280312,-2.8472848,44.935387,-1.02737,0.5031475999999999,-10.358501,-2.2189815,-0.994448
127,49.88648,64.54841,-10.013618,64.51521,-0.025895288,-0.013883793,0.15067329999999998,-5.1160583,166.71841,-9.278962,1.5018246000000002,-7.546836,-9.698746,-5.0435104000000015
128,54.355373,62.75252,-5.8627699999999985,62.720192,-0.021741275,-0.013026084,0.13958277,-1.8514087,71.445854,-6.1934733,1.502646,-14.531938,-5.683779,-3.3818040000000003
129,337.22498,69.233536,-20.701422,69.22825999999999,-0.9879342,-0.007837796,0.55520993,1.8050524,106.34332,-21.930105,1.5043366000000002,-160.65753,-21.086641,-12.117946
130,23.449457,61.202305,-2.7546828,61.129837,-0.05992943,-0.016185641,0.037846513,-0.52457273,31.312302000000006,-3.8116033,1.5031341,-8.994183,-2.825018,-1.59063
131,83.54099000000002,64.48089,-2.0829506,64.45953,-1.01112,-0.012106836,0.44444278,-9.260449,-12.854946,-1.9469165,1.5025582,-23.322533,-2.2911353,-1.15752
132,70.73985,58.25071,-1.2987363,58.227047,-0.0180013,-0.015329386,0.25910520000000004,-10.032353,74.38351999999998,-0.13103426,1.5014153,-18.343035,-1.207878,-0.515133
133,21.915672,59.17432,-1.6854643,59.09855699999999,-0.06752556,-0.015440037,0.045101296,-3.031733,81.321106,-1.1140752,1.5020607,-5.990515,-1.7824749,-1.014246
134,1.8187842,59.41784300000001,-1.3068708999999998,58.48806999999999,-0.9177054,-0.013870048,0.05263158,-1.0218726,-10.410893,-0.91163135,1.5030162,-1.070957,-1.3156958,-0.525351
135,113.42891000000002,56.29578000000001,0.14671253,56.28043,-1.0059445,-0.016339412,0.42812216,3.6490068,-11.040034,-0.7904332,1.5023504,-39.362785,0.0006776008,0.0
136,24.65291,60.569824,-2.2772548,60.50275,-0.053606484,-0.015253881,0.063992344,-0.49310842,5.0479918,-2.9425144,1.5033667,-8.883738000000003,-2.1236472,-1.005854
137,28.995514,58.235046,-1.1963907,58.17614,-0.050739784,-0.0174395,0.041440982,-1.345835,100.29805,-1.2280523,1.5020425,-6.6597795,-0.6985781,-0.535399
138,140.99673,56.29578000000001,-0.046028942,56.283684,-1.0029832,-0.012878392,0.92726785,-16.7938,-13.770591,0.69608015,1.502277,-62.0531,0.24684885,0.0
139,91.39725,56.29578000000001,-0.3124628,56.277866,-1.0030277,-0.014109489,0.3060281,-3.9743538,-13.552522,0.9802397,1.5037208,-47.04487,0.29265416,0.0
140,41.846905,60.36519200000001,-2.994705,60.32638000000001,-0.020096159,-0.016179254,0.047670707,-2.020873,71.80662,-2.6368287,1.5046787,-12.4200115,-2.842461,-1.454958
141,18.076471,57.295776,0.20580523,57.20310600000001,-0.08112548,-0.013208867,0.2121644,-0.6745359999999999,-10.15542,-0.587795,0.5028865,-5.4871473,-0.19933227,0.0
142,215.12448,56.295776,0.2791327,56.288235,-0.99470025,-0.015879557,3.9912083,0.21197979,-8.388048,-0.9983454,1.5032103,-63.41416,-0.03150045,0.0
143,58.30107,58.7649,-0.80993176,58.73562,-0.01778141,-0.0140866935,0.15558785,-1.4332421999999998,6.0783925000000005,-1.4910216,1.5028751,-20.28355,-1.202539,-0.534825
144,152.10637,65.68052,-5.732839599999998,65.66926,0.0016086558,-0.013889786,0.8670655,1.4176935,18.47747,-5.5322547,1.5032173,13.2185135,-6.091813,-3.22896
145,53.853996,71.61972,-19.080996,71.58891,-0.019069863,-0.0073845859999999985,0.41592482,-1.1245812,41.446842,-18.003529999999994,1.5029347,367.98816,-18.370426,-9.619928
