,14_tanh_exp,6_rbfFeature_exp,id_sin_exp,6_tanh_sigmoid,2_tanh_sigmoid,5_rbfFeature_sigmoid,4_recip_sigmoid,14_tanh_sigmoid,17_square_sigmoid,(11_square/3_relu),(5_rbfFeature/3),(id_sin/16_degree),(15_sin/17_degree),(7_square/2_tanh),(9_zscore/3),(4_recip/3),(15_sin/16),(4_square/7),(16_sin/16_exp),(9_recip/16),(2_relu/8_recip),(10_tanh/4),(16_exp/8_recip),(2_tanh/4),(13_rbfFeature/2),(14_sin/3_relu),(5_rbfFeature/3_square),(9_recip/6),(8_zscore/6),(2_degree/4),(2_tanh/2_zscore),(14_rbfFeature/4_square),(8_degree/17),(2_degree/7),(10_relu/2),(5_rbfFeature/2_tanh),(14_tanh/3),(5_rbfFeature*16_degree),(4_relu*6_zscore),(17_degree*3),(17_square*2_tanh),(11_square*2_degree),(5_rbfFeature*5),(5_rbfFeature*2_degree),(8_recip*10),(2_zscore*9),(14_sin*2),(16_sin*4_relu),(17_square*id),(3_relu*2),(16_degree*2_tanh),(2_relu*10_tanh),(17_degree*2_tanh),(6_rbfFeature*10_relu),(3_relu*14),(14_tanh*id),(13_rbfFeature*9_recip),(14_sin*4_square),(14_sin*8_degree),(3_relu*12),(16_sin*8_zscore),(9_zscore*16),(14_rbfFeature*10_relu),(16_exp*2_zscore),(11_square*3),(13_rbfFeature*16_exp),(2_degree*4_recip),(14_sin*11),(id_sin*11_square),(6_tanh*6),(3_relu*9),(14_sin*8_recip),(6_tanh-11),(14_sin-9),(4_relu-2_relu),(id_sin-16_exp),(2_tanh-6),(4_square-3),(7_square-8),(3_relu-13),(16_exp-14),(6_rbfFeature-17_degree),(7_square-6_zscore),(5_rbfFeature-14),(14_sin-7),(10_tanh-10),(7_square-5),(14_tanh-6),(16_exp-18),(17_square-4_recip),(9_recip-8),(17_square-6),(17_square-4_relu),(3_square-5),(2_degree-15),(7_square-12),(5_rbfFeature-11),(14_sin-16),(2_tanh-7),(9_zscore-13),(4_relu-8_recip),(15_sin-11_square),(id_sin-10_relu),(9_zscore-1),(14_tanh-7),(2_degree-7),(5_rbfFeature-13),(16_sin+2),(17_square+8_recip),(3_relu+10),(5_rbfFeature+14_tanh),(2_zscore+7),(7_square+2_relu),(4_square+12),(17_square+17),(16_sin+4_relu),(8_recip+18),(6_tanh+14_recip),(8_degree+9),(6_tanh+9_recip),(14_recip+13),(2_degree+0),(10_relu+0),(14_recip+17),id_sin_zscore,3_square_zscore,10_relu_zscore,7_square_zscore,2_zscore_zscore,4_square_zscore,8_recip_radian,2_degree_radian,3_square_radian,4_square_radian,11_square_radian,6_rbfFeature_radian,Class
269,1.0015352,1.0170679,0.8385795,0.7310586,0.7310586,0.5563997,0.5039062,0.5003835,0.50330836,0.0061491667,0.0035400458,-0.006190502,0.0,2601.0,-0.0126211075,0.00024414062,0.0,80.31373,0.2898948,11.375309,1236.4597,0.015470869,31.248089,0.015625,0.004284905,2.3968742e-05,5.5313216e-05,0.095694885,-0.0130682755,58.191025,0.9637999,3.642086e-05,9474.399,73.02403,0.040823262,0.22656293,2.3968732e-05,6.443013,99.2875,421.8326,0.013233512,1465.6566,13.820339,843.7715,0.13949366,5.8580604,0.099709965,30.477352,3.573048,4160.0,28.438072,64.35882,6.5911345,0.04490767,0.098176,0.41417968,1.5725167,6.283262,1.671916,9.521984,-0.3671703,-0.40091747,0.3958505,1.7043939,25.186987,0.4575214,58.191025,0.00096232846,-0.06928229,59.0,361.34387,8.06415e-05,0.372667,-5.644464,-1.0,-1.8187406,-58.0,4032.0,2581.9775,63.98926,1.6411607,-6.5742106,2599.4487,0.22502893,-50.998466,-1.6633763,2540.0,-58.998466,1.6426947,-0.0023914883,-13.376459,-58.986767,-63.986767,4035.0,3724.2256,2600.8513,-0.40077007,-0.49480402,-50.0,-0.8184879,63.94743,-0.39354667,-2.829558,-1.8077509,-50.998466,3673.2256,0.21582593,65.47621,0.065802954,66.65351,0.22809693,52.03756,2666.0,4096.149,0.1282705,64.47621,0.052569445,1.001534,1095.5525,6.645998,0.012271,3725.2256,3.653512,0.116571,-0.2501593,0.9541546,-0.5233354,2.2759202,1.0375597,1.1909806,0.0009175099,65.0,71.488686,71.488686,0.006868685,0.0002953771,1.0
270,1.0039829,1.2745128,2.081754,0.7310586,0.7310586,0.49509954,0.51561993,0.5009937,0.50186896,2.0792388e-05,-0.0010317015,0.02302296,0.0008023856,121.0,-0.047302395,0.0032894737,0.007151398,23.272728,0.3026578,6.622699,320.38177,0.013332855,29.39746,0.0625,0.015394372,0.00020921,-5.4300075e-05,0.24540807,-0.05386541,68.038734,-1.3181672,0.0012177371,11173.944,98.96543,0.0114027895,-0.019602327,0.00020920944,-0.62427413,-11.279301,94.12533,0.0074758497,0.43006507,-0.31363723,-21.33948,0.012848443,-2.7926056,0.07552481,8.4424305,2.0259552,361.0,31.846941,4.053188,4.9539647,0.052552212,0.075525,1.0772194,1.0767025,1.0175974,3.8403678,0.075525,-0.42633277,-0.49955332,0.06753956,-1.3225896,0.007506052,0.5099308,68.038734,7.90069e-05,0.0002896589,15.0,69.9413,0.0002357338,0.980124,-3.6771462,-3.0,-1.0101836,-14.0,237.0,104.1378,18.996025,1.7394193,-4.711401,121.704956,-0.023577327,-10.996025,-0.003327325,105.0,-14.996025,0.7433944,-0.05502415,-13.181077,-14.992524,-15.992524,345.0,1088.6157,120.996025,-0.039478324,-0.551859,-10.0,-0.9027205,15.940696,0.0035799346,0.5165579,-1.8987455,-10.996025,1077.6198,-0.023577327,19.527653,0.0667801,19.216654,-0.015627347,10.241371,140.0,256.00397,0.09393885,16.527653,1.0593042,1.003975,969.8138,4.681121,0.00795,1089.6198,1.216653,0.09043799,1.0353758,-0.70102316,-0.73408955,-0.6550036,-0.7586291,-0.76220244,0.0010350544,18.999998,6.3006387,4.468043,6.8950167e-06,0.0042335396,1.0
271,1.0,0.7511269,2.6336136,0.7310586,0.7310586,0.5783676,0.5025,0.5,0.5021452,0.0050874986,0.0031607568,0.03154758,0.0,7921.0,-0.0068592243,1e-04,0.0,112.35955,0.29874802,15.449315,2345.1108,0.00996571,39.285133,0.01,0.002984362,0.0,3.1607568e-05,0.08532657,-0.007248851,58.44169,0.4028489,-3.1320273e-05,14220.824,65.66482,0.031210352,0.31607568,0.0,9.7019825,350.001,530.74225,0.008580688,2973.22,30.975416,1847.1997,0.1384636,20.545364,0.0,51.046978,2.3339472,10200.0,30.695124,101.650246,5.3074226,-0.91104347,0.0,0.0,2.5194612,0.0,0.0,25.3194,-0.35893098,-0.36746994,-0.9970671,4.241533,50.874985,0.5201357,58.44169,0.0,0.49265143,97.0,827.6677,0.0,0.28673297,-8.276677,-2.0,-0.74033993,-96.0,9900.0,7898.009,100.0,1.7086968,-5.593603,7917.5,0.31607568,-89.0,-2.1868849,7823.0,-97.0,1.7086968,-0.0014193114,-14.714606,-96.99142,-99.99142,9902.0,5844.169,7920.7466,-0.39719135,-0.535731,-88.0,-0.68592244,99.956505,-0.50874984,-2.215099,-1.6859224,-89.0,5755.169,0.31607568,102.51047,0.052075434,103.18346,0.31607568,91.48232,8023.0,10000.253,0.101212695,100.51047,0.043494746,1.0,1325.5802,9.276677,0.0,5845.169,4.183456,0.092632,1.3678325,3.570532,-0.47750264,8.563225,2.4823203,4.1939993,0.0007591265,101.99999,174.53293,174.53293,0.00887936,-0.0049947943,1.0
272,1.0020089,0.9425645,1.3677952,0.7310586,0.7310586,0.5040881,0.5192213,0.50050175,0.5028298,1.3819956,0.0012579114,0.010870159,0.0001647032,49.0,0.08122583,0.00591716,0.0019965037,24.142857,0.29147714,91.252884,1055.526,0.07692308,134.25275,0.07692308,0.023517938,0.0001543845,9.676242e-05,4.171742,0.026587982,57.295776,-1.007136,-0.00041882566,43725.945,106.40644,1.8913567,0.01635285,0.0001543844,0.47117206,-11.830996,79.24556,0.011319258,13381.844,0.21258704,12.18034,0.30282465,-45.564014,0.026090981,6.265352,3.0901575,169.0,28.812843,13.0,6.0958123,-1.4543815,0.026090998,0.5479102,14.0298395,0.33918276,9.33674,5.336669,0.1409549,0.53100795,-1.7403507,-1.6417593,233.55725,0.5055222,57.29578,0.008506915,5.6269364,11.0,596.5591,2.4718463e-05,-3.238625,-45.887154,0.0,-1.3402748,-10.0,156.0,-32.194305,12.931748,1.6514679,-6.154963,49.910076,0.014345849,-6.997993,-23.587637,36.0,-10.997993,1.6534749,-0.06560382,-35.305145,-10.988681,-12.988681,156.0,744.8441,48.589485,-4.2222724,-0.500872,-6.0,0.9876838,12.987684,-17.96494,-24.274437,1.0559357,-6.997993,737.8451,-0.05189915,13.48195,0.023635393,37.58764,0.018359846,6.0070853,62.0,169.4105,0.11771126,13.48195,0.012316135,1.002007,4697.98,46.88916,0.070259,745.8451,25.587637,0.108399004,0.44155186,-0.7861086,1.3736597,-0.74009496,-0.99291456,-0.80645424,0.00021495711,12.999999,2.9496064,2.9496064,0.31356484,-0.0010323784,0.0
273,1.0606245,1.1141741,0.53263897,0.7310586,0.7310586,0.4484148,0.50520813,0.5147102,0.50195307,1.0944012,-0.004314115,-0.020026537,0.0,1369.0,0.009992384,0.00043402778,0.0,62.27027,0.30136836,60.92268,2783.842,0.020833334,100.41979,0.020833334,-0.0040207673,0.0012269147,-8.9877394e-05,0.7601116,-0.0023714644,57.295776,2.6755793,-0.00012886786,37595.223,74.32966,0.3762966,-0.20707752,0.0012262062,-6.5133824,37.54397,243.08444,0.007812439,144471.33,-9.318488,-569.504,0.31143555,12.500062,2.8268116,25.046947,2.1406083,2304.0,31.453836,48.0,5.064259,1.9527694,2.828448,16.127064,-6.454761,135.68695,195.69583,119.98483,-0.054448117,0.26330638,-5.3628864,0.64713985,2521.5005,-0.33416897,57.295776,0.42683944,-33.090042,44.0,1605.3556,0.0010154353,-6.247845,-33.386017,0.0,-2.3613853,-43.0,2256.0,1311.0033,47.49293,1.6725479,-4.956146,1368.2178,-0.26600352,-36.94111,-17.062237,1324.0,-43.941143,1.7314739,-0.013020895,-24.551804,-43.992188,-47.992188,2259.0,2750.1973,1366.5004,-7.4549227,-0.49008113,-36.0,-0.027435541,47.982758,-52.53126,-18.692148,-0.52036554,-36.941143,2713.1973,-0.7141475,48.521812,0.025054796,66.06224,-0.14821962,37.373753,1417.0,2306.4998,0.096200444,48.521812,0.017242357,1.058926,3356.4114,34.44491,0.565996,2751.1973,19.062237,0.14731401,-0.89184827,0.1600238,0.8093038,0.8199128,0.37375084,0.27949515,0.0003009359,47.999996,40.212387,40.212387,0.9168435,0.0018869344,0.0
274,1.0,0.7615456,0.37013578,0.7310586,0.7310586,0.5372914,0.5092582,0.5,0.5016756,0.0067181056,0.0053372523,-0.030771883,0.0,196.0,-0.021715026,0.0013227513,0.0,52.07143,0.30408242,17.666433,842.9551,0.036731083,52.901096,0.037037037,-0.007454627,0.0,0.00019061615,0.47423014,-0.027687805,59.417843,-2.455791,0.00032804525,21069.271,114.59155,0.09795093,0.14944306,0.0,4.826785,-10.726447,131.34094,0.006702533,301.77655,3.5866334,239.74878,0.09110038,-4.0552444,0.0,14.426912,1.8431966,784.0,32.29849,27.7687,4.6907477,-0.7471056,0.0,0.0,-2.078703,0.0,0.0,0.545804,-0.31068295,-0.3427504,0.6558852,-0.7155284,5.2669945,-0.36677712,59.417843,0.0,-0.18695675,21.0,278.84732,0.0,0.56628704,-9.958833,-1.0,-2.7510736,-20.0,701.0,165.89447,28.0,1.7571882,-4.963153,196.39728,0.14944306,-14.0,-1.7508867,172.0,-21.0,0.7571882,-0.030334504,-20.146706,-20.993298,-26.993298,760.0,1604.2817,195.98051,-0.28426993,-0.563715,-13.0,-0.6080207,26.966784,-0.18810695,-3.7365112,-1.6080208,-14.0,1590.2817,0.14944306,28.53433,0.03991901,30.742626,0.14944306,13.592799,224.0,729.0195,0.08857153,27.53433,1.0332165,1.0,1734.879,10.958833,0.0,1605.2817,3.742626,0.081869,-1.4064457,-0.5135693,-0.5156282,-0.56636685,-0.40720078,-0.5216151,0.00057973695,27.999998,13.683381,12.72345,0.0032830858,-0.0047543678,0.0
275,1.0,1.3683871,0.6414105,0.7310586,0.7310586,0.57233185,0.5031645,0.5,0.5019951,0.04343457,0.0035104968,-0.0138693685,0.0,1849.0,0.0045404523,0.00015250877,0.0,145.13954,0.30320826,55.87577,5359.706,0.012658228,110.26132,0.012658228,-0.0037082704,0.0,4.229514e-05,0.47311538,-0.0002698851,61.647354,0.54990035,2.4559411e-05,40442.008,113.259094,0.11639099,0.29137123,0.0,9.329465,150.9159,424.82748,0.007980385,17557.197,20.97873,1419.019,0.15689757,56.784134,0.0,41.886036,2.2025862,7055.0,32.01917,85.0,5.1184034,3.102842,0.0,0.0,-9.842407,0.0,0.0,29.281488,-0.009444196,0.21060306,1.5163883,3.179927,299.22076,-0.55117744,61.647358,0.0,-1.6009597,66.0,2591.726,0.0,-0.898702,-31.225615,-6.0,-2.1927285,-65.0,6158.0,1785.9446,82.89401,1.7486429,-4.8047705,1847.0897,0.29137123,-43.0,-8.893234,1777.0,-66.0,1.7486429,-0.0046778433,-31.829748,-65.99202,-78.99202,6817.0,4870.141,1848.6472,-1.6073308,-0.55884,-42.0,0.27086955,78.98414,-3.6050694,-10.33732,-0.6231425,-43.0,4827.141,0.18538323,85.530205,0.023839463,92.893234,0.29137123,44.818512,1934.0,6241.353,0.09731338,79.530205,0.015859079,1.0,3644.0315,32.225616,0.105988,4871.141,10.893234,0.089333,-0.6291221,2.191882,0.10279934,1.3871884,1.8185114,2.2820165,0.00027679314,85.0,120.23573,108.925995,0.06292033,0.005473924,1.0
276,1.0015352,1.0777152,1.6719728,0.7310586,0.7310586,0.49807507,0.50555533,0.5003835,0.50288194,3.2675904e-05,-0.0001711098,0.018062104,0.00024936054,841.0,-0.01073472,0.00049382716,0.0030885127,69.82758,0.2899784,25.483454,1068.1151,0.012500808,39.00412,0.022222223,-0.005293671,3.4088876e-05,-3.8024402e-06,0.37226754,-0.020305924,57.29578,3.8969936,9.621205e-05,12666.402,88.90724,0.014145245,-0.0076999413,3.4088866e-05,-0.21912192,12.121435,276.82797,0.011527888,3.7911878,-0.31569758,-19.852837,0.026817447,3.2479131,0.06902997,21.44288,3.193225,2025.0,28.45761,25.314137,6.151733,0.04764036,0.06903,0.4249177,-3.0151129,3.106349,2.0861876,0.276075,-0.32898214,-0.23992696,0.12401592,0.4216725,0.06616871,-0.39144832,57.29578,5.8822745e-05,0.0007558,34.0,569.56934,6.462784e-05,0.961654,-12.655562,0.0,-1.1292508,-33.0,1980.0,817.2641,44.998466,1.641721,-6.07689,840.73065,-0.009233941,-28.998466,-0.07399964,800.0,-33.998466,1.643255,-0.010694335,-11.0787945,-33.988472,-44.988472,1984.0,2578.3086,840.99384,-0.04604594,-0.49514502,-28.0,-0.48459643,44.95787,6.358372e-05,-0.12253171,-0.48306242,-28.998466,2549.31,-0.009233941,45.47651,0.05365818,45.636536,-0.006165942,29.256609,886.0,2025.0061,0.11889589,45.47651,0.04213029,1.001534,1372.6234,13.657097,0.003068,2579.31,1.636536,0.108902,0.7254548,0.036384005,-0.6977756,0.19590966,0.25660807,0.13758418,0.0007353123,45.0,35.34292,35.34292,2.5663596e-05,0.0013062594,1.0
277,1.0,1.1305202,2.7169802,0.7310586,0.7310586,0.55302715,0.5080638,0.5,0.50426835,0.35805944,0.0059141456,0.031696856,0.0,144.0,-0.006423897,0.00089605735,0.0,80.083336,0.30163428,32.876797,4907.8706,0.032258064,236.38089,0.032258064,-0.0051221238,0.0,0.00016428182,1.0643728,0.0726824,66.53703,-10.546282,-0.00013023334,59778.816,171.88733,0.29436973,0.21290924,0.0,6.713829,-18.67428,269.52002,0.017073866,26587.82,4.8969126,439.1568,0.07773293,-1.7157078,0.0,16.21303,4.746535,1296.0,31.533762,36.0,7.486667,1.3000554,0.0,0.0,-3.3365319,0.0,0.0,77.689804,0.6462204,-0.12727827,-1.3262984,-0.16440779,464.045,-0.31972334,66.537025,0.0,12.883966,17.0,651.3961,0.0,-2.590284,-18.094337,-5.0,-0.7343698,-16.0,925.0,7.6702576,35.980602,1.7338909,-7.3639894,144.6024,0.21290924,-12.0,-9.59731,121.0,-17.0,0.7338909,-0.015184198,-118.235405,-16.982925,-30.982925,1273.0,2062.648,141.84195,-3.377375,-0.550368,-11.0,-0.2506563,30.992664,-12.89014,-9.597789,-1.2312603,-12.0,2050.648,0.19351324,36.523003,0.024409022,46.59731,0.21290924,11.90518,180.0,963.158,0.14774087,31.523,1.0073352,1.0,7829.213,19.094337,0.019396,2063.648,11.59731,0.130667,1.4118934,-0.2866748,0.16369206,-0.6278217,-0.09482015,-0.4036103,0.00012802263,35.999996,22.619467,16.772614,0.22497538,0.0021411327,1.0
278,1.0,1.1186626,1.7613537,0.7300852,0.7310562,0.5783659,0.5621765,0.5,0.5030395,2.4766478e-05,0.0632138,0.01876698,0.0,9.000111,-0.13971259,0.05,0.0,5.3333335,0.296808,15.203004,281.91898,0.24485548,79.54455,0.24999693,-0.051023647,0.0,0.01264276,2.6679094,-0.0975608,85.943665,-0.7897253,-0.012814555,24415.291,114.59155,0.38052782,0.31607288,0.0,9.533831,-5.281269,31.588308,0.012158002,0.04257044,0.948207,108.65652,0.04859198,-10.134701,0.0,2.009893,3.3921242,30.0,30.163393,5.8765316,6.317584,0.25602034,0.0,0.0,-2.4502764,0.0,0.0,0.0,-0.14706507,-0.36776334,-0.4681243,-2.1436603,0.00061916193,-0.5182748,85.943665,0.0,7.0099384e-05,2.9851644,40.01864,0.0,0.9839268,-8.003728,-2.0,-1.1268408,-2.0000124,11.0,-37.986496,5.0,1.6929235,-6.205528,10.320317,0.316069,-3.0,-1.303745,6.0,-3.0,1.6929235,-0.23784184,-38.98277,-2.9878418,-3.9878418,22.0,343.77466,9.0,0.304941,-0.526457,-2.0000124,-0.6985629,3.9787173,-0.00012383239,-1.7170842,-0.6985629,-3.0,340.77466,0.316069,6.5024734,0.03344086,7.283167,0.316069,1.7337525,15.0,16.0,0.12242215,4.5024734,0.02128271,0.9950548,2700.1313,8.998783,0.0,344.77466,3.283167,0.110264,0.799085,-0.8499227,-0.555365,-0.78736794,-1.2662475,-0.8842764,0.00037145335,5.9999995,0.43633232,0.27925268,2.161283e-06,0.0019571052,1.0
279,1.001931,0.8776518,0.67854166,0.7310586,0.7310586,0.5756593,0.51784956,0.50048226,0.5020554,0.1570217,0.020331949,-0.014261562,0.00018574702,81.0,0.11796138,0.004761905,0.0020332865,21.777779,0.28430468,129.15198,2104.152,0.071428575,178.00826,0.071428575,0.0152713135,0.00012859992,0.0013554633,5.1079717,0.066496,77.75855,-1.3181672,0.00076936156,69978.305,120.95775,0.7109739,0.30497923,0.00012859984,8.293188,-12.023151,77.92856,0.008221774,2564.0537,3.96473,332.0064,0.121978626,-46.500668,0.036650978,6.3977704,2.3020968,285.0,27.192633,19.0,5.195237,-1.7629311,0.028935,0.54011935,17.78524,0.37808377,12.239907,1.099665,0.36465096,0.8397688,2.037013,-1.2193997,35.329884,0.46638718,77.75856,0.002960448,-0.9134174,12.0,919.4349,1.7418408e-05,-0.53470695,-61.293728,-5.0,-1.9951822,-11.0,181.0,-29.74485,14.994212,1.6054437,-5.3257422,81.858795,0.30305022,-8.998071,-12.508504,68.0,-11.998071,0.60737276,-0.0632068,-49.449192,-11.991778,-13.991778,212.0,1088.6188,80.92669,-1.2297277,-0.47267202,-8.0,1.7636327,13.990971,-2.3543603,-13.896314,0.7694206,-8.998071,1079.6198,0.29919124,19.456984,0.01725154,28.508503,0.30690822,8.241371,100.0,196.07332,0.09889577,14.456984,1.0090297,1.001929,6406.5083,62.29566,0.007717,1089.6198,14.508504,0.092603,-0.549557,-0.76129204,0.41546962,-0.7022766,-0.7586291,-0.7927209,0.00015759913,18.999998,3.9269907,3.4208453,0.041108184,-0.0022777468,1.0
280,1.5664394,1.3162317,0.3733827,0.7310586,0.7310586,0.57554626,0.502551,0.6103551,0.5055976,0.023676237,0.002671197,-0.032007076,0.037156507,1600.0,-0.0048688124,8.9509485e-05,0.5930101,240.1,0.2990469,20.667915,2866.243,0.010182795,38.92643,0.010204081,-0.000575416,0.004075595,2.3431554e-05,0.17907682,-0.011408078,73.66599,0.29244363,6.461029e-06,8710.158,180.48169,0.027240492,0.30451646,0.0039368873,9.3727665,167.11032,977.3868,0.022391232,19485.459,22.838736,2198.3857,0.15088394,37.96548,58.541847,50.149605,6.291936,14364.0,30.779177,125.73716,8.573568,0.9431036,55.08514,126.11424,-0.8049772,4462.19,605.56525,90.80168,-0.3619475,-0.29816884,0.21298024,5.8514023,307.69638,-0.12406653,73.66599,0.7633165,-2.6590133,62.0,1265.715,0.020424595,-0.64289105,-10.638145,-28.0,-2.6963568,-61.0,9490.0,1577.2521,113.407684,1.2280023,-8.298796,1598.2948,-0.17868653,-39.53538,-2.4343882,1525.0,-61.551193,1.7112054,0.01218715,-11.645196,-61.977608,-97.97761,12921.0,7218.9434,1599.2035,-1.3383746,-0.07258016,-39.0,-1.1473587,97.95604,-2.380527,-4.4174533,-1.5550447,-39.551193,7179.2676,-0.28779754,126.511734,0.06635122,117.432304,0.7533216,43.419464,1726.0,9604.797,0.17202823,98.511734,0.043959986,1.4832029,1314.4647,12.102763,1.0755169,7220.2676,4.432302,0.63284,-1.3940974,4.8982196,-0.45598093,1.0929142,3.4194622,3.9925776,0.00076724647,125.999985,226.82298,167.62141,0.047108024,0.004795692,1.0
281,1.0,0.74032295,0.50826627,0.7310586,0.7310586,0.45343107,0.5046295,0.5,0.5021827,0.00088027597,-0.0034595793,-0.023190338,0.0,1764.0,-0.0063312245,0.00034293553,0.0,69.42857,0.29299307,30.835785,1489.3263,0.018514872,45.89812,0.018518519,0.0015932799,0.0,-6.4066284e-05,0.32052162,-0.012747818,57.295776,1.6446385,0.00010814383,16911.826,73.666,0.085421816,-0.18681729,0.0,-5.451777,56.082584,289.09766,0.008730846,147.07166,-9.340864,-578.00745,0.16725013,9.549551,0.0,26.329943,2.4620986,2916.0,29.182402,53.989365,5.35366,-1.3869185,0.0,0.0,1.351261,0.0,0.0,0.0,-0.30457067,-0.17413253,1.4546276,1.0118785,2.5668848,0.14318076,57.295776,0.0,-0.032169234,49.0,848.1002,0.0,0.78197503,-15.70556,0.0,-2.340924,-48.0,2862.0,1736.4199,54.0,1.6641743,-5.654329,1762.9614,-0.18681729,-42.0,-3.6129751,1714.0,-49.0,1.6641743,-0.009787672,-11.874557,-48.99127,-53.99127,2866.0,3093.972,1764.0,-0.4048423,-0.509329,-41.0,-0.34188613,53.96374,-0.0475349,-5.289528,-1.3418862,-42.0,3051.972,-0.18681729,54.48759,0.044988852,58.612778,-0.18681729,42.608036,1818.0,2916.0,0.10216984,54.48759,0.036258005,1.0,1595.9297,16.705559,0.0,3094.972,5.612778,0.093439,-0.95806974,0.43123367,-0.35388625,1.2867333,0.60803634,0.5907837,0.0006328216,53.999996,50.8938,50.8938,0.00082964054,-0.0052476604,0.0
282,1.0010386,0.7300929,1.2889817,0.7310408,0.73105854,0.5152977,0.5312094,0.5002595,0.5023798,0.1314504,0.0076512406,0.008675012,0.0,9.000002,0.0052318634,0.015625,0.0,21.333334,0.2933159,46.97578,1348.7056,0.125,280.9526,0.12499997,-0.035191637,0.00012974997,0.00095640507,4.79836,0.35748118,57.295776,-0.8416427,-0.0006995297,99003.664,152.78874,1.2055582,0.06120994,0.00012974995,1.7911553,-9.742057,44.72096,0.009519123,482.01938,0.36725956,28.05656,0.05720724,-28.505913,0.008303998,3.9104927,2.6939123,64.0,29.262491,8.0,5.5901184,-3.0339901,0.008304,0.2937539,-6.754485,0.066431984,10.026446,0.672576,0.8737047,0.021376431,-0.43178177,-1.9800587,8.412826,-0.46917552,57.295776,0.0010644449,0.26695213,4.999546,191.93439,6.1570136e-06,-0.02556783,-23.99076,0.0,-1.4126498,-4.0,56.0,-159.5882,7.998962,1.6654643,-5.904703,10.217757,0.060171925,-2.998962,-8.644465,3.0,-4.998962,1.6665022,-0.11548088,-144.5964,-4.990481,-7.990481,58.0,458.3662,8.915928,-0.96426713,-0.509689,-2.0000002,0.040816907,7.9940686,-1.0516032,-9.390613,0.041854907,-2.998962,455.3662,0.060171925,8.4888115,0.015450738,17.644466,0.062247925,1.8118476,17.0,64.08407,0.10708512,8.4888115,0.0059316135,1.0009472,9683.384,24.991707,0.002076,459.3662,10.644465,0.098604,0.35764432,-0.83263975,0.08128433,-0.78736794,-1.1881524,-0.8598616,0.00010352618,7.9999995,1.1170107,1.1170107,0.018353937,-0.0054905186,1.0
283,1.0235804,0.7510997,2.5884624,0.7310586,0.7310586,0.4231758,0.50347215,0.5058264,0.5024731,0.06396899,-0.004185809,0.030412605,0.001090769,2601.0,-0.002769314,0.00018768769,0.011388714,101.64706,0.30075634,34.193684,3075.9614,0.013888862,68.94901,0.013888889,-0.0036127884,0.000314985,-5.6564983e-05,0.291608,-0.006454513,61.27465,0.663953,6.0324834e-05,23012.297,86.505394,0.08979337,-0.30974984,0.00031495644,-9.686507,130.15926,421.70343,0.00989249,20884.043,-21.37274,-1366.5466,0.17307918,28.108786,1.7947845,37.375343,2.809467,5698.0,31.272034,76.99985,5.698695,-1.9789284,1.725014,6.619125,-5.1917367,120.83328,53.34999,31.050474,-0.21443523,-0.111850366,2.1622012,2.5995643,350.29422,-0.4801436,61.27465,0.050713338,4.502057,64.0,1381.0555,0.00058348733,-1.175708,-18.639603,-5.0,-0.7749245,-63.0,5110.0,2561.0525,73.89277,1.7026775,-5.984912,2599.1921,-0.33306083,-50.976692,-5.914091,2532.0,-63.976692,1.7259885,-0.003996399,-21.28464,-63.99011,-71.990105,5407.0,4411.7686,2600.5803,-2.485458,-0.5224911,-50.0,-0.31216022,71.97497,-4.7274895,-5.963025,-1.2049292,-50.976692,4360.775,-0.41698083,77.519104,0.03492531,80.91409,-0.28644305,52.50613,2678.0,5184.4194,0.10935348,72.519104,0.025032824,1.023311,2307.4888,19.662912,0.130542,4412.775,7.914089,0.12277199,1.3433832,1.5657063,-0.15485504,2.2759202,1.5061307,1.7443824,0.0004369052,77.0,95.57423,90.47787,0.08261874,-0.004995425,1.0
284,1.0,0.94551396,2.1681442,0.73105854,0.7310586,0.55541295,0.5249792,0.5,0.5042628,0.0005608613,0.020233262,0.024530174,0.0,36.0,-0.04070912,0.009090909,0.0,16.666666,0.3016806,24.370195,385.89517,0.0843778,60.842125,0.1,-0.0008243961,0.0,0.0018393875,1.6773152,-0.062041044,63.025352,-0.9336983,0.0029426385,15392.74,105.04226,0.11219518,0.22256589,0.0,7.021451,-10.63917,82.29977,0.01705166,3.8883333,2.003093,140.27293,0.035179544,-14.371367,0.0,5.2320886,4.859723,121.0,31.54774,9.281558,7.481797,-0.06914512,0.0,0.0,-0.12168395,0.0,0.0,0.0,-0.2596834,-0.24656421,0.3631648,-1.8574672,0.067864224,-0.015727378,63.025356,0.0,0.0047743814,7.999998,147.60374,0.0,0.9214538,-13.418522,-1.0,-0.96044236,-7.0,89.0,0.91862106,11.0,1.734314,-7.5378237,37.063915,0.22256589,-6.0,-0.39036894,27.0,-8.0,0.73431396,-0.08294834,-21.662857,-7.9829483,-9.982948,112.0,630.25354,36.0,0.14401989,-0.550612,-5.0,-0.4478003,9.971495,-0.0061694747,-0.46027535,-1.4478003,-6.0,624.25354,0.22256589,11.523209,0.04555681,12.234147,0.22256589,4.9289904,47.0,100.0,0.14763367,10.523209,1.0285052,0.99999976,2023.4335,14.418522,0.0,631.25354,2.234147,0.130582,1.0928632,-0.80737996,-0.64609057,-0.75545865,-1.0710098,-0.8415505,0.00049750874,10.999999,2.1118484,1.7453293,0.000107677646,-0.0009778496,0.0
