,(PTRATIO_radian_sigmoid-LSTAT_tanh),(LSTAT_square_relu-ZN_tanh),(LSTAT_adde_recip-ZN_negative),(RM_zscore_abs-NOX_tanh_cos),(LSTAT_square_mmnorm-PTRATIO_negative),(NOX_exp_mmnorm-PTRATIO),(RM_tanh_cos-NOX_tanh),(PTRATIO_relu_mmnorm-ZN_recip_recip),(NOX_exp_negative-ZN_tanh),(LSTAT_square_mmnorm-LSTAT_tanh),(RM_adde_adde-DIS),(NOX_exp_relu-NOX_exp_tanh),(NOX_tanh_cos-NOX_exp_mmnorm),(NOX_tanh_sigmoid-LSTAT_recip),(INDUS_square_negative-ZN_recip_relu),(RM_negative_abs-RM_adde_tanh),(PTRATIO_radian_sigmoid-CRIM_radian_sigmoid),(LSTAT_square_adde-NOX_exp),(RM_relu_cos-LSTAT_tanh),(NOX_exp_negative-RM),(LSTAT_recip_tanh-RM_negative),(RM_zscore_recip-RAD),(ZN_recip_relu-RM_relu_cos),(NOX_exp_negative-PTRATIO_zscore),(INDUS_square_mmnorm-TAX),(RM_relu_cos*RM_relu_mmnorm),(PTRATIO_radian_sigmoid*RM_zscore_tanh),(INDUS_square_mmnorm*RM_negative_adde),(NOX_tanh_sigmoid*TAX),(NOX_exp_mmnorm*PTRATIO_radian),(LSTAT_adde_adde*LSTAT_square),(RM_negative_cos*RM_adde),(LSTAT_tanh_negative*LSTAT_radian_cos),(RM_zscore_abs*RM_negative_abs),(RM_zscore_abs*RM_tanh_tanh),(RM_relu_relu*RAD),(LSTAT_adde_recip*LSTAT_radian),(CRIM_radian_sigmoid*RM_tanh_cos),(LSTAT_radian_cos*LSTAT_square_mmnorm),(RM_relu_cos*INDUS_zscore),(PTRATIO_radian_sigmoid*LSTAT_radian_recip),(LSTAT_recip_tanh*RM_relu),(NOX_tanh_cos*PTRATIO_relu_mmnorm),(ZN_recip_recip*LSTAT_recip),(RM_negative_abs*LSTAT_square_adde),(ZN_recip_relu*RM),(ZN_tanh_relu*ZN),(RM_negative_abs*INDUS_square_mmnorm),(RM_zscore_abs*TAX_adde),(LSTAT_square_relu*PTRATIO_zscore),(PTRATIO_relu_mmnorm*NOX),(PTRATIO_zscore_negative*NOX_exp_tanh),(RM_negative_abs*LSTAT_recip_tanh),(NOX_exp_mmnorm*NOX_tanh),(NOX_tanh_mmnorm*LSTAT_square),(LSTAT_square_mmnorm*RM_adde),(RM_tanh_cos*NOX_exp),(RM_adde_tanh*AGE_relu),(RM_negative_abs*LSTAT_square_mmnorm),(RM_tanh_tanh*CRIM_square),(NOX_tanh_adde*CRIM),(LSTAT_recip_tanh*LSTAT_recip),(RM_zscore_abs*LSTAT_adde),(PTRATIO_zscore_negative*RM_relu_mmnorm),(NOX_exp_relu*DIS),(NOX_exp_tanh*PTRATIO_relu),(LSTAT_radian_cos*LSTAT),(LSTAT_tanh_negative*RM_relu),(RM_relu_mmnorm*RM_zscore_recip),(LSTAT_recip_negative*PTRATIO_relu),(RM_adde_tanh*ZN_tanh),(ZN_recip_relu*CRIM_radian),(ZN_recip_relu*RM_zscore_tanh),(ZN_recip_relu*RM_zscore_recip),(LSTAT_square_relu/RM_relu),(INDUS_square_negative/LSTAT_recip_sigmoid),(RM_negative_abs/NOX_tanh),(RM_zscore_abs/DIS),(CRIM_radian_sigmoid/INDUS),(RM_relu_relu/NOX_exp_tanh),(RM_negative_cos/DIS),(RM_zscore_tanh/RM_negative),(PTRATIO_radian_sigmoid/RM),(NOX_tanh_mmnorm/LSTAT_tanh),(PTRATIO_radian_sigmoid/DIS_recip),(NOX_tanh_cos/RAD),(ZN_tanh_relu/LSTAT_radian),(RM_tanh_cos/LSTAT_recip_tanh),(ZN_tanh_relu/PTRATIO_negative),(PTRATIO_zscore_negative/RM_tanh_cos),(LSTAT_square_recip/DIS_recip),(NOX_exp_mmnorm/INDUS),(LSTAT_radian_cos/LSTAT_adde_adde),(LSTAT_recip_sigmoid/AGE_relu),(LSTAT_square_relu/INDUS),(RM_adde_adde/RM_zscore),(NOX_tanh_cos/TAX),LSTAT_adde_recip_degree,PTRATIO_zscore_negative_degree,RM_negative_abs_degree,NOX_tanh_cos_degree,RM_tanh_tanh_degree,LSTAT_tanh_negative_degree,RM_relu_relu_square,LSTAT_recip_tanh_square,NOX_exp_relu_square,RM_relu_cos_square,NOX_tanh_cos_square,PTRATIO_relu_mmnorm_square,LSTAT_recip_sigmoid_recip,NOX_tanh_cos_recip,RM_relu_mmnorm_recip,RM_zscore_recip_recip,RM_adde_tanh_recip,NOX_tanh_sigmoid_recip,RM_negative_abs_sigmoid,LSTAT_recip_sigmoid_sigmoid,NOX_tanh_sigmoid_sigmoid,MEDV
89,-0.4229291,32.489998,0.11878909,0.23274654,17.820501,-17.624863,0.08688119,0.5531914,-1.6306846,-0.9794754,9.101063,0.7045256,0.7238168,0.43601406,-11.6281,6.079,0.076817155,33.577595,-0.3002746,-8.709684,7.2526608,-1.1163734,-0.699703,-1.32759,-269.98517,0.47165257,0.46833268,-0.0647139,165.09221,0.054409392,361.8269,6.855187,-0.99503326,8.011303,0.86189526,14.158,0.011817587,0.27027676,0.020400833,-0.78885156,5.8004284,1.229343,0.49729323,0.0,249.23941,0.0,0.0,0.10505373,308.63522,-9.847542,0.2705106,0.28071377,1.229343,0.07941078,8.381626,0.20086588,0.88106465,63.1,0.14513512,0.002140931,0.16816375,0.030466765,9.526968,0.2043086,5.5679727,16.48563,5.6718163,-7.078841,0.59563094,-3.122807,0.0,0.0,0.0,0.0,4.589631,-21.38511,15.612376,0.3314394,0.1466954,7.643396,0.20492107,-0.11464899,0.081515536,0.25798136,1.970332,0.44947663,0.0,3.111262,-0.0,0.5609709,0.10509388,0.05135966,0.08935033,0.008617234,9.527859,11.059084,0.0033294566,6.8061132,17.36604,405.5968,51.506226,43.636093,-57.29449,50.11224,0.03015799,2.6591322,0.48958427,0.808117,0.30602074,1.8390889,1.112405,0.6740754,1.1316998,1.0,1.6354496,0.99915814,0.63268375,0.6482721,28.7
90,-0.42295146,77.616104,0.08674319,-0.7103777,17.851868,-17.624863,0.08688447,0.5531914,-1.6306846,-0.94813246,8.761263,0.7045256,0.7238168,0.49794525,-11.6281,5.417,0.076844096,78.703705,-0.008939743,-8.047685,6.530022,3.3029141,-0.9910602,-1.32759,-269.98517,0.54233915,0.10754546,-0.05488969,165.09221,0.054409392,1105.7628,9.053614,-0.9882016,1.2100893,0.14361762,12.834,0.013337938,0.27026382,0.051255535,-1.1173304,3.752831,0.72526467,0.49729323,0.0,515.50574,0.0,0.0,0.095229514,51.428005,-23.525019,0.2705106,0.28071377,0.72526467,0.07941078,20.02306,0.47382408,0.88107,66.1,0.33283365,0.0016709217,0.14856263,0.012828875,2.1739523,0.16586281,5.042566,16.48563,8.706058,-6.4169993,2.9019203,-2.0204313,0.0,0.0,0.0,0.0,12.095388,-22.008478,14.152369,0.0609823,0.1466875,6.9286156,0.3204929,-0.029043417,0.08992496,0.2579756,1.784407,0.44947663,0.0,4.7805285,-0.0,0.5609675,0.039840955,0.05135966,0.06936421,0.007993138,22.76132,62.858425,0.0033294566,4.9700184,17.36604,367.667,51.506226,43.635998,-57.295773,41.177887,0.012774061,2.6591322,0.9822003,0.808117,0.30602074,1.8926976,1.112405,0.54723126,0.18857557,1.0,1.6354496,0.99836916,0.62909734,0.6482721,22.6
91,-0.42295134,67.24,0.0915895,-0.727473,17.844654,-17.624863,0.08688459,0.5531914,-1.6306846,-0.9553443,8.749463,0.7045256,0.7238168,0.48950142,-11.6281,5.405,0.07687694,68.3276,-0.007410109,-8.035685,6.5263505,3.8315768,-0.9925897,-1.32759,-269.98517,0.54089385,0.097993754,-0.054711614,165.09221,0.054409392,916.9225,9.0556755,-0.9897761,1.0983307,0.13059793,12.81,0.013108014,0.27024615,0.044198938,-1.1190548,4.0320053,0.77724826,0.49729323,0.0,448.08282,0.0,0.0,0.09505144,46.76579,-20.380077,0.2705106,0.28071377,0.77724826,0.07941078,17.346277,0.40740454,0.8810702,73.9,0.28601837,0.0011774686,0.1247114,0.01479881,1.8722692,0.16516592,5.0422397,16.48563,8.116165,-6.4049993,3.1778126,-2.1707318,0.0,0.0,0.0,0.0,10.498048,-21.921198,14.125903,0.055457525,0.14667787,6.9156594,0.3210083,-0.026513493,0.090093434,0.25797564,1.7842915,0.44947663,0.0,4.452459,-0.0,0.5609674,0.04598602,0.05135966,0.07258253,0.007177944,19.718473,69.054985,0.0033294566,5.2476916,17.36604,366.97946,51.506226,43.635998,-57.295765,41.02403,0.01472588,2.6591322,0.9852343,0.808117,0.30602074,1.8851917,1.112405,0.54493195,0.17148021,1.0,1.6354496,0.9983494,0.6295881,0.6482721,22.0
92,-0.42124844,65.585594,28.091927,-0.6833767,18.244202,-18.068642,0.10696784,-27.404255,-2.5904229,-0.95579916,8.212664,0.6702087,0.7762101,0.48412165,-254.2016,5.442,0.07856798,67.713455,-0.012584388,-8.032423,6.563939,0.46045923,27.012585,-1.472274,-269.70624,0.5450745,0.1276205,-1.0938873,163.80109,0.041726094,905.33527,9.045004,-0.9898754,1.4442458,0.17074296,25.768,0.013092036,0.27025238,0.04375313,0.5623493,4.0637274,0.78553224,0.5406794,3.4313726,446.45557,180.37599,28.0,1.8924155,61.141304,-7.8670144,0.27642554,0.108722284,0.78553224,0.05692283,13.183675,0.4048903,0.85931593,53.6,0.2847405,0.0013453681,0.1324626,0.014943528,2.4388254,0.06522072,5.8303313,16.747898,8.077384,-6.441999,2.462269,-2.2303922,1.0,0.020539733,6.1742816,124.89286,10.336168,-426.3137,14.865969,0.0611561,0.033256873,7.000544,0.26935142,-0.03423006,0.08984033,0.19799593,2.1216445,0.22689222,7.021542,4.430951,-0.05494505,0.2186701,0.05505545,0.008733959,0.07280336,0.009899234,4.4272337,52.983852,0.0033613662,5.266988,6.7694325,369.0994,51.999863,43.636005,-57.295765,41.499363,0.014869166,2.529445,0.97498924,0.82368124,0.35491177,1.8846626,1.1018448,0.55202144,0.22419216,1.0,1.6483407,0.99840933,0.6296228,0.647181,22.9
93,-0.42124057,37.564102,28.112003,-0.80266494,18.224726,-18.068642,0.10697034,-27.404255,-2.5904229,-0.9752679,7.9816628,0.6702087,0.7762101,0.4456401,-254.2016,5.211,0.07862592,39.69196,-0.0025961995,-7.801423,6.370653,-13.532532,27.002604,-1.472274,-269.70624,0.5064378,-0.06049155,-1.0260283,163.80109,0.041726094,449.13925,8.906027,-0.9941241,0.6515583,0.07989386,24.844,0.012139508,0.27022234,0.024578985,0.5680333,5.3397765,0.99160475,0.5406794,4.508857,256.40488,173.908,28.0,1.8245565,28.609219,-4.556306,0.27642554,0.108722284,0.99160475,0.05692283,7.6355343,0.22076811,0.8593199,28.899998,0.15356115,0.0006295024,0.09060909,0.025709016,0.9366118,0.059991296,5.8303313,16.747898,6.1735606,-6.21095,-4.8402395,-2.9307568,0.99999994,0.014049901,-2.926582,-266.9109,6.2090006,-418.75937,14.332898,0.028616143,0.03325302,6.7495155,0.27207392,0.016828336,0.09318168,0.1979975,2.1216445,0.22689222,9.226374,3.3842714,-0.05494505,0.21866909,0.0950599,0.008733959,0.0853584,0.018691033,2.5641026,-111.03077,0.0033613662,6.417335,6.7694325,355.86407,51.999863,43.635937,-57.295315,38.57652,0.025489079,2.529445,0.9947983,0.82368124,0.35491177,1.8512661,1.1018448,0.5077601,-0.10490393,1.0000001,1.6483407,0.99799675,0.63185215,0.647181,25.0
94,-0.4212486,111.1481,28.075142,-0.8568021,18.27587,-18.068642,0.10696986,-27.404255,-2.5904229,-0.92413074,8.070563,0.6702087,0.7762101,0.51224196,-254.2016,5.249,0.07856405,113.27596,-0.0005842447,-7.839423,6.343149,-23.697937,27.000584,-1.472274,-269.70624,0.5147403,-0.029356103,-1.0371913,163.80109,0.041726094,1797.3486,8.962042,-0.98296744,0.31724134,0.03866349,24.996,0.013888371,0.2702555,0.07457699,0.5691837,3.131257,0.5883373,0.5406794,2.6440036,717.80005,174.972,28.0,1.8357195,13.845017,-13.2501745,0.27642554,0.108722284,0.5883373,0.05692283,22.204865,0.6803408,0.85931915,77.299995,0.47410688,0.0014042547,0.13533057,0.008890371,0.67561805,0.060851544,5.7493787,16.747898,10.409625,-6.249,-10.145248,-1.7186024,0.99999994,0.020984441,-1.4202487,-551.54224,17.946568,-432.02075,14.420589,0.014043357,0.033257138,6.7908106,0.27646357,0.008117005,0.09261504,0.1979959,2.0921862,0.22689222,5.4103665,5.7388654,-0.05494505,0.21866928,0.03223416,0.008733959,0.061333638,0.0067734756,7.4566555,-230.18149,0.0033613662,4.305272,6.7694325,358.04132,51.999863,43.63595,-57.295776,39.050003,0.00886404,2.529445,0.99883187,0.82368124,0.35491177,1.9098926,1.1018448,0.5150412,-0.050766736,1.0000001,1.6483407,0.9980714,0.6279867,0.647181,20.6
95,-0.4220965,44.2225,0.10674316,-0.42908692,18.028658,-17.901188,0.12252489,0.574468,-1.5604903,-0.9713397,8.566363,0.6449904,0.81517965,0.45257607,-8.3521,5.625,0.07736766,45.38029,-0.05784875,-8.185491,6.7742524,0.06226039,-0.9421479,-1.3498685,-275.9894,0.5531215,0.26014936,-0.041339934,166.41475,0.031042738,534.4981,8.802753,-0.9932687,3.2124944,0.3693,13.25,0.012389081,0.27044034,0.028464176,-1.1336696,4.979134,0.98879856,0.52505904,0.0,310.98267,0.0,0.0,0.07010412,135.15184,-9.314219,0.25563827,0.19282417,0.98879856,0.041281756,6.7010736,0.26775023,0.8431411,57.8,0.18985248,0.011342982,0.38272503,0.022444,4.542725,0.123652995,5.4542255,16.478998,6.6052594,-6.624978,1.2107235,-2.7067668,0.0,0.0,0.0,0.0,6.675094,-15.538117,15.8576145,0.1387345,0.17319463,7.236484,0.2695548,-0.06794915,0.08723021,0.15153137,2.0198765,0.45699587,0.0,3.6200724,-0.0,0.3898199,0.07903669,0.03419104,0.08217985,0.009299711,15.301903,24.874084,0.0033115642,6.115932,12.067736,379.58453,52.367867,43.636047,-57.295586,43.890625,0.022276342,2.43513,0.8876427,0.8353809,0.3300135,1.8603843,1.0941018,0.58708566,0.48490483,1.0,1.6585068,0.9986749,0.6312361,0.64633137,28.4
96,-0.42209983,128.5956,0.071132444,-0.7407044,18.087301,-17.901188,0.12252942,0.574468,-1.5604903,-0.9126988,8.104363,0.6449904,0.81517965,0.5147686,-8.3521,5.163,0.07739824,129.75339,-0.007213533,-7.72349,6.2509556,-7.7707624,-0.99278647,-1.3498685,-275.9894,0.49496648,-0.0991523,-0.036451165,166.41475,0.031042738,2157.392,8.817217,-0.98047763,1.0679698,0.13197397,12.326,0.0140785575,0.2704261,0.08559688,-1.1946021,2.9198625,0.54207003,0.52505904,0.0,809.2874,0.0,0.0,0.06521535,48.298347,-27.085028,0.25563827,0.19282417,0.54207003,0.041281756,19.486202,0.77534664,0.8431482,69.59999,0.53803736,0.01007904,0.36077258,0.007756221,2.4361222,0.10500818,5.4542255,16.478998,11.118616,-6.163,-2.8770878,-1.5873015,0.0,0.0,-0.0,-0.0,20.865746,-15.999224,14.75177,0.04957866,0.17318405,6.7318416,0.28404284,0.027839266,0.0937693,0.15153086,2.0198765,0.45699587,0.0,6.142987,-0.0,0.3898166,0.02717978,0.03419104,0.058443293,0.0075004543,44.496746,-66.938324,0.0033115642,4.0755887,12.067736,353.11386,52.367867,43.63591,-57.295776,37.98257,0.0077361786,2.43513,0.98562497,0.8353809,0.3300135,1.9155928,1.0941018,0.49856287,-0.17328733,1.0000001,1.6585068,0.99789846,0.6276227,0.64633137,21.4
97,-0.4216591,17.7241,0.14433593,1.6281207,18.010239,-17.901188,0.122522086,0.574468,-1.5604903,-0.9893202,10.010364,0.6449904,0.81517965,0.3654223,-8.3521,7.0690002,0.07737297,18.881893,-1.212925,-9.629491,8.302161,-1.6066264,0.21336561,-1.3498685,-275.9894,-0.1842982,0.5707856,-0.056619987,166.41475,0.031042738,170.97665,-2.301635,-0.9968622,20.512304,1.9360578,16.138,0.010605567,0.27043608,0.0102114165,0.256739,7.8649025,1.881377,0.52505904,0.0,164.94958,0.0,0.0,0.085384175,708.5332,-3.7330806,0.25563827,0.19282417,1.881377,0.041281756,2.685748,0.11045146,0.8431367,76.0,0.08261885,0.01111919,0.3789304,0.055382688,17.61247,0.18192811,5.4542255,16.478998,4.1986403,-8.065444,0.3397832,-4.2755346,0.0,0.0,0.0,0.0,2.196567,-14.938345,19.313976,0.7273153,0.1731928,8.813765,-0.061045326,-0.122405365,0.0716198,0.15159768,2.0198765,0.45699587,0.0,2.3172925,-0.0,0.3898219,0.1972004,0.03419104,0.103384145,0.0073566423,6.1329064,5.3127327,0.0033115642,8.269839,12.067736,462.31964,52.367867,43.636127,-57.270527,65.108765,0.0543641,2.43513,0.045524884,0.8353809,0.3300135,1.7885735,1.0941018,0.8637671,2.5421124,1.0,1.6585068,0.9996871,0.63624537,0.64633137,38.7
98,-0.4205156,12.7449,0.15902597,1.2733805,18.006779,-17.901188,0.122522205,0.574468,-1.5604903,-0.9916376,9.761364,0.6449904,0.81517965,0.32283995,-8.3521,6.82,0.07754296,13.902691,-0.9644408,-9.38049,8.093009,-1.5428305,-0.033974923,-1.3498685,-275.9894,0.027725462,0.56352806,-0.05398513,166.41475,0.031042738,114.78774,0.35803732,-0.9964783,17.105251,1.6658899,15.64,0.00990863,0.2703443,0.006765056,-0.040881414,9.2748575,2.1349287,0.52505904,0.0,120.92208,0.0,0.0,0.08274932,609.66064,-2.6843529,0.25563827,0.19282417,2.1349287,0.041281756,1.9312457,0.07143068,0.8431369,36.9,0.0530056,0.005104734,0.2567494,0.07647306,13.754812,0.17187926,5.4542255,16.478998,3.5630722,-7.8076115,0.37307626,-5.042017,0.0,0.0,0.0,0.0,1.6297826,-14.6637745,18.71797,0.62582177,0.17313397,8.541781,0.009720452,-0.124696985,0.073900275,0.1517713,2.0198765,0.45699587,0.0,1.9790666,-0.0,0.38982183,0.27424303,0.03419104,0.11081468,0.015435601,4.41,6.0604978,0.0033115642,9.111516,12.067736,448.05298,52.367867,43.636127,-57.205006,61.1524,0.0745338,2.43513,0.0011542954,0.8353809,0.3300135,1.755699,1.0941018,0.81605667,2.1873722,1.0,1.6585068,0.99959856,0.6386648,0.64633137,43.8
99,-0.42209142,38.3161,0.1122551,0.697818,18.024551,-17.901188,0.12252256,0.574468,-1.5604903,-0.9754399,9.357363,0.6449904,0.81517965,0.44140112,-8.3521,6.416,0.07760084,39.473892,-0.575879,-8.97649,7.57616,-1.3795793,-0.4241126,-1.3498685,-275.9894,0.31326956,0.53364867,-0.0497101,166.41475,0.031042738,445.48456,4.298076,-0.9941614,11.95318,1.2275444,14.832,0.012127578,0.2703132,0.024408543,-0.51032704,5.3491507,1.1877465,0.52505904,0.0,304.31097,0.0,0.0,0.07847429,449.24084,-8.070204,0.25563827,0.19282417,1.1877465,0.041281756,5.8060718,0.24881369,0.84313744,62.5,0.1820753,0.0035840303,0.21513386,0.025873989,14.358455,0.15557514,5.4542255,16.478998,6.153911,-7.4159374,0.45827195,-2.907916,0.0,0.0,0.0,0.0,5.1666803,-15.458261,17.750954,0.4611495,0.17311396,8.1004925,0.12134144,-0.12451821,0.07792613,0.15153213,2.0198765,0.45699587,0.0,3.37352,-0.0,0.38982156,0.09122013,0.03419104,0.08550848,0.0086448025,13.258166,7.973995,0.0033115642,6.4317427,12.067736,424.90546,52.367867,43.636112,-57.295296,54.997055,0.025651222,2.43513,0.17987148,0.8353809,0.3300135,1.8508232,1.0941018,0.73864716,1.6118097,1.0,1.6585068,0.9993988,0.6318822,0.64633137,33.2
100,-0.40980446,88.736404,0.08238398,-0.25783432,20.959597,-20.669037,0.062604725,0.88297856,-1.6820277,-0.9404033,9.385763,0.7489035,0.6570913,0.5110475,-73.273605,5.727,0.08954686,89.77266,-0.09687984,-8.409028,6.8327603,-3.4132533,-0.90312016,-2.8122568,-383.90503,0.5478595,0.32944947,-0.3807183,237.00656,0.08424938,1318.318,8.530225,-0.9865151,4.2394924,0.4799714,33.635002,0.013544751,0.27050284,0.058793087,-0.33955157,3.5897784,0.71144843,0.78413326,0.0,615.2157,0.0,0.0,0.6388805,243.71774,100.29248,0.45914882,-1.0546442,0.71144843,0.11033119,29.32568,0.56290805,0.9088075,79.9,0.4009073,0.01683105,0.47511467,0.01122719,7.649792,-0.68563056,4.6723366,19.502295,9.292973,-6.727,0.96256757,-2.2186835,0.0,0.0,0.0,0.0,13.191081,-139.16734,14.082061,0.22687751,0.05848699,7.2091155,0.32512066,-0.08297962,0.087735325,0.3304808,1.6394452,0.17761093,0.0,5.108775,-0.0,-2.0918367,0.03130395,0.026981698,0.066402644,0.0065896665,10.366402,19.300493,0.0023126423,4.7202544,-64.75736,385.4287,50.881783,43.636063,-57.295776,45.252533,0.011185205,2.8292172,0.815626,0.7886411,0.7796511,1.8992834,1.1260568,0.60662967,0.63022035,1.0,1.6202083,0.99880326,0.6286698,0.6495825,27.5
101,-0.40980405,58.8289,0.096262306,-0.1809029,20.938808,-20.669037,0.06260449,0.88297856,-1.6820277,-0.9611903,9.361464,0.7489035,0.6570913,0.4868265,-73.273605,5.781,0.089696705,59.865154,-0.12137151,-8.463028,6.9106445,-3.5858765,-0.8786281,-2.8122568,-383.90503,0.5420928,0.35936278,-0.3858468,237.00656,0.08424938,771.04474,8.346335,-0.9910528,4.795196,0.53856194,33.905,0.012886323,0.27042177,0.03846206,-0.33034313,4.4088283,0.8791183,0.78413326,0.0,417.35144,0.0,0.0,0.644009,273.46854,66.49014,0.45914882,-1.0546442,0.8791183,0.11033119,19.441822,0.3686603,0.9088071,71.3,0.26316574,0.009953309,0.36536464,0.016902784,7.3460917,-0.6973248,4.8040395,19.502295,7.6013784,-6.7809973,0.8724809,-2.7249022,0.0,0.0,0.0,0.0,8.6755495,-137.5905,14.195102,0.24759348,0.058469485,7.266986,0.3076321,-0.0897932,0.08703665,0.33048096,1.6856575,0.17761093,0.0,4.16759,-0.0,-2.0918376,0.04854927,0.026981698,0.07561503,0.0074691223,6.8725348,17.277145,0.0023126423,5.515424,-64.75736,388.52267,50.881783,43.636066,-57.295753,45.981964,0.016807657,2.8292172,0.7719873,0.7886411,0.7796511,1.8777635,1.1260568,0.61697644,0.7071518,1.0,1.6202083,0.9988662,0.63007724,0.6495825,26.5
102,-0.40980446,112.9969,0.074916005,-0.71657443,20.97646,-20.669037,0.06260693,0.88297856,-1.6820277,-0.9235408,9.1268635,0.7489035,0.6570913,0.52313125,-73.273605,5.405,0.0891974,114.03316,-0.007410288,-8.087028,6.498797,0.8315768,-0.9925897,-2.8122568,-383.90503,0.54089385,0.10022637,-0.3501371,237.00656,0.08424938,1815.4718,9.0556755,-0.98283887,1.0983307,0.13059793,32.025,0.013899054,0.27069277,0.07514708,-0.37318996,3.1811583,0.6007688,0.78413326,0.0,741.1558,0.0,0.0,0.6082993,66.31454,127.7124,0.45914882,-1.0546442,0.6007688,0.11033119,37.343307,0.6975589,0.9088112,85.4,0.48972124,0.03985497,0.7311128,0.008823786,2.2889662,-0.615898,4.5662007,19.502295,10.447577,-6.405,3.1778126,-1.9661336,0.0,0.0,0.0,0.0,17.641983,-139.9684,13.407997,0.06316728,0.058527816,6.8640385,0.36563513,-0.026513493,0.09214606,0.3304808,1.6022037,0.17761093,0.0,5.7603955,-0.0,-2.091828,0.024024554,0.026981698,0.06117294,0.0061299885,13.200572,69.054985,0.0023126423,4.292371,-64.75736,366.97946,50.881783,43.635998,-57.295776,41.02403,0.008797848,2.8292172,0.9852343,0.7886411,0.7796511,1.9102159,1.1260568,0.54493195,0.17148021,1.0,1.6202083,0.9983494,0.62796605,0.6495825,18.6
103,-0.40980446,180.63359,0.06188777,-0.6777262,21.02347,-20.669037,0.06261021,0.88297856,-1.6820277,-0.87652934,8.858864,0.7489035,0.6570913,0.54279983,-73.273605,5.137,0.0892722,181.66985,-0.010666072,-7.819028,6.211268,-9.754468,-0.9893339,-2.8122568,-383.90503,0.48831654,-0.12233625,-0.32468444,237.00656,0.08424938,3409.7415,8.760831,-0.9726139,1.2907859,0.1601841,30.685001,0.014517154,0.270654,0.12008927,-0.37196586,2.51605,0.45578125,0.78413326,0.0,1125.2305,0.0,0.0,0.58284664,81.33787,204.15736,0.45914882,-1.0546442,0.45578125,0.11033119,59.695934,1.0933675,0.90881675,87.399994,0.7577394,0.03410309,0.6763017,0.005525875,3.3985467,-0.5578598,4.5662007,19.502295,13.07193,-6.137,-2.3467157,-1.5550594,0.0,0.0,-0.0,-0.0,29.433533,-141.2932,12.846975,0.07747761,0.058519077,6.576831,0.36443582,0.033775605,0.09617004,0.3304808,1.6022037,0.17761093,0.0,7.275165,-0.0,-2.0918155,0.015028765,0.026981698,0.05152494,0.0059335534,21.102055,-55.02614,0.0023126423,3.545908,-64.75736,351.62418,50.881783,43.635902,-57.295776,37.66277,0.0055157,2.8292172,0.97878164,0.7886411,0.7796511,1.928296,1.1260568,0.49358112,-0.21032847,1.0000001,1.6202083,0.99784327,0.6268186,0.6495825,19.3
104,-0.40980446,152.0289,0.06645277,-0.72046554,21.003588,-20.669037,0.06260973,0.88297856,-1.6820277,-0.8964113,9.182564,0.7489035,0.6570913,0.5361016,-73.273605,5.167,0.08958644,153.06516,-0.006741941,-7.8490276,6.2479253,-10.966974,-0.99325806,-2.8122568,-383.90503,0.49596283,-0.097994626,-0.3275336,237.00656,0.08424938,2701.031,8.825377,-0.9769339,1.033522,0.12763429,30.835,0.014300576,0.27048397,0.10119934,-0.37344125,2.7425559,0.49906847,0.78413326,0.0,954.3258,0.0,0.0,0.5856958,64.80978,171.82751,0.45914882,-1.0546442,0.49906847,0.11033119,50.242634,0.920415,0.9088159,89.99999,0.6388316,0.014841996,0.44615903,0.0065633133,2.521928,-0.56435657,4.072189,19.502295,12.045595,-6.167,-2.979485,-1.6950527,0.0,0.0,-0.0,-0.0,24.652004,-140.8391,12.909776,0.0692231,0.058482368,6.6089807,0.41026768,0.026923556,0.095702216,0.3304808,1.4288634,0.17761093,0.0,6.676619,-0.0,-2.0918174,0.015924603,0.026981698,0.05498722,0.0057807188,17.760386,-69.23817,0.0023126423,3.8074632,-64.75736,353.34305,50.881783,43.63592,-57.295776,38.031887,0.006548961,2.8292172,0.9865616,0.7886411,0.7796511,1.9220985,1.1260568,0.49932927,-0.16758911,1.0000001,1.6202083,0.9979069,0.62720966,0.6495825,20.1
105,-0.40980446,271.26086,0.05211514,-0.27027345,21.086462,-20.669037,0.06261623,0.88297856,-1.6820277,-0.8135381,9.180663,0.7489035,0.6570913,0.55648816,-73.273605,4.851,0.089616895,272.29712,-0.091947496,-7.5330276,5.9116416,-6.618696,-0.9080525,-2.8122568,-383.90503,0.3984365,-0.32436043,-0.29752228,237.00656,0.08424938,5942.393,7.781358,-0.95896834,3.6146379,0.4704943,29.255,0.014980794,0.27047077,0.17881106,-0.341406,2.0531702,0.35481608,0.78413326,0.0,1603.052,0.0,0.0,0.55568445,238.9073,306.58694,0.45914882,-1.0546442,0.35481608,0.11033119,89.646515,1.5978445,0.9088268,96.69999,1.0909885,0.013394847,0.42385113,0.0036819647,11.85416,-0.4959235,3.543864,19.502295,15.794208,-5.851,-0.71025354,-1.268974,0.0,0.0,-0.0,-0.0,46.361454,-142.23067,12.248273,0.2932181,0.05847881,6.2703333,0.43098986,0.09392947,0.100870885,0.3304808,1.243483,0.17761093,0.0,8.909941,-0.0,-2.091792,0.007767062,0.026981698,0.04377539,0.005327554,31.689352,-18.271133,0.0023126423,2.9859774,-64.75736,335.23758,50.881783,43.635735,-57.295776,34.2342,0.0036774469,2.8292172,0.82455933,0.7886411,0.7796511,1.9410901,1.1260568,0.43878132,-0.6177812,1.0000001,1.6202083,0.9971312,0.6260187,0.6495825,19.5
