,(NOX_tanh_sigmoid-LSTAT_recip),((RM_negative_abs/NOX_tanh)-DIS),((PTRATIO_radian_sigmoid-CRIM_radian_sigmoid)-(LSTAT_radian_cos*LSTAT_square_mmnorm)),((LSTAT_recip_tanh-RM_negative)-PTRATIO_relu_mmnorm_square),((RM_zscore_recip-RAD)-(NOX_tanh_mmnorm*LSTAT_square)),((LSTAT_recip_tanh*RM_relu)-RM_negative_adde),((LSTAT_recip_tanh*RM_relu)-PTRATIO_relu_mmnorm),((PTRATIO_radian_sigmoid*LSTAT_radian_recip)/TAX),((NOX_tanh_mmnorm*LSTAT_square)/NOX_tanh_cos_recip),((RM_zscore_abs*RM_tanh_tanh)/LSTAT_adde_adde),((RM_adde_tanh*AGE_relu)/LSTAT_square_recip),((NOX_tanh_sigmoid-LSTAT_recip)/RM_negative_abs),((NOX_exp_negative-RM)/LSTAT_recip),((LSTAT_tanh_negative*RM_relu)/LSTAT_recip_sigmoid_recip),(RM_relu_relu_square/LSTAT_adde),((LSTAT_recip_tanh*LSTAT_recip)+RM_relu_mmnorm),((NOX_tanh_sigmoid*TAX)+LSTAT_recip),((PTRATIO_radian_sigmoid-LSTAT_tanh)+(NOX_tanh_sigmoid-LSTAT_recip)),((RM_zscore_tanh/RM_negative)+CRIM_radian),((LSTAT_recip_tanh*RM_relu)+NOX_tanh_cos_square),((NOX_tanh_mmnorm*LSTAT_square)+RM_negative),((ZN_recip_relu*RM_zscore_tanh)+LSTAT_recip_sigmoid_sigmoid),((LSTAT_recip_sigmoid/AGE_relu)+LSTAT_recip_tanh),(LSTAT_adde_recip_degree*NOX_exp),((LSTAT_square_relu-ZN_tanh)*TAX),((NOX_exp_negative-RM)*LSTAT_adde_recip_degree),((NOX_tanh_cos*PTRATIO_relu_mmnorm)*LSTAT_square_mmnorm),((RM_negative_abs*LSTAT_recip_tanh)*LSTAT_adde_adde),((NOX_exp_mmnorm-PTRATIO)*(RM_negative_cos/DIS)),((LSTAT_square_relu-ZN_tanh)*LSTAT_recip_tanh_square),((RM_negative_cos*RM_adde)*(LSTAT_square_relu/RM_relu)),((PTRATIO_radian_sigmoid*LSTAT_radian_recip)*(RM_zscore_abs/DIS)),((LSTAT_adde_recip*LSTAT_radian)*PTRATIO_radian_sigmoid),((RM_zscore_abs-NOX_tanh_cos)*LSTAT_recip_tanh_square)
10,0.56903255,6.917127000000001,-0.20545197,6.3493557,-139.45695,3.9703035000000004,0.034989685,0.0050984295,125.95199,0.003871402,39436.5,0.08923201,-164.94498000000002,-3.266443,1.75525,0.5419562,192.22586,0.13496882,-0.016591625,1.097705,135.67937,2.2607646,0.054292655999999995,4.1763706,129749.99,-19.946861,0.07077478,8.065875,-2.347033,0.99602073,593.8441,0.032875266,0.008718553,-0.0018025778
11,0.54257435,6.2717066,-0.05167839,6.0077105,-67.36236600000001,3.7426887000000004,0.17537495,0.007857038,53.034714,0.015987154,14598.101,0.09029362,-102.1494,-3.1176527000000003,2.2584087999999998,0.47472346,192.25232,0.10851061,0.06423575,1.2380903,53.8068,-4.0440345,0.08147413,6.051891,54453.895,-27.585805999999998,0.02950585,8.454818,-2.3130758,0.9905688,246.19846,0.1541011,0.008198115,-0.0027944603999999996
12,0.5542786,6.797912599999999,-0.09760561599999999,5.876062999999999,-90.609375,3.5450695,0.09775561,0.0066367215000000005,74.33113,0.020299485,9625.358,0.09412101,-119.04676,-3.0381825,1.8819075,0.45010870000000003,192.24062,0.12021488,0.08835373,1.1604709999999998,77.946205,-5.7572613,0.07679630000000001,5.2505894,76445.08,-23.56021,0.04155896,7.9162445,-2.5343134,0.99326414,333.06137,0.21342766,0.008420468,-0.0013051621000000002
13,0.49938786,7.396940700000001,0.042998202,5.2709255,-31.445555,3.9474378,-0.17689739999999998,0.0133447535,22.353271,0.026588026,4216.4653,0.08394484,-63.284637,-3.1543348,3.223692,0.47214445,190.6002,0.09000558,0.08575564,1.4940068000000002,19.405226000000003,0.6295366,0.1290571,8.937964,20945.873,-39.985863,0.035722524,9.816596,-4.1611614,0.9903091999999999,93.90371,0.4161367,0.007755850999999999,-0.005856344
14,0.52298737,7.9416423,0.017883815,5.394607,-46.839825,3.9699961999999998,-0.30133927,0.010743438000000001,34.488609999999994,0.013039106000000002,8895.110999999999,0.085791886,-80.11601,-3.1964203999999996,2.8633387000000003,0.49519485,190.57661000000002,0.11360496,0.054187547,1.3695648999999999,33.022746999999995,0.62816375,0.103363715,7.5605927,32317.154,-34.472865999999996,0.05600563,9.296725,-4.5661273,0.99370086,149.54895,0.19865203,0.008149181,-0.005785624499999999
15,0.5023895,7.37185,0.04061737,5.152966999999999,-32.217445,3.8013196000000002,-0.20801568,0.013013893,23.504328,0.03515885,4053.3608,0.08611407,-63.91952,-3.0889962000000004,3.0420717999999995,0.4493987,190.5972,0.09300715,0.108012035,1.4628885,20.825813,0.6293622,0.12688959,8.770203,22024.459,-38.646423,0.03764641,9.534359,-4.1521473,0.9907802,94.73521,0.57016855,0.0078037577,-0.0033095405
16,0.46847755,7.5773554,0.058190342,5.2872650000000005,-22.097069,4.1118135,0.001478076,0.016751926,14.185111,0.031569302,1268.5844,0.07893472,-50.321064,-3.1925485,3.7882510000000003,0.47779679999999997,190.63111999999998,0.05909902,0.09600689999999999,1.6723822,10.15448,0.63132864,0.16917545,10.552864,13291.993999999999,-47.124184,0.022070197000000003,10.755967,-4.3328,0.98480153,59.338524,0.5694437,0.007294691,-0.008723591
17,0.5522869,7.929963000000001,-0.05549806400000001,5.2595089999999995,-86.35665,3.6794029999999998,-0.48593205,0.007513815,70.50845,0.015899276,17582.566000000003,0.09220149,-112.996826,-3.0970392,2.0634642,0.47005418,190.5473,0.14290452,0.07991776,1.184972,73.98431,0.6264542,0.07438939,5.643081700000001,66069.13,-25.38061,0.116209485,8.197144,-4.662153,0.9969103000000001,299.5206,0.22740394,0.0086967535,-0.0021395863
18,0.53491,7.3048325,-0.0038615614,4.7427835,-55.630188000000004,3.2033067,-0.42802846,0.0094292285,44.772358000000004,0.052495062,5001.612,0.09804069,-83.800674,-2.8446095000000002,2.0660295,0.37039614,190.56468,0.12552762,0.16569908,1.2428757,45.327103,0.6274687,0.09958031,6.8102149999999995,41953.42,-28.50647,0.07319397,7.9739323,-3.6973827000000004,0.99514174,138.59926000000002,0.9001295,0.008363460999999999,0.0021764885
19,0.53180075,7.856237400000001,0.0027610361999999998,5.0168695,-52.54212,3.5151052000000003,-0.38723016,0.009771957,41.686859999999996,0.03619359,8843.067,0.092858516,-83.91844,-2.9903452,2.3430397999999997,0.42286080000000004,190.5678,0.122418344,0.12807114,1.283674,41.55637,0.62765,0.09593389,7.009682000000001,39062.187999999995,-30.450626,0.06803684,8.465049,-4.6385937,0.9947836999999999,159.35058999999998,0.62776446,0.008306500500000001,-0.00068175694
20,0.5728795,7.535389,-0.19957104,4.8189864,-169.1756,3.1165043999999997,-0.628831,0.005243942,144.75928000000002,0.02930744,43344.54,0.10285089,-153.0798,-2.851234,1.3069565,0.38720116,190.52671999999998,0.16349709,0.15992604,1.0420731,158.62338,0.62524974,0.052755937,4.133555,135645.02,-17.577557000000002,0.24031292,7.005327,-4.1291566,0.9984931999999999,497.2313,0.43156612,0.009127823,0.00030840383
21,0.54814667,8.124697,-0.04016906,5.2386292999999995,-77.27391,3.6772769999999997,-0.46305832,0.007970186,62.665040000000005,0.018000325,17061.182,0.09189382,-106.18091000000001,-3.0902803,2.1501462000000005,0.46584380000000003,190.55145,0.13876426,0.086338274,1.2078458,65.1129,0.6266961,0.07798878,5.9295273,58719.55,-26.582384,0.103099935,8.295386,-4.9086504,0.99652493,264.4552,0.27770108,0.008614955,-0.0022208937
22,0.5670344,8.520239,-0.14347929,5.3968167000000005,-139.1484,3.7515050000000003,-0.56583047,0.005888230600000001,114.81342,0.0064064977,32135.197,0.09232081,-147.0377,-3.1530054,1.7596637,0.49739006,190.53256000000002,0.15765202,0.05414718,1.1050737,124.08526599999999,0.6255918,0.058966212000000004,4.577022599999999,107584.586,-20.992082999999997,0.19026116,7.9181967,-5.162185,0.9981007,500.50275,0.09236617400000001,0.009001183000000001,-0.0019322807
23,0.57015145,7.7325215,-0.17006588,5.064708,-152.35484,3.3868766000000003,-0.60145897,0.0055446518000000005,129.48328,0.020212997,39521.434,0.09808213,-149.60849,-2.979586,1.4952893,0.43402840000000004,190.52945,0.16076905,0.11810117,1.0694451,141.05356,0.6254094,0.055385157000000004,4.3420777,121330.805,-19.080381,0.21478048,7.396438000000001,-4.5139822999999994,0.9983155999999999,517.0832,0.2792889,0.009068276,-0.0005297578
24,0.55910355,7.6539725999999995,-0.08790661400000001,5.1867209999999995,-104.68005,3.5686983999999997,-0.5306367,0.0067624347,87.04746,0.018001454,25001.424,0.0943794,-124.47621000000001,-3.0528305000000002,1.8452654,0.45652768,190.5405,0.14972115,0.09291998,1.1402674,92.80969,0.6260557,0.06674928,5.1594305,81566.82,-23.00648,0.14385292,7.8899436000000005,-4.41234,0.9974961999999999,362.8687,0.24244122,0.008834869,-0.0013810708
25,0.5598839,6.937695,-0.09270312,4.860944,-106.31792,3.2194319,-0.5549034,0.006676418199999999,89.30487,0.033896428,23360.111,0.09999712599999999,-120.714165,-2.8842561,1.6303484,0.39416036,190.5397,0.15050149,0.14892188,1.1160008,95.69516,0.6260101,0.06650632599999999,5.103081700000001,83682.09,-21.786789000000002,0.14762595,7.433601400000001,-3.6072589999999995,0.9975591999999999,313.7834,0.4494451,0.008850959,0.00034824211999999997
26,0.5529313,7.145721400000001,-0.057689755999999995,5.081868,-86.99631,3.486628,-0.5017074,0.0074427864,71.86065,0.02527459,19806.049,0.09511978,-111.45382,-3.0045889999999997,1.9277970000000002,0.43605256,190.54666,0.1435489,0.11257686,1.1691968000000001,75.69502,0.6264165,0.07314348,5.5980099999999995,67336.19,-24.599321,0.11846954,7.9348235,-3.94824,0.9969684000000001,286.97092000000004,0.327913,0.008709625,-0.00095326465
27,0.56258285,7.8504415,-0.10974206,5.3062544,-117.91667,3.67827,-0.5440649999999999,0.006378916,97.82919,0.011350068999999999,26515.537,0.093035035,-134.08551,-3.110961,1.8284673999999999,0.47968167,190.53701999999998,0.15320045,0.07062220599999999,1.1268392,104.91588600000001,0.6258522,0.06359936,4.9065959999999995,91669.71,-22.231462,0.16187358,7.940620399999999,-4.5269103,0.9977716999999999,420.80978,0.14887226,0.0089070685,-0.0018147476
28,0.54232824,8.760689,-0.021775007000000002,5.7744145,-61.5483,4.28311,-0.38722497,0.0086115375,53.67856999999999,0.01251598,15466.497,0.08349934,-105.05698999999998,-3.3742912000000005,2.718408,0.56826776,190.55727,0.13294584,-0.031318200000000004,1.2836792,54.389984,0.6270358,0.083469845,6.3230906,50298.883,-30.303583000000003,0.08807988,9.234852,-4.550788,0.9959450999999999,227.21607999999998,0.17786315,0.008502566999999999,-0.003537476
29,0.53698075,9.340599000000001,-0.009303771,5.958727400000001,-55.531223,4.511523,-0.33781213,0.009200974,47.02129,0.024256523999999998,12529.33,0.08045861,-100.47119,-3.476193,3.030441,0.60342586,190.5626,0.12759835,-0.058027472000000004,1.333092,46.659958,0.62734795,0.08924541,6.675847999999999,44060.758,-32.691948,0.07695286,9.680211,-4.5228405,0.9953733,186.74629,0.3696383,0.008401833000000001,-0.002267368
30,0.57620543,7.3912516,-0.24014291,4.958667299999999,-195.03268,3.247341,-0.6409943,0.0048773307,167.33926,0.022121925,48062.515999999996,0.10085864,-167.81807,-2.9196866000000004,1.2891225,0.41429609999999994,190.52338999999998,0.16682303,0.13736312,1.0299098,184.09177,0.625055,0.049649965,3.8755984,156803.33,-16.80423,0.27805328,7.082674000000001,-4.123655,0.9986961,634.53516,0.2880724,0.009201485,-0.00013150409
31,0.54376614,8.179708999999999,-0.028407692999999998,5.3499856,-70.49065,3.8184519999999997,-0.42888346,0.008453042,55.710384,0.012486597,17004.158,0.08955305,-101.51089499999999,-3.1523537999999998,2.3396702,0.48699602,190.55583000000001,0.13438374,0.07206213,1.2420207,57.117573,0.6269519,0.08172877,6.226789,52202.77,-28.304068,0.09147587,8.5866785,-4.8563194,0.99609256,240.69592000000003,0.18829517,0.008530066999999999,-0.003390031
32,0.5843651999999999,8.116475,-0.38608482,5.1875205,-291.43796000000003,3.4463489999999997,-0.67898625,0.003977902199999999,251.56717999999998,0.010953766,62963.207,0.09821264,-212.33003,-3.0286752999999997,1.1634735,0.4590523,190.51523,0.17498279,0.0987845,0.9919179,279.39038,0.6245769,0.042279974000000005,3.2247467,235728.12,-14.428465,0.4188325,7.1142716,-4.911143,0.9991325999999999,1057.1177,0.14591542,0.009387346,-0.0005268617
33,0.5659573,7.8126354000000005,-0.13457412,4.9568905999999995,-130.33295,3.2930925,-0.5832430000000001,0.0060069575,110.31971000000001,0.026621838999999998,31988.635,0.09927334,-136.03916999999998,-2.9281511,1.5426698,0.41300708,190.53363000000002,0.1565749,0.13960132,1.0876611,119.42926000000001,0.6256548000000001,0.059848566,4.657404,103373.81,-20.161432,0.18275033,7.382732400000001,-4.573264,0.9980235999999999,415.35504,0.40487993,0.008978229,-0.00014866919
34,0.571289,8.643742999999999,-0.18409503,5.3465734000000005,-161.46295,3.6771822,-0.5941533,0.005419256,135.54482,0.007940126,40089.04,0.093715385,-158.82648,-3.1229112,1.6116213,0.48814040000000003,190.5283,0.1619066,0.07120207,1.0767508999999997,147.64587,0.6253428000000001,0.05441141,4.2554555,127010.69,-19.402945000000003,0.22491176,7.7191467000000005,-5.4188004,0.99839085,587.7472,0.11891716,0.009093012,-0.0014790673999999998
35,0.510024,9.500332,0.020569839,5.542957,-33.38211,3.8254604,-0.09138572,0.012368358999999999,23.627582999999998,0.02523883,6390.5034,0.085963935,-73.375114,-3.1195922,2.8391425999999997,0.46512749999999997,171.2223,0.09302461,0.07913631,1.4125926000000002,20.452938,0.62850386,0.11064957,7.611566000000001,26142.972999999998,-35.029545,0.039640307,9.232322,-5.313064,0.992928,128.341,0.51444656,0.007944384,-0.0041803867
36,0.52568734,9.283308,-0.0040854066999999996,5.4354353,-43.242264,3.6333309999999996,-0.19151509,0.010493051000000002,32.827652,0.028572233,7993.549,0.08999954,-85.43890999999999,-3.048398,2.4148218999999997,0.44452685,171.20665,0.10868794,0.09747991,1.3124632999999999,30.819053999999998,0.62759113,0.09591866,6.6795344,36322.48,-30.367103999999998,0.055584654000000004,8.60207,-5.085681,0.99490166,172.426,0.5477661,0.008217555500000001,-0.0020131685000000002
37,0.49930468,8.746516,0.031872876,5.47055,-28.273106,3.795889,-0.037957072,0.013651733999999999,19.394016,0.03319446,3191.8855,0.08535123,-65.74934,-3.091581,2.978905,0.45153540000000003,171.23303,0.08230534,0.09551405,1.4660213,15.808133999999999,0.62912744,0.12626782,8.214487,21458.701,-37.390327,0.03230325,9.435584,-4.3849893,0.9913957,102.24628,0.5994743,0.0077676717,-0.0035608890000000002
38,0.5146130999999999,9.084864,0.0140716955,5.571414,-36.099106,3.8347564,-0.115089715,0.011818925,25.875422,0.022209106,3099.0303,0.08625764400000001,-77.12043,-3.1301167000000003,2.770266,0.47052965,171.21771,0.09761369,0.07431508,1.3888886,22.930198999999998,0.6282366,0.11577008,7.344978,28630.117000000002,-33.94983,0.04353597,9.138164999999999,-4.6939197,0.99353904,141.92102,0.38907152,0.008022519,-0.0042747670000000005
39,0.36808240000000003,10.93737,0.06819611,6.4547334,-2.7786875,5.376643,0.8935423000000001,0.030482426,1.8763182,0.03451517,406.84033,0.05581234400000001,-35.118084,-3.6761593999999995,6.1796365,0.6339840999999999,151.32158,-0.052387,-0.06251052,2.3456519,-4.554712,31.79369,0.25301227,12.489182000000001,4450.9253,-66.176384,0.0060734909999999994,14.634114000000002,-3.2124417000000003,0.91360676,25.083687,0.6288571,0.006204485,-0.024697615
40,0.09451342,12.000177,0.07838605,7.122380000000001,-2.4792445,7.5794630000000005,2.6673617000000003,0.06650712,0.3941571,0.10816597,61.942326,0.013455782,-16.94521,-4.2165989999999995,10.500983,0.8989309000000001,151.59515,-0.28889668,-0.11090334,4.1194714999999995,-6.595397999999999,59.383766,0.50555104,18.709475,735.9408599999999,-104.36751,0.00035949855000000006,24.279934,-2.490623,0.63439965,4.0125012,3.268561,0.00426005,0.029045815
41,0.39693236,10.38842,0.06276702,6.655817,-5.2765580000000005,5.430909,0.81536114,0.02933959,3.3987993999999997,0.0512454,67.93425,0.058631074000000005,-40.342265999999995,-3.7329845,6.063931,0.6569598000000001,140.83234,-0.02546823,-0.086244315,2.2127333,-3.047269,0.63447654,0.393883,11.864882000000001,5458.165,-63.185062,0.007310699,14.173342000000002,-2.7493353,0.9722145000000001,29.017307000000002,0.82627654,0.006454050500000001,-0.009192959
42,0.43142688,8.95833,0.05558459,6.0215335,-14.43462,4.5021462,0.48759818,0.024441242000000002,4.8976417,0.011155755,222.79023999999998,0.06993465,-44.935577,-3.3492346,4.462395,0.52904767,140.79785,0.008919179000000001,0.02893504,1.8849703999999998,-0.8045759,0.63249224,0.25269845,10.51538,7865.1714,-51.96073,0.011006888999999999,11.82495,-3.0904580000000004,0.98057693,48.313557,0.16398802,0.00686633,-0.021735715
43,0.46913534,9.058269500000002,0.040691662999999996,6.026701,-21.32917,4.322539,0.2659911,0.019086506,8.031203999999999,0.006204595,359.79837000000003,0.07553298,-57.854763,-3.3138870000000002,3.7975437999999992,0.5257178000000001,140.76015,0.046610415,0.019609693,1.6633631999999998,2.5856385,0.6303111,0.21568988,8.82808,12897.389,-43.859997,0.018734345,10.685239,-3.102614,0.98807836,79.372185,0.08154733,0.0073818085,-0.014424498000000001
44,0.49883190000000005,8.720379,0.016477853,5.855427,-20.748795,3.9839029999999998,0.06935513,0.014869489,13.232489000000001,0.01561163,3648.1,0.08219343,-72.9064,-3.1932294,3.0022752,0.49147648,140.73044,0.07630625,0.05122569,1.4667273,8.424646000000001,0.6285857,0.117484845,7.309754400000001,21250.183999999997,-35.653420000000004,0.03156087,9.4892645,-3.0396347,0.9927353000000001,129.03436000000002,0.18604451,0.007845664,-0.0065938863
45,0.50560075,8.420007,0.007465295500000001,5.461727,-20.730936,3.5184587999999994,-0.009089172,0.013908288000000001,15.124682,0.041789167,3523.4504,0.08898288,-73.9937,-2.9800174,2.497248,0.41596198,140.72368,0.083075106,0.12539747,1.388283,10.884179,0.62819153,0.11314796,6.9365845,24288.875,-32.118168,0.036227074,8.679782000000001,-2.8773875,0.99363935,127.09313999999999,0.5454939999999999,0.0079596685,-0.0005188892
46,0.53287256,8.667475999999999,-0.05627428,5.5386496,-36.226482,3.475943,-0.15560448,0.010035591,29.050098,0.027621932000000002,6667.4077,0.09209689,-104.01916999999999,-2.9951835,1.9846593999999997,0.43131295,140.69641000000001,0.11034691,0.108872995,1.2417676000000002,26.032795,0.62660056,0.08609932,5.316375700000001,46651.84,-24.969435,0.07056757,7.995728,-3.0667179,0.9966796999999998,258.6578,0.3256776,0.00845465,-0.0010085214
47,0.55035245,8.659079,-0.15411197,5.765238,-61.92428,3.632161,-0.24338713,0.007553385,51.280285,0.011399278,30219.115,0.09126906,-142.78935,-3.0951676,1.689768,0.4759058,140.67892,0.12782681,0.061654706,1.153985,50.137688,0.6255785,0.059144825,4.1675324,82351.516,-20.223349,0.12538786,7.7664247,-3.0282176,0.9981167,496.4209,0.11221698,0.008805628000000001,-0.0015538210000000002
48,0.57108694,6.977003999999999,-0.48851943,5.1135416,-154.64568,2.8558922000000004,-0.38865584,0.0046090106,137.7267,0.02651015,90464.086,0.10577643,-214.56636,-2.7433052000000004,0.86939144,0.3532278,140.65819,0.14856129999999998,0.16215256,1.0087163000000001,145.4541,0.62436414,0.037777327,2.6747009999999998,221176.66,-11.900939,0.33856729999999996,6.349448000000001,-1.9218560000000002,0.99929804,904.7218,0.23082922,0.009261695,0.0003671256
49,0.5418155,7.242346,-0.09665519,5.3457465,-45.73449,3.2290822999999995,-0.21846575,0.008765655,38.07719,0.03423164,16271.28,0.09671822,-116.10831,-2.8874235,1.6588401999999998,0.3948767,140.68745,0.119289875,0.13768253,1.1789063999999998,36.104233,0.62607783,0.06996345,4.740289,61148.527,-21.706469,0.09282863,7.472488,-2.2708879,0.99746525,302.79544,0.32627657,0.008630648000000001,0.00022627757999999997
50,0.52741325,7.630019,-0.047870122,5.8375745000000006,-30.91217,3.6872487,-0.0042777658000000005,0.010041169,22.652382,0.018477406000000002,8267.244,0.08844764,-101.065384,-3.0922853999999997,2.199205,0.46575904,146.30268999999998,0.10019636,0.07343056,1.2815773000000001,18.76681,-8.3744545,0.0855602,5.496851400000001,43716.305,-26.628021,0.05060985,8.357882,-2.3276181,0.9908186999999999,249.9832,0.16406552,0.008316221,-0.0025212131
