,NOX_exp,ZN_negative,RM_negative,PTRATIO_negative,RM_zscore,PTRATIO_zscore,INDUS_zscore,ZN_recip,LSTAT_recip,DIS_recip,AGE_relu,RM_relu,PTRATIO_relu,LSTAT_tanh,NOX_tanh,ZN_tanh,RM_tanh,CRIM_radian,PTRATIO_radian,LSTAT_radian,CRIM_square,LSTAT_square,INDUS_square,RM_adde,LSTAT_adde,TAX_adde,MEDV
30,1.7125782,-0.0,-5.713,-21.0,-0.81438416,1.1764656,-0.43725798,0.0,0.044247787,0.23623909,94.1,5.713,21.0,1.0,0.4914725,0.0,0.9999782,0.019736357,0.36651915,0.3944444,1.2787313,510.76,66.259605,8.431282,25.318283,309.7183,12.7
31,1.7125782,-0.0,-6.072,-21.0,-0.30293137,1.1764656,-0.43725798,0.0,0.07668712,0.23952095,100.0,6.072,21.0,1.0,0.4914725,0.0,0.99998933,0.023644324,0.36651915,0.22759093,1.8352662,170.0416,66.259605,8.790281,15.758282,309.7183,14.5
32,1.7125782,-0.0,-5.95,-21.0,-0.47674003,1.1764656,-0.43725798,0.0,0.036088057,0.25062656,82.0,5.95,21.0,1.0,0.4914725,0.0,0.9999864,0.024224995,0.36651915,0.48363072,1.9265162,767.84406,66.259605,8.668282,30.42828,309.7183,13.2
33,1.7125782,-0.0,-5.701,-21.0,-0.8314795,1.1764656,-0.43725798,0.0,0.054495912,0.26404732,95.0,5.701,21.0,1.0,0.4914725,0.0,0.99997765,0.020101307,0.36651915,0.32026792,1.326459,336.7225,66.259605,8.419282,21.068283,309.7183,13.1
34,1.7125782,-0.0,-6.096,-21.0,-0.2687393,1.1764656,-0.43725798,0.0,0.04916421,0.2659716,96.9,6.096,21.0,1.0,0.4914725,0.0,0.99998987,0.02814902,0.36651915,0.35499996,2.6011884,413.7156,66.259605,8.814281,23.05828,309.7183,13.5
35,1.6470733,-0.0,-5.933,-19.2,-0.50095886,0.34421355,-0.7553404,0.0,0.10330578,0.29759246,68.2,5.933,19.2,1.0,0.46133038,0.0,0.99998593,0.0011199778,0.3351032,0.16894788,0.004117789,93.70241,35.5216,8.651281,12.398282,281.7183,18.9
36,1.6470733,-0.0,-5.841,-19.2,-0.63202745,0.34421355,-0.7553404,0.0,0.087642424,0.29604194,61.4,5.841,19.2,1.0,0.46133038,0.0,0.99998313,0.0017006488,0.3351032,0.19914207,0.009494553,130.1881,35.5216,8.559282,14.128282,281.7183,20.0
37,1.6470733,-0.0,-5.85,-19.2,-0.6192058,0.34421355,-0.7553404,0.0,0.11402508,0.25418127,41.5,5.85,19.2,0.99999994,0.46133038,0.0,0.99998343,0.0013987069,0.3351032,0.15306538,0.00642242,76.91291,35.5216,8.568281,11.488282,281.7183,21.0
38,1.6470733,-0.0,-5.966,-19.2,-0.4539451,0.34421355,-0.7553404,0.0,0.09871668,0.25992253,30.2,5.966,19.2,1.0,0.46133038,0.0,0.9999868,0.0030551988,0.3351032,0.17680186,0.030642504,102.616905,35.5216,8.684282,12.848282,281.7183,24.7
39,1.5341861,-75.0,-6.595,-18.3,0.44216475,-0.071913354,-1.1945275,75.0,0.23148148,0.18514746,21.8,6.595,18.3,0.9996463,0.40364856,1.0,0.99999624,0.00048223446,0.31939524,0.07539823,0.0007634169,18.662401,8.7025,9.313282,7.038282,254.71828,30.8
40,1.5341861,-75.0,-7.024,-18.3,1.0533438,-0.071913354,-1.1945275,75.0,0.5050505,0.18514746,15.8,7.024,18.3,0.962587,0.40364856,1.0,0.9999984,0.0005862561,0.31939524,0.034557518,0.0011282881,3.9204001,8.7025,9.742282,4.698282,254.71828,34.9
41,1.5651786,-0.0,-6.77,-17.9,0.6914803,-0.25685814,-0.6167266,0.0,0.20661156,0.17479767,2.9,6.77,17.9,0.99987495,0.42025363,0.0,0.9999974,0.0022242477,0.31241393,0.08447394,0.016240954,23.425602,47.748096,9.488281,7.558282,235.71828,26.6
42,1.5651786,-0.0,-6.169,-17.9,-0.16473933,-0.25685814,-0.6167266,0.0,0.17211704,0.17479767,6.6,6.169,17.9,0.99998206,0.42025363,0.0,0.99999124,0.0024696407,0.31241393,0.10140363,0.020022249,33.7561,47.748096,8.887281,8.528282,235.71828,25.3
43,1.5651786,-0.0,-6.211,-17.9,-0.10490392,-0.25685814,-0.6167266,0.0,0.13440861,0.17479767,6.5,6.211,17.9,0.9999993,0.42025363,0.0,0.99999195,0.0027813567,0.31241393,0.1298525,0.025395611,55.3536,47.748096,8.929281,10.158281,235.71828,24.7
44,1.5651786,-0.0,-6.069,-17.9,-0.3072057,-0.25685814,-0.6167266,0.0,0.10471204,0.17479767,40.0,6.069,17.9,1.0,0.42025363,0.0,0.9999893,0.0021413444,0.31241393,0.16667895,0.015052836,91.20251,47.748096,8.787281,12.268282,235.71828,21.2
45,1.5651786,-0.0,-5.682,-17.9,-0.8585481,-0.25685814,-0.6167266,0.0,0.097943194,0.19606306,33.8,5.682,17.9,1.0,0.42025363,0.0,0.9999768,0.0029918433,0.31241393,0.17819811,0.029384814,104.2441,47.748096,8.400282,12.928282,235.71828,19.3
46,1.5651786,-0.0,-5.786,-17.9,-0.71038413,-0.25685814,-0.6167266,0.0,0.07067138,0.19606306,33.3,5.786,17.9,1.0,0.42025363,0.0,0.99998116,0.0032875023,0.31241393,0.24696408,0.035479493,200.22249,47.748096,8.504282,16.868282,235.71828,20.0
47,1.5651786,-0.0,-6.03,-17.9,-0.36276677,-0.25685814,-0.6167266,0.0,0.05319149,0.17576545,85.5,6.03,17.9,1.0,0.42025363,0.0,0.99998844,0.0040015164,0.31241393,0.32812187,0.052564733,353.43997,47.748096,8.7482815,21.51828,235.71828,16.6
48,1.5651786,-0.0,-5.399,-17.9,-1.2617265,-0.25685814,-0.6167266,0.0,0.032456994,0.17035775,95.3,5.399,17.9,1.0,0.42025363,0.0,0.9999591,0.0044308677,0.31241393,0.53773594,0.06444998,949.25604,47.748096,8.117282,33.528282,235.71828,14.4
49,1.5651786,-0.0,-5.602,-17.9,-0.9725207,-0.25685814,-0.6167266,0.0,0.06172839,0.16426565,62.0,5.602,17.9,1.0,0.42025363,0.0,0.99997276,0.00383571,0.31241393,0.28274336,0.048298854,262.44003,47.748096,8.320282,18.918282,235.71828,19.4
50,1.5511552,-21.0,-5.963,-16.8,-0.45821947,-0.76545703,-0.8020314,21.0,0.07434944,0.1467416,45.7,5.963,16.8,1.0,0.4128152,1.0,0.99998677,0.0015486307,0.2932153,0.23474678,0.007873013,180.9025,31.809599,8.681282,16.168282,245.71828,19.7
51,1.5511552,-21.0,-6.115,-16.8,-0.24167141,-0.76545703,-0.8020314,21.0,0.10604454,0.1467416,63.0,6.115,16.8,1.0,0.4128152,1.0,0.9999902,0.0007569493,0.2932153,0.16458455,0.0018809569,88.924904,31.809599,8.8332815,12.148282,245.71828,20.5
52,1.5511552,-21.0,-6.511,-16.8,0.32249397,-0.76545703,-0.8020314,21.0,0.18939394,0.1467416,21.1,6.511,16.8,0.99994814,0.4128152,1.0,0.9999956,0.0009354965,0.2932153,0.092153385,0.0028729597,27.878403,31.809599,9.229282,7.998282,245.71828,25.0
53,1.5511552,-21.0,-5.998,-16.8,-0.40835595,-0.76545703,-0.8020314,21.0,0.11862396,0.1467416,21.4,5.998,16.8,0.9999999,0.4128152,1.0,0.99998766,0.00086934847,0.2932153,0.14713126,0.0024810361,71.0649,31.809599,8.716282,11.148282,245.71828,23.4
54,1.5068177,-75.0,-5.888,-21.1,-0.5650686,1.222702,-1.0413227,75.0,0.067567565,0.13661763,47.6,5.888,21.1,1.0,0.3884727,1.0,0.9999846,0.00023736477,0.36826447,0.25830874,0.00018496001,219.04001,16.0,8.606281,17.518282,471.7183,18.9
55,1.4963068,-90.0,-7.249,-17.9,1.3738918,-0.25685814,-1.4469507,90.0,0.20790021,0.11498747,21.9,7.249,17.9,0.99986726,0.38251293,1.0,0.999999,0.00022881266,0.31241393,0.08395033,0.00017187209,23.136099,1.4884001,9.967281,7.5282817,228.71828,35.4
56,1.5068177,-85.0,-6.383,-17.3,0.14013727,-0.5342758,-1.5169872,85.0,0.17331022,0.10884235,35.7,6.383,17.3,0.9999805,0.3884727,1.0,0.9999943,0.00035866516,0.30194193,0.1007055,0.0004223025,33.2929,0.54760003,9.101282,8.488281,315.7183,24.7
57,1.5083253,-100.0,-6.816,-15.1,0.7570146,-1.5514725,-1.4323598,100.0,0.25316456,0.120123014,40.5,6.816,15.1,0.9992588,0.38932148,1.0,0.9999976,0.00024993115,0.2635447,0.068940505,0.0002050624,15.6025,1.7424002,9.534282,6.6682816,258.7183,31.6
58,1.5730242,-25.0,-6.145,-19.7,-0.19893135,0.57539475,-0.8764452,25.0,0.14577259,0.12796234,29.2,6.145,19.7,0.9999978,0.42436185,1.0,0.9999908,0.002695661,0.34382987,0.119729586,0.023854801,47.0596,26.3169,8.863281,9.578281,286.7183,23.3
59,1.5730242,-25.0,-5.927,-19.7,-0.5095068,0.57539475,-0.8764452,25.0,0.10845987,0.14425851,47.2,5.927,19.7,1.0,0.42436185,1.0,0.99998575,0.001802576,0.34382987,0.16091935,0.010666759,85.00841,26.3169,8.645282,11.938282,286.7183,19.6
60,1.5730242,-25.0,-5.741,-19.7,-0.7744932,0.57539475,-0.8764452,25.0,0.07604563,0.13840064,66.2,5.741,19.7,1.0,0.42436185,1.0,0.9999794,0.0026061258,0.34382987,0.22951078,0.022296464,172.92249,26.3169,8.459282,15.868281,286.7183,18.7
61,1.5730242,-25.0,-5.966,-19.7,-0.4539451,0.57539475,-0.8764452,25.0,0.06925208,0.14665982,93.4,5.966,19.7,1.0,0.42436185,1.0,0.9999868,0.0029969048,0.34382987,0.25202554,0.029484324,208.51358,26.3169,8.684282,17.158281,286.7183,16.0
62,1.5730242,-25.0,-6.456,-19.7,0.2441373,0.57539475,-0.8764452,25.0,0.1485884,0.13839872,67.8,6.456,19.7,0.99999714,0.42436185,1.0,0.99999505,0.0019245746,0.34382987,0.11746066,0.012159473,45.2929,26.3169,9.174282,9.448282,286.7183,22.2
63,1.5730242,-25.0,-6.762,-19.7,0.68008316,0.57539475,-0.8764452,25.0,0.10526316,0.12529916,43.4,6.762,19.7,1.0,0.42436185,1.0,0.9999973,0.0022078415,0.34382987,0.16580628,0.016002249,90.25,26.3169,9.480282,12.218282,286.7183,25.0
64,1.5160375,-17.5,-7.104,-18.6,1.1673164,0.06679591,-1.4236052,17.5,0.1242236,0.10842576,59.5,7.104,18.6,0.9999998,0.39363983,1.0,0.9999986,0.0003405137,0.32463124,0.14049901,0.00038064006,64.802505,1.9044,9.822282,10.768282,218.71828,33.0
65,1.488844,-80.0,-6.29,-16.1,0.00764411,-1.0891101,-1.1332456,80.0,0.21413276,0.15125161,17.8,6.29,16.1,0.99982435,0.37823638,1.0,0.99999315,0.000625526,0.28099802,0.08150688,0.0012845057,21.8089,11.356899,9.008282,7.388282,339.7183,23.5
66,1.488844,-80.0,-5.787,-16.1,-0.70895886,-1.0891101,-1.1332456,80.0,0.09765625,0.15125161,31.1,5.787,16.1,1.0,0.37823638,1.0,0.99998116,0.0007642797,0.28099802,0.17872171,0.0019175642,104.8576,11.356899,8.505281,12.9582815,339.7183,19.4
67,1.5053117,-12.5,-5.878,-18.9,-0.5793155,0.20550428,-0.73929036,12.5,0.12345678,0.1538935,21.4,5.878,18.9,0.9999998,0.38762328,1.0,0.9999843,0.0010103711,0.3298672,0.14137168,0.0033512523,65.61001,36.844902,8.596281,10.818282,347.7183,22.0
68,1.5053117,-12.5,-5.594,-18.9,-0.9839185,0.20550428,-0.73929036,12.5,0.07639419,0.1538935,36.8,5.594,18.9,1.0,0.38762328,1.0,0.99997234,0.0023656192,0.3298672,0.2284636,0.01837109,171.3481,36.844902,8.312282,15.808282,347.7183,17.4
69,1.5053117,-12.5,-5.885,-18.9,-0.56934226,0.20550428,-0.73929036,12.5,0.11376564,0.1538935,33.0,5.885,18.9,0.99999994,0.38762328,1.0,0.99998456,0.002236814,0.3298672,0.15341444,0.016424986,77.2641,36.844902,8.603282,11.508282,347.7183,20.9
70,1.5113449,-0.0,-6.417,-19.2,0.18857557,0.34421355,-0.04768001,0.0,0.14880952,0.18913245,6.6,6.417,19.2,0.9999971,0.39101693,0.0,0.99999464,0.0015404277,0.3351032,0.11728612,0.007789828,45.158398,116.85611,9.135282,9.438282,307.7183,24.2
71,1.5113449,-0.0,-5.961,-19.2,-0.46106857,0.34421355,-0.04768001,0.0,0.10121457,0.18913245,17.5,5.961,19.2,1.0,0.39101693,0.0,0.9999867,0.0027708847,0.3351032,0.17243853,0.025204737,97.6144,116.85611,8.679281,12.598282,307.7183,21.7
72,1.5113449,-0.0,-6.065,-19.2,-0.31290394,0.34421355,-0.04768001,0.0,0.18115942,0.18913245,7.8,6.065,19.2,0.99996793,0.39101693,0.0,0.9999892,0.0015994197,0.3351032,0.096342176,0.00839789,30.4704,116.85611,8.783281,8.238281,307.7183,22.8
73,1.5113449,-0.0,-6.245,-19.2,-0.056465637,0.34421355,-0.04768001,0.0,0.132626,0.18913245,6.2,6.245,19.2,0.99999946,0.39101693,0.0,0.9999925,0.0034101987,0.3351032,0.13159782,0.03817725,56.8516,116.85611,8.963282,10.258282,307.7183,23.4
74,1.5480561,-0.0,-6.273,-18.7,-0.01657537,0.113032326,0.2470568,0.0,0.14749262,0.23521109,6.0,6.273,18.7,0.99999744,0.41115472,0.0,0.9999929,0.001378112,0.3263766,0.118333325,0.0062346817,45.968403,164.6089,8.9912815,9.4982815,400.7183,24.1
75,1.5480561,-0.0,-6.286,-18.7,0.0019452089,0.113032326,0.2470568,0.0,0.111856826,0.2220939,45.0,6.286,18.7,0.99999994,0.41115472,0.0,0.9999931,0.0016601571,0.3263766,0.15603243,0.009047814,79.92359,164.6089,9.004282,11.658281,400.7183,21.4
76,1.5480561,-0.0,-6.279,-18.7,-0.008027358,0.113032326,0.2470568,0.0,0.08354219,0.24677953,74.5,6.279,18.7,1.0,0.41115472,0.0,0.99999297,0.0017720328,0.3263766,0.20891592,0.010308341,143.2809,164.6089,8.997282,14.688282,400.7183,20.0
77,1.5480561,-0.0,-6.14,-18.7,-0.2060548,0.113032326,0.2470568,0.0,0.09737098,0.2444689,45.8,6.14,18.7,1.0,0.41115472,0.0,0.9999907,0.0015196583,0.3263766,0.17924532,0.0075811855,105.47291,164.6089,8.858282,12.988282,400.7183,20.8
78,1.5480561,-0.0,-6.232,-18.7,-0.07498622,0.113032326,0.2470568,0.0,0.081037275,0.19943759,53.7,6.232,18.7,1.0,0.41115472,0.0,0.99999225,0.0009854129,0.3263766,0.21537364,0.0031877316,152.2756,164.6089,8.950281,15.058282,400.7183,21.2
79,1.5480561,-0.0,-5.874,-18.7,-0.58501375,0.113032326,0.2470568,0.0,0.1098901,0.2220939,36.6,5.874,18.7,1.0,0.41115472,0.0,0.9999842,0.0014638077,0.3263766,0.15882497,0.007034177,82.810005,164.6089,8.592281,11.818282,400.7183,20.3
80,1.5311207,-25.0,-6.727,-19.0,0.63022035,0.25174072,-0.9158407,25.0,0.18903592,0.18516117,33.5,6.727,19.0,0.99994916,0.40197307,1.0,0.99999714,0.0007178539,0.33161256,0.092327915,0.0016916768,27.9841,23.619602,9.445282,8.008282,283.7183,28.0
81,1.5311207,-25.0,-6.619,-19.0,0.4763568,0.25174072,-0.9158407,25.0,0.13850416,0.18516117,70.4,6.619,19.0,0.9999989,0.40197307,1.0,0.9999964,0.0007787659,0.33161256,0.12601277,0.0019909444,52.128395,23.619602,9.337282,9.938282,283.7183,23.9
82,1.5311207,-25.0,-6.302,-19.0,0.024740133,0.25174072,-0.9158407,25.0,0.14880952,0.18516117,32.2,6.302,19.0,0.9999971,0.40197307,1.0,0.99999326,0.0006386159,0.33161256,0.11728612,0.001338828,45.158398,23.619602,9.020282,9.438282,283.7183,24.8
83,1.5311207,-25.0,-6.167,-19.0,-0.16758911,0.25174072,-0.9158407,25.0,0.1331558,0.18516117,46.7,6.167,19.0,0.9999994,0.40197307,1.0,0.9999912,0.0006197664,0.33161256,0.13107423,0.0012609601,56.400105,23.619602,8.885282,10.228282,283.7183,22.9
84,1.5667446,-0.0,-6.389,-18.5,0.14868528,0.020559488,-0.9698272,0.0,0.103950106,0.20923129,48.0,6.389,18.5,1.0,0.42107663,0.0,0.99999434,0.0008829621,0.3228859,0.16790067,0.0025593482,92.544395,20.160097,9.107282,12.338282,249.71828,23.9
85,1.5667446,-0.0,-6.63,-18.5,0.49202827,0.020559488,-0.9698272,0.0,0.15313935,0.22534196,56.1,6.63,18.5,0.99999577,0.42107663,0.0,0.99999654,0.0010009463,0.3228859,0.113970004,0.0032890223,42.640903,20.160097,9.348282,9.2482815,249.71828,26.6
86,1.5667446,-0.0,-6.015,-18.5,-0.38413715,0.020559488,-0.9698272,0.0,0.0777605,0.2258764,45.1,6.015,18.5,1.0,0.42107663,0.0,0.9999881,0.0009054768,0.3228859,0.22444934,0.002691534,165.3796,20.160097,8.733282,15.578281,249.71828,22.5
87,1.5667446,-0.0,-6.121,-18.5,-0.2331234,0.020559488,-0.9698272,0.0,0.11848342,0.26683745,56.8,6.121,18.5,0.9999999,0.42107663,0.0,0.99999034,0.0012480849,0.3228859,0.14730579,0.0051136804,71.23359,20.160097,8.839281,11.158281,249.71828,22.2
88,1.6306846,-0.0,-7.007,-17.8,1.0291244,-0.30309457,-1.1274092,0.0,0.18181819,0.2922524,86.3,7.007,17.8,0.9999666,0.45342234,0.0,0.99999833,0.0009878564,0.3106686,0.09599311,0.0032035601,30.25,11.6281,9.725282,8.218282,272.7183,23.6
89,1.6306846,-0.0,-7.079,-17.8,1.1316998,-0.30309457,-1.1274092,0.0,0.1754386,0.29286864,63.1,7.079,17.8,0.9999776,0.45342234,0.0,0.99999857,0.0009253736,0.3106686,0.099483766,0.0028111204,32.489998,11.6281,9.797281,8.418282,272.7183,28.7
90,1.6306846,-0.0,-6.417,-17.8,0.18857557,-0.30309457,-1.1274092,0.0,0.113507375,0.3233839,66.1,6.417,17.8,0.99999994,0.45342234,0.0,0.99999464,0.0008175122,0.3106686,0.15376352,0.0021939857,77.616104,11.6281,9.135282,11.528282,272.7183,22.6
91,1.6306846,-0.0,-6.405,-17.8,0.17148021,-0.30309457,-1.1274092,0.0,0.12195122,0.32340482,73.9,6.405,17.8,0.9999998,0.45342234,0.0,0.9999945,0.00068626343,0.3106686,0.143117,0.0015460624,67.24,11.6281,9.1232815,10.918282,272.7183,22.0
92,1.5904229,-28.0,-6.442,-18.2,0.22419216,-0.11814889,0.5695164,28.0,0.12254902,0.27278432,53.6,6.442,18.2,0.9999998,0.43333873,1.0,0.99999493,0.0007335619,0.31764993,0.14241886,0.0017665208,66.585594,226.2016,9.160282,10.878282,272.7183,22.9
