,oz13_mmnorm,oz2_mmnorm,oz42_mmnorm,oz1_mmnorm,oz11_mmnorm,oz35_mmnorm,oz1_negative,oz49_negative,oz22_negative,oz50_negative,oz37_negative,oz4_negative,oz6_adde,oz36_adde,oz23_adde,oz19_adde,oz2_adde,oz31_adde,oz47_sin,oz49_sin,oz42_sin,oz46_sin,oz25_sin,oz2_sin,(oz2-oz28),(oz27-oz34),(oz12-oz30),(oz9-oz13),(oz17-oz44),(oz47-oz48),(oz28-oz37),(oz29-oz38),(oz7-oz23),(oz9-oz24),(oz2-oz25),(oz1-oz10),(oz23-oz34),(oz21-oz38),(oz23-oz32),(oz5-oz36),oz10_abs,oz34_abs,oz6_abs,oz5_abs,oz2_abs,oz1_abs,oz3_abs,(oz40+oz46),(oz20+oz41),(oz16+oz36),(oz1+oz37),(oz24+oz45),(oz5+oz21),(oz13+oz28),(oz2+oz42),(oz13+oz33),(oz30+oz32),(oz4+oz40),(oz20+oz39),(oz4+oz14),(oz24+oz32),(oz39+oz42),(oz9+oz18),(oz2+oz10),(oz31+oz50),oz5_square,oz2_square,oz36_square,oz7_square,oz42_square,oz35_square,oz51
10,0.3068748,0.9196197,0.16368867,0.82411337,0.33828065,0.10673486,-1.4367795,0.967526,-1.6244504,-1.1912425,-1.7105802,0.3303652,3.9819264,1.790204,2.4606302,3.2864308,4.160389,3.5255542,-0.12731354,-0.82348466,-0.8912474,0.15051866,-0.081033684,0.991731,0.8373881,-1.355863,1.6528506,1.1613947,-1.213643,-0.016263515,-1.1058612,-0.4542544,-0.5854938,-0.61617017,1.5232297,0.55067784,-1.2886271,-0.7469902,1.0472696,1.0624557,0.88610166,1.0309757,1.2636448,0.13437794,1.4421071,1.4367795,0.43196493,1.4430846,0.052619576,-0.012070477,3.1473598,0.05223608,-1.2511605,-0.041269243,0.34201884,-1.5144354,-2.0856593,0.9616265,2.4164443,-1.3513939,-0.17334437,0.3592366,-0.36255687,2.3282087,1.9985148,0.018057432,2.0796728,0.8613283,0.710894,1.2101941,1.9425632,0.5329591
11,0.51823497,0.01826963,0.423128,0.2049596,0.97554576,0.41646016,1.1787708,0.4113855,0.5347711,-0.048762284,1.6283529,-1.3714511,4.1612673,1.0921698,3.395663,4.462585,1.0862591,2.2090707,0.038007393,-0.39987963,-0.19493604,0.06463892,0.8913503,-0.99812627,-2.4288497,-1.0813973,-0.49862075,-1.2583891,-2.2179472,-1.2496351,2.42518,0.34363812,-0.14948648,-0.031111717,-2.732338,-2.8512826,-0.9919289,-1.6057916,1.0804985,1.0860568,1.6725119,1.6693101,1.4429857,0.54005516,1.6320226,1.1787708,0.66807187,0.687655,0.995395,-0.9331473,-2.8071237,-0.535463,-1.6193712,0.87750053,-1.8282149,0.083969966,-1.4130546,1.9944221,0.30216947,-0.31836355,-1.5497212,-0.18188441,-1.3535388,0.040489316,-0.46044865,0.29165956,2.663498,2.6442401,0.27867284,0.038491394,0.101430394,0.29741475
12,0.37008798,0.7512469,0.02821344,0.7499217,0.22092915,0.8107139,-1.1233646,0.93166834,0.030944347,-1.4290501,0.45375577,1.5192893,1.5818418,2.3440437,3.8876987,2.271044,3.5861397,3.367588,0.7471201,-0.80261624,-0.99999917,0.8736949,-0.85653484,0.76294583,1.2236537,0.9467612,-1.780967,-0.3147113,-0.67365724,1.7592998,0.097959936,-1.2898054,-2.8550935,-2.4281945,1.8963753,0.08882797,1.7121112,-2.140592,0.55590796,-0.23068982,1.0345366,0.5426945,1.1364399,0.6049277,0.8678578,1.1233646,1.1092224,0.88496137,-3.0268464,0.2539673,0.66960883,2.4912648,-1.4990785,-0.7844556,-0.704231,-1.2150854,1.9794363,-1.6970744,-0.07271552,-0.93186456,2.2983322,0.037732482,0.22591758,1.9023944,2.0783565,0.36593753,0.75317717,0.140054,2.8415055,2.4714632,1.1030341,-2.1735432
13,0.7088265,0.553868,0.8975086,0.47177413,0.085812494,0.34385017,0.051640715,-0.999957,0.1272596,-0.33121455,-0.86972886,-1.1428717,1.7936258,2.0783195,0.9907266,1.281095,2.9129622,2.5871356,0.9149928,0.8414478,0.9934829,0.9378297,-0.98614997,0.19345301,-0.052898422,2.291521,1.4122504,0.29394615,1.3764671,2.130005,-0.62215,0.47909927,0.23541021,2.670231,1.5988507,0.42589456,-0.241817,-1.029609,-2.376711,-1.1366055,0.47753528,1.4857382,0.92465585,1.7765678,0.19468044,0.051640715,0.06969433,1.8496982,2.3568907,-1.3405571,0.8180882,-1.7234808,-2.0800376,0.9835106,1.6512474,2.4510531,-0.7982961,1.7762462,0.95858955,2.7486348,-0.99119735,1.5755076,1.6624961,-0.28285486,0.20006838,3.1561933,0.037900474,0.40955177,2.2264965,2.1215873,0.3255414,0.49421415
14,0.5605935,0.7752363,0.78409696,0.6667698,0.087436944,0.9088084,-0.7720982,-1.5209038,0.81062007,1.2784867,1.4514693,-0.8091252,3.8132463,3.6060507,3.708928,1.2011921,3.6679573,1.1618447,-0.027213752,0.99875563,0.87305695,0.9098132,-0.7311042,0.8132267,-0.4298765,2.9849143,0.2513088,0.51727825,-0.16413707,0.688218,2.8310213,-2.5616755,-2.4736981,-0.16946322,1.7696145,0.3259581,2.348353,-1.3238739,1.8903999,-0.9467457,0.44614008,1.3577065,1.0949646,0.058976714,0.9496755,0.7720982,0.22549845,0.40100515,0.9513048,1.4916556,-0.6793711,-0.5119082,-0.12909149,1.605855,2.0111122,1.307134,-1.7849731,0.067296505,-1.4719051,2.1015558,0.013290882,0.2897706,0.75168616,1.3958156,-2.8349237,0.0034782528,0.90188354,0.78813374,2.1994421,1.1266477,1.9343535,-1.7463932
15,0.3110803,0.04243565,0.040812165,0.18023229,0.013496048,0.48963392,1.2832288,1.2853315,0.2944251,0.1945134,1.0544395,-1.6613168,1.2594949,2.7581534,3.9696617,3.24757,1.1686794,3.6667786,-0.6796912,-0.95953083,-0.9990927,0.89364225,0.11704354,-0.9997754,-0.50897825,-2.0015419,1.3809038,1.7721525,0.8947852,-1.991607,0.013815403,-0.17132425,-1.6770778,1.8939323,-1.6669148,-1.7552583,-0.09040856,-1.4235517,0.44775808,0.24162468,0.47202957,1.3417884,1.4587868,0.28149638,1.5496024,1.2832288,0.007879626,1.8123958,1.2655985,-1.4703774,-2.3376684,0.6221606,-1.4574275,-1.6721538,-3.077797,-0.3571133,-0.48676395,2.368316,2.8202763,-0.18165743,0.05031222,-0.019001007,0.7807498,-1.0775728,0.75398344,0.07924021,2.4012675,0.0015897522,0.18121874,2.3353782,0.0041529164,0.47186306
16,0.6511575,0.12815252,0.35079473,0.36457235,0.44089186,0.65952605,0.5045034,-1.0666333,-0.93798006,0.8033576,-1.5616665,-0.11868414,3.5850756,3.6788805,2.5550506,2.3419633,1.4610239,1.9940978,-0.2682508,0.8755791,-0.4333476,0.8918744,-0.75394195,-0.95124817,0.36012328,1.5943193,0.58981097,-0.6020727,1.9100178,-1.2310727,-3.1790476,-0.67939305,0.7392056,1.5390711,-0.40321577,0.9124791,0.8149464,-1.4353194,0.4959865,-1.223684,1.4169825,0.97817755,0.8667938,0.26308516,1.2572578,0.5045034,1.7322459,2.3374119,0.30726314,-0.38145536,1.057163,-0.16208088,-1.4800556,-1.0797167,-1.7054617,-0.903406,0.32830095,1.3546233,-1.8586245,-1.0350285,-2.262697,-1.0182809,-0.87988174,-2.6742404,-1.5275415,0.0692138,1.5806972,0.92275,0.33174664,0.20088682,0.27601746,0.9416632
17,0.3691389,0.10246197,0.7178462,0.080248415,0.14953804,0.17043081,1.7056001,1.3518766,-1.4605167,0.58937144,0.01994747,0.31087923,1.3793361,1.4652008,1.7468598,3.5595758,1.3734041,1.6727802,0.35579422,-0.97613263,0.7383474,-0.9999725,0.99326,-0.97458875,-0.5274801,0.80552423,-0.14719021,0.27665067,0.36771917,1.7268734,-0.79745,0.83195305,0.18045807,0.98415625,-2.7995052,-2.8351388,-0.62028766,0.6534967,-2.0123327,2.2147918,1.1295387,0.35113433,1.3389456,0.9617108,1.3448776,1.7056001,1.3514953,-0.7495444,-1.522634,-0.3881905,-1.7255476,-0.33258712,0.7349325,-1.2493203,-0.51426095,-0.82869136,1.0733411,0.5029578,0.2327931,-0.5248898,-0.09851766,1.9134231,0.803019,-0.21533895,-1.634873,0.92488766,1.8086958,1.5702119,0.62562394,0.689924,1.3750484,-0.045541886
18,0.6647758,0.9496182,0.079958394,0.7322811,0.062270224,0.83309543,-1.0488437,1.3275002,0.5288066,-1.6361421,0.43525484,-1.7574714,3.615879,2.8455167,3.1902494,2.9940128,4.2627015,1.6329335,-0.9999644,-0.9705492,-0.9840242,0.5902156,-0.8216327,0.99965215,0.25076854,0.37467992,0.5251869,-1.8103988,0.5500127,-1.3213731,1.7289059,1.5025666,-1.3626397,-0.60434645,2.508689,0.91779935,1.2319775,-0.43809736,-0.3989448,1.075594,0.1310444,0.76000994,0.8975973,1.2028289,1.5444196,1.0488437,0.28471875,1.2840459,1.8311648,0.7036194,0.6135889,0.25755608,0.55064464,1.8781356,0.15261209,1.1809579,0.9337086,2.4101915,0.16397715,1.6364622,0.24934447,-2.575501,-1.3011099,1.675464,0.5507939,1.4467974,2.385232,0.01618874,0.7932969,1.9371283,1.2722864,0.6522286
19,0.22934912,0.21341845,0.8525308,0.083422184,0.12236732,0.10282288,1.6921929,-1.5673852,-1.0358534,-0.42964232,-1.8255548,0.15780948,1.7092831,2.31966,1.4507644,4.4208717,1.7518306,3.0473154,-0.87618107,0.99999416,0.9635214,0.17237625,-0.081139944,-0.8228744,0.44004387,-2.1555395,1.2761226,1.3765737,-0.7665029,0.54329157,-3.23205,-1.3826492,0.89683855,1.2084002,-0.88522196,-2.3015285,-1.872952,-1.4042833,-0.11617112,1.372371,0.6093354,0.60543466,1.0089986,0.9737492,0.9664512,1.6921929,1.6100615,1.3192616,0.19184521,-1.5062255,0.13336194,0.60286534,-0.76590985,-2.3190186,0.33341128,-1.5323254,-2.2128673,0.98821056,-1.1399841,0.46036482,-1.8956963,-0.45896983,1.6120058,-0.3571158,0.75867593,0.94818753,0.93402797,0.15889934,0.13740276,1.6896425,1.9806057,0.49356455
20,0.15137547,0.7552047,0.23642725,0.7323293,0.41971186,0.9479303,-1.0490474,-1.5158176,0.7433009,-0.27806213,0.22004347,-0.44471025,2.3173387,1.4998708,1.0951927,3.9379323,3.5996377,3.3333724,-0.39669478,0.9984891,-0.7490748,-0.6516006,0.84497327,0.7716022,1.2604761,-0.08350831,-1.6438584,-0.45775855,-0.4311161,-0.29468992,-0.15907659,1.9874496,-0.0059127808,-3.289383,-0.12515908,-0.26608706,-2.4471552,0.058666766,-0.46442842,0.6939732,1.3151344,0.82406616,0.40094304,0.5244378,0.88135606,1.0490474,1.2374783,-0.26090333,-1.4430747,0.45490682,0.8290039,3.0082097,-1.4160678,-1.5597191,0.03469163,-0.09244847,-0.005823493,0.8934995,-0.4079482,2.0497403,0.49236488,-0.0627659,-3.1363473,2.1964905,0.8931527,0.275035,0.77678853,1.4845253,2.653647,0.7168407,2.3306,-1.0148157
21,0.03213686,0.07195098,0.5916237,0.16354989,0.9702619,0.76835155,1.3537018,-0.9981315,-0.12831824,0.37389746,0.7021431,-0.05105182,1.468068,2.2226956,3.8683825,2.1818075,1.2693439,1.721597,-0.31772816,0.84045994,0.38097724,-0.24055138,0.9986272,-0.99258447,-2.0894284,-0.33923948,1.7157747,0.82615113,2.29302,-0.7300078,1.3426337,-0.34454522,0.48475075,-1.4908473,-2.96733,-0.3579079,-0.5025928,-1.6819679,1.0734438,1.2173594,0.99579394,1.6526935,1.2502137,0.7217733,1.4489379,1.3537018,0.4272695,0.67562574,-1.5067809,0.61799026,-2.0558448,-0.6063919,-0.71936923,-0.95005375,-1.0580848,-2.5822303,-0.45091015,0.9696114,1.8641515,-1.2123784,0.803111,2.1337783,0.31306493,-2.4447317,-1.3705822,0.52095675,2.099421,0.2456056,2.6727393,0.15276608,0.8157421,-0.17618123
22,0.4102373,0.69740325,0.8076875,0.60609996,0.91687375,0.18157904,-0.51580477,1.3830049,0.5842632,-0.27017388,0.3645205,-0.33721322,1.1531781,2.454207,4.4180794,2.196899,3.402501,3.2904663,0.8893871,-0.98241895,0.9101421,-0.75743526,-0.22023621,0.6320682,-0.06535983,0.81976116,0.38112324,-0.38419306,-2.903226,0.9900044,1.1140996,-0.28651702,-2.7548654,-0.24116108,0.9062759,0.7207508,2.1408107,-0.8083208,0.47452545,0.5971117,0.20494601,0.4410133,1.5651037,0.333037,0.6842193,0.51580477,1.2067051,-1.9996313,-1.1294472,1.0034486,0.15128428,0.2482548,1.0562521,0.4589538,1.8278463,-1.3522493,1.2547135,-0.8030421,0.74300927,0.2240228,0.7916148,2.6345463,0.21685714,0.4792733,0.84235835,0.110913634,0.46815604,0.06973544,1.1131682,1.3078828,1.2857772,-0.8286966
23,0.45281133,0.85816884,0.14073958,0.8425211,0.9560085,0.77114815,-1.5145409,1.2659487,0.30956748,-0.1907501,-0.17348485,-0.58457875,1.5316411,3.7693572,1.911901,2.3717031,3.9508057,2.3610969,0.81261784,-0.9538927,-0.92462265,-0.96375877,0.46768507,0.9433294,1.321695,0.22005314,1.3191185,0.45610157,-0.64431,-0.017711401,-0.26265594,-0.62454987,-0.8579315,-1.1085162,0.74585396,-0.24362707,0.039411843,0.6855378,-0.522912,-1.3970697,1.758168,0.8457926,1.1866406,0.34599423,1.2325239,1.5145409,0.82731634,-0.21650171,-3.0720687,2.2206204,1.6880257,2.9742408,-0.1549525,-0.23342592,0.05248022,-1.1918188,-1.584025,2.208919,-2.6716256,-0.56244326,1.1368942,-2.1159167,1.5594643,2.990692,-0.16643466,0.11971201,1.5191152,1.1047596,2.7699351,1.3925031,0.8333745,0.07505888
24,0.009802759,0.41747215,0.04854276,0.406816,0.67446816,0.35920262,0.32604948,1.0708802,-0.76274043,0.032786895,-0.8052773,0.07203118,4.344369,1.8110029,1.4036684,1.7446115,2.4477727,2.2937424,-0.9266923,-0.8776228,-0.9975834,0.9999197,-0.31885436,-0.26722202,-1.7638557,-1.5565885,-2.3997238,0.9541499,-1.1035942,-1.8634304,0.6880693,1.3277689,3.026056,-1.9214559,0.054011434,-1.264296,-2.2959018,1.1334479,-2.295116,0.18281674,0.9382466,0.98128855,1.6260872,0.72446215,0.27050906,0.32604948,0.046085414,0.32774043,-2.030346,-0.27208853,0.4792278,1.1750699,-0.7238602,-0.17398298,-1.7717698,-2.3032727,2.5070903,-1.3024169,-0.6295818,-1.5583177,2.1887789,-0.8447491,-2.1477518,0.66773754,-0.45732623,0.5248454,0.073175155,0.823155,2.9290361,2.253784,0.26756108,0.7188409
25,0.6509789,0.2026539,0.6091827,0.41190642,0.82141626,0.5899516,0.30454555,0.7642442,0.38880283,-0.5729467,-1.7323706,0.8824219,2.1528208,3.9629376,2.9170568,3.6470058,1.7151171,2.2388132,-0.90393335,-0.69199157,0.4367917,-0.38184318,0.7199577,-0.84317666,-2.3272686,2.0127268,1.7184155,0.23827803,-2.612052,-0.6947177,-0.40826666,1.8701587,-0.71192384,1.7485518,-1.806906,1.2916343,1.730588,0.44778317,-1.215256,-2.9280427,1.5961798,1.5318129,0.56546086,1.6833868,1.0031646,0.30454555,1.3313068,1.2563566,0.6285668,1.8500576,1.4278251,-0.45737696,-2.5244055,1.8611543,-0.5511356,0.24483654,0.9349484,0.7657245,1.4178926,-2.296465,0.44080758,0.37670785,0.21747363,-2.5993445,0.0934782,2.833791,1.0063393,1.5491682,0.26332173,0.20433027,0.08056002,0.14077723
26,0.6178818,0.81723064,0.7737397,0.6898475,0.40013734,0.37633756,-0.86958766,1.3057805,0.3307051,1.0205649,-1.6252831,1.5573136,2.1412222,3.0754137,1.8980315,4.13798,3.8111825,3.9188137,0.39290273,-0.96508837,0.8548966,-0.92135406,-0.51975465,0.8879647,0.99489236,0.7901062,-2.0706754,0.35171926,-0.040485382,1.2373381,-1.5272747,-1.445867,1.9209216,1.0072875,1.6394645,-0.14458919,-0.45412642,-0.5909989,0.54161066,-1.3802112,1.0141768,0.3661238,0.57705945,1.0230793,1.0929008,0.86958766,0.2370032,-2.376227,2.106807,0.3946757,2.4948707,-1.0350002,-1.6975214,0.52127,2.1182523,-0.9879789,-0.69649637,-2.7619908,2.5402675,-0.12319291,-1.5941675,2.0129032,1.4122778,2.1070776,0.17996705,1.0466912,1.194432,0.12754324,1.2114775,1.0513457,0.20955844,-2.4610915
27,0.92192006,0.8028058,0.8752927,0.7843877,0.48774472,0.84516203,-1.2689627,-1.2738585,0.7270544,1.6265345,-0.37872067,-1.3059919,3.9585543,3.4486132,3.6965547,2.106491,3.7619853,3.4334264,-0.98840314,0.95623696,0.98169506,-0.85319674,0.68150365,0.86427313,0.37503415,-1.3227935,-0.756836,-3.062689,0.33462894,-1.6665409,0.28994873,1.4815295,-1.4938172,-1.8631966,0.29388815,0.6518623,0.9804001,1.3217872,-0.39609402,-1.7205251,0.6171004,0.002127093,1.2402726,0.9901936,1.0437036,1.2689627,0.647687,-1.9486208,-0.55404836,-0.2422241,1.6476834,-0.45196512,-1.2891153,2.1372223,2.4228697,-0.14000261,1.8431287,0.3794548,-1.8015063,0.28298104,1.6434275,-0.092268944,-0.20171297,1.660804,-0.9113898,0.98048335,1.0893171,0.53338414,0.26578587,1.9020989,1.3685454,-0.830148
