,oz42_sin_exp,oz2_sin_exp,oz2_adde_ln,oz10_abs_ln,oz6_adde_ln,oz3_abs_ln,oz1_mmnorm_relu,oz47_sin_relu,oz36_adde_relu,oz3_abs_relu,oz2_adde_relu,(oz2+oz10)_relu,(oz23-oz32)_relu,(oz2-oz28)_relu,(oz27-oz34)_mmnorm,oz6_adde_mmnorm,oz2_mmnorm_mmnorm,(oz5+oz21)_mmnorm,oz42_sin_mmnorm,oz2_adde_mmnorm,(oz2-oz25)_mmnorm,oz1_negative_mmnorm,((oz2+oz10)+(oz31+oz50)),(oz6_adde+oz4),((oz40+oz46)+oz37),(oz34_abs+oz14),((oz24+oz32)+oz1),(oz19_adde+(oz23-oz32)),((oz28-oz37)+oz23),(oz49_negative+oz50_negative),(oz2_mmnorm+oz29),(oz23_adde+oz5),((oz27-oz34)+oz37),(oz1_abs+oz15),((oz20+oz41)+oz17),(oz1_negative+(oz39+oz42)),(oz31_adde+oz19),(oz1_negative+oz4),((oz47-oz48)+oz7_square),(oz13_mmnorm+oz17),(oz2_abs+oz2),(oz46_sin+(oz24+oz45)),((oz16+oz36)+oz16),(oz47_sin+oz47),(oz4_negative+(oz4+oz14)),(oz11_mmnorm+oz47_sin),(oz34_abs+oz39),(oz6_abs+(oz4+oz14)),((oz1+oz37)+oz48),((oz20+oz41)+(oz4+oz40)),(oz1_mmnorm+oz41),((oz9-oz13)+oz26),(oz3_abs+oz22),(oz2_sin+oz23),(oz2_mmnorm+oz2),(oz23_adde+oz49),((oz40+oz46)+oz41),(oz1_negative+(oz1-oz10)),(oz47_sin+oz41),(oz36_adde+oz24),(oz2_square+oz17),oz2_mmnorm_zscore,oz4_negative_zscore,(oz31+oz50)_zscore,oz42_sin_zscore,(oz2+oz10)_zscore,(oz13+oz33)_zscore,(oz39+oz42)_zscore,oz19_adde_zscore,(oz20+oz41)_adde,oz6_adde_adde,oz50_negative_adde,oz1_abs_adde,oz1_mmnorm_adde,oz49_sin_adde,oz2_abs_adde,oz42_sin_adde,oz2_adde_tanh,(oz39+oz42)_tanh,oz31_adde_tanh,(oz30+oz32)_tanh,oz6_abs_tanh,oz2_abs_tanh,oz3_abs_tanh,oz25_sin_tanh,oz51
10,0.41014382,2.695897,1.4256085,-0.12092359,1.3817657,-0.8394109,0.82411337,-0.0,1.790204,0.43196493,4.160389,2.3282087,1.0472696,0.8373881,0.29079312,0.88727015,0.9196197,0.32310575,0.054376017,0.91961974,0.7444693,0.17588666,4.3267236,3.6515613,3.1536648,0.009946942,1.2634351,4.3337,-1.3635126,-0.22371644,-0.17318296,2.5950081,0.35471725,-0.19740188,0.115529165,-1.0775429,4.0937033,-1.7671447,0.6946305,0.3697844,2.8842142,0.20275474,0.9039368,-0.25497353,-1.0210288,0.21096711,2.4903007,-0.08774912,3.0359633,1.0142461,-0.08038664,0.26473385,2.0564153,0.7340795,2.3617268,1.4931042,0.5385846,-0.88610166,-1.0318135,2.9217806,2.1425824,1.4435514,0.33069608,1.401562,-1.1962825,1.6676149,-1.04694,0.25979546,0.5687181,2.7709012,6.700208,1.5270393,4.1550612,3.542395,1.8947971,4.160389,1.8270344,0.9995133,0.3445414,0.9982686,-0.96960527,0.8520658,0.8941211,0.40696216,-0.080856785,0.5329591
11,0.8228873,0.3685694,0.0827398,0.51432663,1.4258196,-0.40335953,0.2049596,0.038007393,1.0921698,0.66807187,1.0862591,0.040489316,1.0804985,-0.0,0.3308038,0.94209296,0.01826963,0.26539147,0.40253255,0.01826963,0.08450424,0.79504037,-0.41995934,5.5327187,-0.9406979,-0.020504594,-2.728492,5.543083,3.1025612,0.3626232,0.8883834,2.855608,-2.7097502,1.1267604,-0.51822263,0.9968864,3.953374,2.550222,-0.9709623,-0.99538267,0.0,-0.47082406,-0.24018264,0.07602394,-1.6898147,1.0135531,1.683618,1.1246221,-1.519472,2.9898171,0.912493,0.34563494,0.13330078,-0.32074505,-1.613753,2.9842775,1.3951883,-1.6725118,0.74554074,-0.05443418,1.1498803,-1.6336571,-1.3728247,-0.32291344,-0.24942563,0.029001089,0.058049038,-0.13153654,1.7460501,3.7136767,6.879549,2.6695194,3.8970525,2.9232414,2.318402,4.3503046,2.5233457,0.7955087,-0.17990491,0.976174,-0.88814104,0.8942971,0.9263491,0.5837101,0.71206003,0.29741475
12,0.36787975,2.1445844,1.2770764,0.033953596,0.45858988,0.10365924,0.7499217,0.7471201,2.3440437,1.1092224,3.5861397,1.9023944,0.55590796,1.2236537,0.626462,0.15358691,0.7512469,0.28424644,0.0,0.751247,0.8023377,0.25007832,3.980751,0.06255257,0.4312056,1.1301192,3.4216967,2.826952,1.2673767,-0.49738175,0.70788276,3.2827709,0.49300542,1.9961977,-3.6010656,-1.0856321,2.9203503,-2.642654,4.6008053,-0.2041313,1.7357156,3.3649597,0.88217247,1.5908388,0.5874247,0.9680492,2.152516,0.20457536,-0.24597222,-4.723921,-0.59438777,-1.2741592,1.0782781,1.9323626,1.6191047,2.9560304,-0.45934808,-1.0345366,-0.59718937,4.0288672,0.17895788,0.8687269,1.5208108,1.457555,-1.3441652,1.3626189,-0.8399972,0.027287662,-0.44768563,-0.30856466,4.3001237,1.2892317,3.8416462,3.4682035,1.9156655,3.5861397,1.7182826,0.998466,0.037714586,0.99762607,0.9625456,0.8132118,0.70028406,0.80378735,-0.694468,-2.1735432
13,2.700624,1.2134323,1.0691705,-0.73911726,0.5842392,-2.6636362,0.47177413,0.9149928,2.0783195,0.06969433,2.9129622,-0.0,-0.0,-0.0,0.8224966,0.21832728,0.553868,0.19318546,0.99674344,0.553868,0.7561968,0.5282259,-0.08278647,2.9364977,2.719427,3.0915012,-1.0428381,-1.0956159,-2.3497052,-1.3311715,1.7591064,-0.7858412,3.1612499,1.4887102,2.2235503,1.6271484,1.1499488,1.1945125,4.3565016,0.5754862,0.38936087,-0.78565115,-2.041152,2.0704827,1.6057631,1.0008053,1.6046789,3.6732907,-0.15642679,4.1331367,1.989016,1.0514569,-0.057565264,-1.5341022,0.74854845,1.9906836,3.36694,0.47753528,2.4322348,0.43796635,-0.09543984,0.19487536,-1.1440163,0.1403083,1.3666081,-0.2025991,1.6944305,1.1393876,-1.438626,5.0751724,4.5119076,2.3870673,2.7699225,3.1900558,3.5597296,2.9129622,3.7117646,0.9941172,0.9178974,0.988743,-0.66308314,0.72809255,0.19225767,0.06958171,-0.7557158,0.49421415
14,2.3942187,2.255173,1.2996349,-0.8071223,1.3384808,-1.489442,0.6667698,-0.0,3.6060507,0.22549845,3.6679573,1.3958156,1.8903999,-0.0,0.92357713,0.83570623,0.7752363,0.49898165,0.9365303,0.7752363,0.7826793,0.3332302,-1.4391081,4.6223717,-1.0504642,2.6501374,0.78538907,3.091592,3.8216677,-0.2424171,-0.5326801,3.6499515,1.533445,1.2142187,1.7395716,-0.48232758,-0.35524487,0.037027,2.88766,1.3488603,1.899351,0.39790505,2.0955422,-0.054430865,1.2924306,0.060223192,0.5860405,3.1965203,-1.3948061,1.0186013,2.3183136,-1.1466162,-0.58512163,1.8038731,1.7249118,5.2298317,2.052549,-0.44614008,1.62433,4.5190954,1.6901504,0.9506266,-0.8099355,-1.988137,1.2028507,0.99977416,0.90363103,0.2095585,-1.5186089,3.6695867,6.531528,3.9967685,3.4903798,3.3850515,3.7170374,3.6679573,3.5913386,0.99869746,0.28192368,0.82164013,-0.9452275,0.798683,0.7396361,0.22175246,-0.6237404,-1.7463932
15,0.36821336,0.36796206,0.15587436,-0.75071365,0.23071077,-4.843475,0.18023229,-0.0,2.7581534,0.007879626,1.1686794,-0.0,0.44775808,-0.0,0.19666821,0.055048484,0.04243565,0.29077494,0.00045323482,0.04243565,0.24973296,0.8197677,-0.32358938,2.9208117,0.75795627,-0.5011858,-1.2329166,3.6953282,1.2651953,1.4798449,-0.44426087,4.251158,-3.0559814,-0.21021307,1.512182,1.2642277,4.196067,2.9445455,-1.8103882,0.5576638,0.0,1.5158029,-2.9806266,-1.4270327,-1.8429742,-0.66619515,2.8509817,1.2771294,-1.093403,3.6339145,0.13474792,3.3900363,-0.2865455,0.25160444,-1.5071667,2.6843302,1.7669115,-0.47202957,-0.72517556,2.004844,2.647851,-1.5511543,-1.6629806,0.5287699,-1.3429326,-0.77182794,-0.24687496,-0.013741293,0.52981836,3.9838803,3.9777765,2.912795,4.0015106,2.898514,1.7587509,4.2678843,1.719189,0.82384837,-0.01899872,0.99869436,-0.45164427,0.8974167,0.9137199,0.007879463,0.116511986,0.47186306
16,0.6483351,0.3862586,0.37913752,0.34852964,1.2767795,0.5494188,0.36457235,-0.0,3.6788805,1.7322459,1.4610239,-0.0,0.4959865,0.36012328,0.72086084,0.7659566,0.12815252,0.28722817,0.28332645,0.12815252,0.44571087,0.63542765,-4.2017817,3.7037597,3.8990784,-0.17553508,-2.7672005,2.8379498,-3.3422787,-0.26327574,-0.33289158,2.2919655,3.1559858,-0.57356554,0.7129524,-0.51377743,1.6177793,0.62318754,-0.899326,1.0568467,0.0,0.7297935,-1.7235096,-0.5398276,-1.1537126,0.17264107,0.40810066,-0.16823465,2.0166588,1.6618865,1.9603829,-1.8093966,2.670226,-1.1144793,-1.1291053,3.621684,3.9332225,1.4169825,1.3275598,2.075401,1.9863864,-1.258517,-0.118803,-1.0712676,-0.57362205,-1.9154654,-0.624531,-0.73640805,-0.37669533,3.025545,6.303357,3.5216393,3.2227852,3.082854,3.5938609,3.9755397,2.284934,0.8978513,-0.7691654,0.9636082,0.3169933,0.6997415,0.85030633,0.9393208,-0.63749474,0.9416632
17,2.0924747,0.3773475,0.31729242,0.12180928,0.3216023,0.3012116,0.080248415,0.35579422,1.4652008,1.3514953,1.3734041,-0.0,-0.0,-0.0,0.6058729,0.091682814,0.10246197,0.634411,0.8691754,0.10246197,0.074087754,0.9197516,-1.850212,1.0684569,-0.76949185,0.13712373,-1.8041178,1.5472431,-1.768872,1.941248,0.054140035,2.7085705,0.78557676,2.4664226,-0.1151129,3.6190233,2.514074,1.3947209,2.3524973,1.77666,0.0,-1.3325596,0.47669995,0.719558,-0.2140106,0.50533223,1.4339408,0.8140558,-3.0886571,-1.0196762,-0.5923722,1.4170395,2.812012,-1.9460108,-1.2424157,0.39498317,-1.4221649,-1.1295387,-0.31682637,0.3257724,3.216217,-1.3462245,0.31119058,-1.1465393,1.0196702,-0.1542398,-0.5728802,1.3837638,0.8421366,1.1956477,4.097618,3.3076532,4.423882,2.79853,1.7421491,4.0631595,3.4566293,0.8794657,0.95737195,0.9319183,0.79071665,0.8714188,0.87283885,0.87440574,0.75874895,-0.045541886
18,0.3738038,2.7173364,1.4499031,-2.0322192,1.285335,-1.2562535,0.7322811,-0.0,2.8455167,0.28471875,4.2627015,1.675464,-0.0,0.25076854,0.5430659,0.7753729,0.9496182,0.6055252,0.007987489,0.9496183,0.89729697,0.2677189,2.2262578,5.3733506,0.8487911,0.6390007,1.2981882,2.595068,2.2008734,-0.3086419,2.238098,4.3930783,-0.06057492,0.29189396,2.7490973,-3.6243448,1.9086645,0.7086277,-0.52807623,1.5827084,3.0888393,0.8477717,1.2800038,-2.5623238,-0.12100923,-0.9376942,-0.42368358,2.5340595,0.37260276,4.2413564,1.2157753,-0.49009418,-0.24408787,1.4716197,2.4940379,1.8627492,1.76754,-0.13104439,-0.5164703,2.2239487,3.3031645,1.5459664,-1.7592316,0.38627273,-1.3224422,1.2000766,0.8164046,-1.8625703,0.27600724,4.5494466,6.334161,1.0821396,3.7671256,3.450563,1.7477325,4.2627015,1.7342575,0.99960333,-0.98847955,0.9264782,0.73231834,0.7151259,0.91286004,0.27726674,-0.6759575,0.6522286
19,2.6209095,0.43916747,0.5606613,-0.4953864,0.53607404,0.4762724,0.083422184,-0.0,2.31966,1.6100615,1.7518306,-0.0,-0.0,0.44004387,0.17421895,0.1925445,0.21341845,0.39916515,0.98176265,0.21341847,0.37096003,0.9165778,0.40156013,1.5514736,3.1448164,1.223609,-3.5878892,4.304701,-4.499567,-1.9970275,-1.5046065,2.4245136,-0.32998466,3.2319872,-1.2717628,1.2332231,4.749905,1.5343834,0.68069434,-1.2342589,0.0,0.7752416,-2.6138291,-1.944062,0.6181743,-0.75381374,-1.1533977,1.4693635,-1.4778105,1.1800557,-0.34358075,2.3649387,2.645915,-2.0903916,-0.7530328,3.0181496,0.89225864,-0.60933554,-1.303184,1.5753099,-0.52958006,-0.96741915,0.15796752,0.53206074,1.325866,-0.25578964,-1.0593075,-0.33192128,1.7042952,2.910127,4.4275646,2.2886395,4.410475,2.801704,3.718276,3.684733,3.6818032,0.9415835,-0.42924422,0.99550027,-0.9763521,0.76534754,0.7471407,0.92316914,-0.08096234,0.49356455
20,0.47280377,2.1632295,1.2808332,0.27393886,0.8404194,0.21307564,0.7323293,-0.0,1.4998708,1.2374783,3.5996377,2.1964905,-0.0,1.2604761,0.47627273,0.37842137,0.7552047,0.29725775,0.12546247,0.7552047,0.48883265,0.26767072,3.0896432,2.762049,-0.48094678,2.4290962,1.5414122,3.4735038,-1.7821656,-1.7938797,1.7923574,0.5707549,-0.3035518,1.2196088,-0.56708014,-1.1118133,4.553023,-0.6043371,2.358957,1.02737,1.7627121,2.356609,2.1282246,-0.80460817,1.6050301,0.023017079,1.6079648,2.4506834,0.7157804,-0.5495752,0.4811013,-2.0072248,0.49417734,-0.85148686,1.6365607,2.6110103,-0.51213133,-1.3151344,-0.64792275,3.1508963,1.6527832,0.8822387,-0.44515562,0.6263696,-1.0029536,1.5732697,-0.06391028,-0.04539152,1.2208719,1.275207,5.0356207,2.4402196,3.7673292,3.450611,3.716771,3.5996377,1.9692069,0.99850684,-0.062683605,0.99745816,-0.005823427,0.3807556,0.707098,0.84473485,0.6884342,-1.0148157
21,1.4637142,0.3706176,0.23850012,-0.0042149317,0.38394725,-0.85034037,0.16354989,-0.0,2.2226956,0.4272695,1.2693439,-0.0,1.0734438,-0.0,0.4389931,0.118807316,0.07195098,0.40646005,0.6904899,0.07195098,0.04806103,0.8364501,-3.8153138,1.5191199,-0.026517332,0.38926327,-0.5505908,3.2552514,2.4927344,-0.6242341,-0.031768963,4.5901556,-1.0413826,2.4386604,0.08549154,3.4874802,1.1851227,1.4047537,1.9427314,1.6244093,0.0,-0.84694326,1.7315667,-0.6410607,-1.2634302,0.6525337,3.395619,0.03783536,-1.6491694,-0.53716946,-1.4644572,0.010755181,0.5555877,0.15751624,-1.3769869,4.866514,-0.9523813,0.99579394,-1.9457352,2.9491496,3.6916933,-1.450389,-0.051102947,-0.9611917,0.5337118,-1.7510763,-1.7851142,1.543122,-0.5370115,1.2115009,4.18635,3.0921793,4.0719833,2.8818316,3.5587416,4.1672196,3.099259,0.8536197,0.9723555,0.93805504,-0.42264685,0.84834355,0.89548266,0.40303686,0.761017,-0.17618123
