,(duration_negative/age),(((job_kterm-purpose)*checking_status_'<0')+(duration+num_dependents)),(((personal_status_kterm+housing_own)-(savings_status_kterm+own_telephone_yes))+(checking_status_kterm_mmnorm*employment_'>=7')),(((savings_status_kterm*checking_status_'no checking')-job_kterm_mmnorm)+((job_kterm-purpose)/checking_status_kterm)),(((savings_status_'<100'*job_skilled)-(credit_amount*other_parties_none))+((credit_amount+other_parties_kterm)*(credit_history_kterm-job_skilled))),(((employment_kterm*property_magnitude_car)+(credit_history_kterm-job_skilled))+((credit_amount+personal_status_kterm)/other_parties_kterm)),(((duration+job_skilled)*(installment_commitment*savings_status_'<100'))+((checking_status_kterm*employment_kterm)*checking_status_'<0')),((existing_credits_tanh-checking_status_'<0'_degree)+(duration_negative/age)),(((savings_status_kterm+own_telephone_yes)-(age-other_payment_plans_none))+((age-employment_kterm)+duration)),(checking_status_'no checking'_negative_exp+((checking_status_kterm-savings_status_'<100')*other_payment_plans_kterm)),(((installment_commitment-purpose)/own_telephone_kterm)+(checking_status_kterm+savings_status_'<100')),(((existing_credits+foreign_worker_yes)-(residence_since-foreign_worker_kterm))*(duration_sigmoid/checking_status_kterm)),(((residence_since*housing_own)-duration)*(credit_amount+residence_since)_zscore),(((duration+job_skilled)+(own_telephone_kterm*foreign_worker_kterm))*(duration+num_dependents)),(((duration+num_dependents)-own_telephone_yes)*((checking_status_kterm*employment_kterm)+job_kterm_mmnorm)),((checking_status_'<0'_degree-age)*((checking_status_kterm-savings_status_'<100')*other_payment_plans_kterm)),(((housing_kterm+property_magnitude_'real estate')-credit_history_'critical/other existing credit')*((age+other_parties_none)*purpose)),(((personal_status_kterm+credit_history_'existing paid')-(duration*credit_amount))*(residence_since_ln*purpose_kterm_degree)),(((credit_amount+personal_status_kterm)+employment_kterm)*(checking_status_kterm+savings_status_'<100')_zscore),(((savings_status_kterm+own_telephone_yes)-(age-other_payment_plans_none))*((duration+num_dependents)-own_telephone_yes)),(((age*credit_history_kterm)+(checking_status_kterm-other_parties_kterm))*((credit_amount+personal_status_kterm)/other_parties_kterm)),((credit_amount+other_parties_kterm)*(credit_history_kterm-job_skilled))_degree,((existing_credits_tanh+credit_amount)/duration),(((residence_since*housing_own)-duration)/(duration*credit_amount)),((credit_history_kterm_mmnorm*(installment_commitment-purpose))/(other_payment_plans_kterm_ln/(credit_amount+other_parties_kterm))),((credit_history_kterm_mmnorm*(installment_commitment-purpose))/((installment_commitment+checking_status_'<0')*(age-employment_kterm))),(((credit_amount*other_parties_none)+(job_kterm-purpose))-(own_telephone_kterm_ln*(credit_history_kterm+checking_status_'no checking'))),(((credit_amount+other_parties_kterm)*(credit_history_kterm-job_skilled))-(employment_kterm*property_magnitude_car)),(((duration+job_skilled)*checking_status_'no checking')-duration_sigmoid),(((residence_since*housing_own)+(checking_status_'<0'*other_parties_none))-(credit_history_kterm*employment_kterm)),(((savings_status_kterm*checking_status_'no checking')-job_kterm_mmnorm)-(installment_commitment-purpose))
18,-0.54545456,25.0,-293.37766,0.33551413,7135001.0,544.2106,96.0,0.21613961,376.0,218153.0,270.00494,3.5799255,-79.16953000000001,9726900.0,1633373.0,-9598688.0,9720.0,-1233658800.0,-5687.1206,13464.0,322324.47,409526140.0,524.15674,-7.949758e-05,4024.494,-0.0023923444,9544.25,7147580.0,-1.0,-134090.0,-2.2072368
19,-0.7741935000000001,26.0,486.0,63.581219999999995,2290843.0,786.38586,0.0,-0.012599349,-164.0,320716.38,393.9901,2.4441624,-1.231228,10116002.0,2492075.0,-9942196.0,159712.0,-909296260.0,4264.819,850.0,69810.17,131452150.0,142.9484,-0.00026724976,-2588.496,0.0060060057,866.2488,2294020.0,24.0,-134088.0,66.0
20,-0.1875,10.0,-55.0,603.59644,885839.0,633.95703,40.0,0.8075548,275.0,319902.38,395.00742,2.4438607999999995,2.013398,3890620.0,1202103.0,-15355296.0,34888.0,-346783970.0,3080.2478,5013.0,40070.324,50877044.0,237.22168,-0.0002603353,702.84607,-0.0013307384,998.5841,887633.0,9.000123,-99323.0,599.0
21,-0.13636364,631.0,485.0,1.2737226000000001,1877419.0,532.5226,92886.0,-56.670547,-269.0,223037.0,273.9916,3.5022678,1.32724,4591640.0,743096.0,2965436.8,56700.0,-270241600.0,-1365.0731,160.0,79917.27,107719840.0,441.29357999999996,-0.00037778617,-2651.4626,0.005649716999999999,-116.82763999999999,1880066.0,-0.9975274,-179669.0,4.0
22,-0.20833333,211.0,-55.0,0.43351419999999996,920123.0,296.07498,47138.0,-56.54008,442.0,222223.0,275.0,0.13138089,3.6510901,264744.0,565539.5,2065726.0,8771.0,-322012580.0,-1109.3378,6672.0,41299.953,52847560.0,224.19641000000001,-0.00044622935999999994,0.0,-0.0,567.6594,922364.0,-0.9999546,-50395.0,-0.29276314
23,-0.27272728,13.0,446.0,1.3345726,789808.0,294.59317000000004,0.0,0.4888669,-56.0,218967.0,269.00167999999996,3.5724685,4.1571565,7461493.0,601497.0,-9634504.0,64080.0,-172622640.0,-1121.5717,780.0,31776.635,45356024.0,150.3968,-0.00036954915,208.85846,-0.0013446002,559.6594,791612.0,-0.9999938,-50392.0,-2.0
24,-0.38461540000000005,11.0,-90.0,183.58629,866923.0,633.38257,0.0,0.5794121999999999,-145.0,320716.38,393.99496,0.09644232,3.8410332,242693.0,1469237.0,-8338616.0,96120.0,-0.0,2519.9827,1738.0,16928.23,49789572.0,206.99641,-0.00043499275,-687.8230599999999,0.0024744081,815.2693,868653.0,10.000046000000001,-99326.0,185.0
25,-0.16666667,202.0,-55.0,0.41891566,1207556.0,532.1191,92892.0,-56.70085,271.0,37948.0,274.9901,3.5059082999999998,2.6910496,2723406.0,557317.75,808110.8,132090.0,-55314024.0,-847.0830000000001,3408.0,39090.555,69266584.0,229.12694,-0.00048520137000000003,-1849.0317,0.00660066,-1611.7498,1208930.0,-0.9975274,-179667.0,3.7072367999999996
26,-0.15384616,7.0,-509.0,603.1971,52894.0,293.5711,24.0,0.60774803,357.0,319902.38,394.99496,2.4330554,2.016124,4017678.0,697776.0,-12476178.0,199640.0,-54799524.0,786.1208,3955.0,597.95593,3055010.8,71.12693,-0.0007824726,-0.0,0.0,357.00012000000004,53067.0,5.0024724,-10116.0,605.7072
27,-0.2857143,13.0,262.0,8.888889,62759.0,48.792725,0.0,0.67831326,-278.0,51283.0,62.99329,15.285620000000002,12.173302,7461493.0,277654.0,-2153844.0,54180.0,-81038990.0,-3002.4404,91.0,962.3660000000001,3619259.5,34.16367,-0.002444988,-14.426478,8.2457205e-05,718.8782,63168.0,-0.9999938,-16611.0,3.0
28,-0.20588236,8.0,-54.0,1.3159851999999999,1305044.0,585.9808,24.0,0.5557118000000001,272.0,218153.0,269.9933,3.5766644,1.5189551000000001,4591648.0,729536.0,-7417168.0,169932.0,-181879260.0,-1428.9205,4560.0,1039158.3,74773450.0,345.1088,-0.00029577047,-1472.4049,0.0043715844,-2763.8276,1305043.0,-0.9990889999999999,-179668.0,3.0
29,-0.95238096,688.0,-54.362536999999996,1.2883213,666806.0,95.14113,69505.0,-57.284130000000005,412.0,222223.0,275.0,3.5109489999999997,-70.77807,23735892.0,4159380.0,-1267604.0,136896.0,-3155894500.0,-2861.1997,32520.0,39981.062000000005,38596784.0,113.949394,-0.00013653208,0.0,-0.0,6934.8755,673641.0,-1.0,-22259.0,-1.0
30,-0.5,19.0,44.0,1.3308551000000002,1489867.0,531.2106,0.0,0.26159418,-105.0,37392.0,269.0,3.5762080000000003,7.2204766000000005,7392349.0,832842.0,-1346076.0,79254.0,-209677460.0,-967.3778,234.0,40767.598,85472696.0,106.32009,-0.00043561595000000004,0.0,-0.0,-640.7497599999999,1491780.0,-1.0,-91157.0,-1.0
31,-0.8888889000000001,650.0,-54.0,1.2810218,2602364.0,873.0364,92936.0,-57.423072999999995,288.0,12832.0,274.99496,3.5145986000000002,-5.83185,14349325.0,2322175.0,388725.1,99820.0,-689581500.0,-1838.4061,14400.0,68882.62,149334740.0,167.53172,-0.00022802652999999998,-3839.0732,0.003205128,1258.1724,2606044.0,-1.0,-179667.0,2.0
32,-0.6,19.0,445.0,1.33829,3577051.0,875.07166,0.0,0.36402756,-216.0,218967.0,269.00247,3.5836432,-14.710066000000001,7392349.0,1641456.0,-6568980.0,22103.0,-976145400.0,-3000.782,1350.0,107927.75,205286020.0,325.94244,-0.00015153237,1010.59973,-0.0016181229000000001,3314.2502,3582578.0,-1.0,-179668.0,-2.0
33,-0.21052632,13.0,366.0,183.20723,634839.0,294.9978,0.0,0.5510678000000001,-57.0,320716.38,394.00167999999996,2.4390712000000003,8.532501,7461480.0,1295869.8,-18280812.0,30972.0,-112641176.0,2081.5059,1651.0,32340.305,36446016.0,105.3968,-0.0007911392599999999,167.25626,-0.0006585797,-417.7307,636103.0,11.000005999999999,-74129.0,181.70723
34,-0.36363637,13.0,-293.0,2.0626043999999997,1260456.0,531.9669,48.0,0.3979578,444.0,8619.0,63.997524,15.301492999999999,7.0144020000000005,5057832.0,130034.484,-284394.0,121210.0,-0.0,-5528.099,6852.0,32741.416,72303256.0,122.8968,-0.00062189053,-482.52353,0.0017985610999999998,-1563.7498,1261930.0,-0.9999938,-91159.0,0.7927632
35,-1.8,46.0,-54.0,0.424709,1651583.0,298.83682000000005,180.0,-0.83597237,477.0,218153.0,269.99496,3.5836432,-22.463503,26403678.0,2128341.5,-5453800.0,129584.0,-2368811800.0,-2365.3784,26634.0,39030.848,94900660.0,105.48808000000001,-0.00020133913,-1306.5403,0.0026343190000000004,3066.6594,1656329.0,-1.0,-50394.0,2.7072368
36,-1.5483870000000002,49.0,-56.0,603.5888,2042855.0,299.3407,49.0,-0.7867929,313.0,54627.367,394.99258,2.4416244,-48.298404999999995,19065948.0,6411216.0,-1693437.0,13696.0,-921313150.0,7134.2246,27504.0,62909.655999999995,117396984.0,127.30753,-0.00016366611999999998,-2202.7048,0.0050291545,4971.584,2048964.0,48.0,-99327.0,605.0
37,-0.4864865,19.0,-54.0,8.888889,1132590.0,593.5854,76.0,0.27510768,282.0,2915.0,63.994965,15.285715,6.6470304,10905373.0,405802.0,-107818.0,184926.0,-414232350.0,-8441.938,10754.0,1267939.9,64892570.0,116.70897,-0.00042328042999999996,-1668.2476,0.0024834436,-2763.8276,1132589.0,-1.0,-179668.0,2.0
38,-0.27027026,11.0,-55.0,9.0,1126604.0,869.9548,22.0,0.49132392,276.0,50469.0,64.00495,15.285019,5.8045907,4279693.0,213580.0,-1867316.0,0.0,-5576379.0,-5968.99,5680.0,36683.703,64619780.0,122.57616000000002,-0.0006530612,636.2317,-0.003311258,-1325.7498,1127489.0,-0.9999546,-179668.0,-3.0
39,-0.375,10.0,-54.0,1.3159851999999999,721628.0,530.1091299999999,40.0,0.38659418,274.0,218153.0,269.99496,3.5757668,5.9824459999999995,5739580.0,911920.0,-5235648.0,124950.0,-62973540.0,-582.0406,5800.0,13400.763,41372420.0,50.97351,-0.0014556041000000001,-611.0151400000001,0.0023809522,-2305.8276,722085.0,-0.9998766,-179667.0,2.0
40,-1.0,31.0,487.0,63.15063000000001,1714867.0,786.1764,0.0,-0.23840582,-160.0,54766.367,393.99496,2.4441624,9.319941499999999,17793318.0,3090148.5,-1642980.0,154721.0,-772186240.0,3159.0503,1023.0,48875.355,98388300.0,77.792046,-0.00040005715,-1969.8147,0.0033632284000000004,-919.2178,1716947.0,29.0,-134088.0,65.79276
41,-0.46153846,13.0,-13.0,1.3159851999999999,1091227.0,869.33185,0.0,0.30005570000000004,-262.0,218967.0,268.9901,3.5836208,8.246432,5057845.0,1094304.0,-5693116.0,134757.0,-0.0,-687.42926,468.0,17503.348,62589050.0,96.56347,-0.0007915947,-1232.4751,0.004259850999999999,-1399.7498,1092046.0,-0.9999938,-179669.0,3.0
42,-0.40909090000000004,20.0,-55.0,0.4209915,619564.0,95.44431999999999,36.0,0.35250327,284.0,218153.0,269.98514,3.5724907,-14.558439000000002,7781400.0,1732634.5,-9598688.0,257040.0,-194181840.0,-3068.5872,10659.0,24074.938,35853864.0,344.70898,-0.00012536715,-623.6274,0.000996195,5867.8755,625768.0,-1.0,-29828.0,5.707237
43,-1.25,659.0,-11.0,1.2919707,2065261.0,472.92282,47676.0,-57.58175,-40.0,223037.0,273.99832000000004,3.5109489999999997,-31.015891999999997,17793348.0,1477987.0,7426157.0,8900.0,-1517753900.0,-2492.591,2480.0,44299.14,118685224.0,206.26546000000002,-0.00016162923,-546.5296599999999,0.0017210882999999998,4942.659000000001,2071274.0,-1.0,-50981.0,0.0
44,-0.82758623,247.0,-292.36255,0.42986462,2059507.0,300.11465,69514.0,-57.159335999999996,398.0,12832.0,275.00336,3.5109489999999997,-48.876846,28125804.0,3396792.2,-9035.894,12626.0,-2409795600.0,-2512.401,26705.0,116403.01,118353020.0,127.999245,-0.0001627869,1890.8894,-0.0010591312,4468.659000000001,2065650.0,-1.0,-74128.0,-2.2927632
45,-0.31428573,12.0,-292.0,603.1659,672507.0,466.87762000000004,44.0,0.6497419,443.0,319902.38,395.00504,2.4415836,4.657234,6887508.0,813218.5,-11196570.0,25632.0,-279036740.0,1911.7725,6828.0,18291.76,38611624.0,126.72399999999999,-0.0004568296,531.5837,-0.002826605,-338.7307,673728.0,10.000017,-50392.0,599.7928
46,-0.9230769,37.0,487.0,63.581219999999995,1693675.0,785.1389,0.0,-0.16148275,-153.0,320716.38,393.99496,2.4390862,11.014307,21237444.0,3688271.0,-12507924.0,199640.0,-1828467100.0,3124.7786,925.0,63271.203,97172140.0,63.882263,-0.00038664154,-1435.1023,0.0035046726,-471.21777000000003,1695721.0,36.0,-134086.0,65.0
47,-0.26086956,27.0,246.0,0.07299270000000001,1195918.0,531.8324,16988.0,-56.79505,9.0,223037.0,273.99753,3.5059082999999998,4.08336,2723406.0,101928.0,7649193.0,8592.0,-31910644.0,-665.927,252.0,21177.215,68598510.0,225.46027,-0.000739645,-337.06552,0.012820512,-1808.7498,1197270.0,-0.9975274,-32859.0,1.0
48,-0.2820513,12.0,-54.0,603.2123,2376327.0,301.5733,11.0,0.6819763000000001,276.0,319902.38,395.0,2.4415836,-9.81984,6887508.0,1602795.5,-12476178.0,28480.0,-1467577600.0,8274.151,6780.0,93569.195,136567630.0,657.1785,-8.804145000000001e-05,0.0,-0.0,5548.2695,2383555.0,10.000017,-99323.0,602.7072
49,-0.42857143,13.0,208.0,103.581215,1118306.0,587.12195,0.0,0.33302274,-223.0,320716.38,393.99496,2.4441473,4.250093,7461493.0,1736371.0,-8980048.0,139944.0,-273163620.0,2743.7573,988.0,883046.8,64074212.0,172.81346000000002,-0.0004019939,-946.29016,0.0024115753,-2770.2178,1118306.0,12.000005999999999,-179668.0,105.0
50,-0.82758623,25.0,366.0,0.4321439,282787.0,91.17641,0.0,-0.06599206,35.0,37392.0,268.99832000000004,3.5799255,7.322811,14349300.0,1156707.4,-1084339.0,106950.0,-398548500.0,-1356.6396,3850.0,6079.6406,16336172.0,97.24006,-0.00039291327000000006,-64.32049,0.00017125731,1965.6588,285120.0,-1.0,-15134.0,0.7072369000000001
51,-0.9,28.0,-54.377644,0.33551413,598771.0,348.18082000000004,27.0,0.06402761,379.0,218153.0,269.99753,3.5836432,-23.861715,10894212.0,1837544.8,-6544560.0,44206.0,-656567300.0,-2927.9456,15525.0,14375.993,34648820.0,220.96162,-0.00015522647,-100.444565,0.00043927884000000004,5582.8755,604483.0,-1.0,-22262.0,0.7927632
52,-0.48,13.0,-54.0,603.5812400000001,1146140.0,869.9956,39.0,0.2815942,277.0,319902.38,394.9933,2.4441473,7.124595599999999,7461493.0,1736371.0,-7997550.0,129766.0,-162296880.0,2191.146,7527.0,25417.827999999998,65741230.0,105.23013,-0.0006603275,-1294.5465,0.0042462843,-1508.2178,1147062.0,12.000005999999999,-179668.0,606.0
53,-0.58064514,19.0,365.0,183.5939,2263387.0,533.32855,0.0,0.18094903,-136.0,320716.38,394.0,2.4467006000000002,-0.6320536,7392349.0,2404206.0,-9942196.0,45632.0,-0.0,4299.090999999999,2772.0,68897.62,129876060.0,187.70897,-0.00027958687999999997,0.0,-0.0,819.2488,2266765.0,18.0,-179669.0,182.0
54,-0.6315789,37.0,-55.377644,1.33829,270260.0,90.057335,148.0,0.33244866,387.0,37253.0,270.00742,3.5762080000000003,13.335322,14396293.0,2450088.0,-2123364.0,6264.0,-1478580600.0,-1309.4832,19692.0,13384.999,15612182.0,61.832336,-0.0004494382,186.52938999999998,-0.0003748438,2325.8755,272484.0,-1.0,-22264.0,-4.0
55,-0.23076923,8.0,366.0,183.21231,40915.0,74.59615,0.0,0.53082496,-150.0,18518.367,394.0,2.4381192000000005,3.528944,4591632.0,1068530.4,-481468.0,18564.0,-38566660.0,1683.3485,1256.0,41363.383,2344256.8,130.62694,-0.00085142616,0.0,-0.0,-120.512024,40915.0,5.0024724,-16609.0,182.70723
56,-0.23076923,13.0,365.0,0.31692672,3902282.0,537.7354,0.0,0.53082496,135.0,218967.0,268.9876,3.5836208,-12.456369,5057832.0,200138.48,-11386232.0,264523.0,-0.0,-3145.1997,1596.0,208252.22,223954860.0,539.0635,-0.00014172336,-5502.121,0.24999997,3428.2502,3908750.0,-0.9999938,-32859.0,4.792763
57,-1.1612903,37.0,-292.0,603.5812400000001,3048551.0,641.8887,74.0,-0.1972627,300.0,18471.367,394.9916,2.4467006000000002,-75.84736,21237444.0,4941979.0,-572601.0,159488.0,-3826025500.0,10415.336,21164.0,93315.68,175217140.0,265.749,-9.8729295e-05,-7022.4414,0.004190962,8310.27,3057777.0,36.0,-99325.0,607.0
58,-0.7826086999999999,19.0,-292.0,2.1260965,1518079.0,785.50385,54.0,-0.021014512000000003,369.0,50469.0,64.00336,15.285715,7.4353036999999995,10905354.0,302844.94,-1160764.0,17112.0,-325140160.0,-7133.3955,11039.0,28408.781000000003,87091870.0,108.986755,-0.00045328349999999997,855.8689,-0.0028985506,-1278.8276,1519787.0,-1.0,-134088.0,-2.2072368
