,atemp_tanh,workingday_tanh,casual_tanh,registered_tanh,weather_sigmoid,humidity_sigmoid,casual_sigmoid,temp_ln,season_ln,(weather/atemp),(workingday/atemp),(season/atemp),windspeed_sin,registered_sin,workingday_sin,workingday_adde,weather_adde,registered_adde,(casual+datetime),(casual+registered),(workingday+temp),(workingday+atemp),(temp+datetime),humidity_mmnorm,weather_mmnorm,registered_mmnorm,workingday_zscore,registered_zscore,atemp_zscore,windspeed_zscore,count
13,1.0,0.7615942,0.0,0.9993293,0.880797,1.0,0.5,2.4406064,0.0,0.1257071,0.06285355,0.06285355,0.0,-0.7568025,0.841471,3.7182817,4.7182817,6.7182817,597.0,4.0,12.48,16.91,608.48,0.87,0.33333334,0.004514673,0.6859943,-1.0031971,-0.9192155,-1.562182,4.0
14,1.0,0.7615942,0.0,1.0,0.880797,1.0,0.5,2.3664985,1.3862944,0.1320132,0.0660066,0.2640264,0.0,-0.8218178,0.841471,3.7182817,4.7182817,89.718285,5284.0,87.0,11.66,16.15,5294.66,0.87,0.33333334,0.09819413,0.6859943,-0.45506766,-1.009032,-1.562182,87.0
15,0.99995065,0.7615942,0.9950548,0.99999994,0.7310586,1.0,0.95257413,1.5933086,0.0,0.18850142,0.18850142,0.18850142,-0.011651149,0.41211846,0.841471,3.7182817,3.7182817,11.718282,622.0,12.0,5.92,6.305,623.92,0.32999998,0.0,0.010158014,0.6859943,-0.97017723,-2.1725106,1.1261642,12.0
16,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.2027464,0.6931472,0.033846673,0.033846673,0.067693345,0.41835144,0.7849617,0.841471,3.7182817,3.7182817,243.71828,2255.0,294.0,25.6,30.545,2226.6,0.72999996,0.0,0.27200904,0.6859943,0.5619436,0.69216406,0.025939684,294.0
17,1.0,0.0,0.99999976,1.0,0.7310586,1.0,0.99966466,3.4651108,1.0986123,0.026399154,0.0,0.07919747,0.6581168,0.1673557,0.0,2.7182817,3.7182817,65.718285,8310.0,71.0,31.98,37.88,8333.98,0.65999997,0.0,0.0711061,-1.4577379,-0.61356294,1.6771915,-0.7067247,71.0
18,1.0,0.0,0.9999092,0.99999833,0.7310586,1.0,0.9933072,2.4406064,1.3862944,0.069468565,0.0,0.27787426,0.41384864,0.6569866,0.0,2.7182817,3.7182817,9.718282,10392.0,12.0,11.48,14.395,10398.48,0.81,0.0,0.007900678,-1.4577379,-0.9833852,-1.0982575,-0.46277606,12.0
19,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.2672849,1.0986123,0.034734283,0.034734283,0.104202844,0.41384864,-0.44411266,0.841471,3.7182817,3.7182817,81.718285,9224.0,96.0,27.24,29.79,9233.24,0.89,0.0,0.089164786,0.6859943,-0.5078994,0.60293853,-0.46277606,96.0
20,1.0,0.7615942,0.9993293,1.0,0.880797,1.0,0.98201376,2.2864556,0.0,0.13893713,0.069468565,0.069468565,0.0,0.7086591,0.841471,3.7182817,4.7182817,174.71828,451.0,176.0,10.84,15.395,456.84,0.75,0.33333334,0.19413093,0.6859943,0.106269754,-1.0982575,-1.562182,176.0
21,1.0,0.7615942,0.9950548,1.0,0.7310586,1.0,0.95257413,2.104134,0.0,0.09429515,0.09429515,0.09429515,-0.999983,-0.026551155,0.841471,3.7182817,3.7182817,68.718285,137.0,69.0,9.2,11.605,142.2,0.51,0.0,0.074492104,0.6859943,-0.593751,-1.5461586,-0.21800892,69.0
22,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.097386,1.3862944,0.038819876,0.0,0.1552795,-0.999983,0.42013967,0.0,2.7182817,3.7182817,344.7183,10382.0,493.0,22.14,25.76,10253.14,0.45,0.0,0.38600454,-1.4577379,1.2289445,0.2448541,-0.21800892,493.0
23,0.9999976,0.7615942,0.9993293,1.0,0.7310586,1.0,0.98201376,1.8809906,0.0,0.14662756,0.14662756,0.14662756,0.76430285,0.82682866,0.841471,3.7182817,3.7182817,67.718285,658.0,69.0,7.56,7.82,660.56,0.34,0.0,0.07336343,0.6859943,-0.60035497,-1.9934685,1.6148801,69.0
24,1.0,0.7615942,0.9999092,1.0,0.7310586,1.0,0.9933072,1.9987737,0.0,0.08250825,0.08250825,0.08250825,0.0,-0.76825464,0.841471,3.7182817,3.7182817,50.71828,692.0,53.0,8.38,13.12,694.38,0.69,0.0,0.054176074,0.6859943,-0.71262246,-1.3671163,-1.562182,53.0
25,1.0,0.7615942,1.0,1.0,0.880797,1.0,1.0,3.0596457,0.6931472,0.08,0.04,0.08,0.41384864,-0.99920803,0.841471,3.7182817,4.7182817,258.7183,2126.0,300.0,22.32,26.0,2103.32,0.88,0.33333334,0.28893906,0.6859943,0.6610032,0.15503754,-0.46277606,300.0
26,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.3279095,1.0986123,0.031426776,0.031426776,0.094280325,0.0,-0.07954854,0.841471,3.7182817,3.7182817,159.71828,3506.0,231.0,28.88,32.82,3459.88,0.51,0.0,0.17720091,0.6859943,0.007210213,0.9610227,-1.562182,231.0
27,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.356897,1.0986123,0.031426776,0.031426776,0.094280325,0.41835144,-0.97464865,0.841471,3.7182817,3.7182817,151.71828,2780.0,218.0,29.7,32.82,2739.7,0.45,0.0,0.16817155,0.6859943,-0.04562154,0.9610227,0.025939684,218.0
28,1.0,0.0,1.0,1.0,0.880797,1.0,1.0,3.097386,0.6931472,0.07763975,0.0,0.07763975,0.41835144,-0.47552368,0.0,2.7182817,4.7182817,190.71828,2213.0,295.0,22.14,25.76,2128.14,0.94,0.33333334,0.21218961,-1.4577379,0.21193327,0.2448541,0.025939684,295.0
29,1.0,0.0,0.7615942,1.0,0.95257413,1.0,0.7310586,2.6347623,1.3862944,0.18856065,0.0,0.2514142,-0.9608175,-0.8462204,0.0,2.7182817,5.7182817,25.71828,4081.0,24.0,13.94,15.91,4093.94,0.87,0.6666666,0.025959369,-1.4577379,-0.87772167,-0.9192155,0.5146555,24.0
30,1.0,0.7615942,0.99999833,1.0,0.95257413,1.0,0.999089,3.2355363,1.0986123,0.109990835,0.03666361,0.109990835,0.6581168,0.7086591,0.841471,3.7182817,5.7182817,174.71828,3782.0,179.0,26.42,28.275,3800.42,0.94,0.6666666,0.19413093,0.6859943,0.106269754,0.4238962,-0.7067247,179.0
31,1.0,0.7615942,0.99999976,1.0,0.7310586,1.0,0.99966466,2.6347623,1.3862944,0.0660066,0.0660066,0.2640264,0.27157956,0.9614058,0.841471,3.7182817,3.7182817,374.7183,10685.0,380.0,14.94,16.15,10690.94,0.65999997,0.0,0.41986457,0.6859943,1.4270636,-1.009032,1.8588285,380.0
32,1.0,0.7615942,0.7615942,1.0,0.95257413,1.0,0.7310586,2.5095992,0.6931472,0.220022,0.07334067,0.14668134,0.27157956,0.9866276,0.841471,3.7182817,5.7182817,54.71828,1511.0,53.0,13.3,14.635,1522.3,0.93,0.6666666,0.058690745,0.6859943,-0.6862066,-1.1880741,1.8588285,53.0
33,1.0,0.7615942,0.9950548,1.0,0.95257413,1.0,0.95257413,3.097386,1.0986123,0.11645962,0.038819876,0.11645962,0.15106326,0.8366556,0.841471,3.7182817,5.7182817,23.71828,3738.0,24.0,23.14,26.76,3757.14,0.88,0.6666666,0.023702033,0.6859943,-0.89092964,0.2448541,0.7594226,24.0
34,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.2672849,0.6931472,0.03219575,0.0,0.0643915,0.9127412,-0.9999115,0.0,2.7182817,3.7182817,390.7183,7992.0,647.0,26.24,31.06,7759.24,0.38,0.0,0.43792325,-1.4577379,1.5327271,0.87120616,0.88139695,647.0
35,1.0,0.7615942,0.99999833,1.0,0.880797,1.0,0.999089,2.8460715,0.0,0.09429515,0.047147576,0.047147576,-0.98762727,-0.22805226,0.841471,3.7182817,4.7182817,140.71828,6208.0,145.0,18.22,22.21,6218.22,0.38,0.33333334,0.1557562,0.6859943,-0.1182652,-0.29286346,2.1035957,145.0
36,0.9999999,0.7615942,0.7615942,1.0,0.7310586,1.0,0.7310586,1.8809906,0.0,0.11997601,0.11997601,0.11997601,-0.999983,-0.67677194,0.841471,3.7182817,3.7182817,75.718285,230.0,74.0,7.56,9.335,235.56,0.5,0.0,0.08239278,0.6859943,-0.5475232,-1.8144263,-0.21800892,74.0
37,1.0,0.7615942,0.0,0.9950548,0.7310586,1.0,0.5,2.1994443,0.0,0.07334067,0.07334067,0.07334067,0.0,0.14112,0.841471,3.7182817,3.7182817,5.7182817,5997.0,3.0,10.02,14.635,6006.02,0.75,0.0,0.0033860046,0.6859943,-1.009801,-1.1880741,-1.562182,3.0
38,1.0,0.7615942,0.9999877,1.0,0.7310586,1.0,0.9975274,2.2864556,0.0,0.07763975,0.07763975,0.07763975,0.6581168,-0.95375264,0.841471,3.7182817,3.7182817,51.71828,588.0,55.0,10.84,13.88,591.84,0.75,0.0,0.055304743,0.6859943,-0.7060185,-1.2772998,-0.7067247,55.0
39,1.0,0.7615942,0.9999877,1.0,0.7310586,1.0,0.9975274,2.3664985,0.0,0.0660066,0.0660066,0.0660066,0.0,0.82682866,0.841471,3.7182817,3.7182817,67.718285,947.0,71.0,11.66,16.15,951.66,0.22999999,0.0,0.07336343,0.6859943,-0.60035497,-1.009032,-1.562182,71.0
40,0.9999976,0.7615942,0.9640276,1.0,0.880797,1.0,0.880797,1.8809906,0.0,0.29325512,0.14662756,0.14662756,0.15106326,0.2709058,0.841471,3.7182817,4.7182817,30.71828,222.0,30.0,7.56,7.82,226.56,0.47,0.33333334,0.03160271,0.6859943,-0.8447018,-1.9934685,0.7594226,30.0
41,1.0,0.7615942,0.9950548,1.0,0.7310586,1.0,0.95257413,2.5095992,1.3862944,0.069468565,0.069468565,0.27787426,-0.9608175,-0.09718191,0.841471,3.7182817,3.7182817,115.718285,4918.0,116.0,13.3,15.395,4927.3,0.42,0.0,0.1275395,0.6859943,-0.28336442,-1.0982575,0.5146555,116.0
42,1.0,0.7615942,1.0,1.0,0.880797,1.0,0.99999917,2.4406064,0.0,0.1552795,0.07763975,0.07763975,0.15106326,-0.995687,0.841471,3.7182817,4.7182817,126.718285,6068.0,138.0,12.48,13.88,6065.48,0.65,0.33333334,0.13995485,0.6859943,-0.21072076,-1.2772998,0.7594226,138.0
43,1.0,0.0,0.9950548,1.0,0.95257413,1.0,0.95257413,2.3664985,0.0,0.23291925,0.0,0.07763975,-0.999983,0.99991184,0.0,2.7182817,5.7182817,35.71828,6330.0,36.0,10.66,12.88,6337.66,0.65,0.6666666,0.037246052,-1.4577379,-0.811682,-1.2772998,-0.21800892,36.0
44,1.0,0.0,1.0,1.0,0.7310586,1.0,0.9999546,3.097386,1.0986123,0.038819876,0.0,0.11645962,0.41835144,0.017701926,0.0,2.7182817,3.7182817,46.71828,4040.0,54.0,22.14,25.76,4052.14,0.68,0.0,0.0496614,-1.4577379,-0.73903835,0.2448541,0.025939684,54.0
45,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.0596457,0.0,0.04,0.0,0.04,0.9127412,-0.5215767,0.0,2.7182817,3.7182817,301.7183,6785.0,498.0,21.32,25.0,6607.32,0.26999998,0.0,0.33747178,-1.4577379,0.9449738,0.15503754,0.88139695,498.0
46,1.0,0.0,0.0,0.9950548,0.7310586,0.99999964,0.5,2.7972813,0.0,0.048887804,0.0,0.048887804,-0.011651149,0.14112,0.0,2.7182817,3.7182817,5.7182817,858.0,3.0,16.4,20.455,874.4,0.14999999,0.0,0.0033860046,-1.4577379,-1.009801,-0.382089,1.1261642,3.0
47,1.0,0.7615942,0.7615942,0.99999994,0.7310586,1.0,0.7310586,2.3664985,1.3862944,0.08250825,0.08250825,0.330033,0.15106326,0.41211846,0.841471,3.7182817,3.7182817,11.718282,4968.0,10.0,11.66,13.12,4977.66,0.59999996,0.0,0.010158014,0.6859943,-0.97017723,-1.3671163,0.7594226,10.0
48,1.0,0.0,0.9999877,1.0,0.7310586,1.0,0.9975274,3.2672849,0.6931472,0.032997854,0.0,0.06599571,0.6581168,-0.8462204,0.0,2.7182817,3.7182817,25.71828,7920.0,29.0,26.24,30.305,7940.24,0.72999996,0.0,0.025959369,-1.4577379,-0.87772167,0.78198063,-0.7067247,29.0
49,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.0204248,1.3862944,0.041254126,0.0,0.1650165,0.6492998,0.94543535,0.0,2.7182817,3.7182817,117.718285,4465.0,168.0,20.5,24.24,4432.5,0.42,0.0,0.12979685,-1.4577379,-0.2701565,0.065220974,0.27070683,168.0
50,1.0,0.7615942,0.0,1.0,0.880797,1.0,0.5,2.5095992,1.3862944,0.13893713,0.069468565,0.27787426,0.6492998,-0.42818266,0.841471,3.7182817,4.7182817,37.71828,10147.0,35.0,13.3,15.395,10159.3,0.42,0.33333334,0.039503388,0.6859943,-0.7984741,-1.0982575,0.27070683,35.0
51,1.0,0.0,1.0,1.0,0.880797,1.0,1.0,3.0596457,0.6931472,0.08,0.0,0.08,-0.999983,0.8064006,0.0,2.7182817,4.7182817,155.71828,1690.0,288.0,21.32,25.0,1576.32,0.71999997,0.33333334,0.17268623,-1.4577379,-0.019205663,0.15503754,-0.21800892,288.0
52,1.0,0.7615942,0.9993293,1.0,0.95257413,1.0,0.98201376,2.9370432,1.3862944,0.1320132,0.0440044,0.1760176,0.0,0.5514267,0.841471,3.7182817,5.7182817,34.71828,4884.0,36.0,19.86,23.725,4898.86,0.94,0.6666666,0.036117382,0.6859943,-0.81828594,-0.11382113,-1.562182,36.0
53,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.2672849,0.6931472,0.03219575,0.03219575,0.0643915,-0.999983,0.21942526,0.841471,3.7182817,3.7182817,162.71828,8097.0,216.0,27.24,32.059998,8067.24,0.57,0.0,0.1805869,0.6859943,0.027022123,0.87120616,-0.21800892,216.0
54,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.097386,1.3862944,0.038819876,0.038819876,0.1552795,0.0,-0.47555017,0.841471,3.7182817,3.7182817,169.71828,4249.0,197.0,23.14,26.76,4241.14,0.48999998,0.0,0.18848759,0.6859943,0.07324991,0.2448541,-1.562182,197.0
55,1.0,0.7615942,0.7615942,0.9950548,0.7310586,1.0,0.7310586,2.2864556,0.0,0.08250825,0.08250825,0.08250825,0.41384864,0.14112,0.841471,3.7182817,3.7182817,5.7182817,6429.0,4.0,10.84,13.12,6437.84,0.48,0.0,0.0033860046,0.6859943,-1.009801,-1.3671163,-0.46277606,4.0
56,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,2.6919208,0.0,0.057388812,0.057388812,0.057388812,0.41384864,0.86896574,0.841471,3.7182817,3.7182817,135.71828,1218.0,150.0,15.76,18.425,1215.76,0.42999998,0.0,0.15011287,0.6859943,-0.15128504,-0.7401734,-0.46277606,150.0
57,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.097386,1.3862944,0.038819876,0.038819876,0.1552795,0.0,0.94543535,0.841471,3.7182817,3.7182817,117.718285,4215.0,144.0,23.14,26.76,4208.14,0.48999998,0.0,0.12979685,0.6859943,-0.2701565,0.2448541,-1.562182,144.0
58,1.0,0.7615942,0.99999994,0.99999976,0.7310586,1.0,0.9998766,2.8925915,0.6931472,0.045516614,0.045516614,0.09103323,-0.999983,0.98935825,0.841471,3.7182817,3.7182817,10.718282,1815.0,17.0,19.04,22.97,1824.04,0.77,0.0,0.009029346,0.6859943,-0.97678125,-0.20304689,-0.21800892,17.0
59,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.356897,1.0986123,0.029998502,0.029998502,0.0899955,0.27157956,0.8167426,0.841471,3.7182817,3.7182817,111.718285,2972.0,130.0,29.7,34.335,2979.7,0.78999996,0.0,0.123024836,0.6859943,-0.3097803,1.1400648,1.8588285,130.0
60,1.0,0.7615942,0.9640276,0.9999877,0.880797,1.0,0.880797,2.9370432,1.3862944,0.0880088,0.0440044,0.1760176,0.0,-0.2794155,0.841471,3.7182817,4.7182817,8.718282,9739.0,8.0,19.86,23.725,9755.86,0.88,0.33333334,0.006772009,0.6859943,-0.98998916,-0.11382113,-1.562182,8.0
61,1.0,0.7615942,1.0,1.0,0.880797,1.0,0.9999999,2.9370432,0.6931472,0.0880088,0.0440044,0.0880088,-0.011651149,-0.97845656,0.841471,3.7182817,4.7182817,195.71828,1825.0,209.0,19.86,23.725,1827.86,0.82,0.33333334,0.21783297,0.6859943,0.24495311,-0.11382113,1.1261642,209.0
62,1.0,0.0,1.0,1.0,0.880797,1.0,1.0,2.5095992,0.0,0.1257071,0.0,0.06285355,-0.27634147,0.6832397,0.0,2.7182817,4.7182817,262.7183,5999.0,300.0,12.3,15.91,5971.3,0.7,0.33333334,0.29345372,-1.4577379,0.687419,-0.9192155,-0.828699,300.0
63,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.4904284,1.0986123,0.027498968,0.027498968,0.082496904,0.41384864,-0.7148764,0.841471,3.7182817,3.7182817,152.71828,3020.0,194.0,33.8,37.365,3008.8,0.45999998,0.0,0.16930023,0.6859943,-0.03901757,1.4981494,-0.46277606,194.0
64,1.0,0.7615942,0.0,0.9993293,0.7310586,1.0,0.5,2.1994443,0.0,0.110011,0.110011,0.110011,-0.40321398,-0.7568025,0.841471,3.7182817,3.7182817,6.7182817,763.0,4.0,10.02,10.09,772.02,0.32,0.0,0.004514673,0.6859943,-1.0031971,-1.7252007,2.22557,4.0
65,1.0,0.7615942,0.9999877,1.0,0.95257413,1.0,0.9975274,3.0204248,0.6931472,0.12376238,0.041254126,0.08250825,0.41384864,0.56610763,0.841471,3.7182817,5.7182817,78.718285,2078.0,82.0,21.5,25.24,2092.5,0.88,0.6666666,0.08577878,0.6859943,-0.52771133,0.065220974,-0.46277606,82.0
66,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.412467,1.0986123,0.029998502,0.029998502,0.0899955,0.6492998,-0.9589328,0.841471,3.7182817,3.7182817,352.7183,3228.0,413.0,31.34,34.335,3195.34,0.51,0.0,0.39503387,0.6859943,1.2817763,1.1400648,0.27070683,413.0
67,0.9999976,0.7615942,0.9999092,1.0,0.7310586,1.0,0.9933072,1.7474592,0.0,0.14662756,0.14662756,0.14662756,0.41835144,0.96379536,0.841471,3.7182817,3.7182817,41.71828,679.0,44.0,6.74,7.82,679.74,0.69,0.0,0.04401806,0.6859943,-0.7720582,-1.9934685,0.025939684,44.0
68,1.0,0.7615942,0.99999833,1.0,0.880797,1.0,0.999089,3.097386,0.6931472,0.07763975,0.038819876,0.07763975,-0.9608175,-0.95375264,0.841471,3.7182817,4.7182817,51.71828,2192.0,56.0,23.14,26.76,2207.14,0.88,0.33333334,0.055304743,0.6859943,-0.7060185,0.2448541,0.5146555,56.0
69,1.0,0.7615942,0.99999833,1.0,0.7310586,1.0,0.999089,3.2355363,1.0986123,0.033846673,0.033846673,0.10154002,0.41835144,0.42016706,0.841471,3.7182817,3.7182817,15.718282,3034.0,20.0,26.42,30.545,3052.42,0.72999996,0.0,0.014672686,0.6859943,-0.94376135,0.69216406,0.025939684,20.0
70,1.0,0.7615942,1.0,1.0,0.880797,1.0,0.9999999,3.097386,0.6931472,0.07763975,0.038819876,0.07763975,0.41835144,-0.8218178,0.841471,3.7182817,4.7182817,89.718285,2081.0,103.0,23.14,26.76,2087.14,0.77,0.33333334,0.09819413,0.6859943,-0.45506766,0.2448541,0.025939684,103.0
71,1.0,0.7615942,1.0,1.0,0.7310586,1.0,0.9999938,3.3279095,1.0986123,0.031426776,0.031426776,0.094280325,0.6581168,-0.9705353,0.841471,3.7182817,3.7182817,107.718285,3188.0,117.0,28.88,32.82,3203.88,0.69,0.0,0.118510164,0.6859943,-0.33619618,0.9610227,-0.7067247,117.0
72,1.0,0.0,1.0,1.0,0.7310586,1.0,1.0,3.356897,0.6931472,0.030698387,0.0,0.061396774,-0.27634147,0.8414547,0.0,2.7182817,3.7182817,356.7183,7567.0,575.0,28.7,32.575,7374.7,0.58,0.0,0.39954853,-1.4577379,1.3081921,1.0502485,-0.828699,575.0
73,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.0596457,0.0,0.04,0.04,0.04,0.41384864,0.9395197,0.841471,3.7182817,3.7182817,161.71828,6706.0,202.0,22.32,26.0,6684.32,0.55,0.0,0.17945825,0.6859943,0.020418152,0.15503754,-0.46277606,202.0
74,1.0,0.7615942,0.0,0.99999833,0.7310586,1.0,0.5,3.0204248,1.0986123,0.041254126,0.041254126,0.12376238,-0.27634147,0.6569866,0.841471,3.7182817,3.7182817,9.718282,9330.0,7.0,21.5,25.24,9350.5,0.77,0.0,0.007900678,0.6859943,-0.9833852,0.065220974,-0.828699,7.0
75,1.0,0.7615942,1.0,1.0,0.880797,1.0,1.0,2.8925915,0.6931472,0.09103323,0.045516614,0.09103323,0.15106326,0.8600694,0.841471,3.7182817,4.7182817,91.718285,1507.0,108.0,19.04,22.97,1506.04,0.66999996,0.33333334,0.10045147,0.6859943,-0.44185972,-0.20304689,0.7594226,108.0
76,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.356897,1.3862944,0.030698387,0.030698387,0.12279355,0.0,-0.459957,0.841471,3.7182817,3.7182817,835.71826,9668.0,917.0,29.7,33.575,9612.7,0.65,0.0,0.9401806,0.6859943,4.4714932,1.0502485,-1.562182,917.0
77,1.0,0.0,1.0,1.0,0.95257413,1.0,1.0,3.1337535,1.0986123,0.1131435,0.0,0.1131435,0.41835144,0.6832617,0.0,2.7182817,5.7182817,97.718285,9266.0,114.0,22.96,26.515,9269.96,0.88,0.6666666,0.10722348,-1.4577379,-0.40223587,0.33407962,0.025939684,114.0
78,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.385068,0.0,0.030698387,0.030698387,0.030698387,0.6492998,-0.99717104,0.841471,3.7182817,3.7182817,189.71828,6780.0,287.0,30.52,33.575,6709.52,0.32,0.0,0.21106096,0.6859943,0.2053293,1.0502485,0.27070683,287.0
79,1.0,0.0,1.0,1.0,0.880797,1.0,1.0,2.3664985,1.3862944,0.1650165,0.0,0.330033,-0.9608175,0.9395197,0.0,2.7182817,4.7182817,161.71828,10473.0,193.0,10.66,12.12,10449.66,0.93,0.33333334,0.17945825,-1.4577379,0.020418152,-1.3671163,0.5146555,193.0
80,1.0,0.7615942,1.0,1.0,0.7310586,1.0,1.0,3.4904284,1.0986123,0.026939657,0.026939657,0.080818966,0.6492998,0.20212036,0.841471,3.7182817,3.7182817,206.71828,8825.0,289.0,33.8,38.12,8772.8,0.48999998,0.0,0.23024832,0.6859943,0.31759676,1.5873748,0.27070683,289.0
81,1.0,0.7615942,0.9999877,1.0,0.7310586,1.0,0.9975274,2.6919208,1.3862944,0.060005996,0.060005996,0.24002399,-0.9608175,-0.930106,0.841471,3.7182817,3.7182817,132.71828,4753.0,136.0,15.76,17.665,4761.76,0.57,0.0,0.14672686,0.6859943,-0.17109695,-0.82998973,0.5146555,136.0
