,weather_sigmoid_adde_zscore,workingday_sin_adde_zscore,(casual+registered)_negative_zscore,workingday_zscore_degree_zscore,casual_sigmoid_radian_zscore,(casual+registered)_degree_zscore,(casual+registered)_radian_ln,(casual+registered)_adde_ln,workingday_zscore_abs_ln,season_ln_adde_ln,(workingday+atemp)_radian_ln,(casual+registered)_recip_sigmoid,casual_sigmoid_radian_sigmoid,(casual+registered)_adde_sigmoid,(casual+datetime)_ln_sigmoid,workingday_zscore_abs_sigmoid,workingday_tanh_radian_negative,(casual+registered)_ln_negative,casual_sigmoid_radian_negative,season_ln_negative_negative,(casual+registered)_degree_negative,(casual+registered)_negative_abs,workingday_zscore_degree_abs,humidity_sigmoid_zscore_abs,(casual+registered)_recip_tanh,humidity_sigmoid_zscore_tanh,workingday_tanh_radian_tanh,workingday_sin_adde_recip,workingday_tanh_radian_recip,(casual+registered)_negative_recip,humidity_sigmoid_zscore_mmnorm,(casual+registered)_adde_mmnorm,workingday_sin_adde_mmnorm,weather_sigmoid_adde_mmnorm,workingday_tanh_radian_mmnorm,count
10,2.043696,-1.4577379,0.9864056,-1.4577379,-2.845338,-0.9864057,-1.4832777,2.7548244,0.3768859,1.0,-2.2465172,0.5192213,0.50218165,0.9999999,0.99746835,0.81118643,-0.0,-2.5649493,-0.008726646,0.0,-744.8451,13.0,83.522224,0.04476791,0.076771714,0.044738024,0.0,0.36787945,0.0,-0.07692308,1.0,0.012295082,0.0,0.8826904,0.0,13.0
11,1.1544789,0.6859944,0.24299006,0.6859943,0.4602476,-0.24299,0.9489853,5.0154123,-0.37688592,1.0,-0.91403794,0.5016892,0.5043632,1.0,0.99985135,0.66507524,-0.013292326,-4.9972124,-0.01745329,0.0,-8479.775,148.0,39.304577,0.04476791,0.006756654,0.044738024,0.013291542,0.2809184,0.013292326,-0.006756757,1.0,0.15061474,1.0,0.59667397,0.99999994,148.0
12,-0.7005614,-1.4577379,0.46326137,-1.4577379,0.46024832,-0.46326134,0.6339042,4.706989,0.3768859,1.339437,-0.45462012,0.5023148,0.5043632,1.0,0.99988556,0.81118643,-0.0,-4.6821313,-0.017453292,1.0986123,-6187.944,108.0,83.522224,0.04476791,0.009258995,0.044738024,0.0,0.36787945,0.0,-0.009259259,1.0,0.10963114,0.0,0.0,0.0,108.0
13,1.1544789,0.6859944,1.0359666,0.6859943,-2.845338,-1.0359668,-2.6619327,1.9048324,-0.37688592,1.0,-1.2203218,0.5621765,0.50218165,0.99879277,0.9983278,0.66507524,-0.013292326,-1.3862944,-0.008726646,0.0,-229.1831,4.0,39.304577,0.04476791,0.24491866,0.044738024,0.013291542,0.2809184,0.013292326,-0.25,1.0,0.0030737706,1.0,0.59667397,0.99999994,4.0
14,1.1544789,0.6859944,0.5789038,0.6859943,-2.845338,-0.5789038,0.41768116,4.4966745,-0.37688592,1.4121025,-1.266307,0.50287354,0.50218165,1.0,0.99981076,0.66507524,-0.013292326,-4.465908,-0.008726646,1.3862944,-4984.7324,87.0,39.304577,0.04476791,0.011493746,0.044738024,0.013291542,0.2809184,0.013292326,-0.011494253,1.0,0.08811475,1.0,0.59667397,0.99999994,87.0
15,-0.7005614,0.6859944,0.99191236,0.6859943,0.14670785,-0.9919124,-1.5633203,2.6890905,-0.37688592,1.0,-2.2068841,0.5208213,0.5041563,0.99999964,0.9983948,0.66507524,-0.013292326,-2.4849067,-0.016625555,0.0,-687.5493,12.0,39.304577,0.04476791,0.08314097,0.044738024,0.013291542,0.2809184,0.013292326,-0.083333336,1.0,0.011270491,1.0,0.0,0.99999994,12.0
16,-0.7005614,0.6859944,-0.5610001,0.6859943,0.46024832,0.56100017,1.6353528,5.6927834,-0.37688592,1.2271312,-0.629026,0.5008503,0.5043632,1.0,0.9995567,0.66507524,-0.013292326,-5.68358,-0.017453292,0.6931472,-16844.959,294.0,39.304577,0.04476791,0.0034013474,0.044738024,0.013291542,0.2809184,0.013292326,-0.0034013605,1.0,0.3002049,1.0,0.0,0.99999994,294.0
17,-0.7005614,-1.4577379,0.6670123,-1.4577379,0.45803145,-0.6670123,0.21445292,4.300251,0.3768859,1.339437,-0.41380367,0.5035211,0.50436175,1.0,0.9998797,0.81118643,-0.0,-4.26268,-0.01744744,1.0986123,-4068.0,71.0,83.522224,0.04476791,0.014083575,0.044738024,0.0,0.36787945,0.0,-0.014084507,1.0,0.071721315,0.0,0.0,0.0,71.0
18,-0.7005614,-1.4577379,0.99191236,-1.4577379,0.4160008,-0.9919124,-1.5633203,2.6890905,0.3768859,1.4121025,-1.381346,0.5208213,0.50433403,0.99999964,0.9999038,0.81118643,-0.0,-2.4849067,-0.01733648,1.3862944,-687.5493,12.0,83.522224,0.04476791,0.08314097,0.044738024,0.0,0.36787945,0.0,-0.083333336,1.0,0.011270491,0.0,0.0,0.0,12.0
19,-0.7005614,0.6859944,0.5293428,0.6859943,0.46024832,-0.5293427,0.51612127,4.5922704,-0.37688592,1.339437,-0.6540542,0.5026041,0.5043632,1.0,0.99989164,0.66507524,-0.013292326,-4.564348,-0.017453292,1.0986123,-5500.3945,96.0,39.304577,0.04476791,0.01041629,0.044738024,0.013291542,0.2809184,0.013292326,-0.010416667,1.0,0.09733606,1.0,0.0,0.99999994,96.0
20,1.1544789,0.6859944,0.08880017,0.6859943,0.34133822,-0.08880016,1.122257,5.1858106,-0.37688592,1.0,-1.3141842,0.5014205,0.50428474,1.0,0.9977876,0.66507524,-0.013292326,-5.170484,-0.017139373,0.0,-10084.057,176.0,39.304577,0.04476791,0.005681758,0.044738024,0.013291542,0.2809184,0.013292326,-0.0056818184,1.0,0.17930326,1.0,0.59667397,0.99999994,176.0
21,-0.7005614,0.6859944,0.67802584,0.6859943,0.14670785,-0.67802584,0.18587951,4.2727456,-0.37688592,1.0,-1.596791,0.5036231,0.5041563,1.0,0.99275357,0.66507524,-0.013292326,-4.2341065,-0.016625555,0.0,-3953.4087,69.0,39.304577,0.04476791,0.01449174,0.044738024,0.013291542,0.2809184,0.013292326,-0.014492754,1.0,0.06967213,1.0,0.0,0.99999994,69.0
22,-0.7005614,-1.4577379,-1.6568496,-1.4577379,0.46024832,1.6568497,2.1522822,6.206008,0.3768859,1.4121025,-0.799404,0.5005071,0.5043632,1.0,0.9999037,0.81118643,-0.0,-6.200509,-0.017453292,1.3862944,-28246.818,493.0,83.522224,0.04476791,0.0020283947,0.044738024,0.0,0.36787945,0.0,-0.0020283975,1.0,0.50409836,0.0,0.0,0.0,493.0
23,-0.7005614,0.6859944,0.67802584,0.6859943,0.34133822,-0.67802584,0.18587951,4.2727456,-0.37688592,1.0,-1.9915425,0.5036231,0.50428474,1.0,0.9984825,0.66507524,-0.013292326,-4.2341065,-0.017139373,0.0,-3953.4087,69.0,39.304577,0.04476791,0.01449174,0.044738024,0.013291542,0.2809184,0.013292326,-0.014492754,1.0,0.06967213,1.0,0.0,0.99999994,69.0
24,-0.7005614,0.6859944,0.7661343,0.6859943,0.4160008,-0.7661343,-0.07793504,4.0203085,-0.37688592,1.0,-1.4740893,0.5047169,0.50433403,1.0,0.99855703,0.66507524,-0.013292326,-3.9702919,-0.01733648,0.0,-3036.6763,53.0,39.304577,0.04476791,0.018865686,0.044738024,0.013291542,0.2809184,0.013292326,-0.018867925,1.0,0.053278685,1.0,0.0,0.99999994,53.0
25,1.1544789,0.6859944,-0.5940408,0.6859943,0.46024832,0.59404075,1.6555555,5.712803,-0.37688592,1.2271312,-0.79013044,0.50083333,0.5043632,1.0,0.99952984,0.66507524,-0.013292326,-5.7037826,-0.017453292,0.6931472,-17188.732,300.0,39.304577,0.04476791,0.003333321,0.044738024,0.013291542,0.2809184,0.013292326,-0.0033333334,1.0,0.30635244,1.0,0.59667397,0.99999994,300.0
26,-0.7005614,0.6859944,-0.21407285,0.6859943,0.46024832,0.21407284,1.3941908,5.4541163,-0.37688592,1.339437,-0.5571889,0.50108224,0.5043632,1.0,0.9997148,0.66507524,-0.013292326,-5.4424176,-0.017453292,1.0986123,-13235.324,231.0,39.304577,0.04476791,0.004328977,0.044738024,0.013291542,0.2809184,0.013292326,-0.0043290043,1.0,0.23565571,1.0,0.0,0.99999994,231.0
27,-0.7005614,0.6859944,-0.14248468,0.6859943,0.46024832,0.1424847,1.3362681,5.3968873,-0.37688592,1.339437,-0.5571889,0.5011468,0.5043632,1.0,0.99964046,0.66507524,-0.013292326,-5.3844953,-0.017453292,1.0986123,-12490.4795,218.0,39.304577,0.04476791,0.004587124,0.044738024,0.013291542,0.2809184,0.013292326,-0.0045871558,1.0,0.22233604,1.0,0.0,0.99999994,218.0
28,1.1544789,-1.4577379,-0.56650686,-1.4577379,0.46024832,0.56650686,1.6387484,5.696148,0.3768859,1.2271312,-0.799404,0.50084746,0.5043632,1.0,0.99954826,0.81118643,-0.0,-5.6869755,-0.017453292,0.6931472,-16902.254,295.0,83.522224,0.04476791,0.0033898177,0.044738024,0.0,0.36787945,0.0,-0.0033898305,1.0,0.3012295,0.0,0.59667397,0.0,295.0
29,2.043696,-1.4577379,0.925831,-1.4577379,-1.3177699,-0.925831,-0.8701731,3.285348,0.3768859,1.4121025,-1.2812791,0.5104152,0.5031898,1.0,0.99975497,0.81118643,-0.0,-3.1780539,-0.012759379,1.3862944,-1375.0986,24.0,83.522224,0.04476791,0.04164257,0.044738024,0.0,0.36787945,0.0,-0.041666668,1.0,0.023565572,0.0,0.8826904,0.0,24.0
30,2.043696,0.6859944,0.07227982,0.6859943,0.4542257,-0.07227978,1.1391588,5.2024574,-0.37688592,1.339437,-0.706249,0.50139666,0.50435925,1.0,0.99973565,0.66507524,-0.013292326,-5.187386,-0.017437393,1.0986123,-10255.944,179.0,39.304577,0.04476791,0.005586534,0.044738024,0.013291542,0.2809184,0.013292326,-0.005586592,1.0,0.18237703,1.0,0.8826904,0.99999994,179.0
31,-0.7005614,0.6859944,-1.0345834,0.6859943,0.45803145,1.0345833,1.8919443,5.947299,-0.37688592,1.4121025,-1.266307,0.5006579,0.50436175,1.0,0.9999064,0.66507524,-0.013292326,-5.9401712,-0.01744744,1.3862944,-21772.395,380.0,39.304577,0.04476791,0.0026315732,0.044738024,0.013291542,0.2809184,0.013292326,-0.002631579,1.0,0.38831964,1.0,0.0,0.99999994,380.0
32,2.043696,0.6859944,0.7661343,0.6859943,-1.3177699,-0.7661343,-0.07793504,4.0203085,-0.37688592,1.2271312,-1.3648111,0.5047169,0.5031898,1.0,0.99933857,0.66507524,-0.013292326,-3.9702919,-0.012759379,0.6931472,-3036.6763,53.0,39.304577,0.04476791,0.018865686,0.044738024,0.013291542,0.2809184,0.013292326,-0.018867925,1.0,0.053278685,1.0,0.8826904,0.99999994,53.0
33,2.043696,0.6859944,0.925831,0.6859943,0.14670785,-0.925831,-0.8701731,3.285348,-0.37688592,1.339437,-0.76131874,0.5104152,0.5041563,1.0,0.99973255,0.66507524,-0.013292326,-3.1780539,-0.016625555,1.0986123,-1375.0986,24.0,39.304577,0.04476791,0.04164257,0.044738024,0.013291542,0.2809184,0.013292326,-0.041666668,1.0,0.023565572,1.0,0.8826904,0.99999994,24.0
34,-0.7005614,-1.4577379,-2.504894,-1.4577379,0.46024832,2.504894,2.4241195,6.4765387,0.3768859,1.2271312,-0.6123062,0.5003864,0.5043632,1.0,0.99987483,0.81118643,-0.0,-6.4723463,-0.017453292,0.6931472,-37070.367,647.0,83.522224,0.04476791,0.0015455938,0.044738024,0.0,0.36787945,0.0,-0.001545595,1.0,0.6618852,0.0,0.0,0.0,647.0
35,1.1544789,0.6859944,0.2595104,0.6859943,0.4542257,-0.2595104,0.9285068,4.995307,-0.37688592,1.0,-0.94768435,0.5017241,0.50435925,1.0,0.99983895,0.66507524,-0.013292326,-4.9767337,-0.017437393,0.0,-8307.888,145.0,39.304577,0.04476791,0.0068964423,0.044738024,0.013291542,0.2809184,0.013292326,-0.0068965517,1.0,0.14754097,1.0,0.59667397,0.99999994,145.0
36,-0.7005614,0.6859944,0.65049195,0.6859943,-1.3177699,-0.6504919,0.2558381,4.34014,-0.37688592,1.0,-1.8144562,0.50337833,0.5031898,1.0,0.99567103,0.66507524,-0.013292326,-4.304065,-0.012759379,0.0,-4239.8877,74.0,39.304577,0.04476791,0.0135126915,0.044738024,0.013291542,0.2809184,0.013292326,-0.013513514,1.0,0.07479508,1.0,0.0,0.99999994,74.0
37,-0.7005614,0.6859944,1.0414734,0.6859943,-2.845338,-1.0414734,-2.9496148,1.7436683,-0.37688592,1.0,-1.3648111,0.5825702,0.50218165,0.9967253,0.9998332,0.66507524,-0.013292326,-1.0986123,-0.008726646,0.0,-171.88733,3.0,39.304577,0.04476791,0.32151276,0.044738024,0.013291542,0.2809184,0.013292326,-0.33333334,1.0,0.0020491802,1.0,0.0,0.99999994,3.0
38,-0.7005614,0.6859944,0.75512075,0.6859943,0.44390202,-0.7551208,-0.040893793,4.055574,-0.37688592,1.0,-1.417778,0.50454533,0.50435245,1.0,0.9983022,0.66507524,-0.013292326,-4.0073333,-0.017410139,0.0,-3151.2676,55.0,39.304577,0.04476791,0.018179815,0.044738024,0.013291542,0.2809184,0.013292326,-0.018181818,1.0,0.055327863,1.0,0.0,0.99999994,55.0
39,-0.7005614,0.6859944,0.6670123,0.6859943,0.44390202,-0.6670123,0.21445292,4.300251,-0.37688592,1.0,-1.266307,0.5035211,0.50435245,1.0,0.9989452,0.66507524,-0.013292326,-4.26268,-0.017410139,0.0,-4068.0,71.0,39.304577,0.04476791,0.014083575,0.044738024,0.013291542,0.2809184,0.013292326,-0.014084507,1.0,0.071721315,1.0,0.0,0.99999994,71.0
40,1.1544789,0.6859944,0.8927903,0.6859943,-0.3278231,-0.8927904,-0.6470296,3.4879339,-0.37688592,1.0,-1.9915425,0.5083326,0.5038431,1.0,0.99551564,0.66507524,-0.013292326,-3.4011974,-0.015372808,0.0,-1718.8733,30.0,39.304577,0.04476791,0.033320993,0.044738024,0.013291542,0.2809184,0.013292326,-0.033333335,1.0,0.029713111,1.0,0.59667397,0.99999994,30.0
41,-0.7005614,0.6859944,0.4192071,0.6859943,0.14670785,-0.41920707,0.7053632,4.7767534,-0.37688592,1.4121025,-1.3141842,0.5021552,0.5041563,1.0,0.9997967,0.66507524,-0.013292326,-4.75359,-0.016625555,1.3862944,-6646.31,116.0,39.304577,0.04476791,0.008620475,0.044738024,0.013291542,0.2809184,0.013292326,-0.00862069,1.0,0.11782787,1.0,0.0,0.99999994,116.0
42,1.1544789,0.6859944,0.29805788,0.6859943,0.46024266,-0.29805785,0.8790267,4.9467597,-0.37688592,1.0,-1.417778,0.50181156,0.5043632,1.0,0.99983525,0.66507524,-0.013292326,-4.9272537,-0.017453277,0.0,-7906.8174,138.0,39.304577,0.04476791,0.00724625,0.044738024,0.013291542,0.2809184,0.013292326,-0.007246377,1.0,0.14036883,1.0,0.59667397,0.99999994,138.0
43,2.043696,-1.4577379,0.8597496,-1.4577379,0.14670785,-0.8597497,-0.464708,3.656312,0.3768859,1.0,-1.4925512,0.506944,0.5041563,1.0,0.99984205,0.81118643,-0.0,-3.583519,-0.016625555,0.0,-2062.648,36.0,83.522224,0.04476791,0.027770637,0.044738024,0.0,0.36787945,0.0,-0.027777778,1.0,0.03586065,0.0,0.8826904,0.0,36.0
44,-0.7005614,-1.4577379,0.76062757,-1.4577379,0.45994774,-0.76062757,-0.059242953,4.0380964,0.3768859,1.339437,-0.799404,0.5046295,0.504363,1.0,0.9997526,0.81118643,-0.0,-3.988984,-0.017452499,1.0986123,-3093.972,54.0,83.522224,0.04476791,0.018516403,0.044738024,0.0,0.36787945,0.0,-0.018518519,1.0,0.054303274,0.0,0.0,0.0,54.0
45,-0.7005614,-1.4577379,-1.6843836,-1.4577379,0.46024832,1.6843835,2.162373,6.2160435,0.3768859,1.0,-0.8293511,0.500502,0.5043632,1.0,0.99985266,0.81118643,-0.0,-6.2106,-0.017453292,0.0,-28533.297,498.0,83.522224,0.04476791,0.0020080295,0.044738024,0.0,0.36787945,0.0,-0.002008032,1.0,0.5092213,0.0,0.0,0.0,498.0
46,-0.7005614,-1.4577379,1.0414734,-1.4577379,-2.845338,-1.0414734,-2.9496148,1.7436683,0.3768859,1.0,-1.0299996,0.5825702,0.50218165,0.9967253,0.99883586,0.81118643,-0.0,-1.0986123,-0.008726646,0.0,-171.88733,3.0,83.522224,0.0447519,0.32151276,0.044722047,0.0,0.36787945,0.0,-0.33333334,0.99999934,0.0020491802,0.0,0.0,0.0,3.0
47,-0.7005614,0.6859944,1.002926,0.6859943,-1.3177699,-1.002926,-1.745642,2.5430405,-0.37688592,1.4121025,-1.4740893,0.5249792,0.5031898,0.999997,0.9997987,0.66507524,-0.013292326,-2.3025851,-0.012759379,1.3862944,-572.95776,10.0,39.304577,0.04476791,0.099667996,0.044738024,0.013291542,0.2809184,0.013292326,-0.1,1.0,0.009221311,1.0,0.0,0.99999994,10.0
48,-0.7005614,-1.4577379,0.8982971,-1.4577379,0.44390202,-0.89829713,-0.68093115,3.4568932,0.3768859,1.2271312,-0.63691425,0.50861984,0.50435245,1.0,0.99987376,0.81118643,-0.0,-3.3672957,-0.017410139,0.6931472,-1661.5775,29.0,83.522224,0.04476791,0.034469098,0.044738024,0.0,0.36787945,0.0,-0.03448276,1.0,0.028688522,0.0,0.0,0.0,29.0
49,-0.7005614,-1.4577379,0.13285443,-1.4577379,0.46024832,-0.13285443,1.075737,5.1400146,0.3768859,1.4121025,-0.8602228,0.5014881,0.5043632,1.0,0.99977607,0.81118643,-0.0,-5.123964,-0.017453292,1.3862944,-9625.69,168.0,83.522224,0.04476791,0.0059523107,0.044738024,0.0,0.36787945,0.0,-0.005952381,1.0,0.17110653,0.0,0.0,0.0,168.0
50,1.1544789,0.6859944,0.8652564,0.6859943,-2.845338,-0.86525637,-0.4928789,3.6301448,-0.37688592,1.4121025,-1.3141842,0.5071424,0.50218165,1.0,0.9999014,0.66507524,-0.013292326,-3.5553482,-0.008726646,1.3862944,-2005.3522,35.0,39.304577,0.04476791,0.028563658,0.044738024,0.013291542,0.2809184,0.013292326,-0.028571429,1.0,0.03483606,1.0,0.59667397,0.99999994,35.0
51,1.1544789,-1.4577379,-0.5279594,-1.4577379,0.46024832,0.5279594,1.6147336,5.6723547,0.3768859,1.2271312,-0.8293511,0.5008681,0.5043632,1.0,0.9994086,0.81118643,-0.0,-5.6629605,-0.017453292,0.6931472,-16501.184,288.0,83.522224,0.04476791,0.0034722083,0.044738024,0.0,0.36787945,0.0,-0.0034722222,1.0,0.29405737,0.0,0.59667397,0.0,288.0
52,2.043696,0.6859944,0.8597496,0.6859943,0.34133822,-0.8597497,-0.464708,3.656312,-0.37688592,1.4121025,-0.8816976,0.506944,0.50428474,1.0,0.99979526,0.66507524,-0.013292326,-3.583519,-0.017139373,1.3862944,-2062.648,36.0,39.304577,0.04476791,0.027770637,0.044738024,0.013291542,0.2809184,0.013292326,-0.027777778,1.0,0.03586065,1.0,0.8826904,0.99999994,36.0
53,-0.7005614,0.6859944,-0.13147111,0.6859943,0.46024832,0.13147111,1.3270514,5.3877845,-0.37688592,1.2271312,-0.58061796,0.5011574,0.5043632,1.0,0.9998765,0.66507524,-0.013292326,-5.3752785,-0.017453292,0.6931472,-12375.888,216.0,39.304577,0.04476791,0.0046295966,0.044738024,0.013291542,0.2809184,0.013292326,-0.0046296297,1.0,0.22028686,1.0,0.0,0.99999994,216.0
54,-0.7005614,0.6859944,-0.026842259,0.6859943,0.46024832,0.026842223,1.2349768,5.296908,-0.37688592,1.4121025,-0.76131874,0.50126904,0.5043632,1.0,0.99976474,0.66507524,-0.013292326,-5.2832036,-0.017453292,1.3862944,-11287.268,197.0,39.304577,0.04476791,0.0050760983,0.044738024,0.013291542,0.2809184,0.013292326,-0.005076142,1.0,0.20081966,1.0,0.0,0.99999994,197.0
55,-0.7005614,0.6859944,1.0359666,0.6859943,-1.3177699,-1.0359668,-2.6619327,1.9048324,-0.37688592,1.0,-1.4740893,0.5621765,0.5031898,0.99879277,0.99984443,0.66507524,-0.013292326,-1.3862944,-0.012759379,0.0,-229.1831,4.0,39.304577,0.04476791,0.24491866,0.044738024,0.013291542,0.2809184,0.013292326,-0.25,1.0,0.0030737706,1.0,0.0,0.99999994,4.0
56,-0.7005614,0.6859944,0.2319765,0.6859943,0.46024832,-0.23197651,0.9624083,5.028595,-0.37688592,1.0,-1.1345186,0.50166667,0.5043632,1.0,0.99917966,0.66507524,-0.013292326,-5.0106354,-0.017453292,0.0,-8594.366,150.0,39.304577,0.04476791,0.006666568,0.044738024,0.013291542,0.2809184,0.013292326,-0.006666667,1.0,0.15266392,1.0,0.0,0.99999994,150.0
57,-0.7005614,0.6859944,0.26501718,0.6859943,0.46024832,-0.26501718,0.9215864,4.9885144,-0.37688592,1.4121025,-0.76131874,0.5017361,0.5043632,1.0,0.99976283,0.66507524,-0.013292326,-4.9698133,-0.017453292,1.3862944,-8250.592,144.0,39.304577,0.04476791,0.0069443327,0.044738024,0.013291542,0.2809184,0.013292326,-0.0069444445,1.0,0.14651637,1.0,0.0,0.99999994,144.0
58,-0.7005614,0.6859944,0.9643785,0.6859943,0.4594327,-0.9643785,-1.2150136,2.9815462,-0.37688592,1.2271312,-0.91403794,0.51470166,0.50436264,1.0,0.9994493,0.66507524,-0.013292326,-2.8332133,-0.01745114,0.6931472,-974.0282,17.0,39.304577,0.04476791,0.058755778,0.044738024,0.013291542,0.2809184,0.013292326,-0.05882353,1.0,0.01639344,1.0,0.0,0.99999994,17.0
59,-0.7005614,0.6859944,0.34211212,0.6859943,0.46024832,-0.3421121,0.8193075,4.888229,-0.37688592,1.339437,-0.5120617,0.5019231,0.5043632,1.0,0.9996636,0.66507524,-0.013292326,-4.8675346,-0.017453292,1.0986123,-7448.451,130.0,39.304577,0.04476791,0.007692156,0.044738024,0.013291542,0.2809184,0.013292326,-0.0076923077,1.0,0.13217211,1.0,0.0,0.99999994,130.0
60,1.1544789,0.6859944,1.0139395,0.6859943,-0.3278231,-1.0139395,-1.9687854,2.3719509,-0.37688592,1.4121025,-0.8816976,0.5312094,0.5038431,0.9999778,0.99989736,0.66507524,-0.013292326,-2.0794415,-0.015372808,1.3862944,-458.3662,8.0,39.304577,0.04476791,0.12435301,0.044738024,0.013291542,0.2809184,0.013292326,-0.125,1.0,0.007172131,1.0,0.59667397,0.99999994,8.0
