,weather_adde_ln,(casual+registered)_ln,(casual+datetime)_ln,season_ln_adde,weather_sigmoid_adde,(weather/atemp)_adde,(casual+registered)_adde,workingday_sin_adde,registered_sin_abs,workingday_zscore_abs,(casual+registered)_radian,(weather/atemp)_radian,workingday_tanh_radian,(workingday+atemp)_radian,casual_sigmoid_radian,season_ln_degree,windspeed_zscore_degree,workingday_zscore_degree,(casual+registered)_degree,atemp_zscore_degree,windspeed_sin_exp,registered_sin_exp,registered_tanh_negative,(casual+registered)_negative,windspeed_zscore_negative,registered_sin_negative,season_ln_negative,humidity_sigmoid_zscore,(casual+registered)_zscore,(casual+registered)_recip,casual_tanh_recip,(season/atemp)_recip,count
16,1.3132616,5.68358,7.7209053,3.411429,3.4493403,2.7521284,296.7183,3.5597527,0.7849617,0.6859943,5.131268,0.0005907359,0.013292326,0.5331108,0.017453292,39.714405,1.4862343,39.304577,16844.959,39.658077,1.5194545,2.192323,-1.0,-294.0,-0.025939684,-0.7849617,-0.6931472,0.04476791,0.5610001,0.0034013605,1.0,14.772501,294.0
17,1.3132616,4.26268,9.025215,3.816894,3.4493403,2.744681,73.718285,2.7182817,0.1673557,1.4577379,1.2391838,0.00046075217,0.0,0.6611307,0.01744744,62.945847,-40.49234,-83.522224,4068.0,96.095985,1.9311522,1.1821747,-1.0,-71.0,0.7067247,-0.1673557,-1.0986123,0.04476791,-0.6670123,0.014084507,0.99999976,12.626667,71.0
18,1.3132616,2.4849067,9.248792,4.104576,3.4493403,2.7877502,14.718282,2.7182817,0.6569866,1.4577379,0.20943952,0.0012124552,0.0,0.25124016,0.01733648,79.42881,-26.515114,-83.522224,687.5493,-62.925518,1.5126282,1.9289708,-0.99999833,-12.0,0.46277606,-0.6569866,-1.3862944,0.04476791,-0.99191236,0.083333336,0.9999092,3.59875,12.0
19,1.3132616,4.564348,9.129564,3.816894,3.4493403,2.753016,98.718285,3.5597527,0.44411266,0.6859943,1.6755161,0.0006062276,0.013292326,0.5199336,0.017453292,62.945847,-26.515114,39.304577,5500.3945,34.54583,1.5126282,0.6413931,-1.0,-96.0,0.46277606,0.44411266,-1.0986123,0.04476791,-0.5293428,0.010416667,1.0,9.596667,96.0
20,1.5514446,5.170484,6.1114674,2.7182817,3.5990787,2.857219,178.71828,3.5597527,0.7086591,0.6859943,3.0717795,0.0024249104,0.013292326,0.26869345,0.017139373,0.0,-89.506424,39.304577,10084.057,-62.925518,1.0,2.0312657,-1.0,-176.0,1.562182,-0.7086591,-0.0,0.04476791,-0.08880017,0.0056818184,0.9993293,14.395,176.0
21,1.3132616,4.2341065,4.919981,2.7182817,3.4493403,2.812577,71.718285,3.5597527,0.026551155,0.6859943,1.2042772,0.0016457608,0.013292326,0.20254545,0.016625555,0.0,-12.490991,39.304577,3953.4087,-88.588356,0.36788568,0.9737982,-1.0,-69.0,0.21800892,0.026551155,-0.0,0.04476791,-0.67802584,0.014492754,0.9950548,10.605,69.0
22,1.3132616,6.200509,9.2478285,4.104576,3.4493403,2.7571015,495.7183,2.7182817,0.42013967,1.4577379,8.604473,0.0006775346,0.0,0.44959682,0.017453292,79.42881,-12.490991,-83.522224,28246.818,14.029105,0.36788568,1.522174,-1.0,-493.0,0.21800892,-0.42013967,-1.3862944,0.04476791,1.6568496,0.0020283975,1.0,6.44,493.0
23,1.3132616,4.2341065,6.489205,2.7182817,3.4493403,2.8649094,71.718285,3.5597527,0.82682866,0.6859943,1.2042772,0.0025591336,0.013292326,0.13648474,0.017139373,0.0,92.52581,39.304577,3953.4087,-114.21732,2.1474967,2.2860572,-1.0,-69.0,-1.6148801,-0.82682866,-0.0,0.04476791,-0.67802584,0.014492754,0.9993293,6.82,69.0
24,1.3132616,3.9702919,6.539586,2.7182817,3.4493403,2.80079,55.71828,3.5597527,0.76825464,0.6859943,0.9250245,0.0014400407,0.013292326,0.22898719,0.01733648,0.0,-89.506424,39.304577,3036.6763,-78.329994,1.0,0.4638219,-1.0,-53.0,1.562182,0.76825464,-0.0,0.04476791,-0.7661343,0.018867925,0.9999092,12.12,53.0
25,1.5514446,5.7037826,7.661998,3.411429,3.5990787,2.7982817,302.7183,3.5597527,0.99920803,0.6859943,5.2359877,0.0013962634,0.013292326,0.4537856,0.017453292,39.714405,-26.515114,39.304577,17188.732,8.882996,1.5126282,0.3681709,-1.0,-300.0,0.46277606,0.99920803,-0.6931472,0.04476791,0.5940408,0.0033333334,1.0,12.5,300.0
26,1.3132616,5.4424176,8.162231,3.816894,3.4493403,2.7497084,233.71828,3.5597527,0.07954854,0.6859943,4.0317106,0.00054850074,0.013292326,0.572817,0.017453292,62.945847,-89.506424,39.304577,13235.324,55.062542,1.0,0.9235332,-1.0,-231.0,1.562182,0.07954854,-1.0986123,0.04476791,0.21407285,0.0043290043,1.0,10.606667,231.0
27,1.3132616,5.3844953,7.9302063,3.816894,3.4493403,2.7497084,220.71828,3.5597527,0.97464865,0.6859943,3.8048177,0.00054850074,0.013292326,0.572817,0.017453292,62.945847,1.4862343,39.304577,12490.4795,55.062542,1.5194545,0.37732488,-1.0,-218.0,-0.025939684,0.97464865,-1.0986123,0.04476791,0.14248468,0.0045871558,1.0,10.606667,218.0
28,1.5514446,5.6869755,7.7021046,3.411429,3.5990787,2.7959216,297.7183,2.7182817,0.47552368,1.4577379,5.148721,0.0013550692,0.0,0.44959682,0.017453292,39.714405,1.4862343,-83.522224,16902.254,14.029105,1.5194545,0.6215595,-1.0,-295.0,-0.025939684,0.47552368,-0.6931472,0.04476791,0.56650686,0.0033898305,1.0,12.88,295.0
29,1.7436683,3.1780539,8.314097,4.104576,3.670856,2.9068425,26.71828,2.7182817,0.8462204,1.4577379,0.41887903,0.003291004,0.0,0.2776819,0.012759379,79.42881,29.487585,-83.522224,1375.0986,-52.667164,0.38257998,0.42903346,-1.0,-24.0,-0.5146555,0.8462204,-1.3862944,0.04476791,-0.925831,0.041666668,0.7615942,3.9775,24.0
30,1.7436683,5.187386,8.2380085,3.816894,3.670856,2.8282726,181.71828,3.5597527,0.7086591,0.6859943,3.1241393,0.0019197022,0.013292326,0.49349183,0.017437393,62.945847,-40.49234,39.304577,10255.944,24.287462,1.9311522,2.0312657,-1.0,-179.0,0.7067247,-0.7086591,-1.0986123,0.04476791,-0.07227982,0.005586592,0.99999833,9.091666,179.0
31,1.3132616,5.9401712,9.276596,4.104576,3.4493403,2.7842884,382.7183,3.5597527,0.9614058,0.6859943,6.6322513,0.0011520325,0.013292326,0.28187066,0.01744744,79.42881,106.50302,39.304577,21772.395,-57.81327,1.3120353,2.6153705,-1.0,-380.0,-1.8588285,-0.9614058,-1.3862944,0.04476791,1.0345834,0.002631579,0.99999976,3.7875,380.0
32,1.7436683,3.9702919,7.320527,3.411429,3.670856,2.9383037,55.71828,3.5597527,0.9866276,0.6859943,0.9250245,0.0038401082,0.013292326,0.25542894,0.012759379,39.714405,106.50302,39.304577,3036.6763,-68.07163,1.3120353,2.6821737,-1.0,-53.0,-1.8588285,-0.9866276,-0.6931472,0.04476791,-0.7661343,0.018867925,0.7615942,6.8174996,53.0
33,1.7436683,3.1780539,8.226306,3.816894,3.670856,2.8347414,26.71828,3.5597527,0.8366556,0.6859943,0.41887903,0.0020326038,0.013292326,0.4670501,0.016625555,62.945847,43.511707,39.304577,1375.0986,14.029105,1.1630702,2.308633,-1.0,-24.0,-0.7594226,-0.8366556,-1.0986123,0.04476791,-0.925831,0.041666668,0.9950548,8.586667,24.0
34,1.3132616,6.4723463,8.9861965,3.411429,3.4493403,2.7504776,649.71826,2.7182817,0.9999115,1.4577379,11.29228,0.00056192186,0.0,0.54209924,0.017453292,39.714405,50.500324,-83.522224,37070.367,49.916435,2.4911418,0.36791202,-1.0,-647.0,-0.88139695,0.9999115,-0.6931472,0.04476791,2.504894,0.001545595,1.0,15.53,647.0
35,1.5514446,4.9767337,8.733594,2.7182817,3.5990787,2.812577,147.71828,3.5597527,0.22805226,0.6859943,2.5307274,0.0016457608,0.013292326,0.38763762,0.017437393,0.0,120.52715,39.304577,8307.888,-16.779839,0.37245938,0.7960827,-1.0,-145.0,-2.1035957,0.22805226,-0.0,0.04476791,-0.2595104,0.0068965517,0.99999833,21.21,145.0
36,1.3132616,4.304065,5.4380794,2.7182817,3.4493403,2.8382578,76.718285,3.5597527,0.67677194,0.6859943,1.2915436,0.0020939764,0.013292326,0.16292648,0.012759379,0.0,-12.490991,39.304577,4239.8877,-103.95896,0.36788568,0.50825506,-1.0,-74.0,0.21800892,0.67677194,-0.0,0.04476791,-0.65049195,0.013513514,0.7615942,8.335,74.0
37,1.3132616,1.0986123,8.699015,2.7182817,3.4493403,2.7916224,5.7182817,3.5597527,0.14112,0.6859943,0.05235988,0.0012800362,0.013292326,0.25542894,0.008726646,0.0,-89.506424,39.304577,171.88733,-68.07163,1.0,1.1515628,-0.9950548,-3.0,1.562182,-0.14112,-0.0,0.04476791,-1.0414734,0.33333334,0.0,13.634999,3.0
38,1.3132616,4.0073333,6.376727,2.7182817,3.4493403,2.7959216,57.71828,3.5597527,0.95375264,0.6859943,0.9599311,0.0013550692,0.013292326,0.2422517,0.017410139,0.0,-40.49234,39.304577,3151.2676,-73.18388,1.9311522,0.3852924,-1.0,-55.0,0.7067247,0.95375264,-0.0,0.04476791,-0.75512075,0.018181818,0.9999877,12.88,55.0
39,1.3132616,4.26268,6.853299,2.7182817,3.4493403,2.7842884,73.718285,3.5597527,0.82682866,0.6859943,1.2391838,0.0011520325,0.013292326,0.28187066,0.017410139,0.0,-89.506424,39.304577,4068.0,-57.81327,1.0,2.2860572,-1.0,-71.0,1.562182,-0.82682866,-0.0,0.04476791,-0.6670123,0.014084507,0.9999877,15.15,71.0
40,1.5514446,3.4011974,5.4026775,2.7182817,3.5990787,3.0115368,32.71828,3.5597527,0.2709058,0.6859943,0.5235988,0.005118267,0.013292326,0.13648474,0.015372808,0.0,43.511707,39.304577,1718.8733,-114.21732,1.1630702,1.3111516,-1.0,-30.0,-0.7594226,-0.2709058,-0.0,0.04476791,-0.8927903,0.033333335,0.9640276,6.82,30.0
41,1.3132616,4.75359,8.500657,4.104576,3.4493403,2.7877502,118.718285,3.5597527,0.09718191,0.6859943,2.024582,0.0012124552,0.013292326,0.26869345,0.016625555,79.42881,29.487585,39.304577,6646.31,-62.925518,0.38257998,0.9073909,-1.0,-116.0,-0.5146555,0.09718191,-1.3862944,0.04476791,-0.4192071,0.00862069,0.9950548,3.59875,116.0
42,1.5514446,4.9272537,8.710784,2.7182817,3.5990787,2.8735611,140.71828,3.5597527,0.995687,0.6859943,2.4085543,0.0027101384,0.013292326,0.2422517,0.017453277,0.0,43.511707,39.304577,7906.8174,-73.18388,1.1630702,0.36946952,-1.0,-138.0,-0.7594226,0.995687,-0.0,0.04476791,-0.29805788,0.007246377,1.0,12.88,138.0
43,1.7436683,3.583519,8.753056,2.7182817,3.670856,2.951201,38.71828,2.7182817,0.99991184,1.4577379,0.62831855,0.0040652077,0.0,0.22479841,0.016625555,0.0,-12.490991,-83.522224,2062.648,-73.18388,0.36788568,2.7180421,-1.0,-36.0,0.21800892,-0.99991184,-0.0,0.04476791,-0.8597496,0.027777778,0.9950548,12.88,36.0
44,1.3132616,3.988984,8.304,3.816894,3.4493403,2.7571015,56.71828,2.7182817,0.017701926,1.4577379,0.94247776,0.0006775346,0.0,0.44959682,0.017452499,62.945847,1.4862343,-83.522224,3093.972,14.029105,1.5194545,1.0178596,-1.0,-54.0,-0.025939684,-0.017701926,-1.0986123,0.04476791,-0.76062757,0.018518519,1.0,8.586667,54.0
45,1.3132616,6.2106,8.82247,2.7182817,3.4493403,2.7582817,500.7183,2.7182817,0.5215767,1.4577379,8.69174,0.0006981317,0.0,0.43633232,0.017453292,0.0,50.500324,-83.522224,28533.297,8.882996,2.4911418,0.5935839,-1.0,-498.0,-0.88139695,0.5215767,-0.0,0.04476791,1.6843836,0.002008032,1.0,25.0,498.0
46,1.3132616,1.0986123,6.7546043,2.7182817,3.4493403,2.7671695,5.7182817,2.7182817,0.14112,1.4577379,0.05235988,0.0008532531,0.0,0.3570071,0.008726646,0.0,64.52445,-83.522224,171.88733,-21.892086,0.9884165,1.1515628,-0.9950548,-3.0,-1.1261642,-0.14112,-0.0,0.0447519,-1.0414734,0.33333334,0.0,20.455,3.0
47,1.3132616,2.3025851,8.510773,4.104576,3.4493403,2.80079,12.718282,3.5597527,0.41211846,0.6859943,0.17453292,0.0014400407,0.013292326,0.22898719,0.012759379,79.42881,43.511707,39.304577,572.95776,-78.329994,1.1630702,1.5100132,-0.99999994,-10.0,-0.7594226,-0.41211846,-1.3862944,0.04476791,-1.002926,0.1,0.7615942,3.03,10.0
48,1.3132616,3.3672957,8.977146,3.411429,3.4493403,2.7512796,31.71828,2.7182817,0.8462204,1.4577379,0.5061455,0.0005759212,0.0,0.528922,0.017410139,39.714405,-40.49234,-83.522224,1661.5775,44.804188,1.9311522,0.42903346,-1.0,-29.0,0.7067247,0.8462204,-0.6931472,0.04476791,-0.8982971,0.03448276,0.9999877,15.1525,29.0
49,1.3132616,5.123964,8.404024,4.104576,3.4493403,2.7595358,170.71828,2.7182817,0.94543535,1.4577379,2.9321532,0.0007200203,0.0,0.4230678,0.017453292,79.42881,15.510358,-83.522224,9625.69,3.7368863,1.9142001,2.5739336,-1.0,-168.0,-0.27070683,-0.94543535,-1.3862944,0.04476791,-0.13285443,0.005952381,1.0,6.06,168.0
50,1.5514446,3.5553482,9.224934,4.104576,3.5990787,2.857219,37.71828,3.5597527,0.42818266,0.6859943,0.61086524,0.0024249104,0.013292326,0.26869345,0.008726646,79.42881,15.510358,39.304577,2005.3522,-62.925518,1.9142001,0.6516924,-1.0,-35.0,-0.27070683,0.42818266,-1.3862944,0.04476791,-0.8652564,0.028571429,0.0,3.59875,35.0
51,1.5514446,5.6629605,7.4324837,3.411429,3.5990787,2.7982817,290.7183,2.7182817,0.8064006,1.4577379,5.0265484,0.0013962634,0.0,0.43633232,0.017453292,39.714405,-12.490991,-83.522224,16501.184,8.882996,0.36788568,2.2398314,-1.0,-288.0,0.21800892,-0.8064006,-0.6931472,0.04476791,0.5279594,0.0034722222,1.0,12.5,288.0
52,1.7436683,3.583519,8.49372,4.104576,3.670856,2.850295,38.71828,3.5597527,0.5514267,0.6859943,0.62831855,0.002304065,0.013292326,0.41407937,0.017139373,79.42881,-89.506424,39.304577,2062.648,-6.5214696,1.0,1.7357275,-1.0,-36.0,1.562182,-0.5514267,-1.3862944,0.04476791,-0.8597496,0.027777778,0.9993293,5.68125,36.0
53,1.3132616,5.3752785,8.9992485,3.411429,3.4493403,2.7504776,218.71828,3.5597527,0.21942526,0.6859943,3.769911,0.00056192186,0.013292326,0.5595525,0.017453292,39.714405,-12.490991,39.304577,12375.888,49.916435,0.36788568,1.2453609,-1.0,-216.0,0.21800892,-0.21942526,-0.6931472,0.04476791,0.13147111,0.0046296297,1.0,15.53,216.0
54,1.3132616,5.2832036,8.354439,4.104576,3.4493403,2.7571015,199.71828,3.5597527,0.47555017,0.6859943,3.4382987,0.0006775346,0.013292326,0.4670501,0.017453292,79.42881,-89.506424,39.304577,11287.268,14.029105,1.0,0.621543,-1.0,-197.0,1.562182,0.47555017,-1.3862944,0.04476791,0.026842259,0.005076142,1.0,6.44,197.0
55,1.3132616,1.3862944,8.768575,2.7182817,3.4493403,2.80079,6.7182817,3.5597527,0.14112,0.6859943,0.06981317,0.0014400407,0.013292326,0.22898719,0.012759379,0.0,-26.515114,39.304577,229.1831,-78.329994,1.5126282,1.1515628,-0.9950548,-4.0,0.46277606,-0.14112,-0.0,0.04476791,-1.0359666,0.25,0.7615942,12.12,4.0
56,1.3132616,5.0106354,7.1049657,2.7182817,3.4493403,2.7756705,152.71828,3.5597527,0.86896574,0.6859943,2.6179938,0.0010016237,0.013292326,0.3215769,0.017453292,0.0,-26.515114,39.304577,8594.366,-42.40881,1.5126282,2.3844435,-1.0,-150.0,0.46277606,-0.86896574,-0.0,0.04476791,-0.2319765,0.006666667,1.0,17.425,150.0
57,1.3132616,4.9698133,8.346405,4.104576,3.4493403,2.7571015,146.71828,3.5597527,0.94543535,0.6859943,2.5132742,0.0006775346,0.013292326,0.4670501,0.017453292,79.42881,-89.506424,39.304577,8250.592,14.029105,1.0,2.5739336,-1.0,-144.0,1.562182,-0.94543535,-1.3862944,0.04476791,-0.26501718,0.0069444445,1.0,6.44,144.0
58,1.3132616,2.8332133,7.503841,3.411429,3.4493403,2.7637985,19.71828,3.5597527,0.98935825,0.6859943,0.29670596,0.0007944148,0.013292326,0.40090212,0.01745114,39.714405,-12.490991,39.304577,974.0282,-11.633729,0.36788568,2.6895077,-0.99999976,-17.0,0.21800892,-0.98935825,-0.6931472,0.04476791,-0.9643785,0.05882353,0.99999994,10.985,17.0
59,1.3132616,4.8675346,7.99699,3.816894,3.4493403,2.7482803,132.71828,3.5597527,0.8167426,0.6859943,2.268928,0.0005235726,0.013292326,0.5992588,0.017453292,62.945847,106.50302,39.304577,7448.451,65.3209,1.3120353,2.2631161,-1.0,-130.0,-1.8588285,-0.8167426,-1.0986123,0.04476791,-0.34211212,0.0076923077,1.0,11.111667,130.0
60,1.5514446,2.0794415,9.183894,4.104576,3.5990787,2.8062906,10.718282,3.5597527,0.2794155,0.6859943,0.13962634,0.0015360432,0.013292326,0.41407937,0.015372808,79.42881,-89.506424,39.304577,458.3662,-6.5214696,1.0,0.75622565,-0.9999877,-8.0,1.562182,0.2794155,-1.3862944,0.04476791,-1.0139395,0.125,0.9640276,5.68125,8.0
61,1.5514446,5.3423343,7.5093355,3.411429,3.5990787,2.8062906,211.71828,3.5597527,0.97845656,0.6859943,3.6477382,0.0015360432,0.013292326,0.41407937,0.01745329,39.714405,64.52445,39.304577,11974.817,-6.5214696,0.9884165,0.3758908,-1.0,-209.0,-1.1261642,0.97845656,-0.6931472,0.04476791,0.09292364,0.004784689,1.0,11.3625,209.0
62,1.5514446,5.7037826,8.699348,2.7182817,3.5990787,2.843989,302.7183,2.7182817,0.6832397,1.4577379,5.2359877,0.002194003,0.0,0.2776819,0.017453292,0.0,-47.480953,-83.522224,17188.732,-52.667164,0.75855386,1.980283,-1.0,-300.0,0.828699,-0.6832397,-0.0,0.04476791,0.5940408,0.0033333334,1.0,15.91,300.0
63,1.3132616,5.267858,8.013012,3.816894,3.4493403,2.7457807,196.71828,3.5597527,0.7148764,0.6859943,3.3859386,0.0004799475,0.013292326,0.6521423,0.017453292,62.945847,-26.515114,39.304577,11115.381,85.83763,1.5126282,0.4892526,-1.0,-194.0,0.46277606,0.7148764,-1.0986123,0.04476791,0.010321912,0.005154639,1.0,12.121667,194.0
64,1.3132616,1.3862944,6.637258,2.7182817,3.4493403,2.8282928,6.7182817,3.5597527,0.7568025,0.6859943,0.06981317,0.0019200541,0.013292326,0.17610373,0.008726646,0.0,127.51576,39.304577,229.1831,-98.84671,0.6681691,0.4691642,-0.9993293,-4.0,-2.22557,0.7568025,-0.0,0.04476791,-1.0359666,0.25,0.0,9.09,4.0
65,1.7436683,4.406719,7.639161,3.411429,3.670856,2.842044,84.718285,3.5597527,0.56610763,0.6859943,1.43117,0.002160061,0.013292326,0.4405211,0.017410139,39.714405,-26.515114,39.304577,4698.254,3.7368863,1.5126282,1.7613977,-1.0,-82.0,0.46277606,-0.56610763,-0.6931472,0.04476791,-0.6064377,0.0121951215,0.9999877,12.12,82.0
66,1.3132616,6.0234475,8.079618,3.816894,3.4493403,2.7482803,415.7183,3.5597527,0.9589328,0.6859943,7.20821,0.0005235726,0.013292326,0.5992588,0.017453292,62.945847,15.510358,39.304577,23663.156,65.3209,1.9142001,0.38330173,-1.0,-413.0,-0.27070683,0.9589328,-1.0986123,0.04476791,1.2163072,0.0024213076,1.0,11.111667,413.0
67,1.3132616,3.7841897,6.5206213,2.7182817,3.4493403,2.8649094,46.71828,3.5597527,0.96379536,0.6859943,0.7679449,0.0025591336,0.013292326,0.13648474,0.01733648,0.0,1.4862343,39.304577,2521.0142,-114.21732,1.5194545,2.6216276,-1.0,-44.0,-0.025939684,-0.96379536,-0.0,0.04476791,-0.81569535,0.022727273,0.9999092,6.82,44.0
68,1.5514446,4.0253515,7.6925697,3.411429,3.5990787,2.7959216,58.71828,3.5597527,0.95375264,0.6859943,0.9773844,0.0013550692,0.013292326,0.4670501,0.017437393,39.714405,29.487585,39.304577,3208.5635,14.029105,0.38257998,0.3852924,-1.0,-56.0,-0.5146555,0.95375264,-0.6931472,0.04476791,-0.749614,0.017857144,0.99999833,12.88,56.0
69,1.3132616,2.9957323,8.017637,3.816894,3.4493403,2.7521284,22.71828,3.5597527,0.42016706,0.6859943,0.34906584,0.0005907359,0.013292326,0.5331108,0.017437393,62.945847,1.4862343,39.304577,1145.9155,39.658077,1.5194545,1.5222158,-1.0,-20.0,-0.025939684,-0.42016706,-1.0986123,0.04476791,-0.94785815,0.05,0.99999833,9.848333,20.0
