,(volatile acidity_sin-alcohol_cos),((volatile acidity_sin-alcohol_cos)/density),((volatile acidity_radian-total sulfur dioxide)/free sulfur dioxide),(total sulfur dioxide_radian_relu+(chlorides_ln*citric acid_cos)),((alcohol_recip*sulphates_recip)+(chlorides_tanh*volatile acidity_radian)),(volatile acidity_ln_abs+alcohol),((residual sugar_rbfFeature-chlorides_exp)*(volatile acidity_sin-density)),((pH_recip*total sulfur dioxide_radian)*(sulphates_recip-density))
53,1.3706136,1.3747379,-3.9664457000000004,-0.27525353,0.19050565,10.367583,0.5537807,0.5119104999999999
54,1.202443,1.2078785,-2.2118514,-0.90839934,0.15659301,10.873344,0.47391015,0.23785761
55,1.5782074,1.5816871000000001,-1.7995671000000002,-1.689559,0.19951658,9.978036,0.27627656,0.20904586
56,1.3924482,1.3964981,-2.4981675,-2.0643008000000003,0.1658562,10.467500999999999,0.3838654,0.03388474
57,1.5888379,1.5915434,-2.1997802,-0.26255453,0.13937522,9.862035,0.33824196,0.17691076
58,1.3954325,1.3989298000000001,-3.175865,-1.5929091,0.17027263,10.527633,0.66159636,0.19163218
59,1.3798814,1.385145,-5.110355,-1.6767302,0.19750829,10.341608,0.85679716,0.20145491
60,1.3642618999999998,1.3669958,-2.7364748,-1.4303647,0.17038734,10.11629,0.7743114999999999,0.14893135
61,1.6287625,1.6339912,-5.599398000000001,0.046438812999999995,0.15282516,9.671064,0.48332247,0.25067973
62,1.4940523,1.4988486,-2.9159105,-1.8227528000000002,0.17054887,10.153927000000001,0.36299790000000004,0.111347936
63,1.6010133999999998,1.6064755,-4.152858999999999,-1.5676875,0.18005578,10.107885000000001,0.44866228,0.2106774
64,0.7585647,0.7614582,-2.7468367000000002,-2.2583556000000002,0.23632431,11.221583,0.48820272,0.08827439
65,0.7585647,0.7614582,-2.7468367000000002,-2.2583556000000002,0.23632431,11.221583,0.48820272,0.08827439
66,1.4815679,1.4863241000000003,-3.5446296000000004,-1.8422878,0.1803132,10.253927000000001,0.7318607,0.14476119
67,0.9393233,0.9429063,-2.4979494,-2.3089116,0.16206774,11.049558,0.32152918,0.055399335999999993
68,0.60585606,0.60774004,-2.4072006,-1.0575852,0.11871374,11.839433999999999,0.67523104,0.09301317
69,1.1235707000000001,1.1278565,-2.373462,-2.2688236,0.10115951,10.849558,0.5083402,0.0056028212
70,1.586317,1.5915692,-1.7992669,-2.0975412999999996,0.19576584,9.962035,0.32899776,0.12137976
71,1.6181581,1.6243305000000001,-5.646371,-0.69090056,0.22032465,9.900477,0.35699970000000003,0.54864746
72,1.6337093999999999,1.6401058000000002,-5.221553299999999,-0.7766284999999999,0.22030748,9.871063000000001,0.5429685000000001,0.53888994
73,1.5997409,1.6035894,-3.9080199999999996,-1.6431968000000001,0.20607343,9.593042,0.42488888,0.20161073
74,1.2992544,1.3013366000000002,-2.9640863,-0.57939494,0.12755597,10.739435,0.9296061999999999,0.09765499
75,0.8741462,0.87537175,-4.665871599999999,-1.1720641,0.14496373,11.391598,0.84529406,0.10696384
76,0.8741462,0.87537175,-4.665871599999999,-1.1720641,0.14496373,11.391598,0.84529406,0.10696384
77,0.9981146999999999,1.0015199000000001,-2.1418786,-1.7397654999999999,0.1713433,10.942071,0.34563652,0.12220999999999999
78,1.4622066999999999,1.4683739,-6.6655755,-1.0395012,0.19152662,10.387683,0.35629229999999995,0.38305405
79,1.5328190000000002,1.537123,-4.407003400000001,-0.3984406,0.09898697,9.570003999999999,0.33459738,-0.068580404
80,1.4098091,1.4157553,-4.997382,-2.3585546,0.19464044,9.9985075,0.38679838,0.06064489
81,1.4165638999999999,1.4202566,-3.0451132999999997,0.5820705,0.08636387400000001,10.24397,1.0075565999999998,-0.0807538
82,1.4271473,1.4314417,-3.4757748,-0.9132905000000001,0.19353831,9.793148,0.38018188,0.28719586
83,1.620679,1.6257187,-3.1867692,0.0070366859999999995,0.09777141,9.800477,0.6870318,-0.033719424
84,0.93634653,0.9402014000000001,-3.3885980000000004,-1.3068620000000002,0.12483171400000001,11.503973,0.7452249,0.08856141599999999
85,1.3032552,1.3083578000000002,-2.1047580000000004,-1.8499533,0.16854154,10.697838,0.7035421,0.14306894
86,1.3598173,1.3636354,-6.799573,0.25233412,0.052737005,10.61335,0.38712922,-0.39240488
87,1.4553136999999998,1.4602786,-3.4434940000000003,-2.146112,0.16328996,10.313350999999999,0.7784863000000001,0.09031898
88,1.3773606000000003,1.3803973999999999,-3.6762705,0.15960813,0.08700684,10.441608,0.42406085,-0.12376265
89,1.4921653999999998,1.4954555,-2.9986474999999997,-2.1499012000000004,0.21046443,9.478036,0.32236394,0.10700584
90,1.4940523,1.4994503000000001,-3.3331172,-0.009533881999999999,0.19564727,10.153927000000001,0.5030824,0.64714026
91,1.3598173,1.3636354,-6.799573,0.25233412,0.052737005,10.61335,0.38712922,-0.39240488
92,1.4010521,1.404986,-6.9995503,0.2061801,0.052472718,10.5133505,0.3634593,-0.38990468
93,1.4553136999999998,1.4602786,-3.4434940000000003,-2.146112,0.16328996,10.313350999999999,0.7784863000000001,0.09031898
94,1.327645,1.3359277,-2.0727365,-1.6150825,0.19921328,10.519803,0.14648867,0.43102816
95,-0.38021767,-0.38282084,-6.234678,-0.9562187,0.12980567,13.410825,0.3448134,0.32362240000000003
96,0.99100554,0.9944861999999999,-2.8733091,-1.8813567999999998,0.1682641,10.954892,0.28570178,0.09182924
97,1.4542692,1.45967,-7.330425,-2.1926177000000004,0.17314267,9.8931465,0.67512566,0.06982411
98,1.7137531000000004,1.7194272000000002,-1.9968583999999998,-2.359207,0.1834541,9.905361,0.28541723,0.04062211
99,1.4295483999999998,1.4335624,-2.6915758,-1.8740569,0.18908328,9.60697,0.36706704,0.12915456
100,1.2871332,1.2907473,-4.5444865,-1.4936452,0.16161223,10.694296000000001,0.47089246,0.16481662
101,1.04041,1.0446934,-2.7489092,-2.0906043000000003,0.17235656,11.093147,0.77246696,0.09162143
102,1.4295483999999998,1.4335624,-2.6915758,-1.8740569,0.18908328,9.60697,0.36706704,0.12915456
103,1.5186784,1.5237067,-5.4158306,-1.367688,0.21389996,9.753386,0.63420564,0.33243740000000005
104,1.4703188999999999,1.4762238,-7.1982894,-1.9547217000000001,0.22222889999999998,10.11335,0.552668,0.2051627
105,1.5186784,1.5237067,-5.4158306,-1.367688,0.21389996,9.753386,0.63420564,0.33243740000000005
106,1.3908346999999999,1.3946,-3.8329358,0.61221313,0.085199915,10.191597999999999,1.2039182,-0.09147079
107,1.5813701,1.5862876000000001,-4.2659335,-1.1975585,0.13707508,9.762035000000001,0.29761127,0.0868178
108,1.3087308000000002,1.3118793,-4.4441239999999995,-0.67179537,0.13073099999999999,10.708663,0.882983,0.10457473
109,1.6990505,1.7043339,-4.134764700000001,0.8446927,0.15749931,9.542071,0.29347340000000005,0.37632465
110,1.5283585,1.5338805,-3.9158523,-1.4023286,0.11419903,10.079819,0.35775736,0.020281037
111,1.5114614,1.5169224,-9.817199,-0.5819582,0.15551414,10.278036,0.62100774,0.31042016
112,1.4950687,1.5004704,-7.927822999999999,-0.51547337,0.15549527,10.310825,0.6464569,0.31904295
113,1.2674235,1.2689463,-2.0906632,-1.4823058,0.15430175,10.871182000000001,0.981028,0.1193969
114,1.5283585,1.5338805,-3.9158523,-1.4023286,0.11419903,10.079819,0.35775736,0.020281037
115,0.8649553,0.8679062,-4.768694,-1.2110633,0.15179820000000002,11.41629,0.88508946,0.2082087
116,1.3532076000000002,1.3561913,-3.6355066,-1.7659663,0.16465870000000002,10.616186,0.5167252,0.13211867
117,1.5308793,1.5354857,-3.9986038,-1.994358,0.21356563,9.979818,0.68978244,0.14544757
118,0.6181165,0.6204743,-3.9993144999999997,-1.1495447,0.15404215,11.497836999999999,0.72773474,0.20414442
119,1.6113808,1.6180146999999998,-4.044907,-0.77223945,0.20245275,9.571064,0.44591640000000005,0.39807987
120,1.7883308,1.7951523,-8.898132,-0.16564322,0.19822127,9.067658,0.09166292,0.35688573
121,0.6181165,0.6204743,-3.9993144999999997,-1.1495447,0.15404215,11.497836999999999,0.72773474,0.20414442
122,1.615229,1.6184659,-4.32929,-2.3633745,0.20993817,9.563844,0.45697089999999996,0.060141344000000006
123,1.6490058999999997,1.6529729,-3.0897827,-1.9323168000000002,0.19959898,9.84249,0.47464475,0.15338878
124,1.4765978000000002,1.4825278999999998,-4.856726999999999,-0.6847472,0.22001225,10.193147999999999,0.6437294,0.5710058000000001
125,1.5807283,1.5832616000000002,-3.3329327000000006,-0.3518132,0.15354443,9.878036,0.33511183,0.21383286
126,1.0665776000000002,1.0704311000000002,-3.9922626000000005,-2.3038666,0.189107,11.185179,0.037840426,0.061966587000000004
127,1.0665776000000002,1.0704311000000002,-3.9922626000000005,-2.2915964,0.19303071,11.185179,0.03811703,0.06430701
128,1.031898,1.0358341999999998,-5.3299007000000005,-2.4192028,0.10418806,11.027633,0.647515,0.0074105230000000005
129,1.3706136,1.3768091,-3.1655613999999996,-2.2699323,0.18711351,10.367583,0.69430214,0.073583655
130,1.6776648999999997,1.6830506,-4.4662333,0.52809703,0.16271357,9.69437,0.33763059999999995,0.37416354
131,-0.42802125,-0.43073487,-5.823016,-1.2758527,0.12252739,13.693148,0.74600124,0.2825537
132,-0.42802125,-0.43073487,-5.823016,-1.2758527,0.12252739,13.693148,0.74600124,0.2825537
133,1.4098518,1.4166517,-1.5288985000000002,-2.3594844,0.17645541,10.493147,0.5244194999999999,0.09728869999999999
134,1.7515955,1.7588066999999998,-2.229373,-1.9676976000000002,0.18517587,9.939219999999999,0.08840943,0.12925287
135,1.6626596000000002,1.6684994,-3.9366872,-1.2938348999999998,0.1281996,9.894371000000001,0.32542565,0.07686982
136,1.6527896,1.6580955000000002,-5.1987524,-1.4843837,0.13781312,9.835473,0.22751209,0.08482876
137,1.3780335,1.3819028,-3.4609811,-1.566797,0.17042238,10.079476,0.6312698,0.12758206
138,1.5283585,1.5341884,-6.999348599999999,-0.6354814999999999,0.19572173,10.079819,0.63389134,0.47089002
139,1.5283585,1.5341884,-6.3523664,-0.58312166,0.19572173,10.079819,0.6644196,0.48580292
140,1.6626596000000002,1.6684994,-3.9366872,-1.2938348999999998,0.1281996,9.894371000000001,0.32542565,0.07686982
141,1.6527896,1.6580955000000002,-5.1987524,-1.4843837,0.13781312,9.835473,0.22751209,0.08482876
142,0.19674988,0.19841659,-2.3331134,-1.8961748999999999,0.090712376,15.07881,0.55088586,0.08193579
143,1.3798814,1.3862581,-6.6643977,-2.3603415,0.18386754,10.341608,0.7354251,0.076160945
144,0.19674988,0.19841659,-2.3331134,-1.8961748999999999,0.090712376,15.07881,0.55088586,0.08193579
145,1.620679,1.6258818000000002,-4.4058847000000005,0.63175356,0.1729474,9.800477,0.5082772,0.47828930000000003
146,1.4678645000000001,1.4761308000000002,-4.475625,-0.80074954,0.19333763,10.385662,0.55473465,0.43039440000000007
147,1.4628513,1.4675473999999997,-8.799145,0.14049661,0.13639024,10.0133505,0.8708699000000001,0.12504414
148,1.1848916999999999,1.1897697,-2.4992874,-2.0670838,0.16966484,10.91335,0.42614308,0.11149256
149,0.8649553,0.8671230999999999,-3.9084562999999997,-1.4382101999999999,0.15674771,11.41629,0.8423712,0.13645855
150,0.9648693000000002,0.9689388000000001,-2.1988482000000005,-2.09395,0.18362634,11.408663,1.008111,0.051368855
151,1.4965732,1.4971721000000002,-2.1559663,0.9372077,0.058129832,10.053925999999999,0.7263795,-0.2195828
152,1.3452104,1.3519703,-3.9595809999999996,-0.6249435,0.1843435,10.610826,0.5064817,0.44195038
153,1.3452104,1.3519703,-3.9595809999999996,-0.6249435,0.1843435,10.610826,0.5064817,0.44195038
154,0.8924078000000001,0.8948238000000002,-4.448017,-0.17666626,0.13279963,11.34397,0.38395005,0.25779307
155,0.8924078000000001,0.8948238000000002,-4.5711603,-0.1811676,0.13467012,11.34397,0.8016274999999999,0.26857293
156,0.8924078000000001,0.8948238000000002,-4.448017,-0.17666626,0.13279963,11.34397,0.38395005,0.25779307
157,0.8924078000000001,0.8948238000000002,-4.5711603,-0.1811676,0.13467012,11.34397,0.8016274999999999,0.26857293
158,1.6210183999999999,1.6260591999999998,-1.8323444,-2.2333232999999995,0.21591860000000002,9.685661999999999,0.51608825,0.11067894
159,1.5568678,1.5618658,-4.777196,-0.99631464,0.1894692,9.810825,0.56777495,0.31674758
160,1.7981033,1.805506,-2.8547742,-2.0577965,0.18750013,9.651294,0.14351581,0.08615537
161,1.6036365,1.6092688999999998,-2.2209036,-2.2814972,0.101497166,9.585662,0.33877274,-0.007771296
162,1.3446048000000002,1.3494628999999998,-1.8229852999999998,-2.0339085999999997,0.1792731,10.634878,0.7077800999999999,0.12824628
163,1.5643356000000002,1.5671563999999998,-3.36082,-0.4580338,0.21783996,9.910825,0.41076893,0.6533673000000001
164,1.5560541,1.5590162,-3.4568486000000003,-0.4580338,0.21782777,9.927632000000001,0.39721054,0.65342987
165,1.586317,1.5925277,-6.8563576,-0.36686516,0.17087519,9.962035,0.37544653,0.32396984
166,1.3114611999999999,1.3172572,-5.610491000000001,-0.69000626,0.18948413,10.646287,0.26665035,0.48950309999999997
167,1.4338175,1.4401542,-2.4700236,-1.8968668999999998,0.23217146,9.597837,0.6111914,0.23660249
168,1.1501293,1.1555605,-3.9990004999999997,-1.6452495999999999,0.17580120000000002,10.862035,0.35447195,0.18211176
169,1.6452060000000002,1.6511501,-4.1991796,0.1071887,0.07045095400000001,9.849558,0.6217739999999999,-0.1346845
170,1.7216368000000002,1.7264708,-1.9961384999999998,-2.7064047,0.33389518,9.222168,0.23913854,0.08448652
171,1.3826040000000002,1.3864862,-2.9987783,-2.2654076,0.17872377,10.0675,0.38308567,0.0613178
172,1.3826040000000002,1.3864862,-2.9987783,-2.2654076,0.17872377,10.0675,0.38308567,0.0613178
173,0.09773043,0.09811307,-1.7495490000000002,-1.9518495999999999,0.15329,11.978036,0.6168132,0.16253
174,1.3680927,1.3734491000000002,-4.9990525,-1.8593756000000001,0.22449362,10.467584,0.46800208,0.20757670000000003
175,1.4765978000000002,1.4828256000000002,-2.578488,-1.6079211000000002,0.13569275,10.193147999999999,0.5585836,0.07307623
176,1.3680927,1.3734491000000002,-4.9990525,-1.8593756000000001,0.22449362,10.467584,0.46800208,0.20757670000000003
177,0.97241706,0.9751475000000001,-4.748865599999999,-1.5663986,0.15691562,11.153927000000001,0.332525,0.118962616
178,1.7055185000000002,1.710822,-2.8551357000000004,-2.3391817,0.18696582,9.816914,0.2837565,0.07912302
179,1.5700396,1.5749218,-4.1989355,-1.9435773999999997,0.17912439,9.994296,0.6099800999999999,0.16039874
180,1.5700396,1.5749218,-4.1989355,-1.9435773999999997,0.17912439,9.994296,0.6099800999999999,0.16039874
181,1.5650928,1.5694873,-4.782146,0.7645943000000001,0.10822519,9.794296000000001,0.39188909999999993,-0.010342553
182,1.659095,1.6637534999999999,-2.6242037,-1.8434685000000002,0.20774890000000001,9.614711,0.39431733,0.19729745
183,1.5650928,1.5696448,-5.9081235,-1.3783774,0.18620934,9.794296000000001,0.6101168,0.23299393
184,1.5732605,1.5779946000000002,-7.748647,-1.4004391,0.18624426,9.778036,0.5741055,0.22353382
185,1.2674235,1.2711097,-3.2690227000000003,-0.36715806,0.19511281,10.871182000000001,0.54780513,0.40487286
186,1.355032,1.3588367000000001,-4.7852283,-1.0490357,0.19818537,10.141608,0.48057609999999995,0.28743470000000004
187,1.6103988,1.6142729999999998,-2.8875217,-2.0107784,0.21142459,10.049558,0.32288355,0.13964498
188,1.4765978000000002,1.4813379999999998,-9.532751,0.1525321,0.19211887,10.193147999999999,0.740786,0.6406318
189,1.4677981000000002,1.4725101,-8.470085000000001,0.13920236,0.19208725,10.21335,0.36311597,0.64511174
190,1.4791186,1.482677,-6.0472035,-0.19193625,0.17225608,10.093147,0.52009517,0.42224815
191,1.2920417,1.2954098,-2.3330257000000003,-1.6675365000000002,0.16505896,10.794252,0.9178801999999999,0.14744689
192,1.586317,1.5912498,-7.874313000000001,-0.096889734,0.17364757,9.962035,0.5808781999999999,0.43073429999999996
193,1.4850521,1.4904176000000002,-3.9986286,-2.0982733,0.18812181,10.297836,0.71021825,0.12243852
194,1.4850521,1.4904176000000002,-3.9986286,-2.0982733,0.18812181,10.297836,0.71021825,0.12243852
195,1.5560541,1.5610495,-4.9995709999999995,-0.36880612,0.19776614,9.927632000000001,0.64832264,0.55102044
196,1.2622898,1.266342,-3.6659917999999996,-1.5274691999999999,0.16691589999999998,10.744727000000001,0.39293063,0.19368282
197,1.0760882,1.0781367,-2.2495637000000004,-1.759695,0.10242234,11.303973,0.628205,0.004974190999999999
198,-0.16615033,-0.16742274,-7.152725,-1.4461098999999997,0.09116764,13.180323999999999,0.33351874,0.08369054
199,0.49313638,0.49571409999999994,-2.581748,-2.2507966,0.20515738,11.486177,0.08628712599999999,0.20513447
200,0.95539284,0.95831573,-2.6660461,-2.1509807,0.11871168,11.439434,0.6677837,0.02895238
201,1.3538408000000002,1.3572339,-3.7177832000000004,0.46132898,0.10501947,10.294252,0.5414663000000001,-0.022165649
202,1.4765978000000002,1.4833469,-3.0619544999999997,-1.7194006000000002,0.13389777,10.193147999999999,0.5385864,0.06881721
203,1.3826040000000002,1.3880173,-2.4370418,-1.6023905,0.19827187,10.0675,0.47664570000000006,0.16753691
204,1.3917143,1.3970931999999998,-2.642321,-1.618274,0.19476557,10.04397,0.87313724,0.15265818
205,0.48984993,0.49014399999999997,-3.1105294,-1.249573,0.12074604,12.003973,0.97907925,0.045708183
206,0.48984993,0.49014399999999997,-3.1105294,-1.249573,0.12074604,12.003973,0.97907925,0.045708183
207,1.5318573999999998,1.5376235,-4.615002,-0.45181036,0.20356625,9.862119,0.6705448,0.5669143
208,1.4256325,1.4304961999999999,-5.277351,-0.55484927,0.15954596,10.22098,0.80515856,0.25537115
209,0.7710570999999999,0.7726023,-2.7135377,-2.1098306,0.10850757,11.703973,1.0392692,0.013861966000000002
210,-0.4806589,-0.48266193,-3.7981498,-2.3459357999999995,0.094134025,13.034877999999999,0.6049306,0.01677564
211,1.502207,1.5069540000000001,-6.1987347999999995,-1.3354734,0.17961928,10.321584,0.45858370000000004,0.2548159
212,1.1402053,1.1424903,-2.998464,-2.0083064999999998,0.14677975,11.020980999999999,0.45569846,0.040333192999999996
213,1.3202,1.3256351,-2.3210732999999997,-1.5843878,0.23085174,10.662119,0.4637443,0.4571139
214,1.6010133999999998,1.6051868999999999,-4.098717,-1.6627506999999997,0.14489633,10.107885000000001,0.23495293,0.09078448
215,0.9461628000000001,0.94862926,-4.6535172,-0.3705163,0.12582580000000002,11.21335,0.42915747,0.20131446
216,0.58067155,0.5828865,-3.7683915999999997,-1.4081402,0.16058764,11.470004,0.28129247,0.20649973
217,1.6108572,1.6161907,-3.7261224000000004,-1.8520881999999999,0.20070967,9.421584,0.21783675,0.17495239
218,1.4329908000000002,1.4391793,-4.3991446,-1.7627017,0.19156127,10.41335,0.38361302,0.19394612
219,1.5027056,1.5079079,-5.9996147,0.123827934,0.17617704,10.134878,0.5003622,0.51035964
220,1.3331802,1.3379969999999999,-2.4164193,-1.3194933,0.18079565,10.478809,0.8708481,0.21170679999999997
221,1.5052264,1.5117267,-4.499422,-0.9589421999999999,0.18756792,10.034877999999999,0.5978133000000001,0.3026644
222,1.5700396,1.5775329,-1.9978706999999998,-2.6878797999999997,0.17604479,9.994296,0.5468151,0.034264416
223,1.4402700000000002,1.4429393999999998,-3.4985929,-1.9228483,0.16759889,10.438505000000001,0.549199,0.09960331
224,1.1541620000000001,1.1571127,-3.665928,-1.3041146000000001,0.16967474,10.85413,0.27261236,0.21951854
225,0.8924078000000001,0.8958568000000001,-2.1721551,-1.436373,0.16475052,11.34397,0.84098047,0.2375266
226,1.5535332,1.5591462,-2.9996185,0.45919448,0.068725415,10.027633,0.69137174,-0.17452054
227,1.661572,1.6642348000000002,-2.5539656,-1.9940246,0.16323993,9.998451,0.20669681,0.06973459
228,0.8924078000000001,0.8958568000000001,-2.1721551,-1.436373,0.16475052,11.34397,0.84098047,0.2375266
229,0.4924544,0.49401054,-3.6990924,-1.7894018,0.18255171,11.653927000000001,0.6962233,0.18722716
230,-0.4718544,-0.47532427,-5.5785065000000005,-1.0663877,0.13265714,12.9339695,0.41213125,0.3241261
231,1.2601118,1.2648549999999998,-4.0827804,-1.6912446,0.19476648,10.867583,0.4527090999999999,0.23520266
232,1.3463032,1.3490011999999998,-3.2218635,-1.347656,0.14938915,10.594253,0.6870291000000001,0.13049808
233,0.4924544,0.49401054,-3.6990924,-1.7894018,0.18255171,11.653927000000001,0.6962233,0.18722716
234,1.7526012999999998,1.7581394000000001,-5.2832212,-2.0765338,0.20315307,9.0,0.1530133,0.1597569
235,1.500275,1.5051668,-2.7135005000000003,-1.6698191000000002,0.19263414,9.462035,0.28384098,0.14315192
236,1.500275,1.5051668,-2.7135005000000003,-1.6698191000000002,0.19263414,9.462035,0.28384098,0.14315192
237,1.5760418999999999,1.5811808,-2.5992496,-1.6523659,0.18849488,9.638505,0.49833820000000006,0.1469191
238,1.500275,1.5051668,-2.7135005000000003,-1.6698191000000002,0.19263414,9.462035,0.28384098,0.14315192
239,1.7526012999999998,1.7581394000000001,-5.2832212,-2.0765338,0.20315307,9.0,0.1530133,0.1597569
240,1.5854028,1.5900139,-12.397783,-0.16311347,0.10149789999999999,9.75413,0.690728,-0.028736652999999997
