,alcohol_rbfFeature,residual sugar_rbfFeature,sulphates_rbfFeature,pH_rbfFeature,alcohol_sin,total sulfur dioxide_sin,volatile acidity_sin,chlorides_exp,volatile acidity_ln,alcohol_ln,chlorides_ln,chlorides_tanh,sulphates_tanh,total sulfur dioxide_tanh,residual sugar_tanh,citric acid_square,alcohol_square,free sulfur dioxide_square,alcohol_recip,sulphates_recip,fixed acidity_recip,pH_recip,total sulfur dioxide_radian,volatile acidity_radian,citric acid_radian,sulphates_radian,fixed acidity_cos,chlorides_cos,alcohol_cos,citric acid_cos,quality
10,0.13531198,-0.20358567,0.41965786,0.07825819,0.2228901,0.82682866,0.54802394,1.1018604,-0.5447272,2.2192035,-2.3330443,0.09669692,0.492988,1.0,0.946806,0.0064,84.64,225.0,0.108695656,1.8518518,0.14925374,0.30487806,1.134464,0.010122909,0.0013962634,0.009424779,0.91438323,0.99529916,-0.97484356,0.99680173,2.0
11,-0.17664878,-0.28032994,-0.40774417,-0.42568114,-0.8796958,0.9948268,0.47942555,1.0735812,-0.6931472,2.3513753,-2.6450753,0.070880935,0.66403675,1.0,0.9999899,0.1296,110.25,289.0,0.0952381,1.25,0.13333334,0.29850748,1.7802358,0.008726646,0.0062831854,0.013962634,0.3466353,0.9974806,-0.47553694,0.9358968,2.0
12,0.3858294,-0.18008906,-0.001146793,0.42637175,-0.45753556,0.636738,0.57695854,1.0930806,-0.48613298,2.2925348,-2.419119,0.088765755,0.4777,1.0,0.9216685,0.0,98.009995,256.0,0.10101011,1.923077,0.17857143,0.27932963,1.0297443,0.010733775,0.0,0.0090757115,0.7755658,0.99604213,-0.8891913,1.0,2.0
13,-0.32433975,0.095478974,-0.20105904,-0.19231005,0.319098,-0.6636339,0.57286745,1.1207521,-0.4942963,2.2082744,-2.171557,0.11350871,0.9154205,1.0,0.9216685,0.08409999,82.810005,81.0,0.1098901,0.64102566,0.12820512,0.30674848,0.5061455,0.010646509,0.0050614546,0.027227135,0.05395523,0.99350905,-0.9477217,0.9582439,2.0
14,-0.18929622,-0.3371537,-0.35550344,-0.33804944,0.2228901,0.46774516,0.5810352,1.192438,-0.4780358,2.2192035,-1.7372713,0.17420498,0.7064193,1.0,0.9989996,0.0324,84.64,2704.0,0.108695656,1.1363636,0.11235955,0.3164557,2.5307274,0.010821042,0.0031415927,0.015358897,-0.865435,0.98455197,-0.97484356,0.9838437,2.0
15,0.09661128,-0.25489816,0.41985664,-0.40874255,0.2228901,-0.3383334,0.5810352,1.1853049,-0.4780358,2.2192035,-1.7719568,0.16838105,0.730594,1.0,0.99918085,0.0361,84.64,2601.0,0.108695656,1.0752689,0.11235955,0.3154574,2.5830872,0.010821042,0.0033161256,0.016231563,-0.865435,0.9855848,-0.97484356,0.9820042,2.0
16,0.05761967,-0.25921428,-0.371818,0.29907542,-0.8796958,0.62298864,0.27635565,1.0963649,-1.2729657,2.3513753,-2.3859668,0.091741316,0.63514894,1.0,0.946806,0.3136,110.25,1225.0,0.0952381,1.3333334,0.11764706,0.3030303,1.7976891,0.004886922,0.009773844,0.01308997,-0.6020119,0.995771,-0.47553694,0.8472551,4.0
17,0.19937702,0.23822728,0.008722198,0.37719572,0.12445424,-0.521551,0.5311862,1.444842,-0.5798185,2.2300143,-0.99967235,0.3522411,0.8564849,1.0,0.93540907,0.0784,86.490005,256.0,0.107526876,0.78125,0.12345678,0.32154343,0.9773844,0.009773844,0.004886922,0.022340214,-0.24354452,0.9330487,-0.99222535,0.96105546,2.0
18,0.30447719,-0.4263357,-0.19210002,-0.15669689,0.41211846,-0.6636339,0.556361,1.0898064,-0.5276328,2.1972246,-2.453408,0.08578861,0.46211717,1.0,0.9996986,0.0064,81.0,36.0,0.11111111,2.0,0.13513513,0.29585797,0.5061455,0.010297442,0.0013962634,0.008726646,0.43854725,0.9963043,-0.91113025,0.99680173,1.0
19,-0.38411286,0.40471816,-0.09830041,0.30466866,0.2228901,-0.521551,0.31456655,1.4063532,-1.1394343,2.2192035,-1.0758729,0.32836986,0.7931991,1.0,0.946806,0.26009998,84.64,289.0,0.108695656,0.9259259,0.12658228,0.32894737,0.9773844,0.0055850535,0.008901179,0.018849557,-0.04600222,0.9424207,-0.97484356,0.8727445,3.0
20,0.055711113,-0.24141365,-0.23592456,-0.31482035,0.024775807,-0.30481064,0.21822962,1.0800421,-1.5141277,2.2407095,-2.5639498,0.07684818,0.4853811,1.0,0.946806,0.2304,88.35999,841.0,0.10638298,1.8867925,0.11235955,0.29498523,1.0471976,0.0038397242,0.00837758,0.009250244,-0.865435,0.997037,-0.99969304,0.8869949,3.0
21,0.16733727,-0.009131603,0.05172338,-0.043811105,-0.27176043,0.95105463,0.3801884,1.0854559,-0.94160855,2.272126,-2.501036,0.0818167,0.57167,1.0,0.9800964,0.0961,94.09,529.0,0.10309278,1.5384616,0.13157895,0.2840909,1.2391838,0.006806784,0.005410521,0.01134464,0.25125992,0.9966399,-0.9623649,0.95233357,2.0
22,0.2127154,-0.3046695,-0.1125642,-0.42447984,-0.075151116,-0.6435381,0.4168708,1.1118219,-0.84397006,2.2512918,-2.244316,0.10560477,0.7211323,1.0,0.9216685,0.044099998,90.25,100.0,0.10526316,1.098901,0.12658228,0.3154574,0.6457718,0.007504916,0.0036651914,0.015882496,-0.04600222,0.99438727,-0.9971722,0.9780309,2.0
23,0.32583138,0.268352,-0.42601934,-0.30431378,0.024775807,-0.85552,0.4706259,1.087629,-0.7133499,2.2407095,-2.4769385,0.08380298,0.4853811,1.0,0.9800964,0.0121,88.35999,81.0,0.10638298,1.8867925,0.11764706,0.3154574,1.1693705,0.008552114,0.0019198621,0.009250244,-0.6020119,0.9964741,-0.99969304,0.9939561,2.0
24,-0.34168673,-0.35867518,0.17926033,-0.4263923,-0.27176043,0.7451132,0.38941833,1.0887171,-0.9162907,2.272126,-2.465104,0.084795885,0.55805224,1.0,0.9836749,0.0196,94.09,441.0,0.10309278,1.5873016,0.14492753,0.29154518,0.6981317,0.006981317,0.002443461,0.010995574,0.815725,0.9963897,-0.9623649,0.990216,3.0
25,0.38516167,-0.25102484,-0.42207205,0.33415118,0.12445424,-0.8462204,0.3801884,1.0832871,-0.94160855,2.2300143,-2.5257287,0.07982977,0.5079775,1.0,0.88535166,0.0256,86.490005,121.0,0.107526876,1.7857143,0.15873015,0.2994012,0.40142572,0.006806784,0.0027925267,0.009773844,0.9998586,0.99680173,-0.99222535,0.98722726,2.0
26,0.33959332,-0.38363504,-0.16330256,-0.3948714,-0.075151116,-0.9999902,0.3986093,1.0832871,-0.8915981,2.2512918,-2.5257287,0.07982977,0.5298956,1.0,0.946806,0.0576,90.25,16.0,0.10526316,1.6949153,0.13157895,0.30487806,0.19198622,0.0071558496,0.00418879,0.010297442,0.25125992,0.99680173,-0.9971722,0.971338,2.0
27,0.2127154,-0.3046695,-0.1125642,-0.42447984,-0.075151116,-0.6435381,0.4168708,1.1118219,-0.84397006,2.2512918,-2.244316,0.10560477,0.7211323,1.0,0.9216685,0.044099998,90.25,100.0,0.10526316,1.098901,0.12658228,0.3154574,0.6457718,0.007504916,0.0036651914,0.015882496,-0.04600222,0.99438727,-0.9971722,0.9780309,2.0
28,0.15610467,0.42031366,0.23630774,-0.18756858,0.024775807,-0.42818266,0.6518338,1.0832871,-0.34249032,2.2407095,-2.5257287,0.07982977,0.5005202,1.0,0.95623744,0.0,88.35999,196.0,0.10638298,1.8181818,0.14084508,0.28818443,0.61086524,0.012391837,0.0,0.009599311,0.6845467,0.99680173,-0.99969304,1.0,2.0
29,-0.40364435,-0.40545252,-0.19683707,0.35519126,-0.3664793,-0.28790334,0.60119843,1.0854559,-0.438505,2.2823825,-2.501036,0.0818167,0.5298956,1.0,0.9640276,0.0,96.04,64.0,0.10204081,1.6949153,0.12820512,0.29585797,0.27925268,0.011257373,0.0,0.010297442,0.05395523,0.9966399,-0.9304262,1.0,3.0
30,0.37188518,-0.10542516,-0.3436957,0.42633578,-0.6250709,0.3132288,0.6248973,1.0930806,-0.39304256,2.3125355,-2.419119,0.088765755,0.492988,1.0,0.9836749,0.0049,102.01001,289.0,0.099009894,1.8518518,0.14925374,0.29850748,1.43117,0.011780973,0.0012217305,0.009424779,0.91438323,0.99604213,-0.78056794,0.997551,2.0
31,0.3647844,-0.39547366,-0.29652527,0.073614664,-0.92277557,-0.6435381,0.632673,1.1107107,-0.37833643,2.3608541,-2.253795,0.104615815,0.5153593,1.0,0.9866143,0.0,112.36001,484.0,0.09433962,1.754386,0.14492753,0.28901735,0.6457718,0.011955505,0.0,0.009948377,0.815725,0.9944926,-0.38533783,1.0,3.0
32,0.08337671,0.07873233,-0.39652723,-0.3091987,-0.3664793,-0.09718191,0.60915923,1.0865418,-0.42312008,2.2823825,-2.4889147,0.082809925,0.5783635,1.0,0.9800964,0.0144,96.04,225.0,0.10204081,1.5151515,0.12048192,0.3154574,1.9722221,0.011431906,0.002094395,0.011519173,-0.43137702,0.9965575,-0.9304262,0.99280864,2.0
33,-0.40604198,0.3765271,-0.2834425,0.1828823,0.024775807,0.9683645,0.56876206,1.0757306,-0.50252676,2.2407095,-2.6172957,0.072870605,0.4777,1.0,1.0,0.0144,88.35999,1600.0,0.10638298,1.923077,0.14492753,0.28985506,1.4486233,0.010559242,0.002094395,0.0090757115,0.815725,0.9973367,-0.99969304,0.99280864,3.0
34,-0.36769736,0.28962657,0.388736,-0.2806223,0.2228901,-0.26237485,0.31456655,1.1084914,-1.1394343,2.2192035,-2.2730262,0.1026373,0.5005202,1.0,0.946806,0.0625,84.64,169.0,0.108695656,1.8181818,0.1923077,0.29585797,0.87266463,0.0055850535,0.004363323,0.009599311,0.4685165,0.9947002,-0.97484356,0.9689124,2.0
35,-0.11438572,-0.30641732,-0.2091106,-0.38156235,-0.17432716,-0.75098723,0.60119843,1.0898064,-0.438505,2.261763,-2.453408,0.08578861,0.5005202,1.0,0.9999666,0.0,92.16,25.0,0.104166664,1.8181818,0.12820512,0.29411763,0.31415927,0.011257373,0.0,0.009599311,0.05395523,0.9963043,-0.9846878,1.0,3.0
36,0.26443693,0.24934033,-0.37774062,-0.2780979,-0.9809363,0.65028787,0.5646425,1.0898064,-0.5108256,2.3795462,-2.453408,0.08578861,0.5370496,1.0,0.9836749,0.0196,116.64001,9.0,0.09259259,1.6666666,0.12820512,0.29239765,0.2617994,0.010471975,0.002443461,0.010471975,0.05395523,0.9963043,-0.19432972,0.990216,3.0
37,-0.34031814,0.38833037,-0.056565717,-0.1167806,-0.27176043,-0.9880316,0.37092048,1.0682267,-0.967584,2.272126,-2.7181005,0.065904334,0.62306535,1.0,0.97045195,0.0784,94.09,169.0,0.10309278,1.369863,0.12345678,0.30959752,0.5235988,0.006632251,0.004886922,0.0127409035,-0.24354452,0.99782276,-0.9623649,0.96105546,4.0
38,-0.10424573,-0.39114577,-0.011691777,0.19595486,-0.3664793,0.1498772,0.9044122,1.1876779,0.12221763,2.2823825,-1.7602608,0.17032368,0.4462436,1.0,0.90514827,0.0081,96.04,49.0,0.10204081,2.0833335,0.1754386,0.2857143,0.33161256,0.01972222,0.0015707964,0.00837758,0.8347127,0.98524445,-0.9304262,0.9959527,1.0
39,0.19800374,-0.4070649,0.3559436,-0.19395804,-0.8796958,-0.8218178,0.43496552,1.0768068,-0.79850775,2.3513753,-2.6036901,0.07386523,0.68047595,1.0,0.999985,0.1296,110.25,144.0,0.0952381,1.2048193,0.1369863,0.3003003,1.5184364,0.007853981,0.0062831854,0.014486233,0.52607733,0.99726325,-0.47553694,0.9358968,2.0
40,0.19800374,-0.4070649,0.3559436,-0.19395804,-0.8796958,-0.8218178,0.43496552,1.0768068,-0.79850775,2.3513753,-2.6036901,0.07386523,0.68047595,1.0,0.999985,0.1296,110.25,144.0,0.0952381,1.2048193,0.1369863,0.3003003,1.5184364,0.007853981,0.0062831854,0.014486233,0.52607733,0.99726325,-0.47553694,0.9358968,2.0
41,0.15806176,-0.35357898,0.41203815,-0.24066867,0.12445424,0.90178835,0.57286745,1.0919881,-0.4942963,2.2300143,-2.4304185,0.08777355,0.4699452,1.0,0.9926315,0.09,86.490005,289.0,0.107526876,1.9607843,0.11363636,0.30674848,0.80285144,0.010646509,0.0052359877,0.008901179,-0.81109315,0.9961305,-0.99222535,0.9553365,1.0
42,-0.2084165,-0.4098807,0.4238717,0.21059214,-0.8796958,0.9906074,0.4706259,1.3937529,-0.7133499,2.3513753,-1.1026204,0.32031673,0.71629786,1.0,0.9890274,0.040000003,110.25,64.0,0.0952381,1.1111112,0.13333334,0.31152648,0.2443461,0.008552114,0.0034906585,0.015707962,0.3466353,0.9453924,-0.47553694,0.9800666,3.0
43,-0.14422292,0.13763842,0.3354758,-0.32635283,-0.76768595,-0.8462204,0.61311686,1.0714362,-0.41551542,2.3321438,-2.6736488,0.0688907,0.83365464,1.0,0.9757431,0.0484,106.090004,81.0,0.097087376,0.8333333,0.12345678,0.3030303,0.40142572,0.011519173,0.0038397242,0.02094395,-0.24354452,0.99762046,-0.6408263,0.97589743,2.0
44,-0.13869508,-0.1696885,-0.04901379,-0.23283613,-0.075151116,-0.9999902,0.620986,1.0512711,-0.40047753,2.2512918,-2.9957323,0.049958378,0.4777,1.0,0.946806,0.0004,90.25,25.0,0.10526316,1.923077,0.14705881,0.28735632,0.19198622,0.011693706,0.00034906584,0.0090757115,0.8693974,0.99875027,-0.9971722,0.9998,2.0
45,0.24248075,-0.21701646,-0.056296524,0.42515087,0.5086618,0.82682866,0.4968801,1.0554847,-0.6539265,2.5726123,-2.9187713,0.053947575,0.5079775,1.0,0.97045195,0.0225,171.61002,64.0,0.07633588,1.7857143,0.21739131,0.25641024,1.134464,0.0090757115,0.0026179939,0.009773844,-0.11215262,0.99854237,0.86096644,0.9887711,1.0
46,0.15932964,-0.27078757,0.41470915,-0.059631642,0.2228901,0.7849804,0.8045991,1.1207521,-0.067208745,2.2192035,-2.171557,0.11350871,0.62306535,1.0,0.9757431,0.1849,84.64,484.0,0.108695656,1.369863,0.12987013,0.30769232,1.9896753,0.016318828,0.007504916,0.0127409035,0.15337405,0.99350905,-0.97484356,0.90896577,2.0
47,0.317468,-0.41244736,0.03944074,-0.2816387,-0.075151116,-0.6435381,0.2859522,1.119632,-1.2378744,2.2512918,-2.1803675,0.11252148,0.5226654,1.0,0.9216685,0.2704,90.25,144.0,0.10526316,1.724138,0.11494253,0.30769232,0.6457718,0.0050614546,0.0090757115,0.010122909,-0.7486465,0.9936223,-0.9971722,0.8678192,2.0
48,-0.35372853,0.19881722,0.33506095,0.10883083,0.2228901,-0.53657293,0.38941833,1.0682267,-0.9162907,2.2192035,-2.7181005,0.065904334,0.5079775,1.0,0.9216685,0.0529,84.64,25.0,0.108695656,1.7857143,0.15625,0.2994012,0.20943952,0.006981317,0.0040142573,0.009773844,0.9931849,0.99782276,-0.97484356,0.97366637,2.0
49,-0.095268756,0.42210743,0.07858731,-0.39067727,0.2228901,0.98358774,0.30505863,1.0768068,-1.171183,2.2192035,-2.6036901,0.07386523,0.5226654,1.0,0.88535166,0.13690001,84.64,144.0,0.108695656,1.724138,0.17857143,0.30120483,1.6755161,0.005410521,0.006457718,0.010122909,0.7755658,0.99726325,-0.97484356,0.93232733,2.0
50,-0.32597515,0.32263905,0.37551442,0.09138964,0.2228901,-0.8462204,0.61311686,1.0768068,-0.41551542,2.2192035,-2.6036901,0.07386523,0.6291452,1.0,0.93540907,0.0676,84.64,16.0,0.108695656,1.3513514,0.11363636,0.3174603,0.40142572,0.011519173,0.0045378557,0.012915436,-0.81109315,0.99726325,-0.97484356,0.96638995,2.0
51,0.23396564,0.31746542,0.26803622,0.3213876,0.024775807,0.65028787,0.4968801,1.0714362,-0.6539265,2.2407095,-2.6736488,0.0688907,0.55805224,1.0,0.9757431,0.0016,88.35999,64.0,0.10638298,1.5873016,0.15151516,0.29411763,0.2617994,0.0090757115,0.0006981317,0.010995574,0.9502326,0.99762046,-0.99969304,0.9992001,3.0
52,0.32280257,-0.3862668,-0.061443318,0.33287683,0.024775807,0.9906074,0.47942555,1.0703653,-0.6931472,2.2407095,-2.6882474,0.06789538,0.56489956,1.0,0.97045195,0.0016,88.35999,36.0,0.10638298,1.5625,0.15151516,0.29498523,0.2443461,0.008726646,0.0006981317,0.011170107,0.9502326,0.9976889,-0.99969304,0.9992001,3.0
53,0.06362477,0.1998495,0.19289592,0.37283546,0.024775807,-0.3714041,0.37092048,1.0843709,-0.967584,2.2407095,-2.5133061,0.08082332,0.5079775,1.0,0.9950548,0.1296,88.35999,900.0,0.10638298,1.7857143,0.116279066,0.3125,2.0769417,0.006632251,0.0062831854,0.009773844,-0.67872036,0.99672127,-0.99969304,0.9358968,2.0
54,0.029698929,0.18213873,-0.056316312,0.42547035,-0.6998745,-0.67677194,0.48817724,1.116278,-0.67334455,2.3223877,-2.207275,0.10955846,0.55805224,1.0,0.9926315,0.0225,104.03999,1089.0,0.09803922,1.5873016,0.13157895,0.3154574,1.2740903,0.008901179,0.0026179939,0.010995574,0.25125992,0.9939561,-0.71426576,0.9887711,3.0
55,0.41743577,0.42472136,-0.007397593,0.29028746,-0.075151116,0.8509035,0.5810352,1.087629,-0.4780358,2.2512918,-2.4769385,0.08380298,0.4853811,1.0,0.9989996,0.0016,90.25,625.0,0.10526316,1.8867925,0.12987013,0.2994012,0.7853982,0.010821042,0.0006981317,0.009250244,0.15337405,0.9964741,-0.9971722,0.9992001,2.0
56,0.22902854,0.4211598,-0.15940398,0.0077463994,-0.17432716,-0.54402107,0.40776044,1.0725082,-0.8675006,2.261763,-2.65926,0.06988589,0.55805224,1.0,0.9977749,0.3249,92.16,16.0,0.104166664,1.5873016,0.09803922,0.32894737,0.17453292,0.0073303827,0.009948377,0.010995574,-0.71426576,0.997551,-0.9846878,0.841901,2.0
57,0.31162587,0.29071125,-0.41522694,-0.05098298,0.024775807,-0.044242676,0.58914477,1.1173949,-0.46203548,2.2407095,-2.198225,0.11054636,0.64692944,1.0,0.9999257,0.0144,88.35999,2500.0,0.10638298,1.2987013,0.13333334,0.30674848,1.9198622,0.010995574,0.002094395,0.013439035,0.3466353,0.9938458,-0.99969304,0.99280864,2.0
58,0.39270657,-0.42078322,-0.11930987,-0.014756685,-0.54402107,-0.5587891,0.556361,1.0789626,-0.5276328,2.3025851,-2.577022,0.07585401,0.5298956,1.0,0.9800964,0.0324,100.0,289.0,0.1,1.6949153,0.12820512,0.29154518,0.94247776,0.010297442,0.0031415927,0.010297442,0.05395523,0.9971134,-0.8390715,0.9838437,2.0
59,-0.42568886,-0.31407142,-0.24792674,-0.14309432,0.024775807,0.90178835,0.3801884,1.0768068,-0.94160855,2.2407095,-2.6036901,0.07386523,0.492988,1.0,0.9836749,0.0961,88.35999,81.0,0.10638298,1.8518518,0.1369863,0.29325512,0.80285144,0.006806784,0.005410521,0.009424779,0.52607733,0.99726325,-0.99969304,0.95233357,3.0
60,0.42408147,-0.1901173,-0.10451191,0.39451185,0.2228901,0.9866276,0.38941833,1.0822042,-0.9162907,2.2192035,-2.5383074,0.07883607,0.56489956,1.0,0.9757431,0.16000001,84.64,361.0,0.108695656,1.5625,0.11363636,0.29069766,0.9075712,0.006981317,0.006981317,0.011170107,-0.81109315,0.9968811,-0.97484356,0.921061,2.0
61,-0.34583676,-0.2197097,0.37337193,0.4200694,0.12445424,-0.8899956,0.6365372,1.1218734,-0.3710637,2.2300143,-2.1628232,0.11449571,0.6106768,1.0,0.946806,0.24010001,86.490005,400.0,0.107526876,1.4084507,0.12987013,0.31152648,1.9547688,0.012042772,0.008552114,0.012391837,0.15337405,0.9933948,-0.99222535,0.88233286,2.0
62,-0.23450668,0.362605,-0.10540167,-0.42612466,-0.075151116,-0.42818266,0.4968801,1.0887171,-0.6539265,2.2512918,-2.465104,0.084795885,0.551128,1.0,0.95623744,0.0256,90.25,144.0,0.10526316,1.6129032,0.13333334,0.29585797,0.61086524,0.0090757115,0.0027925267,0.010821042,0.3466353,0.9963897,-0.9971722,0.98722726,4.0
63,0.38115504,-0.29183984,0.407076,-0.34046823,-0.3664793,-0.5587891,0.6705872,1.0843709,-0.30788478,2.2823825,-2.5133061,0.08082332,0.5153593,1.0,0.9640276,0.0025000002,96.04,169.0,0.10204081,1.754386,0.14285715,0.29498523,0.94247776,0.01282817,0.0008726646,0.009948377,0.75390226,0.99672127,-0.9304262,0.99875027,2.0
64,-0.1597075,-0.37598363,-0.39139137,0.18203135,-0.9954362,-0.9999902,0.66313547,1.0898064,-0.32158363,2.3887627,-2.453408,0.08578861,0.3713602,1.0,0.9998172,0.0025000002,118.80999,16.0,0.09174312,2.5641026,0.1388889,0.29325512,0.19198622,0.012653638,0.0008726646,0.006806784,0.60835147,0.9963043,-0.095429234,0.99875027,2.0
65,-0.1597075,-0.37598363,-0.39139137,0.18203135,-0.9954362,-0.9999902,0.66313547,1.0898064,-0.32158363,2.3887627,-2.453408,0.08578861,0.3713602,1.0,0.9998172,0.0025000002,118.80999,16.0,0.09174312,2.5641026,0.1388889,0.29325512,0.19198622,0.012653638,0.0008726646,0.006806784,0.60835147,0.9963043,-0.095429234,0.99875027,2.0
66,0.38372174,-0.38175175,-0.40945938,-0.2940348,-0.17432716,0.96379536,0.4968801,1.0822042,-0.6539265,2.261763,-2.5383074,0.07883607,0.5226654,1.0,0.90514827,0.0121,92.16,121.0,0.104166664,1.724138,0.13333334,0.29239765,0.6806784,0.0090757115,0.0019198621,0.010122909,0.3466353,0.9968811,-0.9846878,0.9939561,2.0
67,-0.31901342,0.15546924,0.42484418,0.025083162,-0.95663494,0.65028787,0.6480338,1.0789626,-0.3495575,2.3702438,-2.577022,0.07585401,0.5226654,1.0,0.9216685,0.0049,114.49,36.0,0.093457945,1.724138,0.15151516,0.29069766,0.2617994,0.0123045705,0.0012217305,0.010122909,0.9502326,0.9971134,-0.29128948,0.997551,2.0
68,-0.36677393,0.08721576,-0.07261199,0.07180699,-0.95663494,0.82682866,0.31456655,1.0768068,-1.1394343,2.3702438,-2.6036901,0.07386523,0.6584091,1.0,0.9640276,0.3249,114.49,729.0,0.093457945,1.2658228,0.107526876,0.30487806,1.134464,0.0055850535,0.009948377,0.013788101,-0.99222535,0.99726325,-0.29128948,0.841901,2.0
69,0.09806596,-0.3832434,0.36679342,0.03611748,-0.8796958,0.1498772,0.6480338,1.0768068,-0.3495575,2.3513753,-2.6036901,0.07386523,0.7397831,1.0,0.95623744,0.0025000002,110.25,64.0,0.0952381,1.0526316,0.125,0.2994012,0.33161256,0.0123045705,0.0008726646,0.016580628,-0.14550003,0.99726325,-0.47553694,0.99875027,3.0
70,0.2932895,0.27171555,0.18612097,-0.20392181,-0.075151116,0.95637596,0.58914477,1.0789626,-0.46203548,2.2512918,-2.577022,0.07585401,0.492988,1.0,0.95623744,0.0064,90.25,225.0,0.10526316,1.8518518,0.12987013,0.30120483,0.47123888,0.010995574,0.0013962634,0.009424779,0.15337405,0.9971134,-0.9971722,0.99680173,3.0
71,0.38547972,0.14053194,-0.39744917,0.19161925,-0.075151116,0.98358774,0.620986,1.0919881,-0.40047753,2.2512918,-2.4304185,0.08777355,0.4462436,1.0,0.97045195,0.0529,90.25,289.0,0.10526316,2.0833335,0.12987013,0.30120483,1.6755161,0.011693706,0.0040142573,0.00837758,0.15337405,0.9961305,-0.9971722,0.97366637,2.0
