,alcohol_rbfFeature_abs,alcohol_sin_abs,volatile acidity_ln_abs,alcohol_recip_exp,alcohol_cos_exp,sulphates_radian_exp,volatile acidity_sin_exp,volatile acidity_sin_ln,alcohol_square_ln,alcohol_recip_ln,sulphates_recip_ln,sulphates_rbfFeature_relu,total sulfur dioxide_radian_relu,chlorides_exp_relu,sulphates_recip_relu,alcohol_ln_relu,free sulfur dioxide_square_tanh,total sulfur dioxide_sin_tanh,volatile acidity_radian_tanh,fixed acidity_recip_tanh,alcohol_ln_tanh,sulphates_recip_tanh,pH_rbfFeature_square,volatile acidity_ln_square,residual sugar_tanh_square,alcohol_square_square,sulphates_radian_square,alcohol_recip_square,(citric acid_cos*total sulfur dioxide),(citric acid_radian*alcohol),(alcohol_cos*residual sugar),(pH_rbfFeature*chlorides_cos),(sulphates_rbfFeature*citric acid_square),(pH_recip*total sulfur dioxide_radian),(citric acid_radian*chlorides_cos),(fixed acidity_recip*alcohol),(citric acid_cos*volatile acidity),(pH_recip*chlorides_cos),(total sulfur dioxide_sin*volatile acidity),(chlorides_ln*sulphates),(total sulfur dioxide_radian*alcohol),(alcohol_rbfFeature*sulphates_tanh),(sulphates_recip*volatile acidity_radian),(alcohol_recip*sulphates_recip),(alcohol_recip*alcohol_cos),(sulphates_radian*citric acid),(chlorides_tanh*volatile acidity_radian),(chlorides_ln*citric acid_cos),(fixed acidity_recip*total sulfur dioxide),(volatile acidity_ln*total sulfur dioxide),(alcohol_sin*chlorides),(pH_rbfFeature*citric acid_cos),(sulphates_tanh*residual sugar_tanh),(volatile acidity_ln*alcohol_ln),(chlorides_cos*alcohol_cos),(volatile acidity_radian-alcohol),(volatile acidity_sin-alcohol_cos),(alcohol_sin-volatile acidity_radian),(total sulfur dioxide_sin-sulphates_radian),(fixed acidity_recip-sulphates),(total sulfur dioxide_tanh-fixed acidity_recip),(fixed acidity_cos-citric acid),(pH_recip-density),(alcohol_sin-total sulfur dioxide),(residual sugar_rbfFeature-chlorides_exp),(pH_rbfFeature-total sulfur dioxide),(total sulfur dioxide_tanh-pH),(sulphates_recip-density),(total sulfur dioxide_tanh-volatile acidity),(sulphates_rbfFeature-sulphates_recip),(chlorides_ln-alcohol_recip),(volatile acidity_ln-citric acid_radian),(citric acid_cos-alcohol),(volatile acidity_sin-density),(pH_rbfFeature-fixed acidity_recip),(volatile acidity_radian-total sulfur dioxide),(alcohol_sin-residual sugar),(pH_rbfFeature-residual sugar),(citric acid_square-alcohol_square),(alcohol_recip-free sulfur dioxide),(alcohol_square-pH),(alcohol_rbfFeature-sulphates_rbfFeature),quality
10,0.13531198,0.2228901,0.5447272,1.114823,0.37725136,1.0094693,1.7298315,-0.6014363,4.438407,-2.2192035,0.61618614,0.41965786,1.134464,1.1018604,1.8518518,2.2192035,1.0,0.67876947,0.010122564,0.14815523,0.9766464,0.95192003,0.0061243437,0.29672772,0.89644164,7163.9297,8.8826455e-05,0.011814746,64.792114,0.012845622,-1.7547184,0.07789031,0.0026858102,0.34587318,0.0013896998,1.3731344,0.57814497,0.30344486,0.4795606,-1.259844,10.437069,0.06670718,0.018746128,0.20128825,-0.10596126,0.0007539823,0.0009788541,-2.3255825,9.701493,-35.40727,0.02162034,0.0780079,0.466764,-1.2088605,-0.970261,-9.189877,1.5228674,0.21276718,0.81740385,-0.3907463,0.8507463,0.83438325,-0.6910219,-64.77711,-1.305446,-64.921745,-2.28,0.85595185,0.42000002,-1.432194,-2.44174,-0.54612345,-8.203198,-0.44787604,-0.070995554,-64.989876,-1.5771098,-1.7217418,-84.6336,-14.891304,81.36,-0.28434587,2.0
11,0.17664878,0.8796958,0.6931472,1.0999206,0.6215513,1.0140606,1.6151463,-0.73516667,4.7027507,-2.3513753,0.22314355,-0.0,1.7802358,1.0735812,1.25,2.3513753,1.0,0.75941294,0.0087264255,0.1325488,0.98202246,0.84828365,0.18120444,0.480453,0.99997985,12155.0625,0.00019495515,0.009070295,95.46147,0.065973446,-2.9007752,-0.42460868,-0.052843645,0.5314137,0.0062673553,1.4000001,0.4679484,0.29775542,0.4974134,-2.1160603,18.692476,-0.117301285,0.0109083075,0.11904762,-0.045289233,0.0050265486,0.00061855285,-2.4755175,13.6,-70.70101,-0.062458403,-0.39839363,0.6640301,-1.6298492,-0.47433886,-10.491273,0.9549625,-0.8884224,0.98086417,-0.6666667,0.8666667,-0.013364702,-0.69929254,-102.87969,-1.3539112,-102.42568,-2.35,0.2522,0.5,-1.6577442,-2.7403135,-0.69943035,-9.564103,-0.51837444,-0.5590145,-101.99127,-6.979696,-6.525681,-110.1204,-16.904762,106.9,0.23109539,2.0
12,0.3858294,0.45753556,0.48613298,1.1062877,0.41098794,1.009117,1.7806146,-0.5499849,4.5850697,-2.2925348,0.6539265,-0.0,1.0297443,1.0930806,1.923077,2.2925348,1.0,0.5626744,0.010733363,0.17669727,0.97980005,0.9581701,0.18179287,0.23632528,0.8494729,9605.959,8.236854e-05,0.010203042,59.0,0.0,-1.4227061,0.42468423,-0.0,0.28763807,0.0,1.7678571,0.615,0.27822408,0.39159387,-1.2579417,10.194468,0.1843107,0.020641875,0.19425021,-0.08981731,0.0,0.00095279166,-2.419119,10.535714,-28.681847,-0.040720668,0.42637175,0.44028106,-1.1144768,-0.88567203,-9.889266,1.4661498,-0.46826935,0.6276623,-0.34142855,0.82142854,0.7755658,-0.71497035,-59.457535,-1.2731698,-58.573627,-2.58,0.928777,0.385,-1.9242238,-2.520129,-0.48613298,-8.9,-0.41734147,0.24780032,-58.989265,-2.0575356,-1.1736283,-98.009995,-15.89899,94.42999,0.38697618,2.0
13,0.32433975,0.319098,0.4942963,1.1161554,0.38762313,1.0276011,1.7733448,-0.5571009,4.4165487,-2.2082744,-0.4446858,-0.0,0.5061455,1.1207521,0.64102566,2.2082744,1.0,-0.5807767,0.010646108,0.12750728,0.9761365,0.56559753,0.036983155,0.24432884,0.8494729,6857.497,0.0007413169,0.012075835,27.789074,0.04605924,-1.5163548,-0.19106178,-0.016909065,0.15525936,0.005028601,1.1666666,0.5845288,0.3047574,-0.4048167,-3.3876288,4.605924,-0.29690725,0.0068246853,0.07044238,-0.10414524,0.007895869,0.0012084715,-2.080881,3.7179484,-14.334593,0.036377173,-0.18427993,0.84371424,-1.0915419,-0.9415701,-9.089354,1.5205891,0.30845147,-0.69086105,-1.4317949,0.8717949,-0.23604476,-0.69065154,-28.680902,-1.0252731,-29.19231,-2.26,-0.35637432,0.39,-0.8420847,-2.281447,-0.49935776,-8.141756,-0.42453253,-0.32051516,-28.989353,-1.280902,-1.7923101,-82.72591,-8.89011,79.55,-0.123280704,2.0
14,0.18929622,0.2228901,0.4780358,1.114823,0.37725136,1.0154775,1.7878882,-0.54294395,4.438407,-2.2192035,0.12783337,-0.0,2.5307274,1.192438,1.1363636,2.2192035,1.0,0.43637568,0.010820619,0.111889094,0.9766464,0.813186,0.11427742,0.22851823,0.9980002,7163.9297,0.00023589571,0.011814746,142.65733,0.028902652,-3.7044055,-0.33282724,-0.011518312,0.8008631,0.0030930613,1.0337079,0.6099831,0.31156707,0.290002,-1.5287987,23.282692,-0.1337225,0.012296638,0.12351779,-0.10596126,0.0027646015,0.0018850793,-1.7092034,16.292135,-69.31519,0.039228655,-0.3325878,0.70571256,-1.0608587,-0.95978415,-9.189178,1.5558788,0.21206905,0.45238626,-0.7676405,0.8876405,-1.045435,-0.6821443,-144.77711,-1.5295917,-145.33804,-2.16,0.13776362,0.38,-1.4918671,-1.8459669,-0.4811774,-8.216156,-0.4175648,-0.450409,-144.98918,-3.5771098,-4.1380496,-84.6076,-51.891304,81.479996,0.16620722,2.0
15,0.09661128,0.2228901,0.4780358,1.114823,0.37725136,1.016364,1.7878882,-0.54294395,4.438407,-2.2192035,0.072570734,0.41985664,2.5830872,1.1853049,1.0752689,2.2192035,1.0,-0.3259887,0.010820619,0.111889094,0.9766464,0.79143804,0.16707046,0.22851823,0.99836236,7163.9297,0.00026346365,0.011814746,145.33662,0.030508354,-3.80189,-0.40285045,0.015156825,0.81485397,0.003268323,1.0337079,0.6088426,0.31091002,-0.20976672,-1.6479199,23.764402,0.07058362,0.011635529,0.11687706,-0.10596126,0.003083997,0.0018220583,-1.740069,16.629213,-70.7493,0.037891317,-0.40138692,0.7299955,-1.0608587,-0.960791,-9.189178,1.5558788,0.21206905,-0.35456496,-0.8176404,0.8876405,-1.055435,-0.6831426,-147.77711,-1.4402031,-148.40874,-2.17,0.07666886,0.38,-0.6554122,-1.8806524,-0.48135194,-8.217996,-0.4175648,-0.5211021,-147.98918,-3.67711,-4.3087425,-84.6039,-50.891304,81.47,-0.32324535,2.0
16,0.05761967,0.8796958,1.2729657,1.0999206,0.6215513,1.013176,1.3183166,-1.2860667,4.7027507,-2.3513753,0.28768212,-0.0,1.7976891,1.0963649,1.3333334,2.3513753,1.0,0.5532055,0.004886883,0.117107265,0.98202246,0.87006164,0.08944611,1.6204416,0.89644164,12155.0625,0.0001713473,0.009070295,87.26727,0.10262536,-0.85596645,0.29781064,-0.11660213,0.54475427,0.00973251,1.2352941,0.23723143,0.30174878,0.17443682,-1.7894751,18.875736,0.036597073,0.006515896,0.12698413,-0.045289233,0.007330383,0.00044833266,-2.0215225,12.117647,-131.11546,-0.08093201,0.25339317,0.6013628,-2.99322,-0.47352588,-10.495113,0.75189257,-0.8845827,0.6098987,-0.63235295,0.88235295,-1.1620119,-0.6938697,-103.87969,-1.3555791,-102.70093,-2.3,0.33643335,0.72,-1.7051513,-2.481205,-1.2827395,-9.652745,-0.72054434,0.18142837,-102.99511,-2.6796956,-1.5009246,-109.9364,-34.904762,106.95,0.42943767,4.0
17,0.19937702,0.12445424,0.5798185,1.1135207,0.37075076,1.0225916,1.7009488,-0.6326426,4.4600286,-2.2300146,-0.24686006,0.008722198,0.9773844,1.444842,0.78125,2.2300143,1.0,-0.47889617,0.009773533,0.12283335,0.97714025,0.65342355,0.14227661,0.33618948,0.8749901,7480.521,0.0004990852,0.011562029,53.819107,0.045448374,-1.6867832,0.35194197,0.00068382034,0.3142715,0.0045597362,1.1481481,0.5381911,0.3000157,-0.29206857,-1.2795806,9.089675,0.1707634,0.0076358155,0.08400537,-0.10669089,0.0062552597,0.0034427496,-0.96074057,6.91358,-32.469833,0.04579916,0.362506,0.80116373,-1.2930036,-0.9257946,-9.290226,1.5234115,0.114680395,-0.54389125,-1.1565431,0.8765432,-0.52354455,-0.6752566,-55.875546,-1.2066147,-55.622803,-2.11,-0.21555,0.44,-0.7725278,-1.1071992,-0.5847054,-8.338944,-0.46561378,0.25373894,-55.990227,-1.5755458,-1.3228043,-86.411606,-15.892473,83.380005,0.19065481,2.0
18,0.30447719,0.41211846,0.5276328,1.1175191,0.40206954,1.0087649,1.7443132,-0.58633786,4.394449,-2.1972246,0.6931472,-0.0,0.5061455,1.0898064,2.0,2.1972246,1.0,-0.5807767,0.010297079,0.1343185,0.9756098,0.9640276,0.024553914,0.27839634,0.9993973,6561.0,7.6154356e-05,0.012345679,28.90725,0.01256637,-4.008973,-0.15611778,-0.0012294401,0.14974718,0.0013911031,1.2162162,0.588113,0.29476455,-0.39154398,-1.226704,4.5553093,0.14070414,0.020594884,0.22222222,-0.10123669,0.0006981317,0.0008834032,-2.4455614,3.9189188,-15.301351,0.03544219,-0.15619573,0.46197787,-1.1593277,-0.90776294,-8.989702,1.4674913,0.40182102,-0.67236054,-0.3648649,0.8648649,0.35854727,-0.701542,-28.587881,-1.5161421,-29.156696,-2.38,1.0026,0.41000003,-2.1921,-2.5645192,-0.529029,-8.003199,-0.44103897,-0.29183203,-28.989702,-3.9878817,-4.556697,-80.9936,-5.888889,77.62,0.4965772,1.0
19,0.38411286,0.2228901,1.1394343,1.114823,0.37725136,1.0190283,1.3696655,-1.1565596,4.438407,-2.2192035,-0.07696106,-0.0,0.9773844,1.4063532,0.9259259,2.2192035,1.0,-0.47889617,0.0055849953,0.1259105,0.9766464,0.72868884,0.092823,1.2983106,0.89644164,7163.9297,0.00035530582,0.011814746,48.87369,0.081890844,-1.7547184,0.28712606,-0.025567936,0.32150802,0.008388655,1.164557,0.27927825,0.31000683,-0.16689631,-1.1619427,8.991936,-0.304678,0.0051713455,0.10064413,-0.10596126,0.009613274,0.0018339632,-0.93896216,7.088608,-63.808323,0.07600552,0.2658979,0.7510057,-2.5286367,-0.9187128,-9.194415,1.2894101,0.21730503,-0.54040056,-0.9534178,0.87341774,-0.5560022,-0.66795266,-55.77711,-1.0016351,-55.69533,-2.04,-0.07097411,0.68,-1.0242263,-1.1845685,-1.1483355,-8.327255,-0.68233347,0.17808639,-55.994415,-1.5771098,-1.4953313,-84.3799,-16.891304,81.6,-0.28581244,3.0
20,0.055711113,0.024775807,1.5141277,1.1122478,0.36799237,1.0092932,1.2438726,-1.5222075,4.4814196,-2.2407098,0.63487834,-0.0,1.0471976,1.0800421,1.8867925,2.2407095,1.0,-0.2957088,0.0038397054,0.111889094,0.97761863,0.9550924,0.099111855,2.2925828,0.89644164,7807.4883,8.5567015e-05,0.011317339,53.219692,0.07874925,-1.7994474,-0.31388754,-0.05435702,0.30890784,0.008352757,1.0561798,0.19513887,0.2941112,-0.06705834,-1.3588933,9.843657,0.02704112,0.007244763,0.20072262,-0.106350325,0.004440117,0.00029507582,-2.2742105,6.7415733,-90.847664,0.0019077371,-0.27924404,0.45956174,-3.3927205,-0.9967309,-9.39616,1.2179227,0.020936083,-0.3140609,-0.41764042,0.8876405,-1.345435,-0.7018148,-59.975224,-1.3214557,-60.31482,-2.39,0.88999254,0.78,-2.1227171,-2.670333,-1.5225053,-8.513004,-0.7785704,-0.4271799,-59.99616,-1.7752241,-2.1148202,-88.12959,-28.893618,84.96999,0.29163566,3.0
21,0.16733727,0.27176043,0.94160855,1.1085943,0.38198847,1.0114093,1.4625599,-0.96708834,4.544252,-2.272126,0.4307829,0.05172338,1.2391838,1.0854559,1.5384616,2.272126,1.0,0.7402601,0.0068066786,0.13082483,0.9789673,0.9118615,0.001919413,0.88662666,0.96058893,8852.928,0.00012870085,0.010628122,67.615685,0.05248205,-2.2134392,-0.043663897,0.004970617,0.35204086,0.005392341,1.2763158,0.37141007,0.28313634,0.3709113,-1.6256733,12.020082,0.09566169,0.010471975,0.15860428,-0.09921288,0.0035168382,0.0005569086,-2.3818204,9.342106,-66.85421,-0.022284357,-0.041722786,0.5602917,-2.1394532,-0.9591313,-9.693193,1.3425534,-0.27856722,0.93971,-0.51842105,0.8684211,-0.05874008,-0.71410906,-71.27176,-1.0945874,-71.04381,-2.52,0.54026157,0.61,-1.4867382,-2.6041286,-0.94701904,-8.747666,-0.6180116,-0.17539006,-70.993195,-2.5717604,-2.343811,-93.9939,-22.896908,90.57,0.11561389,2.0
