,sulphates_rbfFeature_exp,volatile acidity_sin_exp,alcohol_sigmoid_exp,volatile acidity_square_sigmoid,chlorides_cos_sigmoid,alcohol_sigmoid_sigmoid,density_sigmoid_sigmoid,chlorides_exp_tanh,density_sigmoid_tanh,alcohol_zscore_tanh,volatile acidity_tanh_tanh,free sulfur dioxide_tanh_rbfFeature,free sulfur dioxide_rbfFeature_rbfFeature,sulphates_rbfFeature_rbfFeature,density_sigmoid_rbfFeature,density_cos_rbfFeature,volatile acidity_sin_ln,sulphates_degree_ln,alcohol_square_ln,chlorides_sigmoid_ln,sulphates_rbfFeature_sin,volatile acidity_sin_sin,density_cos_sin,residual sugar_tanh_sin,chlorides_cos_sin,pH_zscore_zscore,alcohol_square_zscore,chlorides_exp_zscore,volatile acidity_tanh_zscore,free sulfur dioxide_rbfFeature_zscore,chlorides_cos_negative,volatile acidity_tanh_negative,residual sugar_tanh_negative,free sulfur dioxide_rbfFeature_negative,alcohol_cos_negative,chlorides_exp_radian,volatile acidity_sin_radian,volatile acidity_square_radian,pH_zscore_radian,alcohol_degree_radian,citric acid_degree_radian,quality
21,1.2638956,1.3567046,2.7182364,0.52400655,0.7309166,0.7310553,0.6746571,0.77738655,0.6226522,0.3754445,0.29171255,-0.08236841,-0.07734745,0.26654208,-0.20459187,0.18844393,-1.1872513,2.9984047,4.7957907,-0.67432773,0.23206365,0.3003491,0.52071327,0.83819395,0.8410807,-0.12098299,0.33519965,-0.34530598,0.3622896,-0.71864516,-0.99927807,-0.3004371,-0.9939632,0.20922883,-0.004425698,0.01812928,0.0053242776,0.0016772614,-0.0021115516,11.0,0.38,7
22,1.1963276,1.2931494,2.718207,0.51689357,0.73082256,0.7310531,0.67473507,0.781892,0.6228696,-0.01159404,0.24895227,-0.1250726,0.17871062,-0.12932569,-0.1556616,-0.09578715,-1.3583658,3.3142579,4.7027507,-0.6689473,0.17829798,0.25425813,0.51942617,0.80484194,0.84082186,1.8659669,-0.06804205,0.12900901,-0.16060866,-0.580094,-0.99879974,-0.25429553,-0.93540907,0.1673384,0.47553694,0.018329803,0.004486902,0.0011798425,0.032567266,10.5,0.42000002,8
23,1.0316074,1.8607618,2.7180333,0.61037767,0.7305201,0.7310406,0.67476535,0.7920119,0.6229541,-0.75599957,0.5262755,-0.2528595,-0.25769362,0.07081741,-0.10227239,0.14344245,-0.47644678,3.3748825,4.4600286,-0.6568315,0.031113155,0.58183736,0.51892495,0.7865167,0.8399892,-0.91576296,-0.9593001,1.2265952,3.5868647,1.3735433,-0.99726325,-0.5849799,-0.90514827,-0.42333642,0.99222535,0.018793823,0.01083825,0.007834783,-0.015983079,9.3,0.14,5
24,1.5294858,1.3056897,2.7181585,0.51821697,0.73079276,0.73104966,0.6748259,0.7831153,0.62312293,-0.39518946,0.25768283,0.11919506,-0.21683525,-0.07897148,-0.21703604,0.015760109,-1.3215129,3.2932043,4.6051702,-0.6674851,0.41225848,0.26357988,0.51792115,0.75896573,0.8407399,1.5348086,-0.45252836,0.25927362,-0.05488436,-0.40666926,-0.9986483,-0.26362485,-0.8617232,0.1149041,0.8390715,0.018384874,0.0046553416,0.001272345,0.026787464,10.0,0.41,6
25,1.4996108,1.2806964,2.718199,0.51561993,0.7308506,0.73105264,0.67484325,0.78066635,0.6231711,-0.09259666,0.24013622,0.053233225,-0.049680248,0.2702055,-0.23550764,0.10667662,-1.3967328,3.35508,4.683612,-0.67041165,0.39420772,0.2448878,0.5176341,0.84147096,0.840899,0.4088703,-0.1464396,-0.0008668171,-0.26687184,-1.3591089,-0.9989422,-0.24491866,-0.99999994,0.40287066,0.56098425,0.018274896,0.004318014,0.0010908308,0.007136133,10.4,0.32000002,6
26,1.2275949,1.2683319,2.7181585,0.514396,0.73079276,0.73104966,0.67473507,0.7831153,0.6228696,-0.39518946,0.23123682,-0.070117,-0.23883806,-0.12965386,0.267085,-0.2721,-1.4367349,3.2272463,4.6051702,-0.6674851,0.20362282,0.23547047,0.51942617,0.6900761,0.8407399,1.7335036,-0.45252836,0.25927362,-0.3736568,-0.7842667,-0.9986483,-0.23549575,-0.7615942,0.22906925,0.8390715,0.018384874,0.0041486933,0.0010053096,0.030255346,10.0,0.35,6
27,1.0447757,1.3183166,2.718207,0.51959,0.7308029,0.7310531,0.6748691,0.7827078,0.62324345,-0.01159404,0.26632595,-0.040447377,-0.1669282,-0.26907024,-0.23431985,-0.13853656,-1.2860667,3.4133487,4.7027507,-0.66797227,0.04378818,0.2728514,0.5172032,0.84147096,0.8407678,1.269882,-0.06804205,0.2158078,0.0502837,-0.56203675,-0.9986998,-0.27290508,-0.99999994,0.16187887,0.47553694,0.018366499,0.004823316,0.0013683381,0.022163622,10.5,0.39,6
28,1.216377,1.3056897,2.718257,0.51821697,0.7308414,0.7310568,0.67466575,0.7810752,0.62267625,0.707597,0.25768283,0.015450622,-0.18843289,0.07841572,0.27125505,0.08934904,-1.3215129,3.334877,4.90201,-0.6699233,0.19462658,0.26357988,0.52057046,0.7177037,0.84087384,0.011480334,0.84384686,0.042382475,-0.05488436,1.2559087,-0.9988957,-0.26362485,-0.800499,-0.38777006,-0.56828964,0.018293181,0.0046553416,0.001272345,0.00020036964,11.6,0.48,6
29,1.5234014,1.3696655,2.7182698,0.52557766,0.73095155,0.7310577,0.6746311,0.7753284,0.6225796,0.89593613,0.29998848,0.18015258,-0.0599833,0.10270155,0.19867639,0.24119455,-1.1565596,3.7057366,5.0191984,-0.6767834,0.40862364,0.3094043,0.5211417,0.8214948,0.8411767,-0.5846046,1.4714032,-0.55918527,0.46507326,1.0774865,-0.9994556,-0.30950692,-0.9640276,-0.33382475,-0.96473265,0.01803886,0.005490222,0.0017872171,-0.010203276,12.3,0.35999998,7
30,0.7342221,1.2683319,2.7181585,0.514396,0.7308682,0.73104966,0.6749253,0.7798479,0.62339985,-0.39518946,0.23123682,0.2208233,0.10249067,0.12562828,-0.21555915,0.22645728,-1.4367349,3.4133487,4.6051702,-0.6713891,-0.30405253,0.23547047,0.5162686,0.841471,0.8409477,0.077712,-0.45252836,-0.08723745,-0.3736568,0.5429424,-0.99903214,-0.23549575,-1.0,-0.17220739,0.8390715,0.018238382,0.0041486933,0.0010053096,0.0013563302,10.0,0.39,6
31,0.67564994,1.1497484,2.718181,0.50489986,0.73088515,0.73105127,0.67475235,0.77902853,0.6229179,-0.24998695,0.13820234,-0.19339505,0.22190607,-0.038537923,0.22359236,0.17351,-1.9693817,3.1319363,4.6447754,-0.67236763,-0.38211158,0.13909069,0.5191398,0.7177037,0.8409942,1.8659669,-0.30098444,-0.1734309,-1.4661452,-1.2821326,-0.99911815,-0.13909245,-0.800499,0.37959713,0.71426564,0.018201942,0.0024354868,0.00034208453,0.032567266,10.2,0.33999997,6
32,0.65735763,1.2806964,2.7182264,0.51561993,0.7308128,0.7310546,0.67469174,0.78230006,0.6227488,0.2281242,0.24013622,0.112982854,0.13939828,-0.24986592,0.066944115,0.22866271,-1.3967328,3.2272463,4.7590923,-0.6684596,-0.40732852,0.2448878,0.5201416,0.82341033,0.8407951,0.011480334,0.1716523,0.17238626,-0.26687184,-0.524121,-0.99875027,-0.24491866,-0.967395,0.15041518,0.1943299,0.01834814,0.004318014,0.0010908308,0.00020036964,10.8,0.35999998,6
33,0.68623066,1.1271724,2.7179463,0.50359994,0.7308595,0.73103434,0.674774,0.7802573,0.6229782,-0.84275794,0.11886273,-0.037799183,0.26770046,-0.2708487,0.2351038,0.15836224,-2.1226647,3.3748825,4.394449,-0.6709003,-0.36770645,0.119426474,0.5187816,0.7865167,0.8409236,1.5348086,-1.1652346,-0.044071816,-1.689,0.20699514,-0.9989877,-0.1194273,-0.90514827,-0.07063501,0.91113025,0.01825663,0.0020893721,0.0002513274,0.026787464,8.999999,0.33999997,6
34,1.066738,1.3056897,2.718181,0.51821697,0.7308682,0.73105127,0.6748735,0.7798479,0.6232555,-0.24998695,0.25768283,-0.24766125,-0.16460863,0.22063023,0.27214384,0.010709195,-1.3215129,3.0539746,4.6447754,-0.6713891,0.064560354,0.26357988,0.5171314,0.841471,0.8409477,1.2036502,-0.30098444,-0.08723745,-0.05488436,-0.65733635,-0.99903214,-0.26362485,-1.0,0.19069235,0.71426564,0.018238382,0.0046553416,0.001272345,0.021007659,10.2,0.2,5
35,1.367598,1.3183166,2.7182744,0.51959,0.7304293,0.73105806,0.67462677,0.7944149,0.62256753,0.952454,0.26632595,0.11623664,0.25024745,-0.025858482,0.1205654,-0.2686074,-1.2860667,3.1807265,5.0988903,-0.653947,0.30796754,0.2728514,0.5212131,0.80484194,0.83973867,0.011480334,1.9421647,1.4941275,0.0502837,-1.3110399,-0.99680173,-0.27290508,-0.93540907,0.38833717,-0.97283256,0.018906927,0.004823316,0.0013683381,0.00020036964,12.8,0.43,5
36,1.4164984,1.4625599,2.7181585,0.5379518,0.7308029,0.73104966,0.67475235,0.7827078,0.6229179,-0.39518946,0.35518095,-0.24032873,0.24096355,-0.045341864,-0.2046004,0.1282628,-0.96708834,2.9984047,4.6051702,-0.66797227,0.34119514,0.37109542,0.5191398,0.84144896,0.8407678,0.34263864,-0.45252836,0.2158078,1.1660247,1.3737491,-0.9986998,-0.37136024,-0.99995923,-0.42339864,0.8390715,0.018366499,0.0066355392,0.0026546458,0.005980172,10.0,0.22999999,5
37,0.6550009,1.3827069,2.7182448,0.52719814,0.7307824,0.7310559,0.6746311,0.78352255,0.6225796,0.5059582,0.3081688,-0.057197616,-0.26312333,-0.23780684,-0.19469514,0.26934355,-1.126879,2.7752614,4.8318276,-0.66699827,-0.41060597,0.31840178,0.5211417,0.7403928,0.8407115,-0.38590965,0.50174797,0.30278376,0.56722265,-0.13152201,-0.99859583,-0.31852078,-0.8336546,0.03171437,-0.20300487,0.01840327,0.005655618,0.0019006636,-0.006735394,11.2,0.32000002,6
38,1.5192262,1.2683319,2.7177815,0.514396,0.7307392,0.7310224,0.6750332,0.78514886,0.6237005,-0.9147192,0.23123682,0.20541881,0.19312781,0.22829366,-0.083141916,0.15865788,-1.4367349,3.0265758,4.3035245,-0.6650532,0.4061173,0.23547047,0.5144674,0.841471,0.84059244,0.14394367,-1.4293112,0.47725734,-0.3736568,1.1199056,-0.99837595,-0.23549575,-1.0,-0.34665,0.67872006,0.01847703,0.0041486933,0.0010053096,0.0025122908,8.6,0.39,5
39,1.5192262,1.2683319,2.7177815,0.514396,0.7307392,0.7310224,0.6750332,0.78514886,0.6237005,-0.9147192,0.23123682,0.20541881,0.19312781,0.22829366,-0.083141916,0.15865788,-1.4367349,3.0265758,4.3035245,-0.6650532,0.4061173,0.23547047,0.5144674,0.841471,0.84059244,0.14394367,-1.4293112,0.47725734,-0.3736568,1.1199056,-0.99837595,-0.23549575,-1.0,-0.34665,0.67872006,0.01847703,0.0041486933,0.0010053096,0.0025122908,8.6,0.39,5
40,0.81894743,1.2560571,2.718057,0.5132219,0.72814757,0.7310423,0.67476535,0.8298573,0.6229541,-0.7189866,0.22225624,0.22611506,0.046598516,-0.1895189,-0.13676046,-0.27197725,-1.4785082,3.0265758,4.4814196,-0.6108406,-0.19840999,0.22600785,0.51892495,0.8341635,0.8334072,-0.51837295,-0.8891547,5.803766,-0.48094586,-0.10170248,-0.98524445,-0.22602835,-0.9866143,0.022698548,0.99969304,0.02072889,0.0039789584,0.0009232792,-0.0090473145,9.4,0.39,6
41,1.5317137,1.2683319,2.718057,0.514396,0.72811365,0.7310423,0.67476535,0.8302269,0.6229541,-0.7189866,0.23123682,0.22928406,-0.24609445,0.13496445,-0.27145958,0.2696363,-1.4367349,2.9694173,4.4814196,-0.6103837,0.41358417,0.23547047,0.51892495,0.83819395,0.83331233,-0.5846046,-0.8891547,5.8528223,-0.3736568,-1.0912691,-0.9850728,-0.23549575,-0.9939632,0.3218903,0.99969304,0.020749629,0.0041486933,0.0010053096,-0.010203276,9.4,0.39,6
42,0.8438562,1.3567046,2.718131,0.52400655,0.7305905,0.73104763,0.6748389,0.7900017,0.6231591,-0.5230079,0.29171255,-0.23169275,0.22154,-0.043627243,-0.25973627,0.2270098,-1.1872513,3.2716982,4.564765,-0.6592422,-0.16895874,0.3003491,0.51770586,0.8414706,0.84018296,-0.38590965,-0.6010713,1.0048761,0.3622896,0.5284512,-0.99762046,-0.3004371,-0.9999992,-0.16782603,0.9304263,0.01870009,0.0053242776,0.0016772614,-0.006735394,9.8,0.26,6
43,1.1556964,1.2683319,2.7180784,0.514396,0.7307392,0.7310438,0.67475235,0.78514886,0.6229179,-0.67739034,0.23123682,0.27197722,0.23255245,-0.06451862,-0.24242707,0.0051286025,-1.4367349,3.4684086,4.5025835,-0.6650532,0.14419867,0.23547047,0.5191398,0.7741377,0.84059244,0.21017532,-0.8182592,0.47725734,-0.3736568,-0.06886997,-0.99837595,-0.23549575,-0.88535166,0.012771763,0.9971722,0.01847703,0.0041486933,0.0010053096,0.0036682512,9.499999,0.26999998,6
44,0.698597,1.2560571,2.7180784,0.5132219,0.73070467,0.7310438,0.67475235,0.78636575,0.6229179,-0.67739034,0.22225624,0.24763374,-0.26669788,-0.19813387,0.25338888,0.24693881,-1.4785082,3.4684086,4.5025835,-0.6635971,-0.35103968,0.22600785,0.5191398,0.7741377,0.8404974,0.34263864,-0.8182592,0.6085702,-0.48094586,1.2225896,-0.99820054,-0.22602835,-0.88535166,-0.37769616,0.9971722,0.018532544,0.0039789584,0.0009232792,0.005980172,9.499999,0.26,6
45,0.9139294,1.1960561,2.7181585,0.50809926,0.73072785,0.73104966,0.67473936,0.78555477,0.62288165,-0.39518946,0.17622197,-0.22778167,0.26937565,0.21559665,-0.1819686,0.21515791,-1.7202044,3.4133487,4.6051702,-0.66456765,-0.089880474,0.17807473,0.51935464,0.7741377,0.8405613,-0.18721466,-0.45252836,0.520984,-1.0243096,-0.10145797,-0.9983185,-0.17808087,-0.88535166,0.022624621,0.8390715,0.018495517,0.0031246555,0.00056548667,-0.0032675122,10.0,0.31,7
46,1.265278,1.5449097,2.718131,0.5504527,0.73066837,0.73104763,0.67477834,0.78758025,0.6229903,-0.5230079,0.39852905,-0.07222156,0.26061168,0.024764836,0.27033654,-0.2479692,-0.83248854,3.3943005,4.564765,-0.66214323,0.23312676,0.42137912,0.51870996,0.8413081,0.8403975,0.5413337,-0.6010713,0.7402769,1.738754,-0.8933971,-0.9980162,-0.421899,-0.9996986,0.26206443,0.9304263,0.018588226,0.0075915805,0.0035342916,0.009448055,9.8,0.26,4
47,0.74184954,1.5588495,2.718131,0.5527035,0.73063034,0.73104763,0.674774,0.7887922,0.6229782,-0.5230079,0.4053917,-0.27213106,-0.116515845,-0.052068137,-0.13004985,-0.26362497,-0.8120476,3.3943005,4.564765,-0.66069156,-0.29419085,0.4295082,0.5187816,0.8413081,0.84029263,0.4088703,-0.6010713,0.87237716,1.8315127,1.1209413,-0.99782276,-0.4300842,-0.9996986,-0.34696314,0.9304263,0.018644072,0.0077483566,0.0036931168,0.007136133,9.8,0.25,5
48,0.8438562,1.3567046,2.718131,0.52400655,0.7305905,0.73104763,0.6748389,0.7900017,0.6231591,-0.5230079,0.29171255,-0.23169275,0.22154,-0.043627243,-0.25973627,0.2270098,-1.1872513,3.2716982,4.564765,-0.6592422,-0.16895874,0.3003491,0.51770586,0.8414706,0.84018296,-0.38590965,-0.6010713,1.0048761,0.3622896,0.5284512,-0.99762046,-0.3004371,-0.9999992,-0.16782603,0.9304263,0.01870009,0.0053242776,0.0016772614,-0.006735394,9.8,0.26,6
