,205382_s_at_sigmoid,37892_at_sigmoid,220988_s_at_sigmoid,223122_s_at_sigmoid,206488_s_at_sigmoid,209612_s_at_radian,212354_at_radian,221541_at_radian,205913_at_radian,209613_s_at_radian,204589_at_radian,(202766_s_at*211161_s_at),(200665_s_at*207175_at),(212489_at*221729_at),(207175_at*229554_at),(212354_at*223122_s_at),(206488_s_at*209687_at),(209596_at*227061_at),(203325_s_at*211161_s_at),(204589_at*205913_at),(201125_s_at*207175_at),(201150_s_at*212489_at),(213069_at*223122_s_at),(209613_s_at*223122_s_at),(203666_at*203980_at),(221730_at*228481_at),(203325_s_at*221729_at),(200665_s_at*221729_at),(204589_at*223121_s_at),(204589_at*211161_s_at),(204589_at*212667_at),201744_s_at_recip,223122_s_at_recip,228766_at_recip,209612_s_at_recip,209613_s_at_recip,225241_at_recip,232458_at_square,205382_s_at_square,212489_at_square,209613_s_at_square,209612_s_at_square,209596_at_square,207175_at_ln,226997_at_ln,201147_s_at_ln,207175_at_mmnorm,201852_x_at_mmnorm,209687_at_mmnorm,207175_at_zscore,229554_at_zscore,209612_s_at_degree,221730_at_degree,Tissue
10,1.0,1.0,1.0,1.0,1.0,2.4888396,118.61432,21.296507,0.6126105,1.4119713,35.479053,133854024.0,2470872.0,15821688.0,44202.777,117622824.0,1040264.5,17705176.0,114373580.0,71351.28,581119.4,6721351.5,35847090.0,1400168.8,503303.3,3166359.5,43160260.0,184491780.0,17023886.0,49955656.0,14543059.0,5.9618204e-05,5.777875e-05,0.002378687,0.0070126224,0.012360939,0.0007217611,1080768.1,96472.37,2910777.2,6544.81,20334.762,30410814.0,4.821893,6.0542045,6.9164176,0.010404124,0.2162859,0.15041462,-0.29022297,-0.29728213,8170.378,289206.16,1.0
11,1.0,1.0,1.0,1.0,1.0,0.24260075,22.521729,9.499826,0.78714347,1.0559242,9.354964,61200684.0,1951601.1,12129964.0,20079.71,346085.3,141506.12,1383182.8,84512780.0,24173.6,451617.2,1718746.9,612461.56,16226.101,16095.64,356259.44,19411188.0,100633400.0,9969.601,11467773.0,2750912.8,0.00020656463,0.0037285606,0.0047801146,0.07194245,0.016528925,0.0029655988,420163.25,150621.61,6092998.0,3660.25,193.20999,27284952.0,4.5570297,5.8960543,5.3720326,0.007953601,0.3204419,0.029113892,-0.30931523,-0.4757466,796.41125,166358.28,1.0
12,1.0,1.0,1.0,1.0,1.0,10.86991,36.01487,22.668337,0.4782202,6.7491884,19.884537,70344870.0,2825337.8,3358402.2,127490.43,2301008.8,606870.0,1710508.8,24555150.0,31216.82,415080.8,3043000.5,2690624.5,431209.2,202828.33,1514424.1,5008300.5,64732590.0,157793.06,21679854.0,6970351.5,5.2216867e-05,0.0008967806,0.004631774,0.0016056519,0.0025859838,0.0038865139,691891.25,186451.23,748744.06,149536.9,387879.8,13707765.0,5.1322627,6.3733196,6.5746574,0.014236776,0.15091817,0.15571429,-0.2603624,0.19029951,35683.81,157821.22,1.0
13,1.0,1.0,1.0,1.0,1.0,0.3892084,26.038567,4.804891,0.60388386,3.1258848,11.178834,1176123.8,1156699.5,224444.12,50806.08,34313.7,7664.04,1889383.4,1069799.2,22161.299,579653.4,47925.113,9639.3,4119.3003,65836.48,91518.305,353132.9,3874846.5,10632.3,1554813.8,757391.25,0.0016144655,0.04347826,0.0048590866,0.04484305,0.0055834725,0.03875969,21083.04,159201.0,78456.016,32076.812,497.28998,15881819.0,5.4773,5.6061697,4.3463993,0.020155342,0.004022643,0.022124844,-0.21425027,-0.47365713,1277.6958,28653.617,1.0
14,1.0,1.0,1.0,0.9996294,1.0,3.0386183,7.6427965,16.737707,0.18151423,2.0367992,2.766347,11348786.0,1049561.9,856106.94,15298.37,3459.41,130802.46,63949.92,11648921.0,1648.3999,186210.66,300009.6,4550.4,921.93,47808.53,8409.311,1806985.4,21283644.0,3518.7002,1539526.2,739529.25,0.00019737492,0.12658228,0.005892752,0.0057438253,0.008568981,0.0076863947,223823.61,154213.3,322851.25,13618.89,30310.812,213813.75,4.308111,5.8102427,5.5004416,0.0061729443,0.10839269,0.028170586,-0.3231885,-0.48164624,9975.195,52947.027,1.0
15,1.0,1.0,1.0,1.0,1.0,8.847074,139.98589,62.920868,2.2811453,9.80526,45.72588,226100620.0,9819382.0,69057740.0,565501.56,74375820.0,1168210.8,10107733.0,195760460.0,342420.9,1503839.6,54254844.0,38033620.0,5209627.0,1202229.6,14432876.0,95081700.0,390500670.0,11894870.0,82973016.0,29057310.0,3.0245472e-05,0.00010783881,0.0016537126,0.0019727757,0.001779993,0.0014990257,16951338.0,81225.0,20154712.0,315619.22,256947.61,124768900.0,5.9579077,7.4028172,7.9741197,0.032670815,0.3337636,0.1075113,-0.11674094,1.0622189,29043.229,498278.44,1.0
16,1.0,1.0,1.0,1.0,1.0,47.057568,185.55293,217.66699,11.231194,43.44648,90.58259,691292900.0,40519344.0,152537200.0,1489135.8,135465300.0,4881208.5,39655724.0,845338400.0,3339765.0,11401382.0,79232910.0,107143656.0,31718662.0,19924694.0,31337068.0,252858400.0,1125960000.0,18382980.0,352402530.0,106248650.0,2.222074e-05,7.848062e-05,0.0012413108,0.00037089238,0.00040171936,0.00051543734,25057034.0,797449.0,56404604.0,6196614.5,7269494.0,225582380.0,6.5942764,7.6138186,8.114654,0.061848152,0.8510362,0.35067874,0.11058266,1.7694398,154480.88,806088.56,1.0
17,1.0,1.0,1.0,1.0,1.0,2.2218041,62.196556,4.3807764,0.3228859,1.415462,8.304276,6974749.5,458014.0,304943.1,7040.3706,230208.56,253847.66,623453.94,3186769.5,8802.3,204964.81,94883.805,94219.1,5239.0596,26400.799,54049.6,695760.25,8329524.0,7279.7397,2809979.5,953074.94,0.00024385487,0.015479877,0.0049236827,0.007855459,0.012330457,0.0041084634,62550.01,280476.12,55932.25,6577.21,16205.291,4618631.0,4.2612705,5.4031277,5.446306,0.0058846474,0.10755035,0.03064891,-0.32543468,-0.6126677,7293.7524,37311.01,1.0
18,1.0,1.0,1.0,1.0,1.0,1.563815,9.923942,27.867672,0.13962634,0.2687807,16.402603,32706344.0,1200506.5,2044848.0,24218.77,147039.95,96583.5,1762856.4,24789918.0,7518.4,147733.81,4055778.0,481280.47,3982.44,3373.65,380337.53,3515996.2,50891040.0,43230.8,18735476.0,6140747.0,8.228624e-05,0.003866976,0.011402509,0.011160715,0.064935066,0.001812908,6252500.0,377118.78,523018.25,237.15999,8028.1597,11071590.0,4.200205,5.920774,8.105579,0.0055285157,0.27447015,0.027861867,-0.32820934,-0.28843263,5133.7017,96509.01,1.0
19,1.0,1.0,1.0,1.0,1.0,3.2620203,10.384709,9.211847,0.29496065,2.1223204,7.574729,22667408.0,2505652.2,1201074.1,7860.9604,23740.5,117888.16,618454.44,11124031.0,7334.5996,418806.25,317558.53,88099.2,4851.8403,97709.76,108189.73,2183160.0,30972476.0,8289.4,4504833.0,1658357.5,0.00035384452,0.025062656,0.023640662,0.005350455,0.0082236845,0.008635579,336400.0,179776.0,347628.12,14786.56,34931.61,7319188.5,5.1047325,5.908083,5.144583,0.013846728,0.16203442,0.07567896,-0.2634013,-0.6760889,10708.58,64303.05,1.0
20,1.0,1.0,1.0,1.0,1.0,26.47839,102.68994,67.50934,7.920304,26.38589,43.978806,524965630.0,29809996.0,71161510.0,2059127.5,112093900.0,5269816.0,25999640.0,365638050.0,1143485.2,5629189.5,86602790.0,77389500.0,28802210.0,20370094.0,6887611.5,113210430.0,628975040.0,17754512.0,125676540.0,37643544.0,2.64759e-05,5.248903e-05,0.00079586153,0.00065915234,0.0006614631,0.00094768766,3488677.0,365541.12,21234586.0,2285539.5,2301592.2,484739520.0,6.595644,7.398664,8.481649,0.061932947,0.5127653,0.21924174,0.111243285,2.7232165,86923.42,497831.53,0.0
21,1.0,1.0,1.0,1.0,1.0,15.582299,164.16217,48.937286,3.6791542,14.306464,26.063002,86220890.0,10382069.0,12746150.0,195050.7,45171350.0,1231846.2,25873148.0,108718790.0,314787.66,3167060.0,3619981.5,16161853.0,3936609.2,4795609.5,1769571.9,20076280.0,146499000.0,3349322.5,48416372.0,7697663.0,7.1097966e-05,0.00020822488,0.0016798254,0.0011200717,0.0012199585,0.0013468013,3473377.5,135350.4,4532215.0,671908.1,797091.8,168363600.0,6.050441,6.5894766,6.5967364,0.03585056,0.3866492,0.16673383,-0.09196723,-0.16970213,51153.668,172488.94,0.0
22,1.0,1.0,1.0,1.0,1.0,0.87964594,113.86528,55.033722,0.31415927,1.298525,75.677475,167900640.0,1096837.2,17851346.0,28103.041,59072864.0,1487847.4,8493233.0,56279628.0,78048.0,257368.42,9637942.0,60411148.0,673669.7,165851.83,889771.06,31020748.0,333802620.0,6422917.0,113957450.0,40016944.0,4.689024e-05,0.000110439876,0.004359198,0.019841269,0.0134408595,0.009615385,5531433.0,105105.65,1518563.4,5535.3604,2540.1602,53737696.0,3.8628328,6.79369,7.481443,0.0039089657,0.2659078,0.35530952,-0.3408274,-0.00905951,2887.7073,351102.78,0.0
23,1.0,1.0,1.0,1.0,1.0,133.7376,112.32416,145.13112,34.868187,147.74213,46.340237,356441660.0,195980700.0,84741610.0,10346571.0,84105590.0,52433076.0,78563610.0,320539800.0,5304359.0,26046882.0,38278170.0,65769036.0,110625700.0,114507260.0,3664380.0,110546780.0,576590100.0,14615264.0,118990170.0,41194940.0,2.4996376e-05,7.6519296e-05,0.00027621258,0.000130504,0.00011813349,0.00048271863,10746595.0,6815754.0,30061094.0,71656220.0,58715440.0,174379940.0,8.56663,6.96593,7.508239,0.44532531,0.47212365,0.8311394,3.0982924,1.6859843,439034.62,383967.66,0.0
24,1.0,1.0,1.0,1.0,1.0,45.334927,144.86755,222.87155,24.829054,36.47913,62.648594,796650600.0,49720720.0,69619580.0,3875319.2,211372110.0,8160688.0,38053200.0,325434180.0,5106422.5,11084520.0,63403348.0,107187256.0,53225652.0,53360572.0,13466595.0,81345840.0,625372860.0,33499008.0,206971280.0,59406224.0,2.5119507e-05,3.926866e-05,0.0008360505,0.00038498556,0.000478446,0.00068050355,10543009.0,685087.3,23332764.0,4368518.5,6747006.0,151393340.0,7.043946,6.9541616,8.292774,0.09703733,0.6781681,0.44210234,0.38474506,3.4219565,148825.78,596735.5,0.0
25,1.0,1.0,1.0,1.0,1.0,19.626226,75.08057,84.75319,10.363765,19.971804,52.248177,237650670.0,20541840.0,58527680.0,790503.75,37645052.0,2345823.5,15965531.0,184910990.0,1777599.8,6125779.0,17835728.0,32642106.0,10013770.0,8862758.0,2264974.5,72324380.0,339731700.0,15162285.0,93150950.0,41262890.0,6.070282e-05,0.000114272654,0.000966931,0.0008892841,0.00087389664,0.0014148274,32900548.0,742526.94,23125518.0,1309422.6,1264500.2,55857684.0,6.6010942,6.8230686,6.9014354,0.06227212,0.31079346,0.23362288,0.11388582,0.5855762,64429.1,309500.3,0.0
26,1.0,1.0,1.0,1.0,1.0,112.78667,61.646774,100.88526,23.094196,76.10683,20.762436,512954800.0,63101110.0,8658548.0,4253968.0,107126480.0,15322293.0,68400950.0,191130600.0,1574078.6,10056905.0,5004841.0,93420616.0,132254380.0,42465236.0,1804735.9,19800934.0,189980820.0,13951272.0,64078276.0,20599590.0,1.973644e-05,3.2971308e-05,0.0010876658,0.00015474606,0.00022932624,0.00020715085,1921273.1,5428433.5,2407462.5,19014834.0,41760030.0,74250980.0,7.524831,6.263779,6.9963155,0.15703698,0.9278491,0.8287125,0.8522085,2.0861773,370256.78,310428.53,0.0
27,1.0,1.0,1.0,1.0,1.0,71.34382,29.373892,65.59122,16.32581,48.41194,18.357374,76079180.0,24094638.0,5677217.0,546443.4,7549769.5,2902814.0,5848489.5,41803476.0,983853.8,4317583.0,3153787.8,9947483.0,12442989.0,18646772.0,1957617.1,8595953.0,96758990.0,1628081.4,23287378.0,4692080.0,6.0999788e-05,0.00022292072,0.0010044195,0.00024463635,0.00036051625,0.0009443762,2642900.2,1806604.8,1555009.0,7693966.5,16709291.0,20230204.0,7.0332417,6.1798096,6.783891,0.09600285,0.31020504,0.17945991,0.3766853,-0.14229335,234207.94,150332.66,0.0
28,1.0,1.0,1.0,0.9988875,1.0,0.41538835,7.4019413,10.978121,0.858702,0.8412487,14.652039,7343577.5,857682.0,706340.25,27022.701,2883.8801,152809.28,22296.332,4812559.0,41303.402,125687.65,403319.25,1946.84,327.76,1795.36,64915.54,663901.7,6993175.0,12004.851,7075557.5,1704520.9,0.0012083133,0.14705881,0.004385965,0.042016808,0.020746887,0.021881837,58564.0,71022.25,369056.25,2323.24,566.43994,459277.3,4.9600434,5.108367,3.9337845,0.011964319,0.046829842,0.04142834,-0.27806732,-0.5018034,1363.6394,42410.336,1.0
29,1.0,1.0,1.0,1.0,1.0,1.3927728,36.356956,4.58498,0.40317106,2.0001473,4.5710173,4880970.0,616354.56,524732.25,17537.709,504943.44,44203.742,495738.3,7844535.0,6049.89,426783.1,288396.16,308041.94,27779.04,8467.029,133577.73,1119187.5,4863941.0,4949.9097,1748496.8,412230.6,0.00018416207,0.0041254126,0.005561735,0.012531328,0.008726004,0.031847134,129528.01,50535.043,303490.84,13133.159,6368.0405,23996282.0,4.7933083,5.7767234,5.853638,0.010107348,0.054765783,0.039215855,-0.2925352,-0.55612934,4572.203,32595.568,1.0
30,1.0,1.0,1.0,0.9989932,1.0,0.4782202,4.202753,7.351327,0.1972222,1.2199851,7.9220495,5527319.0,927118.94,306097.3,19420.92,1661.52,22866.5,34125.0,3372475.2,5129.07,638157.25,82590.336,10835.761,482.31003,31589.06,101039.63,468037.66,6061552.0,3585.81,2809777.0,559749.44,0.0015647004,0.14492753,0.009460738,0.036496352,0.014306151,0.0065274155,83578.81,42600.957,126949.68,4886.0103,750.75995,140625.0,4.8782463,5.8863816,4.051785,0.011014635,0.05744291,0.0023068152,-0.2854664,-0.5530566,1569.9043,40370.6,1.0
31,1.0,1.0,1.0,1.0,1.0,1.4067353,36.098644,37.437313,0.54454273,0.15707964,31.27281,133686440.0,2537366.0,9629218.0,28338.29,382635.5,302406.84,1286079.4,87635270.0,55904.164,451994.03,1745873.4,484330.0,1665.0,20249.36,447795.4,12018814.0,97523900.0,21680.781,56090332.0,14177081.0,0.00020767139,0.0054054055,0.004514673,0.012406948,0.11111111,0.0011152001,1639680.2,539784.1,5030600.0,81.0,6496.36,11334669.0,4.7158165,6.039302,6.2618732,0.009344209,0.28715894,0.066082954,-0.29848087,-0.42289555,4618.0396,163419.02,1.0
32,1.0,1.0,1.0,1.0,1.0,1.792453,11.971213,11.479031,0.5235988,0.07853982,66.31378,506782.56,456921.16,2274447.8,10101.069,107480.53,29414.578,84238.56,557471.56,113985.0,105574.766,182338.75,344410.9,705.14996,20221.201,1198394.8,3162856.2,35270732.0,43694.25,4089021.8,5830333.0,0.0021682566,0.006381621,0.022675738,0.009737099,0.22222222,0.0066934405,9389.61,1398.7601,138756.25,20.25,10547.289,466762.25,4.3707128,4.7022967,5.3936276,0.0065799514,9.1739e-05,0.010230595,-0.3200175,-0.5777614,5884.276,208132.64,1.0
33,1.0,1.0,1.0,1.0,1.0,0.08203047,22.101105,10.864675,0.6684611,0.17104226,4.998623,5787368.5,390064.28,229714.7,24190.459,819929.3,184918.36,1546739.0,3291360.5,10969.119,320243.9,160793.3,1581453.9,6345.5,84017.52,164019.06,543033.75,4193723.2,42587.68,1711411.9,501543.66,0.00028982147,0.0015444015,0.009469697,0.21276596,0.10204081,0.0034891835,176064.17,37986.008,54289.0,96.04,22.089998,22035516.0,4.5185223,5.6156797,5.4044776,0.007648345,0.08264444,0.0784317,-0.31169352,-0.4104817,269.29013,29805.264,1.0
34,1.0,1.0,1.0,1.0,1.0,0.85346603,108.98534,43.811253,0.3543018,0.51487213,28.478537,131247850.0,6723468.5,12606121.0,177761.42,23643172.0,686988.06,33218778.0,125395030.0,33123.508,1647004.4,10823361.0,9696714.0,111695.85,448271.1,4972056.5,24268412.0,186483440.0,2652491.5,55491176.0,13419100.0,4.055627e-05,0.00026411007,0.00508647,0.020449897,0.033898305,0.00065011054,2826433.2,47873.44,3668374.2,870.25,2391.2102,320098660.0,5.469325,6.8463054,7.4641085,0.019994235,0.39426172,0.148528,-0.21550547,0.18599768,2801.7637,312743.25,1.0
35,1.0,1.0,1.0,0.9999628,1.0,1.4224433,6.010914,14.941763,0.13962634,1.6022123,7.2937307,18079112.0,1167657.0,1257691.9,4759.12,3512.88,189512.4,171915.31,11856638.0,3343.2,229690.17,438952.8,8046.7803,936.36,27563.9,194664.48,1912432.5,23684072.0,8232.63,4246198.0,1807793.5,0.000591471,0.09803922,0.009980041,0.012269938,0.010893246,0.018939395,139876.0,89341.2,588902.8,8427.24,6642.25,1200558.4,4.391977,6.3240004,5.078294,0.0067241,0.0780834,0.07056795,-0.31889442,-0.66232306,4669.606,34681.133,1.0
36,1.0,1.0,1.0,1.0,1.0,0.21816616,5.349434,10.259045,0.23736478,0.81855947,19.42726,483899.9,349275.97,155943.05,7366.84,56089.5,97164.54,2077442.8,1693065.6,15138.16,347978.1,144137.86,412079.4,8582.7,29583.06,19229.4,520488.34,2286725.8,28495.36,2166649.0,1072026.5,0.00042188753,0.0054644807,0.043103445,0.08,0.021321962,0.0013685507,14713.69,9584.41,67912.36,2199.61,156.25,20819142.0,4.5152454,5.3720326,5.706778,0.007622908,0.014782129,0.047825675,-0.3118917,-0.6356517,716.1972,27204.033,1.0
37,1.0,1.0,1.0,1.0,1.0,0.3543018,21.34014,12.871803,0.93898714,1.6563175,17.509144,145593710.0,5538081.5,6397077.5,93203.93,213116.61,307256.94,199251.92,51925812.0,53972.16,534177.56,1361964.9,177280.53,16541.07,79840.055,1000117.2,8232957.5,115940930.0,23073.6,28625110.0,7608971.5,0.00016385384,0.0057372344,0.0018453589,0.049261086,0.010537407,0.002714441,839605.7,154842.25,1999396.0,9006.011,412.08997,287510.44,5.3757415,6.393256,5.9839363,0.01819662,0.21047203,0.04086235,-0.22951086,-0.20460843,1163.1042,115645.8,1.0
38,1.0,1.0,1.0,1.0,1.0,0.21118484,55.204765,51.101494,0.2687807,0.2687807,41.15312,79787930.0,1029285.0,42220264.0,16938.0,3204119.0,417757.78,6884469.5,145280110.0,36311.656,204804.02,21225232.0,1810737.5,15600.199,21200.6,7869800.5,47252070.0,225273900.0,1046435.94,71400040.0,20050166.0,5.6897385e-05,0.0009871669,0.007513148,0.08264463,0.064935066,0.0011313497,5195208.5,292897.47,18376652.0,237.15999,146.41,103563176.0,3.8066626,7.1463785,6.823504,0.0036885038,0.38357452,0.22995257,-0.34254506,-0.2720857,693.27893,374880.53,1.0
39,1.0,1.0,1.0,1.0,1.0,0.30019665,193.07355,28.000319,0.4049164,1.3229597,30.60435,76641900.0,1207004.9,11346231.0,54197.637,53043730.0,973101.4,7536621.5,65432544.0,40681.203,349466.25,7953389.0,12101141.0,363461.0,53652.902,1388191.5,17908890.0,129794390.0,4185780.0,44229580.0,6825849.5,4.9199523e-05,0.00020855057,0.0041841003,0.058139533,0.013192612,0.0020855058,3207323.0,17956.0,2701092.2,5745.6406,295.84003,131349940.0,4.162003,7.3880186,7.092906,0.0053165327,0.35534742,0.18575433,-0.32986093,0.30288458,985.4874,207021.1,1.0
40,1.0,1.0,1.0,1.0,1.0,6.4158306,10.92227,41.44633,1.16588,0.9721484,16.997763,2363972.5,1086816.4,186618.52,9614.8,13767.6,145805.39,42519.527,629307.4,65056.523,1056940.0,105588.555,69544.2,1225.4,61295.266,31486.0,376296.38,8786784.0,16751.082,1132451.0,2331906.0,0.0033726813,0.045454547,0.0023663037,0.002720348,0.017953321,0.022371365,37674.812,206297.66,72038.555,3102.49,135129.77,143868.48,4.454347,6.8541436,5.832469,0.0071650245,0.0018829787,0.019114835,-0.31545913,-0.597304,21061.928,19824.338,1.0
41,1.0,1.0,1.0,1.0,1.0,12.09164,1.982694,10.28348,1.4433873,4.066617,6.67763,2572952.2,1107113.9,232466.8,17526.451,22299.68,50247.363,275796.1,2554784.2,31641.02,350264.25,183420.56,140904.14,45737.902,20563.58,109408.59,422563.1,3769832.8,3290.36,1390215.4,528179.3,0.001330495,0.005094243,0.0042955326,0.0014434181,0.0042918455,0.019960081,117649.0,119854.445,149614.23,54289.0,479971.8,21341630.0,5.173321,5.549076,5.285232,0.014838808,0.02741347,0.013635078,-0.2556719,-0.6126677,39694.51,24287.68,1.0
