,207175_at_zscore_abs,209613_s_at_radian_tanh,204589_at_radian_tanh,205913_at_radian_tanh,229554_at_zscore_tanh,209612_s_at_radian_tanh,209613_s_at_recip_tanh,205913_at_radian_square,(202766_s_at*211161_s_at)_square,209613_s_at_radian_square,207175_at_zscore_negative,(207175_at*229554_at)_negative,(204589_at*211161_s_at)_negative,(201125_s_at*207175_at)_relu,(206488_s_at*209687_at)_relu,209613_s_at_square_relu,209596_at_square_relu,209612_s_at_recip_relu,(204589_at*212667_at)_relu,(204589_at*205913_at)_relu,(226997_at_ln*223121_s_at),(223122_s_at_recip*201852_x_at_mmnorm),((204589_at*223121_s_at)*201150_s_at),(207175_at_zscore*212488_at),(201744_s_at_recip*212489_at),((213069_at*223122_s_at)*226875_at),((200665_s_at*221729_at)*209596_at),(209687_at_mmnorm*207175_at_zscore),(209612_s_at_radian*215076_s_at),(209612_s_at_square*213069_at),((200665_s_at*207175_at)*37892_at),((203325_s_at*221729_at)*203325_s_at),((212354_at*223122_s_at)*207175_at_zscore),(221730_at_degree*37892_at),(209687_at_mmnorm*220988_s_at),(212489_at_square*209612_s_at_degree),(209613_s_at_recip*212489_at_square),(212354_at_radian*225241_at_recip),(205382_s_at_sigmoid*(201150_s_at*212489_at)),((221730_at*228481_at)*206488_s_at),(209613_s_at_radian*(201125_s_at*207175_at)),(209613_s_at_recip*203666_at),(220988_s_at_sigmoid*(204589_at*212667_at)),((209596_at*227061_at)*201125_s_at),(204589_at_radian*(203325_s_at*221729_at)),((200665_s_at*207175_at)*(204589_at*212667_at)),(223122_s_at_recip*212667_at),(207175_at_mmnorm*209612_s_at),(212354_at_radian*200665_s_at),(209613_s_at_radian*201744_s_at),(209613_s_at_radian*212667_at),((207175_at*229554_at)*212354_at),(229554_at_zscore*201125_s_at),((204589_at*212667_at)*228766_at_recip),(229554_at_zscore*223122_s_at),(205382_s_at_sigmoid*204589_at),((203666_at*203980_at)*205382_s_at),(209612_s_at_recip*207175_at_zscore),(205913_at_radian*(203325_s_at*221729_at)),(229554_at_zscore*212354_at),((201125_s_at*207175_at)*212488_at),((213069_at*223122_s_at)*37892_at),((204589_at*211161_s_at)*205422_s_at),((204589_at*212667_at)*225241_at_recip),(212354_at_radian*205913_at),((212489_at*221729_at)*(203325_s_at*211161_s_at)),(204589_at_radian*(213069_at*223122_s_at)),((212489_at*221729_at)-(200665_s_at*221729_at)),((201125_s_at*207175_at)-209955_s_at),((203325_s_at*221729_at)-228766_at_recip),(37892_at_sigmoid-(213069_at*223122_s_at)),(209612_s_at_recip-205382_s_at),(204589_at_radian-209687_at_mmnorm),((200665_s_at*207175_at)-(212354_at*223122_s_at)),((213069_at*223122_s_at)-209612_s_at_degree),(205382_s_at_sigmoid-221729_at),((203325_s_at*211161_s_at)-212354_at),(209613_s_at_radian-212354_at),((206488_s_at*209687_at)-211719_x_at),(207175_at_mmnorm-203325_s_at),((212489_at*221729_at)-207175_at_ln),(223122_s_at_recip-209687_at_mmnorm),((200665_s_at*207175_at)-201147_s_at_ln),(201147_s_at_ln-37892_at),((212489_at*221729_at)-209612_s_at_recip),((200665_s_at*207175_at)-209955_s_at),(209613_s_at_recip-215076_s_at),(205913_at_radian-221730_at_degree),(37892_at_sigmoid-232458_at),(201147_s_at_ln-226237_at),(209612_s_at_radian-(213069_at*223122_s_at)),((202766_s_at*211161_s_at)-223122_s_at_recip),(212489_at_square-201852_x_at_mmnorm),((201125_s_at*207175_at)-201744_s_at),(209687_at_mmnorm-212489_at),(221541_at_radian-209687_at),(206488_s_at_sigmoid-226237_at),(207175_at_ln-205913_at),((200665_s_at*207175_at)-203666_at),(220988_s_at_sigmoid-209613_s_at),((212489_at*221729_at)-232458_at),((201150_s_at*212489_at)-(213069_at*223122_s_at)),(209612_s_at_recip-209613_s_at),(201147_s_at_ln-223121_s_at),(221730_at_degree-203666_at),(205382_s_at_sigmoid-202766_s_at),(207175_at_zscore-213247_at),(209612_s_at_degree-212354_at),(229554_at_zscore-221730_at),(205382_s_at_square-212489_at),(207175_at_mmnorm-209687_at),(209613_s_at_recip-226997_at),(209613_s_at_radian-(212354_at*223122_s_at)),(209612_s_at_radian-206488_s_at),(203666_at*203980_at)_recip,209613_s_at_radian_recip,209687_at_mmnorm_recip,(223122_s_at_sigmoid/201744_s_at),(209687_at_mmnorm/228481_at),(229554_at_zscore/203980_at),(221541_at_radian/209613_s_at_recip),(204589_at_radian/223122_s_at),(205382_s_at_square/206488_s_at),(209612_s_at_square/201744_s_at),(207175_at_zscore/228766_at),(209613_s_at_recip/223121_s_at),((201125_s_at*207175_at)/201744_s_at_recip),((204589_at*205913_at)/202766_s_at),((204589_at*212667_at)/228766_at_recip),(228766_at_recip/205913_at),((221730_at*228481_at)/201125_s_at),(221730_at_degree/220988_s_at),(205913_at_radian/209613_s_at),((213069_at*223122_s_at)/201852_x_at),(207175_at_ln/209612_s_at),(206488_s_at_sigmoid/212489_at),((204589_at*205913_at)/205382_s_at),(221541_at_radian/201150_s_at),Tissue
28,0.27806732,0.68647,1.0,0.69558835,-0.46353424,0.3930383,0.02074391,0.7373691,53928130000000.0,0.70769936,0.27806732,-27022.701,-7075557.5,125687.65,152809.28,2323.24,459277.3,0.042016808,1704520.9,41303.402,73.04965,0.006886741,7970020.5,-279.48544,0.73405033,558159.06,4739275000.0,-0.011519867,5453.675,162171.75,55577796.0,379087870.0,-801.91284,2748190.0,25.917568,503259650.0,7656.768,0.16196808,403319.25,18397064.0,105734.57,3.325726,1704520.9,19651988.0,9727513.0,1461936800000.0,298.58823,0.2847508,44519.72,696.2174,1708.0714,11460328.0,-442.28952,7475.9688,-3.4122632,839.5,478463.44,-0.011683501,570093.7,-212.81482,126328660.0,126155.234,385617900.0,37298.047,364.1755,3399304000000.0,28525.174,-6286835.0,125500.35,663901.7,-1945.84,-266.45798,14.61061,854798.1,583.20056,-1161.7,4812135.0,-423.25876,146472.69,-570.98804,706335.3,0.10563047,857678.06,-60.86622,706340.2,857494.7,-13129.079,-42409.477,-241.0,-154.86621,-1946.4246,7343577.5,369056.22,124860.05,-607.45856,-528.22186,-157.8,-44.239956,857521.7,-47.2,706098.25,401372.4,-48.157986,-10.366216,42250.035,-870.3,-128.47806,939.5394,-740.70184,70414.75,-539.18805,-165.37924,-2883.0388,-282.98462,0.0005569914,1.1887091,0.04142834,0.0012069689,0.000472387,-0.044803876,529.14545,2.1547115,250.6078,0.68443686,-0.0012195935,0.0014508312,104019090.0,47.404343,388630750.0,8.914563e-05,73.65048,67.79146,0.017815394,0.32277873,0.2084052,0.0016460905,154.98462,0.016535804,1.0
29,0.2925352,0.964038,0.9997859,0.382659,-0.5050999,0.88377947,0.008725782,0.1625469,23823870000000.0,4.0005894,0.2925352,-17537.709,-1748496.8,426783.1,44203.742,13133.159,23996282.0,0.012531328,412230.6,6049.89,109.18007,0.00022593145,2591277.8,-319.27292,0.10145489,78335064.0,23826502000.0,-0.0114720175,19522.217,8092506.0,233660020.0,1315045400.0,-147713.72,12356980.0,26.200111,1387621800.0,2648.2622,1.1578649,288396.16,11501043.0,853629.06,2.1666667,412230.6,1752881000.0,5115825.5,254080200000.0,6.493399,0.80656636,185656.8,10860.8,3148.232,36532804.0,-1966.4177,2292.7173,-134.80574,261.9,1903388.2,-0.0036658545,451224.0,-1158.473,465791070.0,116778700.0,200028030.0,13128.363,839.8457,4116280500000.0,1408065.0,-4339209.0,426625.7,1119187.5,-308040.94,-224.78748,4.531801,111411.125,303469.75,-951.5,7842452.0,-2081.0999,41146.14,-1174.9899,524727.44,-0.035090443,616348.7,-373.24637,524732.25,616197.2,-14016.791,-32595.166,-358.9,-1009.64636,-308040.53,4880970.0,303490.78,421353.1,-550.8608,-508.81503,-1014.5,-18.306692,616106.25,-113.6,524372.4,-19645.781,-114.58746,-13.046362,32347.268,-730.1,-129.09254,2489.103,-569.4562,49984.145,-513.3899,-322.69128,-504941.44,-84.70722,0.00011810518,0.49996316,0.039215855,0.00018416207,0.00016701812,-0.016308779,525.4387,0.018857332,586.9343,1.1727514,-0.0016270032,0.00046169333,2317432000.0,8.275052,74119064.0,0.00024076774,37.777576,48.78846,0.0035180722,44.722187,0.060066517,0.0018152114,26.912323,0.008758319,1.0
30,0.2854664,0.8396498,0.99999976,0.19470428,-0.50280756,0.4448171,0.014305175,0.038896598,30551256000000.0,1.4883637,0.2854664,-19420.92,-2809777.0,638157.25,22866.5,4886.0103,140625.0,0.036496352,559749.44,5129.07,46.502415,0.008325059,831190.8,-196.51508,0.55750275,2895315.5,2273082000.0,-0.0006585182,6734.536,1178993.5,32634588.0,254986910.0,-474.30814,1421045.2,2.788709,199298850.0,1816.1614,0.027433116,82590.336,27836418.0,778542.4,2.5078683,559749.44,165731470.0,3707817.5,518954320000.0,178.72462,0.301801,29653.365,779.69244,1504.4856,4676557.5,-2685.9746,5295.6426,-3.8160906,453.9,6519982.0,-0.010418482,92307.414,-133.17603,439307460.0,381418.78,12082042.0,3653.717,47.49111,1032305640000.0,85841.43,-5755454.5,638049.44,468037.66,-10834.761,-206.3635,7.9197426,925457.44,9265.856,-858.1,3372234.5,-239.58002,17990.7,-544.789,306092.44,0.14262071,927114.9,-31.148216,306097.28,927011.1,-14082.485,-40370.406,-288.1,-174.44821,-10835.282,5527319.0,126949.625,637518.1,-356.29767,-75.648674,-177.5,-6.421754,926943.6,-68.9,305808.22,71754.58,-69.8635,-3.848215,40195.3,-891.9,-196.78546,1329.1042,-705.153,42244.656,-82.98898,-360.0857,-1660.3,-275.0218,3.1656527e-05,0.8196821,0.0023068152,0.001563125,1.6086578e-05,-0.0030691265,513.8578,1.1481231,154.63142,1.1747144,-0.002700723,0.0018109052,407846300.0,5.7442822,59165516.0,0.00083723344,20.804602,33.394493,0.0028214906,1.5098318,0.1780382,0.0028066237,24.850145,0.031714093,1.0
31,0.29848087,0.15580033,1.0,0.49641892,-0.39936695,0.88679886,0.11065611,0.2965268,1.7872064e+16,0.024674013,0.29848087,-28338.29,-56090332.0,451994.03,302406.84,81.0,11334669.0,0.012406948,14177081.0,55904.164,73.075554,0.0015522105,16876320.0,-1420.6495,0.46578613,351042370.0,328333720000.0,-0.019724498,96754.695,17007470.0,9592766000.0,33646670000.0,-114209.375,617821950.0,64.926506,23231510000.0,558955.56,0.04025721,1745873.4,163803550.0,70999.055,76.01111,14177081.0,5204120000.0,375862080.0,35972444000000.0,42.76865,0.75314325,820013.2,756.38556,1242.8456,58612084.0,-1711.2468,64004.883,-78.23568,1791.8,14877205.0,-0.0037032366,6544758.0,-874.67487,2151310800.0,1831058000.0,11302202000.0,15810.282,1126.2777,843859140000000.0,15146360.0,-87894690.0,450635.53,12018814.0,-484329.0,-734.6876,31.206726,2154730.5,479711.97,-4292.2,87633200.0,-2068.143,213877.84,-2799.4907,9629213.0,-0.06067755,2537359.8,-3774.3381,9629218.0,2536007.5,-68779.49,-163418.47,-1279.5,-5420.138,-484328.6,133686440.0,5030599.5,447178.72,-2242.8337,-789.2627,-5425.4,-26.484184,2536682.0,-8.0,9627938.0,1261543.4,-8.987593,-5.838127,162734.92,-4269.6,-397.4985,2549.7395,-2852.6228,537541.25,-826.6907,-419.4889,-382635.34,-364.39325,4.9384278e-05,6.3661976,0.066082954,0.00020767139,0.00042091054,-0.014287012,336.93582,0.16904221,1475.6265,1.3491081,-0.0013475434,0.009182736,2176487000.0,13.09047,3140223500.0,0.00014470104,110.6624,166.32979,0.06050475,15.151221,0.05850889,0.0004458514,76.09114,0.04809521,1.0
32,0.3200175,0.07837872,1.0,0.48047283,-0.52103645,0.9460189,0.21863508,0.2741557,256828570000.0,0.0061685033,0.3200175,-10101.069,-4089021.8,105574.766,29414.578,20.25,466762.25,0.009737099,5830333.0,113985.0,54.076412,5.8544356e-07,21388336.0,-197.6748,0.80767554,68021150.0,24096965000.0,-0.0032739693,3621.1135,23181886.0,48342260.0,1638359600.0,-34395.65,22020434.0,4.163852,816480060.0,30834.723,0.0801286,182338.75,200970800.0,8291.823,45.666668,5830333.0,112433210.0,209740960.0,2664002500000.0,9.792598,0.675761,69151.71,36.222565,120.51935,6928323.5,-771.1381,132207.11,-90.53521,3799.5,756272.94,-0.003116042,1656067.8,-396.28656,65213536.0,36438676.0,54792890.0,39024.99,359.1364,1267939900000.0,22839190.0,-32996284.0,105271.56,3162856.2,-344409.9,-37.390263,66.30355,349440.62,338526.62,-6104.9,556785.7,-685.8215,26678.979,-517.9934,2274443.5,-0.0038489741,456915.75,-100.40637,2274447.8,456617.97,-2019.9778,-208132.11,-95.9,-219.40637,-344409.12,506782.56,138756.25,105113.56,-372.48978,-163.92096,-223.8,-25.629288,456715.66,-3.5,2274350.8,-162072.16,-4.490263,-6.1063724,207927.14,-469.9,-116.02001,5198.376,-3633.178,1026.2601,-175.39342,-109.977776,-107480.45,-165.90755,4.9453047e-05,12.732395,0.010230595,0.0021682566,3.10112e-05,-0.005871559,51.655636,0.42318943,8.340848,22.86923,-0.0072566327,0.019323671,48691084.0,242.05777,257117680.0,0.0007558579,897.8758,511.38242,0.116355285,348.6646,0.042558063,0.0026845639,3047.727,0.023450522,1.0
33,0.31169352,0.16939358,0.9999089,0.5839667,-0.3888816,0.08184697,0.10168812,0.44684023,33493633000000.0,0.029255455,0.31169352,-24190.459,-1711411.9,320243.9,184918.36,96.04,22035516.0,0.21276596,501543.66,10969.119,835.0516,0.0001276362,29389756.0,-204.87614,0.067528404,1122516000.0,19686177000.0,-0.024446653,1433.9089,53952.61,89714780.0,299102980.0,-255566.66,6855210.5,32.211903,14619492.0,5539.694,0.07711481,160793.3,31245632.0,54775.242,73.65306,501543.66,5401677000.0,2714421.0,195634270000.0,2.7045557,0.035947222,94011.48,590.1642,299.5292,30632380.0,-1433.5253,4749.467,-265.7869,286.4,16375015.0,-0.066317774,362996.94,-519.79297,210496320.0,363734400.0,306856160.0,1749.9779,846.4723,756073900000.0,7905091.5,-3964008.5,319504.3,543033.75,-1581452.9,-194.68723,4.9201913,-429865.03,1581184.6,-984.9,3290094.2,-1266.129,174352.86,-550.79236,229710.19,-0.0768873,390058.88,-224.59552,229714.48,389324.7,-17480.098,-29804.596,-418.6,-1568.6956,-1581453.8,5787368.5,54288.918,316793.5,-232.92157,-959.8353,-1573.1,-33.78148,389342.47,-8.8,229295.11,-1420660.6,-9.5872345,-143.29552,29083.463,-967.5,-47.011696,-997.0099,-520.6105,37753.008,-970.6924,-274.59796,-819929.1,-190.41797,1.1902279e-05,5.846508,0.0784317,0.00028982147,0.00024875262,-0.003526475,106.473816,0.007719881,199.40161,0.006402156,-0.0029516432,0.0006862193,1104969600.0,11.325885,52963010.0,0.00024725057,46.96591,72.57186,0.06821031,159.80092,0.96138775,0.0042918455,56.280758,0.015743624,1.0
34,0.21550547,0.4737326,1.0,0.34018505,0.18388206,0.69287586,0.033885326,0.12552977,1.7225997e+16,0.26509333,0.21550547,-177761.42,-55491176.0,1647004.4,686988.06,870.25,320098660.0,0.020449897,13419100.0,33123.508,11129.354,0.00010412849,14989229000.0,-1172.5437,0.07767743,10573298000.0,3336431200000.0,-0.032008596,64226.906,6123889.5,54101733000.0,89482486000.0,-5095233.0,2516551200.0,165.5196,10277918000.0,124351.67,0.07085252,10823361.0,1910264200.0,847996.7,46.257626,13419100.0,230558250000.0,691128800.0,90222890000000.0,2.1720412,0.9777181,3087903.2,12695.254,4234.3086,1110013400.0,1290.9355,68255.85,704.24304,1631.7,98081720.0,-0.0044070645,8598342.0,1161.4438,8961186000.0,78026550000.0,28306050000.0,8723.898,2212.4023,1580745000000000.0,276148220.0,-173877310.0,1644339.6,24268412.0,-9696713.0,-218.77956,28.33001,-16919704.0,9693912.0,-6580.8,125388780.0,-6243.8853,626277.7,-3687.18,12606116.0,-0.14826389,6723461.0,-8039.2363,12606121.0,6720803.5,-75254.17,-312742.9,-1680.2,-6217.036,-9696713.0,131247850.0,3668373.8,1622347.2,-1915.1515,-1744.2887,-6223.5,-14.830674,6722104.0,-28.5,12604440.0,1126647.0,-29.47955,-1618.1359,311378.66,-3858.3,-377.7155,-3442.6362,-5458.214,45958.14,-1788.08,-940.36615,-23643172.0,-383.34656,2.230793e-06,1.9422297,0.148528,4.055627e-05,0.0001630563,0.000566203,1292.432,0.0075214687,124.605515,0.09697857,-0.001096162,2.0852796e-05,40610350000.0,8.582776,2638195200.0,0.00025056503,716.3727,280.63824,0.012010231,222.78851,0.11184713,0.0005221114,151.38715,0.007752832,1.0
35,0.31889442,0.9220009,0.99999905,0.13872601,-0.5799073,0.8901075,0.010892815,0.019495515,326854300000000.0,2.5670843,0.31889442,-4759.12,-4246198.0,229690.17,189512.4,8427.24,1200558.4,0.012269938,1807793.5,3343.2,124.58281,0.007655236,4709064.5,-460.96188,0.45389485,1570731.5,25950636000.0,-0.022503726,26207.664,5240071.0,254198930.0,2231617500.0,-1120.2378,7550082.5,35.460396,2749944000.0,6415.0635,0.11384307,438952.8,41969664.0,368012.4,3.2995641,1807793.5,488703650.0,13948768.0,2110882700000.0,424.10785,0.54801416,86864.92,2708.8604,6931.0103,1639041.0,-1882.7858,18041.852,-6.755695,417.9,8238849.5,-0.003912815,267025.94,-228.10405,332017150.0,1751784.0,320163330.0,34238.516,48.08731,14911997000000.0,58691.047,-22426380.0,229605.38,1912432.5,-8045.7803,-298.88773,7.2231627,1164144.1,3377.1743,-1637.9,11856294.0,-342.7978,181502.9,-1166.8933,1257687.5,0.027471267,1167651.9,-212.6217,1257691.9,1167572.2,-18424.389,-34680.992,-373.0,-110.42171,-8045.358,18079112.0,588902.75,227999.47,-767.32947,-864.0582,-114.5,-3.6080232,1167354.1,-90.8,1257317.9,430906.03,-91.787735,-14.621707,34378.234,-1778.3,-24.218895,4325.206,-605.96234,88573.805,-878.9933,-557.7891,-3511.2776,-214.17757,3.6279336e-05,0.624137,0.07056795,0.00059144903,0.0002194277,-0.007278275,1371.6538,0.7150717,414.38403,3.9286983,-0.003182579,0.00055295666,388337180.0,1.878941,181140900.0,0.0012475051,68.47873,69.01718,0.001520984,0.8556581,0.053889286,0.0013031013,11.185012,0.026121963,1.0
36,0.3118917,0.674285,1.0,0.23300514,-0.56193155,0.2147695,0.02131873,0.05634204,234159110000.0,0.6700396,0.3118917,-7366.84,-2166649.0,347978.1,97164.54,2199.61,20819142.0,0.08,1072026.5,15138.16,137.52403,8.0776656e-05,15760783.0,-145.68462,0.10994389,70383160.0,10433872000.0,-0.014916431,1024.4646,351843.75,50645016.0,452720770.0,-17493.85,3944584.8,10.043392,48638640.0,1448.0248,0.0073209717,144137.86,3044014.2,284840.75,10.547975,1072026.5,7909240000.0,10111662.0,374433100000.0,5.262841,0.09528635,20442.326,1940.2316,788.3546,2257936.5,-2420.0532,46208.035,-116.324265,1113.1,2896181.8,-0.024951335,123545.6,-194.82726,162540580.0,59751510.0,19716506.0,1467.1226,72.752304,264021820000.0,8005573.5,-2130782.8,347894.78,520488.3,-412078.4,-97.82,19.379435,293186.47,411363.22,-597.4,1692759.1,-305.68143,95524.54,-869.79236,155938.53,-0.042361196,349270.25,-139.29323,155942.97,349192.66,-4695.7783,-27203.795,-120.3,-86.69322,-412079.2,483899.9,67912.34,345607.78,-260.5522,-603.54095,-91.4,-9.084755,348781.28,-45.9,155821.75,-267941.56,-46.82,-19.893223,26709.334,-247.6,-127.91189,409.6972,-475.43564,9323.811,-613.79236,-215.27869,-56088.68,-158.08183,3.3803128e-05,1.2216583,0.047825675,0.00042188753,0.0011808808,-0.010629627,481.1492,0.10615989,60.54586,0.06591992,-0.013443608,0.0008328891,824812500.0,60.893642,24871016.0,0.0031693708,5.0507984,129.54301,0.0050610825,160.149,0.36121964,0.0038372984,154.6288,0.018548265,1.0
37,0.22951086,0.92971945,1.0,0.7347566,-0.20180014,0.34018505,0.010537017,0.8816968,2.119753e+16,2.7433875,0.22951086,-93203.93,-28625110.0,534177.56,307256.94,9006.011,287510.44,0.049261086,7608971.5,53972.16,147.04489,0.0012075274,22224492.0,-1040.6482,0.23168933,182350750.0,62167527000.0,-0.009378353,18001.898,419136.7,6707724300.0,14982337000.0,-48912.574,140070180.0,14.534739,2325506000.0,21068.45,0.057926547,1361964.9,576967600.0,884767.6,4.2128553,7608971.5,492530800.0,144152030.0,42139103000000.0,43.5152,0.36939138,546892.3,10108.506,12562.672,113960440.0,-505.77155,14041.283,-35.66325,1003.2,31417062.0,-0.011305954,7730641.0,-250.17471,2422068000.0,214722180.0,13190450000.0,20654.104,1148.0995,332173440000000.0,3104030.2,-109543850.0,533437.9,8232957.5,-177279.53,-393.45074,17.46828,5324965.0,176117.42,-4523.1,51924588.0,-1221.0436,284051.03,-1819.7819,6397072.0,-0.035125118,5538075.5,-1205.2161,6397077.5,5537342.0,-50809.49,-115644.86,-915.3,-2323.216,-177280.17,145593710.0,1999395.8,528074.56,-1413.9591,-519.72815,-2328.2,-48.42426,5537681.5,-93.9,6396161.0,1184684.4,-94.85074,-17.016064,115246.0,-5101.5,-163.02951,-59.595703,-2018.6046,153428.25,-532.5818,-597.7894,-213114.95,-576.5457,1.2525042e-05,0.603749,0.04086235,0.00016385384,8.2466904e-05,-0.001024579,1221.5342,0.10045406,268.40396,0.067522526,-0.00042352988,0.00045814813,3260085800.0,10.577591,4123302000.0,3.4300352e-05,404.59454,325.1217,0.00989449,7.4830956,0.26481485,0.0007072136,137.15924,0.013363583,1.0
38,0.34254506,0.2624899,1.0,0.2624899,-0.2655645,0.20810033,0.06484395,0.07224307,6366113300000000.0,0.07224307,0.34254506,-16938.0,-71400040.0,204804.02,417757.78,237.15999,103563176.0,0.08264463,20050166.0,36311.656,3171.5627,0.00037865207,5181218300.0,-2928.4863,0.24390769,669791800.0,2292522400000.0,-0.07876912,12553.25,261707.88,7051013600.0,226701280000.0,-1097555.1,2568081700.0,216.56934,12740145000.0,1193289.1,0.062455896,21225232.0,1200931600.0,55047.367,96.94805,20050166.0,31332600000.0,1944570100.0,20637335000000.0,8.394276,0.044630896,1262698.6,4723.9556,2285.55,53574896.0,-1238.3165,150639.86,-275.6228,2357.9,11473765.0,-0.02830951,12700445.0,-860.60706,1750910600.0,12404276000.0,23883313000.0,22683.75,850.1534,6133764700000000.0,74517496.0,-183053630.0,202918.02,47252070.0,-1810736.5,-541.1174,40.923164,-2174834.0,1810044.2,-9847.9,145276940.0,-3162.7312,380195.1,-4797.6963,42220260.0,-0.2289654,1029278.2,-6843.576,42220264.0,1027399.0,-59441.934,-374880.25,-2278.3,-3124.5764,-1810737.2,79787930.0,18376652.0,187228.52,-4286.57,-2686.4985,-3130.4,-11.593337,1027792.0,-14.4,42217984.0,19414494.0,-15.317355,-436.97647,373387.53,-2633.9,-294.34256,-2469.7212,-6543.172,288610.66,-2737.5964,-1269.435,-3204118.8,-152.38882,4.7168476e-05,3.720505,0.22995257,5.6897385e-05,0.00019118105,-0.019160965,786.963,0.040624995,1919.3805,0.008330346,-0.0025735917,0.00014631606,3599533000.0,13.781038,2668677000.0,0.00048786675,1729.1704,398.04688,0.017453292,42.735302,0.3146002,0.00023327424,67.0947,0.010320824,1.0
39,0.32986093,0.86751807,1.0,0.38414773,0.29395017,0.29149255,0.013191846,0.1639573,5873981400000000.0,1.7502223,0.32986093,-54197.637,-44229580.0,349466.25,973101.4,5745.6406,131349940.0,0.058139533,6825849.5,40681.203,17635.94,7.4107906e-05,20256244000.0,-1233.8778,0.080859415,9883002000.0,1487547500000.0,-0.061273094,18466.688,746611.44,4752702500.0,46457455000.0,-17497054.0,815166300.0,86.48721,2661892400.0,35634.46,0.402656,7953389.0,607889000.0,462329.75,16.271769,6825849.5,41024844000.0,548089900.0,8238833600000.0,0.8118248,0.091444366,3629917.8,26889.686,5149.885,599550500.0,1648.7219,28560.04,1452.3315,1753.5,7189489.0,-0.01917796,7251603.5,3350.6,1307213400.0,47649450000.0,19744084000.0,14235.349,4479.3066,742412750000000.0,370347550.0,-118448160.0,347361.06,17908890.0,-12101140.0,-133.94186,30.418594,-51836724.0,12100156.0,-6902.7,65421480.0,-11060.977,916969.4,-2594.0947,11346227.0,-0.18554577,1206997.8,-3930.507,11346231.0,1204899.6,-61515.29,-207020.69,-1789.9,-5295.307,-12101141.0,76641900.0,2701092.0,329140.84,-1643.3142,-2194.1997,-5301.4,-19.037998,1205771.5,-74.8,11344440.0,-4147752.0,-75.74187,-2380.007,205787.69,-3037.5,-211.42987,-10076.8125,-3612.897,16312.5,-2222.1946,-1616.4868,-53043730.0,-437.5998,1.863832e-05,0.75588095,0.18575433,4.9199523e-05,0.0004834834,0.0069628637,2122.4243,0.006382555,41.004795,0.014555188,-0.0013801713,5.526627e-06,7103041500.0,13.388581,1631378000.0,0.00018034915,255.02287,444.63293,0.0053419047,307.7221,0.24197692,0.00060845754,303.59106,0.005786027,1.0
40,0.31545913,0.74964684,1.0,0.8229469,-0.5351284,0.99999464,0.017951393,1.359276,5588366000000.0,0.94507253,0.31545913,-9614.8,-1132451.0,1056940.0,145805.39,3102.49,143868.48,0.002720348,2331906.0,65056.523,117.89127,8.558994e-05,6589875.5,-72.87106,0.90522766,13116037.0,3332827100.0,-0.0060299495,15838.761,427158720.0,128787740.0,203651600.0,-4343.115,2349184.0,4.6831346,1517270800.0,1293.3313,0.24434608,105588.555,16454583.0,1027502.56,3.9120286,2331906.0,522565000.0,6396196.5,2534353700000.0,108.836365,2.633863,138029.1,288.242,2327.7122,6016941.5,-7340.866,5517.9976,-13.140688,973.9,27840310.0,-0.00085815863,438716.4,-373.79282,244153140.0,8240988.0,14721863.0,52167.918,729.60767,117440406000.0,1182095.9,-8600165.0,1056608.8,376296.38,-69543.2,-454.1973,16.978647,1073048.8,48482.273,-694.3,628681.56,-624.8278,143375.48,-541.1929,186614.06,0.026339712,1086810.5,-112.667534,186618.52,1086485.1,-2468.682,-19823.172,-193.1,-2.8675308,-69537.79,2363972.5,72038.555,1056643.5,-268.3809,-237.55367,-7.7,-62.345657,1086598.5,-54.7,186424.42,36044.35,-55.69728,-11.367532,19606.438,-2032.0,-32.31546,20436.127,-346.5973,206029.25,-278.99283,-947.78204,-13766.628,-516.18414,1.6314474e-05,1.0286496,0.019114835,0.0033726813,0.00021005313,-0.00212337,2308.5605,0.77262557,394.75253,455.74963,-0.00074647216,0.0010437977,313382720.0,32.000256,985463550.0,3.5423705e-05,2.5619202,80.915665,0.020931417,58.88088,0.012117375,0.0037257825,143.2332,0.105354175,1.0
