,(((PAY_AMT6_mmnorm+PAY_3_mmnorm)*(EDUCATION_sigmoid+PAY_0_sin))/PAY_AMT5_sin_radian_adde),(((AGE_relu*PAY_0_adde)+AGE_adde)/((AGE_relu*PAY_0_adde)-MARRIAGE_sin)),((PAY_4_square_mmnorm+LIMIT_BAL)/(BILL_AMT5_relu+BILL_AMT1)_adde),((PAY_0_sin_mmnorm+LIMIT_BAL_radian_radian)/((PAY_AMT4_mmnorm*PAY_0_square)+AGE_relu)),(((PAY_0_radian*LIMIT_BAL)+PAY_0_adde_mmnorm)/(BILL_AMT5_relu+BILL_AMT1)_adde),((BILL_AMT1_mmnorm_sigmoid+EDUCATION_sigmoid)/((EDUCATION/AGE)+PAY_5_adde)),((((LIMIT_BAL/SEX)/AGE_relu)*EDUCATION_tanh)/(PAY_0_sin_mmnorm+BILL_AMT2)),(((PAY_AMT6_mmnorm+PAY_AMT5_square)+SEX_adde)/((EDUCATION/AGE)+PAY_5_adde)),((((LIMIT_BAL/SEX)/AGE_relu)*EDUCATION_tanh)*((PAY_AMT5_sin+MARRIAGE_sin)+(PAY_AMT2_relu+PAY_0_sin))),(((PAY_0_relu+PAY_AMT6_mmnorm)+SEX_radian)*((PAY_3_mmnorm+AGE)-(PAY_4_square/SEX))),((PAY_4_square_mmnorm+PAY_3_mmnorm_sigmoid)*((PAY_AMT3_sigmoid*PAY_0_tanh)+(PAY_0_square/SEX_adde))),((SEX_adde_ln*LIMIT_BAL_radian_mmnorm)-(PAY_AMT6_mmnorm+PAY_3_mmnorm)_relu),(((PAY_3_mmnorm*PAY_4_square)*BILL_AMT5)-(PAY_AMT4_mmnorm_mmnorm+PAY_AMT1)),(((PAY_0_mmnorm/AGE)+PAY_AMT6_mmnorm)-PAY_0_tanh),((SEX_adde_ln*LIMIT_BAL_radian_mmnorm)+((PAY_AMT5_sin+PAY_AMT3)+EDUCATION)),((PAY_4_square_mmnorm+PAY_3_mmnorm_sigmoid)+(PAY_0_adde_ln+(PAY_0_relu+PAY_AMT6_mmnorm))),(PAY_3_mmnorm_sigmoid_exp+(PAY_0_adde_ln+(PAY_0_relu+PAY_AMT6_mmnorm)))
10,0.06619919,1.4170129999999999,4.6427555,1.234876,7.737926e-06,0.49958983,0.10972632,5745171.0,2171425.5,1.1570038,0.0,0.027215332000000002,-1358.0011,0.010071463000000001,637.54706,1.5532389,2.73637
11,0.070905805,1.4321873999999999,0.96414727,0.28628427,9.641473e-06,0.51259285,0.09549868,134939.27,2337094.2,0.43221226,0.0,-0.18342978,-1161.001,0.009872199,1206.1237,1.5510106000000001,2.7341417999999997
12,0.055960637,1.4099262,1.3460696,4.104639499999999,5.7279556e-07,0.47509009999999996,0.046860415,3641840400.0,61379950.0,0.9350847,0.0,0.6072401999999999,-9883.049,0.014825898999999998,6196.5903,1.5589457,2.7420769
13,0.016272763,1.6260185,126.22038,0.67803764,-2.2028556,0.82183564,3.4984523999999997,56295.87,2131.1582,0.96392465,-0.30499923,-0.20538320000000004,126.39948999999999,0.76404375,320.159,1.1610184,2.3616517000000004
14,0.06697103,1.4174931,1.1879046,3.273227,7.663901e-07,0.51851386,0.0316988,3423423.0,19363914.0,1.1862428,0.0,0.42324585,-5118.0034,0.012614718,3902.9016,1.555552,2.7386832
15,0.06614692,1.405646,0.5201225,0.25343978,3.4674836e-06,0.50364774,0.025011900000000004,812008.0,1522032.8,0.7751018,0.0,-0.16734378,-2000.0024,0.008100488000000001,1501.0416,1.5526712,2.7358027000000003
16,0.14324853,1.2433156,0.4882085,1.6749294999999997,0.017043086000000002,0.53098917,0.018770323999999998,10675217.0,14473582.0,53.582172,0.9961858,0.062336699999999995,-5301.0083,-0.9384286000000001,5104.073,4.1114926,5.2946243
17,0.05797178,1.4187268999999998,0.5795564999999999,2.5379436,4.829637999999999e-07,0.47165054,0.015952662,36327120.0,31516146.0,1.4611392,0.0,0.26707333,-10000.016,0.022028979,17001.178,1.5649663999999999,2.7480977
18,0.027290767,1.4154108,1.6184508,3.2585783,9.808791e-07,0.46878624,0.058891673,1454261.4,40551376.0,0.5879734000000001,0.0,0.4658162,-3509.005,0.008532320999999999,42056.496,1.547468,2.6925044
19,0.06517318,1.3997306,1.4773353,0.34940132,5.909342e-06,0.50333244,0.06780025,1.3462849,1743648.9,0.8401878,0.0,-0.13014781,-1558.0034,0.005579376600000001,1521.0710000000001,1.5509688999999998,2.7341
20,-0.0010278235000000001,2.5636714,15.775792000000001,2.0770247,-0.55067885,1.6669383999999998,0.35488003,2194423800.0,47119696.0,1.2276478000000002,0.06499056,0.46343663,-3683.0193,0.9797540000000001,5788.9883,0.2664657,1.3335542999999999
21,0.068976715,1.403743,1.3517854,2.2969353,9.011903000000001e-07,0.46508140000000003,0.022829837999999998,145810750.0,71403520.0,3.7120610000000003,0.0,0.35056537,-30000.016,0.062433235,50009.19,1.6072671,2.7903986
22,0.056580175,1.41426,1.5009780000000001,2.6689966,1.1118356e-06,0.45971915,0.037548274,5817042.0,19916828.0,1.3841678,0.0,0.33564442,-6000.0063,0.01590938,4000.8616,1.5592918,2.742423
23,-0.004373499,1.6669459,3.5655892,5.109175,-0.062230535,0.7052666999999999,18.978127,20538986.0,7343176.0,0.6232418000000001,-0.298849,0.7444683000000001,54184.973,0.7724194999999999,1226.4241,1.1553136999999998,2.2391255
24,0.0009568241699999999,1.3009876,73575.92,1.9327368000000003,1284.252,1.6491362,2575.4773,1080681.0,6380.1245,31.097134000000004,0.34475616,0.39667929999999996,0.0,-0.7505546,2.396147,2.8965587999999998,3.9636474
25,0.06675157,1.3983662000000001,2.0974166000000003,2.3437118999999997,1.1652313999999998e-06,0.51303554,0.039367072,2206227.0,12393671.0,1.8710619,0.0,0.5290566999999999,-3389.0046,0.008989878,2974.7725,1.5545685,2.7376997000000003
26,0.070499726,1.4012227,0.53094673,0.15312879,5.309445400000001e-06,0.5249302,0.02581744,703001.9,1388415.4,0.68416905,0.0,-0.18225323,13652.798,0.004651163,1202.1049,1.6314666000000002,2.7329652
27,0.0029389688,1.6268573999999998,44.789592999999996,1.6678362,-0.7817104,0.7901117,1.4302553999999998,2027754.6,5279562.0,1.1576511999999999,-0.2708772,0.29260272,-1027.0024,0.76778805,1003.38684,1.0954659,2.278597
28,0.06465259999999999,1.4020225,6.790796799999999,1.0996382,9.054394999999999e-06,0.29187045,0.16569412,3438.7454,1793026.8,1.4921358,0.0,0.09306446,-1300.0026,0.0052139859999999994,1381.0145,1.550286,2.7334172999999997
29,0.064805426,1.4212109,0.94362193,0.9207994,2.3590549e-06,0.2931919,0.047446962,0.7758776,8571538.0,0.47472957,0.0,-0.07577255,-3000.0,0.0074074077,9162.124,1.549834,2.7329652
30,0.0,1.3043288,35.089108,2.6568155,0.6124625,0.77538824,-360.14108,264847.34,14059.285,28.488692999999998,0.5362991,0.42592266,-0.011594203,-0.7512494000000001,772.4347,2.8336697,3.9619827000000005
31,0.004078893,1.631886,8.611886,1.2436871999999999,-0.15030144,0.81943303,11.215734,25369378.0,8380453.0,1.7102494,-0.29977357,0.29806015,1960.9653,0.7639187,5715.1606,1.0869958,2.232032
32,-0.013005768000000001,1.6769538,3.4357288,3.5164816,-0.059963632,0.45417812,0.091924496,1201126400.0,80587210.0,4.117482,-0.30221770000000003,0.2857494,-7500.005,0.88768953,1002.6078,1.213408,2.3965392000000003
33,0.055744704000000006,1.3997979,0.85359126,0.87157506,1.3132173999999998e-06,0.46434709999999996,0.018719587,3284647.8,19373412.0,1.1559012,0.0,0.0053951144,-6000.0034,0.01191404,2001.4323,1.5574002,2.7405314
34,0.0,2.526496,1.9795375,3.2222195,-0.06909888,1.9500054,0.019839948,82540110.0,31809702.0,1.7453293,-0.06762141,1.1321353,-6001.001,0.9640276,19758.604,0.2507393,1.3178278
35,0.07046057,1.4101299999999999,3.0781127999999995,0.46244293,1.2312452000000001e-05,0.52015656,0.23607609999999998,148236.66,28938556.0,0.5969026,0.0,-0.12901288,-1318.001,0.005882353000000001,1098.2441,1.549834,2.7329652
36,0.0041144434,1.6448046000000003,13.799897,0.96353525,-0.24084207,0.52149177,0.5668850999999999,34117104.0,17213476.0,0.6487803000000001,-0.26868656,0.095180504,-5035.2,0.7642598,10931.219,1.0867461999999999,2.2317824
37,0.05412024,1.3955555,0.75131977,1.503636,5.779383e-07,0.47949904,0.007925436999999999,36548972.0,18843452.0,1.8719236000000001,0.0,0.3238567,-30000.007999999998,0.004053535,6030.785,1.5501139,2.7332451
38,-0.0,2.6138809,99.22025,1.9044477,-3.4634387,1.7755301,4.090338,194809.52,2352397.2,0.4886922,0.06499056,0.33718878,-1473.0009,0.9640276,392.7654,0.2507393,1.3178278
39,0.07197378,1.4004595,2.4720743,1.3958107,2.4720744e-06,0.5271887,0.05971479,3229902.2,6786863.5,1.793691,0.0,0.19266923,-4000.0063,0.010220114,4003.6177,1.5555086,2.7386397999999996
40,0.027799256,1.4046698999999998,0.65517986,1.4185468,7.2797764e-07,0.4829103,0.012477393,3718038300.0,509686430.0,0.82279927,0.0,0.19810507,-11000.0,0.008718373,26001.639,1.5285695,2.6940138
41,0.15033427,1.1900053,8.102178,0.22565454,0.42436293,0.29096243,0.25763676,75554.945,690.58453,118.88766000000001,2.3236527000000002,-0.36450645,2100.0,-0.98342687,302.07968,5.423989,6.5633974
42,-0.0040360964000000004,1.654253,0.7023782,0.44910178,-0.012257407,0.45313853,0.046424400000000005,420716500.0,67204040.0,0.59515727,-0.25863242,-0.029012889,-24125.049,0.76453537,5002.0645,1.0663040000000001,2.2317482999999996
43,0.0,2.5244028999999997,58860.742,0.9561620000000001,-2054.6265,1.8756732,61277.598,6.071612,-105.86828600000001,1.7104226000000002,0.21273357,0.31448203,0.0,0.9640276,3.314482,0.2507393,1.3178278
44,-0.0014388310999999998,2.7056732000000006,344.17206,1.7225955000000002,-12.013864,1.7209352999999998,0.7864913,27207.917999999998,60674760.0,3.6086383,-0.06762141,0.11465226,-4739.001,1.100961,8527.914,0.38767266,1.4547611
45,-0.0,2.7056732000000006,937.1518,1.7228580000000002,-32.712746,1.7210596000000002,106957.17,5.8594856,0.0,0.7330383,0.21273357,0.2515856,0.0,0.9640276,2.2515855,0.2507393,1.3178278
46,-0.0,2.5424995,34.5723,2.0990415000000002,-1.2068006000000002,1.6732116999999997,4.4918002999999995,5.0212855,34243796.0,0.715585,0.34534549999999997,0.5324033,-1174.0,0.9640276,1.5324031999999999,0.2507393,1.3178278
47,0.064484954,1.4004595,0.825016,0.8419609,1.3750267e-06,0.5123287999999999,0.029897444,1751253.8,7489483.0,0.77143556,0.0,-0.0047854483,-5417.003000000001,0.0045454544,2068.9692,1.549834,2.7329652
48,0.0633587,1.3168086,18393.98,0.7343166,321.14575,0.76598793,2.0769,2.055218,3176363.2,21.468266,0.56204104,-0.029012889,-1054.0,-0.7479578,2537.071,2.8586487999999997,4.003685
49,0.07375658,1.3978304,0.6934213,0.6938797,1.260766e-06,0.53781724,0.019807464,10132826.0,9782148.0,1.3240242,0.0,-0.03198999,-4915.008,0.0135394,12468.427,1.5592918,2.742423
50,0.06119039,1.4170129999999999,1.4709482,2.047189,1.4709482e-06,0.45860752,0.033866018,145369170.0,6383406.0,1.9110525,0.0,0.16997059,-20000.008,0.03503997,1657.9803,1.5782073,2.7613385
51,0.16533689,1.4048771999999998,0.8839988999999999,3.0631459999999997,6.096544e-07,0.47521698,0.019995594,2127463.2,15997165.0,13.225845000000001,0.0,-0.031000197,-6530.016,0.42492986,4940.414000000001,1.9678673999999998,3.1509986
52,-3.395972e-05,1.6733658,170.39865,2.2586582,-2.973932,0.70440996,46789.285,2.6884675,191.31935,0.9471803,-0.2860437,0.39750782,0.0,0.76613396,681.3983,1.062569,2.1908822
53,-0.00062641205,2.5776742,19.418823,0.641732,-0.6778441,1.6609133000000003,1.7973819,360367.44,729009.9,1.6013386,-0.06762141,0.13718323,-446.00354000000004,0.97360265,1741.5016,0.26031435,1.3274028
54,0.12297358,1.2308853000000002,0.6777691,0.45757776,0.023663122,0.45556068,0.026512485,1.3573819,2286687.2,85.29618,1.1215476,-0.11504922,-2000.0096,-0.95072067,1801.0887,4.1050615,5.288192700000001
55,0.25667277,1.3051562,0.6500548,0.5570182,0.011349478,0.50157183,0.04579095,918470.3,7481102.5,25.920187,0.44203034,-0.33203940000000004,63590.4,-0.7482229,1.2697624,2.9966082999999997,4.136017
56,0.055491785999999994,1.4125006000000002,2.8059277999999996,1.0303062,5.101687e-06,0.45122245,0.028739026,1455295.8,3812640.2,0.83064765,0.0,-0.030098437999999998,-80004.01,0.0136268195,12015.107,1.5574002,2.7405314
57,0.2735105,1.2313493,0.6940423000000001,0.39412959999999997,0.0242322,0.5258406999999999,0.033974937999999996,1432947.1,3253.1106,83.59304,1.221199,-0.3307153,-5700.0195,-0.95256907,1004.00104,4.1518345000000005,5.372876
58,0.054387755999999995,1.4111751000000001,1.0977685,0.6416297,3.1364816e-06,0.4542122,0.019355252,363943.3,3921331.2,1.3067559,0.0,-0.07750985,-5000.001,0.009185005,1501.9526,1.5531366000000002,2.736268
59,0.054635424,1.4089121,1.4704102,1.1454986,2.2621691000000003e-06,0.7228489,0.011999926000000001,810660.4,7074007.5,1.3484396,0.0,0.047632247,-38581.01,0.009667631999999999,1331.8676,1.5741954,2.7369183999999995
60,0.06420891,1.2990899999999999,20.375484,1.818198,0.3556498,0.77981746,3.736046,903178900.0,2842946.2,34.839529999999996,0.53095406,0.29635966,221.48413,-0.7507864000000001,673.3855,2.8606331000000003,4.0056696
61,0.061756574,1.4187268999999998,2.5033583999999998,4.113551,1.2837736e-06,0.45973158,0.047440324000000006,20434006.0,179887920.0,1.8477726000000003,0.0,0.5683145000000001,-25000.02,0.035269853,20000.945,1.5782073,2.7613385
62,0.053827457,1.4125006000000002,5.063583400000001,1.8610810000000002,5.063583599999999e-06,0.45205024,0.07997164,1.7166752,57698628.0,1.1637343,0.0,0.19819824,-10000.0,0.006206255999999999,20401.398,1.5499797,2.733111
63,0.055314437,1.4158221000000002,1.5472951000000001,2.1487281000000005,1.4736143999999999e-06,0.45703125,0.084092334,1.3533711000000002,15997964.0,0.6984642,0.0,0.1492609,-2300.008,0.012341327,3001.355,1.5555086,2.7386397999999996
64,0.07131535,1.4066755,0.90547574,2.3185153,6.467684e-07,0.5174557,0.047891237,3610313700.0,23768302.0,1.3529203,0.0,0.26024747,-5505.0063,0.02432094,3121.6477,1.5687494,2.7518806000000002
65,0.064627714,1.3929884,0.55856854,0.16895986,3.7237903e-06,0.50628406,0.01933514,439462.88,1015410.1,0.9983283000000002,0.0,-0.16450645,-1750.0020000000002,0.0035087720000000003,1242.4637,1.549834,2.7329652
66,0.07037572,1.4046698999999998,1.9354189999999998,0.6374765,4.8385477e-06,0.523667,0.051363617,357757.22,1381511.9,1.442487,0.0,-0.055133283,-1400.0016,0.0070197587,1369.9736,1.5517256000000001,2.7348567999999998
67,0.07098838,1.4065771,10.822811,4.021076,4.329124299999999e-06,0.78837734,0.46047872,23964.887000000002,76816940.0,1.3432614,0.0,0.6518816,-12160.023000000001,0.022973772000000003,3064.895,1.5675445,2.7506757
68,0.06516150400000001,1.4170129999999999,0.59566075,0.9302585999999999,1.3236905e-06,0.29478085,0.019546252,3260746.8,4772020.5,1.0541788,0.0,-0.032276257999999995,-3350.0027,0.006666666999999999,5501.3164,1.549834,2.7329652
69,-0.0,2.5618527,125079.05,2.5898849999999998,-4366.0815,1.8037893,160847.12,6.141343,-277.8929,1.3264502,0.21273357,0.69186044,0.0,0.9640276,2.6918604,0.2507393,1.3178278
70,0.06531901,1.4114225,1.0250356,2.4149306,7.8848893e-07,0.51645684,0.028186012000000003,580298600.0,23047234.0,1.2509629,0.0,0.32136363,-4002.005,0.0088336235,10003.442,1.552607,2.7357383
71,0.25328854,1.2907107,4.9953647000000005,0.6029509,0.08720213,0.5027499,0.14361538,362210.97,3694337.5,47.070640000000004,0.66231614,-0.23416781,18132.799,-0.7533196,1002.9946,2.9954734,4.134882
72,0.06521914,1.4225408000000002,1.4159145,0.35669303,9.439431e-06,0.28975275,0.055341907,5216641.5,803314.2,0.94945914,0.0,-0.15806907,-1500.0,0.0074074077,3001.054,1.549834,2.7329652
73,0.0,1.3110079,44145.562000000005,1.4991273999999999,770.5953,1.6301063,1977.9666,6.222333,3200.1,23.802853,0.34475616,0.23062013,0.0,-0.74959415,1.2306201,2.8948941,3.9619827000000005
74,0.05587502,1.4321873999999999,0.6801628000000001,1.7431501,1.0464041999999998e-06,0.45966769999999996,0.021293452,3656975.8,9390509.0,0.9600917,0.0,0.04510891400000001,-4500.005,0.015172332,3300.29,1.5563107,2.7394418999999997
75,0.12399843,1.306461,1.9038118999999998,0.6853607,0.033237305,0.4500866,0.079742,48355772.0,1210893.1,29.557758000000003,0.53528297,-0.10841354,-0.016103059,-0.737639,673.30304,2.8763362999999997,4.0594673
76,0.07132367,1.4154108,1.0305581,1.3915686999999999,1.4722259e-06,0.50556576,0.06937185,144531890.0,142091300.0,1.136891,0.0,0.011722594499999999,-20009.016,0.025437135,15028.431,1.5688195,2.7519507
77,0.0661306,1.4012227,0.8918365,0.50733507,2.5481045e-06,0.5057640999999999,0.020249385,766762.8,1333827.2,1.6284943,0.0,-0.07699725,-1957.0023,0.007441204,1409.1339,1.552624,2.7357554
78,-0.0041279197,1.6733658,15.801792,0.904803,-0.2757735,1.6386983,18715.715,6.248896599999999,4383473.5,0.9717863999999999,-0.092091665,0.045131534,0.0,0.7669246,1.1467583000000001,1.0883388999999999,2.233375
79,0.06488568,1.4351556,0.5162527,0.29929718,5.162527e-06,0.49560195,0.026066717000000003,93318.234,617849.06,0.7826949000000001,0.0,-0.17938447,-1300.001,0.009440846,1797.1005,1.5501838,2.733315
80,0.27148739,1.2958119,0.87687564,1.0388287,0.015306381499999999,0.30882245,0.047841523,0.77778345,19906900.0,36.419613,0.44203034,-0.198388,123547.195,-0.7425525,3.2129613999999997,3.0049312,4.144340000000001
81,0.25039887,1.2285085,0.74949247,2.0486433999999996,0.026163152999999998,0.27470140000000004,0.02357224,0.78774726,40627244.0,90.23841,1.3877128,0.13520688,341733.6,-0.94075096,7701.5503,4.2467084,5.386117
82,0.07040924,1.4020423,0.5596823000000001,1.7116363999999997,4.6640190000000006e-07,0.52899826,0.023880059,23206112.0,40564684.0,1.4484788999999998,0.0,0.1920996,-8763.011999999999,0.020727476,8268.535,1.5659103,2.7490416
83,0.026935233,1.4246705,0.54139745,0.13609092,1.0827949e-05,0.4495095,0.63267976,39265.797,732546.94,0.9278475,0.0,-0.10064313,-231.00484,0.008335436,3001.7625,1.5256223999999998,2.6910667
84,0.072203554,1.4212109,0.98808265,1.2592632,1.796514e-06,0.52770215,0.03699767,2418281200.0,4470294.5,0.63422537,0.0,-0.02839604,-3509.0046,0.013271224,1017.0433300000001,1.5556976999999999,2.7388291000000002
85,0.0,1.2927464,132436.64,2.571776,2311.565,1.8120166000000002,8733.886999999999,4.8618120000000005,13582.903,39.680679999999995,0.37790918,0.6211372,0.0,-0.75461745,2.6211371,2.8948941,3.9619827000000005
86,0.0,1.3093746000000002,18394.002,0.6213448,321.14575,1.7427188000000002,2006.1814,4.6758795,3245.748,22.383972,0.37790918,0.07098711,0.0,-0.75005573,2.0709872,2.8948941,3.9619827000000005
87,0.054220695,1.4205649,1.2678534,3.0637524,9.056095999999999e-07,0.4654101,0.055977963,3267980.0,30472362.0,0.54552466,0.0,0.27727145,-6000.0063,0.00903441,4001.6985,1.5517256000000001,2.7348567999999998
88,-0.0,2.5776742,361975.06,2.0848947,-12635.31,1.7976311000000003,-1670.2673,443927.62,2399670.0,1.2566371,-0.06762141,0.52413666,0.0,0.9640276,2077.1401,0.2507393,1.3178278
89,0.065055646,1.4139097,0.75680983,0.20576681,7.568098e-06,0.500139,0.03906237,61935.36,897277.1,0.5995154,0.0,-0.18341842,-1700.0006,0.007415196999999999,1174.3225,1.5509992,2.7341304
90,0.07720679,1.3921329,0.5726409,1.3507239,4.40493e-07,0.5566949000000001,0.008394457,23111960.0,24121462.0,3.3528957000000004,0.0,0.3024065,-10000.016,0.025119996000000002,13071.521999999999,1.5715642,2.7546953999999997
91,0.12791586,1.3147051,1.8755331999999998,0.9672068000000001,0.03274227,0.28958908,0.08684101,0.9822975,2056366.2,24.053720000000002,0.53528297,-0.076098755,-0.0016103060000000002,-0.74665916,1602.1257,2.8649871,4.0481186000000005
92,0.277503,1.2292317,1.1167988000000002,0.68305755,0.038988065,0.30763775,0.02352084,836208.94,2166062.0,90.6858,1.2326001,-0.21887702,70984.0,-0.9477656999999999,1904.1188,4.2393312000000005,5.3787403
93,0.00030081439999999997,1.3051562,22072.797000000002,0.6621081999999999,385.3528,1.7603343999999996,2158.3745,4.723747,3491.9775,25.448204,0.37790918,0.08825911,0.0,-0.75077456,2.088734,2.895369,3.9624577000000003
94,0.086207904,1.3965256000000001,0.6407531,2.5686299999999997,3.0512052e-07,0.5494424,0.009811165,61270028.0,60737504.0,5.0757699999999994,0.0,0.5933798000000001,-16000.159,0.07020437,182783.95,1.6160383,2.7991695
95,0.006161419699999999,1.6613688000000002,1.5568358999999998,0.590355,-0.02716931,0.7773878000000001,0.80979264,217045500.0,-866.4872,1.7943214,-0.34028763,-0.31833473,14132.339,0.78798205,22663.11,1.1835826999999999,2.3842157999999998
96,0.23285143,1.3093746000000002,0.5180553,1.2065945,0.009043319000000001,0.2662796,0.01539923,3035691.2,5859559.5,25.251720000000002,0.40325212,-0.21131079999999997,155371.19,-0.75005573,0.21823385,2.9935818,4.1329910000000005
97,0.057814382000000004,1.306461,247.23962000000003,2.6438625,4.315454,0.7047222,1.8662759999999998,61759816.0,6028.8237,28.563422999999997,0.53095406,0.38220575,-1651.2015,-0.7508799,14945.579,2.8586487999999997,4.003685
98,-0.0041210456,1.6387504000000002,176.35178,3.2651935,-3.0778793999999996,0.7100179,0.398064,70356264.0,20391908.0,0.7779696999999999,-0.26868656,0.6793828000000001,-20449.0,0.76545054,2500.8083,1.0881875,2.2332240000000003
99,0.07332597,1.4321873999999999,0.5665898,0.8160536,1.8886327e-06,0.52105194,0.021507151000000002,801997.75,2810981.5,0.8976009,0.0,-0.09895577,-2523.0027,0.012478759499999999,45092.727,1.553617,2.7367482000000005
100,0.13964187,1.2433156,0.55160934,1.2077354,0.019257003,0.52681524,0.034825063999999996,2578360.2,11893817.0,52.991080000000004,1.1215476,-0.045386195,-4048.0042,-0.9435358,2704.1023,4.106385700000001,5.2895174
101,0.05516329,1.4158221000000002,3.5572872,3.6718152,1.9762706e-06,0.724003,0.13136879999999998,658523.56,45699572.0,0.64308,0.0,0.4165672,-3370.0051,0.01123666,499.20908,1.5748122,2.7375352000000004
102,0.065046914,1.4127964,6.828719,3.251941,4.0168934e-06,0.50239134,0.05295267,1.6970146000000002,10487808.0,1.1479897,0.0,0.49111515,-75113.0,0.0069952723999999996,768.69183,1.5505792999999999,2.7337105
103,-0.0041771466,1.6521561000000002,178.86261000000002,3.1349301,-3.1216912,1.6559335,2.6680446,30210094.0,5013307.0,0.6899751999999999,-0.061004657000000004,0.5183566,-2936.0,0.7672319000000001,1.5331588,1.0894926999999999,2.234529
