,EDUCATION_sigmoid,PAY_AMT3_sigmoid,PAY_AMT2_sigmoid,(LIMIT_BAL/SEX),(EDUCATION/AGE),BILL_AMT5_relu,PAY_AMT4_relu,PAY_0_relu,PAY_AMT2_relu,AGE_relu,PAY_0_sin,PAY_AMT5_sin,MARRIAGE_sin,PAY_AMT3_sin,PAY_5_tanh,PAY_AMT5_tanh,PAY_0_tanh,EDUCATION_tanh,PAY_AMT6_mmnorm,BILL_AMT1_mmnorm,PAY_0_mmnorm,PAY_AMT4_mmnorm,PAY_3_mmnorm,PAY_4_square,PAY_2_square,PAY_AMT5_square,PAY_AMT6_square,PAY_0_square,LIMIT_BAL_radian,PAY_0_radian,PAY_6_radian,SEX_radian,PAY_AMT1_adde,PAY_0_adde,PAY_5_adde,AGE_adde,SEX_adde,default.payment.next.month
10,0.880797,1.0,1.0,60000.0,0.06666667,9032.0,650.0,0.0,1126.0,30.0,0.0,-0.6835038,0.9092974,0.9851566,0.0,1.0,0.0,0.9640276,0.0034047961,0.042145483,0.2,0.0010466989,0.2,0.0,0.0,16000000.0,3240000.0,0.0,2094.395,0.0,0.0,0.034906585,1360.7183,2.7182817,2.7182817,32.71828,4.7182817,0.0
11,0.95257413,1.0,1.0,20000.0,0.13043478,12703.0,600.0,0.0,2701.0,23.0,0.0,-0.89402366,0.9092974,-0.69614506,0.0,1.0,0.0,0.9950548,0.0011765462,0.03063289,0.2,0.00096618355,0.2,0.0,0.0,384400.0,386884.0,0.0,349.06586,0.0,0.0,0.017453292,1163.7183,2.7182817,2.7182817,25.71828,3.7182817,1.0
12,0.7310586,1.0,1.0,470000.0,0.028571429,137387.0,30364.0,0.0,6000.0,35.0,0.0,0.77411276,0.9092974,-0.9393441,0.0,1.0,0.0,0.7615942,0.009111613,0.29796147,0.2,0.04889533,0.2,0.0,0.0,10003600000.0,23203488.0,0.0,8203.048,0.0,0.0,0.017453292,9885.719,2.7182817,2.7182817,37.71828,3.7182817,0.0
13,0.95257413,1.0,0.5,120000.0,0.055555556,316.0,316.0,-0.0,0.0,54.0,-0.84147096,0.9637874,0.84147096,0.9637874,-0.7615942,1.0,-0.7615942,0.9950548,0.0005977309,0.020915287,0.1,0.00050885667,0.4,1.0,9.0,99856.0,99856.0,1.0,2094.395,-0.017453292,-0.017453292,0.017453292,2.7182817,1.7182817,1.7182817,56.71828,3.7182817,0.0
14,0.880797,1.0,1.0,155000.0,0.06896552,78759.0,2206.0,0.0,3758.0,29.0,0.0,-0.7273287,0.84147096,-0.7565857,0.0,1.0,0.0,0.9640276,0.005718166,0.259158,0.2,0.0035523348,0.2,0.0,0.0,9541921.0,9138529.0,0.0,5410.5205,0.0,0.0,0.034906585,5120.7183,2.7182817,2.7182817,31.71828,4.7182817,0.0
15,0.880797,1.0,1.0,30000.0,0.05263158,27953.0,1500.0,0.0,2000.0,38.0,0.0,-0.99390197,0.84147096,-0.99390197,0.0,1.0,0.0,0.9640276,0.00283733,0.05908634,0.2,0.002415459,0.2,0.0,0.0,2250000.0,2250000.0,0.0,523.59875,0.0,0.0,0.017453292,2002.7183,2.7182817,2.7182817,40.71828,3.7182817,0.0
16,0.95257413,1.0,1.0,70000.0,0.115384616,142750.0,5300.0,2.0,5400.0,26.0,0.9092974,0.8008639,0.9092974,-0.9302609,0.0,1.0,0.9640276,0.9950548,0.010214388,0.20904528,0.4,0.008534621,0.2,0.0,0.0,30250000.0,29160000.0,4.0,2443.461,0.034906585,0.0,0.034906585,5303.7183,4.7182817,2.7182817,28.71828,4.7182817,1.0
17,0.7310586,1.0,1.0,120000.0,0.03448276,223048.0,10000.0,0.0,10000.0,29.0,0.0,-0.30561438,0.9092974,-0.7460774,0.0,1.0,0.0,0.7615942,0.015132427,0.2707795,0.2,0.016103059,0.2,0.0,0.0,100000000.0,64000000.0,0.0,4188.79,0.0,0.0,0.034906585,10002.719,2.7182817,2.7182817,31.71828,4.7182817,0.0
18,0.7310586,1.0,1.0,330000.0,0.032258064,40490.0,3000.0,0.0,5000.0,31.0,0.0,0.9300395,0.9092974,0.59778804,0.0,1.0,0.0,0.7615942,0.0020807087,0.23449527,0.2,0.004830918,0.1,1.0,0.0,4000000.0,1210000.0,0.0,5759.5864,0.0,0.0,0.017453292,7560.7183,2.7182817,2.7182817,33.71828,3.7182817,0.0
19,0.880797,1.0,1.0,50000.0,0.044444446,19354.0,2114.0,0.0,1627.0,45.0,0.0,0.0,0.84147096,-0.999202,0.0,0.0,0.0,0.9640276,0.001134932,0.039096102,0.2,0.0034041868,0.2,0.0,0.0,0.0,360000.0,0.0,872.6646,0.0,0.034906585,0.017453292,1560.7183,2.7182817,2.7182817,47.71828,3.7182817,0.0
20,0.7310586,1.0,1.0,280000.0,0.024390243,11927.0,11985.0,-0.0,9059.0,41.0,-0.9092974,0.509326,0.9092974,0.18525572,-0.9640276,1.0,-0.9640276,0.7615942,0.015726376,0.027721284,0.0,0.019299516,0.0,4.0,4.0,1629737000.0,69122590.0,4.0,4886.922,-0.034906585,-0.034906585,0.017453292,3685.7183,0.71828175,0.71828175,43.71828,3.7182817,0.0
21,0.7310586,1.0,1.0,150000.0,0.025,100323.0,10000.0,0.0,25000.0,40.0,0.0,0.58198476,0.84147096,-0.7655269,0.0,1.0,0.0,0.7615942,0.057433236,0.17964447,0.2,0.016103059,0.2,0.0,0.0,400000000.0,921911740.0,0.0,5235.988,0.0,0.0,0.034906585,30002.719,2.7182817,2.7182817,42.71828,4.7182817,0.0
22,0.7310586,1.0,1.0,135000.0,0.032258064,93164.0,4000.0,0.0,6005.0,31.0,0.0,-0.6835038,0.84147096,-0.6835038,0.0,1.0,0.0,0.7615942,0.009457767,0.13386834,0.2,0.006441224,0.2,0.0,0.0,16000000.0,25000000.0,0.0,4712.389,0.0,0.0,0.034906585,6002.7183,2.7182817,2.7182817,33.71828,4.7182817,0.0
23,0.7310586,1.0,1.0,490000.0,0.03448276,137158.0,140597.0,-0.0,571.0,29.0,-0.84147096,-0.4277195,0.9092974,-0.21933703,-0.7615942,1.0,-0.7615942,0.7615942,0.0073770583,0.020432424,0.1,0.22640419,0.1,4.0,1.0,36000000.0,15210000.0,1.0,8552.113,-0.017453292,0.0,0.017453292,680.71826,1.7182817,1.7182817,31.71828,3.7182817,0.0
24,0.7310586,0.5,0.5,100000.0,0.03125,0.0,0.0,1.0,0.0,32.0,0.84147096,0.9978033,0.84147096,0.0,-0.9640276,1.0,0.7615942,0.7615942,0.001664567,0.020086022,0.3,0.0,0.0,4.0,4.0,810000.0,774400.0,1.0,3490.6584,0.017453292,-0.017453292,0.034906585,2.7182817,3.7182817,0.71828175,34.71828,4.7182817,0.0
25,0.880797,1.0,1.0,180000.0,0.04255319,78206.0,2819.0,0.0,3357.0,47.0,0.0,-0.9613394,0.84147096,0.8690851,0.0,1.0,0.0,0.9640276,0.0047345585,0.14267926,0.2,0.0045394525,0.2,0.0,0.0,6091024.0,6265009.0,0.0,6283.185,0.0,0.0,0.034906585,3391.7183,2.7182817,2.7182817,49.71828,4.7182817,0.0
26,0.95257413,1.0,1.0,20000.0,0.069767445,19566.0,1000.0,0.0,3000.0,43.0,0.0,-0.91289604,0.84147096,-0.08827861,0.0,1.0,0.0,0.9950548,0.0,0.043835502,0.2,0.001610306,0.2,4.0,0.0,1960000.0,0.0,0.0,349.06586,0.0,-0.017453292,0.017453292,2002.7183,2.7182817,2.7182817,45.71828,3.7182817,0.0
27,0.880797,1.0,1.0,290000.0,0.03773585,1497.0,1497.0,-0.0,1000.0,53.0,-0.84147096,0.88992685,0.84147096,0.82687956,-0.7615942,1.0,-0.7615942,0.9640276,0.004307067,0.02661385,0.1,0.0024106281,0.2,0.0,0.0,3560769.0,5184729.0,1.0,5061.4546,-0.017453292,-0.017453292,0.017453292,1029.7183,1.7182817,1.7182817,55.71828,3.7182817,0.0
28,0.880797,1.0,1.0,75000.0,0.04761905,6208.0,1560.0,0.0,1040.0,42.0,0.0,0.7210377,0.84147096,0.9164733,0.9640276,1.0,0.0,0.9640276,0.00045208127,0.04091996,0.2,0.0025120773,0.2,0.0,0.0,16384.0,57121.0,0.0,2617.994,0.0,0.0,0.034906585,1302.7183,2.7182817,4.7182817,44.71828,4.7182817,0.0
29,0.880797,1.0,1.0,80000.0,0.074074075,26000.0,0.0,0.0,3000.0,27.0,0.0,0.0,0.84147096,-0.77339405,0.9640276,0.0,0.0,0.9640276,0.0,0.09720884,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1396.2634,0.0,0.0,0.017453292,3002.7183,2.7182817,4.7182817,29.71828,3.7182817,0.0
30,0.880797,1.0,0.5,250000.0,0.06896552,7146.0,7200.0,1.0,0.0,29.0,0.84147096,0.008791023,0.84147096,-0.30486804,-0.7615942,1.0,0.7615942,0.9640276,0.0,0.020054532,0.3,0.011594203,0.0,1.0,4.0,473344.0,0.0,1.0,4363.323,0.017453292,-0.017453292,0.017453292,2.7182817,3.7182817,1.7182817,31.71828,3.7182817,0.0
31,0.95257413,1.0,1.0,100000.0,0.06122449,21420.0,21520.0,-0.0,4126.0,49.0,-0.84147096,0.7621878,0.9092974,-0.4035964,-0.7615942,1.0,-0.7615942,0.9950548,0.000283733,0.022449162,0.1,0.034653783,0.1,1.0,1.0,45144960.0,22500.0,1.0,3490.6584,-0.017453292,-0.017453292,0.034906585,183.71828,1.7182817,1.7182817,51.71828,4.7182817,0.0
32,0.7310586,1.0,1.0,150000.0,0.03846154,38586.0,3000.0,-0.0,18340.0,26.0,-0.84147096,0.9998351,0.9092974,0.82687956,0.0,1.0,-0.7615942,0.7615942,0.12224921,0.08402461,0.1,0.004830918,0.2,0.0,0.0,3311197000.0,4176907500.0,1.0,5235.988,-0.017453292,0.0,0.034906585,7502.7183,1.7182817,2.7182817,28.71828,4.7182817,0.0
33,0.7310586,1.0,1.0,130000.0,0.02173913,41529.0,2000.0,0.0,9000.0,46.0,0.0,0.21918997,0.9092974,0.9300395,0.0,1.0,0.0,0.7615942,0.0075662136,0.16542496,0.2,0.003220612,0.2,0.0,0.0,9000000.0,16000000.0,0.0,2268.928,0.0,0.0,0.017453292,6002.7183,2.7182817,2.7182817,48.71828,3.7182817,1.0
34,0.9933072,1.0,1.0,275000.0,0.09615385,464.0,464.0,-0.0,6016.0,52.0,-0.9092974,-0.52849424,0.9092974,-0.97223645,-0.9640276,1.0,-0.9640276,0.9999092,0.0,0.38403824,0.0,0.00074718194,0.0,4.0,4.0,67223600.0,0.0,4.0,9599.311,-0.034906585,-0.034906585,0.034906585,6003.7183,0.71828175,0.71828175,54.71828,4.7182817,0.0
35,0.95257413,1.0,1.0,50000.0,0.0882353,9433.0,572.0,0.0,19776.0,34.0,0.0,-0.8268626,0.84147096,0.40395492,0.0,1.0,0.0,0.9950548,0.0,0.029018976,0.2,0.000921095,0.2,0.0,0.0,416025.0,0.0,0.0,872.6646,0.0,0.0,0.017453292,1320.7183,2.7182817,2.7182817,36.71828,3.7182817,0.0
36,0.95257413,1.0,1.0,120000.0,0.078947365,5228.0,24.0,-0.0,5479.0,38.0,-0.84147096,-0.97640896,0.84147096,0.56533706,0.0,1.0,-0.7615942,0.9950548,3.4047964e-05,0.02463254,0.1,3.8647344e-05,0.1,1.0,1.0,95433360.0,324.0,1.0,2094.395,-0.017453292,-0.017453292,0.017453292,5560.7183,1.7182817,2.7182817,40.71828,3.7182817,0.0
37,0.7310586,1.0,1.0,130000.0,0.018867925,110982.0,5001.0,0.0,10087.0,53.0,0.0,-0.73861194,0.9092974,-0.9590695,0.0,1.0,0.0,0.7615942,0.00027994992,0.32853138,0.2,0.00805314,0.2,0.0,0.0,100040000.0,21904.0,0.0,4537.856,0.0,0.0,0.034906585,30002.719,2.7182817,2.7182817,55.71828,4.7182817,0.0
38,0.880797,1.0,1.0,200000.0,0.0625,540.0,540.0,-0.0,390.0,32.0,-0.9092974,0.4282099,0.9092974,0.4282099,-0.9640276,1.0,-0.9640276,0.9640276,0.0,0.022018785,0.0,0.00086956524,0.0,4.0,4.0,152100.0,0.0,4.0,3490.6584,-0.034906585,-0.034906585,0.017453292,1475.7183,0.71828175,0.71828175,34.71828,3.7182817,0.0
39,0.95257413,1.0,1.0,100000.0,0.06818182,46141.0,4000.0,0.0,3000.0,44.0,0.0,0.21918997,0.84147096,-0.6835038,0.0,1.0,0.0,0.9950548,0.00567466,0.06569552,0.2,0.006441224,0.2,0.0,0.0,9000000.0,9000000.0,0.0,3490.6584,0.0,0.0,0.034906585,4002.7183,2.7182817,2.7182817,46.71828,4.7182817,0.0
40,0.7310586,1.0,1.0,180000.0,0.025641026,-0.0,0.0,0.0,145000.0,39.0,0.0,0.3385783,0.84147096,0.17824136,0.0,1.0,0.0,0.7615942,0.0035901684,0.38056767,0.2,0.0,0.1,0.0,0.0,10202010000.0,3602404.0,0.0,3141.5925,0.0,-0.017453292,0.017453292,11002.719,2.7182817,2.7182817,41.71828,3.7182817,0.0
41,0.880797,1.0,0.5,30000.0,0.046511628,2000.0,0.0,3.0,0.0,43.0,0.14112,0.04418245,0.84147096,-0.99975586,0.9640276,1.0,0.9950548,0.9640276,0.0,0.022316637,0.5,0.0,0.4,4.0,4.0,360000.0,0.0,9.0,523.59875,0.05235988,0.034906585,0.017453292,1102.7183,5.7182817,4.7182817,45.71828,3.7182817,0.0
42,0.7310586,1.0,1.0,50000.0,0.029411765,43719.0,30000.0,-0.0,60003.0,34.0,-0.84147096,0.993565,0.9092974,-0.9879664,0.0,1.0,-0.7615942,0.7615942,0.0,0.05612356,0.1,0.048309177,0.1,0.0,1.0,1156000000.0,0.0,1.0,872.6646,-0.017453292,0.0,0.017453292,24127.719,1.7182817,2.7182817,36.71828,3.7182817,0.0
43,0.95257413,0.5,0.5,80000.0,0.05882353,0.0,0.0,-0.0,0.0,51.0,-0.9092974,0.0,0.84147096,0.0,-0.9640276,0.0,-0.9640276,0.9950548,0.0,0.020086022,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,2792.5269,-0.034906585,-0.034906585,0.034906585,2.7182817,0.71828175,0.71828175,53.71828,4.7182817,0.0
44,0.880797,1.0,1.0,65000.0,0.08695652,544.0,544.0,-0.0,22271.0,23.0,-0.9092974,-0.3383334,0.9092974,-0.27872077,-0.9640276,1.0,-0.9640276,0.9640276,0.13693334,0.019864274,0.0,0.00087600644,0.0,4.0,4.0,21904.0,5240601600.0,4.0,2268.928,-0.034906585,-0.034906585,0.034906585,4741.7183,0.71828175,0.71828175,25.71828,4.7182817,0.0
45,0.880797,0.5,0.5,65000.0,0.08695652,0.0,0.0,-0.0,0.0,23.0,-0.9092974,0.0,0.9092974,0.0,-0.9640276,0.0,-0.9640276,0.9640276,0.0,0.020264473,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,2268.928,-0.034906585,-0.034906585,0.034906585,2.7182817,0.71828175,0.71828175,25.71828,4.7182817,0.0
46,0.7310586,0.5,1.0,310000.0,0.022222223,-0.0,0.0,-0.0,6527.0,45.0,-0.9092974,0.0,0.84147096,0.0,-0.9640276,0.0,-0.9640276,0.7615942,0.0,0.03184792,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,5410.5205,-0.034906585,-0.034906585,0.017453292,1176.7183,0.71828175,0.71828175,47.71828,3.7182817,0.0
47,0.880797,1.0,1.0,120000.0,0.045454547,53442.0,1919.0,0.0,2847.0,44.0,0.0,0.77400523,0.84147096,-0.91995513,0.0,1.0,0.0,0.9640276,0.0,0.14081079,0.2,0.0030901772,0.2,0.0,0.0,4840000.0,0.0,0.0,2094.395,0.0,0.0,0.017453292,5419.7183,2.7182817,2.7182817,46.71828,3.7182817,0.0
48,0.880797,1.0,1.0,50000.0,0.09090909,0.0,0.0,1.0,1448.0,22.0,0.84147096,0.0,0.9092974,0.26217124,-0.7615942,0.0,0.7615942,0.9640276,0.0,0.020086022,0.3,0.0,0.1,1.0,1.0,0.0,0.0,1.0,872.6646,0.017453292,-0.034906585,0.017453292,1056.7183,3.7182817,1.7182817,24.71828,3.7182817,0.0
49,0.95257413,1.0,1.0,110000.0,0.06122449,44703.0,5000.0,0.0,4379.0,49.0,0.0,-0.75128573,0.9092974,0.15966427,0.0,1.0,0.0,0.9950548,0.009457767,0.1695739,0.2,0.0080515295,0.2,0.0,0.0,28164248.0,25000000.0,0.0,1919.8622,0.0,0.0,0.017453292,4917.7183,2.7182817,2.7182817,51.71828,3.7182817,0.0
50,0.7310586,1.0,1.0,100000.0,0.033333335,57098.0,5000.0,0.0,2513.0,30.0,0.0,0.58198476,0.9092974,-0.37154403,0.0,1.0,0.0,0.7615942,0.028373301,0.12356814,0.2,0.0080515295,0.2,0.0,0.0,400000000.0,225000000.0,0.0,3490.6584,0.0,0.0,0.034906585,20002.719,2.7182817,2.7182817,32.71828,4.7182817,0.0
51,0.7310586,1.0,1.0,145000.0,0.03448276,106426.0,10000.0,0.0,4200.0,29.0,0.0,0.82694733,0.14112,-0.55107456,0.0,1.0,0.0,0.7615942,0.4180333,0.31088725,0.2,0.016103059,0.2,0.0,0.0,5856400.0,48841000000.0,0.0,5061.4546,0.0,0.0,0.034906585,6532.7183,2.7182817,2.7182817,31.71828,4.7182817,1.0
52,0.7310586,1.0,0.5,100000.0,0.037037037,0.0,0.0,-0.0,0.0,27.0,-0.84147096,0.0,0.9092974,0.9880409,-0.7615942,0.0,-0.7615942,0.7615942,0.0008360666,0.021622522,0.1,0.0,0.0,1.0,1.0,0.0,195364.0,1.0,3490.6584,-0.017453292,-0.034906585,0.034906585,2.7182817,1.7182817,1.7182817,29.71828,4.7182817,0.0
53,0.7310586,1.0,1.0,40000.0,0.02631579,2190.0,2190.0,-0.0,909.0,38.0,-0.9092974,0.354882,0.9092974,-0.42804646,-0.9640276,1.0,-0.9640276,0.7615942,0.009575044,0.02261449,0.0,0.00352657,0.0,4.0,4.0,268324.0,25623844.0,4.0,1396.2634,-0.034906585,-0.034906585,0.034906585,448.7183,0.71828175,0.71828175,40.71828,4.7182817,0.0
54,0.7310586,1.0,1.0,60000.0,0.023809524,48537.0,6000.0,2.0,2100.0,42.0,0.9092974,0.0,0.84147096,0.13220236,0.0,0.0,0.9640276,0.7615942,0.0037831068,0.07255269,0.4,0.009661836,0.2,0.0,0.0,0.0,4000000.0,4.0,1047.1975,0.034906585,0.034906585,0.017453292,2002.7183,4.7182817,2.7182817,44.71828,3.7182817,1.0
55,0.880797,0.5,1.0,50000.0,0.06896552,39744.0,1600.0,1.0,4500.0,29.0,0.84147096,-0.80122477,0.9092974,0.0,0.0,1.0,0.7615942,0.9640276,0.0030264854,0.068857744,0.3,0.0025764895,0.4,4.0,4.0,2560000.0,2560000.0,1.0,872.6646,0.017453292,0.0,0.017453292,2.7182817,3.7182817,2.7182817,31.71828,3.7182817,0.0
56,0.7310586,1.0,1.0,110000.0,0.030303031,26567.0,7000.0,0.0,1500.0,33.0,0.0,0.9300395,0.9092974,-0.43524224,0.0,1.0,0.0,0.7615942,0.0075662136,0.03666211,0.2,0.011272142,0.2,0.0,0.0,4000000.0,16000000.0,0.0,1919.8622,0.0,0.0,0.017453292,80006.72,2.7182817,2.7182817,35.71828,3.7182817,0.0
57,0.95257413,1.0,0.5,50000.0,0.07317073,40736.0,12000.0,2.0,0.0,41.0,0.9092974,0.9300395,0.84147096,0.82687956,0.0,1.0,0.9640276,0.9950548,0.0017023981,0.0611595,0.4,0.019323671,0.4,0.0,4.0,4000000.0,810000.0,4.0,872.6646,0.034906585,0.0,0.017453292,5702.7183,4.7182817,2.7182817,43.71828,3.7182817,0.0
58,0.7310586,1.0,1.0,35000.0,0.029411765,27296.0,546.0,0.0,5000.0,34.0,0.0,0.82687956,0.9092974,-0.99390197,0.0,1.0,0.0,0.7615942,0.0033026524,0.06793532,0.2,0.00087922707,0.2,0.0,0.0,1000000.0,3048516.0,0.0,1221.7305,0.0,0.0,0.034906585,5002.7183,2.7182817,2.7182817,36.71828,4.7182817,0.0
59,0.7310586,1.0,1.0,65000.0,0.028571429,7095.0,7095.0,0.0,5000.0,35.0,0.0,0.61596924,0.84147096,-0.89405066,-0.7615942,1.0,0.0,0.7615942,0.0039533465,0.12677892,0.2,0.011425121,0.2,1.0,0.0,1416100.0,4368100.0,0.0,2268.928,0.0,-0.017453292,0.034906585,40002.72,2.7182817,1.7182817,37.71828,4.7182817,0.0
60,0.880797,1.0,1.0,100000.0,0.05882353,9815.0,9852.0,1.0,1000.0,34.0,0.84147096,0.9871771,0.84147096,-0.74515337,-0.7615942,1.0,0.7615942,0.9640276,0.0019842396,0.0200834,0.3,0.015864734,0.1,1.0,1.0,1605044000.0,1100401.0,1.0,3490.6584,0.017453292,-0.017453292,0.034906585,762.71826,3.7182817,1.7182817,36.71828,4.7182817,0.0
61,0.7310586,1.0,1.0,195000.0,0.03448276,65835.0,12000.0,0.0,35127.0,29.0,0.0,-0.85123587,0.9092974,0.58198476,0.0,1.0,0.0,0.7615942,0.028373301,0.13811569,0.2,0.019323671,0.2,0.0,0.0,56250000.0,225000000.0,0.0,6806.784,0.0,0.0,0.034906585,25002.719,2.7182817,2.7182817,31.71828,4.7182817,0.0
62,0.7310586,1.0,1.0,100000.0,0.030303031,19923.0,0.0,0.0,25000.0,33.0,0.0,0.0,0.9092974,-0.9976818,0.0,0.0,0.0,0.7615942,0.00014564961,0.04576695,0.2,0.0,0.2,0.0,0.0,0.0,5929.0,0.0,3490.6584,0.0,0.0,0.034906585,10002.719,2.7182817,2.7182817,35.71828,4.7182817,0.0
63,0.7310586,1.0,1.0,210000.0,0.033333335,70118.0,5000.0,0.0,3000.0,30.0,0.0,0.0,0.84147096,0.21918997,0.0,0.0,0.0,0.7615942,0.00567466,0.10616148,0.2,0.0080515295,0.2,0.0,0.0,0.0,9000000.0,0.0,3665.1914,0.0,0.034906585,0.017453292,2302.7183,2.7182817,2.7182817,32.71828,3.7182817,0.0
64,0.880797,1.0,1.0,280000.0,0.054054055,160000.0,4000.0,0.0,3258.0,37.0,0.0,-0.83158,0.84147096,-0.3880317,0.0,1.0,0.0,0.9640276,0.018915534,0.21589063,0.2,0.006441224,0.2,0.0,0.0,10009002000.0,100000000.0,0.0,4886.922,0.0,-0.017453292,0.017453292,5507.7183,2.7182817,2.7182817,39.71828,3.7182817,0.0
65,0.880797,1.0,1.0,30000.0,0.03508772,28795.0,1200.0,0.0,2000.0,57.0,0.0,0.42826438,0.84147096,0.80108047,0.0,1.0,0.0,0.9640276,0.0,0.05277239,0.2,0.0019323671,0.2,0.0,0.0,1210000.0,0.0,0.0,523.59875,0.0,0.0,0.017453292,1752.7183,2.7182817,2.7182817,59.71828,3.7182817,1.0
