,oz2_zscore,oz4_zscore,oz19_zscore,oz25_zscore,oz12_zscore,oz1_cos,oz2_cos,oz23_cos,oz21_cos,oz24_cos,oz4_relu,oz3_relu,oz23_relu,oz2_relu,oz17_relu,oz19_sin,oz4_sin,oz15_sin,oz20_sin,oz2_sin,oz5_adde,oz1_adde,oz25_adde,oz6_adde,oz8_adde,oz19_rbfFeature,oz11_rbfFeature,oz20_rbfFeature,oz10_rbfFeature,oz16_rbfFeature,oz13_radian,oz4_radian,oz12_radian,oz8_radian,oz2_radian,oz20_recip,oz13_recip,oz18_recip,oz4_recip,oz1_recip,oz9_negative,oz4_negative,oz19_negative,oz17_negative,oz2_negative,oz26
10,-0.28842342,1.5839366,-0.1424558,0.7593464,-0.28840035,0.9512843,0.9587345,0.355354,0.65454817,-0.10146701,1.5831444,0.9517343,-0.0,-0.0,-0.0,-0.14190394,0.99992377,0.07354559,0.27871493,-0.28430283,3.4042587,3.031703,3.4772484,3.9424095,4.3865047,-0.04927755,0.20573641,-0.19974901,-0.25178623,-0.16828221,-0.021005152,0.027631082,-0.005031018,0.029115982,-0.005031421,3.5403776,-0.8309053,-1.0177163,0.6316543,3.1905935,0.5265698,-1.5831444,0.14238456,0.5461122,0.28827918,1.3364105
11,0.052792095,-0.64454126,1.224865,-0.892187,1.0202918,0.50934064,0.99860823,0.99994445,0.029193262,0.99628526,-0.0,-0.0,-0.0,0.052765694,0.5481356,0.9405522,-0.6005741,-0.15636404,0.9980209,0.05274121,2.2969158,3.7546597,1.826541,3.341095,3.1501598,-0.057854094,0.04096375,-0.28262815,-0.18891144,-0.08958139,-0.027143866,-0.011243741,0.017798547,0.007537696,0.00092093507,0.6631866,-0.64299214,-1.3586588,-1.5522673,0.964899,0.35449845,0.6442189,-1.2242523,-0.5481356,-0.052765694,-1.0591314
12,-0.8443145,1.7410055,-0.322691,1.3966988,-0.21961251,0.75229675,0.6645594,0.15568984,-0.015033915,0.6147619,1.7401348,0.75332254,1.4144706,-0.0,-0.0,-0.31696674,0.98569643,-0.9983232,0.059276853,-0.7472355,2.4447045,1.9990268,4.114282,1.5651177,3.894812,0.10130249,-0.005438204,-0.21957393,0.16977753,0.20715664,-0.013215742,0.030371083,-0.0038310443,0.02053433,-0.014728699,16.860102,-1.3206441,-1.5481641,0.5746681,-1.3903275,-1.4846997,-1.7401348,0.3225296,0.36601022,0.8438923,1.1930093
13,-0.14981398,-1.615456,0.7333795,-0.22448571,1.1484476,0.9999952,0.98881006,-0.026336053,0.39196512,0.98204345,-0.0,-0.0,1.5971354,-0.0,-0.0,0.66911155,-0.99903864,-0.4222238,-0.9996136,-0.14918011,2.1870098,2.721384,2.4939084,3.4983215,1.9870651,0.1915052,-0.26898813,-0.17301202,0.070775375,-0.24409026,0.010816493,-0.028180925,0.020034168,-0.012762139,-0.0026134395,-0.64808965,1.6135814,2.1868396,-0.61933,322.34628,1.2526137,1.6146481,-0.7330127,1.2508857,0.14973906,0.18364076
14,-1.5778865,-0.47062182,-1.289974,-0.99592423,-0.25815907,-0.00022785267,-0.006300928,0.59907544,0.58790445,0.62110955,-0.0,-0.0,0.9284504,-0.0,-0.0,-0.96064883,-0.4532308,0.62791836,0.8627004,-0.99998015,1.7313046,1.1472576,1.7228556,3.2258706,1.4534128,-0.2607934,0.030921645,-0.25059113,-0.005638406,0.22943605,-0.029531635,-0.008209792,-0.0045034722,-0.022076128,-0.02752554,0.96099764,-0.59100324,1.46949,-2.1259117,-0.6365274,-0.24198987,0.47038645,1.2893288,0.47318628,1.5770973,-0.21625672
15,1.720868,-0.06114055,0.93926185,1.3091713,0.11935091,-0.0014818147,-0.14865792,-0.05318996,0.7599062,0.70319295,-0.0,1.1534806,1.6240114,1.7200073,1.3037105,0.8068451,-0.061071943,0.66839445,-0.43294024,0.9888887,4.1418743,4.29056,4.0267982,4.368151,3.2584705,-0.2301398,0.1063028,0.05826961,0.17910127,-0.035017017,-0.0027511737,-0.0010665702,0.0020820247,0.009428073,0.03001979,-2.2333791,-6.3439445,0.7261484,-16.363941,0.63601977,0.40570575,0.06110997,-0.9387921,-1.3037105,-1.7200073,1.3387303
16,-1.3640624,-0.58899885,-0.32451016,0.517597,0.79468256,0.14937972,0.20593211,0.3306492,0.95665026,0.17142907,-0.0,-0.0,1.233805,-0.0,0.19257493,-0.31869072,-0.5552839,-0.8566577,-0.39373967,-0.9785663,1.8784003,1.2974263,3.23562,1.7967944,1.3690536,-0.09349393,0.25654688,-0.068772286,-0.2543547,-0.077951536,-0.011027229,-0.010274828,0.01386289,-0.023548473,-0.023795472,-2.4709883,-1.5827451,13.113933,-1.6986457,-0.7038014,-0.5346744,0.5887043,0.32434785,-0.19257493,1.3633802,-0.42329493
17,-1.5111483,-1.2084787,-0.8511314,0.047383603,0.46305108,-0.39790526,0.060367055,0.7852827,0.94417197,0.9955768,-0.0,-0.0,-0.0,-0.0,0.92854226,-0.751746,-0.93486345,0.20221277,0.85727847,-0.9981762,2.0323327,0.738253,2.7656417,1.8202095,1.8381172,0.0965638,0.28094086,0.26052505,-0.27115518,0.25870743,0.022939457,-0.021081382,0.008077724,-0.015361768,-0.026361322,0.9709113,0.7608416,-1.9312397,-0.8279007,-0.50504315,-0.69697285,1.2078743,0.8507057,-0.92854226,1.5103925,-0.47111198
18,0.51288253,-0.03517705,-0.99294835,-1.155938,0.7458228,0.95093554,0.87145954,0.9892231,0.31898838,0.9640431,-0.0,0.5371516,-0.0,0.51262605,0.9671601,-0.8373687,-0.03515221,-0.9712887,-0.66273767,0.49046743,2.8549168,3.0328321,1.5629219,1.3673675,3.7768664,0.1675412,-0.28281224,0.011404417,-0.28266266,-0.13756222,0.012451536,-0.0006136482,0.013010553,0.018475788,0.008947012,-1.3803219,1.401698,-1.1234968,-28.441853,3.1791406,-0.6547665,0.035159454,0.9924517,-0.9671601,-0.51262605,-0.8035205
19,-0.24621032,1.2248149,-0.635739,-0.81496924,1.5980929,0.85990244,0.9698731,0.38665542,0.732329,0.28691074,1.2242023,0.40794727,-0.0,-0.0,-0.0,-0.59351647,0.9405351,0.53466153,0.80598605,-0.24361089,2.545168,2.1825638,1.9037201,2.9191597,1.9244926,-0.2703938,-0.11022872,0.17204528,0.12586294,0.22482194,-0.013872951,0.02136636,0.027878033,-0.0138542345,-0.0042950315,1.0668495,-1.2580807,1.5697275,0.8168585,-1.8666543,1.3440039,-1.2242023,0.6354211,0.06277791,0.24608718,1.3946426
20,-0.21486919,0.85871536,0.98287904,-0.9058568,-1.1546372,0.9862396,0.9770272,0.1819992,0.8270001,0.13523471,0.8582859,-0.0,1.3877771,-0.0,0.057541437,0.8318249,0.7567231,0.81633896,0.3947223,-0.21311463,2.4540126,2.5521972,1.812878,1.4077145,4.079922,0.2751239,-0.056297448,-0.28057244,0.20093685,0.21662292,0.018963628,0.014979915,-0.020142142,0.02376511,-0.003748299,2.464477,0.9203562,-0.62195003,1.165113,-6.021027,-1.3259778,-0.8582859,-0.9823875,-0.057541437,0.21476172,1.0783478
21,1.0374624,-0.5254997,1.470411,-0.8937928,1.282608,0.7518451,0.50885385,0.08431969,0.94458485,0.2682113,-0.0,-0.0,1.4863764,1.0369434,-0.0,0.99489164,-0.501418,-0.39405063,0.75796777,0.8608529,2.6944075,3.438222,1.8249359,4.4114413,1.8354013,0.22369389,0.0025448056,-0.092090495,-0.23274633,0.22745907,-0.016524898,-0.009167113,0.022374537,-0.015409172,0.018098077,1.1625313,-1.0561816,2.9034517,-1.9039028,1.3890041,-0.008191095,0.5252369,-1.4696755,1.0051063,-1.0369434,-1.627656
22,0.49624854,1.5744084,1.6223655,0.78452307,1.1374956,0.41643506,0.87949306,0.9244057,0.71097934,0.6890253,1.573621,1.2322917,0.3913219,0.49600035,-0.0,0.9987121,0.999996,0.19015358,-0.9999288,0.47591168,4.190618,3.8595574,3.5024123,3.5463607,1.4482894,-0.15932348,-0.114997946,0.21573982,0.19607511,0.07759187,-0.027119203,0.027464869,0.019843115,-0.022165548,0.008656839,-0.64149386,-0.6435769,2.023642,0.635477,0.87621254,1.0776154,-1.573621,-1.6215541,0.08365614,-0.49600035,-0.68808687
23,1.4256307,0.14294617,0.96321124,-1.3375875,-1.3779074,0.41680017,0.14536178,0.31547666,0.9851198,0.64362067,0.14287467,1.5574524,-0.0,1.4249177,-0.0,0.82075393,0.14238907,0.05658609,0.6588465,0.9893786,4.4020367,3.8591557,1.3813633,3.1976497,4.1508074,0.06731297,0.27858368,0.2735006,-0.09161807,-0.1649271,0.0021750657,0.0024936334,-0.024036992,0.025002293,0.024869505,1.3902707,8.02426,-2.227371,6.999141,0.87652093,-0.6606706,-0.14287467,-0.9627295,1.1728865,-1.4249177,0.08833593
24,-1.6504036,0.13166986,-1.4712496,-0.23773792,1.191633,0.20692706,-0.078700416,0.7484723,0.053827204,0.4814404,0.13160402,-0.0,0.725041,-0.0,0.10967522,-0.9949759,0.13122445,-0.98447406,-0.33539626,-0.9968983,1.9834907,1.3559184,2.4806628,3.2169116,4.000351,0.013980015,0.28156304,-0.2205663,-0.24444366,0.2826968,-0.01720513,0.0022969234,0.020787518,0.022376332,-0.02879057,-2.923756,-1.0144237,-3.2586942,7.598552,-0.73401856,-0.17660378,-0.13160402,1.4705138,-0.10967522,1.6495782,0.14767063
25,-1.7076477,-0.68065023,1.045663,0.1632072,-1.7054644,-0.2287314,-0.13557851,-0.044298615,0.9598512,0.30685627,-0.0,-0.0,-0.0,-0.0,1.5394535,0.8649948,-0.6290339,0.30325815,-0.5301628,-0.9907666,1.9651359,0.9167111,2.8814073,2.8443804,2.88459,-0.2539895,0.25791237,0.27610618,-0.21769479,-0.021424022,-0.015352443,-0.011873647,-0.029751081,0.002902626,-0.029789168,-1.7895727,-1.1368414,1.31769,-1.4699185,-0.55507123,-1.2471282,0.68030983,-1.04514,-1.5394535,1.7067937,-0.5919006
26,-1.1068265,0.11610695,0.051729914,0.99716663,0.9115768,0.14443327,0.44799674,-0.004200013,0.11435053,0.27211314,0.11604888,-0.0,-0.0,-0.0,-0.0,0.051681012,0.11578858,-0.6658225,0.33689675,-0.89403516,1.8160188,1.2924256,3.7149496,3.5172005,4.172417,-0.21561357,-0.19708815,0.24578348,0.20682013,-0.18064806,-0.021529881,0.002025435,0.01590206,0.025379451,-0.019308105,2.9101999,-0.8106544,-117.479355,8.617059,-0.70133305,-1.4510905,-0.11604888,-0.051704045,0.1501435,1.1062729,-0.31293833
27,-0.081285454,-1.2612374,-0.044489067,1.1410701,0.1266539,0.7688858,0.9967015,-0.024794703,0.9432197,0.15226494,-0.0,-0.0,-0.0,-0.0,-0.0,-0.04445216,-0.9522757,-0.41710004,-0.6940321,-0.08115546,1.8104761,2.0245821,3.8587813,1.0192784,1.2278622,-0.27540714,-0.25346074,-0.18357602,-0.17336361,0.27673966,0.01437081,-0.022001736,0.002209422,-0.026012728,-0.0014179893,-1.3036542,1.214496,-1.5170579,-0.79326886,-1.4415461,1.420183,1.2606066,0.044466812,0.90625113,0.081244804,0.6805901
28,1.1306784,-0.035929926,-1.1646695,0.12389351,-1.656834,0.83609504,0.42655772,0.49267796,0.9349807,-0.178907,-0.0,0.7855178,-0.0,1.1301129,-0.0,-0.9184276,-0.035904236,-0.56903803,-0.9999624,0.9044604,3.530178,3.298952,2.8421133,3.7120185,3.5809107,-0.14745666,0.0055380426,-0.063924514,-0.23540547,-0.020705525,-0.0028514385,-0.00062678184,-0.028902747,0.015055713,0.01972419,-0.64015543,-6.120873,0.8746716,-27.84588,1.7221471,0.4109585,0.035911955,1.164087,1.7898599,-1.1301129,-1.9951526
29,-1.692621,1.591858,1.6730562,1.2174376,0.847207,-0.83290905,-0.120683275,0.25745386,0.8460698,0.7770576,1.591062,-0.0,1.31041,-0.0,1.2123318,0.99486107,0.99979466,0.07394067,0.9994675,-0.99269104,1.7830377,0.16314173,3.9351106,4.232898,3.2492223,-0.28283343,-0.18392296,0.2497362,0.017407758,0.25039193,0.009038348,0.02776927,0.014779156,0.00926666,-0.029527035,0.6236622,1.9310269,0.5832486,0.628511,-0.39136797,-0.4227676,-1.591062,-1.6722195,-1.2123318,1.6917745,0.49316478
30,-0.010197919,1.3555318,-0.5224401,0.33419815,1.3656534,0.7179863,0.999948,0.25855872,0.9443408,0.8479948,1.3548539,1.4676412,1.3092664,-0.0,-0.0,-0.49876973,0.9767749,-0.9732642,-0.9801633,-0.010192643,3.0118191,1.9483904,3.0523129,4.276802,2.3358102,-0.14142966,0.24905929,-0.22456168,-0.06424038,-0.25241795,-0.03090256,0.02364666,0.023823228,-0.00667539,-0.00017789827,-0.72924376,-0.56478465,-1.2918591,0.738087,-1.2988845,-1.226151,-1.3548539,0.52217877,1.0724827,0.01019282,1.2754939
31,0.9175945,-0.11782261,-0.40121487,1.287345,0.3735385,0.9808569,0.6080966,0.29955116,0.97888494,0.2345883,-0.0,0.47061625,1.2665741,0.9171356,-0.0,-0.39035228,-0.11749168,0.13963021,0.9530759,0.79386306,3.1654963,2.9142637,4.004983,3.151035,3.9937773,-0.039375097,-0.25216958,0.15376203,-0.18521719,0.1327693,-0.030195715,-0.002055364,0.0065162163,0.0222616,0.016007036,0.79161584,-0.5780056,-8.916657,-8.491582,5.102509,1.5408931,0.11776368,0.4010142,0.5859368,-0.9171356,-1.4503739
32,1.4382555,0.57250804,0.289681,-1.6263528,-0.70238596,0.4451051,0.13286602,0.3113511,0.25529188,0.049097534,0.5722217,1.4869726,1.2541819,1.4375362,-0.0,0.28550768,0.54150116,0.6623634,0.86780137,0.991134,4.3299365,3.8277864,1.0927423,2.8746164,1.8687284,-0.133874,0.26666445,-0.22292289,-0.13228881,-0.16393204,0.018626468,0.009987152,-0.012252816,-0.014827504,0.02508974,0.9516916,0.9370156,0.68747574,1.7475744,0.90130305,0.31124347,-0.5722217,-0.28953612,1.1862683,-1.4375362,0.1463222
33,-0.30557388,-1.4171301,1.4296006,-1.4831159,0.4640501,0.98280567,0.95372045,0.66219383,0.52315825,0.78916484,-0.0,-0.0,0.84705365,-0.0,1.3812128,0.98994756,-0.98810786,-0.9905763,0.51166433,-0.30069476,1.6316166,2.5325732,1.2359076,2.9143937,3.6419601,-0.2824035,-0.2635128,0.23864396,-0.08773859,0.2539791,0.018010901,-0.024721216,0.008095152,0.016121227,-0.005330603,1.8617787,0.96904045,-1.3824574,-0.70600456,-5.384784,-0.24416365,1.4164214,-1.4288856,-1.3812128,0.30542105,0.8829554
34,-0.46848983,-1.2973901,-0.37467647,-1.2137867,-0.53390074,0.971914,0.892357,0.55784005,0.9514924,0.97194976,-0.0,-0.0,0.97901535,-0.0,0.70569605,-0.36579704,-0.96268135,-0.83057934,0.9590739,-0.45133027,2.0685139,2.9558463,1.505102,4.2582607,4.151248,0.2806371,0.1877186,-0.28173947,-0.08757576,0.25661772,0.023617316,-0.022632403,-0.009313665,0.02500998,-0.0081726005,0.7789901,0.7390041,0.93088615,-0.7711639,4.2093806,0.10025856,1.2967412,0.37448907,-0.70569605,0.46825552,0.5490055
35,0.034253955,1.573226,1.150371,0.7461198,-0.938372,0.8195261,0.99941397,0.33638415,0.10255912,0.5669976,1.5724392,0.8442257,-0.0,0.034236822,0.3934366,0.91268045,0.9999986,0.9952758,0.983491,0.034230135,2.8456483,2.108069,3.4640284,4.106823,1.8769549,-0.27999705,-0.1828653,0.27888188,-0.070365556,-0.22095048,-0.015338838,0.027444242,-0.01636949,-0.014683923,0.0005975453,0.720027,-1.1378497,-0.6918583,0.6359546,-1.6387726,1.3877667,-1.5724392,-1.1497957,-0.3934366,-0.034236822,1.5865897
36,-1.0351403,0.4032358,0.8054738,-1.5001787,1.135462,0.7905347,0.5108504,0.9524591,0.77303666,0.9715865,0.40303412,-0.0,-0.0,-0.0,0.6328198,0.7208798,0.39221117,0.3217714,0.9230425,-0.8596696,2.0118732,2.059167,1.2188534,2.682311,1.171799,0.13272586,-0.27835804,0.27292925,0.28276747,-0.13502176,0.021215428,0.0070342724,0.019807639,-0.026991216,-0.01805757,0.8504011,0.82266986,-0.6069172,2.4811795,-1.5171865,1.1115674,-0.40303412,-0.80507094,-0.6328198,1.0346226,0.9042138
37,1.7752378,0.121382564,-0.7795817,-1.0703162,0.47266284,-0.61816573,-0.20215084,0.19431618,0.637481,0.9368231,0.12132186,0.7120556,1.375236,1.7743499,-0.0,-0.70270467,0.12102445,-0.4590169,0.6006914,0.9793544,4.2009344,4.9554853,1.6485008,2.0513263,1.2313432,-0.23944014,0.05402354,0.2659259,-0.280435,-0.2189012,-0.021787824,0.002117466,0.008245396,-0.025951974,0.030968249,1.551914,-0.80105716,14.041827,8.2425375,0.44698665,-1.5531565,-0.12132186,0.77919185,1.1956469,-1.7743499,0.4402756
38,-0.98421854,-0.43045753,0.3229163,0.32308033,1.3274591,0.86482626,0.55392396,0.99822134,0.16875328,0.6455336,-0.0,-0.0,0.05965171,-0.0,-0.0,0.3171803,-0.41709098,0.49504164,-0.9995438,-0.8325673,2.07348,2.1922896,3.0412004,1.1159061,3.0512917,-0.16490579,-0.12445744,-0.12667556,-0.27927145,0.1584667,-0.027215661,-0.0075091436,0.023156945,0.0058121188,-0.017169263,-0.64910275,-0.6412959,-0.6738744,-2.324272,-1.9011691,0.070271336,0.43024224,-0.3227548,0.8909203,0.9837263,0.36951205
39,-1.4223795,0.899404,1.645764,-1.0883764,-1.1637056,0.7295748,0.14857602,0.18564191,0.99996626,0.9706157,0.89895415,-0.0,-0.0,-0.0,-0.0,0.9972525,0.7826764,-0.16552928,0.40902367,-0.988901,1.9822212,1.9651854,1.6304497,3.0311942,1.7809465,-0.27527025,0.28229955,-0.12565798,-0.26478255,0.26520762,-0.011842469,0.01568971,-0.020300336,-0.016359586,-0.02481279,2.373133,-1.4737884,-0.70659405,1.1124038,-1.3278514,0.23094042,-0.89895415,-1.6449409,1.711181,1.4216682,0.18118718
40,0.035136398,-0.5557964,0.49472317,-0.7994105,-0.1494409,0.6211349,0.9993834,0.71986383,0.7288374,-0.14007786,-0.0,-0.0,-0.0,0.035118826,0.4036915,0.47457027,-0.5273838,-0.99113154,-0.99663264,0.035111606,2.9010847,3.6188881,1.919271,4.3327837,1.5419685,0.0650303,0.25544047,0.20209506,0.23588474,-0.23317039,0.00042814488,-0.009695625,-0.0026069311,-0.02053054,0.0006129391,-0.6050028,40.76492,-0.6456637,-1.8001205,1.110363,0.95736176,0.5555184,-0.49447575,-0.4036915,-0.035118826,-0.60575545
41,0.34349838,-0.7082648,1.1154068,0.9884671,-0.8062686,0.79669195,0.9416401,0.43654096,0.80591625,0.8419749,-0.0,0.13219067,-0.0,0.3433266,-0.0,0.89784425,-0.6502478,-0.99584335,-0.99974704,0.3366214,2.9367223,3.3672762,3.7062545,1.7259105,4.364165,-0.15682852,-0.005879486,0.24225765,-0.094832055,-0.26127163,0.00711871,-0.01235537,-0.014065004,0.028726077,0.0059921797,-0.6458679,2.4517493,1.3116125,-1.4126078,1.5408454,-0.70628655,0.7079106,-1.1148489,0.61484885,-0.3433266,-1.3706033
42,0.5163067,-0.15607612,1.2073029,-0.8811672,1.3453758,0.70103055,0.86977583,0.93639004,0.355234,0.7983093,-0.0,0.11652833,-0.0,0.5160485,-0.0,0.9344456,-0.15536612,-0.57399076,0.9534552,0.49344707,2.5934556,3.5122366,1.8375553,1.2713352,3.987659,-0.27141768,0.06670726,0.022053145,0.17913975,0.12927845,0.0097824745,-0.0027226799,0.023469495,0.02215481,0.009006745,0.79082984,1.7841389,0.7248431,-6.410336,1.2595177,-1.0747157,0.15599807,-1.2066991,0.7505573,-0.5160485,-1.520675
43,0.46922374,-1.4358454,0.3301205,1.4385672,0.73790765,0.7236653,0.89202565,-0.049393024,0.50479954,0.9954668,-0.0,-0.0,1.6202095,0.46898907,0.06805275,0.32400084,-0.99081105,0.9994745,0.37158602,0.45198473,1.1111141,3.4799795,4.1561294,3.623911,3.9609046,0.2734326,0.2523281,0.028068502,0.050847154,-0.037548438,0.027861053,-0.025047695,0.012872476,0.021687862,0.008185403,2.6266246,0.6264405,0.77241623,-0.6968023,1.3128566,0.9245908,1.4351273,-0.3299554,-0.06805275,-0.46898907,-1.453178
44,0.54478514,0.36014313,-0.5940989,-1.3608533,1.3512326,0.8887496,0.8553798,0.7685523,0.44794378,0.9716213,0.359963,0.35276756,-0.0,0.5445127,-0.0,-0.5595161,0.3522396,-0.9990881,0.90824616,0.5180013,2.5676334,2.2420955,1.358109,3.1971555,1.3846587,0.22202635,-0.18670836,0.17208825,-0.2417928,-0.046539806,-0.00014791316,0.0062825396,0.023571664,-0.023276113,0.009503539,0.87790656,-117.99689,-6.73761,2.7780633,-2.100019,-0.08813033,-0.359963,0.5938018,1.0968252,-0.5445127,0.44735834
45,0.37804455,0.67422926,0.28229186,1.0617344,0.58629715,0.9795566,0.92945796,0.7353279,0.3963713,0.9569471,0.6738921,0.108717,-0.0,0.37785548,-0.0,0.27842194,0.62403196,-0.9972743,0.80742955,0.36892807,2.3015347,2.9208326,3.7794852,3.8120356,1.4614416,-0.20792341,0.12411691,-0.2813914,0.19414994,-0.027829377,0.008373392,0.011761636,0.010227699,-0.021935998,0.0065948223,1.0640765,2.0843756,-2.8804843,1.4839171,4.937029,0.9640346,-0.6738921,-0.2821507,1.5698129,-0.37785548,-0.14632481
