,oz1_adde_ln,oz25_adde_ln,oz8_adde_ln,oz21_cos_exp,oz10_rbfFeature_exp,oz12_radian_exp,oz2_radian_exp,oz4_sin_exp,oz1_adde_radian,oz5_adde_radian,oz4_relu_radian,oz2_radian_radian,oz13_radian_radian,oz19_negative_radian,(oz2_zscore+oz23),(oz4_sin+oz19_negative),(oz2_relu+oz18_recip),(oz19_sin+oz19_negative),(oz4_negative+oz2),(oz8_adde+oz1),(oz2_zscore+oz9),(oz12_zscore+oz4_radian),(oz8_adde+oz3),(oz21_cos+oz12),(oz2_sin+oz2_radian),(oz18_recip+oz11),(oz19_zscore+oz4_recip),(oz10_rbfFeature+oz9_negative),(oz2_cos+oz15_sin),(oz10_rbfFeature+oz12),(oz8_adde+oz13),(oz1_adde+oz2_negative),(oz13_recip+oz21),(oz2_zscore+oz8),(oz2_zscore+oz5_adde),(oz24_cos+oz20_recip),(oz2_relu+oz20_sin),(oz4_zscore-oz21_cos),(oz20_recip-oz13_recip),(oz9_negative-oz2_negative),(oz12_zscore-oz10),(oz23_cos-oz19_sin),(oz4_zscore-oz9),(oz17_relu-oz2_radian),(oz2_sin-oz2_radian),(oz15_sin-oz25_adde),(oz4_relu-oz18),(oz4_relu-oz25),(oz20_sin-oz17_negative),(oz19_sin-oz10),(oz2_negative-oz11),(oz8_adde-oz4_negative),(oz25_zscore-oz11),(oz16_rbfFeature-oz1),(oz20_sin-oz25_adde),(oz17_relu-oz2_sin),(oz24_cos-oz16_rbfFeature),(oz25_adde-oz9),(oz25_adde-oz6_adde),(oz8_adde-oz5),oz2_relu_cos,oz3_relu_cos,oz1_adde_cos,oz9_negative_cos,oz13_recip_cos,oz11_rbfFeature_cos,(oz4_relu*oz17_relu),(oz21_cos*oz1_recip),(oz4_zscore*oz1_cos),(oz23_relu*oz4_recip),(oz8_radian*oz23),(oz20_sin*oz18_recip),(oz1_recip*oz17),(oz13_recip*oz2),(oz5_adde*oz11_rbfFeature),(oz19_negative*oz2),(oz25_zscore*oz8_radian),(oz13_radian*oz4_recip),(oz12_zscore*oz20_recip),(oz4_zscore*oz7),(oz12_zscore*oz24),(oz4_relu*oz6),(oz4_sin*oz9),(oz2_relu*oz2_negative),(oz8_radian*oz9),(oz8_adde*oz22),(oz21_cos*oz8_adde),(oz8_adde*oz3),(oz8_radian*oz13_recip),(oz15_sin/oz9_negative),(oz3_relu/oz18),(oz4_relu/oz20_sin),(oz1_cos/oz4_negative),(oz20_sin/oz24),(oz17_negative/oz6),(oz23_relu/oz1),(oz12_radian/oz22),(oz1_cos/oz10_rbfFeature),(oz19_zscore/oz20_rbfFeature),(oz2_relu/oz17),(oz10_rbfFeature/oz4_radian),(oz2_sin/oz6_adde),(oz15_sin/oz12),(oz4_sin/oz17_negative),(oz4_zscore/oz10),(oz5_adde/oz16_rbfFeature),(oz20_rbfFeature/oz22),(oz4_recip/oz1_recip),(oz2_sin/oz13_recip),(oz23_cos/oz19),(oz19_zscore/oz5_adde),(oz25_zscore/oz21),oz13_radian_mmnorm,oz2_zscore_mmnorm,oz4_zscore_mmnorm,oz15_sin_mmnorm,oz25_zscore_mmnorm,oz19_rbfFeature_mmnorm,oz26
153,0.45531243,1.310519,0.6908387,2.2968934,0.7664549,0.99271023,0.9838294,2.5733259,0.02751801,0.039066684,0.02161074,-0.0002845364,0.0004337715,-0.02529558,-0.49880233,-0.5041308,-2.3174603,-0.45669794,-2.1722822,0.8537725,-0.6201916,-0.3978029,2.1303768,0.41235363,-0.82035387,-1.5350146,2.2576764,-0.5803331,-0.18048501,-0.6851833,3.4193764,2.5107436,1.2911435,-1.6574386,1.3038108,1.0791569,0.771076,0.40726626,0.4334274,-1.2484316,-1.7666681,-0.086075306,0.92447007,0.13296646,-0.78774846,-4.483143,1.6697111,0.24838865,0.8877398,-0.35462236,0.15163219,3.2335925,0.20786518,1.2656336,-2.9370215,0.9207149,-0.18054137,3.3937438,-0.44666004,2.4753141,1.0,0.9909029,-0.0058695176,0.9509964,0.7633887,0.9887372,0.14445353,-0.728404,0.51550645,0.35191524,-0.0054977117,-1.7869381,-0.10219176,-0.6559591,0.33626038,1.3537871,-0.012494623,0.020072032,-0.4763199,-0.51847774,0.6825328,1.7786506,0.2971269,-0.0,-0.00396616,3.1768513,1.6592802,0.2693544,-0.008860236,2.4655192,-0.3128304,1.6058134,-0.33607194,-0.47382307,-0.08121523,-0.38168964,-0.0045955046,-1.5645036,-5.9814415,-0.0,-12.307741,-0.19352542,1.8488501,-8.101912,0.91951734,18.048677,-0.15226822,-0.92199314,-1.1449591,0.62550056,0.6478215,1.6816556,0.90793186,0.2322894,0.8530212,0.11247742,0.7857614,0.9538661,0.6367496
154,0.3685281,0.26709116,1.3774121,1.0688622,0.7579202,1.010715,0.97395533,0.4803265,0.025230572,0.028935945,-0.0,-0.00046059006,-0.0004006567,-0.0067514786,-0.49169672,-1.1201205,-0.761476,-0.009575546,-0.6888809,2.6919518,-1.983714,0.5965994,2.4903576,0.6772552,-1.0246634,-2.078065,-0.82782495,0.19375226,-0.7054992,0.33348337,2.64935,2.9576333,0.7438569,-0.266438,0.14512289,3.9577477,0.3311759,-0.89015365,3.7228236,-1.0410986,0.9507779,0.14518297,-0.35262954,0.026389867,-0.9718838,-2.070393,1.3132391,1.4121222,0.17583103,0.7170676,2.828617,3.1414812,-0.096239805,1.5163163,-0.9749836,0.9982736,0.75157976,1.7770889,-1.7020075,5.0250025,1.0,1.0,0.12486429,0.891147,0.7246325,0.9992158,0.0,-0.0523265,-0.24189863,-1.2404683,0.022211572,-0.25218248,0.12206155,1.1495879,0.06566203,0.5848996,-0.030733055,0.027888013,1.8100041,-1.1013494,0.059764195,-0.0,0.34532744,-0.0,-0.010244057,-5.86267,0.26402324,-5.844935,-0.016538592,-1.6228201,0.0,-0.0,0.35682994,3.3855927,0.53588384,-0.80231535,-0.007207493,-1.0596961,8.52799,0.0,19.293125,-0.33185446,-1.251487,-4.720396,2.423573,6.8047485,-0.030690158,1.5461106,1.3130076,1.3505597,0.23344173,-0.93928576,0.13299945,0.068468004,0.2577563,0.117883146,0.09449273,0.031474143,-0.06355722
155,1.3262132,0.6734837,1.3918803,1.3315982,0.8517073,0.9906763,1.0069745,2.4709473,0.06574223,0.075665526,0.019729972,0.00012130458,0.00051729596,0.002751208,0.6914083,1.0622342,-57.5603,0.0006520003,-0.7322247,5.070877,1.0507574,-0.5172563,5.323018,-0.2503378,0.39472798,-58.00242,0.7268965,-0.812851,0.66429937,-0.6972301,5.7205887,3.3685331,-0.6914851,1.702543,4.733734,11.525055,0.48529807,0.8446299,10.880467,-0.25411916,0.0067109466,1.1143653,0.4786712,0.93133664,0.38082752,-2.2185106,1.1476979,1.8876687,1.0253655,0.38671663,-0.35431948,5.15285,-0.71370345,-0.8135931,-1.8739786,0.55050915,-0.17915513,1.3087186,-1.9544137,2.4053726,0.9217529,0.26690888,-0.8108696,0.7946663,0.8315717,0.98842126,1.060681,0.27314058,0.5642574,0.25918093,0.006668813,-5.046947,0.8949099,0.23449746,-0.660368,0.06277237,-0.017244011,0.026218787,-6.1588745,-1.7589736,-0.81355834,1.3533554,0.59010655,-0.15857874,0.014848051,2.3066425,1.1519363,5.2315903,0.013403308,0.3946624,-75.38155,12.981881,-0.4413283,0.057475924,-0.7837416,0.2794447,-0.016335368,-3.1081529,0.6487847,0.4244112,-8.135459,0.09903732,0.47968146,-0.9640991,-2.08022,18.45776,-0.4239048,0.92748564,0.65851736,-6.0735197,-0.036378317,0.59171593,0.98550093,0.60993236,0.8219029,0.37127322,0.28296983,0.13575819,-0.6897915
156,1.5332205,1.3464391,0.396398,2.3922057,0.7802553,0.979482,1.0277003,0.68891996,0.080862395,0.06240125,-0.0,0.00047688783,0.00015242567,-0.009229743,0.77841455,-0.9014555,2.2801995,-0.02430588,1.9473722,3.401253,2.0518446,-1.1950821,1.9367883,-0.31560743,1.0273098,1.2151601,-2.0897963,-0.7336649,0.020072613,-1.4359573,1.9868448,3.0675435,1.4873836,0.3344928,5.141642,1.5873737,2.412023,-1.2542486,-1.0077415,1.0799996,-2.654435,0.20081663,-0.8675636,1.5525002,0.97266245,-3.8289075,-1.399249,-1.1254326,2.4263165,-0.9614978,-2.0660214,1.104619,0.62550473,-1.8951488,-2.9972215,0.57983774,0.57700616,3.3581834,1.9810325,0.6294143,0.005265883,0.90030456,-0.07923204,0.88442737,-0.41475105,0.9837989,-0.0,0.45551464,0.12884113,0.0,0.016939305,0.60496217,0.8250628,3.1286585,0.6444528,-0.8278922,-0.024208155,-0.022871643,-1.177394,0.11943993,-1.1069834,0.0,-0.18092343,-2.4508855,-0.0104385875,-2.0388207,1.2965147,0.66939425,-0.04296567,-0.03049596,0.3218352,-0.0,-0.88322335,0.9087642,1.8464514,-0.0,0.015114843,1.3591505,-202.51872,0.9909525,37.23279,0.5368529,-0.01246543,0.23586819,-0.26059228,182.012,0.0019047534,-5.014623,0.50037694,1.333779,0.1479836,-2.2031612,0.6466463,0.94080955,0.38519382,0.5074034,0.8247915,0.086321115,1.049621
157,0.9518356,1.2609458,0.1894838,2.3818514,1.0165265,1.0130514,0.9910247,0.56830436,0.04521206,0.03157702,-0.0,-0.00015735746,0.00029455134,0.020292366,-1.1026522,0.59756875,0.59389704,0.24480206,0.083978176,1.0808042,-0.9177767,0.7328386,0.23315316,1.6108265,-0.50292003,0.48947632,-2.828383,0.41733563,0.029790819,0.75933987,2.1755805,3.1070342,0.5142929,-2.0264888,1.2923975,4.0947742,0.30453354,-1.4687308,2.1973796,-0.11562985,-0.053340793,1.751124,-0.19990855,0.009015918,-0.4848882,-4.368483,-1.6837935,-0.81047565,-0.02860555,-1.7145258,0.62099475,0.60807335,0.9153019,-0.13224758,-3.2242239,0.4939041,1.1232896,3.9297016,1.9915918,2.1176772,1.0,1.0,-0.8519321,0.9206929,0.5112357,0.99170667,0.0,-6.7897725,-0.59595096,0.0,0.015435453,0.18086158,2.6062863,-0.5342276,-0.23317087,-0.6006035,-0.02136548,-0.028101718,2.402079,0.5110933,-0.39335108,0.0,0.22657281,-0.0,0.010564266,0.4922039,1.0489396,-1.1789808,-0.027248913,-2.0943704,-0.0,-0.0,1.6515499,-0.5754806,-0.28205445,0.0,0.03184071,60.50966,-4.1236625,0.0,-1.5638305,-0.32130834,-1.130261,-1.696283,-0.75421387,-6.9567323,0.69268566,0.21283974,-0.47758305,-0.71667916,-0.6429523,-1.5597426,0.77863824,0.3506319,0.3220359,0.08013722,0.7341481,0.8205764,1.1777757
158,0.52928627,1.1618521,1.4118719,2.7130606,1.323964,0.9702398,0.97369945,1.6189073,0.029630806,0.03213383,0.008772938,-0.00046517618,-0.00017842183,0.021670934,-1.4569654,1.7234045,0.5852623,0.29533345,-2.0297356,3.0830684,-1.4869875,-1.7231182,3.0076575,-0.73294765,-1.0256974,1.5466738,0.7471725,0.23977023,-0.42185324,-1.4503946,3.5179057,3.2248034,-1.6452671,-0.14249945,0.31328535,-4.4350705,-0.2119437,-0.4951735,-2.975162,-1.5679435,-1.756772,1.9438086,0.4620437,0.026652632,-0.9723921,-3.6613994,-1.2059834,0.02508694,-0.21812849,-0.9712005,0.5656719,4.606282,-0.48360717,0.84835094,-3.4077907,0.9990447,0.41958982,3.1549869,0.48190236,4.980779,1.0,1.0,-0.12658334,0.99916536,-0.13606817,0.9979886,-0.0,-0.97796875,0.26296204,0.14101626,0.0017138511,-0.12404266,0.0060601807,2.607171,0.116795614,-1.8961078,0.011552775,-0.020337753,8.109493,-0.5094133,-2.2875197,-0.0021800683,0.019684419,-0.0,0.000987952,0.8351983,4.0957403,-4.4974666,-0.041280318,11.393807,-0.0,-2.3716311,-1.0402566,-0.1604635,-1.4260092,-0.06945406,-0.14844286,1.8632601,-4.734364,0.0,31.988186,-0.36811537,0.268946,77.89297,20.212475,-10.69117,1.2892421,-2.030353,0.5851648,-0.8033556,-0.6747337,7.703941,0.33938867,0.06420052,0.64061284,0.2672239,0.63833773,0.8446182,-0.00045589978
159,0.7393556,0.5725512,1.333384,2.5962696,0.8543121,0.97691417,0.9951652,2.302644,0.03655741,0.04094144,0.017216332,-8.458823e-05,-0.00016301736,0.011103463,1.2329495,1.4702396,-1.1835601,0.042053223,-1.2641098,3.170164,0.6370254,-1.3216773,3.7439632,-0.38414836,-0.27897832,-1.299405,0.37726384,-1.0723099,1.3012167,-1.4956828,3.258706,2.3722723,-2.1728566,0.7977531,2.067946,0.03445661,-0.9943208,0.032841027,1.1856387,-1.1925379,-1.2238212,0.6541135,0.07206559,0.7741625,-0.26928523,-1.4332595,1.8313316,1.931921,-0.22500491,-0.47905585,0.39353165,4.7802835,-0.830126,0.9064916,-2.7671049,1.0434477,0.43464196,0.85793287,0.05551696,4.1663704,1.0,1.0,-0.5001648,0.6099086,-0.29343975,0.9647991,0.758871,-1.5297121,0.8011052,1.5315692,0.028360864,1.1768385,-1.2334784,0.51889086,-0.6242521,-0.17665921,-0.017758137,-0.009468764,0.9144385,-1.126908,1.0318582,-0.9874241,0.76303893,-0.0,0.017173944,2.1101882,3.61963,-0.18930328,-0.035078455,-0.37112546,0.0,-0.9920572,-0.8228976,1.2901868,0.76853603,-2.4222932,-0.04199198,-5.1551614,-48.95812,-0.0,-9.145894,-0.15963258,-0.25371277,-1.0841554,-8.576476,8.294946,0.02337404,-0.6322807,0.14670284,-0.09428925,-0.27133924,3.109319,0.3536948,0.4183451,0.7803134,0.66976225,0.22878549,0.08695826,0.99327326
160,0.4579292,1.3194869,0.8879221,1.5793201,1.1299981,0.9944675,0.96985793,0.3979684,0.027590113,0.03270907,-0.0,-0.0005341705,0.00029271666,0.0048708655,-2.7707992,-0.64230263,-1.4077572,0.003608644,-0.5819551,1.2925903,-0.96116453,-0.33847877,1.2483371,0.13912335,-1.0139476,-2.290415,-1.1327364,-0.6710752,0.78248394,-0.19565514,3.3910072,3.3343754,-0.05552697,-2.0426624,0.11963606,-1.15434,-0.6251957,-1.6292038,-2.5212994,-2.5468693,-0.1426229,0.80194956,-1.9655006,0.53679615,-0.95273614,-2.7772512,0.7103498,-1.0232193,-0.11900526,-0.1000642,2.6362362,1.2584518,1.9063892,0.9643922,-4.366697,1.4895322,0.49939555,2.94821,0.3127303,3.2742648,1.0,1.0,-0.010000583,0.70150363,0.5056542,0.99632317,-0.0,-0.40175873,-0.49218574,0.0,0.0051123663,0.8801237,-0.44500858,-1.824872,0.16075899,-0.48938864,-0.0051495284,-0.014314698,0.47088906,0.47876605,-0.3938505,-0.0,-0.7309247,-0.0,-0.003990378,-2.0672584,1.1105306,-2.8717113,-0.0052346634,-1.2155055,0.0,0.0,0.35837352,-0.5048389,-0.7124535,0.0,0.0065215863,3.4355488,2.2991972,-0.0,-5.976713,-0.28679138,-3.033462,1.8202294,6.68279,-10.827112,0.14275612,0.97086227,-0.94492483,-1.8864774,-0.14898933,-0.93390536,0.7769344,0.0,0.15712541,0.98212487,0.7953749,0.93308175,-0.6746061
161,1.0641253,0.93494827,1.3306074,2.6347759,0.75980157,0.99225587,1.0154616,2.0831385,0.050584927,0.054759003,0.014381686,0.00026778912,0.00017279014,0.028710825,1.6922021,2.3788848,1.7215933,0.64776164,0.05508983,3.963362,2.5074928,-0.43127516,4.320677,0.52336407,0.7855082,1.292881,-0.43225467,-1.9026511,1.6028811,-0.720132,4.3505774,2.019203,1.512471,1.9445987,4.0169992,2.753096,1.3114648,-0.1443758,0.4736333,-0.74885327,-0.39105028,1.6848152,-0.8035308,0.034872696,0.75482184,-1.5820453,-0.36294287,0.99520993,0.4825809,-0.94264096,-1.3294873,4.607351,-0.62167317,0.10255571,-2.1147168,-0.7199491,0.23395327,0.91912866,-1.6779296,3.364163,0.63784474,0.85907525,-0.9705507,-0.05712561,-0.19095647,0.96099824,0.041378386,5.381583,0.8110995,0.9862289,0.015106408,0.36426473,0.27894455,1.5497938,0.87913823,1.4461272,-0.0031839928,0.012014596,-0.99674094,1.1877105,0.4581365,1.2415603,1.194715,-0.7728164,0.030261673,5.6678147,3.6652932,2.0329256,0.032770783,-0.59279126,0.45270216,1.9058201,-1.193966,-0.4205874,-0.03332773,4.514264,-0.00518944,-3.5815322,-5.856784,17.506409,-19.100546,0.1822871,-2.1665082,-14.614413,-15.097492,11.103037,0.18757987,0.21846947,0.4368658,-0.41797194,-0.5245748,0.6838792,0.6655588,0.7462391,0.7334126,0.9825182,0.4516255,0.62829125,-0.72222626
162,0.8392849,1.2759829,1.0057037,2.3494108,1.2636716,0.9867542,0.97771835,2.7156286,0.040399328,0.032049604,0.028186997,-0.00039328664,0.00019591385,-0.013165156,-2.2780643,0.24471545,-0.5782824,-0.06952345,-2.9060798,2.3302596,-1.1867925,-0.7361921,2.1097956,0.09016782,-0.9836685,-1.0897093,1.3738819,0.12908408,-0.71933275,-0.5299753,3.3769774,3.605795,1.0079997,-1.2761816,0.5445771,-8.82423,-0.11155672,0.7616395,-10.500244,-1.3960214,-0.4606188,-0.13303363,1.5108666,0.73202366,-0.9386012,-4.5776324,3.344255,0.75105727,0.5979333,0.98854476,1.8025109,4.3488264,1.375798,0.506061,-3.6937773,1.6706249,0.018669628,3.4772832,-0.0595088,3.615805,1.0,1.0,-0.6771737,0.99449915,0.015941735,0.985953,1.1458235,-2.1165185,1.4859979,-0.0,-0.00026766185,0.06451129,-1.7580321,-2.007447,0.30815032,0.97387487,0.00023456464,0.006950504,6.8376694,1.6390408,1.1078435,1.4913644,0.104834944,-0.0,2.8476903e-05,-1.68343,2.335141,-1.7060047,0.0004219412,9.485767,0.0,-14.476904,-0.56945324,0.07697082,-0.76830554,0.0,0.021654362,3.9298298,2.7702081,-0.0,8.302463,-0.26392266,1.3029008,-1.4080867,-5.3193393,17.91686,-0.44241515,-0.24988952,-0.61815125,0.7314663,0.41097993,-1.5806242,0.6870338,0.13109517,0.96182895,0.002294004,0.74953455,0.61617315,0.67114466
163,1.1242168,0.03289223,1.3358729,1.6079648,1.1900411,1.0017775,1.0284948,0.49728772,0.053717837,0.0358889,-0.0,0.0004903729,0.00032307566,-0.015256646,1.2774719,-1.572728,2.206937,-0.10714853,2.3832195,4.162838,3.0001059,0.08831224,3.5196676,0.57672936,1.0273358,2.0939515,-0.4183793,-1.2155132,0.5719125,0.27574787,4.8639092,1.468006,2.0187342,2.6956375,3.6668873,1.709739,2.5795693,-1.2487766,-0.1877436,0.22029817,1.8568745,0.1780296,-2.1633084,-0.028096298,0.9711432,-0.42253357,-1.6746556,1.6848426,0.70058215,2.5220566,-3.106613,3.0298944,-3.1824994,-0.08132732,-0.063669086,-0.9992395,0.6764193,-0.35606194,-1.2214158,4.465314,-0.03899305,1.0,-0.9979663,0.18030372,0.5874703,0.9610271,0.0,1.3211076,-0.7243335,0.0,-0.006308668,0.5790863,-0.7487352,1.5178267,0.57597005,-1.4071922,-0.03192249,-0.023933783,0.07687985,0.8493378,-0.030790707,0.0,-0.9706868,-2.5914538,0.026313527,-3.3195786,1.8064576,-1.0787977,0.017855443,-0.43965822,-0.0,-0.0,1.2102923,-3.2065918,-0.58086395,-0.0,-0.0020348574,5.380058,-6.6377864,-5.980206,-12.8892,0.44315025,6.003393,-2.595163,0.44089985,7.391483,0.15095758,-0.46484888,1.0597883,1.0810865,0.42532036,-1.5668157,0.8051288,0.9533577,0.2721161,0.8054528,0.01600483,0.5882741,-1.8811272
164,0.4945201,0.44576055,1.4622183,0.79760367,1.3268105,0.982201,0.9732574,1.5143552,0.028618358,0.033293813,0.007468814,-0.0004731009,-0.0003122713,-0.029336628,-3.1752915,-1.2658752,-1.7524823,-0.68691635,-1.9810302,3.236951,-1.3080784,-1.022039,2.7675495,-1.2551365,-1.0269501,-1.4874645,4.0185285,0.03698051,-0.4348362,-0.7462151,3.2903955,3.1928098,-2.7744026,0.043364286,0.35371912,-1.7386632,-0.46706527,0.6542891,-1.0822554,-1.7988961,-0.44301522,-1.0445462,0.18234828,1.0041434,-0.9727367,-2.0142105,0.99855065,1.5845358,0.5099714,1.5804412,1.2880809,4.743453,-1.4222008,1.306298,-2.0287428,1.9768801,0.091354325,1.3158801,0.2900176,5.1262083,1.0,1.0,-0.06886028,0.9699436,0.5607627,0.98007745,0.41810477,0.20966965,0.20233673,-0.0,-0.045200363,0.81852365,-0.9058625,1.5150316,-0.38141444,2.6105492,-0.032258905,-0.041810025,2.1184647,-0.66610295,1.2828038,-0.6190551,0.10200339,-0.0,0.0068521174,1.128509,-0.97592723,-6.6803083,-0.02719382,1.8410814,0.0,-0.9162135,-1.1043556,0.37484095,0.67539185,0.0,-0.06867806,1.6712359,-130.34999,-0.0,37.86115,-0.78625065,0.43978232,-0.42474326,-0.7300103,8.376659,-0.04933638,-2.520428,1.0249658,-0.030102165,0.8815844,0.64326787,0.21508282,0.056826442,0.6190354,0.27373353,0.16802984,0.99999595,0.5994222
165,0.22548684,1.2111406,1.5033319,1.5642617,0.83099407,0.99314857,0.9772873,0.3717203,0.021867799,0.037846066,-0.0,-0.000400983,8.17946e-05,0.025387298,-1.8276399,0.46497148,-4.81432,0.46133,0.11019373,3.0312972,-0.9650161,-0.4190061,3.6966124,0.053502858,-0.9907773,-6.028047,-2.1563082,-0.53712463,0.92301893,-0.5790437,4.7651625,2.569282,2.6172504,0.4613564,0.8514116,1.964552,0.63890135,-1.8746712,-2.2813177,-1.6683418,-1.562516,1.8656911,-1.7792493,0.022974635,-0.9448281,-2.6860027,0.20771365,-0.63902986,0.059714973,-2.1616628,2.5300765,3.0701032,1.8530765,1.1843169,-2.7184105,0.9678027,0.8027272,3.0053196,1.060255,5.0465083,1.0,1.0,0.31253806,0.93868774,-0.8350447,0.97254616,0.0,-0.30532926,-0.15022142,0.0,-0.015849149,-3.0758755,0.39525488,-4.9023166,0.50928205,-1.9147425,0.019844336,-0.0032852036,-0.5686419,0.14318027,0.4027628,0.0,-0.34833616,-0.0,0.010925243,7.544333,2.0118625,-3.59747,0.11559213,-1.9071704,0.0,-0.0,0.07378102,-0.6251726,-1.3750043,0.0,-0.0040977313,-0.56852144,8.022708,0.0,7.4356756,-0.42132294,-1.7042142,-1.7086272,-1.2215403,-7.715908,-0.108119324,1.0272026,-0.25987035,-0.5997834,-0.67113984,-0.57759094,0.58105135,0.12393355,0.083511025,0.8356545,0.6848066,0.57589823,-0.46688634
166,1.073121,0.92479056,1.4170434,2.5808141,1.0245829,1.004706,1.01596,1.0853246,0.051042024,0.058172826,0.0014306642,0.00027635464,0.00029412538,0.011274823,0.70348096,0.72787905,2.8631682,0.04400271,0.82524776,4.331118,1.8530543,0.27057365,4.6982856,1.2171133,0.8036277,1.4972416,11.55311,-0.92109597,0.86503017,0.293294,5.0904636,2.017274,1.3592466,2.314298,4.2407303,1.4478767,1.7099513,-0.86609286,0.037446856,-0.038162768,-0.98747814,1.5812223,-0.8633695,0.9269371,0.7719598,-2.272249,-0.42928967,0.27891272,1.7455035,-1.8586183,-0.44851112,4.206878,0.26166746,-0.48897606,-1.7186077,0.15497732,0.657523,1.5759585,0.1342926,3.5101314,0.61593914,0.840073,-0.9765262,0.58543354,0.50994796,0.9613695,0.0772799,4.597743,0.08027451,-0.0,-0.0050129574,1.570104,4.5718775,0.9395812,-0.92946064,0.58606315,-0.004837385,0.20558658,0.28882244,0.08261068,-0.31938142,-0.02715161,0.07740714,-0.82304597,0.023209345,4.172462,3.9108446,2.3651335,0.025425998,-0.26348203,1.1214995,0.10211499,-11.940973,-0.6764633,2.8462365,-0.0,0.00464157,40.304234,7.549118,0.96228963,16.975075,0.3300285,0.92596024,-0.086849555,0.065263934,-11.78737,-0.084639914,2.5156565,0.76065946,-1.515829,-0.19391295,-0.60894847,0.7782427,0.7542095,0.51913095,0.6245455,0.44421715,0.5103308,-1.2184498
167,1.0797272,0.63238716,1.2858496,0.90631044,1.2270033,1.0004997,0.99114996,0.69429463,0.05138033,0.038205016,-0.0,-0.0001551496,0.0002279093,-0.0148837,-2.154222,-1.217632,-31.343811,-0.0996654,-0.13584492,3.8433344,0.11729169,0.022119109,3.1310098,-0.0697501,-0.4964784,-32.12232,-1.824311,-0.42229772,1.7522029,0.2331982,4.3659225,3.4532022,3.005902,0.3898775,1.6794053,-0.021165848,-0.97107583,-0.27529472,-2.0886245,-1.1361988,0.026475163,-0.8268854,-1.0005407,0.24195796,-0.4786996,-1.0029685,0.031904224,0.83618367,-0.7380073,0.7509454,1.287832,3.2442589,-0.05809611,0.04760699,-2.853174,0.7206575,0.45768443,1.2552254,0.40862036,4.1470356,1.0,1.0,-0.9805177,0.809866,0.23208758,0.99454325,-0.0,-0.43606308,-0.36419982,0.0,-0.025818415,30.437218,1.0331311,-0.6807515,-0.22878245,0.43433964,-0.013133408,-0.034963585,-0.02153694,0.4341689,-0.021511909,0.0,-0.22872002,-0.0,0.009840967,-2.39478,-0.35588926,-1.7608643,0.020982206,-1.4024054,0.0,0.0,2.6096666,1.2927382,0.18723312,-0.0,-0.0007546894,4.7643247,3.0535207,-0.0,-31.383858,-0.33091033,30.713816,1.5654572,-172.80084,8.012357,-0.42210615,-0.6040313,-0.36480537,-0.08651494,0.3897694,-0.5011607,0.7167479,0.35268635,0.38760814,0.9395648,0.26024568,0.7911401,0.8348812
168,0.81956005,1.2424797,1.105977,1.8014348,1.1916987,1.007562,0.99924845,0.58038247,0.039610267,0.041737422,-0.0,-1.3122217e-05,5.6182682e-05,-0.027303074,-1.517894,-2.108419,-0.644316,-0.5643716,0.53220016,2.5733953,-1.6060333,0.42182285,3.1907537,1.0202308,-0.043816224,-0.12024522,-0.17315686,1.7383138,0.5710839,0.60702705,3.2066126,2.312579,6.3634,0.26079485,2.348279,-0.8819453,-0.53395575,-1.164149,-7.19725,1.5198563,-0.47887108,-0.9041251,0.98736835,0.61546993,-0.042312525,-3.8921814,1.5520334,-0.74591124,0.08076233,0.08924484,-0.4809931,2.446898,0.22221369,0.64369667,-3.9981487,0.65778244,0.69847906,5.027127,1.2199078,3.3490794,1.0,0.98582435,-0.64322656,0.007862205,0.65146995,0.99317396,-0.0,-1.3115171,-0.5185714,0.0,-0.007822242,0.34403625,-1.369752,-0.23356336,0.2795733,0.06738863,0.003958258,-0.00559561,-0.76670444,-0.14613816,-0.20122677,0.0,0.8503424,-0.0,-0.008289728,4.1601233,1.7788025,0.50947225,0.028757552,-0.27383652,-0.108617485,0.0,1.5661594,1.1459506,1.2968825,0.0,0.005472931,5.1372924,-5.9848933,-0.0,-17.467241,-0.01918846,-0.9915234,0.88506913,-0.63197976,12.268758,-0.18998028,0.78011096,-0.007942659,0.061274096,0.6544902,0.7926625,0.5572656,0.4848456,0.3293345,0.2860058,0.7155667,0.9557754,0.5582047
