,oz35_relu_sigmoid,oz2_relu_sigmoid,oz13_relu_sigmoid,oz2_mmnorm_sigmoid,oz20_sin_sigmoid,oz3_radian_sigmoid,oz35_zscore_degree,(oz12+oz14)_degree,oz2_mmnorm_degree,oz3_radian_degree,oz1_sin_degree,(oz23+oz43)_degree,(oz35-oz42)_degree,(oz37_degree+oz27_mmnorm),((oz8-oz50)+oz36),(oz30_zscore+oz1),(oz20_sin+oz10),(oz48_tanh+oz7),(oz13_relu+(oz14+oz48)),((oz13-oz14)+oz27),(oz28_tanh+(oz27+oz34)),((oz2-oz13)+oz46),((oz15+oz41)+oz2),((oz14+oz48)+oz44),(oz30_zscore+oz50),(oz22_degree+(oz11+oz37)),(oz48_tanh+(oz14-oz29)),(oz29_zscore+oz3),((oz8-oz50)+oz14),((oz42-oz48)+oz9),((oz17-oz20)+oz11),(oz14_mmnorm+oz46),(oz3_radian+(oz11+oz50)),(oz37_tanh+oz40),(oz28_tanh+oz1_sin),(oz27_mmnorm+oz3),(oz1_radian+oz32_zscore),(oz33_radian+oz45),((oz11+oz50)+oz38),(oz35_zscore+(oz1-oz31)),(oz1_radian+oz2_zscore),(oz45_sin+oz42),(oz2_relu+oz28),((oz8-oz50)+oz34),(oz39_sin+oz47),(oz29_zscore+oz29),((oz4+oz9)+oz45),(oz1_radian+oz27_mmnorm),(oz22_degree+oz17),(oz3_radian+oz1),(oz36_radian+(oz12+oz47)),((oz15+oz41)-oz18),(oz28_tanh-oz28),(oz48_tanh-oz37_degree),(oz35_relu-(oz3+oz17)),(oz2_degree-oz21),(oz7_radian-oz5_tanh),((oz17-oz20)-oz12),(oz23_degree-(oz13-oz14)),(oz23_degree-oz36),((oz13-oz14)-oz4),(oz33_radian-oz13_relu),((oz13-oz14)-oz34),(oz18_mmnorm-oz1),(oz30_zscore-oz29_zscore),(oz48_tanh-oz2_degree),((oz42-oz48)-oz46),(oz1_radian-oz37_degree),((oz2-oz47)-oz5),(oz2_zscore-oz49),((oz14+oz48)-oz15),((oz27+oz48)-oz37),((oz22-oz36)-oz26),(oz2_relu-oz39),(oz27_mmnorm-oz4),((oz14-oz29)-(oz2-oz13)),(oz27_mmnorm-oz30),((oz2-oz47)-oz13),(oz32_zscore-oz45),(oz39_sin-(oz13-oz14)),((oz27+oz48)-(oz22-oz36)),((oz2-oz47)-oz1),(oz30_zscore-(oz35-oz42)),(oz3_tanh-oz26),((oz1-oz31)-(oz35-oz42)),(oz48_relu-(oz1+oz9)),((oz4+oz9)-oz1),(oz12_mmnorm-oz46),(oz12_mmnorm-oz18_mmnorm),oz35_relu_zscore,oz1_tanh_zscore,(oz4+oz41)_zscore,oz35_sin_zscore,oz1_radian_zscore,oz2_relu_zscore,(oz3+oz6)_zscore,(oz7_radian*(oz35+oz48)),(oz7_radian*oz19),(oz18_mmnorm*(oz11+oz50)),((oz1-oz31)*oz1),(oz35_zscore*(oz2-oz13)),((oz3+oz17)*(oz35+oz48)),(oz13_relu*oz45),(oz29_zscore*oz19),((oz42-oz48)*(oz8-oz50)),(oz39_sin*(oz14+oz48)),(oz28_tanh*oz29_zscore),(oz1_tanh*oz2_mmnorm),(oz5_tanh*oz17),(oz11_degree*oz1),(oz36_radian*oz28),(oz3_tanh*oz37),(oz3_radian*oz39),(oz22_degree*oz12_mmnorm),((oz3+oz17)*(oz12-oz31)),(oz27_relu*oz23),(oz22_degree*(oz35+oz48)),(oz2_degree*oz2_zscore),(oz20_sin*oz37),((oz12+oz47)*oz32),(oz35_zscore*(oz13-oz14)),((oz12+oz14)*(oz1-oz31)),((oz12+oz14)*oz37),((oz4+oz9)*oz41),((oz3+oz17)*(oz14+oz48)),((oz1+oz9)*(oz35-oz42)),(oz29_radian*oz1_tanh),(oz3_tanh*oz11),(oz27_mmnorm*oz50),(oz2_degree*oz28),(oz8-oz50)_tanh,oz2_mmnorm_tanh,oz37_tanh_tanh,oz1_radian_tanh,oz18_mmnorm_tanh,oz27_relu_tanh,oz27_mmnorm_tanh,(oz27+oz34)_radian,oz2_degree_radian,oz32_zscore_radian,(oz14+oz48)_radian,(oz35-oz42)_radian,oz2_mmnorm_radian,(oz4-oz18)_radian,(oz11-oz45)_radian,oz35_zscore_square,oz2_relu_square,oz3_tanh_square,oz32_zscore_square,oz45_sin_square,oz29_zscore_square,oz39_sin_square,oz51
323,0.5,0.5787657,0.82099754,0.647614,0.3320493,0.5057758,-47.971024,-15.440673,34.868374,1.3237681,6.497263,5.3073897,31.461384,-27.724052,0.9207388,1.2965558,0.2524184,-0.81903857,-1.0874153,4.731868,0.57486975,-0.9484316,1.5741742,-2.9265907,0.9188001,-32.98706,-1.6356597,0.5763987,-1.5848064,-0.257428,2.9732518,0.2991316,1.4835814,0.2410469,0.58937883,2.2821474,0.47638443,-0.10664425,2.0713243,-0.76878357,0.31985095,-1.4729277,0.83548266,-1.4369261,-1.1314377,-1.4943655,1.5978817,0.9603625,-33.736286,0.1367472,0.32778096,1.0459563,-0.041793913,27.928646,-1.7985284,17.026878,-0.7062004,-0.1107167,-19.72283,-17.447517,1.613852,-1.5426655,4.6329784,0.45719615,1.9302824,-18.957144,-0.66125184,28.684416,0.48731208,1.6863104,-3.9057064,1.0988145,-2.5222893,0.40234885,-0.5797584,0.32353866,-0.22394204,-0.15851367,0.5615003,-3.2365286,2.071983,1.2509638,0.63380796,-0.1807996,-0.4806359,-0.26048663,1.5713379,0.64321613,0.3293572,-0.7739962,0.16671477,1.0715737,-1.002287,0.11369996,-0.20854795,1.4135851,0.0020710237,-0.001152662,0.83369774,0.00778101,1.009234,-3.2706249,-0.1326628,-0.7564248,-0.017813286,0.2206928,-0.35573313,0.06886335,0.33473516,11.229269,0.007922402,-0.43438214,-0.001955539,-30.796663,2.3636336,-0.45692572,62.21281,5.7862563,0.3498868,0.14816673,-2.6390107,-0.01845171,0.13490778,-0.06521668,-4.695123,0.14303444,-0.0014752804,1.4964577,-0.25311995,9.425227,0.04403418,0.54311824,-0.43219376,0.0019834435,0.51597536,0.9185829,0.7435529,0.0017259489,0.31770852,0.008279859,-0.045562446,0.009583686,0.010621514,0.02317148,0.031619944,0.7009916,0.10093872,0.7529345,0.2250563,0.0075671314,0.5585613,0.0071468884,0.5705647
324,0.8123853,0.5,0.5249373,0.5373677,0.58171654,0.49964032,84.01383,-13.575118,8.580045,-0.08243693,-38.65359,-62.078075,5.702962,79.363884,0.71843874,-1.578508,1.8850716,-1.4661356,0.440845,-0.6323775,-2.3724265,-2.213682,-0.89828706,-0.85134846,0.4447223,-57.6171,1.3136986,-1.0561622,0.5989037,2.2619047,-0.62434936,-0.28595203,0.41466987,-0.10738993,-1.3025336,0.26218742,1.0226141,1.1489513,-0.41342986,-0.33459628,-1.2680068,2.2886224,-0.73794365,-0.8582592,0.9215796,-1.9469635,1.3299417,0.33170077,-57.55117,-0.7419055,-0.45523947,-0.24635541,0.11004251,-78.90122,0.96959895,-73.44014,0.20508185,0.7016596,-45.004715,-45.469265,0.7366087,-0.12557776,1.1121478,1.424994,0.13568395,71.993034,2.1068544,-79.03218,-1.015527,-2.0062099,1.5928113,-1.7703426,-0.21217799,-1.176933,1.2038246,2.5499492,1.1822464,-1.3524336,-0.13915944,1.046025,0.9653151,-0.512135,-0.9375768,1.0620826,-1.9004499,-0.1553886,0.89571136,1.2319367,-0.31198514,1.8402041,-0.9686017,0.5351079,1.348992,-0.7408372,-0.78515047,-0.9905502,-0.04380088,0.0051073697,0.28483772,1.3335172,-1.985816,0.78572804,0.11727221,0.17986798,0.4696439,0.3149029,0.6114032,-0.09425672,-0.13461684,36.768368,-0.00440427,-0.11343573,-0.0016933663,-21.65572,-0.7538001,0.0,-92.08741,90.20911,0.45487553,-0.4773592,-0.17975833,0.4266916,-0.32676187,0.2496282,0.16913767,0.027270552,0.01069158,0.07128296,0.44207156,53.0397,0.35964686,0.1486406,0.70679986,-0.0129228635,0.5944547,-0.0,0.33159953,-0.03044771,-1.2544554,0.018073542,0.005951802,0.0017372216,0.0026136313,-0.025511896,-0.035628315,2.1500888,0.0,0.006765175,1.0723383,0.851141,0.94814086,0.8527292,-0.3128898
325,0.5,0.7737307,0.85673016,0.70571506,0.27158123,0.49901643,-88.35307,40.891857,50.114502,-0.22540663,57.02093,-92.53956,-61.416935,-89.94464,-1.6994538,2.5546248,-2.0618987,-1.4584005,-0.13910198,2.6107078,-1.2422779,0.3287754,4.0187335,-0.32693434,1.5820165,-11.905455,-2.6305828,0.7139142,-2.3427234,0.416839,-0.06820673,1.1297941,0.07089865,-1.2299848,0.15645951,0.23671262,1.6959358,1.3249897,-1.4016857,1.844437,1.259239,0.49387205,0.012577057,-1.7044466,0.42625576,1.8781719,0.44857293,0.49124506,-10.887675,1.6648498,1.067281,2.5081367,0.3781773,89.647095,1.4068661,71.158676,0.22808433,-1.0926243,-79.58979,-76.580536,3.461401,-1.7621614,3.014242,-1.077473,-0.05347991,-71.204704,-0.36159146,90.43589,2.0480077,1.3590956,-3.273932,0.47271526,-1.263416,-0.3660047,1.2030643,-1.3120188,-0.42327863,0.01454401,0.368052,-1.7207611,-1.2245684,0.13415313,1.9577687,-1.6044691,4.458417,-1.5595438,-2.518969,0.09561163,0.3919713,-0.7739962,1.417692,0.50158143,-1.3502262,1.669619,1.4462392,-0.70625484,0.030935628,0.019839419,0.04424941,5.6513186,0.86184543,3.5688157,2.3226898,-1.5281124,-0.74211895,-1.9269068,-0.7878493,0.8146531,0.28388047,-59.40924,0.0061337603,0.34976456,-0.006276848,-9.543949,-4.731946,0.0,24.621885,86.655365,1.5567755,1.7864622,-4.195085,2.4169292,-1.1261405,-1.2266457,2.7117274,-1.6717184,0.015261807,0.13773008,0.32171616,-85.726036,-0.8876343,0.7037356,-0.7250792,0.029117543,0.5308377,-0.0,0.4318099,-0.0070430017,1.2294978,0.029091323,-0.033641133,-0.018708669,0.015265751,-0.01783803,-0.033512082,2.377925,1.5116651,0.049135458,2.7782557,0.92780286,0.8823237,0.99938977,0.26082692
326,0.5,0.5,0.75875044,0.57818496,0.73021555,0.49241802,-95.170044,74.69456,18.066898,-1.7377933,-45.6114,-0.15716776,-88.878944,-19.274483,-0.034051,-2.5260532,1.4014484,-0.18206072,3.4314902,-1.0196048,-1.9115477,-2.2279394,-2.0654464,3.7227929,-2.3123684,-47.180923,3.3830457,-3.0937748,0.5768902,-1.1759915,-3.5571284,0.4740926,-1.6382353,-0.40132427,-0.32442996,-1.511545,-1.50384,1.3144795,-1.7475185,-2.120573,-0.7035119,0.85353774,0.5121764,-2.146097,-1.615183,-2.7112846,-0.2834226,0.21017805,-46.93268,-0.9511023,-1.5369529,-1.995975,-0.04053721,20.27585,2.7307167,-38.245132,0.7660087,-2.7073534,-28.025154,-28.773619,1.4387435,-1.1274602,1.3635819,1.6096792,-0.24929965,40.14291,-0.7469949,19.48466,1.9644382,0.57620305,3.8052783,0.46055558,0.2761973,0.015988396,1.7717742,4.4408646,1.8307267,-0.23374325,-2.7838683,0.09079448,1.5636855,1.8328698,-0.054050803,0.77970904,1.0916878,1.9877942,-0.65874934,0.9156203,-0.16828763,-0.7739962,-1.1166509,-1.0035479,-1.3454095,-0.92123276,-0.78515047,-1.9664744,0.010477526,0.003955004,-1.1076972,0.4231339,3.0445669,1.7126336,1.485123,0.32101825,0.7716841,-0.036542308,-0.639534,-0.22901006,0.7771756,47.523865,0.0057361,0.31992072,0.00048493152,-23.91713,-1.3988708,0.0,28.812204,27.06305,-0.33889407,2.302142,0.1773685,-0.5990899,-0.4437053,-0.22315525,-6.241461,1.4810649,0.017179377,0.846742,-0.15997748,-20.163254,-0.5887383,0.30527538,-0.316535,-0.01606912,0.5972794,-0.0,0.22246554,-0.041594457,-0.68709755,-0.025966477,0.039892107,-0.027074076,0.005503492,-0.037754122,-0.038343426,2.7590227,0.0,0.88354397,2.213458,0.92642033,1.8386858,0.000255607,0.7322054
327,0.5,0.7714215,0.5,0.70491785,0.62240887,0.50382704,-34.094822,-39.50022,49.894745,0.87710017,41.96248,38.426094,-29.918648,24.870905,2.0112002,-0.21346939,1.9256365,-0.62367386,0.59976465,0.6821937,2.7834015,2.9109483,3.4916568,2.255358,-2.605276,89.8615,0.75364935,0.5667034,0.37415856,-2.2383149,-1.5367341,1.478929,-1.3294005,1.8116502,1.5533025,1.6922972,1.0405688,1.4562382,-0.05994785,-0.3817454,1.2313074,0.92029345,2.3759847,1.4890816,-0.18844312,-0.6206385,0.30514252,0.82954043,87.97771,0.8371241,0.33391178,0.93583286,-0.33871037,-23.367476,0.3615651,68.981926,-0.48623043,-1.3174312,90.774216,88.97181,-0.585042,0.0048120376,-1.2802887,0.076432526,-0.7248884,-69.00379,-1.956758,-24.041365,-0.039390087,-0.16149211,-0.6700749,1.517121,-1.3045454,2.4468107,0.64034486,-1.8059517,1.8499646,1.1171714,-0.4252007,-0.53245115,1.7720703,-0.35965836,-0.5131063,-0.7644837,0.7355005,1.3439087,-1.9680995,-0.662752,-0.52142143,-0.7739962,1.0273188,0.8435147,-0.75564146,0.82222706,1.4223871,0.07255324,-0.0057201334,-0.021221604,-1.2078825,0.17531104,-1.11359,-0.09032598,-0.0,-0.2876839,-0.567718,-0.5653627,-0.2548107,0.588729,-0.573915,10.607757,0.028177582,0.29597995,-0.018836167,33.619133,0.38075668,1.7228525,22.28798,84.81268,0.20983547,0.31757385,0.24409041,-0.1470658,-0.28944927,-1.1525444,-0.21685398,0.26073435,-0.0036606707,0.1588156,-1.2798518,80.816925,0.55041933,0.7017943,0.37721202,0.014342408,0.71544385,0.7977464,0.6724472,0.03425178,1.2163553,0.017911013,0.010467867,-0.009113742,0.015198809,-0.02032639,-0.021400252,0.3541047,1.4795203,0.49697378,1.0531386,0.9858184,0.09634621,0.888572,-1.1727102
328,0.5,0.742296,0.5,0.6952108,0.44208786,0.4966671,-90.73478,61.230778,47.245804,-0.76385605,52.10058,-33.18515,-86.72953,71.09073,-0.80194163,1.9042716,0.12436886,-0.46480638,-0.08254127,0.8001221,0.5385796,1.8475257,3.7499893,0.82669425,0.22237802,-49.680115,0.6090895,-1.4566827,-0.13352418,0.41564748,3.1908274,0.90565544,0.9734381,-0.10743523,1.3269134,-0.0018703938,1.5803288,-1.443996,0.62216336,0.9828485,1.0783917,-1.0612454,1.5027019,-0.70427585,-1.3429568,-1.3853068,-2.1215904,0.78191143,-51.005604,1.1283312,0.67993075,3.6255193,-0.027178675,-70.192665,-0.6651249,60.019814,0.5644995,0.3756789,0.8952557,1.6720507,1.1869097,0.0012811521,0.67912924,-0.9025879,1.4554353,-60.47921,-0.66506934,-70.308815,2.305598,1.693984,-1.525059,-0.17932701,-0.51493776,1.9063557,2.0599868,-0.91548574,-0.00024157763,1.9812174,3.00568,-0.6391448,1.0754108,0.508994,2.2763247,-1.1310107,4.080185,-1.6264232,-1.8179762,0.42050198,0.6404558,-0.7739962,1.2397045,-0.03463651,-1.3507178,1.1422342,1.134876,-0.723002,0.015163765,0.0029605164,0.23591208,2.9300427,-2.1988523,-0.9617047,0.0,0.19557959,-0.017708119,0.061925452,-0.28931522,0.67202276,-0.8216454,99.88487,-0.0068923263,-0.7896826,0.011310959,-46.117836,1.8044533,0.012471095,75.815216,64.15921,-0.2856232,1.0846041,0.17592669,2.742731,1.3117692,-0.84507704,-0.054900255,-2.6692126,-0.009849815,-0.9823845,-0.411648,26.959583,0.085733876,0.6775631,0.6867842,0.019923141,0.23462191,0.72171414,0.6422451,0.0021117234,1.0579363,0.027234169,-0.0014406169,-0.026419329,0.014391895,-0.006362331,0.05187603,2.5078545,1.1192294,0.4138897,2.4348576,0.98432744,0.48000875,0.56285435,-1.4846205
329,0.5,0.77090603,0.5428863,0.7047405,0.3185579,0.5079564,-27.925488,-2.1532512,49.845898,1.823628,37.514725,50.116745,44.557526,-27.0087,-3.9736657,0.7576575,-2.4704094,-0.6633367,2.8234384,0.22763276,1.2096997,2.58672,0.66987586,3.951036,1.7695117,23.73709,1.9205525,2.0335858,-2.0176053,-4.150037,0.027843475,2.4116716,0.4542586,0.13838354,0.76481557,2.6995,-1.5231721,0.5932645,0.4711328,-0.28840604,1.2265005,-0.6889017,1.323942,-3.4602304,0.8045663,0.41981024,0.85284835,0.8883312,25.994236,0.74568737,-0.8299083,-0.68257177,-0.00044764578,28.771677,-2.2908149,70.11785,-0.9611955,2.6120076,-10.550715,-10.9092865,-2.787492,-0.19243464,-0.87200695,-0.16375434,-0.16615912,-68.63755,-4.218248,27.89703,-0.9398844,2.2356415,4.2886686,3.1938133,2.5779011,0.86529064,-0.840288,-0.0080189705,0.8320954,0.5780534,-2.1493626,1.4124854,1.5488441,0.036162198,-0.73387706,2.3688085,-0.5786899,2.1713545,-0.474742,-1.4110547,-0.41590574,-0.7739962,0.93105185,2.0080311,-0.6308214,0.71421623,1.4170856,0.53018934,-0.024923163,0.013089603,0.23238087,0.14204773,-0.5076021,2.1098926,0.105542034,-0.10156061,8.716381,0.904558,0.02310796,0.5333739,0.4364156,-53.305714,-0.0013747186,-0.46195382,0.011080822,3.4257028,-4.1137414,-0.26348594,23.510992,84.40581,0.37007308,1.254702,0.52215844,-0.007478146,0.018289989,0.26150784,6.0740285,-0.5935095,0.0022455186,-1.2370747,1.5115038,7.683015,-0.9970623,0.70136154,-0.4231932,0.012458546,0.50059867,0.86145645,0.7043452,0.019192332,1.2134342,-0.026801823,0.046276893,0.013572999,0.015183929,0.0275264,-0.03345821,0.2375507,1.4724226,0.90097857,2.3581636,0.33168596,0.0440822,0.11638559,-0.33104596
330,0.5,0.5,0.57192296,0.61170316,0.73008007,0.5002943,-38.330143,-163.62846,26.039614,0.06745722,-33.408554,44.588577,-82.9734,29.192682,-0.27386218,-2.3319983,2.4665687,1.4419873,-0.059727818,1.6734871,0.70023274,1.17095,-0.8442119,0.48711514,-2.0515363,-0.4387113,-0.76456535,0.035170525,-1.0878876,0.81640095,-2.7263641,1.7036785,-1.4799664,-0.69660294,-1.2822478,0.48019052,0.3605612,-1.3913044,-3.155889,-3.0402942,-0.22126257,-0.19901752,-0.8656527,2.2510772,1.6324836,-0.06455725,0.981918,0.40186816,0.08182055,-0.6213488,0.38381982,-1.1080152,0.16649413,-27.915106,0.04878559,-12.510842,0.43820578,-0.3931086,-48.279835,-45.4808,0.9554343,-0.31783137,0.27409577,1.2698079,-1.6771855,12.9137,-2.203688,-28.790813,-1.3454742,0.329993,-0.9566291,0.53205216,0.6719965,-0.03970388,-0.5832132,-1.1294159,2.1213505,-2.0927835,1.7346004,-1.9116874,0.18324596,-1.1805562,-0.2613132,-0.11175952,-0.9231479,0.5856315,2.9676182,-1.5115893,-0.4879277,-0.7739962,-0.85157776,-0.17521381,-0.8363345,-0.62283766,-0.78515047,0.9659449,0.0064829993,-0.016199255,-0.95871735,1.4762006,0.3344891,-0.03139832,-0.394913,0.051922727,-0.30568463,-0.013870038,0.02257352,-0.25127327,0.04976735,40.62883,0.012806776,0.033832792,4.6745386e-05,0.0315622,0.1435739,0.0,0.12747322,2.5350485,0.49980778,0.14798175,-1.3054489,6.7721105,-1.4345104,-2.9105403,0.017047094,-1.0522604,0.00031139964,-0.07672281,-0.14118125,10.430124,0.5181388,0.42557216,0.4332802,-0.010864704,0.5698372,-0.0,0.390791,0.024423985,-0.2102922,0.006482612,-0.006098685,-0.025275143,0.00793212,0.009108018,0.003911187,0.4475439,0.0,0.004536708,0.13795751,0.9575088,0.0010424308,0.0015755699,1.189517
331,0.82376164,0.6422095,0.70787036,0.6652022,0.47218364,0.4955394,88.39683,46.64789,39.33723,-1.0223188,3.8484092,-21.098183,138.7796,34.77491,-0.15155363,0.90916884,0.46446544,-1.7897192,0.31727636,2.7870665,1.2823122,-1.1112684,-0.9329978,-1.037082,-0.00864476,14.964791,0.45056584,-2.034477,0.9573883,0.9388923,-1.216187,-0.38569745,-0.9572861,0.6224553,-0.6543527,-0.05543679,0.9745271,-1.2650079,-2.4181483,1.2632904,0.5864328,-1.8410038,-0.32584155,1.6455653,0.558292,-2.02381,-1.1427821,0.96805537,13.224627,0.04937519,2.5959315,-0.69705695,0.18928832,-34.075943,3.8033142,32.08012,0.5804482,-2.2346725,-77.9233,-75.34295,2.5752282,-0.85988414,0.78323424,0.20450015,1.8541088,-33.784046,0.20566815,-33.806854,-0.22393167,-0.4008295,0.7180208,0.7441547,0.50933397,1.8538787,2.3638732,1.0185745,0.12535244,-1.8131664,2.263541,-2.1330152,-0.32033682,-0.995321,-1.5802102,-1.9160283,-2.7016864,-1.6116141,0.08018701,1.6382444,0.55535436,1.9765867,0.09632631,-1.1642752,1.3559177,0.06725166,0.27649358,-1.9262096,-0.033663657,-0.0019378249,-0.2552638,-0.018789144,-0.46299365,-2.8660038,-1.1418974,-0.07384582,-0.7572201,0.5421105,0.7302924,0.04608011,0.7520542,-0.34217995,0.022288883,-0.45482486,0.022640979,11.962428,-1.7198989,-2.154953,18.331587,19.615639,-0.065721266,2.549304,1.8178031,-0.2275782,0.480404,-0.034221087,1.2839198,3.903589,-0.0011850612,0.06848465,-0.8224257,-30.526777,0.84844124,0.59577024,0.48533505,0.0011731753,0.26522288,0.92298687,0.747331,0.034973472,0.58496684,0.01698823,-0.009909754,0.042274687,0.011982806,-0.010054549,0.020967327,2.3802805,0.34218627,0.5941471,0.94741786,0.9233036,1.0244639,0.9116008,-1.0428412
332,0.5128912,0.5,0.5095332,0.535157,0.31551397,0.4940781,2.9565756,6.4306397,8.070718,-1.357271,-24.614826,32.994457,-46.868958,-59.399258,-0.37181905,-1.3219868,-1.6007066,-0.9288285,1.5229628,-1.1355565,-0.88677216,-0.5569615,-2.594563,0.55873644,-0.65169764,-99.210785,2.4281304,-2.459012,-0.009711683,-0.56043124,2.4483643,1.4585164,0.47757095,-0.22013855,0.19236958,-1.0205445,0.6734984,-0.4995275,-0.18702984,0.3495158,-1.2933087,0.37936243,0.72822684,-1.6188059,1.162271,-2.2029312,-1.9320555,0.3289762,-97.15577,-0.46774945,-0.22742642,-2.9409208,-0.106247485,60.425907,0.121383704,-72.274734,0.7622798,2.6981153,92.59709,91.723305,0.23860127,-0.02530982,0.3731951,1.4269352,0.2238149,74.31015,-0.7443047,59.728233,-0.504624,0.39434254,1.0715181,1.3537209,-1.6331089,-1.0546205,1.1742086,3.0612617,1.2142136,-1.6156111,1.193604,1.4685938,2.304201,-1.133413,-0.05990851,-0.515798,1.1159315,1.8740857,-0.9756396,-0.4125318,-0.6293148,-0.68199843,-0.6438346,-1.8298231,0.07261565,-0.44428277,-0.78515047,-2.3559794,-0.025409844,-0.028856115,0.49267554,-0.1322918,-0.068272166,-0.06278371,-0.019539993,-1.1252788,-0.0140902605,1.2913718,-0.6852602,-0.05873952,-1.0177816,-6.997565,0.0034941062,0.9130569,-0.024982747,-34.805573,-0.015161633,-0.0,-88.53818,94.64311,0.8074495,-0.15812354,-0.030903436,0.033436608,-0.11701593,2.4460788,-0.103651986,0.83951414,0.008014576,-0.24086101,0.07617716,-53.61223,-0.5694645,0.13993631,-0.6520798,-0.0077501643,0.7543076,-0.0,0.32455185,-0.026332682,-1.2849154,0.011890033,0.02591509,-0.0142771015,0.0024584814,-0.04308791,0.013742488,0.0026627646,0.0,0.76695323,0.46409982,0.24032685,1.2138335,0.7564007,0.37459892
333,0.5,0.65916,0.7710411,0.6700323,0.67384493,0.50706625,-28.270918,83.226265,40.584393,1.619571,42.930534,-39.53844,-93.29998,-43.729153,-2.615791,1.4821203,1.855578,-1.2483585,-0.63510966,1.5266929,0.20049882,-1.2435695,-1.1631498,-2.6584857,2.4129992,-43.837852,-1.5498142,2.0113199,-2.6657355,2.9415393,-0.5601858,-0.24657494,1.6215081,-0.5428286,-0.15672344,2.1368685,-1.1555786,-1.5890045,0.30940557,0.61144006,0.67466563,0.13523966,-0.8451955,-1.4029764,-1.9536453,0.78330153,-0.23634183,0.53207994,-42.444626,0.87523985,0.71638215,-3.266413,0.59874594,43.322563,-2.055941,36.72904,-0.91546434,-2.0625234,-54.23614,-52.603134,0.29894948,-1.2258483,0.4201914,0.08150643,0.24339855,-38.713493,3.4390748,44.26123,0.10053074,-0.8334892,-1.4448545,-0.7645687,-0.56221324,2.06462,-0.63232785,-0.071282566,-0.11753219,0.41270113,0.40699422,-2.434873,-0.9728316,0.7799272,2.2635393,0.92633206,2.7332525,-1.0383612,0.49404043,1.6841552,0.066752195,-0.7739962,1.0478483,-0.19197243,-0.6380179,0.84739685,0.41185853,0.55440694,0.011938456,0.0065577934,1.4792917,0.93578714,0.27367374,-4.3341436,-1.9152232,-0.45363835,-6.686607,1.82397,-0.3549254,0.48838368,0.39701003,-8.958782,0.0048436867,-0.7139895,-0.03971681,-42.676525,3.9984682,-0.071971536,90.39772,24.936726,-0.56036276,-0.8417719,-0.71475667,1.6048902,-1.1217437,-1.9018905,-3.80207,-1.6908591,0.004711861,-0.170684,0.9196783,-56.863857,-0.98465973,0.6096294,-0.5704797,0.014781391,0.7298842,0.07795959,0.4756115,0.019312093,0.65955305,-0.020426653,-0.032276526,-0.028420802,0.012362713,-0.005132748,0.024307977,0.24346392,0.4350103,0.8548148,1.369745,0.99995697,0.15346706,0.9727843,-0.91908187
334,0.5,0.5,0.5,0.5091321,0.7309056,0.4951491,-21.641825,-103.417465,2.0931506,-1.1117795,-54.356163,28.26022,-62.88326,76.645805,3.352685,-1.4224046,0.2985717,0.40479797,-1.6605493,-0.8223746,-1.30965,-1.9366885,-0.25755,-1.2273074,-1.0038542,-53.847633,-0.58839566,-1.5296835,2.3505511,3.521469,-0.26341474,-0.05025676,0.29833803,0.063771665,-1.4910398,-0.81452245,1.2807811,1.1884489,1.2145275,-3.0983717,-1.6650242,1.6544304,-0.6074729,2.3430893,-2.0462198,-0.8355987,1.3097624,0.27545658,-56.20878,-1.2684839,-2.9774077,1.803247,0.065127134,-77.265854,0.9921192,-93.049446,0.83893853,0.30450475,98.78416,97.71949,0.9753283,-0.01824166,-0.055070385,1.6375304,0.24457888,93.18538,2.8261404,-76.370346,0.77907526,-1.0660534,-3.2998333,-3.5753565,-3.0131025,0.87737274,1.423902,1.7312112,0.47049543,-0.12514323,0.09589112,-0.61774576,-0.34635687,0.88383543,0.924195,-1.9213271,-1.6231307,0.019363046,1.3521515,0.5422937,-0.38054475,-0.7739962,-1.302811,-0.9869906,-0.49616075,-1.2497047,-0.78515047,0.34514087,-0.04498016,0.02461636,0.12342721,3.3983095,0.52967864,1.933935,-0.0,-0.44581765,5.5903535,1.2770659,0.22664839,-0.030980378,-0.09762653,-82.17834,-0.009683696,-1.0722772,0.017024728,-0.44533336,3.1626396,-0.0,109.80086,154.63176,1.3314968,-3.897131,0.057155453,4.9107075,-2.4051905,-0.026224786,1.6474628,0.02125133,0.006182233,-0.9240032,-0.24688073,57.16483,0.98490065,0.036516126,0.70130664,-0.021797102,0.37002388,-0.0,0.2888005,-0.013391985,-1.6424017,0.022734338,-0.028982053,-0.019155337,0.00063761015,-0.012361289,-0.0010196058,0.14267325,0.0,0.64752686,1.696719,0.87318295,0.17464365,0.5914568,-0.6202852
