,oz33_radian,oz3_radian,oz1_radian,oz7_radian,oz29_radian,oz36_radian,oz3_tanh,oz1_tanh,oz48_tanh,oz5_tanh,oz28_tanh,oz37_tanh,oz22_degree,oz36_degree,oz23_degree,oz2_degree,oz37_degree,oz11_degree,oz30_zscore,oz29_zscore,oz35_zscore,oz40_zscore,oz32_zscore,oz2_zscore,oz14_mmnorm,oz27_mmnorm,oz12_mmnorm,oz18_mmnorm,oz2_mmnorm,oz24_mmnorm,oz20_sin,oz45_sin,oz39_sin,oz35_sin,oz1_sin,oz3_sin,oz2_relu,oz34_relu,oz13_relu,oz27_relu,oz35_relu,oz48_relu,(oz20+oz36),(oz4+oz9),(oz23+oz43),(oz12+oz14),(oz3+oz17),(oz31+oz38),(oz3+oz6),(oz35+oz48),(oz15+oz41),(oz14+oz48),(oz27+oz34),(oz12+oz47),(oz27+oz48),(oz26+oz31),(oz11+oz50),(oz4+oz41),(oz1+oz9),(oz11+oz37),(oz17-oz20),(oz14-oz29),(oz4-oz18),(oz11-oz45),(oz42-oz48),(oz2-oz13),(oz8-oz50),(oz1-oz31),(oz13-oz14),(oz12-oz31),(oz22-oz36),(oz15-oz26),(oz2-oz47),(oz35-oz42),oz51
10,-0.026752789,-0.00393835,-0.004134456,0.021058785,-0.013250818,0.003378292,-0.22189735,-0.23255317,-0.85588205,-0.417958,-0.60102546,-0.8758066,-41.654987,11.090279,-89.67695,17.978071,-77.77771,-98.82637,1.5209622,-0.7595959,0.32490632,1.6661783,1.1991289,0.31393355,0.19155116,0.9199963,0.36583686,0.8332485,0.60742044,0.36641017,0.97324634,-0.57990986,0.19427672,0.31906602,-0.23467761,-0.22374074,0.31377655,-0.0,-0.0,1.449196,0.32474384,-0.0,1.5325228,-0.33135915,-2.5539825,-1.5907488,-0.35238802,1.7854204,-0.39797896,-0.9529977,-2.0911324,-2.3860245,1.1292782,-0.75037694,0.17145443,2.363882,-0.102832794,-1.1847504,-0.33719012,-3.0823228,-1.4656981,-0.3490671,-1.3463945,-1.1062276,2.902039,1.6228755,-1.6630567,-1.3801508,-0.20081592,-1.6257297,-0.9205786,-2.358056,0.5816877,-1.2995538,0.13624983
11,0.023196118,-0.026557479,-0.0152248535,-0.001223234,0.0010326748,0.0065128603,-0.90898156,-0.70255095,-0.92103654,-0.6767161,0.84484744,0.608384,-6.220454,21.380459,62.482197,-38.266003,40.470974,4.823412,-1.2355837,0.05919752,-0.015454295,0.20962636,0.18491828,-0.668202,0.109383546,0.100430824,0.8716881,0.8553753,0.32093886,0.3658436,0.98622644,-0.817413,0.98801744,-0.015445952,-0.76582277,-0.99879164,-0.0,-0.0,0.47778946,-0.0,-0.0,-0.0,1.7777913,0.1890583,-0.231848,-0.13348198,-2.460466,-1.6782422,-1.75537,-1.6112641,-0.27617228,-2.9904149,-2.525949,-0.4638276,-2.9370146,0.8428508,0.34613287,-2.0449862,0.7420561,0.79053617,-2.3434663,-1.4537652,-2.616953,1.0410901,2.3825347,-1.1456573,-1.9402639,-0.5378026,1.8723867,1.5956327,-0.48172683,-0.83387196,1.0570751,-0.8021638,0.58945894
12,-0.029011762,0.044720013,0.01433297,0.026021054,-0.0016690973,0.009130837,0.9881724,0.6757327,-0.9100703,0.97972924,-0.059890352,-0.53681433,8.950662,29.974768,-68.62051,85.966515,-34.35853,-91.02906,-1.0308253,-0.09568008,-0.05567459,0.9335371,0.3880512,1.5011495,0.9422793,0.30085975,0.7229958,0.9263719,0.9537224,0.46465275,0.400588,-0.94459426,0.9877949,-0.055618033,0.7319767,0.5474589,1.5003988,-0.0,0.7705533,-0.0,-0.0,-0.0,0.9353169,2.6127367,0.04257953,2.256239,2.287436,0.02754128,3.2612467,-1.5835805,0.9884764,-0.020293474,-2.01721,2.2098346,-2.1867259,-1.7935839,-0.8992802,1.0026858,2.008289,-2.1884265,-0.6869906,1.6032724,-0.010776639,-0.35240066,0.57966137,0.72984546,-2.2988248,2.003455,-0.73708695,1.9308351,-0.3669399,2.0228043,0.039162993,0.8926256,0.9063881
13,-0.011161222,0.02563891,0.0030535324,-0.002737032,-0.019509155,-0.023588939,0.89938676,0.17319103,-0.8326476,0.65389985,-0.90136415,0.9378151,55.501537,-77.43791,73.279144,44.478436,98.52596,-37.292557,0.38941872,-1.1183516,-1.437659,1.222405,0.8789712,0.7766836,0.76530355,0.88173103,0.94721776,0.6802434,0.7424011,0.942444,0.9999974,0.99994534,0.2241561,-0.9910546,0.17406335,0.99482334,0.7762952,-0.0,-0.0,1.3189133,-0.0,-0.0,0.21695077,0.097560644,1.6352966,2.4124184,3.0686026,2.3412762,0.6624525,-2.6336477,-1.4852189,-0.30574203,-0.007514715,0.10072732,0.122205734,1.1881509,-2.0810149,1.4469907,-1.1729083,1.0687246,0.031103969,2.0087578,0.8576711,-2.2112203,-0.28638422,2.233151,1.3651124,-1.0981861,-2.3478212,0.248312,2.3202312,-1.4017963,2.1970205,0.046151757,-0.6196982
14,0.023183571,0.015779134,0.012339899,-0.00088995264,0.0025967164,0.00071621966,0.7182776,0.6088074,0.9014107,0.7639408,0.107304946,0.88197935,24.831413,2.3512104,-99.79681,71.92218,79.3323,23.734371,-0.58207947,0.14885534,1.4923116,1.5165818,0.8153289,1.255907,0.6772111,0.7031837,0.74191105,0.4678452,0.882187,0.24030848,0.67343956,0.20738032,-0.9999224,0.9968628,0.6495741,0.78585523,1.255279,0.013850711,-0.0,0.7110092,1.4915652,1.4796941,0.7798882,1.9150167,-0.78108805,1.3978026,-0.5110658,-0.6352644,0.021584213,2.9712594,-3.2634277,2.0637004,0.7248599,0.98415035,2.1907034,-0.4360981,0.28720108,-1.339073,2.2779229,1.7988528,-2.1539955,0.43522537,0.48874825,0.20534664,-2.8522248,1.8697337,-1.4498436,2.3123112,-1.198461,2.4190834,0.39235356,-2.749426,1.0849249,2.864096,-0.91864276
15,0.028032864,-0.009693291,0.00136952,0.013953442,-0.015317217,0.00016463401,-0.50454503,0.07830706,0.8499559,-0.5550761,0.41131806,0.634914,63.697342,0.54046154,16.028503,-6.894796,42.949272,-32.910816,1.4235083,-0.87805104,-0.6170035,0.71074593,-1.6999826,-0.12039711,0.7870311,0.17583932,0.8603177,0.9823667,0.48072943,0.09170909,-0.9079435,-0.9066987,-0.79426366,-0.5783421,0.078387216,-0.5272702,-0.0,1.519371,-0.0,-0.0,-0.0,1.2559941,-1.1289178,-2.2734864,1.6405594,2.1885989,-0.9430455,-2.6380377,0.80016905,0.63929915,-0.548307,2.2226696,0.434919,1.1654402,0.17154205,0.18354511,-1.891465,-2.3329318,-0.56943667,0.1752041,0.75068974,1.8442875,-3.2551038,0.5609878,-2.3714447,0.9473169,2.209211,1.3187262,-2.0343294,2.4621818,1.1022956,-1.2647609,-0.063853756,0.49875557,-0.18335564
16,1.277301e-05,0.03218991,0.014206716,0.0017897368,-0.01216834,-0.009874612,0.9512106,0.67178273,0.12385102,0.95857406,-0.57998365,0.87794536,4.0381064,-32.41644,10.490565,39.557533,78.30799,16.089203,0.72917193,-0.69754344,0.03240212,-1.7065547,1.1515617,0.6907547,0.45868048,0.05175302,0.16134447,0.23733059,0.7173363,0.19064642,0.8482931,-0.26671436,-0.47516528,0.032380253,0.72702897,0.962818,0.69040924,0.90621537,1.712941,-0.0,0.032385916,0.12449017,0.44697988,2.5699844,1.5607979,-1.3647823,1.034091,-1.5499669,1.4165411,0.15687609,-0.64218795,-0.05297686,-0.60071605,-1.0952381,-1.3824413,-0.94105285,0.97604054,0.09055734,2.246725,1.647542,-1.8230085,0.5197275,2.0767262,0.55079186,0.6229458,-1.0225317,-0.5753702,1.243069,1.890408,-0.75823116,0.63625187,0.91646785,0.598332,-0.71505,-0.75059813
17,-0.02236476,-0.020496191,-0.008398131,-0.0072084116,0.029921478,0.006922915,-0.82566017,-0.44718605,-0.7442914,-0.4733954,-0.8667143,0.4049074,88.07225,22.72659,39.566925,-69.73157,24.608812,5.8268347,-1.2400227,1.7152323,1.6322544,-0.2748301,1.3519313,-1.2176545,0.2381139,0.070665956,0.80517596,0.14157894,0.16066769,0.015959624,-0.981507,-0.88557434,0.8274924,0.99816185,-0.4628232,-0.9224372,-0.0,1.7333105,1.1668204,-0.0,1.631438,-0.0,-0.9815274,-2.132125,2.2824197,0.085825026,-0.95002836,-1.9776337,-0.7118031,0.67140543,0.20546627,-1.9060671,0.29077232,1.7796359,-2.4025707,-0.12321973,-1.3755983,0.6041169,-1.9856392,0.53120226,1.6024982,-2.660409,0.64198554,1.1894265,1.4139183,-2.3838658,2.9156783,0.88487375,2.112855,2.3979106,1.140497,-2.2691453,-1.964822,1.1775523,0.44115362
18,-0.028119804,-0.024885045,-0.034079637,-0.023117933,0.012462217,-0.016207643,-0.89080435,-0.96052265,0.8880949,-0.737449,0.13134721,0.50398827,62.81267,-53.20655,69.105545,-92.02129,31.778416,68.86132,0.78739697,0.71438974,1.0372641,0.7033125,1.5432316,-1.6068783,0.25770202,0.032583937,0.15905808,0.3512093,0.047134023,0.46704575,0.9312312,-0.9968624,0.99558693,0.86075205,-0.92798686,-0.9895076,-0.0,0.35542628,-0.0,-0.0,1.0367453,1.4128363,0.26914728,0.5624231,1.1182353,-2.0729756,-0.35103202,-1.1489741,-2.5006223,2.4495816,-1.7326951,0.5350569,-1.2167705,-1.8830793,-0.15936053,-1.3753525,2.3992777,-0.87057906,-0.98031235,1.7564949,-0.12300074,-1.5918119,0.13692567,2.693416,-2.8425512,-1.007778,0.4434197,-0.62299407,0.27948278,0.13442922,2.0249176,-1.226273,-0.9181916,2.4664602,-0.10749638
19,0.020994963,-0.021934342,-0.0020385813,0.009829588,-0.0069889505,0.03057986,-0.8501643,-0.11627383,-0.92575794,-0.75921935,0.15352567,0.39909247,-19.060108,100.38775,12.249306,7.4112644,24.211418,-86.75409,1.4159735,-0.40063775,-0.85591537,-0.422971,-0.6408938,0.1294157,0.18434584,0.37713996,0.06539108,0.307869,0.5535979,0.78049874,-0.5189661,-0.9937531,0.9278708,-0.7548906,-0.11653671,-0.9510899,0.12935098,-0.0,0.69868964,-0.0,-0.0,-0.0,1.206456,-0.39919144,-0.79405504,-2.6514401,0.28947163,3.057196,0.38830173,-2.483359,-0.47410104,-2.761262,-1.7210695,-0.48492277,-2.026951,2.8040428,-2.5237026,-1.0386771,0.67897683,-1.0915756,2.091858,-0.7329527,-0.4987164,-0.055182338,1.2518315,-0.5693387,2.5759485,-1.6289552,1.8320796,-3.030203,-2.0847585,-1.9222839,-0.9037762,-0.47944692,0.44217265
20,0.013171987,-0.027343659,0.018049615,0.02846573,-0.021577988,0.0063543934,-0.91649544,0.7755741,0.877366,-0.8671694,0.5776045,0.5541021,69.15952,20.86024,-58.37672,16.383308,35.7687,61.4445,-1.4378412,-1.2369462,-0.5656658,-0.26972392,-1.8195679,0.28608578,0.8211978,0.5398553,0.921799,0.59143734,0.59929746,0.065265164,0.98930573,0.80713034,-0.43364146,-0.5357392,0.85943663,-0.99999154,0.2859427,1.2905697,-0.0,0.15492137,-0.0,1.3642105,1.7884976,-0.8250869,0.2599256,2.5195687,-2.1792634,-1.9128349,1.5284566,0.7988276,-2.480163,2.4499404,1.4454911,0.543606,1.5191319,-0.9141331,-0.16734874,-2.837778,1.8723209,1.6966906,-2.0370047,2.3220577,-1.9447763,0.13313389,-2.8301153,1.8062242,2.542119,2.501377,-2.6060114,2.9010491,0.84298146,-1.8587035,1.1761755,0.9005218,-1.5301691
21,-0.0033778276,-0.021452932,-0.026576629,-0.01063598,0.0038151096,0.0102709895,-0.8423362,-0.909172,0.87014604,-0.7058981,-0.6998674,-0.90663296,20.856525,33.717667,-38.74692,-84.749374,-86.41795,-34.459793,1.2745302,0.21869905,-1.3424284,-1.3999962,-0.913187,-1.4798958,0.48857972,0.83474857,0.7489904,0.014706591,0.08417387,0.5874716,-0.9857465,0.35755697,0.8295842,-0.973885,-0.998845,-0.9422085,-0.0,1.3315544,0.61158407,1.158951,-0.0,1.3336807,-0.8132705,0.9228421,-0.6912644,0.76491505,-0.60202724,-2.2272687,-1.4126178,-0.00807631,-0.69425666,1.260398,2.4905055,1.5779753,2.492632,-1.9717312,0.75754976,-1.5165331,-0.7982852,-2.1097147,2.0288901,-0.29187238,1.9055234,-0.9670875,-1.9442058,-2.0907397,-1.2467583,-0.21722066,0.6848668,2.1437058,-0.22446927,1.6868982,-2.218933,-0.73123205,0.35910022
22,0.0071799285,-0.019292807,0.0011997675,-0.012033074,-0.008022798,0.014842885,-0.8024291,0.06863354,0.3707142,-0.7965747,0.89248216,0.10000619,49.498596,48.726315,52.133724,23.077406,5.7491503,23.666931,0.8585094,-0.4599025,-0.36152512,1.5207312,-1.7550415,0.4029783,0.047616564,0.46171105,0.77662015,0.2595708,0.6333941,0.27187303,0.013033638,0.8258153,0.24908589,-0.35353205,0.06868748,-0.8936421,0.40277675,1.1351593,-0.0,-0.0,-0.0,0.3892508,0.86346865,-0.37712544,2.3899274,-0.6763927,-1.8099833,-0.6020002,-1.3854506,0.027906477,1.8891009,-1.2205745,1.024021,0.54685813,0.27811262,-1.5000969,1.8782705,0.09073734,0.7685901,0.5134075,-0.71762085,-1.1501528,-0.21418005,-0.5585805,0.017070502,0.9263891,-0.64604557,0.39404055,1.0862129,1.2587315,0.013478875,1.8961877,0.7893512,-0.7676656,-0.5947022
23,-0.021067437,-0.014146634,-0.02402965,0.025729297,-0.029572494,-0.019015878,-0.66988945,-0.88023216,-0.5744959,-0.65895,0.6981134,-0.8087015,-5.4680405,-62.425446,96.8661,-73.383415,-64.35832,43.96998,1.0462011,-1.6952269,-1.5610785,-0.884862,0.0123983435,-1.2814232,0.6433021,0.98745567,0.7736582,0.20980118,0.14206684,0.7612756,0.98341274,-0.40208548,0.9472405,-0.99994487,-0.98124117,-0.7246611,-0.0,-0.0,1.6974217,1.6788763,-0.0,-0.0,0.66365826,2.1387482,3.3144588,1.3890729,0.56778693,2.1345696,-0.48396212,-2.2145057,1.9599878,-0.18835816,0.9418204,1.1172886,1.0246685,2.6026363,0.62875235,2.5389414,-0.77624,-0.35584372,-0.3748585,2.1602287,2.572598,1.1812143,1.8248298,-2.978204,0.42735112,-2.4307368,1.2315719,-0.13071603,0.9940943,-0.58946013,-1.4748478,-2.7309198,0.4010143
24,0.011942059,-0.008594293,0.008234717,0.029012157,-0.024999285,-0.020546623,-0.45613247,0.43966424,-0.05838342,-0.3963227,0.49353683,-0.93894225,-67.90478,-67.45058,-15.191858,37.17678,-99.06662,82.00104,0.4045996,-1.4330702,1.6394757,-0.044821993,0.28798023,0.64918196,0.9282801,0.26133817,0.901936,0.7304526,0.70520985,0.22430253,0.98156494,0.19250968,-0.45126766,0.9976984,0.45450333,-0.47275686,0.6488573,-0.0,1.4177172,-0.0,1.6386558,-0.0,0.20124936,-2.3057506,-0.35873044,2.8242345,-0.43607917,0.7976834,0.63992083,1.5802059,0.94068915,1.40041,-0.96685606,0.4117008,-0.851802,-1.9924076,2.8818433,-0.2281301,-0.39648548,-0.2978506,-1.3221465,2.8912134,-2.1983325,1.2374692,-0.7489924,-0.7688599,-1.034141,1.2035406,-0.041142702,2.0971005,-0.007927179,0.99205035,1.602531,2.446098,-2.0376415
25,-0.017537063,0.006548891,-0.016158449,0.021270813,-0.013289522,0.028473279,0.35855246,-0.7286348,0.8157638,0.008081012,-0.5793049,0.7954891,83.9952,93.47225,-73.21308,-46.50686,62.235,-98.406784,-0.03899239,-0.76181453,-0.28081897,1.6500301,1.4982653,-0.812104,0.50926787,0.6314761,0.28297853,0.016522098,0.2789637,0.089927725,0.32747778,-0.048404343,-0.49044412,-0.27700767,-0.79910856,0.36648077,-0.0,-0.0,1.2421105,0.46686485,-0.0,1.1440213,1.9650316,0.6433201,-2.5525122,-0.7692584,-0.27980793,1.7877758,2.7010279,0.86334276,1.3733238,1.1428269,-1.1305046,0.7966843,1.6108861,2.8645835,-0.98206085,1.4003465,-1.9658302,-0.6313168,-0.9886646,0.7602391,3.384204,-1.6690992,0.28098905,-2.0538082,-0.10515845,-2.2223628,1.2433048,-2.0646157,-0.16540575,0.08828509,-2.3764462,-1.7056888,1.037018
26,0.0040886025,0.02900896,0.03185156,0.016768057,0.013895763,-0.015737077,0.9304983,0.9493306,-0.4088998,0.989104,0.6775441,0.625662,65.121735,-51.661774,-31.307001,75.171425,42.06975,84.811485,1.5038786,0.79656696,1.617705,-0.65834576,0.7551479,1.3126454,0.90776575,0.4193222,0.71269673,0.4931145,0.8987372,0.5545683,-0.31668398,0.68176925,0.7832804,0.9989376,0.96787393,0.99583554,1.311989,-0.0,0.36100575,-0.0,1.6168959,-0.0,-1.2238996,-0.53812534,0.87212247,2.1004767,3.0453486,2.8480306,1.5754085,1.1826065,-1.0757347,0.95308775,-0.54529595,0.28094223,-0.68974984,0.6622108,1.7471305,1.3602331,0.38599145,2.2144954,1.7054892,0.5912086,0.95834106,0.73006135,0.43744296,0.95098317,-1.5890095,0.4514469,-1.0263714,-0.6604134,2.0382566,-0.8238224,1.7441465,1.6137424,2.1018772
