,oz1_rbfFeature_abs_exp,oz2_tanh_relu_exp,oz11_tanh_relu_exp,(oz3_relu_degree*oz20_abs),((oz14_negative-oz14_tanh)*oz17_degree),(oz2_tanh_zscore*oz22),(oz2_degree_degree*oz2_tanh_mmnorm),(oz14_tanh_exp*oz14),((oz2_abs-oz2)*oz2_degree),(oz9_rbfFeature_degree*oz3_abs),((oz15_negative-oz16)*oz19),(oz18_rbfFeature_degree*oz3_cos),((oz20_cos-oz12)*(oz15_negative-oz16)),(oz3_cos_tanh*(oz1_cos/oz14_cos)),((oz19_cos-oz1)*oz19),((oz2_negative/oz15)*oz9),(oz2_relu_relu*(oz15_negative-oz16)),(oz2_degree_degree*(oz14_negative-oz14_tanh)),(oz11_tanh_relu*(oz14_negative-oz14_tanh)),(oz3_relu_tanh*oz2_relu),((oz14_negative-oz14_tanh)*oz20_abs),(oz2_degree_tanh*oz7),(oz2_tanh_exp*oz2_tanh_mmnorm),(oz2_tanh_relu*oz25),((oz2_abs-oz2)*oz23_tanh),((oz16_square/oz13)*oz5),(oz3_cos_zscore*(oz3_cos/oz2_square)),(oz15_negative_abs*oz24_rbfFeature),(oz3_relu_relu*oz10),(oz15_negative_zscore*oz8),(oz2_tanh_zscore*oz1),((oz2_abs-oz2)*oz24_rbfFeature),((oz2_negative-oz14_tanh)*oz2_tanh_zscore),(oz24_rbfFeature_degree*(oz16_square/oz13)),(oz15_abs_degree*oz20),(oz7_rbfFeature_exp*oz2_degree_degree),((oz2_relu-oz25)*(oz14_cos-oz14_abs)),((oz19_cos-oz1)*oz17),(oz7_rbfFeature_exp*oz19_negative),((oz14_cos-oz14_abs)*oz20_square_zscore),((oz2_negative/oz18_degree)*oz8_relu),((oz3_cos/oz2_square)*oz18),(oz2_tanh_relu*oz14_cos),oz3_cos_zscore_adde,(oz2_degree-oz11)_adde,oz3_relu_tanh_adde,oz1_cos_degree_adde,oz18_degree_zscore_adde,(oz2_relu-oz25)_adde,(oz7_rbfFeature-oz3_degree)_adde,((oz16_square/oz13)/oz18),((oz2_relu/oz18_degree)/oz3_square),((oz15_abs-oz15)/oz9_tanh),((oz2_degree-oz11)/oz14_cos),((oz2_negative/oz15)/oz24),(oz3_relu_degree/(oz9_rbfFeature-oz16_degree)),(oz2_tanh_exp/(oz19_cos-oz1)),(oz1_cos_tanh/oz3),(oz2_degree_tanh/(oz3_cos/oz2_square)),((oz9_rbfFeature-oz16_degree)/oz21),(oz15_negative_mmnorm/oz16_square),(oz3_cos_zscore/(oz2_abs/oz25)),(oz1_cos_degree/oz14),(oz8_negative_abs/oz15),((oz16_relu-oz11_tanh)/oz4),((oz2_square-oz6)/oz1_cos_tanh),(oz7_rbfFeature_exp/oz1_rbfFeature_abs),((oz14_cos-oz14_abs)/oz2_degree),((oz14_negative-oz14_tanh)/oz9_tanh),(oz3_degree_abs/oz7_rbfFeature),(oz9_rbfFeature_degree/(oz2_relu-oz18_degree)),((oz2_degree-oz11)/oz1_cos_tanh),(oz3_abs_relu/oz3_cos_zscore),(oz17_degree_mmnorm/oz20_cos),(oz11_tanh_tanh/oz9_rbfFeature),(oz3_relu_degree/(oz14_negative-oz14_tanh)),((oz2_degree-oz11)/oz3_degree),((oz2_degree-oz11)/oz4),(oz1_rbfFeature_abs/(oz2_relu-oz18_degree)),(oz3_relu_relu/(oz2_abs/oz25)),(oz15_abs_degree/oz2_degree_degree),((oz11_tanh-oz13)/oz11_tanh),(oz2_tanh_relu/oz9_rbfFeature_degree),((oz18_rbfFeature/oz11)/oz9_rbfFeature),(oz2_relu_relu/oz19_cos),(oz2_tanh_relu/oz15),(oz3_abs_relu/oz16),(oz20_abs_mmnorm/oz19_negative),(oz2_tanh_relu/oz3_cos_tanh),((oz2_degree-oz11)-(oz18_rbfFeature/oz11)),((oz18_rbfFeature/oz11)-oz18_degree),(oz15_negative_abs-oz1_cos),(oz2_tanh_zscore-oz3),((oz2_square-oz6)-oz20_square),(oz18_rbfFeature_tanh-oz16_degree),(oz15_negative_zscore-oz22),((oz16_square/oz13)-(oz1_cos/oz14_cos)),(oz1_cos_degree-oz9_tanh),((oz15_negative-oz16)-oz20_square_zscore),((oz16_square/oz13)-oz23),((oz11_tanh-oz13)-(oz8_negative-oz9_tanh)),(oz2_negative_abs-(oz2_relu-oz25)),((oz15_abs-oz15)-oz7),(oz24_rbfFeature_degree-oz3_degree),(oz2_relu_relu-(oz16_relu-oz11_tanh)),(oz7_rbfFeature_exp-oz1_rbfFeature_abs),(oz11_tanh_relu-oz1_cos_tanh),(oz3_degree_abs-(oz14_abs-oz3)),((oz8_relu-oz3_degree)-oz3_relu),((oz16_square/oz13)-oz8),(oz8_negative_abs-oz15_negative_zscore),(oz20_abs_mmnorm-oz8_negative),(oz2_negative_zscore-oz24_rbfFeature),((oz2_relu-oz25)-oz9_tanh),((oz19_cos/oz14_abs)-oz11_tanh),(oz2_relu_relu-(oz2_square-oz6)),(oz2_degree_degree-oz1_cos_tanh),(oz9_rbfFeature_degree-oz1_cos_degree),(oz3_cos_tanh-(oz2_relu/oz18_degree)),(oz3_abs_relu-oz18_rbfFeature),(oz20_abs_mmnorm-oz3_cos_zscore),((oz14_negative-oz14_tanh)-oz1_rbfFeature),(oz11_tanh_tanh-oz3_cos_zscore),(oz14_tanh_mmnorm-(oz2_relu/oz18_degree)),((oz7_rbfFeature-oz3_degree)-oz14_cos),((oz2_square-oz6)-oz15_negative),((oz1_rbfFeature-oz21)-(oz2_abs/oz25)),(oz2_degree_degree-oz3_abs_mmnorm),(oz9_tanh_exp-oz13),((oz15_abs-oz15)-oz3_relu),(oz17_degree_mmnorm-oz16),((oz14_abs-oz3)-(oz1_cos/oz14_cos)),oz2_negative_zscore_zscore,oz9_rbfFeature_degree_zscore,oz14_tanh_mmnorm_zscore,oz1_cos_tanh_zscore,oz1_cos_relu_sigmoid,(oz2_abs-oz2)_sigmoid,oz2_tanh_relu_sigmoid,oz15_negative_abs_sigmoid,oz1_cos_tanh_sigmoid,oz18_degree_zscore_square,oz1_cos_relu_square,(oz11_tanh-oz13)_square,oz2_relu_relu_square,oz1_rbfFeature_abs_square,oz18_rbfFeature_degree_square,(oz2_relu-oz18_degree)_square,oz26
300,1.0547106,1.0,1.0,-0.0,65.077126,1.2091105,-416.1,-0.4740691,-56.576935,-3.7209356,-0.17539029,-15.395205,0.093988076,1.0233532,1.3353468,-0.59917974,0.0,-4149.4116,-0.0,0.0,2.5328703,0.86557585,0.098402075,-0.0,-1.2651663,0.6568407,1.4925066,0.28324032,0.0,-0.2183364,0.6980216,0.348386,-1.3335332,11.639166,-92.173355,-1738.4172,0.27873254,0.798333,-0.7959453,-0.5546435,-0.00837719,-0.53801644,-0.0,3.4939647,-37.534767,2.7182817,43.766384,2.4385247,2.1701357,20.632244,-2.930545,0.0,-0.0,-77.72349,1.0074958,-0.0,0.43143857,-1.9354571,-0.5197183,41.20282,0.16819982,0.60511386,-39.992256,0.16717575,-0.008144813,2.665087,14.148536,0.012630642,-2.3966398,-64.33668,-0.7312966,-65.485146,0.409438,4.1964755,0.030473934,-0.0,2.2120948,52.612465,0.003324817,-0.0,-0.028379304,187.72708,0.0,-221.96788,-0.0,-0.0,-0.3252499,-0.73520416,-0.0,-85.64169,61.409515,0.42610586,-0.5864238,-0.34437537,55.671604,0.1943829,-0.5638941,41.79868,-1.2568119,2.293088,-1.729391,1.250803,0.86557585,32.400776,-0.0062314803,0.70037603,-0.61468977,16.852804,18.387804,0.6284268,1.3341056,0.96747535,0.4551025,0.20243084,0.48581335,-1.6382017,-2307.3015,-52.764114,0.7397783,0.6004362,0.0007889867,1.8521287,-0.7819144,0.09054071,17.396063,2.7807322,-2.6880302,-2306.7915,-0.69149196,0.0,1.6564527,-0.039328933,0.70300865,-1.010493,-1.1416584,0.41235277,0.6718192,0.8030258,0.5,0.75814396,0.6490098,0.07826392,0.5132642,1.3684732,0.0,0.0028373164,262.62335,256.66833,0.5591411
301,1.3065978,1.5121433,1.0,-0.0,66.960526,0.3643272,1043.4978,2.032663,0.0,9.559869,2.5682464,3.776891,-1.8717133,1.1154753,0.7083482,-0.47257,0.9701406,-2469.2117,0.0,-0.0,-2.7494023,1.2974151,1.0927612,0.3036425,0.0,7.297433,1.5500172,-0.10520276,-0.0,-0.98260266,-0.12808113,-0.0,-0.7129377,-50.008183,55.938812,1704.755,0.11591247,-0.41574582,-1.3747343,-0.6924978,0.0,2.0238433,0.23581995,3.1043735,29.51155,2.7182817,58.718628,3.2226503,2.423868,41.921524,9.993372,0.032805603,-2.1184585,46.98401,0.6575082,-0.0,2.4857767,-1.10363,0.24908864,-928.07355,0.26061228,0.6445167,58.093475,-2.6635308,-0.7351898,-1.0622373,4.4146667,-0.015621961,2.982893,235.1316,-0.49329516,35.63247,1.7646794,-7.828861,-2.9648001,0.0,-0.68635184,-21.403355,-0.009401909,-0.0,0.024094334,1.5510019,0.029471977,-0.21779433,1.1128138,-0.68100995,-0.42627183,-0.7614464,0.63538575,26.846603,-28.937073,-0.3701629,1.2825058,-3.383838,91.662895,0.0015089512,3.3238945,56.57362,0.4466486,4.817814,-3.6180751,0.7342732,-0.08296001,29.110672,-0.48046997,0.9131733,-0.75193405,37.391922,39.03722,6.6551914,1.0098379,-0.73071295,-0.2668286,0.2788593,1.3303711,1.2385918,1443.2214,-41.96912,0.6356012,0.59646124,0.5005647,-1.4425852,-1.112145,0.880206,38.63298,-1.4059598,-0.76752794,1443.7484,0.056574225,1.2144551,1.8881783,-0.06862986,-0.44007957,1.2304044,1.1087532,0.82568926,0.72659016,0.5,0.60193354,0.6473081,0.6796,0.25438768,0.9552921,2.0375643,0.19347636,0.07151707,23.644001,809.0542,0.037540432
302,1.1968302,1.0,1.0,-0.0,-80.75864,1.3990357,-223.7165,0.889848,-171.2824,14.028545,-0.842803,-3.2754178,-1.4173065,0.19151083,1.2123115,3.3093467,0.0,4163.494,0.0,0.0,-0.6997966,1.3678381,0.02405386,0.0,2.2611153,2.633357,0.041989867,0.030365331,-0.0,0.17234239,1.5989257,0.2701023,-0.90964836,27.303595,-10.624821,-3025.463,0.23981024,2.8805692,-0.43105844,-0.1893605,-0.0,0.474442,-0.0,2.8151226,-66.03479,2.7182817,19.19345,3.8130302,3.4821796,52.03671,3.942593,-0.0,0.0,-80.279274,3.9203453,0.0,0.20354825,-0.32329232,-2.3062904,-88.38519,0.28589946,-0.060508132,30.36931,2.2795818,3.076731,2.4698257,4.1954184,-0.004481565,-1.6424274,-175.51411,-0.25847876,-245.65672,8.939426,1.1470591,-2.4630492,0.0,1.3861219,-102.70316,-0.0028659697,0.0,-0.003924255,1.3871558,-0.0,0.24063402,-0.0,-0.0,0.7220374,-0.6504785,-0.0,-68.82113,-62.625034,-0.012655407,-0.38430625,0.2361713,-68.78391,0.8441936,3.9782372,15.843564,-0.87066686,2.6932933,-1.1889551,0.45868987,1.3678381,55.930115,-2.059671,0.5741416,-0.2798746,48.192837,49.601032,4.9406247,0.90166366,-0.25467017,1.1127362,0.13229162,2.4107823,-0.69124144,-4013.7983,-0.27033806,0.5703937,0.9539074,0.27512455,-0.85769105,-0.79345936,0.76230085,48.462006,0.96613204,0.6467495,-4013.8044,1.5474038,0.0,-0.30315876,1.0724435,1.2231996,1.4195828,0.73652303,-0.596005,0.5713953,0.9202079,0.5,0.56829315,0.5695155,1.1984743,0.08268269,1.4254589,0.0,0.032283645,25.54119,3930.4238,0.6879726
303,1.295328,1.0,1.0,-0.0,-24.879303,-0.85582256,-166.79482,-0.19297811,-209.52475,-5.4442534,4.4134703,-7.4646435,0.26505888,-0.09826149,-2.6675937,-0.53642756,0.0,-2158.078,-0.0,0.0,0.7893362,0.05267205,0.015670188,0.0,0.028571147,-1.9978653,0.3769541,0.43037894,0.0,-0.075194284,2.2124856,0.68905395,-2.0714245,-43.515114,-157.13512,-5139.555,1.212745,-1.5466306,1.7836397,1.3153692,-0.00081198895,-0.6601742,-0.0,3.4566908,-73.88337,2.7182817,-4.740491,1.4244305,4.3921175,23.891453,2.3049872,0.0,-0.0,-78.96925,1.8791367,0.0,0.24083894,0.3527393,-1.9588833,54.77576,0.001797513,-0.9140471,30.383398,0.026340822,1.1602248,-16.32126,4.4744034,-0.009351744,-0.83098143,143.49318,-0.20021722,591.74835,0.4969929,-4.311581,2.3422105,-0.0,3.6430767,-47.297924,0.0034923204,0.0,-0.021802444,0.3405643,0.0,-0.61694354,-0.0,-0.0,0.31212404,0.5812057,-0.0,-76.76139,74.254875,1.8193337,-0.93344766,-0.52332425,-67.50496,-2.3481052,-2.8466156,-6.873728,-4.6803956,-2.9913843,-0.7800653,-0.32163465,0.05267205,35.62501,-1.8790493,0.8990504,0.12944971,20.414165,21.071133,-3.025313,1.7344924,0.9398544,1.0980883,2.2588809,0.826586,-2.1127825,-4438.8853,-7.3763494,0.73218143,0.50656056,0.1569516,0.2273975,-1.3448584,0.37241885,20.203154,3.8019361,2.3011923,-4439.1357,1.0208526,0.0,-0.94816244,0.74667627,1.352878,-1.2819635,-0.35355225,-1.8287609,0.5,0.93728596,0.5,0.8441129,0.46768272,1.674051,0.0,0.057366982,0.0,0.06695879,63.954308,5490.0894,0.69936043
304,1.0320004,2.0451264,2.5387735,79.280075,-11.860175,-0.8858679,2604.573,0.23900582,0.0,-26.735203,0.7313491,-7.603118,1.0061991,-0.5924342,-0.44679466,-1.9260378,-1.3597499,-1153.3035,-0.36437923,0.880324,-0.23551193,1.7003253,1.8063397,-0.07457259,-0.0,-2.5309832,2.351748,0.0444498,-3.9359274,0.51655483,-0.04106468,0.0,-1.143839,-25.323366,10.595672,3897.214,0.7858652,0.48945454,0.63852036,-0.5532084,-0.0,1.3465067,0.7016493,-0.13684654,52.514988,3.6982918,59.969986,1.0827439,3.7207928,-128.65791,1.8679489,-0.0018164204,0.0,50.77684,-2.1024318,-1.8987535,2.2115154,0.33130226,-1.2140452,-62.52664,0.27589342,0.33128953,290.9127,5.474451,0.1638441,1.9020315,41.956566,0.015230856,-0.67741436,472.1591,-0.12304314,65.4126,-0.8048023,0.78835577,-3.6015966,-336.6287,0.37823626,29.67473,0.0003331086,-0.26662257,0.0059668436,1.5117633,-0.0614917,-0.5883864,1.0143896,2.3297312,1.9043308,0.6872286,-1.2304837,49.677223,93.78203,-0.69213116,-1.2508974,1.0853401,-68.93749,0.53891534,-4.0724716,56.674366,-0.80800927,-1.6393539,0.3046198,-0.104230285,-1.7003253,-123.362,0.6233364,1.2900918,0.17041016,133.75604,-133.95285,-1.3723712,1.9884553,-1.3491707,-1.0434707,0.42517054,3.5679975,-0.5496807,2948.1199,-68.886765,-0.57185525,2.098159,3.1871595,-0.35959962,3.586505,0.6125693,-132.35689,1.7550609,7.477799,2948.1218,2.2580948,-2.297814,-0.55693936,-3.1199121,-0.8987301,-1.0034478,0.29107234,0.85380906,0.7309073,0.5,0.6716064,0.5761771,0.6816296,2.6749842,0.9984622,1.9838197,0.8069081,0.0009921883,130.8594,8941.749,-0.24217458
305,1.3004845,1.1082058,1.2616403,-0.0,-89.81503,-0.086310536,188.65524,-0.32259044,0.0,-18.954191,-0.3667413,2.980114,-0.37637338,0.33662346,0.5285301,-0.06620819,-0.11110781,337.8317,0.23196927,-0.0,1.3982291,1.0171505,0.61767435,-0.025747353,0.0,-0.093126826,-18.313292,0.11209736,-0.0,1.9268692,-0.08689418,0.0,0.05335442,0.3874443,100.96358,398.51868,0.12290901,-2.4390783,-0.40069938,0.37129328,-0.0,-11.097689,0.08915044,2.1960716,8.38909,2.7182817,49.66916,2.4016688,3.071989,70.992424,-0.2397807,-0.004024048,0.0,6.5353785,-0.121902786,-0.0,0.71359277,-0.5676249,0.028514944,37.072777,3.910319,1.269241,-90.25173,1.2172116,0.39791343,-0.8353954,4.481235,0.058821008,1.4934092,417.0982,-0.8744095,8.404073,-2.2763984,0.15730868,-0.8204428,-0.0,-0.083258525,-9.708982,0.014408689,0.0,0.21292531,-0.84252334,-0.006443736,-2.1176908,0.109379634,0.08167985,-6.5946903,-2.2699614,0.28823844,5.081487,18.720837,0.4384187,1.3311262,-2.5262246,10.46675,-0.6522451,-0.86850065,46.282547,-2.1461134,-0.3585276,-1.058571,-0.25060126,-1.0171655,73.21687,0.3355188,0.9146492,-0.44235632,66.40186,68.11084,1.606969,2.7895849,-0.7585542,-0.19227481,-0.31462398,1.5795943,0.666805,337.80267,-62.895405,0.36213562,1.0492437,1.2947452,0.7353552,0.75052667,0.25237697,67.40643,0.69416726,0.40308765,338.08478,1.5227534,0.0,0.20685744,0.7645995,-0.10315773,-1.3785199,-0.7050778,0.5932925,0.6941191,0.5,0.525663,0.77865857,0.66257024,0.10024381,0.6714941,0.038342766,0.010630875,0.06903072,63.897762,332.5014,0.7043495
306,1.2505745,1.0,2.522187,0.62724465,67.4176,-1.7588526,-286.18042,3.8586445,-133.93303,-1.885354,1.0503306,10.794038,0.935437,27.615702,0.8935759,-23.6754,-0.0,8735.316,-2.2770207,-0.0,-0.17520818,-0.94540125,0.036464266,-0.0,2.023053,-2.6529818,0.728476,-0.016636355,-0.10513851,-0.05913101,0.6846036,-0.60484993,-0.19800273,-44.029232,0.24256,-2936.079,0.556463,-0.26905575,-1.3134966,1.6808443,-0.0,1.1722811,-0.0,3.579883,-60.847897,2.8708699,50.652615,4.1054854,2.3533766,-6.282797,1.981278,-0.0,0.13793111,-2773.294,11.638205,0.25703156,0.80349433,4.447714,-1.1827452,51.55991,1.4002678,0.29081637,30.967863,-16.710207,-0.69584036,0.06621348,3.6997929,0.024618762,-2.8542368,-46.472435,0.15431973,-92.931595,0.17849228,0.35166767,-3.4038773,-3.5799963,-7.214025,-47.81175,-0.0028146992,0.051908474,-0.0009601033,0.85736907,0.0,-0.5488174,0.0,0.0,-0.25543728,-0.024677746,-0.0,-63.683605,-79.32373,-0.7771406,-1.3346951,0.040223405,34.684006,-1.4299084,-33.75302,47.072,1.763761,1.0451951,0.66173023,1.4460093,-0.82645845,-24.839228,0.92512643,0.6036817,0.24111605,7.4173875,-8.965261,3.740841,0.93427813,-0.95459795,1.3613822,-1.2272398,-0.93605953,-0.04529071,-3549.7393,-60.193672,0.7565928,-0.0368523,-0.8224201,-2.6849105,-0.13328797,0.98416185,-9.023999,-0.014180683,-3.4039865,-3549.1057,2.236733,-0.034846425,0.95283955,-35.106,1.0816451,-1.0577816,1.3568265,0.6211246,0.69775116,0.8968041,0.5,0.5148635,0.6646332,1.924334,0.69991964,0.62912625,0.0,0.049998295,119.31091,6310.8984,0.6823706
307,1.3252349,1.5391967,1.0,-0.0,231.61966,-1.0689623,1108.9913,-0.63663095,0.0,9.029818,-1.6861529,-12.349918,-0.20941986,-7.2512207,2.1449943,0.5690275,0.47734007,3820.2717,-0.0,-0.0,3.069727,0.79153234,1.1268282,-0.217996,-0.0,-0.06580329,2.1841245,0.12696688,0.0,-0.9703936,0.7884443,0.0,0.28874436,-0.81331825,-49.860054,1597.9211,-1.5757283,-2.1094093,1.719409,-0.87219995,0.0,6.5521245,-0.012683264,3.2662444,29.80651,2.7182817,20.416256,4.3629293,3.6852117,34.698795,-0.04862414,0.015778542,2.0217807,-921.06323,-0.53039324,-0.0,-1.1696514,-0.53734237,0.25088432,11.669711,6.825916,-0.60026115,-11.059779,-1.8976254,-1.0633708,-3.3931756,3.7460537,-0.061637413,3.5659368,597.90015,-0.17290063,90.467476,1.0169185,2.796463,-1.8254926,-0.0,-0.84843963,-50.421806,-0.0030044948,0.0,0.027040709,-1.2358909,0.026613254,1.3827174,-7.7983327,-0.60322565,-1.7439519,0.41179925,0.6246525,26.697163,-93.79318,0.4060364,1.1845896,-2.4976332,18.058693,2.419198,10.422983,16.990751,0.49923092,1.4780104,0.056600213,-0.5054855,0.63831633,42.10255,-0.10983294,0.7732604,-0.29942507,29.769672,31.927116,1.276729,0.6413765,-0.6854245,-0.6392701,0.25970745,0.53429955,1.4774462,1514.533,-1.4932404,0.6855016,0.8111997,0.123271465,2.2403207,-1.0642593,0.0065359804,32.009926,-1.7309262,-0.39856344,1514.6484,3.3056633,1.4298487,1.2878056,12.6603565,-0.4616753,1.4195743,-1.3628299,-0.5371252,0.57661384,0.5,0.60617465,0.67148834,0.57430196,2.7048664,0.095411755,0.49848738,0.21293092,0.07929275,211.73747,8783.965,-1.6988827
308,1.02825,1.9138789,1.0,98.49368,201.87695,-0.8673694,2154.0212,4.036558,0.0,-16.979794,0.44721892,1.7405007,-0.417974,-1.2534955,1.143135,-1.1906488,-0.28203022,-6419.649,0.0,0.6893399,-3.0464306,1.707363,1.6229012,0.23705316,-0.0,5.017827,-0.2496238,0.15616195,0.7494727,0.6603759,1.2039742,0.0,-1.6096767,74.137955,73.67282,3360.226,-0.6696385,1.298886,1.6231095,-0.8253229,-0.0054192287,0.37149867,-0.0220731,1.6820965,47.803577,3.6091352,19.76616,4.26114,3.1268942,-78.70835,5.731475,0.004306545,-2.2997258,-1325.8815,-2.9787362,-0.9939136,-2.0543227,0.20270126,4.1509876,-84.48574,0.38985318,-0.48901585,10.623008,-0.5801086,1.5908151,7.6786833,47.483307,-0.03696401,2.7242856,292.06393,0.13595273,155.97144,-1.3762459,0.22092932,2.7023146,-32.33085,0.55179644,34.710693,-0.00031808566,0.673006,0.024059277,1.3648607,-0.054517265,1.3512022,2.2958295,-0.6085563,0.9964326,0.54175645,4.531351,45.366096,-88.63583,0.7691339,-0.47704792,0.7664789,-81.79138,1.981194,17.58862,17.97553,-0.86808646,9.782353,-1.1757436,0.36518478,0.42598808,-73.31825,-1.2924931,1.2949475,-0.28906125,81.527626,-82.51365,8.219642,-0.4484216,1.2835338,-0.92058504,1.336267,0.84516126,-1.4458125,2539.937,-28.954784,0.13449572,1.2154504,1.7009313,-2.4993377,0.47460437,0.9801507,-81.39263,1.1529342,-3.119803,2539.755,0.1637429,0.70730543,-1.3522209,8.92895,-0.7741844,-1.0271078,1.3700979,-0.56833774,0.57384145,0.5,0.6568149,0.74396414,0.5717663,2.380411,0.088530995,0.75147504,0.59876215,0.0007760869,145.59369,7670.473,-0.8988188
309,1.0689867,1.0,1.0150466,-0.0,-43.088707,0.78272104,-385.14096,0.903964,-78.0456,0.9674913,-0.18990034,-0.47139534,-0.1732997,0.41837338,0.8710028,0.6307008,0.0,2839.3525,-0.015651878,0.0,-1.6431835,1.3570625,0.07216978,-0.0,1.3404121,0.82315844,1.2953593,-0.28332517,-0.0,0.1829318,1.0933546,-0.38816956,-0.3291189,7.6058087,108.22412,-3192.452,-0.4102522,1.426479,-0.5162975,0.49304262,0.0,-2.409162,-0.0,3.6021857,-44.58134,2.7182817,29.602627,1.0735382,1.3718027,6.400242,0.34335887,0.0,0.0,-55.43364,-0.48621246,-0.0,0.25537482,-7.1268,-0.6823621,-58.294914,0.23936793,1.4421381,49.00711,0.12597626,-0.015770491,-1.1143173,17.663727,-0.006443633,-1.4431239,21.433031,0.16729827,-108.096344,0.06946195,241.0505,0.054298222,0.0,13.445686,-49.947365,0.00070826436,-0.0,-0.025478337,71.574295,-0.0,-2.0067203,-0.0,-0.0,-0.0796011,-1.9733596,-0.0,-46.747723,93.63783,0.7355148,-0.94873357,-2.9458048,44.184975,-0.43046737,-1.114366,26.158117,-2.0516214,-1.6976256,1.6433845,2.1717525,1.3570625,-9.95678,0.014934486,1.1116576,-0.42263463,2.9078505,3.5178287,-0.41268682,1.3571061,0.7128515,1.0608628,-2.0727062,1.6357619,0.48759085,-2709.6504,-11.126566,0.7608017,0.06964063,-0.019284487,-1.1147472,-0.8689707,0.7647295,2.8286943,0.7171443,0.21661413,-2709.233,3.1212573,0.0,1.476876,0.06006694,0.82568645,1.3806739,0.7433133,-0.12107885,0.6151992,0.838965,0.5,0.7693661,0.60767967,2.7051814,0.22016773,1.1426013,0.0,0.0044503873,0.22305335,8871.705,0.5879761
310,1.1485059,2.4239287,1.0,2.1652741,-79.71064,1.0941858,4475.247,1.8679276,0.0,-1.0966463,0.8656842,9.432467,0.6253752,-0.5130687,-1.6957872,-0.21874061,1.1035407,-7488.9307,0.0,0.13273239,-0.6475629,0.5799819,2.3599837,-1.4806079,0.0,0.024161544,0.44581544,-0.046109177,-0.1428754,0.8015804,2.5941777,-0.0,-2.752211,-0.366952,28.602573,6072.2563,-0.9032937,-1.3183154,-1.4510288,0.27420145,0.16505392,-0.047955688,0.54428506,3.5962656,84.21116,2.8130786,-21.069462,2.6237912,5.7907248,-2.451106,-1.8472267,-28.621206,-12.966039,132.56464,1.0508041,-0.20171191,-1.5700095,-4.131757,1.9693886,-32.953163,3.8976493,-1.048599,-26.176645,-0.50786096,-2.0172303,-8.381464,9.540957,-0.0036647127,8.409628,19.565954,-1.6932887,-207.43623,0.108296335,0.80907804,3.441953,-3.343728,14.9588,-124.41439,0.020328015,-0.11355943,0.015656231,2.4701848,-0.076765865,0.64753884,3.0770621,-0.70492345,0.20322663,-0.19949687,1.1654608,81.62322,5.2808576,1.6711828,1.2027001,3.134749,-26.64275,0.41351718,0.8498236,-23.594006,1.7208068,-0.4278424,-1.6640279,-1.672267,1.9320346,-7.5512004,0.07886672,1.1825972,0.39285746,4.634165,-4.9050264,-0.46341923,-0.61875916,0.85700154,-1.3641658,3.2661812,1.3541793,-1.8925447,4596.8994,12.2541065,1.0184455,-0.070292175,-0.6588599,-1.7677277,-1.570849,1.1406647,-5.7841287,2.0367126,0.1561687,4596.475,-0.43084854,2.416934,0.27814502,1.489022,-1.4008766,-0.9946205,1.0709391,-2.622062,0.5,0.5,0.7079379,0.77833813,0.4030296,0.008928482,0.0,4.44437,1.960493,0.019171698,89.78068,46.394943,0.27615273
311,1.2264802,1.0,1.0,26.072046,103.94404,0.2242878,-427.48917,-0.34732586,-35.85674,-3.9172845,0.080424964,13.352838,0.066991456,0.89524925,0.04961613,1.2588292,-0.0,-2056.6328,-0.0,-0.0,1.7860342,1.2074265,0.14013867,0.0,-0.35712993,0.013377685,2.4447398,0.02814201,0.20300019,-0.031999383,0.017701609,0.23636945,-0.8262987,0.37682498,-12.170624,-1576.3156,0.15325232,0.05144131,-1.3411404,0.41248998,-0.0,4.1311483,-0.0,3.5154982,-28.499401,2.9961233,59.99846,4.066101,3.3544934,-13.783277,0.023107367,-0.0,-0.9151947,-37.570026,119.87745,-3.3215792,18.95613,2.66866,-0.3260946,-10.051659,79.18632,-0.90671086,-97.0789,-1.8026798,0.58881515,-1.0618061,4.2047734,-0.0075157736,-3.8475392,-107.07441,0.17786191,-40.996075,0.35792243,-40.669106,2.473769,14.59773,-1.9094702,-24.072504,-0.0026449002,-0.32453215,-0.0041559585,1.314653,0.0,1.2174435,-0.0,0.0,3.4915495,-0.5628826,-0.0,-30.925976,-77.47743,-0.86652815,-1.0438974,-3.3517096,-4.4442058,0.42894366,-1.1720288,57.571262,-1.6609349,0.36190492,-1.4276145,-0.0768289,1.4738257,-4.2435913,-0.7635867,0.6542498,-0.7614798,16.044176,-16.634212,0.27124518,0.10684997,0.63931763,0.3483857,0.9272964,0.69613504,0.8085439,-1837.1066,-71.008575,0.744083,0.04247029,0.082217395,0.9158113,-1.3899459,0.21910003,-17.332478,-0.9417435,0.5937164,-1836.4392,0.53290206,-0.018942475,0.89156973,-0.89846206,0.5596627,-1.1856405,-0.782218,0.85443807,0.731005,0.7537597,0.5,0.53325075,0.68167496,1.8166163,0.9994555,0.80355716,0.0,0.041676622,193.64124,5957.6357,1.3905618
