,oz2_tanh_exp,oz9_tanh_exp,oz7_rbfFeature_exp,oz14_tanh_exp,oz3_degree_abs,oz15_negative_abs,oz2_negative_abs,oz8_negative_abs,oz1_rbfFeature_abs,oz11_tanh_relu,oz15_abs_relu,oz3_abs_relu,oz1_cos_relu,oz3_relu_relu,oz2_tanh_relu,oz2_relu_relu,oz24_rbfFeature_degree,oz18_rbfFeature_degree,oz15_abs_degree,oz9_rbfFeature_degree,oz3_relu_degree,oz2_degree_degree,oz1_cos_degree,(oz20_cos-oz12),(oz2_degree-oz11),(oz2_relu-oz25),(oz11_tanh-oz13),(oz14_abs-oz3),(oz14_cos-oz14_abs),(oz8_negative-oz9_tanh),(oz2_relu-oz18_degree),(oz1_rbfFeature-oz21),(oz3_degree-oz10),(oz15_abs-oz15),(oz14_negative-oz14_tanh),(oz2_abs-oz2),(oz15_negative-oz16),(oz8_relu-oz3_degree),(oz9_rbfFeature-oz16_degree),(oz19_cos-oz1),(oz2_negative-oz14_tanh),(oz2_square-oz6),(oz7_rbfFeature-oz3_degree),(oz16_relu-oz11_tanh),oz1_cos_tanh,oz2_degree_tanh,oz3_relu_tanh,oz11_tanh_tanh,oz3_cos_tanh,oz18_rbfFeature_tanh,oz2_tanh_mmnorm,oz3_abs_mmnorm,oz3_degree_mmnorm,oz14_tanh_mmnorm,oz17_degree_mmnorm,oz20_abs_mmnorm,oz15_negative_mmnorm,oz18_degree_zscore,oz2_tanh_zscore,oz15_negative_zscore,oz2_negative_zscore,oz3_cos_zscore,oz17_degree_zscore,oz20_square_zscore,(oz2_relu/oz18_degree),(oz18_rbfFeature/oz11),(oz2_abs/oz25),(oz2_negative/oz18_degree),(oz19_cos/oz14_abs),(oz16_square/oz13),(oz1_cos/oz14_cos),(oz2_negative/oz15),(oz3_cos/oz2_square),oz26
10,2.4451294,0.50278705,1.2445028,2.5518723,139.44388,1.2055709,1.441992,0.030304058,0.02759883,0.89024174,1.2055709,2.433755,0.33512786,2.433755,0.89409804,1.441992,-12.895123,-15.537575,69.07412,15.973797,139.44388,4733.7803,19.20141,1.8948711,81.19697,1.8795582,0.10478866,-0.72228837,-1.8516734,0.71789265,48.543106,-1.13234,139.3244,0.0,-2.6482937,0.0,0.1331644,-139.44388,76.98267,-0.41759354,-2.3788192,3.4472964,-139.22514,-0.89024174,0.32312083,1.0,0.98473245,0.7115131,-0.6409412,-0.2647242,0.97825086,0.8041139,0.8844813,0.99656165,0.19961268,0.7203647,0.14216578,-0.82248086,1.3106387,-1.2061741,-1.4427136,-3.0690355,-0.98798853,0.7845153,-0.03061482,-0.19055851,-3.2954836,0.03061482,0.47413248,2.2817562,-2.3902404,-1.1961071,-0.36538956,0.6923373
11,1.7752182,0.5421932,1.3244821,0.54354966,59.640335,0.08693396,0.65335375,1.7037143,0.114164725,-0.0,0.08693396,1.0409203,0.5110875,1.0409203,0.5739234,0.65335375,14.209778,7.45215,4.980949,9.852722,59.640335,2144.8335,29.283154,0.88229036,38.537186,1.0808899,-0.3945758,-0.33258116,0.051104367,-1.0915813,-59.044086,-0.6657999,59.807255,0.17386793,1.3179734,0.0,0.8915901,-57.936623,46.27536,-0.8077369,-0.04371953,1.8919132,-59.359314,0.80149364,0.47079206,1.0,0.7782512,-0.664871,0.466374,0.12933607,0.8079643,0.34380764,0.6130277,0.17684823,0.36977065,0.08369058,0.51550055,1.0424383,0.8379679,0.08697746,-0.6536807,-0.22400175,-0.4142604,-1.0822626,0.010944418,-0.11794296,-1.5281833,-0.010944418,0.31991735,-1.5911603,0.6729763,7.5155177,1.1840258,-1.9667743
12,1.9142542,2.5119739,1.1121839,0.5251356,90.42796,0.94674546,0.7741361,1.6263068,0.28251162,-0.0,0.94674546,1.5782658,0.9319243,1.5782658,0.6493281,0.7741361,-16.164312,16.197441,54.244514,-15.118999,90.42796,2541.3386,53.395325,2.28794,44.624207,2.4465535,0.47419995,-0.8131185,-0.043866932,-2.5473757,98.65967,1.8445246,89.17706,1.8934909,1.4092461,0.0,1.2194347,-88.80166,15.360068,0.4911439,-0.13003731,0.15901807,-90.32164,0.2631393,0.73148984,1.0,0.9183306,-0.25722948,-0.007469251,0.27540094,0.8480687,0.5213905,0.7177526,0.15858003,0.06817052,0.25965545,0.76385355,-1.7092797,0.9492871,0.9472192,-0.7745235,-1.3773457,-1.431177,-0.8618885,-0.007908586,-1.0490593,-0.46288452,0.007908586,1.1269163,-0.10084835,1.2920417,0.8176814,-0.0124638,-0.84242773
13,2.5252888,0.4160186,1.2344891,1.4331559,62.094303,0.3475016,1.6320677,1.600393,0.04744856,-0.0,0.3475016,1.0837501,0.5462751,1.0837501,0.9263555,1.6320677,-5.9038167,10.254385,19.910374,8.856391,62.094303,5357.761,31.299255,1.0507408,94.619545,2.419217,-2.1478486,-0.70700324,0.5531195,-0.72336775,-59.32123,0.5501379,61.867958,0.6950032,-0.7366259,0.0,0.48644465,-60.49391,8.115423,-0.65138817,-1.9919467,1.9722171,-61.883644,0.80369437,0.49772328,1.0,0.79458565,-0.66609704,0.43659616,0.17708607,0.9954071,0.35796213,0.62137496,0.69074595,0.88985693,0.46347532,0.5907644,1.0643681,1.3582599,0.34767547,-1.6328844,-0.30812258,1.3393342,-0.32440844,0.026775707,-0.16138801,-2.0733895,-0.026775707,0.9064375,0.014362316,0.58747697,4.696576,0.1757057,0.10980504
14,2.2728558,1.3889273,1.1128097,0.41380265,49.48727,1.1278764,1.1599916,0.25884625,0.17008476,-0.0,1.1278764,0.8637158,0.37406045,-0.0,0.8210372,1.1599916,-14.678763,-14.544238,64.62255,14.191652,-0.0,3808.0276,21.432083,0.99289966,68.128075,0.41147012,0.04970187,2.2500696,-1.2029551,-0.587378,-94.56006,1.4752619,-48.762417,0.0,2.2687197,0.0,-0.55953854,49.746117,32.81105,-0.39681888,-0.27762556,-0.29076266,49.59416,0.93094754,0.3575382,1.0,-0.0,-0.7310354,0.5714121,-0.24852948,0.93939304,0.28524482,0.24182765,0.032284707,0.35300574,0.19986567,0.16460752,1.671466,1.2027795,-1.1284407,-1.160572,0.100238144,-0.4707873,-0.96209246,0.012118586,0.15241821,1.5497105,-0.012118586,0.5702686,-0.32938164,2.0396035,-1.0284741,0.4827782,-1.0077231
15,2.2348478,1.0575447,0.77844465,1.3351641,24.37293,0.10908372,1.1103135,1.6200993,0.20466056,-0.0,0.10908372,0.42538792,0.98726237,-0.0,0.8041732,1.1103135,-14.971036,15.696496,6.2500362,-5.254039,-0.0,3644.9438,56.565964,0.3699332,64.33015,0.5734617,-0.3866527,0.72292185,0.65852845,1.5641494,-65.36286,1.0950638,-25.289291,0.0,-0.5865881,0.0,-0.27153265,24.37293,-9.399339,-0.060128003,-1.3993677,0.831046,24.122473,0.775546,0.75619256,1.0,-0.0,-0.5463036,0.72155374,0.26730162,0.93042386,0.14038551,0.32725465,0.6532047,0.8880512,0.19263029,0.45888162,1.1607563,1.1778834,-0.1091383,-1.110869,0.68773496,1.3332459,-0.97245044,0.016703183,-0.38376185,2.0681937,-0.016703183,0.33492547,-0.116539255,1.0326339,-10.178545,0.7388721,-2.0864637
16,1.6676891,0.690532,1.1603192,0.66491866,126.83165,1.3979831,0.5646765,0.78827316,0.19883405,0.36986712,1.3979831,2.21363,0.74682236,2.21363,0.51143897,0.5646765,-16.205238,-10.762625,80.098526,8.124601,126.83165,1853.7235,42.78977,1.7737939,31.965311,-0.3212747,-1.3314891,-1.780312,0.47425953,1.1585661,-5.5509396,-0.27216196,125.183716,0.0,0.8414086,0.0,-2.3167977,-126.83165,-52.502407,0.15822744,-0.15658599,-0.24909753,-126.68295,0.5489477,0.63324934,1.0,0.97638774,0.35387546,-0.53666943,-0.18566464,0.77473164,0.7313667,0.8415805,0.28367797,0.23059803,0.70543325,0.08658832,0.10679106,0.7457227,-1.3986826,-0.56495905,-2.7085624,-0.883514,0.7068887,0.09233354,-0.48379648,0.6373675,-0.09233354,2.0441172,0.4962045,0.8228744,-0.4039223,-1.8800311,-1.1787248
17,1.3950509,0.913474,0.7544593,0.55222636,1.0477988,0.16208307,0.34612095,0.62238103,0.28281328,-0.0,0.16208307,0.01828754,0.9998192,0.01828754,0.33293092,0.34612095,3.1588955,-16.204893,9.286675,-16.105959,1.0477988,1136.2479,57.28542,0.5296713,20.30685,1.8085091,0.51941663,0.66522354,0.09184909,0.7128814,73.73129,0.11962539,2.2158904,0.32416615,1.2773082,0.0,1.8351185,-1.0477988,95.57676,0.53757906,0.24767625,-1.3003764,-1.3295527,0.44269902,0.76151824,1.0,0.018285502,-0.41587916,0.76152396,-0.27552113,0.6797912,0.0058462936,0.41372386,0.18524277,0.12112847,0.1345463,0.537207,-1.2814538,0.48219302,0.16216418,-0.34629413,0.8877651,-1.2526166,-1.0417693,-0.0047164974,0.5946993,-0.236682,0.0047164974,0.75867885,-2.9092634,1.2894901,2.135454,8.34587,-0.2383695
18,1.947496,0.5894355,1.1563244,0.42133898,8.51008,0.9427621,0.80449885,0.3892992,0.16402385,0.87488645,0.9427621,0.14852893,0.6208473,0.14852893,0.66654444,0.80449885,-15.856147,15.883217,54.016285,15.537864,8.51008,2641.0137,35.571926,1.2852283,44.740845,0.7799135,-0.34921485,1.1616378,-1.0524778,0.9178891,13.472556,-0.40002424,9.678363,1.8855242,2.1744843,0.0,1.6041281,-8.51008,38.164665,-0.040809512,0.059818745,-0.54086035,-8.364834,-0.87488645,0.5517177,1.0,0.14744626,0.70384836,0.75693125,0.27032503,0.8572253,0.048888683,0.43910697,0.04185143,0.52817976,0.08820559,0.76270294,-0.22120996,0.97470343,0.9432338,-0.8049014,0.86338264,0.11985361,-1.0794303,-0.0635061,0.20480685,32.722687,0.0635061,0.65653,0.35732743,2.4092896,0.8533424,1.528062,-1.941812
19,1.9675853,2.4862382,0.79516816,0.39390305,36.08082,1.5257975,0.8231988,0.5229174,0.09188709,-0.0,1.5257975,0.6297291,0.37112632,-0.0,0.6768071,0.8231988,6.014761,16.105612,87.42175,-15.978144,-0.0,2702.4019,21.263971,1.550076,47.23338,0.06630224,-0.4071669,2.3004768,-1.7705328,-0.38785344,-28.716244,-0.21284321,-37.288815,0.0,2.6023982,0.0,-0.92206794,36.08082,34.312283,-1.2183173,0.108451664,2.1816487,35.851616,0.067464575,0.3549765,1.0,-0.0,-0.067362405,0.66858894,0.27391914,0.86268353,0.20791651,0.28743,0.0061611533,0.72809196,0.5357941,0.049669653,0.51581854,0.9898541,-1.5265609,-0.8236107,0.45681322,0.7939051,-0.06089254,0.027867785,-4.160242,1.0875975,-0.027867785,-0.01660488,1.0729669,-3.7192564,-0.5395203,1.192621,-1.5834824
20,0.40448156,0.5178526,1.1389467,1.1727316,81.64793,0.5366565,1.5000046,1.5242405,0.26716292,0.37861714,0.5366565,1.4250252,-0.0,-0.0,-0.0,-0.0,-12.066208,5.8762383,30.74815,-10.311694,-0.0,-4924.224,-2.7612042,0.38462862,-86.34238,-1.1252365,0.09408975,1.5857303,0.8264096,2.182305,33.361496,-1.218594,-82.94774,0.0,-0.32004088,3.0000093,-0.830422,81.64793,-17.011496,1.8224822,1.3406689,2.5638804,81.77803,-0.08485165,-0.04815484,-1.0,-0.0,0.36150593,0.14424238,0.10220163,0.021312058,0.47074726,0.13243243,0.5844465,0.8883157,0.5534588,0.33537897,-0.58255935,-1.3455727,-0.536925,1.5007552,-1.0339148,1.3341377,0.009269657,0.0,0.2574003,1.3330572,-0.044962153,1.2661394,0.3033035,-0.048821185,2.7950926,0.06455755,0.94748574
21,1.0218227,2.3883417,0.9093684,1.0053203,22.034071,0.52030283,0.021591356,0.4993185,0.12732396,0.7778786,0.52030283,0.3845671,0.9469185,-0.0,0.021588001,0.021591356,2.1355174,15.267282,29.811155,6.1832004,-0.0,70.880226,54.25443,1.5844133,0.19711745,-0.4538784,0.87143946,0.38987342,0.99467963,-0.37128076,-50.788315,0.5225606,-23.16512,0.0,-0.010612568,0.0,0.59427124,22.034071,63.968304,-0.36505008,-0.026897615,1.4757478,21.939066,-0.7778786,0.7383848,0.8446246,-0.0,0.6514874,0.72917384,0.26033184,0.51420194,0.12689498,0.33521032,0.502802,0.80820787,0.8521229,0.34010267,0.8872439,0.02256044,-0.5205632,-0.02160216,0.7238989,1.064035,1.5399789,0.00042494384,0.25622162,0.045410577,-0.00042494384,-7.1169386,-13.277722,0.9469318,-0.04149767,1988.3901,-0.16709729
22,1.6984603,2.3773422,0.95952755,2.390798,26.646498,0.8644921,0.58975893,0.12900546,0.04623646,-0.0,0.8644921,0.46506914,0.98388624,0.46506914,0.5297222,0.58975893,-16.101725,8.248371,49.531746,16.119835,26.646498,1936.0641,56.372524,1.2589655,34.183334,1.1287364,-1.7487886,0.8747437,-1.1108779,-0.99498856,-52.72731,-0.78158224,27.100206,1.7289842,-2.21144,0.0,-0.006855905,-26.517492,-49.643215,0.8197449,-1.4613862,-0.6309475,-26.687813,1.2449818,0.7547433,1.0,0.43420663,-0.35716605,0.7132608,0.14297488,0.78445566,0.15349942,0.5007984,0.9620019,0.5527659,0.50931054,0.740095,0.9310241,0.7727141,0.86492467,-0.59005404,0.6493089,0.20275158,-0.1618192,0.011061353,-0.3666496,-1.0942183,-0.011061353,0.7460049,0.5521177,4.297667,0.6822028,2.5697253,-0.8389661
23,0.8856415,2.355577,0.91666937,2.4644942,19.327898,1.4324623,0.12204537,0.26287383,0.103092775,0.66061413,1.4324623,0.33733547,0.87447983,0.33733547,-0.0,-0.0,5.1358685,13.9469,82.07404,-13.905078,19.327898,-400.65125,50.104,-0.8022756,-7.7865863,1.4014446,2.319121,1.1454399,-1.3948679,-0.5939118,-40.23874,-0.91562533,20.253798,0.0,-2.384762,0.24409074,-2.6157188,-19.327898,-68.038284,0.57507646,-0.7799413,1.3029205,-19.414906,0.52264225,0.703643,-0.99999833,0.32509655,0.578772,0.73689014,0.23872288,0.43813014,0.111285776,0.47590402,0.9780941,0.9801538,0.9529977,0.07662913,0.70264995,-0.18859486,-1.4331791,0.12210643,0.76140475,1.6437917,2.2039235,-0.0,0.30661112,-0.0870854,0.0030330317,0.046293296,-0.8441906,9.947741,0.085199706,63.352493,1.1046411
24,1.745689,2.5479329,0.81785744,0.71626604,2.47422,0.46683598,0.6286897,1.2967612,0.114025965,0.7596837,0.46683598,0.04318329,0.9887375,-0.0,0.55714935,0.6286897,-16.058481,12.574222,26.74773,-3.8106704,-0.0,2063.8662,56.650482,0.7038922,35.025795,-0.7556891,-0.6613132,0.39017344,0.5934104,0.36147875,75.73651,0.55167896,-2.096815,0.0,0.68069375,0.0,-1.3296181,2.47422,-49.500282,1.0708715,-0.29498613,0.20215504,2.2731528,0.10309839,0.7568235,1.0,-0.0,0.64089066,0.7612023,0.21600482,0.79904294,0.014073881,0.40174362,0.32310733,0.25155312,0.51476187,0.35554636,-1.3115348,0.8132045,-0.46706957,-0.6290043,0.8860447,-0.8128589,-0.14146273,-0.008370496,0.220461,0.45413128,0.008370496,2.6532369,0.52385265,1.0514004,-1.3467036,2.5276809,-0.984904
25,0.718136,0.42835012,0.9650631,1.6358238,18.381422,1.645348,0.34405908,0.10499746,0.16537777,0.91747314,1.645348,0.32081637,0.9033296,-0.0,-0.0,-0.0,6.978295,-7.929754,94.27149,16.196648,-0.0,-1129.4792,51.756973,0.8346442,-21.285954,0.82675046,0.011305809,0.85970557,0.31939,0.7428169,16.355375,-1.9242522,-19.922136,0.0,-1.0310359,0.68811816,-1.4089184,18.48642,13.829103,-0.120648086,-0.14808756,0.3002895,18.34586,-0.91747314,0.7179153,-1.0,-0.0,0.72469985,0.73932016,-0.13752335,0.32662493,0.10582652,0.3476349,0.7608554,0.60002726,0.29133734,0.015138,-0.285598,-0.49810407,-1.6461712,0.34423125,0.7734091,0.3621045,-0.7982257,0.0,-0.08799502,-0.41615832,-0.021036454,0.598785,0.061687242,1.0524892,0.20911023,8.016601,0.28107372
26,0.41653445,0.97357565,1.2614287,0.54901856,46.25356,0.8054816,1.3573887,0.04877931,0.27856603,0.13615417,0.8054816,0.80727696,0.5057689,-0.0,-0.0,-0.0,13.5563,-15.127606,46.150696,-5.510773,-0.0,-4456.044,28.978422,-0.9677895,-77.90965,-0.9024664,-1.162408,1.4998353,0.077056766,0.07555914,-24.19577,1.3512166,-47.08315,0.0,1.2921813,2.7147775,-1.1845217,46.25356,-21.81358,1.5891678,1.9570117,0.39503348,46.485806,0.24288595,0.46664196,-1.0,-0.0,0.13531904,0.5989244,-0.2580578,0.03692895,0.2665928,0.2528272,0.18215477,0.6301279,0.40764618,0.25772995,0.4225072,-1.3022243,-0.80588466,1.358068,0.19434845,0.46359593,-0.50175494,-0.0,-1.9271308,1.5040878,0.05610025,0.7921999,0.110638835,0.65717125,1.685189,0.37528715,1.1621869
