,oz2_relu,oz16_relu,oz13_relu,oz8_relu,oz3_relu,oz20_cos,oz19_cos,oz1_cos,oz14_cos,oz3_cos,oz9_rbfFeature,oz7_rbfFeature,oz1_rbfFeature,oz18_rbfFeature,oz24_rbfFeature,oz19_negative,oz2_negative,oz8_negative,oz14_negative,oz15_negative,oz15_abs,oz20_abs,oz14_abs,oz2_abs,oz3_abs,oz2_degree,oz3_degree,oz18_degree,oz17_degree,oz16_degree,oz16_square,oz5_square,oz20_square,oz2_square,oz3_square,oz14_tanh,oz2_tanh,oz23_tanh,oz9_tanh,oz11_tanh,oz26
10,1.441992,-0.0,0.7854531,-0.0,2.433755,0.261417,0.81146187,0.33512786,-0.14020675,-0.75976956,0.27879536,0.21873614,-0.02759883,-0.27118185,-0.22506236,0.6241471,-1.441992,0.030304058,-1.7114666,-1.2055709,1.2055709,1.3063064,1.7114666,1.441992,2.433755,82.620056,139.44388,-47.101112,-56.579258,-76.70388,1.7922124,0.37912005,1.7064363,2.0793412,5.923163,0.93682724,0.89409804,-0.92553085,-0.6875886,0.89024174,0.6923373
11,0.65335375,-0.0,-0.0,1.7037143,1.0409203,0.988487,0.22660998,0.5110875,0.75944346,0.5054264,0.17196245,0.28102142,-0.114164725,0.13006456,0.24800742,-1.3422006,-0.65335375,-1.7037143,0.7083391,0.08693396,0.08693396,0.15188912,0.7083391,0.65335375,1.0409203,37.43441,59.640335,59.69744,-23.7235,-46.103397,0.6474715,0.44703627,0.023070304,0.42687112,1.0835149,-0.6096342,0.5739234,-0.6121397,-0.6121329,-0.80149364,-1.9667743
12,0.7741361,-0.0,-0.0,1.6263068,1.5782658,0.8911383,0.86225694,0.9319243,0.72128034,-0.00746939,-0.26387632,0.10632571,0.28251162,0.2826987,-0.2821205,0.5310872,-0.7741361,-1.6263068,0.76514727,0.94674546,0.94674546,0.47094855,0.76514727,0.7741361,1.5782658,44.35473,90.42796,-97.88553,-81.95939,-15.623944,0.07435945,1.0556978,0.22179253,0.59928674,2.490923,-0.6440988,0.6493281,-0.9381964,0.92106885,-0.2631393,-0.84242773
13,1.6320677,-0.0,1.3441544,1.600393,1.0837501,0.6670795,0.3414975,0.5462751,0.9298664,0.4680176,0.15457319,0.21065725,-0.04744856,0.1789728,-0.103041045,-1.2222866,-1.6320677,-1.600393,-0.3767469,0.3475016,0.3475016,0.84051466,0.3767469,1.6320677,1.0837501,93.51058,62.094303,60.9533,76.699814,-7.96085,0.01930517,0.29464465,0.7064649,2.663645,1.1745143,0.359879,0.9263555,0.9336118,-0.8770253,-0.80369437,0.10980504
14,1.1599916,-0.0,-0.0,0.25884625,-0.0,0.9349998,0.790594,0.37406045,0.18339862,0.64961696,0.24769107,0.10688805,0.17008476,-0.25384486,-0.25619277,0.6590179,-1.1599916,-0.25884625,1.3863537,-1.1278764,1.1278764,0.36253777,1.3863537,1.1599916,0.8637158,66.46262,-49.48727,95.72005,-26.960632,-32.56336,0.3230079,0.34117296,0.13143364,1.3455806,0.74600506,-0.88236606,0.8210372,0.2021098,0.3285318,-0.93094754,-1.0077231
15,1.1103135,0.16244894,-0.0,-0.0,-0.0,0.9395719,0.09965168,0.98726237,0.9560624,0.9108787,-0.09170028,-0.25045738,-0.20466056,0.27395555,-0.2612939,1.470979,-1.1103135,1.6200993,-0.2975339,-0.10908372,0.10908372,0.34941858,0.2975339,1.1103135,0.42538792,63.616276,-24.37293,66.473175,76.35115,9.307638,0.026389658,0.7097852,0.12209334,1.2327962,0.18095489,0.2890542,0.8041732,-0.83074236,0.05594996,-0.6130971,-2.0864637
16,0.5646765,0.9188148,1.7013562,-0.0,2.21363,0.28745016,0.88575286,0.74682236,0.9075776,-0.5994659,0.14180106,0.14869519,0.19883405,-0.18784325,-0.28283477,0.48268288,-0.5646765,0.78827316,0.43331805,-1.3979831,1.3979831,1.2792327,0.43331805,0.5646765,2.21363,32.35358,126.83165,6.1156163,-50.596302,52.644207,0.8442206,1.5247521,1.6364365,0.31885958,4.9001575,-0.40809053,0.51143897,0.9127992,-0.37029296,0.36986712,-1.1787248
17,0.34612095,-0.0,-0.0,-0.0,0.01828754,0.97035503,0.5185654,0.9998192,0.77536017,0.9998328,-0.28110203,-0.2817539,0.28281328,-0.28282875,0.05513313,-1.025624,-0.34612095,0.62238103,0.6835111,0.16208307,0.16208307,0.2441007,0.6835111,0.34612095,0.01828754,19.831268,1.0477988,-73.38517,-71.73375,-95.857864,2.7990477,0.034579057,0.059585154,0.11979971,0.0003344341,-0.5937972,0.33293092,0.7061906,-0.09050034,-0.44269902,-0.2383695
18,0.80449885,-0.0,1.2241013,-0.0,0.14852893,0.9872152,0.86016375,0.6208473,0.25768894,0.98898983,0.2711869,0.14524631,-0.16402385,0.27721444,-0.27674198,0.53520566,-0.80449885,0.3892992,1.3101667,0.9427621,0.9427621,0.16007572,1.3101667,0.80449885,0.14852893,46.094387,8.51008,-12.668057,6.8636713,-37.89348,0.43740496,1.2674485,0.025624238,0.6472184,0.022060843,-0.8643176,0.66654444,-0.12735197,-0.5285899,0.87488645,-1.941812
19,0.8231988,-0.0,0.33970234,-0.0,-0.0,0.56394345,-0.027742565,0.37112632,-0.09978509,0.80818707,-0.27887124,-0.22920161,0.09188709,0.28109598,0.10497739,1.5985425,-0.8231988,0.5229174,1.6707478,-1.5257975,1.5257975,0.97164303,1.6707478,0.8231988,0.6297291,47.165813,-36.08082,29.539442,45.464657,-34.591152,0.36448938,2.0298452,0.9440902,0.67765623,0.39655873,-0.93165046,0.6768071,0.16321348,0.91077083,-0.067464575,-1.5834824
20,-0.0,0.2937655,0.2845274,-0.0,-0.0,0.5372082,0.20347507,-0.04819211,0.9871147,0.1452554,-0.17997302,0.13010378,0.26716292,0.102559716,-0.21059507,-1.3658904,1.5000046,1.5242405,-0.16070512,-0.5366565,0.5366565,1.0036727,0.16070512,1.5000046,1.4250252,-85.94393,-81.64793,-33.361496,76.40222,16.831522,0.08629816,0.5289468,1.0073589,2.250014,2.0306969,0.15933578,-0.9051491,-0.5236655,-0.6580646,0.37861714,0.94748574
21,0.021591356,-0.0,-0.0,-0.0,-0.0,0.025583174,-0.037764672,0.9469185,0.99998593,0.92696095,0.10791721,-0.095004976,-0.12732396,0.26646435,0.037271813,1.60857,-0.021591356,0.4993185,-0.0053063086,-0.52030283,0.52030283,1.5452104,0.0053063086,0.021591356,0.3845671,1.2370934,-22.034071,50.809906,60.934223,-63.860386,1.2422754,0.030909328,2.387675,0.00046618664,0.14789186,0.005306259,0.021588001,-0.71068496,0.87059927,0.7778786,-0.16709729
22,0.58975893,0.871348,1.3751549,0.12900546,0.46506914,0.60293365,0.99950695,0.98388624,0.22893497,0.89379054,0.2813442,-0.041314255,-0.04623646,0.14396124,-0.28102812,0.0314026,-0.58975893,-0.12900546,-1.3398129,0.8644921,0.8644921,0.9236231,1.3398129,0.58975893,0.46506914,33.790695,26.646498,53.31707,11.610999,49.92456,0.75924736,1.1128752,0.8530796,0.3478156,0.21628931,0.8716273,0.5297222,0.17633095,0.8659831,-0.37363374,-0.8389661
23,-0.0,1.1832564,-0.0,-0.0,0.33733547,-0.15667205,0.06864256,0.87447983,0.08790738,0.94363993,-0.2426894,-0.08700841,0.103092775,0.24341935,0.08963782,-1.5020998,0.12204537,0.26287383,-1.4827753,-1.4324623,1.4324623,1.7281165,1.4827753,0.12204537,0.33733547,-6.992684,19.327898,40.23874,94.135216,67.79559,1.4000957,0.6509994,2.9863868,0.014895072,0.11379522,0.90198666,-0.121443,0.3474985,0.85678566,0.66061413,1.1046411
24,0.6286897,0.8627821,1.4209969,-0.0,-0.0,0.59501874,0.920647,0.9887375,0.94040054,0.9990677,-0.06650875,-0.20106727,0.114025965,0.21946158,-0.28027338,0.40106165,-0.6286897,1.2967612,0.34699014,-0.46683598,0.46683598,0.9335074,0.34699014,0.6286897,0.04318329,36.021263,-2.47422,-75.10782,-46.550087,49.433773,0.744393,0.6076887,0.87143606,0.39525074,0.0018647965,-0.33370358,0.55714935,-0.35481423,0.9352824,0.7596837,-0.984904
25,-0.0,-0.0,0.9061673,0.10499746,-0.0,0.8636178,0.32267877,0.9033296,0.8582792,0.9489783,0.28268483,-0.03556172,-0.16537777,-0.13840032,0.12179423,-1.242238,0.34405908,-0.10499746,-0.5388892,-1.645348,1.645348,0.52839416,0.5388892,0.34405908,0.32081637,-19.713133,-18.381422,-16.355375,20.736683,-13.546418,0.055898964,0.6514824,0.2792004,0.11837665,0.10292314,0.49214664,-0.33109635,-0.92681587,-0.8478144,0.91747314,0.28107372
26,-0.0,0.37904012,1.2985622,-0.0,-0.0,0.7389503,0.5486446,0.5057689,0.76961505,0.6914681,-0.09618114,0.23224492,0.27856603,-0.26402655,0.23660208,0.99005413,1.3573887,0.04877931,0.6925583,-0.8054816,0.8054816,0.7392853,0.6925583,1.3573887,0.80727696,-77.772644,-46.25356,24.19577,26.548803,21.717398,0.14367141,1.29678,0.54654276,1.8425041,0.6516961,-0.59962296,-0.87578607,-0.3265623,-0.026779827,0.13615417,1.1621869
27,-0.0,-0.0,-0.0,-0.0,0.36200613,0.14745612,0.6158086,0.5183893,0.98789096,0.93518823,-0.264598,0.109002575,0.2340158,-0.0006459533,-0.28083757,0.90738446,0.24858624,0.8561475,0.15577891,-1.4561917,1.4561917,1.4228005,0.15577891,0.24858624,0.36200613,-14.242942,20.741423,-28.178942,-13.067425,-15.784684,0.07589734,0.017427705,2.0243614,0.06179512,0.13104844,-0.15453093,-0.24358927,0.062302377,0.36449718,0.8254441,1.1748396
28,-0.0,-0.0,-0.0,-0.0,0.09411246,0.9985517,0.6612749,0.5228531,0.79295194,0.9955747,0.24039851,-0.26913428,0.20904703,0.16806065,-0.08643021,-0.8482793,0.89102364,1.4474696,-0.65515757,0.7336941,0.7336941,0.053826183,0.65515757,0.89102364,0.09411246,-51.05189,5.3922467,14.78035,-7.6902437,-94.50905,2.720831,0.5218332,0.002897258,0.79392314,0.008857156,0.5751318,-0.711899,0.6419993,0.40030706,-0.76192623,0.5442673
29,0.5408388,0.7920334,-0.0,0.14285846,-0.0,0.9887773,0.06776544,0.9817386,0.68340266,0.9682347,0.12902391,0.28215876,-0.25560585,-0.2710689,-0.12439371,1.5029789,-0.5408388,-0.14285846,0.81838286,0.2583149,0.2583149,0.14995857,0.81838286,0.5408388,0.25272474,30.987778,-14.48006,-11.64076,8.198429,45.38017,0.6273169,0.22271219,0.022487571,0.29250658,0.06386979,-0.67418873,0.4936226,0.8566267,0.3913009,-0.8797076,-0.7095835
30,-0.0,-0.0,-0.0,-0.0,-0.0,-0.17674652,0.007731794,0.6288512,0.6475597,0.65352017,0.18981391,0.09958165,0.28066555,-0.27651894,0.17099525,-1.5630645,1.1138827,0.40626717,0.86641866,0.61579835,0.61579835,1.7484763,0.86641866,1.1138827,0.85857046,-63.82077,-49.19246,-12.815464,-0.08178583,-19.180721,0.11206877,2.00155,3.0571692,1.2407346,0.7371432,-0.6995499,-0.8054306,0.8443011,-0.16411328,0.72869974,-0.09804114
31,-0.0,0.10429468,0.6658323,1.0045458,0.006024827,0.94909483,0.7733855,0.33089253,0.092699364,0.9999819,0.12685908,-0.17426704,0.24468261,-0.13125938,0.25266132,0.6866319,0.64252967,-1.0045458,1.4779637,0.66221666,0.66221666,0.32044655,1.4779637,0.64252967,0.006024827,-36.814236,0.34519714,37.100136,88.98441,5.9756446,0.01087738,0.60244006,0.102685995,0.41284436,3.6298537e-05,-0.9010858,-0.5666195,-0.93391496,-0.66168696,0.012855088,0.8591651
32,-0.0,-0.0,0.70596683,0.75770307,-0.0,0.25269648,0.82698226,0.9986743,0.89374924,0.99991083,-0.13828169,-0.2330757,-0.11488055,-0.27204183,0.025359357,-0.5970775,0.6141594,-0.75770307,-0.4651612,0.8256138,0.8256138,1.3153301,0.4651612,0.6141594,0.013353916,-35.18874,-0.76512295,-77.82342,-82.22531,-18.051954,0.099266626,0.0031855854,1.7300934,0.37719178,0.00017832707,0.43428135,-0.54704833,-0.5268561,-0.23046832,0.4471169,1.4106588
33,-0.0,-0.0,0.8512947,1.4167783,-0.0,0.9999178,0.99730533,0.7904665,-0.022766454,0.5973132,-0.14274074,-0.2769543,-0.010442052,0.049368285,-0.24845567,0.073428184,1.2663472,-1.4167783,1.5935647,-0.459686,0.459686,0.012820253,1.5935647,1.2663472,0.93064946,-72.55634,-53.322285,-60.674976,-5.6304364,-4.7656,0.0069181505,1.184208,0.00016435889,1.6036352,0.8661084,-0.9206941,-0.85280454,0.87993544,0.57517624,0.8762438,0.043368947
34,1.2091056,1.5133917,-0.0,0.9837906,1.6200612,0.86380154,0.24538265,0.26534668,0.96776026,-0.049244907,0.20218106,-0.12968631,0.017142052,0.059022523,0.27505192,-1.3228819,-1.2091056,-0.9837906,0.2546154,0.16991463,0.16991463,0.52802956,0.2546154,1.2091056,1.6200612,69.27664,92.82266,-46.563747,62.083317,86.71095,2.2903545,2.1174435e-06,0.2788152,1.4619364,2.6245983,-0.24925227,0.836411,0.87283075,0.83375007,-0.9042705,0.043951437
35,1.6798363,0.025913088,-0.0,1.3814799,0.6069716,0.6390243,0.21112926,-0.37027267,0.2531637,0.8213791,0.16789225,0.2707469,-0.0055675707,-0.07076023,-0.00018910704,1.3580662,-1.6798363,-1.3814799,-1.3148472,-0.5820403,0.5820403,0.8775672,1.3148472,1.6798363,0.6069716,96.24752,34.77691,97.325264,85.152794,1.4847105,0.0006714881,0.17343782,0.77012414,2.8218498,0.36841455,0.86549675,0.9328403,0.6158342,-0.2267038,-0.7699265,0.12153049
36,1.0760201,-0.0,-0.0,0.80881554,0.6005363,-0.029879577,0.25921378,-0.042590648,0.9919009,0.8250327,-0.26823238,-0.2823859,0.12897201,0.27963743,-0.28224686,-1.3085883,-1.0760201,-0.80881554,0.12735803,-1.3322959,1.3322959,1.6006804,0.12735803,1.0760201,0.6005363,61.65141,34.40819,-83.1058,35.571434,-96.699745,2.8484292,0.75032157,2.5621777,1.1578193,0.36064383,-0.12667388,0.79171854,0.9376167,0.94160604,-0.36796036,0.038865633
37,0.73772734,-0.0,1.027063,-0.0,0.5874494,0.6089398,0.6839827,0.9976545,0.87158567,0.83235705,0.2115095,-0.21597579,-0.2826823,0.27927342,0.17276843,0.8175881,-0.73772734,0.3776226,-0.51236874,0.7421398,0.7421398,0.91607296,0.51236874,0.73772734,0.5874494,42.26866,33.658367,-95.65916,-39.716064,-66.96448,1.3659781,2.7522388,0.83918965,0.5442416,0.34509677,0.47178876,0.6277702,0.8062859,0.6556357,0.005991462,-1.430588
38,-0.0,-0.0,1.293122,1.4706733,0.14791496,0.33681554,0.57141757,0.6283589,-0.063829914,0.9890805,0.14223784,0.28261745,0.19081849,0.28123543,-0.013790757,0.9625642,0.51246125,-1.4706733,1.6346697,1.2928127,1.2928127,1.2272636,1.6346697,0.51246125,0.14791496,-29.361864,8.474902,45.18647,-18.248972,-7.4358873,0.016843036,0.04895286,1.5061759,0.26261652,0.021878835,-0.9267237,-0.47186068,0.5460347,-0.70108604,0.8249968,0.64306337
39,1.4859582,0.699711,-0.0,-0.0,-0.0,0.6334008,0.64127684,0.08021188,0.09501938,0.6329595,0.20210041,-0.24219292,-0.28040406,0.28121322,-0.2797047,-0.87463516,-1.4859582,0.4615608,1.4756334,0.38375342,0.38375342,0.88485616,1.4756334,1.4859582,0.88542634,85.13913,-50.73119,-29.572206,-45.739704,40.090485,0.48959553,0.33286774,0.7829704,2.2080717,0.78397983,-0.9006467,0.9025783,0.8037925,0.7080338,-0.5368398,0.6826434
40,0.74372905,1.4487664,0.54521495,-0.0,-0.0,-0.01630155,0.6253523,0.9945222,-0.011758935,0.99915636,-0.25545874,0.06857598,0.091043904,0.105412744,0.25040504,-0.89521337,-0.74372905,1.1198719,-1.5825555,1.7498273,1.7498273,1.5870986,1.5825555,0.74372905,0.04107999,42.612534,-2.35371,-50.066338,81.1661,83.008194,2.098924,2.0706832,2.518882,0.5531329,0.0016875656,0.919,0.63139296,-0.9077593,0.7577882,0.5466821,-1.6072124
41,0.44651353,-0.0,-0.0,0.09223332,1.0041059,0.20998697,0.99952286,0.39269802,0.28390035,0.53684276,0.027821593,-0.22363034,0.10627747,0.03840489,-0.17059685,-0.03089157,-0.44651353,-0.09223332,1.2829369,0.20275496,0.20275496,1.3592347,1.2829369,0.44651353,1.0041059,25.58334,57.53103,26.921106,-55.708527,-7.734269,0.018221887,0.60166866,1.8475189,0.19937433,1.0082287,-0.8572655,0.41902894,-0.8082597,0.46926263,-0.874532,-1.9006981
42,0.87198293,1.0465924,0.30451223,-0.0,1.1370133,0.9631929,0.8466156,0.17030971,0.99957395,0.42030644,-0.24159828,0.21653077,0.26551422,0.2787333,0.23814733,-0.56120276,-0.87198293,0.030122222,-0.029191632,-0.90968186,0.90968186,0.2721587,0.029191632,0.87198293,1.1370133,49.960938,65.14606,5.408588,44.881176,59.96532,1.0953555,0.8838483,0.074070364,0.7603542,1.2927992,0.029183343,0.70238024,-0.48020354,0.8757611,-0.06517165,-0.8216746
43,1.4132681,-0.0,-0.0,0.41301522,-0.0,0.8366993,0.38114056,0.56770945,0.97597384,0.94571877,-0.19687149,-0.23240295,0.029657815,0.26616877,-0.16341887,1.1797667,-1.4132681,-0.41301522,-0.21964969,-0.51472336,0.51472336,0.57956797,0.21964969,1.4132681,0.3309971,80.97429,-18.964737,39.608604,65.204094,-90.75619,2.5090382,0.9779738,0.33589903,1.9973267,0.10955909,0.21618414,0.8881861,-0.72960955,-0.862849,0.42645097,-0.60365623
44,0.22639316,-0.0,1.2280362,-0.0,-0.0,0.74824315,0.20292927,0.8052386,0.068287194,0.9102952,-0.21443693,-0.03678362,-0.2627239,-0.28266546,0.07853528,1.3664478,-0.22639316,0.55379385,1.502456,1.5885853,1.5885853,0.7253863,1.502456,0.22639316,0.42679968,12.971372,-24.45382,58.59767,-94.86724,-45.85017,0.6403784,1.2852641,0.52618533,0.051253863,0.18215796,-0.9055911,0.22260301,-0.66072655,0.92669713,-0.63551754,-0.8921034
45,1.177173,0.546669,0.89044803,-0.0,-0.0,-0.19884513,0.58681846,0.81320804,0.75607914,0.31507754,-0.1865369,0.2564615,-0.27424708,-0.0008473087,-0.20251738,0.9436723,-1.177173,0.49152187,-0.7134949,-0.23679219,0.23679219,1.7709757,0.7134949,1.177173,1.250258,67.447044,-71.6345,34.873516,17.726183,31.321825,0.298847,2.7547653,3.136355,1.3857363,1.563145,0.61286366,0.8265581,-0.6382624,0.5569404,-0.89904505,-2.1581025
46,0.6651279,-0.0,-0.0,1.4121728,1.1251148,0.4891349,0.99311924,0.8083247,0.99298203,0.43107292,-0.26846045,0.21570599,-0.20898752,0.17493865,0.28140005,-0.11737686,-0.6651279,-1.4121728,0.11854262,-1.3666345,1.3666345,1.0596987,0.11854262,0.6651279,1.1251148,38.109016,64.464325,8.858753,-74.791664,-21.468987,0.14040346,0.025072364,1.1229613,0.4423951,1.2658833,-0.11799046,0.58176583,0.7788237,-0.7558073,0.82907814,-1.3009163
47,0.54756474,-0.0,0.7536356,1.4539202,-0.0,0.9986913,0.87839645,0.97297734,0.8062389,0.9200715,-0.10710168,0.28180286,0.28084266,-0.2726299,0.27921322,0.4982997,-0.54756474,-1.4539202,-0.6330297,-0.83104587,0.83104587,0.051166113,0.6330297,0.54756474,0.40253335,31.373148,-23.063461,10.700232,17.80526,-52.82646,0.8500762,2.7240233,0.0026179713,0.29982716,0.1620331,0.5601349,0.49869284,-0.29178607,0.05443101,-0.54460907,-0.81710345
48,-0.0,0.46246043,1.065129,0.88972884,-0.0,0.6959109,0.58580416,0.28563353,0.8329058,0.34439522,0.28211373,-0.2767275,-0.23614061,-0.23339467,0.05946987,-0.9449244,1.5988913,-0.88972884,0.5864585,-1.234752,1.234752,0.8011088,0.5864585,1.5988913,1.2192018,-91.60972,-69.85511,-19.805819,-30.26487,26.497028,0.21386965,2.6237617,0.64177525,2.5564532,1.486453,-0.52734375,-0.9215015,-0.11901066,-0.2165426,0.5444231,-0.51843643
49,0.73639333,-0.0,-0.0,0.071352184,-0.0,0.49660912,0.967295,0.073576026,0.36140078,0.7329301,-0.22401313,0.25680223,0.26213318,0.23595594,0.053798147,-0.25645614,-0.73639333,-0.071352184,1.2010266,-0.97481614,0.97481614,1.0511086,1.2010266,0.73639333,0.74817723,42.192226,-42.867393,-68.04551,90.635925,-41.598965,0.5271325,2.9747796,1.1048293,0.54227513,0.55976915,-0.83396745,0.6269611,-0.45074263,-0.73010916,-0.83792454,-0.9664468
50,-0.0,1.2325685,1.6918806,-0.0,0.16667403,0.6909347,0.9089189,0.21049802,0.16467439,0.98614204,0.28268522,-0.06142778,0.0025749658,0.16443634,-0.07818503,0.43011233,1.1107658,0.7399857,1.4053684,1.0383483,1.0383483,0.8080151,1.4053684,1.1107658,0.16667403,-63.64219,9.549718,-97.826294,13.7229805,70.62097,1.5192251,0.76954,0.6528884,1.2338006,0.027780233,-0.88650656,-0.8043329,-0.61688817,0.7069497,0.39128566,0.20728841
51,-0.0,-0.0,-0.0,-0.0,-0.0,0.19400418,0.5592331,0.6333983,0.053355813,0.98650044,0.23328242,-0.25021043,0.070585206,-0.27183047,0.0849267,-0.9773359,1.2855779,0.73052835,-1.5174152,-0.92718387,0.92718387,1.3755541,1.5174152,1.2855779,0.16449963,-73.65818,-9.425134,-55.792347,59.356213,-30.327387,0.28017202,1.365654,1.8921491,1.6527106,0.027060127,0.90824616,-0.857964,-0.7988437,-0.9229106,0.702704,0.2913404
52,-0.0,0.013399029,1.3500265,0.6757442,0.098821335,0.98970526,0.9997918,0.8701696,0.50952464,0.9951211,0.2569542,-0.12584038,-0.055103727,0.21772143,-0.21577707,-0.020407356,0.15581113,-0.6757442,1.036164,1.7479349,1.7479349,0.1436137,1.036164,0.15581113,0.098821335,-8.92732,5.662045,8.328951,-17.276112,0.76770777,0.00017953398,0.38661242,0.020624893,0.024277108,0.009765656,-0.77636874,-0.15456237,-0.93450415,0.9444401,-0.10578998,1.1187307
