,capital_run_length_average_relu,word_freq_email_relu,char_freq_%28_relu,char_freq_%21_relu,word_freq_you_relu,word_freq_hp_sin,word_freq_make_sin,char_freq_%28_sin,char_freq_%21_sin,word_freq_your_sin,word_freq_hp_mmnorm,capital_run_length_longest_mmnorm,word_freq_free_mmnorm,char_freq_%28_mmnorm,word_freq_re_mmnorm,capital_run_length_longest_ln,capital_run_length_average_ln,char_freq_%21_tanh,word_freq_you_tanh,word_freq_business_tanh,word_freq_all_tanh,word_freq_our_tanh,char_freq_%21_square,word_freq_free_square,word_freq_our_square,word_freq_re_square,capital_run_length_total_square,capital_run_length_total_recip,word_freq_hp_recip,word_freq_will_recip,word_freq_your_recip,capital_run_length_average_recip,word_freq_hp_degree,word_freq_business_degree,capital_run_length_longest_degree,char_freq_%21_degree,char_freq_%21_negative,word_freq_all_negative,char_freq_%24_negative,word_freq_business_negative,word_freq_our_negative,class
14,1.971,0.0,0.102,0.357,3.21,0.0,0.0,0.101823226,0.34946495,0.287478,0.0,0.0023027633,0.2675,0.010459393,0.0,3.1780539,0.678541,0.3425688,0.996748,0.0,0.8895989,0.6106768,0.127449,28.6225,0.5041,0.0,42025.0,0.004878049,0.0,0.35,2.85,0.50735664,0.0,0.0,1375.0988,20.454594,-0.357,-1.42,-0.0,-0.0,-0.71,1
15,5.659,0.0,0.063,0.572,1.7,0.0,0.0,0.06295834,0.5413148,0.95510083,0.0,0.0054064877,0.0635,0.006460213,0.0,4.0073333,1.7332472,0.51682657,0.93540907,0.0,0.39693043,0.8537977,0.327184,1.6129,1.6129,0.0,62001.0,0.004016064,0.0,0.0,1.27,0.17670967,0.0,0.0,3151.2678,32.773186,-0.572,-0.42,-0.063,-0.0,-1.27,1
16,4.652,0.0,0.0,0.428,1.88,0.0,0.0,0.0,0.41505203,0.306575,0.0,0.0030036042,0.0,0.0,0.0,3.4339871,1.5372972,0.40364853,0.9544921,0.0,0.0,0.7352223,0.183184,0.0,0.8836,0.0,11449.0,0.009345794,0.0,0.0,2.83,0.2149613,0.0,0.0,1776.1692,24.522594,-0.428,-0.0,-0.0,-0.0,-0.94,1
17,35.461,0.0,0.0,1.975,0.0,0.0,0.0,0.0,0.9194159,0.8581178,0.0,0.009411294,0.0,0.0,0.0,4.553877,3.5684335,0.9622181,0.0,0.0,0.0,0.0,3.900625,0.0,0.0,0.0,212521.0,0.0021691974,0.0,0.0,2.11,0.028199995,0.0,0.0,5443.099,113.159164,-1.975,-0.0,-0.37,-0.0,-0.0,1
18,1.32,0.37,0.182,0.455,3.15,0.0,0.0,0.1809969,0.4394623,0.7956016,0.0,0.00030036044,0.0,0.018662838,0.0,1.3862944,0.27763173,0.42600033,0.99633414,0.35399172,0.5005202,0.80406237,0.207025,0.0,1.2321,0.0,4900.0,0.014285714,0.0,0.0,0.92,0.75757575,0.0,21.199438,229.18312,26.06958,-0.455,-0.55,-0.0,-0.37,-1.11,1
19,3.509,3.18,0.275,0.055,2.22,0.0,0.0,0.27154693,0.054972276,0.9430199,0.0,0.009010813,0.0315,0.028199343,0.0,4.5108595,1.255331,0.05494461,0.97668314,0.3004371,0.0,0.9201493,0.003025,0.3969,2.5281,0.0,34596.0,0.005376344,0.0,0.63,1.91,0.2849815,0.0,17.761692,5213.916,3.1512678,-0.055,-0.0,-0.496,-0.31,-1.59,1
20,3.833,0.0,0.729,0.729,0.0,0.0,0.0,0.6661241,0.6661241,0.0,0.0,0.00080096116,0.0,0.074753895,0.0,2.1972246,1.3436478,0.62245315,0.0,0.0,0.0,0.0,0.531441,0.0,0.0,0.0,529.0,0.04347826,0.0,0.0,0.0,0.26089224,0.0,0.0,515.662,41.768623,-0.729,-0.0,-0.0,-0.0,-0.0,1
21,2.569,0.13,0.101,0.25,2.09,0.0,0.04997917,0.10082837,0.24740396,0.9999997,0.0,0.0065078093,0.0,0.01035685,0.0,4.189655,0.94351673,0.24491866,0.969864,0.019997334,0.099667996,0.641077,0.0625,0.0,0.5776,0.0,5103081.0,0.00044267374,0.0,0.47,1.57,0.3892565,0.0,1.1459156,3781.5215,14.323945,-0.25,-0.1,-0.046,-0.02,-0.76,1
22,4.857,0.0,0.404,0.809,0.0,0.0,0.0,0.39309946,0.7235973,0.0,0.0,0.0011013215,0.147,0.0414274,0.0,2.4849067,1.580421,0.66903824,0.0,0.0,0.0,0.994426,0.654481,8.6436,8.6436,0.0,1156.0,0.029411765,0.0,0.0,0.0,0.2058884,0.0,0.0,687.5494,46.352287,-0.809,-0.0,-0.0,-0.0,-2.94,1
23,1.131,1.16,0.133,0.667,1.16,0.0,0.0,0.13260823,0.6186317,0.98398596,0.0,0.00040048058,0.058,0.013638228,0.0,1.609438,0.123102196,0.58300304,0.82103986,0.0,0.0,0.82103986,0.444889,1.3456,1.3456,0.0,4761.0,0.014492754,0.0,0.58,1.75,0.8841733,0.0,0.0,286.4789,38.216286,-0.667,-0.0,-0.0,-0.0,-1.16,1
24,5.466,0.0,0.196,0.392,0.0,0.0,0.0,0.1947475,0.38203746,0.0,0.0,0.002102523,0.0,0.020098442,0.067226894,3.0910425,1.6985471,0.3730831,0.0,0.0,0.0,0.0,0.153664,0.0,0.0,2.0736,6724.0,0.0121951215,0.0,0.0,0.0,0.18294914,0.0,0.0,1260.5072,22.459946,-0.392,-0.0,-0.196,-0.0,-0.0,1
25,2.565,0.13,0.101,0.25,2.09,0.0,0.04997917,0.10082837,0.24740396,0.9999997,0.0,0.0065078093,0.0,0.01035685,0.0,4.189655,0.9419585,0.24491866,0.969864,0.019997334,0.099667996,0.641077,0.0625,0.0,0.5776,0.0,5098564.0,0.0004428698,0.0,0.47,1.57,0.38986355,0.0,1.1459156,3781.5215,14.323945,-0.25,-0.1,-0.046,-0.02,-0.76,1
26,5.466,0.0,0.196,0.392,0.0,0.0,0.0,0.1947475,0.38203746,0.0,0.0,0.002102523,0.0,0.020098442,0.067226894,3.0910425,1.6985471,0.3730831,0.0,0.0,0.0,0.0,0.153664,0.0,0.0,2.0736,6724.0,0.0121951215,0.0,0.0,0.0,0.18294914,0.0,0.0,1260.5072,22.459946,-0.392,-0.0,-0.196,-0.0,-0.0,1
27,2.611,0.0,0.0,0.368,3.33,0.0,0.0,0.0,0.35975006,0.0,0.0,0.0011013215,0.0,0.0,0.0,2.4849067,0.9597333,0.3522411,0.997441,0.0,0.0,0.0,0.135424,0.0,0.0,0.0,2209.0,0.021276595,0.0,0.0,0.0,0.382995,0.0,0.0,687.5494,21.084846,-0.368,-0.0,-0.0,-0.0,-0.0,1
28,4.0,0.0,0.352,0.352,0.0,0.0,0.0,0.34477586,0.34477586,0.0,0.0,0.0010012015,0.1665,0.03609516,0.0,2.3978953,1.3862944,0.33814806,0.0,0.0,0.0,0.0,0.123904,11.0889,0.0,0.0,1296.0,0.027777778,0.0,0.0,0.0,0.25,0.0,0.0,630.2536,20.168114,-0.352,-0.0,-0.0,-0.0,-0.0,1
29,2.687,0.0,0.459,0.091,1.3,0.0,0.0,0.44305184,0.090874456,0.9635582,0.0,0.0065078093,0.0325,0.04706727,0.0,4.189655,0.9884253,0.09074964,0.8617232,0.8617232,0.0,0.57167,0.008281,0.4225,0.4225,0.0,16641.0,0.007751938,0.0,0.65,1.3,0.37216225,0.0,74.48451,3781.5215,5.213916,-0.091,-0.0,-0.0,-1.3,-0.65,1
30,1.966,0.0,0.0,0.886,3.52,0.0,0.9207506,0.0,0.7745479,0.0,0.0,0.0009010813,0.0,0.0,0.05462185,2.3025851,0.676001,0.70941246,0.9982493,0.82427216,0.0,0.0,0.784996,0.0,0.0,1.3689,3481.0,0.016949153,0.0,1.17,0.0,0.508647,0.0,67.036064,572.9578,50.76406,-0.886,-0.0,-0.0,-1.17,-0.0,1
31,3.909,0.0,0.352,2.112,0.0,0.0,0.0,0.34477586,0.8570892,0.0,0.0,0.0010012015,0.1515,0.03609516,0.0,2.3978953,1.3632816,0.97114253,0.0,0.0,0.9953421,0.0,4.460544,9.1809,0.0,0.0,1849.0,0.023255814,0.0,0.0,0.0,0.25581992,0.0,0.0,630.2536,121.00869,-2.112,-3.03,-0.0,-0.0,-0.0,1
32,1.39,0.0,0.045,0.0,3.51,0.0,0.0,0.044984814,0.0,0.42737988,0.0,0.0010012015,0.0135,0.004614438,0.0,2.3978953,0.32930374,0.0,0.99821395,0.0,0.0,0.9553731,0.0,0.0729,3.5721,0.0,7921.0,0.011235955,0.0,0.81,2.7,0.7194245,0.0,0.0,630.2536,0.0,-0.0,-0.0,-0.091,-0.0,-1.89,1
33,1.7,4.83,0.0,0.0,4.83,0.0,0.0,0.0,0.0,0.0,0.0,0.00040048058,0.0,0.0,0.0,1.609438,0.53062826,0.0,0.99987245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,0.05882353,0.0,0.0,0.0,0.5882353,0.0,0.0,286.4789,0.0,-0.0,-0.0,-0.302,-0.0,-0.0,1
34,3.826,0.0,0.0,0.0,2.04,0.628793,0.0,0.0,0.0,0.628793,0.03264522,0.0029034843,0.0,0.0,0.0,3.4011974,1.3418199,0.0,0.9667473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69696.0,0.003787879,0.68,0.0,0.68,0.2613696,38.96113,0.0,1718.8734,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1
35,2.777,0.0,0.308,1.543,5.12,0.0,0.0,0.30315337,0.9996137,0.0,0.0,0.0005006007,0.0,0.031583264,0.0,1.7917595,1.0213712,0.9126231,0.9999286,0.0,0.98811895,0.0,2.380849,0.0,0.0,0.0,625.0,0.04,0.0,0.0,0.0,0.36010084,0.0,0.0,343.7747,88.40739,-1.543,-2.56,-0.0,-0.0,-0.0,1
36,4.142,0.0,0.436,0.873,0.0,0.0,0.0,0.42231706,0.76625997,0.0,0.0,0.0011013215,0.147,0.044708777,0.0,2.4849067,1.4211788,0.70289516,0.0,0.0,0.0,0.994426,0.762129,8.6436,8.6436,0.0,841.0,0.03448276,0.0,0.0,0.0,0.24142925,0.0,0.0,687.5494,50.019215,-0.873,-0.0,-0.0,-0.0,-2.94,1
37,5.431,0.0,0.081,0.488,2.43,0.0,0.0,0.08091146,0.46886027,0.65304077,0.0,0.0077092513,0.024,0.008305988,0.022408964,4.356709,1.6921233,0.45262763,0.98461825,0.7487043,0.4462436,0.8976526,0.238144,0.2304,2.1316,0.2304,57121.0,0.0041841003,0.0,0.97,2.43,0.18412815,0.0,55.576904,4469.071,27.96034,-0.488,-0.48,-0.244,-0.97,-1.46,1
38,3.1,0.97,0.08,0.963,1.46,0.0,0.0,0.0799147,0.8209084,0.8248857,0.0,0.0060072085,0.024,0.008203445,0.0,4.1108737,1.1314021,0.745612,0.8976526,0.0,0.4462436,0.4462436,0.927369,0.2304,0.2304,0.0,34596.0,0.005376344,0.0,0.97,0.97,0.32258064,0.0,0.0,3495.0425,55.175835,-0.963,-0.48,-0.0,-0.0,-0.48,1
39,3.851,0.83,0.068,0.75,2.08,0.0,0.0,0.067947604,0.6816388,0.9489846,0.0,0.012014417,0.0205,0.0069729285,0.01914099,4.7957907,1.3483329,0.63514894,0.96926457,0.0,0.9302172,0.38847268,0.5625,0.1681,0.1681,0.1681,81225.0,0.003508772,0.0,0.41,1.25,0.25967282,0.0,0.0,6932.7896,42.971836,-0.75,-1.66,-0.0,-0.0,-0.41,1
40,2.132,0.3,0.051,0.207,2.76,0.0,0.29552022,0.050977893,0.20552488,0.57286745,0.0,0.0029034843,0.0,0.0052296966,0.0,3.4011974,0.7570605,0.20409323,0.99202025,0.0,0.0,0.5441271,0.042849,0.0,0.3721,0.0,51076.0,0.0044247787,0.0,0.3,0.61,0.46904317,0.0,0.0,1718.8734,11.860227,-0.207,-0.0,-0.207,-0.0,-0.61,1
41,4.0,0.0,0.335,0.671,0.0,0.0,0.0,0.32876918,0.6217695,0.0,0.0,0.0011013215,0.147,0.034351926,0.0,2.4849067,1.3862944,0.5856373,0.0,0.0,0.0,0.994426,0.450241,8.6436,8.6436,0.0,784.0,0.035714287,0.0,0.0,0.0,0.25,0.0,0.0,687.5494,38.44547,-0.671,-0.0,-0.0,-0.0,-2.94,1
42,4.0,0.0,0.355,0.711,0.0,0.0,0.0,0.34759036,0.6525918,0.0,0.0,0.0011013215,0.147,0.036402788,0.0,2.4849067,1.3862944,0.6113035,0.0,0.0,0.0,0.994426,0.505521,8.6436,8.6436,0.0,784.0,0.035714287,0.0,0.0,0.0,0.25,0.0,0.0,687.5494,40.7373,-0.711,-0.0,-0.0,-0.0,-2.94,1
43,1.283,0.37,0.182,0.426,3.15,0.0,0.0,0.1809969,0.4132316,0.7956016,0.0,0.00030036044,0.0,0.018662838,0.0,1.3862944,0.24920109,0.40197304,0.99633414,0.35399172,0.5005202,0.80406237,0.181476,0.0,1.2321,0.0,4624.0,0.014705882,0.0,0.18,0.92,0.77942324,0.0,21.199438,229.18312,24.408003,-0.426,-0.55,-0.0,-0.37,-1.11,1
44,2.145,0.26,0.073,0.813,1.82,0.0,0.0,0.07293518,0.7263524,0.25708055,0.0,0.0037044454,0.013,0.007485644,0.0,3.637586,0.76313955,0.6712419,0.9488384,0.9154205,0.0,0.47770002,0.660969,0.0676,0.2704,0.0,114921.0,0.0029498525,0.0,0.52,0.26,0.46620047,0.0,89.38142,2177.2395,46.58147,-0.813,-0.0,-0.036,-1.56,-0.52,1
45,5.301,0.0,0.25,1.318,4.07,0.0,0.14943813,0.24740396,0.96821684,0.9981525,0.0,0.012915499,0.0,0.025635768,0.007002801,4.8675346,1.6678954,0.8662857,0.9994169,0.0,0.78180635,0.421899,1.737124,0.0,0.2025,0.0225,599076.0,0.0012919897,0.0,0.9,1.51,0.18864365,0.0,0.0,7448.451,75.51584,-1.318,-1.05,-0.068,-0.0,-0.45,1
46,1.733,0.06,0.052,0.01,4.54,0.0,0.17902957,0.05197657,0.009999833,0.8866269,0.0,0.0011013215,0.0,0.0053322394,0.0028011205,2.4849067,0.54985404,0.009999666,0.9997722,0.6169093,0.17808087,0.91702574,1e-04,0.0,2.4649,0.0036,195364.0,0.0022624435,0.0,0.54,1.09,0.57703406,0.0,41.25296,687.5494,0.5729578,-0.01,-0.18,-0.167,-0.72,-1.57,1
47,1.468,0.0,0.34,0.17,3.48,0.0,0.47062588,0.3334871,0.16918235,0.91341335,0.0,0.000700841,0.2485,0.03486464,0.0,2.0794415,0.38390094,0.16838105,0.9981036,0.7573623,0.7573623,0.0,0.0289,24.7009,0.0,0.0,8836.0,0.010638298,0.0,2.48,1.99,0.6811989,0.0,56.72282,458.36624,9.740282,-0.17,-0.99,-0.0,-0.99,-0.0,1
48,5.891,0.02,0.065,0.325,3.22,0.0,0.44394812,0.064954236,0.3193088,0.99386835,0.0,0.019223068,0.0125,0.0066652996,0.0009337068,5.26269,1.7734258,0.31402093,0.9968123,0.4053213,0.4300842,0.049958374,0.105625,0.0625,0.0025,0.0004,9241600.0,0.00032894738,0.0,0.97,1.46,0.16975047,0.0,24.637186,11058.085,18.621128,-0.325,-0.46,-0.756,-0.43,-0.05,1
49,3.887,0.26,0.084,0.278,3.51,0.0,0.44394812,0.08390125,0.274433,0.61311686,0.0,0.0039046856,0.013,0.008613618,0.0,3.6888795,1.3576376,0.27105302,0.99821395,0.0,0.25429553,0.0,0.077284,0.0676,0.0,0.0,806404.0,0.0011135858,0.0,0.73,0.66,0.2572678,0.0,0.0,2291.8313,15.928226,-0.278,-0.26,-0.23,-0.0,-0.0,1
50,2.75,0.0,0.0,0.0,1.92,0.0,0.0,0.0,0.0,-0.64299875,0.0,0.0011013215,0.0,0.0,0.0,2.4849067,1.011601,0.0,0.95791733,0.0,0.0,0.95791733,0.0,0.0,3.6864,0.0,1089.0,0.030303031,0.0,1.92,3.84,0.36363637,0.0,0.0,687.5494,0.0,-0.0,-0.0,-0.0,-0.0,-1.92,1
51,3.254,0.36,0.11,0.498,2.19,0.0,0.66686964,0.1097783,0.47766942,0.8143409,0.0,0.0029034843,0.0545,0.011279738,0.0,3.4011974,1.179885,0.4605428,0.9752592,0.34521404,0.79687816,0.0,0.248004,1.1881,0.0,0.0,32041.0,0.005586592,0.0,0.36,2.19,0.30731407,0.0,20.62648,1718.8734,28.533298,-0.498,-1.09,-0.332,-0.36,-0.0,1
52,1.732,0.12,0.03,0.244,1.67,0.0,0.059964005,0.029995501,0.24158606,0.64421767,0.0,0.004205046,0.0,0.003076292,0.0,3.7612002,0.5492768,0.23927034,0.9315517,0.0,0.64692944,0.18774621,0.059536,0.0,0.0361,0.0,562500.0,0.0013333333,0.0,0.64,0.7,0.5773672,0.0,0.0,2463.7185,13.98017,-0.244,-0.77,-0.071,-0.0,-0.19,1
53,3.833,0.0,0.198,0.198,0.0,0.0,0.0,0.1967088,0.1967088,0.9520903,0.0,0.0016019223,0.0,0.020303527,0.05882353,2.8332133,1.3436478,0.19545248,0.0,0.0,0.0,0.0,0.039204,0.0,0.0,1.5876,4761.0,0.014492754,0.0,1.26,1.26,0.26089224,0.0,0.0,974.02826,11.344564,-0.198,-0.0,-0.596,-0.0,-0.0,1
54,3.259,0.36,0.111,0.5,2.2,0.0,0.66686964,0.1107722,0.47942555,0.8084964,0.0,0.0029034843,0.055,0.011382281,0.0,3.4011974,1.1814204,0.46211717,0.9757431,0.34521404,0.62306535,0.0,0.25,1.21,0.0,0.0,30976.0,0.0056818184,0.0,0.36,2.2,0.3068426,0.0,20.62648,1718.8734,28.64789,-0.5,-0.73,-0.333,-0.36,-0.0,1
55,2.0,0.0,0.0,1.478,1.08,0.0,0.0,0.0,0.9956975,0.825785,0.0,0.0029034843,0.054,0.0,0.0,3.4011974,0.6931472,0.9010926,0.7931991,0.0,0.0,0.0,2.184484,1.1664,0.0,0.0,11236.0,0.009433962,0.0,0.0,2.17,0.5,0.0,0.0,1718.8734,84.68316,-1.478,-0.0,-0.0,-0.0,-0.0,1
56,3.318,0.0,0.246,0.615,3.66,0.0,0.0,0.24352634,0.57695854,0.8682146,0.0,0.0058069685,0.0,0.025225595,0.0,4.0775375,1.1993622,0.54763716,0.99867654,0.77788806,0.0,0.0,0.378225,0.0,0.0,0.0,21316.0,0.006849315,0.0,1.04,2.09,0.3013864,0.0,59.587612,3380.451,35.236904,-0.615,-0.0,-0.061,-1.04,-0.0,1
57,3.642,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,-0.9401892,0.0,0.000700841,0.0,0.0,0.0,2.0794415,1.292533,0.0,0.9873889,0.0,0.8510641,0.0,0.0,0.0,0.0,0.0,2601.0,0.019607844,0.0,2.53,5.06,0.2745744,0.0,0.0,458.36624,0.0,-0.0,-1.26,-0.0,-0.0,-0.0,1
58,2.777,0.91,0.0,1.501,1.36,0.0,0.0,0.0,0.9975652,0.9778646,0.0,0.0060072085,0.0225,0.0,0.0,4.1108737,1.0213712,0.9053288,0.8763931,0.0,0.421899,0.421899,2.253001,0.2025,0.2025,0.0,40000.0,0.005,0.0,0.45,1.36,0.36010084,0.0,0.0,3495.0425,86.00096,-1.501,-0.45,-0.0,-0.0,-0.45,1
59,3.837,0.84,0.066,0.669,2.1,0.0,0.0,0.06595209,0.6202018,0.99404323,0.0,0.012014417,0.021,0.0067678425,0.019607844,4.7957907,1.3446908,0.5843217,0.97045195,0.0,0.93286157,0.39693043,0.447561,0.1764,0.1764,0.1764,80656.0,0.0035211267,0.0,0.42,1.68,0.26062027,0.0,0.0,6932.7896,38.330875,-0.669,-1.68,-0.0,-0.0,-0.42,1
60,8.586,1.18,0.257,0.0,1.77,0.0,0.0,0.25418022,0.0,0.0,0.0,0.0065078093,0.0,0.026353568,0.0,4.189655,2.150133,0.0,0.9436094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62001.0,0.004016064,0.0,0.59,0.0,0.11646867,0.0,0.0,3781.5215,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1
61,1.294,0.0,0.043,0.175,7.1,0.0,0.22797753,0.04298675,0.17410813,0.9494856,0.0,0.0010012015,0.0115,0.004409352,0.033146594,2.3978953,0.2577382,0.17323516,0.9999986,0.22602835,0.4381993,0.22602835,0.030625,0.0529,0.0529,0.5041,4356.0,0.015151516,0.0,0.0,1.89,0.7727975,0.0,13.178029,630.2536,10.026761,-0.175,-0.47,-0.0,-0.23,-0.23,1
62,1.442,0.46,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.44394812,0.0,0.000700841,0.0695,0.0,0.0,2.0794415,0.36603105,0.0,0.7305939,0.0,0.4300842,0.8831709,0.0,1.9321,1.9321,0.0,5625.0,0.013333334,0.0,0.93,0.46,0.69348127,0.0,0.0,458.36624,0.0,-0.0,-0.46,-0.0,-0.0,-1.39,1
63,1.411,1.36,0.0,0.048,3.42,0.3334871,0.0,0.0,0.04798157,0.40006948,0.01632261,0.001401682,0.017,0.0,0.0,2.7080503,0.34429866,0.04796317,0.9978621,0.0,0.0,0.5915194,0.002304,0.1156,0.4624,0.0,9216.0,0.010416667,0.34,0.0,2.73,0.7087172,19.480564,0.0,859.4367,2.7501974,-0.048,-0.0,-0.048,-0.0,-0.68,1
