,char_freq_%21_sin_abs,word_freq_your_sin_abs,char_freq_%21_negative_abs,char_freq_%24_negative_exp,char_freq_%21_negative_exp,word_freq_make_sin_exp,(char_freq_%28_relu+word_freq_address),(char_freq_%28_relu+char_freq_%28_sin),(word_freq_you_tanh+capital_run_length_longest),(char_freq_%28_mmnorm+word_freq_business_tanh),(word_freq_all_negative+word_freq_edu),(word_freq_your_sin+word_freq_business),(char_freq_%21_degree+word_freq_report),(word_freq_re_mmnorm+word_freq_labs),(word_freq_hp_mmnorm+capital_run_length_total_recip),(capital_run_length_total_recip+word_freq_lab),(word_freq_your_sin+capital_run_length_average_ln),(char_freq_%21_relu+char_freq_%24_negative),(word_freq_free_square+word_freq_labs),(word_freq_re_mmnorm+word_freq_857),(word_freq_hp_degree+char_freq_%24),(word_freq_free_mmnorm+word_freq_857),(capital_run_length_average_relu+word_freq_email),(capital_run_length_longest_ln+capital_run_length_average),(word_freq_email_relu+word_freq_3d),(capital_run_length_longest_degree+word_freq_order),(char_freq_%21_square+word_freq_remove),(word_freq_free_square+word_freq_re),(char_freq_%28_sin+word_freq_all_negative),(capital_run_length_total_square+char_freq_%21_degree),(char_freq_%28_relu+word_freq_receive),(word_freq_all_negative+word_freq_your),(char_freq_%21_relu+capital_run_length_longest),(word_freq_our_tanh+word_freq_receive),(word_freq_re_square+word_freq_parts),(capital_run_length_longest_ln+word_freq_hp),(word_freq_free_mmnorm+capital_run_length_average_recip),(word_freq_your_sin+word_freq_george),(capital_run_length_average_recip+word_freq_email),(word_freq_will_recip+word_freq_all),(word_freq_hp_sin+char_freq_%24_negative),(word_freq_make_sin+word_freq_will),(word_freq_all_tanh+word_freq_our_negative),(word_freq_you_tanh+capital_run_length_total_square),(word_freq_our_negative+word_freq_1999),(word_freq_make_sin-word_freq_1999),(word_freq_your_recip-word_freq_original),(word_freq_make_sin-word_freq_labs),(word_freq_all_tanh-word_freq_pm),(capital_run_length_longest_mmnorm-word_freq_people),(word_freq_business_negative-char_freq_%21),(char_freq_%28_mmnorm-capital_run_length_longest),(word_freq_free_square-word_freq_money),(word_freq_business_tanh-word_freq_3d),(word_freq_free_square-word_freq_remove),(word_freq_make_sin-word_freq_telnet),(word_freq_re_mmnorm-char_freq_%23),(word_freq_re_mmnorm-char_freq_%5B),(word_freq_business_tanh-word_freq_telnet),(capital_run_length_average_recip-word_freq_remove),(char_freq_%24_negative-word_freq_conference),(word_freq_business_tanh-word_freq_business_degree),(word_freq_all_tanh-capital_run_length_total_recip),(char_freq_%28_sin-word_freq_business_tanh),(word_freq_hp_sin-word_freq_data),(word_freq_hp_sin-char_freq_%23),(word_freq_our_tanh-word_freq_our_square),(word_freq_re_mmnorm-word_freq_our),(char_freq_%21_degree-word_freq_will),(word_freq_hp_mmnorm-word_freq_meeting),(word_freq_you_relu-word_freq_table),(capital_run_length_longest_degree-word_freq_3d),(capital_run_length_average_relu-char_freq_%21_degree),(word_freq_your_recip-word_freq_business_degree),(char_freq_%28_mmnorm-capital_run_length_average_recip),(word_freq_you_relu-word_freq_people),(char_freq_%21_square-word_freq_85),(word_freq_free_mmnorm-capital_run_length_longest_ln),(word_freq_you_tanh-word_freq_lab),(capital_run_length_total_recip-word_freq_labs),(word_freq_all_tanh-word_freq_mail),(word_freq_email_relu-word_freq_addresses),(char_freq_%21_negative-word_freq_money),(word_freq_our_tanh-char_freq_%21_square),(capital_run_length_longest_ln*word_freq_business),(capital_run_length_longest_mmnorm*capital_run_length_average_ln),(word_freq_hp_sin*word_freq_hp_degree),(word_freq_our_negative*word_freq_will),(capital_run_length_longest_ln*word_freq_will_recip),(char_freq_%28_relu*capital_run_length_total_recip),(capital_run_length_average_ln*word_freq_free),(capital_run_length_average_relu*word_freq_make_sin),(char_freq_%21_square*word_freq_free),(word_freq_make_sin*word_freq_make),(char_freq_%21_degree*char_freq_%24_negative),(char_freq_%21_tanh*word_freq_our_negative),(char_freq_%21_negative*char_freq_%28),(char_freq_%21_square*capital_run_length_average),(capital_run_length_average_relu*word_freq_you_tanh),(capital_run_length_longest_mmnorm*word_freq_re_square),(char_freq_%28_relu*capital_run_length_longest),(capital_run_length_average_relu*char_freq_%28_mmnorm),char_freq_%24_negative_adde,word_freq_hp_mmnorm_adde,word_freq_our_square_adde,word_freq_all_tanh_adde,char_freq_%21_square_adde,capital_run_length_average_relu_adde,word_freq_will_recip_adde,word_freq_free_square_radian,capital_run_length_average_recip_radian,word_freq_all_tanh_radian,word_freq_your_sin_radian,word_freq_hp_sin_radian,word_freq_our_negative_radian,char_freq_%21_negative_radian,word_freq_your_sin_negative,char_freq_%21_relu_negative,capital_run_length_average_relu_negative,char_freq_%21_degree_negative,word_freq_business_tanh_negative,capital_run_length_total_recip_negative,word_freq_hp_recip_negative,class
1009,0.9556915,0.99492437,1.272,0.7756918,0.28027055,2.7045197,0.0,0.0,63.994427,0.0,0.0,0.99492437,72.88023,0.0,0.009345794,0.009345794,2.834521,1.0179999,54.0225,0.0,0.254,0.3675,6.294,10.437135,0.0,3609.634,1.617984,54.0225,0.0,11521.88,0.0,1.47,64.272,0.0,0.0,4.1431346,0.5263815,0.99492437,0.15888147,0.0,-0.254,0.99492437,0.0,11449.994,0.0,0.99492437,1.47,0.99492437,0.0,-1.4637926,-1.272,-63.0,49.6125,0.0,54.0225,0.99492437,0.0,0.0,0.0,0.15888147,-0.254,0.0,-0.009345794,0.0,0.0,0.0,0.0,0.0,72.88023,0.0,2.94,3609.634,-66.586235,1.47,-0.15888147,1.47,1.617984,-3.7756345,0.994426,0.009345794,-1.47,0.0,-5.682,-1.617984,0.0,0.011419203,0.0,-0.0,0.0,0.0,13.521036,6.262054,11.892182,1.4625388,-18.51158,-0.0,-0.0,10.183592,6.2589173,0.0,0.0,0.0,2.4642818,2.7182817,2.7182817,2.7182817,4.3362656,9.012281,2.7182817,0.9428705,0.0027730048,0.0,0.017364705,0.0,-0.0,-0.022200586,-0.99492437,-1.272,-6.294,-72.88023,-0.0,-0.009345794,-0.0,1
1010,0.9556915,0.99492437,1.272,0.7756918,0.28027055,2.7045197,0.0,0.0,63.994427,0.0,0.0,0.99492437,72.88023,0.0,0.0091743115,0.0091743115,2.7958088,1.0179999,54.0225,0.0,0.254,0.3675,6.055,10.198134,0.0,3609.634,1.617984,54.0225,0.0,11953.88,0.0,1.47,64.272,0.0,0.0,4.1431346,0.5326528,0.99492437,0.16515277,0.0,-0.254,0.99492437,0.0,11881.994,0.0,0.99492437,1.47,0.99492437,0.0,-1.4637926,-1.272,-63.0,49.6125,0.0,54.0225,0.99492437,0.0,0.0,0.0,0.16515277,-0.254,0.0,-0.0091743115,0.0,0.0,0.0,0.0,0.0,72.88023,0.0,2.94,3609.634,-66.82523,1.47,-0.16515277,1.47,1.617984,-3.7756345,0.994426,0.0091743115,-1.47,0.0,-5.682,-1.617984,0.0,0.011178898,0.0,-0.0,0.0,0.0,13.2365,6.0242667,11.892182,1.4625388,-18.51158,-0.0,-0.0,9.796893,6.0212493,0.0,0.0,0.0,2.4642818,2.7182817,2.7182817,2.7182817,4.3362656,8.773281,2.7182817,0.9428705,0.0028824597,0.0,0.017364705,0.0,-0.0,-0.022200586,-0.99492437,-1.272,-6.055,-72.88023,-0.0,-0.0091743115,-0.0,1
1011,0.17902957,0.857299,0.18,1.0,0.8352702,1.0,0.09,0.17987856,17.995949,0.7831372,-0.51,1.887299,10.31324,0.0,0.010638298,0.010638298,1.4299719,0.18,0.0,0.0,0.0,0.0,2.803,4.606213,1.03,974.02826,0.5424,0.0,-0.42012143,8846.313,0.09,0.52,17.18,0.4699452,0.0,2.8332133,0.5640158,0.857299,1.5940158,0.51,0.0,0.0,-0.040054798,8836.996,-0.51,0.0,1.03,0.0,0.4699452,0.0016019223,-1.2099999,-16.99077,0.0,0.7739083,-0.51,0.0,0.0,0.0,0.7739083,0.054015804,-0.0,-58.240746,0.4593069,-0.68402976,0.0,0.0,0.20984519,-0.51,10.31324,0.0,3.1,974.02826,-8.54024,-57.984653,-0.5547869,3.1,0.0324,-2.8332133,0.9959494,0.010638298,0.4699452,1.03,-0.18,0.43754518,2.9182098,0.0009173777,0.0,-0.0,0.0,0.0009574468,0.0,0.0,0.0,0.0,-0.0,-0.090821244,-0.0162,0.057445202,1.7658182,0.0,1.5300001,0.016362797,2.7182817,2.7182817,2.9783816,3.188227,2.7506816,4.4912815,2.7182817,0.0,0.009843932,0.008202091,0.01496269,0.0,-0.008901179,-0.0031415927,-0.857299,-0.18,-1.773,-10.31324,-0.7739083,-0.010638298,-0.0,1
1012,0.17706153,0.84683186,0.178,1.0,0.8369424,1.0,0.089,0.17788255,17.995434,0.77488834,-0.5,1.8568319,10.198648,0.0,0.010526316,0.010526316,1.4301641,0.178,0.0,0.0,0.0,0.0,2.802,4.625213,1.01,974.02826,0.531684,0.0,-0.41111743,9035.198,0.089,0.51,17.178,0.46211717,0.0,2.8332133,0.55803573,0.84683186,1.5680357,0.5,0.0,0.0,-0.037882835,9025.995,-0.5,0.0,1.01,0.0,0.46211717,0.0016019223,-1.188,-16.990873,0.0,0.76576203,-0.5,0.0,0.0,0.0,0.76576203,0.05803573,-0.0,-57.102974,0.45159084,-0.67687947,0.0,0.0,0.21211717,-0.5,10.198648,0.0,3.04,974.02826,-8.406649,-56.858738,-0.5489094,3.04,0.031684,-2.8332133,0.9954341,0.010526316,0.46211717,1.01,-0.178,0.43043315,2.8615456,0.00093445304,0.0,-0.0,0.0,0.0009368422,0.0,0.0,0.0,0.0,-0.0,-0.0880718,-0.015842,0.056777727,1.783818,0.0,1.513,0.01635439,2.7182817,2.7182817,2.9682817,3.180399,2.7499657,4.5102816,2.7182817,0.0,0.009739561,0.008065466,0.014780004,0.0,-0.008726646,-0.003106686,-0.84683186,-0.178,-1.792,-10.198648,-0.76576203,-0.010526316,-0.0,1
1013,0.9359686,0.5155014,1.211,0.6243776,0.29789925,1.0,1.076,0.6657134,393.90146,0.38844618,-1.85,0.8855014,69.75519,0.017273577,0.0013586957,0.0013586957,3.4278522,0.74,0.1369,0.017273577,0.471,0.0185,18.77,24.37381,0.37,22517.982,1.466521,0.5069,-1.5202866,541765.4,0.706,0.75,394.211,0.37,0.1369,5.9738097,0.07284783,0.5155014,0.42434782,2.59,-0.471,0.74,0.951746,541696.9,1.11,-1.11,2.6,0.0,0.951746,0.039247096,-1.581,-392.96555,0.1369,0.35399172,0.1369,0.0,-0.049726423,0.017273577,0.35399172,0.054347824,-0.471,-20.845446,0.9503873,-0.024278313,0.0,-0.067,0.0,0.017273577,68.64519,0.0,1.48,22517.242,-50.985184,-18.599438,-0.019893352,1.48,1.466521,-5.95531,0.901468,0.0013586957,-0.15825401,0.37,-1.211,-1.466521,2.2103095,0.1143013,0.0,-0.0,4.420619,0.00045652175,1.0775697,0.0,0.5426128,0.0,-32.68042,-0.0,-0.406896,26.983986,16.587011,0.005372927,132.048,0.6339623,2.2472818,2.7182817,2.7182817,3.6700277,4.184803,21.118282,3.4582818,0.0023893556,0.0009485485,0.016611101,0.008997196,0.0,-0.0,-0.021135936,-0.5155014,-1.211,-18.4,-69.385185,-0.35399172,-0.0013586957,-0.0,1
1014,0.4288192,0.8819578,5.84,0.26955038,0.002908842,1.0940415,0.527,0.07399156,54.998894,0.09355188,-0.59,0.9719578,334.60736,0.0,0.001321004,0.001321004,2.6670284,4.5290003,0.0,0.0,1.311,0.0,5.96,9.948984,0.0,3094.0623,34.1056,0.0,-0.55300844,573383.6,0.037,0.49000004,59.84,0.37136024,0.0,3.988984,0.16778524,0.8819578,0.16778524,2.16,-1.311,1.6598785,0.13989562,573050.0,-0.39,0.08987855,1.08,0.08987855,0.5298956,-0.18469363,-5.93,-53.996204,-0.09,0.089757785,0.0,0.08987855,0.0,0.0,0.089757785,0.16778524,-1.311,-5.066862,0.5285746,-0.052766226,0.0,0.0,0.21926025,-0.39,333.03735,0.0,3.75,3093.9722,-328.64737,-4.07662,-0.16399115,3.56,34.1056,-3.988984,0.99889445,0.001321004,0.1398956,0.0,-5.9300003,-33.734238,0.35900858,0.009472241,0.0,-0.6123,6.2627053,4.8877147e-05,0.0,0.5356762,0.0,0.008089069,-438.67026,-0.38999337,-0.21608001,203.26936,5.953411,0.0,1.998,0.022612799,1.4072818,2.7182817,2.8703818,3.2481773,36.82388,8.678282,4.288282,0.0,0.0029284048,0.009248422,0.015393068,0.0,-0.006806784,-0.10192723,-0.8819578,-5.84,-5.96,-334.60736,-0.089757785,-0.001321004,-0.0,1
1015,0.933122,0.57417214,1.203,0.6268801,0.30029202,1.0,1.054,0.6618246,393.7932,0.37946343,-1.81,0.93417215,69.28683,0.016806724,0.0013586957,0.0013586957,3.4865227,0.73599994,0.1296,0.016806724,0.467,0.018,18.76,24.37381,0.36,22517.963,1.447209,0.4896,-1.4821754,541764.94,0.694,0.72,394.203,0.36,0.1296,5.9738097,0.07234782,0.57417214,0.41434783,2.53,-0.467,0.72,0.94783187,541696.8,1.08,-1.08,2.53,0.0,0.94783187,0.039247096,-1.563,-392.96576,0.1296,0.34521404,0.1296,0.0,-0.049193278,0.016806724,0.34521404,0.054347824,-0.467,-20.281265,0.9464732,-0.017389446,0.0,-0.066,0.0,0.016806724,68.206825,0.0,1.08,22517.242,-50.526825,-18.09648,-0.02009844,1.08,1.447209,-5.9558096,0.7931991,0.0013586957,-0.13216813,0.36,-1.203,-1.447209,2.1505716,0.1143013,0.0,-0.0,4.301143,0.00045380436,1.0484462,0.0,0.52099526,0.0,-32.188828,-0.0,-0.40180197,26.628645,14.594864,0.005086424,131.262,0.63018864,2.2512817,2.7182817,2.7182817,3.6661136,4.1654906,21.118282,3.4382818,0.0022619467,0.0009485485,0.016542787,0.010021194,0.0,-0.0,-0.02099631,-0.57417214,-1.203,-18.4,-68.92683,-0.34521404,-0.0013586957,-0.0,1
1016,0.36720285,0.7833269,0.376,0.9512294,0.68660235,1.0,0.1,0.19983342,49.97846,0.3015669,-0.15,1.0833269,21.543213,0.0,0.0023419203,0.0023419203,1.6035472,0.32599998,0.0,0.0,0.05,0.0,2.271,6.1628203,0.0,2808.393,0.141376,0.0,-0.050166592,182350.55,0.1,0.75,49.376,0.71629786,0.0,3.8918202,0.44033465,0.7833269,0.44033465,0.9,-0.05,0.75,-0.75111496,182329.98,-0.9,0.0,0.9,0.0,0.14888503,-0.14519423,-0.676,-48.989746,-0.3,0.2913126,0.0,0.0,-0.025,0.0,0.2913126,0.44033465,-0.05,-16.89742,0.1465431,-0.19147919,0.0,-0.025,-0.09370214,-0.9,20.793213,0.0,2.26,2807.4932,-19.272213,-16.288734,-0.43008035,2.11,-0.458624,-3.8918202,0.97845656,0.0023419203,0.14888503,0.0,-0.676,0.57492185,1.167546,0.0039417874,0.0,-0.67499995,2.9188652,0.00023419203,0.0,0.0,0.0,0.0,-1.0771607,-0.3233058,-0.0376,0.3210649,2.2220747,0.0,4.9,0.02328753,2.6682818,2.7182817,3.5282817,2.8671668,2.8596578,4.9892817,3.4682817,0.0,0.0076852893,0.0025985339,0.013671634,0.0,-0.015707962,-0.006562438,-0.7833269,-0.376,-2.271,-21.543213,-0.2913126,-0.0023419203,-0.0,1
1017,0.08689029,0.43496552,0.087,1.0,0.9166771,1.1611816,0.295,0.28949243,18.906939,0.014868745,-0.3,0.43496552,4.9847326,0.0,0.0048076925,0.0048076925,0.866748,0.087,0.0,0.0,0.0,0.0,2.29,4.4303718,0.75,1031.324,0.007569,0.0,-0.15550758,43268.984,0.145,0.14999999,18.087,0.63514894,0.0,2.8903718,0.64935064,0.43496552,1.3993506,0.45000002,0.0,0.29943812,-0.4586874,43264.906,-0.75,0.14943813,0.45,0.14943813,0.2913126,-0.14829795,-0.087,-17.98513,-0.3,0.0,0.0,0.14943813,0.0,0.0,0.0,0.64935064,-0.0,0.0,0.28650492,0.14449243,0.0,0.0,0.07264894,-0.75,4.8347325,0.0,1.51,1031.324,-3.4447327,0.45,-0.6344819,1.36,0.007569,-2.8903718,0.906939,0.0048076925,0.2913126,0.75,-0.387,0.6275799,0.0,0.000734912,0.0,-0.1125,0.43355578,0.0006971154,0.0,0.23013471,0.0,0.02241572,-0.0,-0.06508587,-0.012615,0.01165626,1.3966861,0.0,2.61,0.022897866,2.7182817,2.7182817,3.2807817,3.0095944,2.7258508,4.2582817,2.8682818,0.0,0.011333306,0.005084364,0.0075915805,0.0,-0.01308997,-0.0015184364,-0.43496552,-0.087,-1.54,-4.9847326,-0.0,-0.0048076925,-0.0,1
1018,0.13260823,0.6143743,0.133,0.95982915,0.87546504,1.1271724,0.292,0.20382322,74.99904,0.0703875,-0.7,0.6743743,7.6203384,0.0,0.0009708738,0.0009708738,1.8052619,0.092,0.0,0.0,0.041,0.0,3.29,7.594065,0.0,4240.4575,0.077689,0.0,-0.5981768,1060907.6,0.352,1.78,74.133,0.66364443,0.0,4.304065,0.30395138,0.6143743,0.30395138,1.65,-0.041,1.0697122,0.1643678,1060901.0,-0.44,0.119712204,2.48,0.119712204,0.6043678,-0.05269123,-0.193,-73.98954,-0.19,0.059928104,-0.06,0.119712204,-0.143,0.0,0.059928104,0.24395138,-0.041,-3.3778186,0.6033969,0.04189512,0.0,-0.143,0.22004443,-0.44,6.6703386,-0.06,3.82,4239.8877,-4.3303385,-0.95774674,-0.293492,3.76,-0.042310998,-4.304065,0.9990388,0.0009708738,0.10436779,-0.19,-0.323,0.39595544,0.25824392,0.008703924,0.0,-0.41799998,4.088862,9.902913e-05,0.0,0.39385316,0.0,0.014365464,-0.3124339,-0.05817737,-0.013566,0.058196813,3.2868376,0.0,7.548,0.034411404,2.6772819,2.7182817,2.9118817,3.3226495,2.7359707,6.0082817,3.6682818,0.0,0.005304952,0.010548208,0.010722854,0.0,-0.0076794485,-0.002321288,-0.6143743,-0.133,-3.29,-7.6203384,-0.059928104,-0.0009708738,-0.0,1
1019,0.5421553,0.0,0.573,1.0,0.5638314,1.0,0.143,0.28551313,18.721132,0.014663659,0.0,0.0,32.830482,0.0,0.013333334,0.013333334,1.0591782,0.573,0.0,0.0,0.0,0.0,2.884,5.7743716,0.0,1031.324,0.328329,0.0,0.14251313,5657.8306,0.143,0.0,18.573,0.0,0.0,2.8903718,0.34674063,0.0,0.34674063,0.0,0.0,0.0,0.0,5625.721,0.0,0.0,0.0,0.0,0.0,-0.90829796,-0.573,-17.985336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34674063,-0.0,0.0,-0.013333334,0.14251313,0.0,0.0,0.0,0.0,32.830482,0.0,0.91,1031.324,-29.946482,0.0,-0.33207697,2.6226044e-08,0.328329,-2.8903718,0.7211323,0.013333334,0.0,0.0,-0.573,-0.328329,0.0,0.0018027662,0.0,-0.0,0.0,0.0019066668,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.081939004,0.94690084,2.0797455,0.0,2.5740001,0.042289995,2.7182817,2.7182817,2.7182817,2.7182817,3.0466108,5.6022816,2.7182817,0.0,0.0060517658,0.0,0.0,0.0,-0.0,-0.010000736,-0.0,-0.573,-2.884,-32.830482,-0.0,-0.013333334,-0.0,1
1020,0.09883836,0.7956016,0.099,0.92403996,0.9057427,1.0512493,0.149,0.19783837,95.796875,0.010151763,-0.4,0.7956016,5.672282,0.0023342671,0.0007633588,0.050763357,2.3860607,0.019999996,0.0289,0.0023342671,0.079,0.0085,4.906,9.459877,0.0,5443.669,0.009801,0.0789,-0.30116165,1716105.6,0.099,0.52,95.099,0.3274774,0.0025,4.553877,0.21233204,0.7956016,0.20383205,0.68,-0.079,0.32997918,0.03994897,1716100.8,-0.34,0.04997917,0.92,0.04997917,0.37994897,-0.10058871,-0.099,-94.989845,-0.021100001,0.0,0.0289,0.04997917,-0.0066657327,0.0023342671,0.0,0.20383205,-0.079,0.0,0.37918562,0.09883836,0.0,-0.009,0.2118774,-0.33766574,5.392282,-0.11,1.09,5443.099,-0.7662821,0.92,-0.19368029,0.98,0.009801,-4.545377,0.74687815,0.0007633588,0.32994896,0.0,-0.149,0.3176764,0.0,0.014968277,0.0,-0.0952,1.2750856,7.557252e-05,0.27037802,0.2451978,0.0016661701,0.0024989585,-0.4481103,-0.033550464,-0.009801,0.048083708,3.9094844,2.3528235e-05,9.405,0.049804553,2.6392817,2.7182817,2.8338819,3.0982308,2.7280827,7.624282,2.9982817,0.0005044001,0.0035575402,0.0066313604,0.013885868,0.0,-0.0059341197,-0.0017278759,-0.7956016,-0.099,-4.906,-5.672282,-0.0,-0.0007633588,-0.0,1
1021,0.20258799,0.41542262,0.204,1.0,0.81546235,1.0,0.0,0.0,41.998417,0.0,0.0,-0.41542262,11.688339,0.055555556,0.06765546,0.010526316,1.7405169,0.204,1.4161,0.055555556,68.18198,0.0595,8.636,12.349572,0.0,2349.127,0.041616,2.6061,0.0,9036.688,0.0,3.57,41.204,0.0,1.4161,4.903572,0.17529434,-0.41542262,0.115794346,0.0,0.928369,0.0,0.0,9025.998,0.0,0.0,3.57,0.0,0.0,0.004004806,-0.204,-41.0,1.4161,0.0,1.4161,0.0,0.055555556,0.055555556,0.0,0.115794346,-0.0,0.0,-0.010526316,0.0,0.928369,0.928369,0.0,0.055555556,11.688339,0.05712914,3.57,2349.127,-3.0523396,3.57,-0.115794346,3.57,0.041616,-3.654072,0.99841577,0.010526316,-1.19,0.0,-0.204,-0.041616,0.0,0.008634119,63.29803,-0.0,0.0,0.0,2.5655682,0.0,0.04952304,0.0,-0.0,-0.0,-0.0,0.35939577,8.622318,0.0056712055,0.0,0.0,2.7182817,2.775411,2.7182817,2.7182817,2.7598977,11.354281,2.7182817,0.024715608,0.0020209926,0.0,-0.0072504925,0.016203096,-0.0,-0.0035604716,0.41542262,-0.204,-8.636,-11.688339,-0.0,-0.010526316,-1.19,1
1022,0.46355224,0.9734845,0.482,0.40819916,0.61754704,1.0,0.068,0.13594761,78.977585,0.7183666,-0.44,1.8634845,27.616566,0.06255836,0.003076923,0.003076923,2.8859856,-0.41400003,0.1936,0.06255836,0.896,0.022,6.77,11.126709,0.0,4469.071,0.672324,1.5336,-0.3720524,105652.62,0.068,0.9,78.482,0.8716723,1.7956,4.356709,0.16971049,0.9734845,0.14771049,0.44,-0.896,0.0,-0.9263556,105625.98,-1.34,0.0,1.34,0.0,0.41364443,0.0077092513,-1.372,-77.99303,-0.2464,0.7113937,-0.2464,0.0,0.06255836,0.06255836,0.7113937,-0.29228953,-0.896,-50.28185,0.41056752,-0.6434461,0.0,0.0,-0.9239278,-1.2774416,27.616566,0.0,2.24,4469.071,-20.846565,-49.653244,-0.14073756,2.24,0.232324,-4.334709,0.97758716,0.003076923,0.41364443,0.0,-0.922,0.63934827,3.877471,0.014743951,0.0,-0.0,0.0,0.00020923078,0.84150046,0.0,0.10222256,0.0,-24.744444,-0.6001108,-0.032775998,1.5728335,6.618265,0.013842732,5.3040004,0.047206726,1.8222817,2.7182817,4.5138817,3.131926,2.9506059,9.488281,2.7182817,0.0033789573,0.0025780343,0.007219457,0.01699051,0.0,-0.023387412,-0.008412487,-0.9734845,-0.482,-6.77,-27.616566,-0.7113937,-0.003076923,-0.0,1
1023,0.6225524,0.73223144,0.672,0.6683121,0.5106862,1.0,0.268,0.53280336,29.98087,0.674411,0.0,1.5022315,38.502766,0.035947714,0.0091743115,0.0091743115,1.7597058,0.269,0.5929,0.035947714,0.403,0.0385,2.794,6.161296,0.0,1661.5776,0.451584,1.3629,0.26480335,11919.503,0.268,2.32,29.672,0.64692944,0.5929,3.3672957,0.3964098,0.73223144,0.3579098,1.55,-0.403,1.55,-0.77,11881.98,-0.77,0.0,2.32,0.0,0.0,0.002803364,-1.442,-28.972519,0.5929,0.64692944,0.5929,0.0,0.035947714,0.035947714,0.64692944,0.3579098,-0.403,-43.47082,-0.0091743115,-0.3821261,0.0,0.0,0.054029465,-0.7340523,36.952766,0.0,2.32,1661.5776,-35.708767,-41.797752,-0.33042824,2.32,0.451584,-3.3287957,0.98086935,0.0091743115,0.0,0.0,-0.672,0.19534543,2.5928178,0.0028803844,0.0,-1.1934999,5.2193084,0.0024587156,0.7911552,0.0,0.3477197,0.0,-15.516615,-0.45144632,-0.180096,1.2617258,2.7405488,0.0016621145,7.7720003,0.076783426,2.3152819,2.7182817,3.3111818,2.7182817,3.1698658,5.5122814,4.268282,0.010348056,0.006246704,0.0,0.01277985,0.0,-0.013439035,-0.011728613,-0.73223144,-0.672,-2.794,-38.502766,-0.64692944,-0.0091743115,-0.0,1
1024,0.044984814,0.90010047,0.045,0.7103481,0.95599747,1.3183166,0.14,0.0,79.94884,0.27290508,-0.14,1.1801004,2.57831,0.0,0.0006165228,0.0006165228,3.6001184,-0.297,0.0,0.0,0.342,0.0,14.88,19.249447,0.0,4526.7866,0.142025,0.0,-0.14,2630886.5,0.84,0.98,79.045,0.84,0.0,4.3694477,0.067204304,0.90010047,0.067204304,1.12,-0.342,1.2563556,0.13909245,2630885.0,0.0,0.27635565,1.12,0.27635565,0.13909245,0.007809371,-0.325,-79.0,-0.28,0.27290508,-0.14,0.27635565,-1.233,-0.137,0.27290508,-0.0727957,-0.342,-15.769913,0.13847592,-0.27290508,0.0,-1.233,0.0,0.0,1.59831,0.0,1.82,4526.3667,12.30169,-14.922818,-0.067204304,1.82,0.002025,-4.3694477,0.9488384,0.0006165228,0.13909245,0.0,-0.325,-0.002025,1.2234454,0.021085443,0.0,-0.0,4.2820587,0.0,0.0,4.112172,0.0,0.077379584,-0.88178205,-0.0,-0.0,0.030132001,14.118715,0.0,0.0,0.0,2.3762817,2.7182817,2.7182817,2.8573742,2.7203066,17.598282,3.6982818,0.0,0.0011729364,0.002427621,0.015709717,0.0,-0.0,-0.0007853982,-0.90010047,-0.045,-14.88,-2.57831,-0.27290508,-0.0006165228,-0.0,1
1025,0.47062588,0.64421767,0.49,0.8538498,0.6126264,1.1049869,0.31,0.2197783,669.86426,0.011279738,-0.90999997,0.64421767,28.074932,0.0046685343,0.0007401924,0.0007401924,2.790149,0.33200002,0.01,0.0046685343,0.158,0.005,9.66,15.055784,1.11,38331.676,0.7401,0.11,-0.9002217,1825229.1,0.41,-0.31,669.49,0.96403676,0.01,6.505784,0.12195907,0.64421767,1.2269591,1.71,-0.158,0.7998334,-0.03423798,1825201.9,-0.8,0.099833414,0.5,0.099833414,0.76576203,-0.23311974,-0.49,-668.9887,-0.09,0.0,-0.49,0.099833414,-0.010331466,0.0046685343,0.0,-0.38304093,-0.158,0.0,0.76502186,0.1097783,0.0,-0.015,0.024036765,-0.7953315,27.374931,0.0,1.31,38330.875,-19.524933,0.7,-0.105679326,1.01,0.2401,-6.500784,0.8642754,0.0007401924,0.665762,-0.5,-0.59000003,0.42393675,0.0,0.14352043,0.0,-0.56,4.5540485,8.142117e-05,0.21459313,0.8535757,0.024009999,0.009983341,-4.4358397,-0.36337313,-0.0539,2.052855,7.389555,0.00066880253,73.59,0.09644176,2.5602818,2.7182817,3.3582816,3.4840438,2.9583817,11.268282,3.4182818,0.00017453292,0.0020413208,0.0133650685,0.01124372,0.0,-0.013962634,-0.008552114,-0.64421767,-0.49,-8.55,-28.074932,-0.0,-0.0007401924,-0.0,1
