,oz2_relu,oz14_relu,oz22_relu,oz1_relu,oz24_relu,oz7_rbfFeature,oz5_rbfFeature,oz20_rbfFeature,oz19_rbfFeature,oz17_rbfFeature,oz25_degree,oz6_degree,oz1_degree,oz21_degree,oz2_degree,oz13_zscore,oz24_zscore,oz3_zscore,oz9_zscore,oz1_zscore,oz7_tanh,oz13_tanh,oz1_tanh,oz17_tanh,oz2_tanh,oz20_square,oz16_square,oz1_square,oz17_square,oz9_square,oz3_radian,oz1_radian,oz15_radian,oz20_radian,oz12_radian,oz9_sin,oz1_sin,oz4_sin,oz5_sin,oz19_sin,oz26
10,-0.0,-0.0,-0.0,-0.0,-0.0,0.27894008,-0.032047752,-0.26539403,-0.1469384,-0.14584933,59.27755,-36.91545,-94.85961,50.396145,-51.262352,-0.12259949,-1.0725297,-1.4910089,-0.50519127,-1.656441,-0.55247694,-0.12192851,-0.9296238,0.9295799,-0.71370584,0.70553344,0.060807724,2.741053,2.739983,0.25496298,-0.02601,-0.02889589,-0.003990745,-0.014660074,-0.010253687,-0.4837537,-0.99640524,-0.96570534,-0.99741566,0.32265994,-0.32268035
11,-0.0,-0.0,0.22872572,-0.0,-0.0,-0.016729422,0.032775223,-0.03622019,-0.01966056,0.2821668,99.90074,94.15504,-53.52656,9.998236,-90.91512,1.6067412,-1.2996612,0.38035545,0.24799284,-0.93468225,0.7309397,0.9225575,-0.7325529,0.42073116,-0.91965234,1.094086,1.5804847,0.87275726,0.20122409,0.06143895,0.0066351346,-0.016305124,0.025141392,-0.018255895,-0.026926855,0.24533847,-0.8041325,0.7514032,-0.91171217,0.54767525,-0.18373354
12,1.2432828,0.7053258,0.9142005,0.9392461,0.7171209,-0.2633726,-0.03069129,-0.17187448,-0.25875738,-0.063043185,-97.50747,-23.733013,53.814835,-42.302826,71.234856,-0.4026648,0.7174797,-0.1709155,-1.5273952,0.9397161,0.6504101,-0.3820548,0.7348757,0.35639903,0.8463893,0.0027442728,2.0816982,0.88218325,0.13894618,2.3306034,-0.0029815463,0.016392937,0.012025462,-0.0009143048,0.029002529,-0.99902487,0.80711323,-0.9875238,-0.009523598,0.16987768,-1.710153
13,-0.0,0.55354536,0.501454,-0.0,-0.0,0.09224542,0.2828288,0.11939407,-0.08106468,-0.12736367,80.02918,-81.958374,-48.853207,-82.30119,-82.481865,-1.5930477,-1.157572,0.94263995,1.3211197,-0.853076,-0.5659205,-0.9204938,-0.692451,0.1411936,-0.89361316,1.8435749,0.3636934,0.7270109,0.020204704,1.7436117,0.016443944,-0.014881538,0.026929066,0.023697784,-0.026271027,0.96882886,-0.7530263,0.88120407,-0.45313063,-0.907404,-0.04107693
14,-0.0,-0.0,-0.0,-0.0,-0.0,-0.108374,0.28251296,-0.25289336,-0.0019403432,-0.21063876,-53.05275,43.224552,-68.8433,18.5645,-61.71699,1.3531888,-1.7423974,-0.2031283,-1.1025965,-1.2021434,-0.35800368,0.8746449,-0.83412445,-0.9267069,-0.7921453,0.5683352,0.04613502,1.4437038,2.6717563,1.2145033,-0.0035434843,-0.020970868,0.0060145566,0.01315769,0.016631655,-0.8921331,-0.9325968,0.6810101,-0.873791,-0.2993598,0.16734178
15,0.98897815,-0.0,0.8533445,0.1993594,-0.0,-0.28187004,0.18415132,0.09457465,0.08443543,0.1257922,-50.318398,-12.28585,11.422452,-94.238106,56.664272,-1.1364161,-0.54430443,-1.5681175,-1.1815295,0.19945915,0.94525826,-0.81301117,0.1967596,-0.43578893,0.7569263,0.43998212,2.8627427,0.039744172,0.21810833,1.394616,-0.027355125,0.003479478,0.017511884,-0.011576969,-0.0148795275,-0.9249631,0.19804147,0.98641515,-0.92387766,-0.81215703,-0.63378435
16,-0.0,-0.0,-0.0,-0.0,0.078950614,0.1284835,-0.15390821,-0.087415844,-0.12414681,-0.11594775,-13.609583,21.828087,-27.45444,84.6722,-55.17964,1.0276942,0.07899012,0.97316504,-1.3723795,-0.47941014,-0.56330824,0.77277493,-0.44557896,0.4125325,-0.7456415,2.8837245,1.0486206,0.22960426,0.19242202,1.8815421,0.016976438,-0.008363101,-0.01542449,0.029638365,0.00046481195,-0.98024434,-0.46104315,0.6693801,0.9998258,-0.90742415,1.1544513
17,0.33509248,-0.0,-0.0,0.39169344,-0.0,-0.18011652,0.17201899,0.28200713,-0.2802214,0.08101814,-91.627,-24.88442,22.442379,-26.393993,19.199385,-0.00035927145,-1.2574742,0.687972,1.4880108,0.39188942,-0.43480307,-0.0003590919,0.37281922,-0.6084869,0.32308915,0.4606025,0.00041521617,0.15342376,0.49916372,2.2119617,0.012001371,0.0068363403,0.012568782,-0.011845148,0.0005200611,0.9965134,0.38175416,0.9969461,0.8250959,0.9686999,-0.059846535
18,1.3735878,1.7297806,1.313657,1.8444282,1.6730545,-0.005166292,0.28043622,-0.019212924,-0.1165814,0.12227975,-95.70992,46.126564,105.67795,78.36906,78.70078,0.96490115,1.6738917,1.4970567,0.8978577,1.8453511,-0.45278853,0.74624133,0.9512184,-0.5571329,0.8795073,0.18043013,2.5618556,3.4019153,0.39522076,0.8053423,0.026115501,0.032191344,0.025613565,0.007413647,0.0074557276,0.7817135,0.9627958,0.9971875,-0.85761327,0.5805921,1.5987761
19,0.3371199,-0.0,-0.0,-0.0,0.7994805,-0.28198016,0.23430406,0.2827824,0.24907163,0.24603282,-51.1272,39.639126,-6.8012757,52.865147,19.315546,-0.9349441,0.79988056,-0.7926013,-1.6514302,-0.11876406,0.18430552,-0.7326741,-0.11815024,0.60920334,0.32490373,1.6983448,0.26032534,0.014090797,0.5007735,2.7244947,-0.013826583,-0.0020717871,-0.011695019,0.02274523,0.017265653,-0.99681705,-0.118426085,0.9994914,-0.9884016,0.87871313,0.58944625
20,-0.0,-0.0,1.1526618,-0.0,-0.0,-0.15111034,-0.09996906,-0.20366019,-0.10242484,-0.20143743,75.975716,91.17717,-46.559486,-54.643147,-59.130913,1.368612,-0.07149784,-0.04775735,1.0440533,-0.813023,-0.5752621,0.878219,-0.67103106,-0.91854197,-0.7747209,0.28049532,0.46830133,0.6603453,2.4951885,1.0889573,-0.0008331061,-0.014182831,-0.0007938201,0.00924358,0.025398131,0.8641864,-0.7260887,-0.745648,-0.012758736,-0.91141844,-0.15597348
21,1.3466812,-0.0,1.3280321,1.8658534,-0.0,-0.11696968,-0.020503184,0.19248436,-0.061790325,-0.26291674,-4.8296776,65.59791,106.90552,55.477104,77.15915,-0.50162035,-0.8264185,1.7264125,-1.5248166,1.8667871,0.73910666,-0.46319348,0.95321673,0.38325554,0.87326765,0.6692229,2.4699583,3.481409,0.16311114,2.3227408,0.030116513,0.032565285,-0.0022557913,-0.014277848,0.005584306,-0.9989078,0.95678556,-0.6134074,0.42849413,-0.7850241,1.2695163
22,-0.0,0.31603628,-0.0,-0.0,-0.0,0.042847496,0.2805462,-0.21402405,0.2823265,-0.15547198,-99.68179,62.608578,-85.34429,-13.480454,-36.717113,-0.3692489,-0.30727667,-1.5271988,1.2480422,-1.4902843,-0.29153416,-0.35317287,-0.9032399,-0.009275003,-0.56546754,1.8270901,0.6051714,2.2187264,8.603061e-05,1.5560517,-0.026641317,-0.02599736,0.028457487,-0.023591598,-0.006037002,0.9481673,-0.99670047,-0.9810065,0.8491618,-0.34946162,0.39094839
23,0.5281026,1.6677614,-0.0,0.98419863,-0.0,-0.123740144,0.013760193,0.2813051,-0.18485408,-0.27140075,12.039234,-42.05224,56.390423,-56.921978,30.258047,-0.8807104,-0.9918835,1.4288143,-1.647494,0.9846911,-0.782417,-0.70655453,0.7548776,0.49218887,0.48392934,2.4921553,1.8142327,0.96864694,0.2904616,2.711522,0.024925042,0.017177507,-0.008139483,0.027552748,-0.029072888,-0.997123,0.83282876,-0.6271651,0.30936757,-0.90602857,-1.5591486
24,0.40311444,0.5929403,1.3888434,0.78881323,0.32332537,0.27995118,0.2815185,0.25189963,0.0030441182,-0.00955198,-81.1022,74.04729,45.195667,9.82699,23.096754,1.3366594,0.32348716,1.2761391,0.99026805,0.78920794,-0.31917393,0.87070596,0.65773624,0.5030724,0.38261062,1.1464752,0.44668254,0.6222263,0.30626386,0.9796502,0.02226169,0.013767388,0.0025390615,0.018687865,0.008195524,0.8359013,0.7095175,-0.9835762,-0.95090324,-0.10257504,-2.064896
25,1.0935025,-0.0,0.5432485,1.6948655,0.7232311,0.27804822,0.23547335,0.25703084,-0.2808268,0.09251773,39.2118,-20.49633,97.108635,76.21933,62.653076,1.2483096,0.72359294,1.4776952,-1.0677547,1.6957135,-0.37541038,0.8476333,0.9347641,-0.43345463,0.7981529,1.1599588,0.17221898,2.8725688,0.21542852,1.13896,0.02577775,0.029580982,-0.02147217,-0.018797437,-0.006196818,-0.8758627,0.99231327,0.3571078,-0.999643,0.98443395,0.37528402
26,0.5374934,0.6833419,0.6355436,-0.0,0.44843468,-0.23867555,0.2825707,0.24563825,0.2771261,0.27380455,56.92741,33.777657,-9.143121,-80.35338,30.796103,0.6929535,0.44865906,-0.7343856,0.9730536,-0.15965743,0.48471463,0.59965414,-0.1582367,0.8270224,0.4910882,0.06932861,2.8303413,0.025465004,1.3891928,0.9458864,-0.012811037,-0.0027851542,-0.017152952,0.0045955093,-0.003962778,0.82633406,-0.15890117,-0.9953407,-0.08812227,0.62169516,-0.54015934
27,1.3288699,-0.0,1.2627528,0.37592432,-0.0,0.08597041,-0.258851,-0.18204112,-0.2661329,-0.09974306,-45.64238,-82.52046,21.538876,-33.086964,76.13863,0.10405859,-1.2737281,-1.5643252,-0.07984472,0.37611243,0.9217371,0.10363314,0.35916272,-0.5208187,0.8689729,0.31494385,1.8184268,0.1413191,0.33346307,0.006368804,-0.02728897,0.0065611172,0.02284614,-0.009794763,-0.020077536,-0.0797201,0.36713246,0.93674254,0.2183145,-0.97818714,-0.8691006
28,-0.0,-0.0,-0.0,-0.0,0.24443981,0.10726485,-0.27409768,-0.007439531,0.00014421668,-0.08200156,-11.498194,-20.118652,-83.87483,-11.262686,-92.02166,1.0099388,0.24456212,-0.5984243,0.5809817,-1.4646246,0.94582844,0.7655277,-0.8984059,-0.7046829,-0.9225788,0.20730056,0.86423504,2.14298,0.76832634,0.33720216,-0.010439252,-0.025549738,-0.018203728,-0.007946531,0.024350898,0.54860187,-0.9942912,0.17620754,0.92524695,0.9988722,0.013159481
29,-0.0,-0.0,-0.0,-0.0,1.2389244,-0.15883057,-0.24966715,-0.21022676,0.27372375,0.2768062,8.233495,-15.5901,-5.2657237,-8.64031,-24.068888,0.77855456,1.2395443,0.4596648,-1.417103,-0.09195021,-0.8786215,0.6516523,-0.09164634,0.92560303,-0.39699897,0.34965798,2.352759,0.008446386,2.646445,2.006173,0.008018652,-0.0016040313,0.02705689,0.01032046,-0.021118034,-0.9881037,-0.0917749,0.0026844954,-0.99840677,-0.8996989,0.3195797
30,-0.0,1.3951519,0.7348416,-0.0,-0.0,0.27098003,-0.27662313,-0.13886423,0.2486042,-0.253739,2.214469,-41.371323,-34.404865,101.510635,-96.77232,-0.8795663,-1.1944059,1.5049071,1.408405,-0.6007787,-0.8307212,-0.7059815,-0.53738976,-0.5237262,-0.93401915,1.8121494,0.0073266844,0.3605741,0.33809635,1.9816208,0.026252447,-0.010480322,-0.014154241,0.023494942,0.027835123,0.9867293,-0.56503713,-0.983574,0.96695644,0.199702,-0.4354479
31,0.6529239,-0.0,-0.0,0.6150607,0.34070763,-0.18904974,0.28281197,-0.051268663,-0.2716517,-0.26419237,69.32032,39.970844,35.24038,-14.340501,37.409782,0.15813406,0.3408781,-0.32755366,0.612282,0.6153684,-0.016818471,0.15675186,0.54767966,0.8755899,0.57363504,0.7318103,1.3814856,0.37829965,1.840221,0.37451437,-0.0057140305,0.010734834,-0.011644482,-0.014930578,0.00593082,0.5744858,0.57700807,0.991958,-0.87495166,0.6821333,-1.1750282
32,-0.0,-0.0,1.2714905,-0.0,-0.0,0.17259732,0.27119154,-0.096443795,0.27802393,-0.09032963,-81.1661,-65.782036,-98.235214,-31.785585,-61.063705,1.4163688,-0.9611365,-1.6810702,-0.18151265,-1.7153859,-0.7592199,0.8886901,-0.9372007,-0.040112928,-0.7878595,2.400636,0.4252081,2.9396062,0.0016107749,0.032913897,-0.029325536,-0.029924158,0.025819212,0.027042106,0.02468879,-0.1804283,-0.9896884,0.9645425,-0.82320356,0.4104615,0.8000074
33,0.908247,-0.0,1.2268729,0.32877705,-0.0,0.2685819,0.11181994,-0.25175762,-0.10205482,-0.01842917,55.462555,63.5468,18.837536,66.73639,52.038715,-0.10288099,-0.036535926,-1.4840318,-0.9242624,0.32894155,-0.6215881,-0.10246863,0.31742147,0.44755387,0.7202898,1.2407936,2.6944127,0.10809434,0.23197444,0.8534067,-0.025888287,0.005738242,-0.0036398522,-0.019441381,-0.015323288,-0.7978981,0.3228858,0.9739412,0.61067134,-0.0070280368,-0.48775038
34,-0.0,-0.0,-0.0,-0.0,0.4739773,-0.2461296,0.26311904,-0.013644735,-0.23895173,-0.14429192,-52.6726,-53.91994,-34.90214,-35.966957,-39.1962,0.49667034,0.47421446,0.6032413,0.006856342,-0.60946214,0.367608,0.45929852,-0.5435336,0.6861732,-0.59418017,0.137932,0.3865011,0.37107265,0.7067561,4.6962414e-05,0.010523281,-0.010631801,0.028830657,-0.006482013,0.0036745532,0.006852859,-0.5721766,-0.63983065,0.46041322,0.9684643,0.5515939
35,0.26551408,-0.0,-0.0,0.10763713,1.0368274,-0.22783993,-0.28050566,0.034230474,-0.27743176,0.27760303,33.876625,-32.92294,6.167153,33.677563,15.212835,-0.6413737,1.0373462,-0.29255807,0.30167344,0.10769099,0.7920004,-0.565616,0.10722336,-0.39745873,0.25944576,1.2158382,0.15098675,0.011585752,0.17692733,0.09091585,-0.0051035476,0.0018786223,-0.014495489,0.019244881,-0.020527763,0.29697442,0.10742941,0.84523135,0.98007125,0.517816,0.34611246
36,-0.0,-0.0,-0.0,-0.0,-0.0,-0.25935543,-0.26627955,0.2368552,-0.24475989,0.0885813,-45.519836,17.084864,-45.231983,77.42909,-80.62756,-0.85743,-0.019395318,1.0078676,0.39083275,-0.78984207,-0.76587516,-0.69470936,-0.6580957,-0.07262164,-0.8869016,1.0061613,0.13817205,0.6232267,0.005292522,0.15259749,0.017581811,-0.013778451,-0.02278037,-0.017506978,0.016663043,0.38077778,-0.709964,0.81011254,-0.8900746,-0.9964215,-0.016780585
37,-0.0,-0.0,-0.0,-0.0,1.4038624,-0.032666694,-0.09349862,0.0802876,-0.27562782,0.20696662,39.114784,60.852283,-23.266376,-63.87815,-29.956852,0.5925068,1.4045649,0.25510982,1.4677016,-0.4062781,0.8880021,0.53148353,-0.38513485,0.8497747,-0.47989336,2.6631057,0.0010480618,0.16489683,1.5758827,2.1519935,0.0044502793,-0.0070873443,0.018011838,0.02848207,-0.028250026,0.9946146,-0.39500648,0.52625537,0.02407916,0.81759334,0.95135134
38,0.39446956,-0.0,-0.0,0.23278348,0.23311414,-0.24020551,-0.07535122,-0.27005196,0.28234366,0.12948157,-64.15945,-34.4811,13.33751,-60.03046,22.60144,0.984957,0.23323078,-0.7124516,0.026166525,0.23289996,-0.918462,0.75499195,0.22866797,-0.81502295,0.375207,0.2586721,0.08757592,0.05418815,1.3037318,0.0006840023,-0.012428407,0.0040628384,0.025160277,-0.008876712,-0.0054691522,0.026150456,0.23068681,-0.5256373,-0.96987337,-0.99587154,-0.7688835
39,1.2104524,-0.0,0.60470426,1.0441955,0.0796184,0.27551425,0.16924031,-0.22659995,0.27958664,0.21908925,-30.571499,7.990969,59.827995,21.040878,69.35381,0.3972369,0.07965824,0.07558434,-0.9835961,1.044718,0.25626236,0.37741193,0.77953947,0.03525816,0.8368152,1.4938537,0.0026912044,1.0903443,0.0012441691,0.9664938,0.0013185358,0.01822465,-0.015107905,-0.02133199,-0.020240856,-0.83222246,0.8645205,0.9842757,-0.79766136,-0.83613694,-0.7231711
40,0.2665709,-0.0,0.5095555,0.12985142,0.35553247,-0.18353862,0.26773602,-0.08216675,-0.28228307,-0.05628854,19.235056,-67.86596,7.4399376,-21.529364,15.273386,1.4778003,0.35571036,-0.5419501,-1.4052902,0.12991638,-0.22005738,0.9009159,0.12912647,0.82335067,0.26043117,2.8624709,2.0632718,0.01686139,1.3621978,1.9728657,-0.009454084,0.0022663348,-0.013943926,0.029528942,0.016748497,-0.98621905,0.12948681,0.3688429,0.95293593,0.9998328,0.29709834
41,-0.0,0.17398033,1.3253839,-0.0,1.2943655,-0.024892716,0.21304128,-0.11939813,0.26491883,0.05005225,71.50857,24.158035,-17.82604,51.02147,-50.158154,1.1477509,1.2950132,1.161293,0.7032483,-0.3112788,0.8861591,0.8168167,-0.30145848,0.53608453,-0.70412,0.0054278527,1.6914042,0.096797585,0.35837558,0.49406362,0.02025825,-0.0054301224,-0.019817812,-0.0012858532,0.015103127,0.64643043,-0.30612803,-0.9345155,0.99769735,0.32976967,0.96189547
42,-0.0,0.23381992,-0.0,-0.0,0.2994328,-0.09176783,0.06730661,0.09429297,-0.20373712,-0.23443528,83.165596,-60.372932,-18.774954,5.9422894,-53.19698,0.31231818,0.29958263,1.010124,1.2929109,-0.32784876,0.630307,0.30240265,-0.3164389,0.6622702,-0.7298763,0.4846928,0.59103954,0.10737732,0.63496476,1.6699471,0.01762117,-0.0057191784,-0.0035553533,-0.012150962,0.007007892,0.9614601,-0.32185188,-0.9563462,-0.49183413,0.8003355,0.29686943
43,0.34750924,-0.0,-0.0,0.45795652,-0.0,-0.044795785,0.2147064,-0.03094855,-0.2772274,0.123366535,76.0178,-59.354717,26.238974,89.82604,19.91081,1.5827734,-1.0199198,0.5682065,1.3288887,0.45818567,0.6494157,0.91891086,0.42841724,-0.90008515,0.33416477,1.6456592,1.1262672,0.20972417,2.1687505,1.7641791,0.009912114,0.007992849,-0.023021307,0.02238965,-0.009318636,0.97072333,0.4421161,0.5385086,-0.65518624,0.5115493,-0.77164966
44,0.62031853,-0.0,-0.0,0.3691486,0.23198374,0.10320351,-0.26878422,0.2824927,0.18708923,-0.25828794,-91.06436,20.576277,21.150656,-52.262943,35.541634,-0.074026264,0.23209982,-0.69389653,1.0800984,0.36933333,0.7318543,-0.07385452,0.3532468,0.38168776,0.55134976,1.5588963,1.3733416,0.1362707,0.1616311,1.165446,-0.012104723,0.006442859,0.01156812,-0.021791443,-0.017900793,0.8817495,0.36082152,-0.85734403,0.6841265,-0.99602866,-1.4377153
45,-0.0,-0.0,1.0990589,-0.0,1.0737011,-0.015282182,-0.18829216,-0.24194513,0.26134145,0.21050002,25.309101,-3.9898348,-80.44018,92.06644,-68.18336,-0.8115702,1.0742384,-0.67616886,1.122717,-1.4046485,0.9268029,-0.670232,-0.8862016,-0.56848305,-0.8305864,0.2809578,0.37435156,1.9710644,0.41638467,1.2592331,-0.0117954705,-0.02450348,0.009646342,0.009251196,0.012142322,0.90103745,-0.9861128,-0.60433125,0.87470204,0.9925248,-0.13461325
46,-0.0,-0.0,0.7535419,0.07977554,-0.0,0.09921181,-0.2100672,0.1794082,0.18151006,-0.20524555,83.45979,15.353578,4.5708017,6.450575,-39.944595,0.97027034,-0.50147176,1.7704929,-0.012795855,0.07981546,0.9012379,0.74860984,0.07960674,-0.25484148,-0.6025651,1.9767721,0.11013413,0.006364137,0.0679039,0.00016357019,0.030885477,0.0013923459,-0.010998012,0.024538932,-0.017954988,-0.012789108,0.079690956,-0.73661464,0.4813566,0.97166955,1.2930908
47,1.5592709,1.5891436,-0.0,0.8987838,-0.0,-0.26064402,-0.27496302,-0.15708657,0.27427173,-0.034413625,57.618713,-40.214725,51.496517,83.406906,89.33964,0.35343707,-0.49309048,-1.3651799,1.2740141,0.8992335,-0.67634666,0.3392638,0.7157052,-0.42825755,0.9153023,1.8707203,2.267452,0.80781233,0.20954508,1.6214888,-0.023814969,0.015686737,-0.025672395,0.023871614,-0.017012049,0.95609593,0.7825703,0.32225943,-0.29316342,0.98433346,-0.31594387
48,-0.0,0.20855634,1.6565927,-0.0,-0.0,0.28262025,-0.28143835,-0.15473683,0.010855574,-0.23299377,26.558868,-56.764233,-30.408363,1.8758909,-31.37898,1.0830175,-0.29612914,-0.1658488,0.26685,-0.5309916,-0.037510063,0.7941154,-0.48593587,0.3088449,-0.49876928,2.4231553,0.027108433,0.28167015,0.10193206,0.07113771,-0.00289316,-0.009262918,0.004535276,0.027168645,0.012272786,0.2635655,-0.50615966,0.33135024,0.67399544,0.99655855,1.1443659
49,-0.0,0.9091989,0.69857687,-0.0,-0.0,0.08821564,-0.19667229,0.27182245,0.10830535,0.04540495,38.2628,-71.01149,-94.32819,78.010376,-89.15698,-0.27962005,-1.4133449,-0.13442455,0.8544681,-1.6471614,0.5578973,-0.27242392,-0.92835337,0.82612073,-0.9147836,0.90377355,6.118844e-05,2.7104275,1.3824916,0.7293856,-0.0023449776,-0.028734012,-0.015512361,0.016592322,0.02381896,0.75394106,-0.9971481,0.5354922,-0.08316729,-0.222999,-0.13702247
50,-0.0,1.0924456,-0.0,-0.0,-0.0,0.16838485,0.18427481,-0.119755596,0.06747087,0.20855585,-72.65026,-96.379776,-76.30342,-97.39165,-80.058945,0.093933314,-0.4647534,-0.4342623,0.9907519,-1.3324124,0.90235436,0.09361145,-0.8696754,-0.1962065,-0.88476497,2.3484504,1.6985136,1.7735474,0.03951511,0.9806078,-0.007575516,-0.023243353,-0.0010897558,0.026746567,-0.00678797,0.8361666,-0.9715633,0.6989089,0.1738163,0.39682603,0.04143642
51,-0.0,1.2238101,-0.0,-0.0,-0.0,-0.15974201,0.17815785,-0.25575915,0.27887878,0.25039178,-69.0415,74.715294,-93.394135,-46.330963,-60.492966,0.51563406,-1.5085206,-1.2936256,-0.21333097,-1.6308509,-0.72297806,0.47412348,-0.92606664,0.66913587,-0.78405166,0.018641844,0.68848616,2.657015,0.6547668,0.045464594,-0.022566734,-0.028449483,0.02481902,-0.0023829876,-0.0050089,-0.21161225,-0.9982459,0.48429066,-0.98873276,0.99992406,0.040737867
