,oz1_sin_exp,oz2_tanh_exp,oz5_rbfFeature_exp,oz4_sin_exp,oz17_tanh_exp,oz25_degree_degree,oz2_tanh_degree,oz4_sin_degree,oz1_sin_degree,oz5_sin_degree,oz17_rbfFeature_degree,oz19_sin_degree,(oz2_degree+oz4_sin),(oz1_degree+oz16_square),(oz14_relu+oz1),(oz17_rbfFeature+oz12),(oz1_radian+oz22),(oz1_tanh+oz25),(oz22_relu+oz24),(oz4_sin+oz23),(oz15_radian+oz7),(oz3_radian+oz10),(oz2_relu+oz1_square),(oz21_degree+oz24_zscore),(oz12_radian+oz5),(oz13_tanh+oz17_tanh),(oz9_square+oz12),(oz16_square+oz9_square),(oz1_sin+oz10),(oz1_degree+oz19),(oz14_relu+oz4),(oz22_relu+oz22),(oz2_relu+oz2),oz2_tanh_adde,oz20_rbfFeature_adde,oz21_degree_adde,oz22_relu_adde,oz16_square_adde,oz1_relu_adde,oz4_sin_adde,oz7_rbfFeature_radian,oz20_square_radian,oz19_sin_radian,oz3_radian_radian,oz4_sin_radian,oz1_tanh_radian,oz1_sin_radian,oz2_relu_recip,oz3_radian_recip,oz1_square_recip,oz3_zscore_recip,oz2_tanh_recip,oz1_tanh_recip,oz20_square_recip,oz19_rbfFeature_zscore,oz20_radian_zscore,oz2_degree_zscore,oz21_degree_zscore,oz22_relu_zscore,oz9_sin_zscore,oz1_tanh_zscore,oz2_degree_mmnorm,oz15_radian_mmnorm,oz20_square_mmnorm,oz1_degree_mmnorm,oz20_radian_mmnorm,oz17_tanh_mmnorm,oz2_relu_mmnorm,oz26
11,0.44747594,0.39865762,1.0333183,2.1199727,1.5230746,5723.8906,-52.692196,43.05223,-46.0734,-52.237255,16.166965,31.379478,-90.16372,-51.946075,-0.9342148,-1.2606283,0.2124206,1.011044,-1.0702854,1.2733423,0.95588344,-0.32194948,0.87275726,8.698574,-1.1743594,1.3432887,-1.4813563,1.6419237,-1.1327171,-52.94698,0.8501861,0.45745143,-1.5867683,1.7986294,2.6820617,12.716517,2.9470074,4.2987666,2.7182817,3.469685,-0.00029198348,0.019095404,0.009558736,0.00011580494,0.01311446,-0.01278546,-0.01403476,-0.0,150.71284,1.1457939,2.6291196,-1.0873674,-1.3650892,0.91400486,-0.07033341,-1.0465091,-1.5875623,0.17458946,-0.3654567,0.3289553,-1.1094128,0.03722912,0.9156379,0.36519375,0.30771825,0.19760254,0.72483385,0.0,-0.18373354
12,2.2414281,2.3312144,0.9697749,0.37249792,1.4281772,-5586.766,48.494534,-56.580944,46.24418,-0.5456619,-3.6121082,9.7332735,70.24733,55.896534,1.6445719,1.5986793,0.93059343,-0.9669508,1.6313214,-0.7956643,0.7880347,1.576967,2.125466,-41.585346,0.019478787,-0.025655776,3.9923258,4.4123015,2.3870618,53.98554,-1.0235984,1.828401,2.4865656,3.564671,2.5464072,-39.584545,3.6324823,4.79998,3.657528,1.730758,-0.004596719,4.7896596e-05,0.0029649248,-5.20378e-05,-0.017235542,0.012826,0.014086783,1.2432828,-335.39642,1.1335514,-5.8508444,1.1814895,1.3607744,364.39526,-1.2798507,-0.052412022,1.243905,-0.73869306,0.86738336,-1.3408961,1.1266767,0.8642956,0.698379,0.00091584,0.7001374,0.48471236,0.6906251,0.7280727,-1.710153
13,0.4709392,0.40917468,1.3268781,2.4138045,1.1516476,4585.334,-51.20026,50.489273,-43.145226,-25.962471,-7.2974,-51.990417,-81.60066,-48.489513,-0.29910398,-1.6325827,0.48657244,0.70432174,-0.65553916,1.2478487,-0.6145715,1.1658086,0.7270109,-83.45876,-0.4965451,-0.7793002,0.23839271,2.107305,0.39633828,-49.990273,1.6319486,1.002908,-1.4395802,1.8246686,2.8376758,-79.58291,3.2197356,3.0819752,2.7182817,3.5994859,0.0016099863,0.03217645,-0.015837187,0.00028700096,0.015379912,-0.0120855495,-0.013142788,-0.0,60.812664,1.3754952,1.0608504,-1.1190524,-1.4441456,0.5424244,-0.38095796,1.3584625,-1.4403006,-1.4371456,0.12505054,1.2998304,-1.0483049,0.080244005,0.9452498,0.6153649,0.3248031,0.89219356,0.57618916,0.0,-0.04107693
14,0.39353043,0.45287222,1.326459,1.9758726,0.39585513,-3039.6985,-45.38658,39.019005,-53.433857,-50.064533,-12.068711,-17.152052,-61.03598,-68.797165,-1.2015423,0.7422849,-0.9957114,-1.7600696,-1.741526,2.3506207,-0.3685797,1.0590763,1.4437038,16.822104,-1.0463125,-0.052062035,2.167427,1.2606384,0.130023,-69.14732,0.74914116,-0.9747405,-1.0771648,1.9261365,2.4653883,21.282784,2.7182817,2.7644167,2.7182817,3.399292,-0.0018914831,0.00991932,-0.005224814,-6.1845465e-05,0.011885869,-0.0145582175,-0.016276885,-0.0,-282.2081,0.6926629,-4.922997,-1.2623947,-1.1988618,1.7595251,0.019307729,0.7542573,-1.0777037,0.3241738,-0.7768244,-1.1974546,-1.2641891,0.18615788,0.5988113,0.1897039,0.25172326,0.7176903,0.008330941,0.0,0.16734178
15,1.2190129,2.1317139,1.2021978,2.6816041,0.64675426,-2883.0317,43.36868,56.51742,11.34694,-52.934288,7.207362,-46.53317,57.65069,14.285194,0.1993594,-0.7267419,0.856824,-0.68146217,0.30931228,-0.51132584,1.8027738,0.34457704,1.0287223,-94.78241,-1.192972,-1.2488,0.5420819,4.2573586,0.56997365,10.474612,1.4057766,1.706689,1.9779563,3.475208,2.8128564,-91.51982,3.5716262,5.581024,2.9176412,3.704697,-0.00491956,0.0076791365,-0.014174814,-0.000477437,0.017216193,0.0034341027,0.0034564757,0.98897815,-36.55622,25.160921,-0.6377073,1.3211325,5.082344,2.2728198,0.45625624,-0.66364336,0.98947304,-1.6455883,0.75793266,-1.2415103,0.30668747,0.7899765,0.78925884,0.14686105,0.5451591,0.3081798,0.26937756,0.5791506,-0.63378435
16,0.6306255,0.47442985,0.85735077,1.9530263,1.5106386,-779.7716,-42.72211,38.352654,-26.415825,57.285793,-6.6433167,-51.99157,-54.51026,-26.405819,-0.47917038,-0.08931599,-0.91225696,-0.683111,0.078950614,1.08832,-0.6530904,-0.73011315,0.22960426,84.75119,1.552595,1.1853075,1.9081738,2.9301627,-1.2081327,-28.591553,0.7333741,-0.9038938,-0.96306646,1.9726403,2.6308658,87.39049,2.7182817,3.7669024,2.7182817,3.387662,0.0022424601,0.050330486,-0.015837539,0.00029629475,0.011682888,-0.00777682,-0.008046721,-0.0,58.90517,4.35532,1.0275749,-1.341127,-2.244271,0.34677377,-0.5988972,1.699003,-0.96354836,1.4785483,-0.7768244,-1.3156939,-0.6721176,0.21950245,0.24368408,0.96255547,0.4030328,0.99054664,0.7204742,0.0,1.1544513
17,1.4648519,1.3813884,1.1877004,2.7099931,0.54417366,-5249.84,18.511644,57.1208,21.872902,47.27451,4.6419973,55.50241,20.196331,22.442795,0.39169344,0.11081545,-0.48230577,-1.2263737,-1.2568452,1.2897042,-0.45323557,-1.5141354,0.48851624,-27.651468,0.97089195,-0.608846,2.241759,2.212377,-1.1443826,23.762318,1.4926237,-0.48914212,0.67018497,3.0413709,3.000289,-23.675713,2.7182817,2.718697,3.109975,3.7152278,-0.0031436263,0.00803903,0.016907003,0.00020946344,0.01739999,0.0065069227,0.006662867,0.33509248,83.323814,6.517895,1.4535475,3.095121,2.6822653,2.1710694,-1.3884306,-0.6790166,0.33526018,-0.46089262,-0.7768244,1.3369812,0.57496977,0.5988821,0.7073788,0.15374391,0.5854458,0.3037398,0.17754507,0.19623186,-0.059846535
18,2.6190085,2.4097123,1.3237072,2.7106473,0.57284915,-5483.7744,50.392056,57.134632,55.16413,-49.13762,7.006113,33.265476,79.69797,108.23981,3.5742087,0.5494615,1.3458484,-0.719235,2.9867115,-0.1477387,-0.46258882,-1.0996797,4.775503,80.042946,-1.0231551,0.18910843,1.232524,3.367198,-0.16299945,106.2974,3.2255595,2.627314,2.7471757,3.597789,2.6990688,81.08734,4.0319386,5.280137,4.56271,3.7154694,-9.016881e-05,0.0031490999,0.010133243,0.0004558015,0.017404204,0.016601894,0.016803956,1.3735878,38.291435,0.29395205,0.66797733,1.1370002,1.0512832,5.5423117,-0.56062615,0.42498323,1.3742752,1.3684826,1.585814,1.0487342,1.456343,0.90237653,0.9234592,0.060225435,0.8897387,0.6225911,0.20485264,0.80438,1.5987761
19,0.8883175,1.3838974,1.2640288,2.7168996,1.8389658,-2929.3726,18.615612,57.266636,-6.7853146,-56.631237,14.096642,50.34655,20.315037,-6.5409503,-0.11870466,1.235282,-1.2334455,-1.0104883,0.7994805,2.4351497,0.17474097,1.111494,0.3512107,53.665028,-1.4010782,-0.12347078,3.7137437,2.9848201,1.0068945,-5.728116,1.6026924,-1.2313738,0.6742398,3.0431855,3.001064,55.583427,2.7182817,2.9786072,2.7182817,3.7177732,-0.004921482,0.029641708,0.015336437,-0.00024131939,0.017444415,-0.0020621107,-0.0020669252,0.3371199,-72.32445,70.96831,-1.2616684,3.0778348,-8.463799,0.5888086,1.2891002,1.3038578,0.3372886,0.9231326,-0.7768244,-1.3379334,-0.17317685,0.5994746,0.30546093,0.56688875,0.47853673,0.87642294,0.8250543,0.19741914,0.58944625
20,0.48379755,0.46083236,0.9048654,0.47442675,0.3991005,4353.0874,-44.388237,-42.72248,-41.601814,-0.73102164,-11.541513,-52.22043,-59.87656,-46.091187,-0.81261635,1.2537683,1.138479,0.6549954,1.0811998,-1.9530952,-0.65614617,-1.4094537,0.6603453,-54.714645,0.012639049,-0.04032296,2.5441632,1.5572586,-2.1347094,-47.706203,-0.84150684,2.3053236,-1.0320292,1.9435608,2.5146215,-51.924866,3.8709435,3.186583,2.7182817,1.9726337,-0.0026373728,0.004895567,-0.015907252,-1.4540445e-05,-0.013014013,-0.011711701,-0.0126726385,-0.0,-1200.3273,1.5143592,-20.939186,-1.2907875,-1.490244,3.565122,-0.48901245,0.5298831,-1.0325456,-0.95418006,1.2962608,1.1594073,-1.0156649,0.19934851,0.48603392,0.0936261,0.33318853,0.6528877,0.012672663,0.0,-0.15597348
21,2.6033149,2.394723,0.9797056,0.5415026,1.4670528,-276.72012,50.03455,-35.145653,54.81977,24.550903,-15.064019,-44.978565,76.54574,109.37547,1.8658534,0.057040423,1.3605974,0.86892295,0.5020269,-1.9863006,0.9462518,-0.7400631,4.82809,54.650684,0.4484098,-0.079937935,2.642698,4.792699,0.18660599,106.002785,-0.6603678,2.6560643,2.6933625,3.5915494,2.9107661,58.195385,4.046314,5.18824,4.584135,2.1048744,-0.002041506,0.011680143,-0.013701255,0.0005256323,-0.010705979,0.01663677,0.016699059,1.3466812,33.204376,0.28724003,0.57923585,1.1451243,1.0490794,1.4942704,-0.28345492,-0.8184698,1.3473551,0.96874267,1.6116679,-1.340739,1.4593881,0.8945132,0.4618171,0.2233791,0.89422643,0.26346362,0.7049061,0.7886234,1.2695163
22,0.36909527,0.5680945,1.3238527,0.37493354,0.9907679,-5711.3457,-32.398903,-56.20753,-57.106728,48.653385,-8.907887,-20.022675,-37.69812,-84.73912,-1.1735027,-0.50136673,-0.83862525,-2.6430154,-0.30712298,-0.43237138,-0.2717846,0.87415516,2.2187264,-13.787731,1.0083592,-0.36244786,1.210157,2.1612232,-0.09590399,-85.70129,-1.0595477,-0.8126279,-0.64083457,2.1528141,2.5042577,-10.762173,2.7182817,3.3234532,2.7182817,1.7372752,0.00074782985,0.03188874,-0.0060992558,-0.0004649787,-0.017121794,-0.01576451,-0.017395705,-0.0,-37.535683,0.45070902,-0.6547936,-1.7684481,-1.1071255,0.5473184,1.4573263,-1.3523754,-0.64115524,-0.23539606,-0.7768244,1.272104,-1.3695083,0.3136729,0.97056735,0.6098625,0.19139886,0.10926387,0.49617717,0.0,0.39094839
23,2.2998152,1.622437,1.0138552,0.5341038,1.6358931,689.79724,27.727106,-35.93391,47.71757,17.725454,-15.550117,-51.91161,29.630882,58.204655,2.6519601,-1.9371545,-0.9161553,0.96500194,-0.9913874,0.90257037,-1.059712,-0.9149361,1.4967495,-57.91386,0.28545502,-0.21436566,1.0457683,4.525755,-0.10703242,55.25662,0.9898533,-0.9333328,1.0562052,3.2022111,2.9995868,-54.203697,2.7182817,4.5325146,3.7024803,2.0911167,-0.002159673,0.043496314,-0.015813181,0.00043502403,-0.010946096,0.0131751,0.014535604,0.5281026,40.120293,1.032368,0.699881,2.0664175,1.324718,0.4012591,-0.90599656,1.5794461,0.5283668,-0.9939731,-0.7768244,-1.338344,1.157156,0.6552882,0.36435664,0.831854,0.7095532,0.9560169,0.76283157,0.30925956,-1.5591486
24,2.03301,1.466107,1.3251405,0.3739713,1.6537945,-4646.8135,21.921972,-56.35476,40.652355,-54.48274,-0.54728806,-5.8771167,22.113178,45.64235,1.3817534,0.46001697,1.4026108,-0.7577643,1.7121688,-0.9554093,-0.328188,1.5969194,1.0253408,10.150477,-1.2479459,1.3737783,1.4492191,1.4263327,2.2841752,45.09291,-1.1593442,2.7776868,0.8062289,3.1008923,2.9701815,12.545272,4.1071253,3.1649642,3.5070949,1.7347056,0.00488607,0.020009767,-0.0017902722,0.0003885398,-0.017166642,0.011479663,0.012383416,0.40311444,44.92022,1.6071323,0.7836136,2.6136231,1.5203663,0.8722387,0.044522587,1.0712715,0.40331614,0.17159916,1.7210381,1.1214507,1.0091305,0.6187611,0.54124147,0.38268068,0.6686274,0.8092486,0.76861894,0.23606586,-2.064896
25,2.697467,2.221434,1.2655077,1.4291898,0.6482657,2246.6704,45.730793,20.460768,56.85536,-57.275322,5.300875,56.403908,63.010185,97.28085,1.6948655,-0.26253378,0.5728295,1.6191392,1.2664795,0.49580055,-0.4161785,0.7541395,3.9660714,76.942924,-1.6037138,0.41417867,0.7839085,1.3111789,1.720675,98.50276,0.36516967,1.086497,2.187005,3.5164347,2.9753127,78.937614,3.2615302,2.8905008,4.413147,3.0753896,0.004852857,0.020245101,0.017181614,0.0004499066,0.006232707,0.016314711,0.017319134,1.0935025,38.793144,0.34812045,0.67672956,1.2528927,1.0697887,0.8620995,-1.3914931,-1.0775527,1.0940497,1.330944,0.20021875,-1.1756208,1.4312696,0.82052314,0.14350727,0.38718137,0.85841095,0.18863669,0.27061883,0.64036065,0.37528402
26,0.8530807,1.6340934,1.3265356,0.3695975,2.2865002,3261.7002,28.13728,-57.02882,-9.104366,-5.049034,15.687844,35.620506,29.800762,-6.3127794,0.5237644,0.046754092,0.63275844,0.8353341,1.0839783,-1.0810229,0.5119756,-0.18405543,0.5629584,-79.90472,-0.092199504,1.4266765,0.71883595,3.7762277,-0.33014557,-8.472216,-0.9840246,1.2710872,1.0749868,3.20937,2.96392,-77.63509,3.3538253,5.548623,2.7182817,1.722941,-0.004165674,0.0012100126,0.010850627,-0.00022359478,-0.017371973,-0.0027617514,-0.0027733485,0.5374934,-78.05769,39.26958,-1.3616824,2.036294,-6.3196464,14.424059,1.4310192,0.26343504,0.53776234,-1.4031328,0.36621335,1.1086121,-0.23426118,0.6580326,0.21505296,0.023140965,0.4699754,0.5759336,0.94087994,0.31475887,-0.54015934
27,1.443589,2.3844604,0.77193797,2.551656,0.59403396,-2615.1155,49.788475,53.67139,21.03514,12.508499,-5.714856,-56.04599,77.07538,23.357302,0.37592432,-1.2501011,1.2693139,-0.43744716,-0.010338306,1.6286039,1.6233016,0.6598174,1.4701891,-34.36069,0.20000944,-0.41718557,-1.1439893,1.8247956,1.0542388,20.177328,1.2132047,2.5255055,2.6577399,3.5872545,2.5362406,-30.368683,3.9810345,4.536709,3.094206,3.6550243,0.0015004667,0.005496807,-0.017072586,-0.00047628235,0.016349241,0.006268572,0.00640767,1.3288699,-36.644844,7.0761847,-0.63925326,1.1507839,2.7842534,3.1751692,-1.3171611,-0.5614794,1.3295349,-0.57776546,1.4942616,-0.1072513,0.55415976,0.8893079,0.8776182,0.10512464,0.5821428,0.33768624,0.22416279,0.778193,-0.8691006
28,0.3699856,0.39749265,0.7602577,1.1926856,0.4942653,-658.7979,-52.85987,10.095948,-56.968685,53.01274,-4.698343,57.23116,-91.84545,-83.0106,-1.4638921,1.3132021,-0.28481823,-1.0990872,0.24443981,0.16415875,1.7724395,0.45510417,2.14298,-11.018124,1.2060369,0.06084484,1.7324059,1.2014372,-0.5287478,-82.35153,0.17713237,-0.2592685,-1.606081,1.7957029,2.7108421,-8.544404,2.7182817,3.5825167,2.7182817,2.8944893,0.0018721247,0.0036180774,0.01743361,-0.0001821993,0.0030754018,-0.015680142,-0.017353654,-0.0,-95.792305,0.46663988,-1.6710551,-1.0839182,-1.1130826,4.8239136,0.029852876,-0.45553052,-1.6068847,-0.19666933,-0.7768244,0.73591423,-1.3621421,0.031585068,0.1976474,0.06919449,0.19677094,0.36828583,0.12639266,0.0,0.013159481
