,((oz2_relu+oz1_square)+oz5),(oz2_relu_mmnorm+oz4),(oz4_sin_exp+oz15_radian),(oz20_radian_mmnorm+oz4),(oz1_sin_degree+oz2_degree),(oz4_sin_degree+oz2_tanh_recip),(oz4_sin_adde-oz17_tanh_mmnorm),((oz2_relu+oz1_square)-oz20_square_radian),(oz4_sin_exp-oz17_tanh_mmnorm),(oz5_sin_degree-oz9_square),((oz2_relu+oz2)/oz1_tanh_recip),((oz2_relu+oz1_square)*oz2_tanh_adde),oz4_sin_adde_recip
16,1.7817345000000002,0.7333741,1.9376018,1.7239208,-81.59546999999999,37.011528000000006,2.6671877,0.17927377,1.232552,55.40425,0.42912218,0.45292659999999996,0.29518884
17,1.4588881999999999,1.6888555,2.7225618,1.7963634999999998,41.07229,60.21592,3.5376828000000002,0.4804772,2.532448,45.062546000000005,0.24985783,1.485759,0.2691625
18,3.7448924,2.300159,2.7362610000000003,2.11837,133.86491,58.271632999999994,3.5106167999999998,4.772354,2.5057948,-49.942963,2.6131642000000004,17.181252999999998,0.26914499999999997
19,-1.0671332,1.8001115,2.7052047000000004,2.4791152000000003,12.530231,60.344469999999994,2.8927188,0.321569,1.8918453000000002,-59.355731999999996,-0.07966160000000001,1.0687993999999998,0.2689782
20,0.6475861999999999,-0.84150684,0.47363293,-0.18861914,-100.73273,-44.013268,1.959961,0.65544975,0.46175408,-1.819979,0.6925236,1.2834212999999999,0.5069365
21,5.2709155,0.1282556,0.5392468,-0.39690417,131.97891,-34.00053,1.3999683,4.816409999999999,-0.16340351,22.228163000000002,2.567358,17.340324,0.47508773
22,3.2331226,-1.375584,0.40339103,-1.2663201000000002,-93.82384,-57.97598000000001,1.241098,2.1868377,-0.121243626,47.097332,0.5788274,4.7765055,0.57561404
23,1.8112773999999998,-0.36864856,0.5259643,0.27810878,77.97561999999999,-33.867492999999996,1.3282851,1.4532531000000002,-0.22872776,15.013932,0.79730564,4.792908000000001,0.4782134
24,-0.23080063,-1.5162185,0.37651038,-0.9430358,63.749106999999995,-53.741135,0.9660866,1.005331,-0.39464763,-55.462387,0.53028595,3.1794715,0.5764667
25,2.3685546000000004,1.0055304,1.4077176000000002,0.55380636,119.50844,21.713661,2.8047707,3.9458263,1.158571,-58.414283999999995,2.0443337,13.946431,0.32516205
26,0.4747217000000001,-1.3526076,0.35244453,-1.0914329,21.691736,-54.992527,0.7820611,0.5617484,-0.57128245,-5.994920700000001,-0.17010237,1.8067418000000002,0.5804029
27,1.690276,1.9913976999999998,2.5745022,1.5508909,97.173775,54.822174,3.4308615,1.4646921999999998,2.3274932,12.5021305,0.95456105,5.2739425,0.273596
28,3.3246660000000006,0.17713237,1.1744819,0.5454182,-148.99034,9.012030000000001,2.7680967,2.1393619999999998,1.066293,52.675537,1.4429126,3.8481557,0.34548408
29,-1.6188058,0.0026844987,1.0297451,0.6734011999999999,-29.327202000000003,-2.365088,1.7276658999999999,0.002343703,0.009387732,-59.210663000000004,0.03849892,0.01960645,0.3675165
30,1.6735830000000003,-1.7522968,0.35981783,-0.8634615,-129.14656000000002,-57.425274,1.5120912,0.32894609999999996,0.15135536,53.4209,0.90764904,0.6433589,0.57646596
31,-0.034112453,2.0800593000000003,2.6848647999999997,1.9503608000000001,70.46991,58.578274,2.743534,1.0184511,1.7298033,-50.50555,0.7151863,3.3947022000000007,0.26952437
32,1.9725754,1.3037045,2.6494063999999997,2.2512672,-117.76867,53.994953,3.2030451,2.8977072,2.1438081,-47.199,0.9988336,5.674681,0.27153075
33,1.6732494999999998,1.8738788,2.6447217,1.5199802,70.53871,57.191047999999995,2.9531262000000003,0.9946853999999999,1.9092648,34.135483,0.5765942,3.4947622000000003,0.27083954
34,0.8495333,-0.6942779,0.55621237,-0.3017453,-71.97951,-38.342587,1.212468,0.36866528,-0.3386014,26.379684,0.37183285,0.788196,0.4811275
35,1.6479198,1.1624843,2.314021,1.8254686999999998,21.368088,52.28256,3.2737534,0.25587943,2.0387568,56.063026,0.056938626,0.8251277,0.28062195
36,-0.4742821,0.9443440000000001,2.2253804,1.1543458,-121.3055,45.288506,3.0659018,0.60566586,1.7856683999999998,-51.150116,0.9260832,1.141365,0.28341505
37,0.18897831,0.55419075,1.710594,1.5255936,-52.589054000000004,28.068415,2.2915585,0.11841687,0.73960364,-0.77235925,0.20136611,0.36910313,0.30821037
38,-0.87605274,-0.32246074,0.61633873,-0.20057851,35.81882,-27.451603000000002,2.1249251,0.44414303,0.5234594,-55.570330000000006,0.18040511,1.3879176000000002,0.45607029999999993
39,1.3773892,2.1020727000000003,2.6607654,1.5398998,118.887184,57.589847999999996,3.1826997,2.274724,2.1560154,-46.66912,1.8871909,8.179555,0.27008358
40,1.5462093000000001,0.5338691,1.4321165,1.3664988,22.692432,24.972927,2.1481972000000003,0.23347273,0.5071329000000001,52.62634,0.06884272400000001,0.84426343,0.32392603
41,1.7354696,-1.2068952,0.37295836,-0.7283343000000001,-67.69800000000001,-54.964,0.99759305,0.09670285,-0.39339706,56.66978,0.26390427,0.194966,0.56061155
42,-0.4068177,-1.2742323,0.38073909999999994,-0.9755556000000001,-71.63773,-56.164692,0.9086628000000001,0.09891783400000001,-0.46897823,-29.849966,0.29380167,0.21350965,0.5675576999999999
43,-0.15719575,0.77216935,1.6904283,1.4392021000000002,45.242195,33.8468,3.2343032000000003,0.5285112,1.6909626,-39.303585,0.2977579,1.7009252000000001,0.30705076
44,1.5099946000000002,-0.6668258,0.43585559999999995,-0.89101994,56.215182999999996,-47.30846,1.1568653999999998,0.7293814000000001,-0.27978495,38.032112,0.43825109999999995,2.473768,0.53736347
45,3.035885,-0.64892626,0.55608606,0.0040875673,-124.68346000000001,-35.829597,1.9151331999999999,1.9661608,0.3476225,48.857502000000004,1.0546013,3.7207692000000003,0.47304797
46,0.5085659,-0.828051,0.46773386,0.07806873,-35.378640000000004,-43.86448,1.6160703,-0.028137042999999997,0.11313516,27.579535999999997,-0.055499014000000006,0.013464711,0.5046255999999999
47,2.0695490000000003,1.2412322,1.3545704,1.2231867,134.17761000000002,19.556639,2.7671587000000004,2.3344327999999996,1.1068604,-18.418514000000002,2.2319565,8.600995,0.32888883
48,1.0212741,0.3377343,1.3973829,1.2873919,-60.37979,16.980034,2.3842939999999997,0.23937811,0.7275095,38.545956,0.26613083,0.6251704,0.32790840000000004
49,2.6271641,0.5650904,1.6927763999999998,1.3396449,-146.28935,29.588285,2.3133733,2.6946537,0.76788825,-5.49452,1.444595,4.888251,0.30733544
50,1.9482509999999997,0.7738708000000001,2.0104668,1.7165404999999998,-135.72541999999999,38.914284,3.0204146,1.7325592,1.6147806999999998,8.978332,1.2151906000000001,3.2518291,0.29263806
51,0.93596244,0.50555223,1.6478423,0.9659488000000002,-117.68824,26.472382,2.3456487999999998,2.6566896,0.76609975,-56.695675,0.97774255,5.139278400000001,0.312249
52,1.6584588,0.7453959,1.9479811999999999,1.399467,-11.669709,34.23129,3.3302035000000005,-0.0047235284,1.9041108,55.906086,-0.0034555084999999997,0.000620684,0.29441687
53,1.4439206,-0.98418784,0.40434933,-0.6442428000000001,33.416340000000005,-50.255897999999995,0.8077893,0.40637153,-0.58675766,49.194733,0.16118439,1.2436996999999999,0.55877316
54,5.677914599999999,1.1190716,1.2362833999999998,0.70996606,146.64952,12.376545,2.613859,4.5697455,0.9163186,50.401257,2.9535706000000004,16.614256,0.3430216
55,1.6088659,0.1953721,0.63545066,-0.099565834,118.02638,-27.53397,1.2259643,2.186698,-0.38528633,-32.1133,1.8513932,7.790798,0.45105776
56,1.240207,-0.071672566,0.90908283,0.34356064,-124.30083,-5.235076,2.363945,0.79508054,0.6481670999999999,22.019209,0.9911346999999999,1.4616657,0.37783320000000004
57,0.6181413,-0.5694863,0.56095946,-0.52617466,-93.04018,-32.25485,2.172761,0.52558094,0.57689375,0.3558402,0.5988684,1.128918,0.45890879999999995
58,2.9735044999999998,0.17784613,0.5198839,-0.21827525,147.61514,-38.810425,1.2075559999999999,3.2522987999999997,-0.31602514,-15.887535999999999,2.7715563999999997,11.849337,0.49455190000000004
59,-0.49270569999999997,2.0601130000000003,2.7104077,1.8189571,60.91311999999999,58.626736,2.7570012000000004,0.92499846,1.7553461,-58.30966,0.27678376,3.2127411,0.26901117
60,2.3831666,0.5472016,1.6719977,1.1900046,-99.47572,28.346853000000003,2.7096193,1.2570748,1.1535695,51.351223,0.67500186,2.5671833,0.30877718
61,3.2907379,0.36769843,0.62311924,-0.33636957,138.19002,-26.509863,1.2510223,2.859069,-0.3677053,20.503197,2.4616860000000003,10.436778,0.44717455
62,4.2327724,-1.7416551,0.40231797,-1.2321751,-134.38547,-57.583,0.7453265,3.9396586000000005,-0.6142409000000001,15.565628,1.3769848,7.1962943,0.57708645
63,5.2145314,1.0809561,2.405671,1.2551914,-145.06207,49.486195,3.4911857000000004,4.476611599999999,2.307208,37.52874,1.6318008999999998,8.032546,0.27772456
64,2.7403247000000004,-0.95407504,0.43565699999999996,-0.9411466999999999,-128.54636000000002,-47.903908,1.7780443,1.5323908000000002,0.31783643,50.625587,1.0989064,2.9401990000000002,0.5256235
65,1.0784521,0.25695866,1.1305087999999999,0.28407478,61.056175,11.772669,2.4021578,1.2024968,0.6921526,-8.86016,0.3402257,3.6045248999999995,0.35158786
66,0.05687353,1.7491035,2.6970522,2.4344735,14.978051,59.524815000000004,2.80435,0.43255073,1.7988689999999998,-23.545338,-0.15765761,1.4840993999999998,0.26917294
67,2.307166,1.5889021,2.6855123,1.7488278999999998,70.28415,59.154819999999994,3.6769483,1.4612141,2.6459126,40.382736,0.5608271,4.485119,0.27027354
68,1.2535489,-1.6106552,0.34075764,-1.599167,-23.834526,-14.637138,0.76021206,0.18345356,-0.5910982,47.030075,-0.02001569,0.63207936,0.58149046
69,4.86134,-0.8974015999999999,0.48333925,-0.15741962,-148.56316999999999,-45.870937,1.9161598999999998,3.1673697999999995,0.43721040000000005,55.342380000000006,1.5265653000000001,5.704942,0.5163762
70,0.75684905,-0.63261884,0.5771844,0.091668844,-154.05075,-34.94492,1.9913768,1.9154866000000002,0.41798374,-53.773830000000004,1.5053257,3.4325502,0.47014067
71,0.006695926,0.23345499,1.2518871999999999,0.35504240000000004,-122.72613500000001,12.127127,2.9440072,0.6527275,1.2546731000000002,-36.040974,0.95429474,1.2502551000000002,0.3390265
72,-0.5199852,-1.1590373999999999,0.4261689,-0.6398212,-87.74826,-53.74880600000001,0.82198143,0.18611670000000002,-0.57993305,-38.024105,0.45262554,0.35620427,0.5549810000000001
73,0.61755395,-0.9992886000000001,0.43068975,-0.6204678000000001,-44.584793,-50.26607,0.8981501000000001,0.06224142,-0.5478035,28.84859,0.1314098,0.14604689,0.5327096
74,-0.27307504,-0.14144659,0.8933508,-0.036392808,1.84835,-16.370857,2.1853554,-0.008853696,0.47655990000000004,-16.762999,-0.0185172,0.061633705999999996,0.388002
75,1.8749481,0.46527046,0.9521453999999999,0.43879140000000005,108.09281999999999,-1.785983,2.5254642999999994,3.1151426,0.80870575,-54.198254000000006,1.6079533000000001,10.683478,0.37557676
76,0.16346079,-0.8909396999999999,0.43750933,-0.45121866,-127.97841000000001,-45.656128,1.1126559,0.61850923,-0.36848438,-26.738115000000004,1.001717,1.1200265,0.51529956
77,1.5193981,-1.1315892,0.34024656,-0.97595745,83.61142,-55.76456999999999,1.6552234000000001,1.3171697,0.30457434,11.120422,0.98711896,4.464086,0.58184457
78,0.49568427,0.163493,0.6580090000000001,-0.116352916,67.223114,-22.814495,2.1628084,1.0374193999999999,0.5218642,-29.963795,0.30981985,3.6431803999999994,0.43526809999999994
79,-1.2499688999999998,1.3112742,2.61821,2.2269973999999997,-61.932469999999995,54.06930500000001,2.8016725,-0.030722897000000002,1.7456392,-56.1807,0.07408406599999999,0.010605561999999999,0.27138555
80,-0.7096074,1.190893,2.5098863,1.6795459,-19.89367,51.036026,2.8003763999999998,0.022619998,1.684612,-38.856777,-0.07425162,0.051144756,0.2741993
81,1.6478671000000003,1.1969319999999999,2.516546,2.0693197,-67.16856999999999,51.676968,2.669032,0.21705374,1.5566772,56.416546,0.31963128,0.52072716,0.2740323
82,1.5558678999999997,0.24317289999999997,1.2778878,0.70727974,-53.149803000000006,9.605442,1.987327,0.56772894,0.30050720000000003,47.706309999999995,0.15508051,1.408427,0.33794457
83,2.7842617,-0.18070745,0.828723,0.34881085,-146.04633,-11.385296,1.6657572,1.6988869,-0.037299453999999996,48.61143,1.3668215,3.0565932,0.3939247
84,3.2530217,1.1998737,1.2662655,0.8498941999999999,152.38196000000002,13.916122,2.4235606,3.875786,0.7323819,-35.209045,3.003518,14.154059,0.33985755
85,2.4527116,0.64728725,1.4621043,1.1632086000000001,65.25106,24.404678,2.1868157000000004,1.0308814,0.5523114,55.540604,0.567504,3.2709794,0.3224252
86,0.30299073,1.2100296999999998,2.5009387000000003,2.119123,49.452057,66.17334,2.6582415,0.8576065999999999,1.528348,-32.984703,0.10699236,2.5143914,0.2749002
87,-0.58031195,1.2077053,2.5273466,2.1946702,7.5716285999999995,48.972984000000004,3.1531365,0.08109935,2.046764,-39.326874,-0.07677822,0.32678223,0.27374122
88,1.0692772,0.14742473,1.1816211,0.38010195,1.9805138,-20.097170000000002,1.9478343,-0.010061378000000001,0.24088925,49.970062,-0.002441811,0.013038465,0.34901905
89,2.0783856,-0.7226639,0.34628707,-0.87963563,131.9984,-56.180416,1.5242608,2.4607642000000003,0.17384386,-22.3046,2.2292306,8.927576,0.5819689
90,2.3469658,0.26286927,0.89386916,0.04315319,80.55566400000001,-4.193986,2.588892,1.3971639999999999,0.87589103,43.89779,0.89428365,4.66021,0.3825963
91,2.0335330000000003,-0.4437041,0.62184083,0.34084907,-111.42251599999999,-25.913652,1.2899066000000001,1.5576795,-0.34811467,22.667408,0.8446991,3.0849035,0.43687317
92,1.4738321,1.2231528,2.5731257999999997,1.3144145,-76.099724,52.3823,2.8536349999999997,0.25405335,1.7556126,51.60548,0.40083855,0.5909892,0.27333906
93,2.5688016,2.0002835,2.6243813,1.6532539000000002,122.891525,55.877937,2.7342415,2.4771397,1.6591122999999999,4.403059,2.008682,8.844422,0.27226016
94,1.2692035,-0.024017512999999997,0.51533425,-0.58540016,121.48555,-35.341877000000004,1.1363775,2.9769075000000003,-0.41543679999999994,-57.020495999999994,2.0036082,10.631642999999999,0.48076263
95,2.2916453,-0.74109626,0.49276286,-0.19397014,-101.67529,-40.102413,2.0236652,1.2590704,0.4895875,49.123115999999996,0.7060839,2.5381541000000003,0.489432
96,0.6855269,1.413872,2.62469,1.3840976999999999,-15.887248999999999,60.6056,3.2185087,0.38790578,2.1590195,14.0802355,-0.1703769,1.2334846000000002,0.27154216
97,1.6212438,0.06696701,0.51883143,-0.13848305,115.69871499999999,-36.853287,1.3115208,1.8837754,-0.22837716,-16.61065,1.6853273000000002,6.7738905,0.48659065
98,3.2611754,1.0866476999999999,1.3333743999999998,1.0123929,114.96293,17.061047,2.765632,1.8312380000000001,1.0898146999999998,54.76133299999999,1.6332351999999999,6.6289496,0.33375448
99,-1.3899738000000001,1.0017709000000001,2.3167419999999996,1.9502214,-86.24263,46.956540000000004,2.628791,0.23489629,1.3900774,-57.725669999999994,0.48392755,0.5415903000000001,0.280843
100,3.4195583,1.7144039,2.2380152,1.5538213,129.21618999999998,47.3155,3.321672,2.7356392999999994,2.0359773999999997,36.06153,2.2036957999999998,9.822935000000001,0.28376833
101,1.3221476,0.8438333,2.1002586,1.5664548,-69.75989,40.98277,2.775671,0.40948078,1.421266,43.25959,0.35014892,0.9116550999999999,0.28856048
102,0.65442294,-0.7967810000000001,0.47002330000000003,-0.33383173,-18.007738,-43.404625,0.98898304,0.69040096,-0.46843502,-2.6681645,-0.320479,2.0777384999999997,0.5270064999999999
103,1.4985828,1.3886126,2.688675,1.8231535,-132.00021,55.18869399999999,2.8256414,2.3408818,1.7975748,-42.793446,1.1878574,4.344842,0.2701438
104,-0.023608565,1.3013178,2.11689,1.3028568,91.52403000000001,44.442783,3.3022032,1.7024046999999998,1.9496503,-57.785778,1.1580428,5.7371078,0.28842196
105,-0.57662135,-0.2965119,0.7514916,0.5819413,-96.05188000000001,-18.068834,2.240894,0.56327647,0.56142795,-53.195440000000005,0.6341993,1.1658089,0.4121849
106,1.5156767,1.2368654,2.5021389,1.6569952000000001,-28.768959000000002,66.066826,2.6698227,0.46070546,1.5542325000000001,49.830709999999996,-0.085828826,1.2888585,0.27419075
107,3.5556974,0.36239928,0.5714389,-0.28030035,132.43493999999998,-28.411507,2.1402574,2.2996247000000003,0.53447616,53.4453,2.174712,8.3930025,0.4538684
108,1.8382126,-1.1771888000000001,0.4185317,-0.98386014,-95.93948,-54.492603,1.0085409,1.3875271,-0.38909520000000003,23.933826,0.61997914,2.933421,0.5571805999999999
109,0.16878279,-0.31840035,0.75357884,0.09083279999999999,3.419456,-25.729597000000002,1.8089261000000003,0.03432509,0.13490695,6.2704,-0.024205132999999997,0.093346246,0.41575995
110,0.25111818,1.3397894,2.2916136000000003,1.8946718999999996,78.936386,48.860107,2.5416865,1.2889704,1.2763116,-51.343803,0.87093616,4.359305,0.28247207
111,2.1283731,0.9911825000000001,2.313135,1.0421708,-76.29874000000001,45.29736,3.4326152999999997,1.4050169,2.1863353,36.058254,0.33261624,3.3856657,0.28129745
112,-0.8664029000000001,-1.5393816999999999,0.37294364,-1.405499,-88.59709000000001,-58.435772,1.5548161,0.045751832,0.20410198,-48.841476,0.33879143,0.13734046,0.58180964
113,5.083746400000001,-0.8230584999999999,0.37859792,-0.5513005999999999,121.13373,-56.02924,1.5682399,5.0569777,0.21712056,-1.3981397,2.301007,18.12045,0.5815927
114,-1.7017307000000002,-0.036349975,0.9541921999999998,0.47204623,-24.248704999999998,-6.316471,2.603357,0.03366945,0.88572776,-56.976612,0.043689813,0.08360921,0.37286445
115,6.899029700000001,1.6934102999999998,2.0086644000000002,0.8906499,133.75668000000002,41.133312,3.3870826000000003,6.700765,1.9814196,8.701217999999999,3.0745167999999996,24.471155,0.2926405
116,2.3008707000000004,2.0435042,2.4211853,1.6487866999999998,136.29805,51.5712,3.5801148,2.3190374,2.394556,-2.722684,2.2246015,8.4609,0.27781075
117,1.9557116,1.6268116000000001,2.6509914,1.9045017,51.887440000000005,57.88448,3.356934,0.6732476,2.310495,54.233883,0.39520574,2.143323,0.27095446
118,-0.98186684,0.13483597,1.154722,0.76583064,-2.9946966,2.582333,2.7336428,0.017754233,1.0248151,-48.755584999999996,-0.028706412999999997,0.053863484,0.35054392
119,1.2108616,-0.7460574000000001,0.49673286,-0.32240015,-34.205067,-41.470715000000006,1.3314471,0.034650605,-0.20083463,52.7548,0.07649469,0.08359474,0.49030828
120,0.3727942,-0.17948163,0.46793112,0.0039571523999999995,77.83935,-39.359444,2.0006614,1.1272578000000002,0.48371187,-40.311863,0.6513991,4.0037994,0.49778599999999995
121,1.1603948999999998,-1.3959997,0.3678026,-1.1785698999999998,48.391636,-39.050365,1.7113903999999998,0.8671554,0.3546778,14.148736999999999,0.081563205,2.4422762000000002,0.57860535
122,0.14288394,-1.3006799999999998,0.36911306,-1.2041522,22.921701000000002,-93.09253000000001,1.1577826,0.16011268,-0.21529570000000003,-3.2026293,-0.010936843,0.5225339,0.5699493
123,2.5631692000000004,0.17391884,1.2066508999999999,0.7201663,-98.56751,8.377737,2.2365825,1.522897,0.53417504,47.947342,0.6551556,3.149716,0.34586215
124,1.1477233999999998,0.6350014,1.1688040000000002,0.6710844,66.156364,11.264672000000001,1.8898034,0.9297960999999999,0.18685466,12.314716,0.5619645000000001,3.1408825,0.34620848
125,1.4747635000000001,-0.96409625,0.45241377,-0.7478369,-66.3992,-48.448948,0.9085476999999998,0.04188206,-0.54844356,56.54213299999999,0.21838216,0.11696695,0.5272182
126,0.08678944400000001,0.19199665,1.1888987,0.20779939,-10.426506,7.0396833,2.8304037999999996,-0.042441268,1.1315436,2.338072,-0.021191135,0.016083771,0.34374879999999997
127,-1.1734046,-1.5581913,0.34118202,-1.5038618000000001,28.170277000000002,-52.696236,0.7546271,0.29064584,-0.60139036,-58.975143,0.11967556,0.91663074,0.5789758
128,1.4660546,-1.1948261999999998,0.38708964,-1.1368258999999998,-14.2653885,-57.134884,1.3118763,-0.040502563,-0.08175978,55.44826,-0.004662114,0.0007525142,0.5592435
129,-0.024374008,2.1517142999999996,2.7083318,1.7366292,80.83081,58.520363,3.1507560000000003,1.1729395,2.1436542999999997,-55.12528199999999,0.9123534,4.1190934,0.2692417
130,2.8566086,1.0228415000000002,2.3271083999999997,1.574203,-123.34244,47.704735,3.393257,1.6498536,2.1694489,50.744457000000004,1.0235982,3.113753,0.27996513
131,2.6731446,0.9980619000000001,1.4191213,1.0171301,63.10750600000001,21.360538000000002,3.0103283,1.0868521,1.3615043,55.980476,0.02053988,3.8397756000000003,0.32581657
132,-1.1592938999999998,-1.2160603,0.37373942,-0.606284,-53.889328000000006,-55.95694,1.019232,0.22320315,-0.3697992,-57.187492000000006,0.21368866,0.5123034000000001,0.56162626
133,1.3320615,-1.297936,0.36933684,-0.6486970000000001,-145.4962,-56.251125,1.4798187,1.1513847,0.10628533,8.244383000000001,1.3135084,2.0671375,0.56971043
134,1.7721775000000002,1.4997716,2.7094507,2.1076045,-41.148582,18.506237,3.555996,0.58227676,2.5516727,52.941959999999995,0.016663464,1.5742873,0.2691239
135,-0.31292963,1.7266104,2.5420136,1.898206,88.15602,54.70925,3.5544540000000002,1.3665206,2.4415872000000003,-56.917454000000006,1.0775976,4.72685,0.2740573
136,-1.2110883,-1.1651562,0.39859158,-0.23010921,-2.4201927000000003,-60.311066000000004,1.7643506999999998,-0.031651966000000004,0.36389646,-53.787727000000004,-0.01165915,0.020540105,0.5557310000000001
137,2.3387532,0.39570320000000003,1.0344017,0.30802456,85.5014,3.7582035000000005,2.7180796000000003,1.7396296999999998,1.0003768,31.773188,0.9728948000000001,5.7198257,0.36335588
138,-0.28424048,-1.1302569,0.3981208,-0.5461939,23.51281,-48.3884,1.231616,0.22534756,-0.1536659,-28.82532,0.081935585,0.67356396,0.5635727
139,3.0154134999999997,0.6636757,1.0216959,0.09484048,112.47774,3.4230456,2.5034425,2.2520404,0.7858774000000001,36.543594,1.7163773,8.042419,0.36285690000000004
140,1.284248,-0.44348377,0.42954102,-0.84881496,108.84064,-46.328728000000005,1.3509381,2.7334490000000002,-0.09983134,-57.358242000000004,1.6154146999999999,9.513752,0.53030986
141,-0.8093595,-1.3120008,0.36785737,-1.0872117000000001,-83.1723,-56.795525,1.6086545,0.34288335,0.23740813,-55.2213,0.47615162,0.72024214,0.5709122
142,-1.6868953000000002,0.42619458,1.5126218,1.0944802,-8.367136,20.666138,3.086649,0.033798642000000004,1.4669214,-56.68966999999999,-0.06768010599999999,0.094840996,0.31931636
143,1.9043919999999999,1.5463388999999998,2.7398977,1.6747946,-147.4055,56.203663,3.6782959,1.2919497,2.677782,31.395933000000003,1.3572674999999998,2.361598,0.26896307
144,2.9319509999999998,0.45367092,0.65706336,0.2611947,143.9666,-24.796478,2.0522628000000003,3.0411767999999997,0.42226094,-9.334888000000001,2.6409032000000003,11.098369,0.4412116
145,2.2463295,1.1888579,1.8821164000000001,1.258218,58.6746,37.998000000000005,3.302972,0.8789242,1.8393037,56.071994999999994,0.2959909,2.9991784,0.29795656
146,-1.1242591999999998,-0.092396215,0.77833736,0.13170663,37.463257,-8.007347,1.6392066000000003,0.41692412,-0.056555092,-60.042106999999994,0.18563297,1.2371287,0.40027615
147,0.20755264,-0.8700642,0.49074814,-0.04254335,20.439257,-170.51147,1.8722866000000002,0.11685699,0.38400227,2.8570843,-0.0028159004,0.3775573,0.5117939
148,0.44397092,-1.2573256000000002,0.3470277,-0.62455523,27.478474,-53.7887,1.1053893999999997,0.33254490000000003,-0.24940777,5.0636589999999995,0.09705733,1.0794327,0.5796266999999999
149,0.88421094,-0.082573235,0.9331086999999999,0.050547123,-94.415886,-6.1964164,2.0917993000000004,0.89232624,0.37682736,-4.264368,0.6167993,1.8761578,0.37939113
150,0.8997607,0.41774386,0.91833276,-0.0043356083,78.88631,-1.7914665,1.7314322,1.1308649,0.0147615075,-15.497035999999998,0.87266356,3.9734434999999997,0.37580195
151,-0.18551564,-0.46440837,0.6509347,0.056808800000000007,-120.96238999999998,-26.816664000000003,1.753382,0.8379334999999999,0.12196654,-50.388783000000004,0.9541414,1.5519506,0.44045338
