,oz4,oz1_tanh,oz2_negative,oz4_radian,oz2_negative_adde,(oz2_adde_degree+oz48),((oz4_radian*oz32)+oz4_relu),(oz34_relu_sigmoid+oz2_sin),oz4_relu_sigmoid_mmnorm,(oz3_tanh_exp-oz1_tanh),(oz2_adde_ln-oz5_radian_tanh),oz1_relu_degree_sigmoid,(oz5_adde*oz2_sin)_tanh
10,0.19559209,0.90859896,-1.5576857,0.0034137259,1.160596,244.54814,0.19832349,1.7789629,0.14293528,1.6395185,1.4178783000000001,1.0,0.99984473
11,-0.4284519,-0.28061479999999994,1.1940104999999999,-0.0074778963,3.9122922,88.74239,0.0057013575,-0.39893943,0.0,0.7852439999999999,0.43896973,0.5,-0.92131406
12,-0.37629053,0.6635230999999999,-1.1045173000000001,-0.0065675084,1.6137643999999998,219.73847999999998,-0.008456387,1.3932474,0.0,1.2113658999999999,1.328319,1.0,0.9957529
13,0.22772972,0.69174516,-1.0138688,0.0039746333000000005,1.7044129000000001,212.98174,0.23373625,1.3488832,0.16623342,1.6166102,1.2914728000000002,1.0,0.99834657
14,-0.48166555,-0.8756504,1.4382701,-0.008406649,4.156552,73.75523000000001,0.009100172,-0.17124057,0.0,1.7288256000000002,0.25612763,0.5,-0.97419184
15,-1.5856822,-0.18980189,0.14060313,-0.027675373,2.8588848,146.3191,-0.01792792,0.6487491,0.0,0.8098929,0.95269024,0.5,-0.3224347
16,-1.6145333,-0.014437135,0.22613624,-0.028178921000000003,2.944418,141.16106000000002,0.04110315,0.3896338,0.0,0.46527857,0.9343065999999999,0.5,-0.32530636
17,-1.6764368000000003,0.90872157,-1.5479445,-0.02925934,1.1703371999999999,243.80353,0.043706927,1.4997388999999999,0.0,-0.28943193,1.4583533000000002,1.0,0.9793281999999999
18,-0.07852101,0.4869929,-1.1601702,-0.0013704502,1.5581114999999999,223.01783999999998,-0.0016450376999999998,1.4168711,0.0,1.3615193,1.3467056,1.0,0.9945466000000001
19,-0.79043174,-0.74909645,0.8787083000000001,-0.013795637,3.5969900000000004,104.17938000000001,0.017750302,-0.26991522,0.0,1.3369388999999998,0.6216965,0.5,-0.9148163
20,0.45018378,-0.38630766,0.9347931,0.0078571895,3.6530747000000003,102.00638000000001,0.44593957,-0.30447620000000003,0.3245715,1.057899,0.58682317,0.5,-0.94746786
21,-0.40955344,-0.21124499,1.1577646000000001,-0.007148056,3.8760461999999998,90.51494,-0.008820495,-0.4159081,0.0,0.74364984,0.45782426,0.5,-0.9485966999999998
22,0.51744586,-0.22609998,-0.15092503,0.009031134,2.5673567999999998,163.17258,0.5199092000000001,0.91933954,0.37110186,0.91440606,1.0592654,0.5,0.34842336
23,-1.0396158000000002,-0.9147856,1.0665368999999998,-0.018144717,3.7848186000000004,96.00699,0.017400132,-0.3755325,0.0,1.7001677,0.51336914,0.5,-0.9469280000000001
24,0.15041316,-0.15234165,0.5709283,0.0026252048999999998,3.2892099999999997,123.61713999999999,0.1498438,0.06457317,0.11006224,1.262363,0.7690511,0.5,-0.8667604999999999
25,-1.3140575,0.3688344,-1.3105476,-0.022934628999999998,1.4077342,229.17027000000002,0.015163091,1.6119847,0.0,0.10558313,1.4087063999999998,1.0,0.9450619
26,-1.6220272,0.6769331000000001,-0.29341647,-0.028309714,2.4248652,173.3056,0.043426732999999995,0.8033308000000001,0.0,-0.19271576,1.1136181,1.0,0.53847903
27,-0.6636145999999999,-0.80489254,0.44254878,-0.011582259,3.1608305,131.30687,0.0061451956,0.21312663,0.0,2.1500163,0.83305764,0.5,-0.71638364
28,0.29779536,-0.9280144,1.633693,0.005197509,4.3519745,62.639247999999995,0.29385093,-0.26053930000000003,0.21671796,1.3577424999999999,0.099112965,0.5,-0.93396103
29,-0.7934226,-0.17090096,0.5413008,-0.013847836,3.2595825,123.56342,0.016378906000000002,-0.015251219,0.0,1.8294137,0.77137405,0.5,-0.92082274
30,-1.3304133,0.69918555,-1.3119847,-0.023220094,1.4062971000000002,230.53534,0.01288311,1.4666948,0.0,-0.15934068,1.4053671,1.0,0.96323055
31,-0.72249734,0.9512579,-1.1291679,-0.012609958000000001,1.5891138,219.54987999999997,0.010732282,1.4040568000000002,0.0,0.5372488000000001,1.3282862,1.0,0.9979793
32,1.633902,0.3740133,-0.6065583999999999,0.028516969,2.1117234000000003,189.43898000000002,1.6718938,1.2729629999999998,0.9873643,2.078998,1.1803858,1.0,0.97743976
33,0.33036304,-0.75113696,1.4480709999999999,0.005765923,4.1663527,71.505356,0.33345047,-0.49247867,0.24001396,1.1674948,0.25142196,0.5,-0.96415627
34,0.50261635,-0.862007,1.453865,0.00877231,4.172147,73.15553,0.5001045,-0.49317133,0.36090755,1.3069247,0.25591758,0.5,-0.9027877000000001
35,-0.19691156,-0.12529291,-0.70548534,-0.003436755,2.0127964,195.87444,-0.0024720365,1.1484034,0.0,1.4770339,1.2341194,0.5,0.92705834
36,-1.75633,-0.47631229999999997,1.0195723,-0.030653741,3.737854,96.009415,0.022631956,-0.22969002,0.0,0.9970906999999999,0.54617774,0.5,-0.90862167
37,1.5544258,0.82846993,-1.7162707,0.02712985,1.0020110999999998,255.09966,1.5873886000000001,1.4894372999999999,0.9546635,1.8684888,1.4344700000000001,1.0,0.99998194
38,1.4120218,0.8926459999999999,-1.2166523999999999,0.024644429,1.5016294,226.8399,1.4332923999999998,1.4379437,0.8917115,1.7709451,1.322238,1.0,0.9999275
39,-1.6778708999999998,0.7860673,-0.8019009,-0.029284371,1.9163808999999998,202.89551,-0.017230457,1.2186792,0.0,-0.17153394,1.2660396,1.0,0.9279790000000001
40,0.18347563,0.27726164,0.22164077,0.0032022536999999998,2.9399226,143.45793,0.18277124,0.28016946,0.13413203,0.58496964,0.92118996,0.9999998999999999,-0.47686459999999997
41,-1.7308501,-0.15247805,0.062073447000000004,-0.030209033,2.7803552000000002,152.3861,-0.028408585,0.56960464,0.0,0.6847904,0.9858315000000001,0.5,-0.13602921
42,-1.0048774,-0.6602087,1.4430575,-0.017538419,4.1613393,72.11258000000001,0.0146657275,-0.18766093,0.0,1.1790851,0.25621120000000003,0.5,-0.9604938000000001
43,-0.89152026,0.24049981,-1.1397716,-0.015559963999999999,1.5785102,219.69205,0.0012910273,1.4085381000000001,0.0,0.7080979000000001,1.3567088999999999,0.99999917,0.97208804
44,1.0039,-0.9768966,1.5353023000000001,0.01752136,4.253584,67.86484,1.0108349,-0.49937016,0.67981315,2.1001933,0.18468784,0.5,-0.9428386999999999
45,-0.6284459,0.6441734,0.08925149,-0.01096845,2.8075333,149.51515,0.013345763,0.7009739,0.0,-0.09478241,0.9776690999999998,1.0,-0.18372393
46,1.2212625,0.5799903000000001,-1.6511395,0.021315051,1.0671422,250.02032000000003,1.215578,1.4967742,0.7984624,2.1128032,1.4406024,1.0,0.9998184999999999
47,0.11193222,-0.5820152,0.446945,0.0019535857999999997,3.1652267000000003,128.47592,0.11058182,0.08430898,0.081973195,1.1010425,0.8271565999999999,0.5,-0.7644244000000001
48,0.43474809999999997,0.27720097,-0.76339227,0.007587786,1.9548895,200.91124,0.43955347,1.2899802,0.31379175,2.1957695,1.2238908000000002,0.9999998999999999,0.99285257
49,0.12310881,-0.9269715000000001,1.0706191,0.002148654,3.7889009,94.22843,0.12377005,-0.3774976,0.090138674,1.3418881,0.51190054,0.5,-0.9419009
50,-0.306751,0.9349626,-1.6746279999999998,-0.005353815,1.0436537000000001,250.56305,0.0018775292,1.507582,0.0,0.5720076999999999,1.4657272,1.0,0.9982373999999999
51,-1.1705749,-0.69386446,1.4214623,-0.020430386000000002,4.139744,75.99225600000001,-0.033334337,-0.48887038,0.0,1.181206,0.27423978,0.5,-0.95416534
52,-0.8074843,0.9470533000000001,-1.4011559999999998,-0.01409326,1.3171258,236.08553999999998,0.023882373999999998,1.7999011999999999,0.0,0.35215938,1.4000763,1.0,0.99839216
53,0.60706,0.06256786,0.42448026,0.010595196000000001,3.142762,129.7299,0.62158334,0.09249848,0.4318607,0.5459321999999999,0.84292835,0.9731314,-0.6747414
54,1.3420162,0.8977745,-1.3230447,0.0234226,1.3952371000000001,232.73713999999998,1.3442721000000002,1.4694662,0.8586824000000001,1.6764511999999998,1.3558191000000002,1.0,0.99988914
55,0.142198,0.9356674,-1.1741678,0.0024818233,1.544114,223.02684,0.14237042,1.4223686000000002,0.10407174,0.089137316,1.3515556,1.0,0.99399585
56,1.5097976999999998,0.7127479999999999,-0.84269047,0.02635094,1.8755913,205.68347,1.5111798,1.2464361000000002,0.9355416,1.9379532,1.2263275,1.0,0.9991799000000001
57,-1.1223792,0.6826873,-1.0140885,-0.019589211999999998,1.7041932,215.22177000000002,-0.0016993649,1.5729488999999999,0.0,0.025928676,1.3183961000000002,1.0,0.97767687
58,-1.2620396999999999,-0.23491985,-0.42464328,-0.022026747000000003,2.2936384999999997,178.98462,-0.0017721993,0.91199577,0.0,0.7997795,1.1566378000000002,0.5,0.6904547
59,1.5277072,0.64970386,-0.63436407,0.026663521000000003,2.0839176,193.2055,1.5114882,1.3125556,0.9432814,1.9438758999999999,1.1774793,1.0,0.99113595
60,1.4543633,0.79771537,-1.6563196,0.02538343,1.0619621000000001,250.12013,1.4650048,1.496345,0.91102004,1.7876556000000001,1.4431466,1.0,0.99978715
61,0.92640704,-0.85665435,1.2219325,0.016168853,3.9402141999999998,87.19735,0.9155462,-0.20241499,0.63442206,1.292467,0.41784722,0.5,-0.9421177
62,0.024588758,0.7877574,-0.36289313,0.00042915478,2.3553886000000004,176.84392,0.024752447,0.9838469999999999,0.018025278999999998,0.6799611,1.1082556000000001,1.0,0.86474437
63,-1.0632336000000002,0.382488,-0.27839342,-0.018556926,2.4398882,173.38583,0.018030776000000002,0.85361284,0.0,0.041674882,1.1194937,1.0,0.38055658
64,0.39324182,0.76738644,-1.41373,0.006863364499999999,1.3045517,237.62721000000002,0.39307144,1.5698698,0.2846316,1.5072012,1.4009831,1.0,0.9987565
65,-0.6673549,0.63405824,-0.6710621999999999,-0.01164754,2.0472195,192.77388,0.0039715654999999996,1.4469614,0.0,0.19228393,1.2275102,1.0,0.8947748
66,1.2520033000000002,-0.9304498,1.1299171000000001,0.02185158,3.8481989999999997,89.68547,1.2230961,-0.1271807,0.81418276,1.374959,0.48076186,0.5,-0.90914893
67,-1.6421202000000001,0.13485283,0.49453145,-0.028660405,3.2128131,128.3675,0.02202369,0.19129917,0.0,0.3307583,0.813811,0.9995796,-0.7127057
68,0.52905214,-0.8683247,0.8151904999999999,0.009233702,3.5334722999999997,107.37659,0.53136146,-0.22785628,0.37905383,1.7171916,0.6547573,0.5,-0.9066154000000001
69,-1.4654473,0.9031855999999999,-1.3287635,-0.02557688,1.3895183,231.93391,0.006875958000000001,1.7209999999999999,0.0,-0.4286768,1.4108318000000002,1.0,0.95828754
70,1.4692775,-0.46081048,0.3740956,0.02564373,3.0923773999999997,133.0293,1.4857844999999998,0.3959552,0.9177015,2.2022538,0.8534824000000001,0.5,-0.7447282
71,0.6399079000000001,0.6987083000000001,-0.24455632,0.0111684995,2.4737253,168.6807,0.6509743,1.0648421000000001,0.45374513,0.86701596,1.0729725,1.0,0.6863132
72,1.2868057,0.029961683,0.61810446,0.022458997,3.3363862,119.398315,1.3184643999999999,0.24943483,0.8316591,0.5786306999999999,0.75394344,0.84776676,-0.82725346
73,-1.0425247,-0.80577743,0.5279556,-0.018195488,3.2462372999999998,126.64965,0.015770044,0.23811269,0.0,1.1989256000000001,0.8002305999999999,0.5,-0.71742713
74,-0.16317827,-0.65597075,0.36922413,-0.002847998,3.0875057999999997,136.01508,0.00044252432,0.13910803,0.0,1.9592494999999999,0.8543291,0.5,-0.7506735999999999
75,-0.44867527,0.90051544,-1.5698428999999998,-0.007830861,1.1484388,244.13542,-0.012561802,1.4999995000000002,0.0,-0.0066112876,1.4539653000000001,1.0,0.9930068000000001
76,-1.5651518999999998,0.2849011,-0.43850285,-0.027317055,2.279779,181.38333,0.012838243000000001,1.2002149,0.0,0.11569065,1.1713659,1.0,0.5535201999999999
77,-1.4630698999999998,-0.5471187,0.99285096,-0.025535388,3.7111328,100.29987,-0.025431206,-0.07511824,0.0,1.0113842,0.56708163,0.5,-0.84540135
78,0.83119303,-0.7753352,1.2394029,0.014507055,3.9576845,84.67317,0.82825714,-0.44558990000000004,0.57653975,1.7237144,0.4000941,0.5,-0.9700457
79,1.472265,0.32391903,-0.37468538,0.025695872,2.3435965,175.60162,1.4554373,0.8659798000000001,0.91903234,1.7226398,1.1210545,1.0,0.8224014000000001
80,0.6454441999999999,0.90024316,-1.1808761,0.011265127,1.5374056,221.75097999999997,0.6488656,1.4249393999999997,0.45741190000000004,1.4428722,1.3254011,1.0,0.99969184
81,-0.26713085,-0.54566723,1.6202352,-0.0046623129999999995,4.3385169999999995,61.96585,0.0007744847699999999,-0.33328509999999995,0.0,1.0063632,0.11154557,0.5,-0.93338513
82,-1.2145691,0.8114439,-1.104286,-0.02119823,1.6139958,220.7381,-0.023795523,1.3931432,0.0,0.06312358400000001,1.3408275,1.0,0.9846995999999999
83,0.27043965,-0.9334431999999999,1.5677012,0.0047200625,4.285983,66.08118,0.2635172,-0.22728568,0.19706273,1.3896953,0.15903449,0.5,-0.9278668999999999
84,-0.324372,0.7297315,-0.8536681,-0.005661359,1.8646136999999998,203.70139,-0.005012744600000001,1.4061723,0.0,0.16830617,1.2701938999999998,1.0,0.9745031
85,-1.6815711,-0.77423,0.33425638,-0.029348952999999997,3.0525382000000003,135.814,0.0051721679999999996,0.1719332,0.0,1.4387957,0.8725706,0.5,-0.675463
86,0.9445527,0.4127072,-0.6013371,0.016485555,2.1169447999999997,191.26491000000001,0.9605456,1.0657456,0.6451919,1.6520654,1.1858367,1.0,0.963467
87,-0.73666656,-0.89603984,1.3661468,-0.012857256000000001,4.084429,77.88863,-0.010935278,-0.23760039,0.0,1.3096018,0.31894153,0.5,-0.9345732
88,-1.0174901,0.08029119,0.079466976,-0.017758554,2.7977488,151.55115,0.02996746,0.7347836999999999,0.0,0.6535519000000001,0.9768205,0.9901489,-0.18413955
89,-0.94971895,0.00090525916,0.0068790363,-0.016575722,2.7251608,154.06705,0.021143388,0.6212251,0.0,0.46265322,1.0105768,0.51296395,-0.013530459
90,-0.4123505,-0.8216395000000001,1.0644141000000003,-0.007196874,3.7826958,95.82301,0.0068125753,-0.2810408,0.0,1.2985308,0.5155467,0.5,-0.9418631
91,0.996539,0.39559898,-0.87491024,0.017392887,1.8433715,204.23442,0.9710260000000001,1.2674860000000001,0.67556953,2.0411737000000003,1.2596695,1.0,0.99440575
92,-1.1196877,-0.21893138,0.86948985,-0.019542236,3.5877717000000002,107.26247,-0.034014374,-0.08720273,0.0,0.65001655,0.6341378000000001,0.5,-0.8391960999999999
93,0.6349361,0.80609876,-0.6247596,0.011081725,2.093522,190.34503,0.6301380999999999,1.0849023000000002,0.4504465999999999,1.4168148,1.1849923999999998,1.0,0.9810048000000001
94,-1.5357568000000001,-0.21926095,0.31027967,-0.026804012999999998,3.0285613999999996,136.95578,0.028423397000000003,0.19467503,0.0,0.81309605,0.8888826999999999,0.5,-0.5740371
95,-0.20625225,0.78336924,-1.0945578999999999,-0.0035997808,1.6237238999999999,219.12318,0.0030830149,1.3887256000000001,0.0,0.58479315,1.3321995,1.0,0.9915328000000001
96,-0.35448748,0.6667868,-0.8427226999999999,-0.0061869740000000005,1.8755591,203.86404,0.0060684974,1.5381112,0.0,0.48264563,1.2710816999999999,1.0,0.96292645
97,-1.032425,-0.64414066,0.9428986999999999,-0.018019216,3.6611805,101.68426,-0.004686709,-0.3092643,0.0,1.1339825000000001,0.5861793000000001,0.5,-0.9268841
98,-1.1633683000000001,-0.94327974,1.6153042,-0.020304607,4.3335857,64.22052,0.015973527,-0.30049342,0.0,1.3742588,0.11344036,0.5,-0.9500693000000001
99,0.047299802,0.27338928,-0.30122015,0.0008255372500000001,2.4170616000000003,172.61293,0.04652999,0.79668564,0.034669637999999996,1.4246723999999997,1.0973079,0.9999998999999999,0.7346691
100,1.2541078,-0.6722130000000001,0.90659094,0.02188831,3.6248727,105.51956000000001,1.2594881000000002,-0.28740686,0.81524944,1.4778347,0.6036759,0.5,-0.93733203
101,0.35751396,0.7140428000000001,-1.7024407,0.0062397956000000004,1.015841,252.83647000000002,0.3676693,1.4913473,0.25934112,1.7763218,1.4615741000000002,1.0,0.99945045
102,0.15524277,-0.40116176,0.8337312,0.0027094975,3.5520129999999996,109.68238999999998,0.15591660000000002,0.04089874,0.113582015,1.1568696000000003,0.63793683,0.5,-0.95007414
103,0.66210556,-0.40069756,1.1289142,0.011555922,3.847196,92.54862,0.67377704,-0.13699758,0.46840894,0.8487085999999999,0.47905084,0.5,-0.92792094
104,-1.2644549999999999,0.534439,-0.42713293,-0.022068902999999997,2.2911490000000003,178.93400000000003,-0.010134179,0.9142629999999999,0.0,0.0053230524,1.1565777,1.0,0.7032583
105,-0.36493754,-0.0068873954,-0.32613534,-0.0063693617,2.3921463,175.77813999999998,-0.0010489107000000001,0.8203845,0.0,0.9029440999999999,1.1181973,0.5,0.65337855
106,1.030764,0.24219581,-0.8963287,0.017990226,1.821953,205.73155,1.0573026,1.2810395,0.6951771,1.9622138,1.269982,0.9999993,0.9925501
107,0.74358964,0.78365004,-0.8093516,0.012978087,1.9089300999999999,202.46413,0.745028,1.3471916000000002,0.5213310999999999,0.9364488000000001,1.2518885,1.0,0.9812458000000001
108,1.4834418,0.7403932,-1.6408542000000002,0.025890945,1.0774275,248.89872999999997,1.4977312,1.4975469,0.9239898000000001,1.8910718,1.4365072,1.0,0.9998523000000001
109,0.27433309999999994,-0.36404103,0.35210338,0.0047880155,3.0703852000000005,136.28123,0.26880637,0.31442568,0.19986475,0.8944386999999999,0.87475836,0.5,-0.5856637
110,-0.14409608,0.15751089999999998,-0.9698455,-0.002514951,1.7484362,210.29732,0.0025525186,1.3247983,0.0,1.1886345,1.3044888000000001,0.9998884,0.9789539
111,1.0118274999999999,-0.20234211,-0.33450365,0.01765972,2.383778,174.66718999999998,1.0257856,0.82830036,0.6843672,2.6298003,1.1025717,0.5,0.81643844
112,0.7480391,-0.4005008,-0.22990254,0.0130557455,2.4883792000000002,170.43400000000003,0.75584,1.0467488999999999,0.52417815,2.1422098,1.0748221000000002,0.5,0.60600805
113,-1.7397527,-0.16566245,0.55667114,-0.030364411,3.274953,123.7629,-0.044182137,0.25267315,0.0,0.56869656,0.79031765,0.5,-0.68946165
114,-0.1807486,-0.8548212,0.8772361999999999,-0.003154658,3.5955178999999995,104.17189,-0.0050930561999999995,-0.26897496,0.0,1.3490441999999998,0.62861776,0.5,-0.8577113000000001
115,-0.08333194,0.21614955,-1.2393265,-0.0014544167999999999,1.4789553,228.48196000000002,-0.0019825816,1.445565,0.0,1.6330585,1.3651576,0.99999654,0.9962469999999999
116,0.31101638,0.987792,-1.7025631999999997,0.005428259699999999,1.0157186,254.57306,0.31915229999999994,1.4913313,0.22618937,0.7897638000000001,1.4534956,1.0,0.9997813
117,1.6121774,-0.27068390000000003,0.7568161999999999,0.028137803,3.4750980000000005,113.47957,1.6205885,-0.18661022,0.97859645,1.7710096999999998,0.6770084,0.5,-0.9397529
118,0.89297974,0.67601883,-0.22855684,0.015585436499999999,2.4897249,167.48264,0.8957200999999999,1.0266465,0.6143608,1.8474575,1.0568773,1.0,0.7285503000000001
119,-0.8823896000000001,0.97394013,-1.3114011,-0.015400603,1.4068806,231.36511000000002,0.025202312999999997,1.4665453000000002,0.0,0.6315048000000001,1.3764707,1.0,0.99844986
120,-1.5112357,-0.8764472,1.398614,-0.026376039,4.116895700000001,73.956726,0.0031811129999999997,-0.15940976,0.0,1.3358008999999997,0.28981572,0.5,-0.9622974
121,1.0003153,-0.8465523000000001,1.4295963,0.017458795,4.1478779999999995,73.76858,1.0169481,-0.45728916,0.6777482,1.6065838,0.26374874,0.5,-0.97141445
122,1.0411019,-0.6929557,0.7932739999999999,0.018170657,3.5115557,110.59119399999999,1.0716276000000002,-0.027599454,0.7010379,1.3443153,0.6619324000000001,0.5,-0.9290315999999998
123,-0.6104845999999999,-0.8361738000000001,1.4539399,-0.010654966,4.172221700000001,72.72649399999999,0.0015559079000000001,-0.49318004,0.0,1.5013132,0.24004301,0.5,-0.98325694
124,1.2249347,0.60447663,-0.81449336,0.021379143,1.9037883000000002,201.45648,1.2344986999999998,1.227378,0.8003545,1.9231044999999998,1.2309848,1.0,0.9971365
125,0.29421842,-0.89203525,1.1864598999999998,0.0051350803,3.9047417999999996,89.31263,0.29312295,-0.42704743,0.21415246,1.4520144,0.44027132,0.5,-0.9453594000000001
126,1.0075281999999999,0.8329035,-1.2066756,0.017584683,1.5116061,225.55487000000002,1.022455,1.4344373,0.68189955,1.7246541000000002,1.332449,1.0,0.99970436
127,1.6657798,-0.09920341,0.022762467999999998,0.029073342999999998,2.7410443,152.81767,1.6874169999999997,0.6157668000000001,1.0,1.9169363999999998,0.98589355,0.5,-0.06918859
128,-0.94105977,0.55970365,-0.7533321999999999,-0.01642459,1.9649496,199.2676,-0.010197474,1.3848183,0.0,0.012786925,1.2575433999999999,1.0,0.8747439
129,0.05291828,-0.49355984,0.087495215,0.0009235982400000001,2.805777,150.37721000000002,0.051403332999999996,0.41915077,0.038786054,1.0104742,0.97638786,0.5,-0.18962228
130,-1.4552752,0.8258300999999999,-0.71354324,-0.025399344,2.0047386,197.17216000000002,0.042155995999999994,1.1545166999999998,0.0,-0.23951578,1.2375698999999998,1.0,0.9233429
131,-0.10569682,0.4987468,-1.0430408000000002,-0.0018447575,1.675241,216.40086000000002,0.00050439424,1.3639395,0.0,1.1514964,1.3150182,1.0,0.99307555
132,0.5205809,-0.64266497,0.20407744,0.009085850999999999,2.9223592000000003,142.92406,0.51900434,0.5935060999999999,0.37325203,2.0554593,0.9322998,0.5,-0.40597904
133,-0.7802022,-0.32599863,0.10139624,-0.013617097,2.8196779999999997,149.17354,0.012490632,0.39877743,0.0,0.95845175,0.9681805,0.5,-0.23475774
134,-0.94312066,0.21525903,0.3450858,-0.01646056,3.0633676,134.53815,0.019208949,0.33820245,0.0,0.33015364,0.87125355,0.9999964,-0.6547381
135,-0.33526108,-0.86747444,1.1145453,-0.005851409399999999,3.8328269999999995,92.32638,-0.0070743966,-0.15746027,0.0,1.5202415,0.47866538,0.5,-0.97129476
136,1.5246447,-0.28013262,0.97288793,0.02661007,3.6911697,100.040215,1.5643828000000002,-0.32651484,0.9419644,1.122188,0.5675602,0.5,-0.9408793
137,-0.701277,-0.19239892,0.34968683,-0.012239593,3.0679686,135.13493,0.012196882,0.29128930000000003,0.0,0.71246916,0.8721152,0.5,-0.6282729
138,0.60551906,0.80181444,-1.3836159,0.010568301,1.3346659,234.20776,0.5910234000000001,1.6481662000000001,0.43082893,1.4595815,1.3870003,1.0,0.99939
139,0.11937439,0.6353270999999999,-0.85680485,0.0020834762,1.8614769,204.35141000000002,0.1175384,1.255754,0.08741093,1.1669684999999999,1.2569188,1.0,0.9925371
140,-1.0202456,-0.23826018,0.6201654000000001,-0.017806644,3.338447,118.99928999999999,0.01954021,0.105338454,0.0,0.655261,0.76016396,0.5,-0.73655397
141,-0.36640959999999995,-0.95781434,1.3466098,-0.006395054,4.0648919999999995,77.46852,0.009386501,-0.30320779999999997,0.0,1.5416281,0.33488779999999996,0.5,-0.92117345
142,1.12232,-0.6457036,1.386317,0.01958818,4.104598999999999,76.41282,1.1173571000000002,-0.48303187,0.7460691999999999,1.5927298,0.28970894,0.5,-0.98661834
143,-0.8741249,-0.84574777,1.3238916,-0.015256357,4.042173399999999,80.1288,-0.00013389511,-0.35499603,0.0,1.8706745999999999,0.34314018,0.5,-0.9668968000000001
144,0.73965025,-0.3025712,-0.06170941,0.012909331999999999,2.6565722999999997,158.24698,0.7483991999999999,0.56167024,0.5188062,1.2200688999999998,1.0258118,0.5,0.15450288
145,1.0655541000000002,-0.33648348,0.14873128,0.018597428,2.867013,146.33945,1.0507792,0.35181648,0.7147851,1.3394184999999998,0.9523596,0.5,-0.31811059999999997
146,1.6613908,0.6138151,-0.13286993,0.02899674,2.5854117999999997,162.88908,1.6307181,0.8600869000000001,0.9982764999999999,1.5544617,1.0275931,1.0,0.47222763
147,-0.60096925,-0.6056115,1.4470105,-0.010488892,4.1652923,73.90863,0.0053926054,-0.4923483,0.0,1.0358148999999999,0.25872046,0.5,-0.92662203
148,0.79853517,-0.6717786,1.3910185,0.013937068,4.1093,75.38653000000001,0.81509614,-0.43767524,0.55617046,1.2716331,0.2944884,0.5,-0.9663214
149,1.2173693,0.8727332,-1.3826828000000002,0.021247102,1.335599,235.45561,1.2151891000000001,1.5109204,0.79645276,1.6140192,1.383307,1.0,0.9995864999999999
150,0.1462891,0.77227485,-1.5262221,0.0025532264,1.1920596,242.96727,0.14789717,1.7459178,0.107055545,1.2128333,1.425584,1.0,0.99911773
151,0.9665655999999999,-0.76368165,1.5369399,0.016869752,4.255221400000001,66.45834,0.9636167999999999,-0.23359704,0.6581416,1.3602488000000001,0.1827074,0.5,-0.94651604
152,-0.50321174,-0.9372468,1.1647677,-0.008782702,3.8830495000000003,88.98281,-0.0060705733,-0.31945992,0.0,1.3962097,0.45536983,0.5,-0.9373229999999999
153,0.056005012,0.8926200000000001,-1.5135795,0.0009774718,1.2047023000000001,243.91803,0.055504434000000005,1.5767171,0.041047096,1.1915262,1.4248351000000001,1.0,0.9988551999999999
154,-1.5610423999999998,0.74142843,-1.4358114,-0.02724533,1.2824703000000002,238.8664,-0.031558655,1.4909033999999999,0.0,-0.12727344,1.4314957,1.0,0.9790174
