,oz12_adde,oz11_adde,oz2_adde,oz6_adde,oz13_adde,oz5_adde,oz7_recip,oz44_recip,oz2_recip,oz31_recip,oz50_recip,oz1_recip,oz1_sin,oz30_sin,oz28_sin,oz19_sin,oz2_sin,oz45_sin,oz46_tanh,oz22_tanh,oz38_tanh,oz16_tanh,oz1_tanh,oz3_tanh,oz1_relu,oz37_relu,oz13_relu,oz34_relu,oz40_relu,oz4_relu,oz2_zscore,oz6_zscore,oz25_zscore,oz23_zscore,oz10_zscore,oz16_zscore,oz38_negative,oz2_negative,oz12_negative,oz29_negative,oz24_negative,oz30_negative,oz4_radian,oz5_radian,oz46_radian,oz51
10,1.952594,3.3970442,4.2759676,2.3812976,1.7676489,4.7320347,-1.0964215,0.7298562,0.641978,-1.9373966,1.0759122,0.6581399,0.99868125,-0.99291945,0.433405,0.34952444,0.99991405,0.720207,-0.743074,-0.8220403,-0.4575652,-0.18722232,0.90859896,0.93535477,1.5194339,-0.0,-0.0,1.2601318,-0.0,0.19559209,1.5592457,-0.33732158,0.756824,0.64251393,0.83260787,-0.18964674,0.49422735,-1.5576857,0.76568764,-0.6407262,-0.16752492,1.4517255,0.0034137259,0.035146616,-0.01670819,1.7341293
11,1.3714379,3.0986521,1.5242712,1.5316416,3.3151524,1.7181768,-0.86925834,-0.9131353,-0.83751357,-0.6899481,5.4204507,-3.4680161,-0.28437006,0.9971379,-0.7852661,-0.048857242,-0.929852,-0.9765348,-0.67762357,0.14373685,0.5462703,-0.6369943,-0.2806148,-0.6839313,-0.0,1.7579722,0.5968707,0.12380835,0.7990391,-0.0,-1.1952063,-1.1878285,-0.25140235,0.47850135,-1.0525349,-0.75385356,-0.6130497,1.1940105,1.3468438,-0.1111404,-1.091524,-1.4951199,-0.0074778963,-0.017455123,-0.014393848,-0.18350692
12,3.0507946,2.7227478,3.8227992,2.9605072,3.6460605,3.4439118,-7.3429546,3.621146,0.90537286,-0.9123638,0.9044301,1.2514365,0.71671605,0.99552023,-0.96152544,0.9183269,0.8932473,-0.9135336,-0.93563646,-0.65460515,-0.89935815,0.89102376,0.6635231,0.6285495,0.79908174,-0.0,0.9277788,-0.0,-0.0,-0.0,1.1056235,0.24246806,-1.5501527,-0.8496562,1.1828785,1.4283009,1.4688514,-1.1045173,-0.33251277,1.059365,-1.2272136,-1.476106,-0.0065675084,0.012664632,-0.029702399,-1.7277497
13,1.4955864,3.4629273,3.7321506,1.4509379,3.0214992,4.18032,-11.826313,-1.0053228,0.9863209,4.2293725,-0.8452016,1.1746815,0.7521342,-0.99982786,-0.18483661,-0.9996913,0.84888315,-0.95074457,0.934148,-0.68482643,0.54665923,0.77677375,0.69174516,0.8365352,0.8512946,1.6211358,0.30321747,-0.0,-0.0,0.22772972,1.0148842,-1.2686131,0.6171337,-0.56181055,-1.0105497,1.0382231,-0.6136042,-1.0138688,1.2226954,0.9831801,1.6838728,1.5522408,0.0039746333,0.02551738,0.029496178,-1.0045702
14,4.1193,2.0065136,1.2800117,2.442187,4.1867757,2.1877964,0.8168175,0.9837499,-0.6952797,0.9566161,-1.3624028,-0.7370245,-0.9771915,-0.13367249,-0.38218465,0.7737655,-0.99123126,0.8778759,-0.7449903,-0.16600144,0.86970264,0.425522,-0.8756504,-0.15879053,-0.0,-0.0,1.468494,1.5162841,-0.0,-0.0,-1.4397105,-0.2763711,-0.08930001,1.2899531,0.3209473,0.45487094,-1.3318578,1.4382701,-1.4010181,-0.34940848,-0.4829913,0.13407381,-0.008406649,-0.009258715,-0.016783109,-0.54234093
15,3.6844094,2.6573508,2.5776787,2.1921,3.4906552,2.3859084,-3.9133837,-1.3420601,-7.1122174,-0.6383946,-0.637659,-5.204765,-0.19095175,0.8519344,0.49637818,-0.28265497,-0.14014031,0.5408927,-0.31186575,0.68668175,0.092167154,-0.8448194,-0.18980189,-0.477889,-0.0,0.5751458,0.7723734,1.3182437,1.2932956,-0.0,-0.14074394,-0.52670866,-0.3721524,0.5506869,-0.41362008,-1.2390134,-0.092429474,0.14060313,-0.9661276,1.1402929,1.3855612,-1.0196683,-0.027675373,-0.0058010095,-0.0056306217,0.30070552
16,2.9616215,4.1668234,2.4921455,3.250752,1.923695,1.5055723,0.9012033,-26.064468,-4.422113,-2.963309,-21.578554,-69.26101,-0.014437636,0.8114537,0.86625457,0.69347656,-0.22421381,0.87626183,-0.5579743,0.51215774,-0.9121269,-0.22228587,-0.014437135,-0.7966397,-0.0,-0.0,-0.0,0.46351457,-0.0,-0.0,-0.22636272,0.5330034,0.6767904,1.5577788,-0.29202756,-0.22628589,1.540039,0.22613624,-0.2433398,0.45087865,0.04951015,-0.94663525,-0.028178921,-0.021165771,-0.010993599,0.37068063
17,2.0089705,1.2003394,4.2662263,4.777487,3.7649174,2.2814674,0.6266989,0.6379963,0.64601797,1.2749987,1.312877,0.65783536,0.9987171,-0.9136257,-0.9977104,-0.9931376,0.99973893,0.35110036,0.63564736,0.5747819,-0.47002238,0.66428137,0.90872157,-0.47918218,1.5201372,-0.0,1.0466355,-0.0,-0.0,-0.0,1.5494949,2.0612674,0.5099339,-0.14451572,0.9828147,0.80123925,0.51009905,-1.5479445,0.7093113,1.5591068,0.8498987,1.1521146,-0.02925934,-0.007623848,0.013104558,0.14543818
18,1.5217793,4.1950207,3.8784518,2.669578,1.4266359,3.218515,6.2548356,0.7941754,0.86194247,-1.4212736,-2.3014398,1.879308,0.50735337,-0.94524896,-0.9997392,0.15535146,0.9168711,-0.1764401,0.7554049,-0.7274113,-0.69113314,-0.8406627,0.4869929,0.6143811,0.53211075,0.7878304,-0.0,-0.0,-0.0,-0.0,1.1613321,-0.04875242,0.14362541,0.226305,0.5082173,-1.2246541,0.85012186,-1.1601702,1.1965024,0.31296363,-0.17897476,1.2383566,-0.0013704502,0.008730714,0.017198913,-1.7450577
19,4.452032,2.365577,1.8395734,1.3742943,3.4921527,2.02137,-0.8960396,2.6736896,-1.1380341,-0.9856188,0.87370455,-1.0299795,-0.8253903,0.17937516,-0.8539748,-0.49288303,-0.7699152,-0.93071914,0.75646293,-0.93949926,0.31074762,0.5680364,-0.74909645,-0.53129655,-0.0,-0.0,0.7738708,-0.0,-0.0,-0.0,-0.8795883,-1.3453335,0.44997376,-0.19490649,-0.6113831,0.6452646,-0.32137272,0.8787083,-1.7337503,0.5558969,-0.40944874,-0.18035127,-0.013795637,-0.012163408,0.017242003,-0.2488884
20,2.5479763,4.122944,1.7834886,3.4470294,2.0142188,2.2454739,0.6918786,3.4585893,-1.0697554,1.1652385,0.9045947,-2.4542725,-0.39627188,0.99999386,-0.033227604,0.75600624,-0.8044762,-0.1636605,0.5603795,-0.40183985,0.11602045,0.6959615,-0.38630766,-0.39810526,-0.0,1.2390904,-0.0,-0.0,-0.0,0.45018378,-0.9357293,0.7294775,-0.28475252,-0.8667787,-1.5305369,0.86028606,-0.11654527,0.9347931,0.17030555,-0.042707298,1.7325594,-1.5672995,0.0078571895,-0.0082520535,0.011054675,0.76376456
21,4.503812,3.9961064,1.5605172,2.5010464,3.1469672,1.984458,4.556266,1.9983879,-0.8637335,0.66107506,1.0511827,-4.662567,-0.21283363,0.8873013,0.84872466,-0.40530556,-0.9159081,0.97908705,-0.81182545,-0.63800514,0.9373917,0.86120915,-0.21124499,-0.63035107,-0.0,-0.0,0.4286854,-0.0,1.706326,-0.0,-1.1589241,-0.21745285,-0.27713862,1.4199407,0.23873807,1.2993066,-1.7160999,1.1577646,-1.7855302,1.2114735,-0.6850152,-1.0914603,-0.007148056,-0.012807641,-0.019763412,0.064062394
22,4.241839,3.9066262,2.8692067,3.119118,1.5129205,2.4186335,0.6311003,1.0207248,6.6258063,1.7427944,-0.59272325,-4.3463993,-0.22805104,0.9939507,-0.9993115,0.120415874,0.1503527,-0.97531587,-0.65784794,0.77349555,-0.92462593,-0.5217017,-0.22609998,-0.3735216,-0.0,1.7473131,-0.0,1.2025989,1.4404899,0.51744586,0.15107618,0.40123758,1.1119214,1.1693398,-0.25919658,-0.5792545,1.6200119,-0.15092503,-1.5235573,-1.4652842,-1.4311588,-1.4607474,0.009031134,-0.005229848,-0.013770824,1.0503283
23,2.5755968,4.3062544,1.6517448,2.3984346,1.8996711,2.0572386,-4.57621,16.198,-0.9376141,1.3485392,-0.72174555,-0.64263403,-0.99989194,0.058578152,0.98857105,-0.15815398,-0.8755325,-0.5201167,0.35312384,0.8870137,0.24958853,-0.66523486,-0.9147856,-0.24158508,-0.0,1.6012363,-0.0,-0.0,-0.0,-0.0,-1.067605,-0.32016745,-1.0352005,0.9837677,-1.4656756,-0.8029495,-0.25497395,1.0665369,0.1426849,-0.6148285,-0.6569202,-0.058611706,-0.018144717,-0.0115373805,0.0064404067,-0.6506933
24,1.4664315,3.0975933,2.1473534,4.622757,3.5688813,2.4424007,1.3658032,0.72489893,-1.7515335,-1.1000303,-0.70293707,-6.513095,-0.15293431,-0.37372178,-0.021232888,-0.9964743,-0.5404133,-0.21138178,-0.9330518,-0.9125054,-0.274279,-0.9383378,-0.15234165,0.104379356,-0.0,-0.0,0.8505995,0.42628604,-0.0,0.15041316,-0.57150006,1.9063828,0.032028265,-1.2198892,1.7605371,-1.7256842,0.28148508,0.5709283,1.2518502,0.650024,1.3612802,0.3830183,0.0026252049,-0.004815033,-0.029347155,0.80869746
25,2.5565078,3.1851072,4.0288296,2.0935686,3.0792658,1.8455688,-2.4642513,-0.8164345,0.7630398,0.7297577,0.71966875,2.58349,0.37747988,0.76247627,0.035381958,-0.5669924,0.966326,0.99054825,-0.0069501447,-0.19179925,-0.6805079,0.11656101,0.3688344,-0.7456675,0.3870733,-0.0,0.3609841,0.60001075,0.08159707,-0.0,1.3118601,-0.6253388,1.3477947,0.8791133,-1.7048622,0.117210515,0.83005935,-1.3105476,0.16177393,1.631026,0.12055912,-0.8671317,-0.022934629,-0.015231715,-0.00012130486,-2.3382537
26,1.1973248,2.0177946,3.0116982,3.6427114,2.176163,2.0814672,1.3852305,0.78345436,3.408125,-0.6512005,1.2193993,1.2144303,0.7334825,0.99390304,-0.8248755,0.99595624,0.28922436,-0.9979394,-0.9319171,0.68977505,-0.061172888,-0.8659966,0.6769331,-0.72522146,0.8234313,0.06850443,-0.0,0.05644057,-0.0,-0.0,0.29371032,0.9253555,-0.39048865,1.1685829,1.6632141,-1.3181614,0.06124936,-0.29341647,1.520957,0.17091043,0.48696804,-1.460314,-0.028309714,-0.011114509,-0.029195359,-1.4543997
27,0.9710815,2.863875,2.275733,2.2316,3.172005,2.1020164,5.289349,5.6961293,-2.2596378,1.6576018,-2.432107,-0.8989952,-0.89674246,-0.9552468,0.9058389,-0.58211213,-0.42824408,-0.043903343,-0.5555071,0.22439203,0.81815004,0.2807289,-0.80489254,0.29648596,-0.0,1.622304,0.45372322,0.5813182,1.4058762,-0.0,-0.442992,-0.48716906,0.8265121,1.509826,0.038310982,0.28876203,-1.1511965,0.44254878,1.7472003,1.016874,-0.30797082,1.270493,-0.011582259,-0.0107558565,-0.010931196,-0.27739808
28,1.2243681,3.5390754,1.0845888,3.3617976,1.6384956,1.6918856,1.5132412,1.3399998,-0.61211014,-3.967332,0.7771105,-0.60831326,-0.99732983,-0.797806,-0.43784505,0.81936854,-0.9980227,0.91959,0.36071697,0.87596494,-0.8860686,0.91587114,-0.9280144,-0.84460264,-0.0,0.62883145,-0.0,1.032929,-0.0,0.29779536,-1.6353291,0.6441604,0.90807045,1.3735293,1.1685185,1.564354,1.4033265,1.633693,1.4939137,-0.85164267,1.2107766,0.92364746,0.005197509,-0.017913992,0.00659228,-0.2248534
29,2.261032,3.1197703,2.176981,3.0510523,2.5874748,3.094432,1.5296059,-1.9680977,-1.8474017,1.7694131,-2.0135179,-5.793925,-0.17173895,0.54464614,0.70262814,-0.9931521,-0.5152512,0.8725051,-0.9247128,-0.9355265,0.75564945,0.13043955,-0.17090096,0.5059213,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.5418429,0.33310378,-0.26887375,0.53428984,-1.6891233,0.13131836,-0.98599505,0.5413008,0.45724973,-1.3531123,1.5353194,-0.57596713,-0.013847836,0.0065650633,-0.028284991,0.5656729
30,2.9060516,2.7254448,4.0302663,3.8169012,1.948431,2.057361,4.2517023,1.1046529,0.76220405,0.63783544,0.62184393,1.1551274,0.76155263,-0.997953,0.030413019,0.96441746,0.9666948,0.29584873,0.93777555,-0.6153152,-0.5635007,-0.22766587,0.69918555,-0.61647344,0.8657054,-0.0,-0.0,-0.0,-0.0,-0.0,1.3132986,1.0997198,-1.3072352,1.1029774,0.87373877,-0.23195843,0.63794804,-1.3119847,-0.18776982,-0.2376965,1.2472287,1.5068014,-0.023220094,-0.011535245,0.030006988,-1.9993922
31,3.04802,3.3166203,3.8474498,3.4009814,4.196743,3.8141627,0.7859601,0.85694873,0.8856079,4.4294868,-1.440916,0.5420515,0.9626836,-0.9722763,-0.39779055,-0.8375564,0.90405685,-0.42753986,-0.26081023,-0.5965958,-0.8851695,0.8730114,0.9512579,0.3977735,1.8448431,1.2854543,1.4784611,-0.0,-0.0,-0.0,1.1302987,0.6833833,-1.0176469,-1.3139656,-0.25953433,1.3469505,1.3991579,-1.1291679,-0.32973823,-0.6536407,1.0288677,1.3347759,-0.012609958,0.01912673,-0.004659638,0.29154998
32,4.283163,1.571196,3.32484,2.8537207,1.580608,3.9237123,0.67725027,3.0295205,1.6486459,0.9471597,0.8690306,2.5440044,0.38303632,-0.9957485,0.76291245,-0.29359502,0.57004315,0.1984981,0.2351835,-0.8266642,0.51891094,0.44024804,0.3740133,0.89731646,0.39308107,-0.0,-0.0,0.8612408,0.4893632,1.633902,0.6071659,0.13557452,0.2471749,-0.101548605,-1.2684044,0.47301167,-0.5748483,-0.6065584,-1.5648814,0.9329216,-1.7107866,1.4785523,0.028516969,0.02103873,0.004183021,-0.17505163
33,2.941703,3.6256595,1.2702107,2.0179253,2.263372,2.0169957,-0.8497751,-0.81607,-0.6905739,5.409352,9.125284,-1.0250534,-0.82801545,-0.022223312,-0.32359108,0.62858087,-0.99247867,0.63132715,0.314531,0.85197353,0.72045267,-0.9141215,-0.75113696,-0.8762101,-0.0,-0.0,-0.0,-0.0,0.6105415,0.33036304,-1.4495213,-0.70105785,0.93170184,1.3808612,1.688595,-1.5535948,-0.9085854,1.448071,-0.22342126,-1.1015939,-1.6739905,0.022225142,0.005765923,-0.012239751,0.0056821983,0.6074131
34,2.5471175,1.3376553,1.2644167,3.2787702,2.3700528,1.4973135,1.0114611,1.1786008,-0.68782175,-0.668202,1.3539691,-0.7685782,-0.9638529,-0.9700042,-0.79390895,-0.86118394,-0.99317133,0.9927126,-0.6292329,0.7604004,0.6235955,-0.9046419,-0.862007,-0.8098661,-0.0,-0.0,-0.0,-0.0,-0.0,0.50261635,-1.4553211,0.5610498,1.5596379,-0.61873335,-1.2696981,-1.4987046,-0.7308669,1.453865,0.17116424,1.2085549,-0.2666188,1.3252481,0.00877231,-0.021309916,-0.01291797,-0.09138555
35,3.801725,4.228103,3.423767,1.82833,3.74362,2.524732,-2.059591,-14.738385,1.4174639,0.7413172,2.3594298,-7.9393573,-0.125622,-0.7946772,0.9742761,-0.3413513,0.6484034,-0.22036937,-0.4630635,0.41572073,0.52435696,-0.783057,-0.12529291,0.30139327,-0.0,1.4373547,1.0253383,-0.0,-0.0,-0.0,0.7061919,-0.89084303,-0.72280353,-0.19699931,-0.45901257,-1.0542797,-0.5823301,-0.70548534,-1.0834432,-0.10501825,-0.760754,0.9184756,-0.003436755,-0.0033780793,-0.008747659,-0.57715046
36,4.112408,2.0904443,1.6987095,2.979959,1.54754,1.7837687,-4.2153835,-0.6307327,-0.9808035,-0.6511892,1.5712093,-1.9297436,-0.49532035,0.35727185,0.59971714,0.9148085,-0.85188407,0.54690266,-0.88439274,0.6266241,-0.74362123,-0.86242884,-0.4763123,-0.65243065,-0.0,-0.0,-0.0,0.4988712,-0.0,-0.0,-1.0205934,0.26193926,0.10016545,1.4058002,0.84534144,-1.3040525,0.95853174,1.0195723,-1.3941265,-1.0547323,1.4314867,-0.36534533,-0.030653741,-0.01631033,-0.024357485,-0.2787011
37,1.3616775,2.787694,4.434552,1.928566,3.2908049,5.8702374,-87.56344,-4.3398547,0.58265865,-0.990062,-1.060784,0.84513843,0.92583466,0.7266623,-0.07912853,0.431925,0.9894373,0.1670709,-0.91134787,-0.2953661,0.7447897,-0.20638591,0.82846993,0.9921247,1.1832381,0.80299336,0.5725231,-0.0,0.93949276,1.5544258,1.7179896,-0.7905067,0.29323,1.5036081,-0.90127504,-0.20960319,-0.9611508,-1.7162707,1.3566042,0.9445048,-0.9325521,-0.81345093,0.02712985,0.055012003,-0.026798166,2.5654855
38,1.0107942,3.606679,3.9349341,4.972703,2.9640052,5.4508476,0.66418225,47.734173,0.8219274,2.73809,0.6102154,0.69696134,0.9907667,-0.75665414,-0.9992726,-0.6743313,0.9379437,0.11273562,0.18338697,-0.75420845,0.92155236,0.73032826,0.892646,0.9796753,1.4347998,0.6116586,0.2457234,-0.0,0.56248134,1.4120218,1.2178708,2.256679,0.8819382,-0.7257464,0.29545477,0.9303614,-1.5992286,-1.2166524,1.7074876,-1.1370598,0.5291586,0.85818034,0.024644429,0.047692273,0.003237329,1.4358605
39,1.5225142,0.94142556,3.5201826,2.6437542,1.0330511,2.2870219,-4.050635,-1.135528,1.2470368,2.5401218,0.92599976,0.9424583,0.87287074,-0.08391539,0.89212924,0.929244,0.7186792,-0.940139,-0.07393415,-0.797433,0.4425588,-0.12490647,0.7860673,-0.48689207,1.061055,1.0202305,-0.0,-0.0,0.41100448,-0.0,0.80270404,-0.07460207,1.1909487,0.06929742,-0.69184417,-0.12568796,-0.47540835,-0.8019009,1.1957675,1.641165,-0.75554603,0.08401419,-0.029284371,-0.007526906,-0.0012927533,-2.470367
40,2.8687365,1.6305555,2.496641,2.3831656,2.4737194,2.360537,-0.9335971,0.63365245,-4.5118055,-8.767775,2.074957,3.5123062,0.2808822,-0.9039343,0.86763185,0.7768135,-0.21983054,0.8826434,-0.69812214,-0.804217,-0.056583658,0.2721311,0.27726164,-0.14823171,0.2847132,0.8799826,-0.0,-0.0,-0.0,0.18347563,-0.22186273,-0.33545178,1.5027947,-0.7923249,-0.80945927,0.2794435,0.056644164,0.22164077,-0.15045469,-0.5711049,1.209001,1.1288813,0.0032022537,-0.0062438217,-0.015073149,0.6301355
41,3.7051265,2.4688241,2.6562083,1.2457113,2.4828272,2.206509,-0.7790224,0.65261996,-16.109947,0.6771259,0.6242057,-6.507176,-0.15307233,-0.9208589,-0.6010089,-0.5025925,-0.062033594,0.56517327,0.67872316,0.117048986,-0.9154713,0.5930128,-0.15247805,-0.6305248,-0.0,-0.0,-0.0,0.53925127,1.2767411,-0.0,-0.06213561,-1.4740452,0.6188132,0.42724052,-0.87040406,0.68298364,1.560314,0.062073447,-0.9868447,-1.142792,-1.5731204,1.1702777,-0.030209033,-0.008932116,0.014429386,0.1589968
42,4.2191834,1.5508548,1.2752242,1.4312042,2.9171798,1.9682833,-1.0037346,-1.1790582,-0.6929731,0.7902319,1.2681074,-1.2607421,-0.71259046,-0.90900767,0.7954958,-0.70858127,-0.99185246,-0.99489045,-0.85103434,0.39140117,0.65586764,-0.8907795,-0.6602087,-0.6560895,-0.0,0.98682255,0.19889802,1.4127007,-0.0,-0.0,-1.4445027,-1.2883666,1.3084302,-1.659783,-1.6397306,-1.4271157,-0.785527,1.4430575,-1.5009017,-0.6628581,1.1148548,1.1408969,-0.017538419,-0.013089942,-0.021989264,-0.5141507
43,1.1317271,3.4200377,3.8580532,2.3836427,3.7668571,2.3432107,-1.391174,-1.2131381,0.8773688,-0.8754172,1.22356,4.0765653,0.24285176,-0.5834681,0.7373741,-0.6697189,0.9085381,0.8406671,0.77743876,0.09690195,0.68258595,-0.5376277,0.24049981,-0.052770473,0.24530454,-0.0,1.0485753,-0.0,0.66586727,-0.0,1.140913,-0.33497414,-0.6613911,-0.36140683,0.17749384,-0.60141456,-0.83393997,-1.1397716,1.5865546,0.5321757,-0.67197466,0.62299246,-0.015559964,-0.0065462235,0.018131586,-2.2361007
44,1.2311522,1.4874696,1.1829795,2.0800672,4.2036815,1.7641253,1.0217223,11.818576,-0.6513375,-0.83576053,1.7867464,-0.4495087,-0.79374504,0.52753353,0.6037531,-0.34481537,-0.99937016,0.85788053,-0.566766,0.22951967,-0.67790246,0.71483403,-0.9768966,0.116267875,-0.0,-0.0,1.4853998,-0.0,-0.0,1.0039,-1.5368398,-0.63885367,-1.1416819,-1.5510986,-0.24109112,0.89789844,0.8252227,1.5353023,1.4871296,1.2074302,0.007208916,-0.55569464,0.01752136,-0.01665317,-0.011218026,-0.43187046
45,2.2951474,0.97577274,2.6290302,2.682672,1.6427476,2.0849059,-4.4201956,0.8661161,-11.204295,-1.6511716,-3.5844562,1.3067201,0.6927352,-0.25503084,-0.14507167,0.9956445,-0.08913304,-0.9451838,-0.85659933,0.028636148,-0.20330827,0.6240008,0.6441734,-0.59894496,0.7652748,-0.0,-0.0,1.3255701,-0.0,-0.0,-0.08934087,-0.035645314,-1.6553836,0.11981022,-1.2930351,0.7322632,0.20618105,0.08925149,0.42313427,-1.3274105,1.148939,0.25787959,-0.01096845,-0.011054495,-0.022347713,-0.18868367
