,oz5_adde_ln,oz2_adde_ln,oz3_tanh_exp,oz5_radian_exp,oz1_sin_exp,oz30_sin_exp,oz34_relu_sigmoid,oz28_sin_sigmoid,oz5_adde_sigmoid,oz12_adde_sigmoid,oz2_adde_sigmoid,oz4_relu_sigmoid,oz5_radian_adde,oz6_adde_adde,oz2_negative_adde,oz1_recip_adde,oz44_recip_adde,oz7_recip_degree,oz44_recip_degree,oz1_relu_degree,oz2_adde_degree,oz30_negative_degree,oz5_adde_degree,(oz4_relu*oz16_zscore),(oz1_recip*oz28),(oz28_sin*oz17),(oz5_adde*oz2_sin),(oz37_relu*oz2),(oz31_recip*oz29_negative),(oz28_sin*oz41),(oz16_tanh*oz15),(oz22_tanh*oz40_relu),(oz6_adde*oz1),(oz28_sin*oz23_zscore),(oz2_recip*oz6),(oz5_adde*oz47),(oz46_tanh*oz9),(oz23_zscore*oz43),(oz37_relu*oz46),(oz46_tanh*oz2_negative),(oz46_radian*oz36),(oz44_recip*oz41),(oz16_tanh*oz12_negative),(oz4_radian*oz32),(oz28_sin*oz38_negative),(oz6_zscore*oz16_zscore),(oz30_negative*oz37),(oz46_radian*oz23),(oz37_relu*oz23),(oz19_sin*oz24_negative),(oz1_recip*oz43),(oz23_zscore*oz46),(oz3_tanh+oz11),(oz2_adde+oz1_recip),(oz2_recip+oz18),(oz7_recip+oz13_relu),(oz40_relu+oz5),(oz38_negative+oz10),(oz11_adde+oz20),(oz40_relu+oz2),(oz2_adde+oz8),(oz12_adde+oz1_tanh),(oz30_sin+oz10),(oz44_recip+oz46_tanh),(oz1_relu+oz40_relu),(oz13_adde+oz26),(oz44_recip+oz4_relu),(oz4_radian+oz50),(oz50_recip+oz4),(oz11_adde+oz15),(oz13_relu+oz27),(oz19_sin+oz4_radian),(oz3_tanh+oz3),(oz5_radian+oz24),(oz3_tanh+oz2_zscore),(oz22_tanh+oz4_relu),(oz2_adde+oz3),(oz12_adde+oz4),(oz12_adde+oz28),oz37_relu_tanh,oz5_radian_tanh,oz2_sin_tanh,oz51
10,1.5543553,1.4530104,2.5481174,1.0357716,2.7146995,0.37049347,0.7790488,0.6066865,0.9912684,0.87572914,0.9862919,0.5487427,2.7534285,5.0995793,1.160596,3.3764217,3.448138,-62.82032,41.817677,87.057144,244.99489,83.17774,271.1256,-0.0370934,0.29502285,-0.5384016,4.731628,-0.0,1.2413408,0.5223946,0.09171575,0.0,3.6182241,0.27846876,-0.21633638,-5.8571467,-1.1861182,-1.0763872,0.0,1.1574757,0.017028144,0.879715,-0.14335382,0.0027314015,0.21420062,0.06397194,-0.6826735,-0.010724504,-0.0,-0.058554053,-1.1025649,-0.61508423,1.6141173,4.9341073,2.1029172,-1.0964215,2.0137527,1.3260021,3.1749575,1.5576857,4.3414016,2.861193,-0.16114461,-0.013217807,1.5194339,1.476842,0.9254483,0.9328576,1.2715043,2.907168,-0.9829153,0.35293818,2.6349206,0.20267153,2.4946005,-0.6264482,5.9755335,2.1481862,2.4008617,-0.0,0.03513215,0.761558,1.7341293
11,0.54126376,0.4215164,0.5046292,0.9826963,0.7524881,2.7105129,0.5309126,0.31318602,0.84789383,0.79761237,0.8211666,0.5,2.7008266,4.249923,3.9122922,-0.7497344,1.8051465,-49.804832,-52.318794,-0.0,87.334305,-85.664055,98.444275,0.0,3.1320548,-0.35397416,-1.5976502,-2.0990374,0.07668111,-1.1481018,-0.44141006,0.11485137,-0.4416478,-0.3757509,0.9938272,0.4564979,-0.81572425,0.8678924,-1.4498117,-0.80908966,0.013286675,-1.3350536,-0.85793185,0.0057013575,0.48140714,0.89544874,-2.6283793,-0.006880585,0.84035045,0.053328853,-6.2901907,-0.3946233,-0.3035609,-1.9437449,-0.18470824,-0.27238762,-0.20106578,-1.6645315,4.5866933,-0.39497137,1.7430258,1.0908232,-0.05434394,-1.5907588,0.7990391,2.3555682,-0.9131353,0.17700861,4.9919987,3.7916098,0.730842,-0.056335136,-1.5203948,1.0740689,-1.8791375,0.14373685,0.68780774,0.942986,0.46831214,0.9422761,-0.01745335,-0.73052496,-0.18350692
12,1.236608,1.3409829,1.874889,1.0127451,2.0476978,2.7061317,0.5,0.27657288,0.96904904,0.9548168,0.97860134,0.5,2.7309463,5.678789,1.6137644,3.9697182,6.339428,-420.72028,207.47636,45.784008,219.03024,-84.57464,197.3216,-0.0,-1.6174842,0.4422476,3.0762649,-0.0,-0.9665263,0.34902167,-0.42814037,0.0,2.3656871,0.81696606,0.21930437,-0.6866679,0.3488668,-0.9536786,0.0,1.0334266,0.004532598,-1.3144306,-0.29627678,-0.008456387,-1.412338,0.34631735,1.7372514,0.025211578,0.0,-1.1269833,1.4046483,1.4459637,0.6330156,5.074236,0.39692837,-6.415176,0.72563,2.6505466,1.1728274,1.1045173,3.886777,3.7143178,2.177215,2.6855094,0.79908174,3.9320183,3.621146,1.0991012,0.5281396,2.242244,2.3894055,0.9117594,1.3675642,1.2398783,1.734173,-0.65460515,4.561814,2.674504,1.7582926,-0.0,0.012663955,0.7129939,-1.7277497
13,1.4303877,1.3169847,2.3083553,1.0258456,2.121523,0.36794275,0.5,0.45392197,0.9849368,0.8169153,0.9766185,0.55668765,2.7437992,4.1692195,1.7044129,3.8929634,1.7129589,-677.5978,-57.60075,48.775585,213.83646,88.936844,239.51466,0.23643427,-0.21837988,0.31426784,3.548603,1.6436191,4.158235,-0.1871059,1.221881,0.0,1.2351755,0.10384316,-1.2500077,3.0187502,0.38118714,0.1336024,2.7397301,-0.94710356,0.03273026,-1.0176654,0.94975764,0.0060065277,0.113416515,-1.3171035,2.5163932,-0.016554685,-0.90986,-1.6833531,-0.27934733,-0.9494635,1.5811808,4.906832,0.41273117,-11.523095,1.4620382,-1.6231428,4.0719852,1.0138688,3.8946395,2.1873317,-2.0093665,-0.0711748,0.8512946,1.7574553,-0.7775931,-1.179175,-0.6174719,5.035948,-1.1717792,-0.9957167,2.0460544,-1.6583555,1.8514194,-0.4570967,4.9416695,1.7233161,1.3096808,0.92478883,0.025511842,0.6904855,-1.0045702
14,0.7828948,0.24686918,0.8531751,0.990784,0.37636662,0.87487656,0.8199907,0.4056001,0.8991482,0.9840042,0.78245175,0.5,2.709023,5.160469,4.156552,1.9812572,3.7020316,46.800194,56.364716,-0.0,73.339264,7.681863,125.351494,-0.0,0.289031,-0.601206,-2.1686122,0.0,-0.33424976,-0.092656374,-0.5443908,0.0,-3.3135765,-0.4930003,0.19196297,-1.6420106,0.6731356,-1.695752,0.0,-1.0714972,0.0018118512,0.23849912,-0.59616405,0.009100172,0.5090156,-0.12571318,-0.08464317,-0.021627763,-0.0,-0.37372202,0.9688808,-1.2404206,-0.87055856,0.54298717,-0.84454095,2.2853117,-0.53048533,-1.0112317,2.1934128,-1.4382701,0.036634803,3.2436495,0.18695368,0.23875964,-0.0,4.9201007,0.9837499,-0.742404,-1.8440683,0.72716534,2.9436748,0.76535887,-0.31893623,0.4737326,-1.598501,-0.16600144,1.119866,3.6376343,3.7271407,-0.0,-0.009258451,-0.7578869,-0.54234093
15,0.8695799,0.9468893,0.620091,0.9942157,0.8261725,2.344177,0.7888894,0.62160784,0.9157464,0.97550315,0.9294111,0.5,2.7124808,4.910382,2.8588848,-2.486483,1.3762217,-224.22035,-76.89437,-0.0,147.6901,-58.422688,136.70247,0.0,-2.7034678,-0.38157186,-0.33436194,-0.08086729,-0.72795683,-0.017423848,0.10841602,0.8880825,-0.42117178,0.27334896,3.7423186,0.33301106,-0.21658772,-0.059830252,-0.18554828,-0.043849297,0.009467435,0.04710894,0.81620336,-0.01792792,-0.045879975,0.6525991,-0.58645797,-0.0030976073,0.31640834,-0.39163578,0.56547993,-0.17765757,-0.53881997,-2.6270862,-6.187694,-3.1410103,0.96092224,-0.50563574,3.5158632,1.1526926,2.7956648,3.4946074,0.43872812,-1.6539259,1.2932956,4.6827264,-1.3420601,-1.5959117,-2.2233412,2.5290203,2.2875988,-0.31033033,-0.9981339,-1.3913622,-0.6186329,0.68668175,2.0574338,2.0987272,4.203831,0.5191283,-0.0058009443,-0.13923004,0.30070552
16,0.40917313,0.913144,0.45084143,0.9790566,0.98566604,2.2511783,0.6138476,0.7039658,0.81840414,0.9508099,0.9235893,0.5,2.697116,5.9690337,2.944418,-66.542725,-23.346188,51.63514,-1493.3839,-0.0,142.78941,-54.2382,86.26293,0.0,-72.561714,1.2123802,-0.3375701,0.0,-1.3360928,-0.5211044,0.29590556,-0.0,-0.046934806,1.3494331,-2.3546429,0.5100485,0.48508567,-2.0969284,0.0,-0.1261782,-0.0057994244,15.679351,0.054091,0.04110315,1.3340658,-0.120611146,0.6379581,-0.01710846,-0.0,0.03433413,93.23235,-0.98122436,0.6519021,-66.76886,-3.2289038,0.9012033,-1.2127094,1.2483035,2.7912776,-0.22613624,1.9084349,2.9471843,0.5197183,-26.622442,-0.0,0.4821756,-26.064468,-0.07452123,-23.193087,2.8356295,0.79613036,0.6652976,-1.8859866,-0.070675924,-1.0230024,0.51215774,1.4027987,1.3470882,4.0092773,-0.0,-0.02116261,-0.22053064,0.37068063
17,0.82481885,1.4507296,0.61928964,0.9924051,2.714797,0.40106744,0.5,0.2693918,0.9073305,0.88173574,0.9861596,0.5,2.7106578,7.4957685,1.1703372,3.3761172,3.356278,35.9072,36.554493,87.09744,244.43675,66.0113,130.71844,-0.0,-1.0778495,-0.22622223,2.2808719,-0.0,1.9878591,0.49987164,-0.8784116,-0.0,7.2624354,0.14418484,1.3302835,-3.7889044,0.87490535,0.09131392,-0.0,-0.98394686,-0.008944437,-0.31964812,0.4711823,0.043706927,-0.50893116,1.6515683,-1.6009586,-0.00189192,0.0,-0.8440663,-0.41566086,-0.108507596,-1.9971244,4.924062,0.35334328,1.6733344,-0.4368143,1.4919305,1.9251153,1.5479445,5.343936,2.9176922,0.068205714,1.2736437,1.5201372,3.2467523,0.6379963,0.73242664,-0.36355972,-0.12200928,-0.29588366,-1.0223969,-1.0011044,-0.85752255,1.0703127,0.5747819,3.7443042,0.33253372,0.3704914,-0.0,-0.0076237004,0.76148444,0.14543818
18,1.16892,1.3554361,1.8485122,1.0087689,1.6608897,0.3885828,0.5,0.2689927,0.96152514,0.8208003,0.9797363,0.5,2.7270124,5.38786,1.5581115,4.5975895,3.5124571,358.37567,45.502895,30.4877,222.2189,70.9526,184.40732,0.0,-2.9949284,1.5681909,2.9509633,0.9140174,-0.44480696,0.10243637,0.30651543,0.0,1.4205112,-0.22624598,-0.04197974,-4.4451485,0.5944737,-0.07786159,0.7763479,-0.87639827,-0.028086448,-0.08137366,-1.005855,-0.0016450377,-0.8499002,0.05970485,0.97561496,0.0038883055,0.17811157,-0.027803991,-0.6465872,0.22300662,2.0911202,5.75776,2.4478545,6.2548356,0.50023305,1.3578306,4.04234,1.1601702,4.6624165,2.0087721,-0.43754017,1.5495803,0.53211075,1.0735794,0.7941754,-0.43588108,-2.3799608,3.830409,0.6410875,0.15398102,1.3303097,0.18770547,1.7757132,-0.7274113,4.5943804,1.4432583,-0.07185435,0.6571782,0.008730493,0.7244139,-1.7450577
19,0.70377547,0.60953367,0.58784235,0.9879103,0.438064,1.1964695,0.5,0.2985997,0.8830226,0.98847944,0.86289823,0.5,2.7061183,4.092576,3.59699,1.6883023,5.3919716,-51.339283,153.19112,-0.0,105.39979,-10.333366,115.815956,-0.0,1.0542636,1.2967926,-1.5562835,0.0,-0.5479024,-0.91352993,0.57733035,0.0,-1.3342929,0.16644523,1.5295036,-1.7278703,-0.46529672,0.08878509,-0.0,0.6647103,0.014690326,2.8601494,-0.98483324,0.017750302,0.27444422,-0.8680961,0.10706402,-0.003357216,0.0,0.20181033,0.46918303,-0.19254696,-0.88400126,0.8095939,-0.81921804,-0.12216878,-0.69691193,-0.93214417,1.3165011,-0.8787083,1.6477073,3.7029357,-0.43139625,3.4301524,-0.0,2.479134,2.6736896,1.130756,0.083272815,3.3819385,1.8867521,-0.50667864,-1.1232464,0.39728534,-1.4108849,-0.93949926,1.2476234,3.6616004,3.4284549,-0.0,-0.012162808,-0.64688015,-0.2488884
20,0.80891657,0.5785713,0.67159134,0.99178183,0.6728238,2.7182653,0.5,0.49169385,0.9042594,0.9274375,0.8561271,0.6106829,2.7100296,6.165311,3.6530747,0.26400924,6.1768713,39.641724,198.16257,-0.0,102.18636,-89.799644,128.65617,0.38728684,0.081564605,0.03992294,-1.8064303,-1.1582932,-0.049764186,0.0162574,-1.1268519,0.0,-1.4045016,0.02880098,-0.7795818,1.051396,0.6829579,-0.20064238,0.7848229,0.5238389,-0.00010455709,-1.6921976,0.1185261,-0.0042442074,0.00387252,0.62755936,-1.9420258,-0.00957237,-1.0729426,1.3098258,-0.5681163,-0.5490057,1.0065569,-0.6707839,-2.6029096,0.6918786,-0.47280782,-1.6455508,3.5418003,-0.9347931,2.8467052,2.1616685,-0.52901167,4.0189686,-0.0,2.9506795,3.9087732,1.1133246,1.3547785,2.5038142,-1.4892029,0.76386344,-0.81950057,-1.7408115,-1.3338346,0.048343927,1.3620933,2.9981601,2.5147426,0.845196,-0.008251866,-0.6665318,0.76376456
21,0.6853458,0.4450173,0.53240484,0.98727405,0.8082906,2.428567,0.5,0.70029956,0.8791556,0.98905444,0.8264275,0.5,2.7054741,5.219328,3.8760462,-1.9442854,4.7166696,261.05478,114.49919,-0.0,89.41104,-62.536068,113.70106,-0.0,-4.7258334,0.9796589,-1.8175812,0.0,0.8008749,1.4949908,-0.09588671,-1.0886447,-0.53640974,1.2051387,0.1876334,-2.2009292,0.724809,1.6020124,0.0,-0.9399027,0.020614535,3.5200717,-1.537715,-0.008820495,-1.4564962,-0.28253794,0.96733004,-0.028034797,-0.0,0.27764046,-5.260424,-1.6078842,0.6474736,-3.1020498,-2.2403338,4.984951,0.97250223,-1.4776006,5.031417,0.54856145,1.771741,4.292567,1.1258006,1.1865625,1.706326,3.586739,1.9983879,0.9441613,0.64162934,3.8847668,-0.19342849,-0.41245362,-1.3723495,0.67220753,-1.7892752,-0.63800514,0.8185188,4.0942583,5.5173807,-0.0,-0.012806941,-0.72395587,0.064062394
22,0.8832027,1.0540355,0.6883061,0.9947838,0.7960836,2.7018878,0.7689868,0.26907682,0.91823715,0.98582274,0.946303,0.6265503,2.7130518,5.8373995,2.5673568,-1.6281176,3.7390065,36.15938,58.48322,-0.0,164.39342,-83.69466,138.57748,-0.29973283,6.666012,-1.3590508,0.3636481,0.26371327,-2.5536892,-0.7562267,0.19858445,1.1142125,-0.71763265,-1.1685346,2.6558626,-1.3076355,0.7179152,0.10840734,-1.3786477,0.099285714,0.010594672,0.77243114,0.7948424,0.0024633596,-1.6188966,-0.23241867,-2.552383,-0.016086662,2.0411584,-0.17233424,-0.40294668,-0.9226209,0.8148228,-1.4771926,7.3368406,0.6311003,1.1408417,1.3610747,5.5229616,1.5914149,2.7844005,4.015739,0.7350135,0.36287683,1.4404899,0.23681617,1.5381706,-1.6780968,-0.07527739,3.5259788,-0.38724643,0.12944701,-0.766031,1.425929,-0.22244541,1.2909415,2.4766972,4.759285,2.7081528,0.94106895,-0.0052298005,0.1492299,1.0503283
