,oz3_tanh_exp_ln,oz34_relu_sigmoid_ln,oz2_adde_degree_ln,oz5_adde_degree_ln,oz5_adde_sigmoid_ln,oz4_relu_sigmoid_negative,(oz30_sin+oz10)_negative,oz1_recip_adde_negative,(oz46_radian*oz23)_negative,(oz44_recip*oz41)_negative,oz2_adde_ln_negative,oz34_relu_sigmoid_negative,(oz2_adde+oz3)_negative,((oz13_relu+oz27)+oz24_negative),(oz2_adde_degree+oz48),(oz1_sin_exp+(oz16_tanh*oz15)),(oz28_sin_sigmoid+oz25),((oz1_recip*oz43)+oz13_adde),(oz44_recip_degree+oz5_adde),((oz2_adde+oz1_recip)+oz29_negative),(oz1_sin_exp+(oz50_recip+oz4)),(oz5_adde_ln+(oz22_tanh+oz4_relu)),(oz5_radian_exp+oz38_negative),(oz1_relu_degree+(oz44_recip+oz4_relu)),((oz4_relu*oz16_zscore)+oz46_tanh),(oz37_relu_tanh+oz29_negative),(oz5_adde_ln+(oz12_adde+oz1_tanh)),(oz34_relu_sigmoid+oz25),((oz38_negative+oz10)+oz19_sin),(oz12_adde_sigmoid+(oz11_adde+oz15)),((oz28_sin*oz38_negative)+oz5),((oz28_sin*oz38_negative)+(oz44_recip+oz46_tanh)),(oz4_relu_sigmoid+(oz40_relu+oz2)),(oz44_recip_adde+(oz30_negative*oz37)),((oz30_sin+oz10)+oz43),(oz12_adde_sigmoid+(oz50_recip+oz4)),((oz28_sin*oz41)+oz1),(oz6_adde_adde+(oz22_tanh+oz4_relu)),(oz12_adde_sigmoid+oz12_adde),((oz2_adde+oz3)+oz37),((oz28_sin*oz23_zscore)+(oz1_relu+oz40_relu)),(oz1_relu_degree+oz16_zscore),(oz44_recip_adde+(oz22_tanh+oz4_relu)),(oz34_relu_sigmoid+(oz12_adde+oz1_tanh)),((oz23_zscore*oz46)+oz31_recip),(oz3_tanh_exp+(oz46_radian*oz23)),((oz40_relu+oz2)+oz42),(oz5_adde_sigmoid+oz45),((oz2_recip*oz6)+oz30_negative),(oz7_recip_degree+oz46_radian),(oz1_sin_exp+oz37_relu),(oz37_relu_tanh+oz35),((oz28_sin*oz23_zscore)+oz20),((oz3_tanh+oz2_zscore)+oz10),(oz2_adde_sigmoid+oz30_sin),((oz11_adde+oz15)+oz32),(oz2_adde_ln+oz38_negative),((oz46_tanh*oz9)+oz50_recip),((oz37_relu*oz46)+oz46_tanh),((oz4_radian*oz32)+oz4_relu),(oz4_relu_sigmoid+(oz2_adde+oz3)),((oz6_zscore*oz16_zscore)+(oz12_adde+oz4)),(oz7_recip_degree+(oz44_recip*oz41)),(oz3_tanh_exp+oz34),((oz7_recip+oz13_relu)+oz13_adde),(oz34_relu_sigmoid+oz2_sin),oz5_radian_exp_mmnorm,oz1_relu_degree_mmnorm,oz5_radian_tanh_mmnorm,oz12_adde_sigmoid_mmnorm,oz30_sin_exp_mmnorm,(oz5_adde*oz2_sin)_mmnorm,(oz44_recip+oz46_tanh)_mmnorm,(oz11_adde+oz20)_mmnorm,oz4_relu_sigmoid_mmnorm,((oz1_recip*oz43)-oz34),(oz5_adde_degree-(oz6_adde*oz1)),(oz1_relu_degree-oz2_sin),(oz28_sin_sigmoid-oz1),((oz46_radian*oz23)-(oz50_recip+oz4)),(oz3_tanh_exp-(oz16_tanh*oz12_negative)),(oz5_radian_tanh-oz20),((oz22_tanh+oz4_relu)-oz16),(oz5_adde_sigmoid-oz1),((oz1_relu+oz40_relu)-oz46_tanh),(oz1_sin_exp-(oz2_adde+oz8)),((oz28_sin*oz17)-oz21),(oz2_sin_tanh-oz35),((oz1_relu+oz40_relu)-oz16),((oz37_relu*oz23)-oz17),(oz5_radian_adde-(oz2_adde+oz8)),(oz1_sin_exp-(oz16_tanh*oz15)),((oz2_recip*oz6)-oz34),((oz28_sin*oz17)-oz11_adde),((oz44_recip+oz4_relu)-(oz11_adde+oz15)),((oz1_recip*oz43)-oz44_recip),((oz3_tanh+oz11)-oz25),(oz5_adde_degree-oz35),((oz40_relu+oz5)-oz25_zscore),((oz2_adde+oz3)-oz20),((oz22_tanh+oz4_relu)-oz4),(oz7_recip_degree-oz24),((oz37_relu*oz2)-(oz31_recip*oz29_negative)),((oz5_radian+oz24)-oz14),(oz44_recip_adde-(oz23_zscore*oz43)),(oz30_negative_degree-(oz4_relu*oz16_zscore)),(oz7_recip_degree-oz13),((oz44_recip+oz46_tanh)-oz29),((oz44_recip*oz41)-oz28),((oz3_tanh+oz2_zscore)-oz38_negative),((oz16_tanh*oz15)-(oz13_adde+oz26)),((oz28_sin*oz17)-oz29),(oz30_negative_degree-oz2),((oz4_relu*oz16_zscore)-oz3),((oz44_recip*oz41)-oz13_relu),(oz3_tanh_exp-oz1_tanh),((oz5_adde*oz47)-(oz12_adde+oz4)),((oz40_relu+oz5)-oz19_sin),(oz2_adde_ln-oz2_adde_sigmoid),((oz3_tanh+oz2_zscore)-oz7),((oz11_adde+oz20)-(oz4_radian+oz50)),(oz5_adde_ln-oz49),((oz40_relu+oz5)-oz46),(oz28_sin_sigmoid-(oz28_sin*oz41)),((oz7_recip+oz13_relu)-oz16),((oz28_sin*oz23_zscore)-oz16_zscore),(oz2_adde_ln-oz5_radian_tanh),oz2_sin_tanh_adde,(oz37_relu*oz23)_adde,oz1_relu_degree_adde,(oz40_relu+oz2)_adde,oz5_adde_ln_adde,oz5_adde_ln_sigmoid,oz34_relu_sigmoid_sigmoid,oz1_sin_exp_sigmoid,oz6_adde_adde_sigmoid,oz1_relu_degree_sigmoid,oz2_negative_adde_sigmoid,oz5_adde_sigmoid_tanh,oz5_radian_adde_tanh,(oz46_radian*oz23)_tanh,oz2_negative_adde_tanh,(oz5_adde*oz2_sin)_tanh,(oz12_adde+oz1_tanh)_tanh,(oz23_zscore*oz46)_tanh,oz1_sin_exp_tanh,oz51
34,-0.809866,-0.6931472,4.282838,4.4518995,-0.20190395,-0.62307394,2.238432,-1.9497036,-0.007984782,1.2628697,-0.2346109,-0.5,-0.13777697,1.2042813,73.15553,0.0010285676,1.8694074,3.1052153,69.02616,1.7043934,2.2380059,1.6666892,0.24804866,1.6812172,-1.3825064,1.2085549,2.088783,2.0580773,-2.8604786,2.6855237,-0.64072645,1.1296097,-0.8307911,3.2659297,-3.1949546,2.783965,-0.4504311,7.260069,3.474497,-0.33832476,0.49121794,-1.4987046,5.159899,2.1851106,-0.21024945,0.45290247,-1.2008173,2.508769,0.93973196,57.939533,0.38142046,-1.5587724,-0.8945581,-3.533615,-0.19021869,1.4718016,-0.496256,0.48086202,-0.6292329,0.5001045,0.7608509,2.208886,56.68958,-0.4147566,3.381514,-0.49317133,0.035787582,0.0,0.037477896,0.77305627,0.0047652125,0.11060272,0.056625407,0.054990813,0.36090755,1.5948367,90.05576,0.99317133,1.6124338,-1.8486007,0.59976006,1.3644694,2.760222,2.1182773,0.6292329,-1.3091599,-0.6809675,0.8000611,1.4972051,0.5746863,1.0063915,0.7618123,0.4741581,-0.8814067,-0.07692695,-0.44343835,-3.74857,87.34851,-2.7806063,1.523553,0.76040035,57.68583,0.8075588,0.51174027,3.3050501,76.684395,58.30068,1.7579228,-0.3456586,-1.5343204,-2.5861146,1.6648035,77.38499,0.3733663,-1.2628697,1.3069247,-4.2171826,-0.3597843,-0.5451746,-3.253856,-0.79546237,0.13964185,-0.48082304,-0.53934276,2.5086663,1.9899225,0.25591758,1.9595704,2.7182817,2.7182817,1.2644167,3.1219542,0.5995697,0.62245935,0.5942157,0.99752,0.5,0.984815,0.67352843,0.9909531,0.007984612,0.9995246,-0.9027877,0.93352157,0.428414,0.36394042,-0.09138555
35,0.3013934,-0.6931472,5.2789683,4.974362,-0.07703489,-0.5,1.2532306,5.2210755,-0.0017215586,14.875784,-1.2307414,-0.5,-3.7348185,-0.8528211,195.87444,1.4739678,0.0038906336,1.6889567,-841.9225,-4.6206083,3.0444665,1.3418556,0.41429752,-14.738385,-0.4630635,0.7881457,4.6025667,-0.22208035,-1.3822347,4.4502225,-0.7609,-15.768799,1.2054853,-10.699928,-0.9944359,3.1406739,0.8574041,4.9623327,4.7798805,5.172173,-0.19193172,-1.0542797,-11.6043825,4.1764317,0.84005404,1.3534625,0.41716468,0.7036644,-0.34299886,-118.01462,2.3193028,0.5550463,-0.9158551,0.54903185,0.1737619,4.1913605,0.6484113,2.5209377,-1.1834713,-0.0024720365,4.2348185,4.544011,-132.88165,-0.357229,2.7093673,1.1484034,0.22062397,0.0,0.22904466,0.9591954,0.035672992,0.45168442,0.050831776,0.6019623,0.0,-0.34569323,144.88678,-0.6484034,0.85192573,-2.1607966,0.5033432,0.7205453,1.4689456,1.0518123,0.4630635,-0.8976782,2.234179,0.90871185,1.0532249,-1.33263,0.9352772,0.28992862,0.44749546,-3.2053514,-18.210453,12.683722,2.533295,144.99461,0.52925384,4.4587417,0.6126323,-118.766624,1.0918846,-0.30308276,-11.969121,52.624775,-119.031204,-15.306467,-16.21927,1.5899153,-2.9277759,0.91773343,51.91929,-0.3110514,-15.901122,1.4770339,-0.23221636,0.14780161,0.26230228,1.4931184,3.0837853,1.1864583,0.30765426,-0.25738788,0.018972158,0.86234796,1.2341194,3.288876,2.4354072,2.7182817,3.423767,3.6444168,0.7162905,0.62245935,0.7072258,0.98950815,0.5,0.8821341,0.72865665,0.99127036,0.0017215569,0.9649206,0.92705834,0.99871933,0.09841722,0.707394,-0.57715046
36,-0.6524308,-0.47450325,4.578096,4.626955,-0.15529615,-0.5,-1.2017674,-0.7885381,0.034207497,0.92433196,-0.52986884,-0.62219405,-0.9191902,0.5291001,96.009415,-0.86848265,0.74565685,3.9348686,-34.354553,-1.2857665,0.42425495,1.2053525,1.9423537,-0.6307327,-0.88439274,-1.0547323,4.214824,0.7222593,2.717836,4.78794,-0.35966516,-0.9402776,-0.51957226,2.5963266,-0.035354733,0.79877466,0.3606754,6.324865,5.0963035,-0.4734034,0.8430825,-1.3040525,2.714173,4.25829,-2.6130974,0.48657086,0.43813324,1.4348216,-0.6219992,-241.54802,0.60937566,-0.7187694,0.44425827,-0.8285284,1.2026379,3.0657349,1.4884006,2.5887992,-0.88439274,0.022631956,1.4191902,2.0144956,-242.448,1.0196495,-2.6678436,-0.22969002,0.0869894,0.0,0.09087929,0.98023677,0.45164388,0.107057184,0.05586602,0.32287037,0.0,1.8884574,103.746635,0.85188407,1.1637952,0.15091321,-0.6815565,0.38251534,1.9293718,1.3743651,0.88439274,-1.4119933,-0.7227836,0.026716948,1.3027477,-0.8394248,0.68060255,2.087234,-0.7555251,-1.5870268,-4.4347773,3.0180614,-1.3803332,102.92118,-1.0346786,1.3180144,2.3829541,-240.09218,-0.6868303,-2.2295513,3.8266954,-20.932745,-240.35292,-2.5698578,-1.5674796,-2.6315558,-3.0920682,-0.5513149,-19.913174,0.77951926,-0.92433196,0.9970907,-2.1850777,-1.8493216,-0.31549728,-1.4357977,1.0858214,0.73141927,0.46106803,-0.23328733,-2.9126358,2.147135,0.54617774,2.0262294,2.7182817,2.7182817,1.6987095,3.2970102,0.6407748,0.6507174,0.64779836,0.9966594,0.5,0.97674835,0.6942747,0.9910427,-0.03419416,0.9988673,-0.90862167,0.9986118,-0.96123517,0.54368746,-0.2787011
37,0.9921248,-0.6931472,5.5376534,5.818122,-0.0028182007,-0.82555205,0.17371106,-3.5634203,0.040253624,3.9184506,-1.4894266,-0.5,-7.2011623,-0.37300384,255.09966,2.1869268,0.77316475,3.0969179,-242.78511,6.2241955,3.017616,3.0289547,0.09540242,65.00912,-1.2371604,1.6102116,3.9600425,0.7929366,-1.429599,5.216819,3.2280102,-5.175148,3.4813154,-2.2747686,-0.40312546,1.289674,1.111793,5.9059076,2.1577096,8.004156,2.0037527,67.584946,-0.3625133,2.6901474,-3.2987347,2.6567051,1.7969737,1.1650438,-1.2735857,-5017.042,3.3269675,2.000864,0.79512554,1.8097409,1.7149409,5.635786,0.5282758,-0.13824165,-2.1442814,1.5873886,8.026714,3.0817962,-5020.9336,1.1926911,-83.70011,1.4894373,0.8459835,0.46468097,0.85234845,0.29155016,0.7234029,0.90707964,0.05449178,0.632391,0.9546635,1.3103808,334.05786,66.80511,-0.70300996,-0.5338955,2.9769428,-0.8591473,1.4684532,-0.18605238,3.0340788,-1.7857854,-0.5458793,-0.57803476,2.3321245,0.94833124,-1.5364659,2.8610215,1.044133,-2.8080971,-7.206216,4.145968,0.7686003,335.00467,3.7982183,6.2870584,-0.29536617,-5017.9478,2.3132722,0.81945705,-1.2766236,-46.28149,-5017.588,-4.306698,-3.8392394,3.6712651,-4.373292,0.92410165,-48.323574,-3.0924225,-4.4909735,1.8684888,-10.384863,3.6595232,0.501148,2.7215345,4.6173673,3.285512,5.62687,0.55167323,-86.78152,0.090624884,1.43447,3.475404,3.924461,70.51283,5.3740454,4.488177,0.85444456,0.62245935,0.9258055,0.9904993,1.0,0.73145384,0.7604098,0.9922288,-0.0402319,0.76243746,0.99998194,0.9752664,-0.9804353,0.987237,2.5654855
38,0.9796753,-0.6931472,5.418121,5.743998,-0.00428341,-0.8040846,0.46149498,-3.4152431,0.0023471292,-75.996956,-1.3698941,-0.5,-6.2243595,0.8995695,226.8399,3.6107225,1.1501403,2.8392348,2740.4175,3.4948359,4.715536,2.3535845,-0.5503808,131.35416,1.4970775,-0.59176624,3.5992115,1.3810558,-1.9784008,5.596035,4.3306313,49.515625,2.5832183,50.977367,-0.64051557,2.7554128,-0.15612912,8.348798,1.7439697,6.836018,2.7224996,83.13833,51.110268,2.4034402,2.6034749,2.661244,3.0533838,1.1087016,2.711151,38.058075,3.3049572,-1.0335561,2.2036424,2.492705,0.2241736,5.7259617,-0.22933447,0.8481774,0.29684064,1.4332924,7.0284443,4.5223427,114.05179,1.1889586,3.873911,1.4379437,0.76557255,0.56347424,0.7743436,0.061124325,0.043121427,0.8311318,0.07404888,0.8453877,0.8917115,1.3498621,305.17572,81.27003,-1.1657153,-2.0245845,1.4165647,-1.4307678,-0.27161723,-0.43907404,1.8138942,-2.2539508,-0.05198115,2.3131256,1.0678506,-1.1233032,-2.1812754,1.7758746,3.327603,-4.2860227,44.283337,-47.858944,0.9870167,313.8894,2.413109,4.7459354,-0.75420845,38.583996,3.857548,-0.9203982,50.32253,47.85642,37.809113,46.780502,77.605896,3.7967746,-0.7657387,-1.8164036,47.953457,-0.97573507,75.751236,1.7709451,-10.73587,3.9693785,0.3890664,0.6919352,3.4216933,0.7256437,3.109562,1.8600134,-0.019524872,-0.20514292,1.322238,3.4525578,2.274817,84.926254,4.4974155,4.414053,0.8449816,0.62245935,0.9366301,0.9995433,1.0,0.8178174,0.7597933,0.99211466,-0.002347125,0.90544224,0.9999275,0.956531,-0.13380799,0.9908867,1.4358605
39,-0.48689204,-0.6931472,5.30674,4.8754773,-0.096735045,-0.5,0.7750674,-3.66074,8.949483e-05,1.8248369,-1.2585129,-0.5,-2.988204,-0.14721584,202.89551,2.374937,1.8990866,0.40255964,-62.773937,6.1038055,1.641902,0.029817462,0.51709306,59.65844,-0.07393415,2.4111254,3.135832,1.6897572,-0.23731631,1.9131356,-0.85538566,-1.6335878,1.7129054,1.6684676,-1.4440534,0.06903732,2.4947407,4.564603,2.3434227,4.0084343,1.5338818,60.66828,0.78532076,2.8085816,2.5349889,0.6144439,2.3851554,-0.31524146,-0.008924253,-232.08557,3.4140036,-0.587144,-0.6819822,-0.37534,0.88734114,1.6806113,0.78310454,0.93581325,-0.14950192,-0.017230457,3.488204,-0.14598006,-233.90912,-0.034622908,-3.0175838,1.2186792,0.17756462,0.41669723,0.18471596,0.38274384,0.23469543,0.4524039,0.055978455,0.09282933,0.0,0.018664777,128.23152,60.07529,-0.35172558,0.75178164,0.7638925,0.7362777,-0.6718708,-0.15325844,1.5459937,-1.375577,0.1301632,1.973195,1.5976217,-1.4257512,-1.0585952,2.412609,0.55621785,0.3935387,-2.227755,0.5050365,-3.4535055,132.3938,-1.2112042,3.7320085,0.88043785,-232.83981,-3.350635,-0.69266546,1.6291128,4.813658,-230.39905,0.43170285,-2.9268732,0.7912203,-2.0727272,2.9761293,4.0117574,0.53197855,-1.8248369,-0.17153394,1.5698462,-0.9494995,0.2872563,0.5626868,-0.8530084,0.35459036,0.05381383,-0.7243564,-3.9250727,0.1875102,1.2660396,3.3343723,2.7889104,63.51225,3.9311872,3.5455322,0.69577324,0.62245935,0.9163512,0.9953306,1.0,0.8717343,0.7200729,0.99119794,-8.9494824e-05,0.95761806,0.927979,0.9804318,-0.0051327664,0.983472,-2.470367
40,-0.14823169,-0.6931472,4.963173,4.907116,-0.090178445,-0.54574066,1.7125838,-6.230588,-0.011930883,0.27529037,-0.9149462,-0.5,-2.347309,0.6892671,143.45793,1.3661318,2.2055438,5.0024247,38.66615,5.4378424,3.5827303,0.2381478,1.0504198,17.129992,-0.64685106,0.13530576,4.0048876,2.0012913,0.024808228,2.7305627,-0.30859834,-0.015323415,0.3240999,4.34533,-0.9926279,3.204712,-0.092229515,4.4807057,3.8150158,3.2272916,-0.4027331,16.592308,2.7311928,3.6459982,-8.083501,0.8741622,0.3270256,1.9952247,2.64086,-53.50624,2.2042804,1.76729,0.9955147,-1.1787438,0.019971669,1.5643134,0.97159034,1.813571,-1.4580996,0.18277124,2.8930497,2.9584725,-53.76646,0.3354736,1.5401223,0.28016946,0.19086075,0.111812495,0.19842502,0.84233975,0.015781134,0.21630412,0.056399617,0.57260466,0.13413203,3.055463,134.5703,16.532696,0.41953945,-2.2465017,0.9031747,-1.6892047,-0.8999053,0.6290549,0.98283535,-2.4016507,1.6925855,-1.2772359,0.005549282,-2.3716335,-1.0139103,1.2824636,2.0387366,-0.17718637,-0.96715546,1.8950529,-2.7372491,134.18793,-1.8605394,0.6643481,-0.804217,-52.28217,-5.202359,-1.8932953,3.9223733,64.62886,-53.246605,-0.6355746,-1.3257098,-0.42673862,-3.6589787,0.88226426,64.90177,0.20060301,-0.27529037,0.58496964,-0.25352407,-1.1345582,-0.00895977,0.70103145,2.8283768,-0.26436645,0.5058832,1.0811954,-1.212761,-0.9668898,0.92118996,2.5019252,2.021747,19.031147,2.496641,3.5771708,0.7024285,0.62245935,0.7898958,0.99394894,0.9999999,0.94978505,0.7229359,0.9912204,0.011930318,0.9944251,-0.4768646,0.9963047,0.5942908,0.86784875,0.6301355
41,-0.6305249,-0.45943847,5.0251265,4.8396387,-0.104435965,-0.5,1.7903922,3.7888942,-0.0061586504,0.29389936,-0.9768996,-0.6316382,-1.9139214,-1.0087413,152.3861,0.7360527,0.972307,8.523378,39.598877,-4.9937596,-0.24857676,0.9084607,2.5514216,0.65261996,0.67872316,-1.142792,4.3440604,1.2498324,0.18818831,3.2390633,-1.4495351,0.39358056,1.7146677,1.929484,-2.718683,-0.13065094,0.11698045,4.0810423,4.68112,0.68223286,1.0199658,0.68298364,3.4879506,4.1842866,1.0303439,0.538471,0.6464595,1.5014758,24.89331,-44.620262,0.85806763,0.26453388,1.0126668,-1.5621936,0.013533711,3.2034702,2.5372138,0.5271193,0.67872316,-0.028408585,2.4139214,0.96752775,-44.928593,1.0715636,1.7038047,0.56960464,0.16302013,0.0,0.16970235,0.95126915,0.012889564,0.25801393,0.05691304,0.63800627,0.0,5.5013003,126.61509,0.062033594,0.50778943,1.1128031,1.1175239,-1.2783741,-0.56525135,1.0545089,0.598018,-1.2954582,0.6140378,-0.32648802,0.5944408,-0.86013836,0.5558238,0.9800826,23.18378,-2.985775,-1.6104499,5.387932,-1.4981766,126.15912,0.14615536,0.64447916,1.8478991,-46.207813,0.773814,2.8070207,3.767505,67.05197,-44.39924,0.18855119,0.35086346,-2.2529745,-2.1639903,-1.6597428,67.114044,0.74228686,-0.29389936,0.6847904,-3.277727,1.2675611,0.042506993,0.5909997,2.1664395,0.8870425,-0.061774313,0.08345598,-1.4613228,-0.939759,0.9858315,2.6563275,2.7182817,2.7182817,3.9329495,3.5096934,0.6881344,0.6528609,0.70225674,0.98136663,0.5,0.941605,0.71670294,0.9911733,0.0061585726,0.9923374,-0.13602921,0.99835986,0.33922637,0.69526076,0.1589968
42,-0.6560895,-0.21791783,4.291349,4.7253885,-0.13076203,-0.5,2.5470977,-1.4575397,-0.03646089,1.0632378,-0.24312201,-0.8041915,-0.4893077,0.018483639,72.11258,1.6888385,1.9961314,3.8281713,-65.58677,-0.648376,0.7536022,1.068563,0.20146835,-1.1790582,-0.85103434,0.093146086,4.2361364,2.1113126,-3.132198,1.1909446,-1.3748819,-2.654976,-0.94305754,2.6650863,-3.2696812,1.2487326,-0.07583034,4.5408874,5.204686,1.4761302,-1.3203504,-1.4271157,1.9306247,4.3631663,2.8813794,0.5553373,-2.2058225,-0.5922373,2.0328069,-57.531742,1.4771948,1.6862559,-1.2659698,-3.7386823,-0.1273719,-0.6307638,-0.542405,0.53553873,-2.094324,0.0146657275,0.9893077,5.0529537,-58.57299,1.9315771,2.1123433,-0.18766093,0.12010479,0.0,0.12528157,0.9861288,0.014909208,0.05981846,0.0556766,0.30956915,0.0,-0.5017093,113.90953,0.99185246,1.4821938,-0.22676907,-0.81809604,-0.067469895,1.817089,1.6706102,0.85103434,-1.9155455,0.46367282,-1.6884029,1.4256878,-0.48447132,0.2992742,-0.70809394,-0.5207906,-2.4671078,-1.3845001,2.0900495,-3.1306376,111.84407,-2.0584288,0.434927,1.3962786,-56.394897,-0.9002301,-1.5941117,0.3398918,65.368576,-57.708652,-2.6929507,-1.9830631,-1.3150651,0.1004585,-1.5791111,66.81163,0.7859165,-1.2621357,1.1790851,-4.9151587,-0.04141718,-0.5385138,-1.1043129,0.83419716,0.61359066,0.50989354,-0.028343081,0.6208512,0.10676527,0.2562112,1.9601307,1.0820092,2.7182817,1.2752242,3.3954434,0.66310495,0.69087034,0.62019414,0.98447245,0.5,0.9846526,0.7051278,0.99109995,0.036444742,0.9995142,-0.9604938,0.9983805,0.9699321,0.45451188,-0.5141507
43,-0.05277052,-0.6931472,5.39839,4.899749,-0.09168435,-0.5,0.40615183,-6.794847,0.0065463227,-0.45411596,-1.3501627,-0.5,-3.8052337,2.1367738,219.69205,0.7910002,0.015692055,0.086787224,-67.16448,8.466794,1.6069193,0.94842404,0.15953523,12.841776,0.77743876,0.5321757,2.2237492,-0.16072935,-1.3263426,5.076222,-0.98999673,-1.0506251,2.3056388,1.0965383,-1.3088897,1.0881972,-0.030717924,5.1988263,1.8878846,3.1493585,0.6446798,13.4535,1.6020455,1.872227,-1.2508695,0.94205135,0.17113614,1.910907,0.32939065,-79.690254,1.2748796,-1.374004,-0.059423372,1.2654588,0.39585918,4.2370934,0.5162228,0.018507838,0.77743876,0.0012910273,4.305234,0.44166517,-79.25427,0.72835606,3.4242585,1.4085381,0.18772602,0.09633594,0.195194,0.14537382,0.08087084,0.505383,0.05626307,0.6208902,0.0,-3.4598284,133.67136,13.146377,0.43111688,-0.33858603,1.8015734,-0.21361479,0.6977148,0.66708857,0.13373303,-1.1495885,-1.5286217,2.0944338,1.5119846,-0.28127614,0.28726745,1.758759,-0.073360205,-3.212632,-5.5332026,-2.4669318,1.3097148,135.63008,0.95218736,3.598165,0.9884222,-80.38036,0.46587577,-0.37629956,1.178888,35.694836,-80.756966,0.096476376,-0.37505868,1.9220824,-4.1385407,0.73958147,34.555065,0.05281954,-0.5944593,0.7080979,-1.5602323,0.9605152,0.37083548,1.8069599,2.8253791,2.461852,-0.748067,0.95244384,0.25821418,0.33492252,1.3567089,3.4387116,2.7182817,16.773197,4.5239205,3.5698037,0.70088637,0.62245935,0.78157693,0.99395174,0.99999917,0.82899344,0.72227883,0.99121517,-0.006546229,0.91836894,0.97208804,0.87919873,-0.35875154,0.8551147,-2.2361007
44,0.116267875,-0.6931472,4.2162633,4.615882,-0.1581455,-0.7318247,-0.28668362,-2.268773,-0.017382856,14.373444,-0.16803621,-0.5,-1.2997756,0.06587073,67.86484,1.6779287,-0.49402517,4.13067,678.9186,1.940901,3.242795,1.8010747,1.8087074,12.822475,0.33463424,1.2074302,0.8219106,-0.64053965,0.23955739,3.976266,-0.45592567,11.750041,-0.8034776,14.751392,0.44910902,3.5646667,-2.9589198,6.031769,2.0051723,0.9137089,-0.9364806,0.89789844,15.770277,0.7542556,0.16120118,1.1406796,-1.6872249,1.8848562,-0.14000162,58.529156,0.45214832,-0.667825,0.6405632,-1.6614218,1.2930167,3.598041,0.9932589,1.8499739,-0.566766,1.0108349,2.0316002,1.6614264,44.16693,0.6311885,6.7108035,-0.49937016,0.08346939,0.0,0.08721703,0.21085668,0.564528,0.08047818,0.060562093,0.53426397,0.67981315,0.4190966,105.70436,0.99937016,2.8711655,-2.7732637,0.06024587,-1.5936954,0.33641958,3.0783768,0.566766,0.8323673,-0.3669212,-0.09350449,-0.8970001,1.5243968,3.0818477,-0.77363205,0.9078012,-2.4078288,9.62023,-11.891587,0.025995374,101.74476,0.18752551,-0.27726817,0.2295196,58.547585,1.0091225,1.4476813,14.788795,-32.740356,57.054974,12.45924,-15.021645,-2.2457945,-2.2320032,0.287071,-30.303652,0.7846042,-15.858844,2.1001933,0.30485177,-0.609341,-0.5974469,-2.3993115,2.4873152,2.0297635,-0.31141084,1.3807832,1.610122,-1.834379,0.18468784,1.9569523,2.7182817,2.7182817,1.1829795,3.2859368,0.6382219,0.62245935,0.6111499,0.9918241,0.5,0.985986,0.6930108,0.9910366,0.017381107,0.99959606,-0.9428387,0.2489148,0.76031524,0.42366332,-0.43187046
45,-0.59894496,-0.23558696,5.014842,4.7829504,-0.11717736,-0.5,1.5467724,-4.025002,0.0026748057,-0.15167622,-0.9666151,-0.79010695,-1.93753,0.2046209,149.51515,0.9951432,-1.1899319,1.6139083,51.7097,2.60834,-2.213726,0.76335984,1.1951876,44.71313,-0.85659933,-1.3274105,3.6740446,-0.86362046,-0.08991593,0.27522188,-0.663287,-0.020394254,0.4107485,3.4988,-1.5688424,-3.3044276,0.73986953,5.4295897,3.2036219,1.6056013,0.74789375,44.579277,3.613034,3.7294278,-1.8045801,0.54671615,-0.87947345,-0.34872973,0.6568606,-253.2809,1.9991761,1.2657198,0.379086,-1.9800273,0.67767584,-1.8499935,1.1727961,-4.1840715,-0.85659933,0.013345763,2.43753,1.6405998,-253.10687,1.8749611,-2.777448,0.7009739,0.1410923,0.30053854,0.14702708,0.70375156,0.17316693,0.25266907,0.056426834,0.27369326,0.0,-1.3544095,117.40332,43.93615,-0.30147928,4.2102275,0.28535485,-0.4075211,-0.7028944,0.1241526,1.6218741,-1.5204176,0.6391674,-1.3546175,0.033744276,0.5135299,-0.8123665,3.003209,-0.9265891,-0.9012741,1.4993687,-0.89495546,-0.6877266,118.19058,1.0220077,1.541063,0.6570821,-252.1096,-2.1917825,-2.2044902,3.587042,14.775411,-252.18301,-1.3178937,0.29726163,-0.8944669,-2.0304627,-1.2529118,14.864662,0.69150025,0.15167622,-0.09478241,-4.2844677,-1.6290205,0.033908427,-0.4620515,1.6621907,2.2993598,0.64705366,0.48920083,-5.1517262,-0.7496443,0.9776691,2.629384,2.7182817,46.565296,2.6290302,3.4530053,0.675841,0.6878543,0.8807106,0.99550796,1.0,0.9430816,0.71111083,0.99113595,-0.0026747994,0.9927413,-0.18372393,0.99441844,-0.15221633,0.96396935,-0.18868367
