,(oz2_sin+oz1),(oz2_radian+oz4),(oz37_mmnorm+oz4),(oz2_negative+oz5),(oz2_negative*oz4),(oz1_zscore*oz2_negative)
93,-2.4884176,0.5265823000000001,1.2900376,0.79536486,0.912956,-2.4528172
94,2.4572208,1.6005895,1.8991628,0.8496933000000001,-2.1316147,-2.0030305
95,-1.5871992,-1.3093743,-0.97559863,0.7631244,-1.8014919,-0.8436170000000001
96,1.5587802,0.50945544,0.8498292,-0.49796456,-0.6244605,-0.7698441999999999
97,-2.0510867,1.3545424,1.5541443,0.7440539,2.3965235000000003,-1.8420582
98,1.6486573,1.4688958,1.5545025,0.39836872,-1.6418708999999998,-0.84220845
99,0.92825735,1.2311538,1.7990286,0.680348,-1.0221425,-0.15422258
100,0.9954038,-0.59019274,-0.17995995,-0.38031968,0.09475239,-0.13369796
101,2.6091948,0.47649336,1.175056,0.12662983,-0.696155,-2.49405
102,0.51203257,-0.47417328,-0.43124914,-0.7440926999999999,0.24742061,-0.011267194
103,-0.23714963,0.19328447,0.31638467,-0.20846893,0.019281102,-0.013694568
104,-2.2699022,0.66150707,0.9351213,0.80919874,1.0500499,-1.940283
105,-2.9941125,-1.0909014,-0.6673453,0.52781713,-1.5719279,-2.951021
106,-2.115157,1.3433956,2.2105532,1.0682993,2.4292839,-2.006451
107,-1.3763108,0.8828328999999999,1.3393688,0.5955052,0.67356175,-0.5215233
108,-0.4502074,0.46814734,0.49567556,0.03335263,-0.095598266,0.13476194
109,0.7041301,1.5669285,2.1704407000000003,0.5484063,-1.0127137,-0.063915424
110,1.0212804,1.110524,1.1690707,0.021176279,-0.9929582,-0.21197937
111,0.6283729,-0.13261032,0.65409946,-0.65838814,0.09356708,-0.015090339
112,-1.3646196000000002,-0.56369793,-0.33668926,-0.63162255,-0.1807489,-0.33908102
113,-1.1638482,1.7037616999999998,2.0444074,0.18039301,0.34551942,-0.19495723
114,0.04697667,-0.27218658,-0.16555563,-0.1700589,0.04099612,0.01517444
115,1.1956258,0.867749,1.7150388,0.8908633,-0.5001591,-0.3763147
116,0.4511165,-0.95507294,-0.106251776,0.3888465,0.10728657,-0.03804993
117,-1.3901124,0.41736597,1.0283109,-0.5942063,0.09619627,-0.2658306
118,2.4264061000000003,-1.4155848999999998,-0.58200586,-1.9165045,2.2748957,-2.2497323
119,1.695111,-0.9071679,-0.31236023,-1.1483217,1.0235468,-0.8862034
120,1.9703963,-1.1352999,-0.7773698,-1.5550297,1.7603333,-1.473465
121,0.45689273,1.6720592,2.0657094,0.22473489,-0.29159042,-0.049479786
122,2.5175536,0.19168982,1.0860561000000002,0.5377890999999999,-0.21772338,-2.004985
123,-3.350661,0.5923513000000001,0.9820327,1.2513114,1.0446469,-3.9620223
124,-0.68380266,0.8439523999999999,0.89192003,-0.13021612,0.07182027,-0.050907005
125,0.55701786,-1.4043181,-1.0739316,-0.066275254,0.33943838,-0.07675834
126,-1.8178598,1.4420278,2.3659384,-0.15191144,1.3757919,-0.9516608
127,-1.624568,-0.06483254599999999,0.31328076,1.1710936,-0.057175435,-0.9123704
128,-1.704855,-0.7325341,-0.12875664,0.39087486,-1.006472,-1.0186002
129,1.3854876,-0.20594332,0.5902364999999999,-0.110964805,0.08526926,-0.3989107
130,-0.50316983,0.042066436,0.5707757,-0.48525652,0.00010923795,-0.0012991455
131,1.8965046000000003,0.39012268,0.97191167,-0.21789408,-0.39559633,-1.0885451000000002
132,0.97937596,0.034540623,0.031298976,-0.5867933000000001,-0.017081711,-0.13381700000000002
133,2.204054,-1.4210992,-0.9676366,-1.7150025000000002,1.7620444,-1.545362
134,-2.5902257,1.5420146,2.0134504,0.11293721,1.6847112000000002,-1.8450762
135,-1.4315901000000002,1.2701347,1.6766926,-0.06727791,0.6148096,-0.4662169
136,1.5515928,0.35463768,0.7432519000000001,-0.9523457,-0.52040666,-0.8790473
137,0.76834774,-1.0291984,-0.84461606,-0.97757274,0.51667595,-0.14485733
138,-2.2627797000000003,-0.2930035,0.65027857,0.5043603,-0.30442244,-1.5206014
139,2.399303,-1.3119967,-1.1393898999999998,-1.4466782,1.9900157,-2.0874794
140,-0.010112565,0.78080004,1.5303822,0.18327793,-0.035606522,0.0025460292
141,1.7437354,0.6199225,1.5375396,0.2590561,-0.7121604,-0.97023517
142,1.1736474,0.37363726,0.43892664,0.4770623,-0.13377099,-0.29787228
143,-0.36283857,-0.13192399,0.8064865,-0.21337579,-0.0063412553,-0.015221262
144,-2.4321556,-0.6444455,-0.47753504,0.35083067,-0.5882128000000001,-1.5241299
145,-2.8490336,1.2605731000000002,1.636527,0.70335805,1.9678851,-2.8294685
146,1.377874,0.33955687,0.8379131999999999,-0.33843246,-0.21218786,-0.50156367
147,2.248069,0.1092335,0.10098123,0.85866404,-0.097702004,-1.4771858
148,2.3176258,1.6314144,1.6548721999999998,1.9114101000000003,-1.5595125,-1.444813
149,0.12300983,-0.34514382,0.03548786,-0.23532745,-0.07641082,0.07730746
150,-2.7039351000000003,0.06758341,0.1695263,0.15238452,0.12892964,-2.4084117000000003
151,-1.0724452,-0.034065608,0.09700311,-0.06068867400000001,-0.014970553,-0.30275545
152,1.920352,1.2374544,1.6820008999999998,0.9450582,-1.8377156000000003,-1.3995386
153,2.9529662,-1.0845617,-0.962265,-0.49995863,1.7719408,-3.1129262000000004
154,1.7564210999999998,-0.9058599,0.06832892,-1.0164751,0.9371261,-0.92088574
155,2.3663375,0.13186444,0.9632258,-0.7119553000000001,-0.14431043,-1.8540573
156,2.0196915,0.04068374,0.48763284,0.47160876,-0.022374189,-1.4830819
157,-1.3780523999999998,-0.36608902,0.0103980005,0.06634921,-0.1327713,-0.37571326
158,-2.9964113,-0.67593884,0.266756,0.80408573,-1.0427474,-3.2161584
159,0.18596211,1.3867599,2.2544284,0.5249773,0.49533072,0.19002132
160,1.6658132,0.34540877,0.8601045,0.015877366,-0.35400495,-0.8481681999999999
161,-1.7709041,1.3797116000000005,1.9861382,0.47893864,1.906295,-1.0782211000000002
162,1.8454777,-1.6345503,-1.1536095,-2.496111,2.7131062000000004,-1.3830266000000002
163,0.8632614,0.15554762,1.0176442,-0.09396073,-0.0644885,-0.19234388
164,-1.9606049,0.4737458,0.67023414,0.8333359,0.885028,-1.7160403000000002
165,0.86722916,0.78091466,1.587577,0.63365334,-0.10198141,-0.09652857
166,2.114767,-1.4903758,-0.66333485,-1.9237514,1.8152051,-1.4207758
167,1.0647765,-1.4065471,-1.2016329,-1.176116,0.9286685,-0.29858348
168,-0.5594998000000001,0.7018266,1.5040653,-0.49176073,-0.12296436,0.12933147
169,0.31207448,1.6549667,1.9802558,1.4543437,0.055905413,0.011684173
170,-1.1725862,0.7950841,0.9855263,0.29127657,0.64901584,-0.36414358
171,-1.3847643,-1.2853139999999998,-0.7342179,0.45023376,-1.4247943,-0.5430786
172,1.9961755,1.2368879,1.4779316999999998,0.2680778,-0.91961706,-0.9875141
173,0.72435176,0.3054591,0.60292125,0.23443913,-0.13662551,-0.1291376
174,-0.2595332,1.2015774,2.0732944,0.21079104,-0.108881444,0.031786192000000005
175,2.2307549,1.1627465,1.8912809,1.4992795,-1.0735576,-1.3353931
176,1.8499058,-1.284682,-0.7829523,-2.3600144,1.3680278,-1.0320774
177,1.3255901,-1.3359456,-0.6577326,-0.6723919,0.53679895,-0.37449956
178,-1.4930401000000002,1.3213261,2.1917267,0.48348886,0.82485145,-0.56539786
179,2.1446164,-0.68999505,0.15089083,-0.99690384,0.8108573,-1.4113726999999998
180,0.19798228,0.922592,1.2549276000000005,-0.12868536,-0.34607607,0.064603016
181,-2.021749,1.2989329,2.2890043,1.0187658000000002,1.8915122,-1.4749721000000002
182,0.802557,1.6848677,2.1222072,0.43892562,-1.0061016,-0.14259315
183,1.7285942,-0.23319435,0.13142776,-0.71463066,0.36123323,-1.041915
184,-1.7601168000000005,-0.52869326,0.18844026,0.6343880000000001,-0.61376524,-0.9978183
185,-0.26842734,-0.032101948,0.34806806,0.18407941,-0.011116233,0.08234584
186,-0.5078877,0.26239264,1.237819,0.41025776,0.057633415,-0.06348472
187,-3.171415,0.3503375,1.3313562,0.7407196,0.5473984000000001,-3.1742916
188,-0.410141,0.4897356,0.98952997,0.21809253,-0.0331481,0.032444254
189,1.6053536,-1.4190507,-0.7465578,-1.2763184,0.79273444,-0.5987265
190,0.05369064,-1.4600511,-0.7962053000000001,-0.8935934000000001,0.04492889,-0.00070584216
191,0.35068846,1.5076813,2.4126558,0.76361525,-0.6283375,0.02344913
192,-2.7133417,1.0829992,1.6842723999999998,0.95817643,1.7297634999999998,-2.6709766
193,-1.9854622,0.953564,1.8283587,0.14298278,0.62247753,-0.8934463
194,0.6174010999999999,1.4300516,1.5477715,0.6543451,-0.6773103,-0.075699784
195,-2.846018,1.0088111,1.641146,1.0389135,1.7124981,-3.0534525
196,-0.099716246,0.11984459,0.59480214,0.34984547,0.05241223,0.12433398
197,-1.7298589,0.21708871,0.44680333,1.1110187,0.3796927,-1.1354774
198,-0.66662776,0.9284531,1.7208055,-0.08835173,0.42174327,-0.10422553
199,-0.9783578000000002,0.03300082,0.7467501,-0.21672182,0.009337906,-0.18279323
200,-2.0108283,0.20947249,0.49223465,0.66115665,0.29916182,-1.3548921
201,-2.8356125,1.2210417,1.6179329,1.1884706,2.1462426,-3.1688044
202,2.5217063,-0.30054712,-0.10824427,-0.7113795999999999,0.43095592,-2.0645373
203,-2.3917224,1.1403219999999998,1.7354143,0.54888666,1.5198948,-1.8648334
204,1.248847,0.5171178,0.96755886,0.11762637,-0.33389392,-0.41983777
205,1.9449279,0.37534547,0.68839395,-0.6132246,-0.32398093,-1.0465019
206,-2.7308617,-0.8160712,-0.44218478,1.0767142,-1.2845209,-2.827253
207,-0.98079705,0.63951045,0.7779001999999999,-0.037749976,0.1726976,-0.19202128
208,-1.9726999,0.08920166,0.75049484,-0.07041782,0.07290355,-0.94355774
209,-0.59273696,0.8608831,1.4000627,0.16913399999999998,0.2528475,-0.0890657
210,1.1024393999999995,-0.2849822,0.0014415979,-0.44315982,0.14183444,-0.30838984
211,-2.156961,-0.055048868,0.6408204000000001,0.81050485,-0.04245855,-1.5901012
212,2.1327848,-0.7363996,-0.7209074000000001,-0.36261162,0.5117205,-1.0269381
213,1.6369548,1.2548083,1.9708527,1.6012821000000002,-0.8130364000000001,-0.67297447
214,3.0432882,0.9381572,1.0830486,1.4399945,-1.4518838,-3.2609649
215,2.9104857,1.1710482,1.2408327,1.015535,-1.6847485,-2.8188999
216,1.7039901000000002,1.4935733999999998,1.7781572,1.2437562,-2.2417433,-1.0777739
217,-1.4025863,1.5895437,2.253225,0.63604015,1.8864739,-0.5640742
218,-1.8547398,0.63712853,1.2735664,0.58698285,0.68817985,-1.0371685
219,-1.8190131,-1.3357618999999998,-1.0106772,0.56213063,-1.4134154,-1.009607
220,-2.9919214,-0.1187587,-0.06732686,0.77232933,-0.13188475,-2.8061934
221,-1.9995118000000005,1.0012302,1.8805916,0.18403727,0.8907933000000001,-1.0793924
222,0.9792418,1.1758736,2.1093235,0.10959864,-1.05401,-0.1732577
223,0.71485806,1.6274654,1.9683821,0.18010074,-0.44623494,-0.12197176
224,2.402347,1.5292754,2.2006748,1.0903015,-2.1873055,-2.050479
225,-0.68355334,1.4104393,1.92718,0.26047185,0.40293315,-0.11469838
226,-0.55277157,1.4078506000000002,2.2788296000000003,0.64514637,0.52143395,-0.07096316
227,-0.40811282,-1.7103668,-1.1494155,-0.46446672,-0.36657792,-0.041898567000000005
228,3.0316648,-1.3049811000000002,-1.2045037,-3.3722398,2.1203337,-3.2342136000000004
229,-0.5785183,-0.112683386,0.2799092,0.5507628999999999,-0.050926737,-0.05322428
230,-2.2722447,-1.179667,-0.3454957,0.89352024,-2.029551,-2.2824767
231,1.5350099,-0.4000845,0.45577985,-0.25101995,0.43140247,-0.69866157
232,-2.3152318,1.1982288,2.0816255,0.46285897,1.2745802,-1.5188583
233,-0.66617304,-0.48333088,-0.21637726,0.06406885400000001,-0.28282517,-0.061704595
234,-1.111073,0.037839103,0.5083115,0.39869538,0.042988516,-0.31108472
235,-0.43837595,0.06974673,0.5695604999999999,0.009903371,0.019186204,-0.047271464000000006
236,-1.5967108,-0.946145,-0.14920276,0.5037172999999999,-0.9045185,-0.7498223
237,2.8695455,0.63359255,1.5782477,0.66273797,-0.91769207,-2.8295562000000003
238,-1.4142666000000002,-0.46154416,0.34995618,0.69689,-0.60974514,-0.5996372
239,2.0537794,1.0752444,1.8118451,0.1736666,-1.1843438,-1.2940292
240,-1.8868648,-0.5875954000000001,-0.2595386,0.50626385,-0.7190401,-1.1848993
241,0.69252574,0.23269717,0.3728668,-0.5390019,-0.17380063,0.016513227
242,-0.95719427,-1.025032,-0.47417045,0.52278924,-0.8152331,-0.18991767
243,-0.20928867,0.8753519000000001,1.6187539,-0.004801063,0.020063775,-0.004272174
244,-2.7025177000000005,1.6096701999999998,1.8255538,0.9707203,2.3744933999999995,-2.4839535
245,-1.982768,0.22980663,1.1816143,0.7791555,0.26280883,-1.1767450000000002
246,-1.203905,0.93631375,1.1375732,0.3074383,1.0135195,-0.35134646
247,-0.4304713,0.36312878,0.79453063,-0.08584267,0.19930431,0.042533364
248,1.9267848,-1.067586,-0.9618329,-1.2974832,1.2286539,-1.155857
249,-2.4930701,1.1058977,1.9340479,0.6786619,1.79325,-2.363369
250,-0.8690950999999999,-0.4554676,0.20082903,-0.35871607,-0.24459681,-0.19079532
251,-1.6067684,0.67441845,1.383003,0.7398443,0.8942829999999999,-0.83177567
252,2.7465863,0.99699444,1.7631718999999997,0.69539964,-1.2306608,-2.2653883
253,-1.5139724,0.69290507,1.4114008,-0.1331619,0.5937207,-0.6463762
254,-1.9665809,-1.0375841,-0.49271566,0.27468026,-1.5340925,-1.4694511
255,-2.4862149,0.8885572,1.397665,0.5985203,1.4988581,-2.4335542
256,0.4809879,-0.44193292,0.27946073,-0.72511125,0.16635273,-0.043966684000000006
257,-1.9343796,0.5831130999999999,0.7705088999999999,0.36897373,0.55572885,-1.0524341
258,2.4615908,0.6216767,0.76150596,0.96753573,-0.75088096,-1.8937489
259,-2.81593,0.19054842,0.85595334,0.9303888,0.37534165,-3.110745
260,2.1466397999999995,0.022736333,0.53366435,-0.31336433,-0.006218575400000001,-1.2372341
261,0.33207205,1.3980521,1.8359549,0.3264165,-0.16378483,-0.02523928
262,1.4154555,-0.3067801,-0.090589404,-1.3559068,0.38708836,-0.5795865
263,0.38870576,-0.5703815999999999,-0.029815435,-0.5593595,0.1951814,-0.019131416
264,-0.14092033,-0.93480444,-0.24595737,-0.4974389,-0.13022517,-0.00023789665
265,0.0641191,0.6143930999999999,1.3254243,0.20930476,0.20775564,0.13165539999999998
266,-0.92588794,1.0085031,1.1922045,0.091738075,0.5855372,-0.21980244
267,1.5207541,-1.0773425,-0.10898948,-0.95128816,0.76813376,-0.61555517
268,-2.2570038,1.6490086,2.6178281,0.15166485,2.2061613,-1.7008586
269,0.026345294,-0.4459382000000001,0.37124884,0.27907705,0.0030886766,-0.00013454528999999995
270,1.1180601,0.95054215,1.9044771,0.12923717,-0.8413289,-0.30141595
271,2.0312736,-1.2445332,-0.85865945,-0.6890319,1.2942389,-1.2067056
272,-1.8880916,1.5126333,2.1655056,0.48685148,1.41171,-1.0074329
273,0.57709473,0.23693345,0.48336574,-0.8091898,-0.1857624,0.13749762
274,0.64187825,0.36379007,0.99209493,-0.103726365,-0.026996411,-0.042283565
275,-1.8896966,-1.1819363,-0.598772,0.5317875,-1.928846,-1.4982427
276,-2.6430979,-0.88433117,-0.70410895,0.07197571,-1.1624117,-2.2526934
277,0.69969493,-0.059963625,0.39391297,-0.09366116,0.0033481433,-0.035452195
278,-2.7432866,-1.3468996000000002,-1.0245527,0.29714525,-1.7289752,-2.3230748
279,1.6083683000000002,0.36143374,0.82835734,-0.5704383000000001,-0.45202017,-0.8501697
280,-0.43532375,1.5400425,1.5398821000000005,0.14504075,-0.01415198,0.004087261
281,0.91378796,-1.218589,-0.3448099,-1.1195177,0.50738585,-0.2118616
282,1.9697592,-1.2673881,-0.9167819,-1.4842879999999998,1.3983084,-1.1794828000000002
283,-1.2607982,0.88354933,1.6284032,0.6771172,1.0085183000000002,-0.4045916
284,-2.589661,-0.053827222,0.61923414,0.33466017,-0.039625466,-2.0075037
285,0.71466684,-1.2052518,-1.123998,-0.79971194,0.4951524000000001,-0.12974149
286,1.5222868,0.9812805,1.4323959,0.096062064,-1.2924497,-0.73810357
287,1.1076787,-0.6574201,0.08657861,-1.0324652,0.56729394,-0.30430618
288,-0.9964647,0.6680469,1.4036802,-0.47032082,0.01732398,-0.025164211
289,2.1029756,-1.6475768,-1.4844677,-1.9294093,2.489898,-1.6469517
290,-0.6533920999999999,1.2438366,1.5916271,-0.05761832,0.7701736,-0.047496542
291,2.0043335,-0.6235864999999999,-0.21469927,-1.3326795,0.8078833000000001,-1.3209666000000002
292,1.8962908,-1.6884601,-1.5260905,-2.0878472,1.9208627,-1.1186162
293,-1.145138,-0.8696775999999999,-0.013289154,0.94583744,-0.8684748,-0.2991667
294,1.0012383,1.0289663,1.3181922,0.704231,-0.29253206,-0.20562974
295,-0.096639216,1.5109298,2.4784365000000004,-0.11934275,-0.3654503,0.08173648
296,1.9942391,-1.5678697,-0.94347316,-1.7106593999999995,1.3980294,-1.0792025
297,-2.0332744,-0.23081928,0.27250654,0.043797314,-0.20025587,-1.148359
298,0.44775948,0.40962458,0.9152645,-0.7741806999999999,-0.24202386,0.07418362
299,-2.133181,-0.8444729,0.13635772,0.7319815,-1.0338416,-1.4864502
300,2.1045557999999995,1.5064652,1.8733785,1.5694673,-1.2549063,-1.1438671
301,-1.7234076,-0.9970909,-0.6767493,0.09809601,-1.0625323999999998,-0.9113121
302,-1.6657006999999997,-0.24061039,0.74686986,0.45276177,-0.27063059999999994,-0.8917178
303,0.3444467,0.8341096,1.3257967,0.7840501999999999,0.14759967,0.091695756
304,3.190217,1.4920003000000002,2.1102645,2.132275,-2.300303,-3.4417078
305,-1.6325815,-0.79969823,-0.3995089000000001,0.31080902,-1.2996169,-1.0793045
306,2.0913854,-0.16613854,0.71420246,-0.7961355,0.26921582,-1.5588899
307,-2.360385,-1.2664461,-0.7311508000000001,0.21744096,-1.333273,-1.5863478000000002
308,3.0033195,1.356179,1.3683333,2.369339,-2.0498347,-3.091464
309,0.12084612,-0.1754082,0.05407825,-0.30561155,-0.04240503,0.09080795
310,1.1398537,-1.6599526000000002,-1.2812736,-0.8780929,0.50159425,-0.2541061
311,1.2356077,-1.6240028,-1.2069313999999998,-0.6107439,0.71292067,-0.3551638
312,-2.0996747000000004,1.1658191999999998,1.4693735,1.0399277,2.1330955,-2.0004404
313,2.3672752,-0.6704557,-0.67119056,-0.6536675999999999,0.86246645,-1.7696307
314,2.219552,-1.531173,-0.65707016,-1.965065,1.5829818000000002,-1.3971018999999998
315,2.5174556,-0.9494683,-0.26600188,-0.78679544,1.4010098,-2.195304
316,1.4770521,1.1239333,1.7004793000000002,0.494779,-0.88802505,-0.60806984
317,1.0327568,1.3835479,2.0720508,0.87222624,-0.4050609000000001,-0.2184785
318,-0.9179898,-1.710345,-0.71109676,-0.13403773,-1.5788102,-0.10741618
319,0.42744583,-1.2754344,-0.44999397,-0.88526005,0.01829582,-0.0059276912
320,2.4574924,-0.82219285,-0.4685205,-0.28990787,0.7894604000000001,-1.5532233
321,1.8148828,-0.7017258000000001,0.14038414,-0.9368125,0.6640865,-0.94054836
322,2.2853448,-1.456724,-1.0401957,-1.9081873,2.120949,-1.8546793
323,-1.7823628,1.400682,1.8108133,0.66500753,1.0138637,-0.80744535
324,2.3938308,-0.09076249,0.6751595,-0.7867046,0.18187824,-2.1549551
