,oz6_radian,oz4_radian,oz12_radian,oz1_radian,oz2_radian,oz17_radian,oz41_radian,(oz21+oz37),(oz9+oz18),(oz14+oz34),(oz11+oz26),(oz25+oz30),(oz18+oz24),(oz27+oz35),(oz8+oz25),(oz11+oz40),(oz3+oz39),(oz33+oz35),(oz35+oz49),(oz12+oz30),(oz7+oz18),(oz14+oz29),(oz10+oz12),(oz34+oz49),(oz29+oz30),(oz17+oz26),(oz16+oz34),(oz25+oz44),(oz30+oz33),(oz14+oz22),(oz3+oz31),(oz11+oz14),(oz30+oz46),(oz2+oz20),(oz10+oz15),(oz4+oz36),(oz18+oz43),(oz12+oz40),(oz25+oz28),(oz11+oz13),(oz36+oz45),(oz1+oz2),oz18_zscore,oz46_zscore,oz50_zscore,oz4_zscore,oz47_zscore,oz2_zscore,oz38_zscore,oz29_recip,oz16_recip,oz2_recip,oz15_recip,oz3_recip,oz17_recip,oz10_recip,oz24_mmnorm,oz16_mmnorm,oz2_mmnorm,oz31_mmnorm,oz35_mmnorm,oz1_mmnorm,oz19_mmnorm,oz1_negative,oz4_negative,oz40_negative,oz31_negative,oz20_negative,oz25_negative,oz21_negative,oz14_degree,oz3_degree,oz34_degree,oz30_degree,oz8_degree,oz1_degree,oz44_degree,oz15_sin,oz8_sin,oz23_sin,oz45_sin,oz28_sin,oz44_sin,oz2_sin,oz28_tanh,oz2_tanh,oz36_tanh,oz45_tanh,oz9_tanh,oz8_tanh,oz23_tanh,oz51
10,0.0027500251,-0.0065593417,-0.008456248,0.005059611,0.016424008,-0.013461477,-0.010859111,-1.1472446,1.7302628,1.3901843,0.091156945,-1.6719756,1.7349346,-0.4210636,-1.807591,-0.09740177,-0.37092087,1.7022271,-0.8893756,-1.6719292,1.4824926,0.7081746,-1.2616212,-1.4319098,-1.9866871,-1.005944,-0.16041386,-0.7539041,0.089526534,0.59144294,-0.8889181,1.8332549,-2.18147,1.1246281,-0.1591652,-1.0636635,0.41404852,-0.90772426,-0.20936677,-0.60542166,-0.6519026,1.2309207,0.5260133,-0.9945453,0.91392493,-0.37601066,0.52434826,0.9414972,-0.6864168,-1.2511493,-23.170454,1.0626695,1.6182572,-5.112567,-1.2965362,-1.2868125,0.8529289,0.4925592,0.79086465,0.30368114,0.623864,0.5745914,0.13476184,-0.28989437,0.3758226,0.42321694,0.69332165,-0.18360174,0.48455364,1.3747127,86.36993,-11.206851,-6.7182426,-68.03426,-75.80445,16.609724,-15.432644,0.5793645,-0.9694644,-0.9368284,0.035930607,0.2717268,-0.26610538,0.808163,0.2684446,0.7356934,-0.5965932,0.03592288,0.83502585,-0.86753726,-0.8377114,-1.8688195
11,0.019469395,0.009108772,0.007642599,-0.02158139,-0.021010038,0.015231329,0.0119707035,1.1534758,2.3518288,1.6499938,2.009049,0.39346153,0.1295116,-2.3202548,-0.32337046,0.10336816,-1.8439504,-1.3373959,-0.5887751,0.61929536,1.7880373,1.872105,0.56308347,0.64649695,0.9400044,2.0972202,2.1718326,-0.67683977,-0.45720375,-0.0022022724,-0.45552063,1.8980267,-0.88681954,-1.3617783,0.8955655,1.6708214,1.2573466,-0.24326262,-1.0882057,1.2975817,0.5867181,-2.440309,1.2776438,-1.0687608,1.506176,0.5221553,0.5671325,-1.2043889,0.95137715,1.3182217,0.6114914,-0.8307121,1.2980763,-1.303156,1.1458812,7.987552,0.18919021,0.9870362,0.16940168,0.59247744,0.29715893,0.24319187,0.8167661,1.2365227,-0.52189416,0.6811513,-0.3118472,0.15799174,-0.21205483,-1.6862091,63.799263,-43.966938,30.73841,10.393837,-30.677608,-70.84753,-50.92991,0.69640136,-0.5102069,-0.36287192,-0.5330566,-0.9636278,-0.77637553,-0.93340445,-0.8617902,-0.8348059,0.81739837,-0.5096147,0.79127175,-0.48951727,-0.35517025,0.29285067
12,-0.00097619987,-0.01459464,0.004139586,0.02808311,0.028285319,-0.0034468211,0.028019132,-2.397518,0.17204493,-1.031796,-1.2561408,-1.4332577,2.375893,0.5279058,0.73846495,-0.85942143,-1.2234659,-1.2534137,0.39923644,-1.1064335,0.10077149,-2.6347523,1.2016323,1.2520392,-2.8330867,0.047220677,1.0183132,0.07510964,-1.8577089,-1.328049,0.3359533,-2.6461296,-2.7335804,1.0548565,0.83297306,-1.8417935,2.5896225,0.87860924,-1.541697,-1.2719376,-0.012603462,3.2296731,1.0486777,-1.3906615,-0.9872931,-0.8366297,-0.068537205,1.6214404,-0.13835986,-0.6713787,1.1051807,0.6170442,-7.605813,20.79156,-5.063591,1.0368588,0.8863191,0.77183056,0.98778075,0.5855847,0.28537804,0.8609911,0.47619003,-1.6090437,0.83621126,-0.6414284,-0.28785685,0.5657729,0.08964335,1.0139046,-65.61969,2.755723,6.5021396,-76.98343,47.44711,92.19141,9.439651,-0.13109991,0.7366534,-0.8278808,0.8376567,-0.99295837,0.16400868,0.9987586,-0.8960982,0.92471546,-0.7639286,0.7586296,-0.7044643,0.679459,-0.75103235,0.57719624
13,-0.0040935474,-0.006931135,0.009904336,-0.028745692,-0.025765771,0.012137661,-0.03014781,-0.33288366,-0.34072232,-1.0703564,0.59858227,0.3478855,1.8798405,-0.5802059,1.0665011,0.47597826,-1.3471962,-1.0506145,-0.8666185,1.1919489,-0.6219071,-0.8563179,0.31261507,-1.9672565,-0.7127408,-0.411484,-0.13821208,-0.5284678,0.024471045,-0.6300882,-1.2113595,2.186398,-0.07354933,-3.0231075,-1.6474322,-1.7120545,-0.37880266,-0.66204804,-1.3588115,2.7727146,-2.5768275,-3.1232767,0.58735645,-0.69837075,1.1413206,-0.39732352,-0.25253963,-1.4770087,0.026123751,-0.7478241,0.7076944,-0.6773829,-0.71809644,-0.93609506,1.4379454,-3.923698,0.87647223,0.92154604,0.090449154,0.46176833,0.36928922,0.15407187,0.5034748,1.6470069,0.3971248,1.2295247,0.14309186,1.5468376,0.27658665,-0.58627754,27.553257,-61.207222,-88.88016,35.779617,76.953255,-94.36654,-14.431726,-0.98415977,0.97418624,0.64085174,-0.952669,-0.88300425,-0.2492262,-0.99553573,-0.7940227,-0.9007668,-0.8655175,-0.85158646,-0.72955954,0.8724119,0.60157216,-0.21487185
14,-0.014726221,0.0084233135,-0.024961198,0.0137358345,0.0068002017,-0.018511927,0.0075540887,1.3859533,0.25870574,-1.0030773,-0.5138061,1.9763037,0.85852814,0.63914233,-0.1819514,-1.9817369,1.2295525,-0.120978594,2.3231633,0.045347095,-0.2892697,-0.58015585,-2.3872657,2.290164,2.6001673,-0.4920839,0.18075007,0.34807467,0.6198129,-1.5607635,1.0810417,-2.7871823,2.6030467,-0.38479817,0.37416178,1.8405105,1.1248822,-2.3295307,1.1559045,-0.13598865,-0.22830415,1.1766282,0.98202264,1.1280925,-0.059456706,0.48286182,-1.664594,0.38981783,1.2663879,0.88916636,-1.9194688,2.5665846,0.7511702,0.7009503,-0.94281346,-1.044829,0.47772926,0.35179666,0.63109463,0.40358746,0.71380395,0.68251884,0.015164673,-0.78700536,-0.48262033,0.8993595,0.345593,0.77442104,-0.50078535,-1.576595,-97.678116,81.74014,40.206024,84.54097,-39.11793,45.092083,-8.749676,0.97144717,-0.6309187,0.60598934,-0.99988145,0.6092537,-0.1521178,0.37983957,0.575106,0.37103504,0.8759028,-0.9195638,-0.6186566,-0.59329575,0.5723488,-1.0004311
15,-0.009810707,0.00023364609,0.00073812454,0.00027213935,0.00095453317,-0.03068336,-0.016220758,1.338195,-0.24137048,0.3268969,2.8478532,0.17921865,0.6726714,-0.0738495,-0.49932325,3.1026616,-0.35375863,-0.7047654,0.7814521,-0.4851595,-1.3740222,0.20760876,0.07603136,-0.6309359,-1.3742192,-0.35520506,-1.8508333,1.0169363,-1.9171243,-0.569466,1.3166944,2.4994082,-1.9555693,-1.2515192,1.4169009,-1.035978,-0.10815266,1.6999216,-0.345299,0.50715005,-0.28321695,0.07028316,-0.46110332,-1.4288329,1.5132041,0.013393634,-1.6486143,0.05471809,-0.52470183,-1.1809608,-0.8901919,18.284637,0.72298163,-5.485802,-0.56881946,29.638472,0.8316254,0.17434049,0.5340475,0.9335549,0.69932425,0.51503783,0.13874182,-0.015592436,-0.013386935,-1.6576302,-1.4989831,1.3062099,-0.70666957,-0.0076425397,60.411346,-10.444375,-41.681534,-30.22071,-69.0983,0.89338076,17.77697,0.98244804,-0.93419385,0.9826099,0.6933647,-0.86840105,0.30531257,0.05466346,-0.78257054,0.054636262,-0.78155935,0.644684,0.21604358,-0.8354734,0.9422301,0.05908726
16,0.030380055,0.017543698,-0.012265233,0.0021306376,-0.008400302,-0.029505977,0.0074243634,0.40407354,0.3987236,0.14688453,-2.0158117,0.91400313,0.98656684,1.1519719,2.1135209,-1.554112,-0.07638845,1.1192701,-0.36718535,-1.1566358,1.3104179,-0.10639924,-1.7518835,-0.6501688,-0.23090854,-3.3777547,1.1713945,0.6982223,-0.09386772,0.5172334,1.877358,-0.6580055,0.24746239,-0.12786287,-0.6869162,2.062706,-0.66175604,-1.9282329,-0.19075525,0.67524916,2.5863943,-0.35922533,-0.3586506,0.70170295,-1.373057,1.0056828,-1.5484359,-0.4815427,-0.029212713,4.484686,1.4385806,-2.0776982,2.760744,2.4369574,-0.5915172,-0.95316404,0.8911909,0.7100543,0.37874275,0.9243686,0.720931,0.53815657,0.6235515,-0.12207655,-1.0051799,1.2254868,-1.4670101,-0.353439,-1.3678927,0.737858,-18.8721,23.511194,27.287964,-26.005957,42.72134,6.9944706,-38.36929,0.35435215,0.6784334,-0.12544309,0.9991211,-0.9999262,-0.62072766,-0.46293354,-0.9152011,-0.44728565,0.7847152,0.9102307,0.6394217,0.63253343,-0.12511538,0.9788948
17,0.0025772448,-0.026383478,0.026608568,-0.0026395053,-0.007829972,-0.013151362,-0.027326014,-1.1185403,-1.8034902,0.5701051,0.08695114,0.4944882,-0.42866945,-0.098216176,-0.9516282,-1.3348284,0.599262,-2.0109506,-0.89152634,1.8175782,-1.8106908,2.451342,2.4624977,0.038638473,1.7125804,0.36250246,1.126061,-1.016555,-0.32608998,1.6849447,-1.8018587,0.0027124882,1.7447526,-0.9231848,1.2773198,-0.5483632,-2.8059185,1.2187991,-0.04394658,-0.70044994,2.1477761,-0.59985685,-1.4714715,1.4524596,-1.2739341,-1.5124184,-0.71113324,-0.4488488,0.6066315,0.70444316,0.62982714,-2.2290363,2.946543,-0.93527806,-1.3271092,1.0661675,0.8058615,0.97301096,0.38821113,0.29237938,0.09572494,0.4788186,0.6412775,0.15123251,1.511662,0.30575955,0.7326579,0.47456047,-0.20146868,0.987176,59.11671,-61.26069,-26.452099,16.788782,-66.06758,-8.664984,-69.78761,0.33290324,-0.9140246,-0.9137133,0.9263022,-0.24295916,-0.9384183,-0.43372643,-0.24060412,-0.42076755,0.7457447,0.82885814,-0.32099366,-0.81877744,-0.81852454,0.65187615
18,-0.019773949,0.001986449,-0.015472579,0.024288982,0.019239428,-0.00660406,-0.005685624,-1.5683057,1.6209742,-0.11641204,2.4677958,-2.1914344,-1.3162357,2.1697857,-2.1910672,1.9644313,0.8415056,-0.15174508,0.6523649,-1.9071164,-1.1449698,1.639504,-0.9569576,-2.3138,-0.8092542,0.7561143,-2.2265387,-0.64059937,-2.5939457,1.4854698,0.8065796,2.7614517,-1.530535,-0.46956837,1.6556209,-1.5154902,-0.49263555,-0.2553789,-1.7196472,2.184268,-1.0202452,2.4939942,0.07229075,-0.5101872,-0.18197577,0.113872096,1.558419,1.1028895,-0.7465747,4.7315164,-1.4663373,0.9071628,0.57935244,1.6787201,-2.6428125,-14.195658,0.12131542,0.30436885,0.837605,0.5634706,0.91344035,0.81379426,0.7812035,-1.3916562,-0.11381514,-0.63113457,-0.21088767,1.5719063,1.1708316,-0.04187998,81.82726,34.13063,-88.49718,-58.47624,-58.4552,79.73602,30.380066,0.98797,-0.8522314,0.95270413,0.5720969,-0.52167714,0.50573367,0.8922654,-0.49963206,0.80133724,-0.92596257,0.5434652,0.913574,-0.76996255,0.85161823,0.019702787
19,0.0041956427,0.029318416,0.00028354197,0.009212616,0.0062343655,0.010297956,-0.020521214,-0.5883914,0.83144206,3.2626476,-2.9776947,1.0625639,-1.8523195,0.305099,1.0911906,-2.2351027,0.9622281,1.2520497,0.39817634,1.4503846,-2.0512884,1.9024783,1.7259691,1.8099743,1.836871,-0.8545081,3.1481757,1.0721451,2.3350854,2.96165,2.867856,-0.033411026,0.23652065,1.5098965,3.031143,2.1685443,-0.08756149,-0.6856997,1.2848064,-1.458981,0.48731738,0.88504684,-0.45685998,-1.1982175,-0.20452657,1.680662,0.083288856,0.35738155,-0.4749671,2.48304,0.7218786,2.7995298,0.7567619,0.6173539,1.6948308,0.58488995,0.119288236,0.9133667,0.6217009,0.86145604,0.6023052,0.62625253,0.6205408,-0.527844,-1.6798215,0.7019455,-1.2480397,-1.1526937,0.37157503,-0.4983885,85.92912,92.80864,101.0068,82.170105,83.81029,30.243233,82.71906,0.96906644,0.99417037,-0.95658636,-0.0014055113,0.99633986,0.9919367,0.349655,0.92972815,0.34274787,0.4532022,-0.0014055108,0.8586212,0.8981884,-0.8551618,-0.3014686
20,0.006969838,0.0014704361,0.01606077,-0.02228967,-0.008901663,0.007914086,0.02413002,-2.1889806,-1.8495688,0.43918926,0.9503337,-0.5137937,-0.38247916,0.8152439,1.5458914,-1.6875161,-0.6434761,1.6478974,-0.05875483,0.39921677,-1.690299,-0.72172874,0.31286627,0.92385143,-0.6261937,1.5889965,0.62622976,-1.6535406,1.0537841,-1.2908866,1.2355702,-0.8017517,1.1310267,-2.2113261,0.4138583,0.9950206,0.86910015,-0.5820827,1.3633168,1.4810294,2.0809255,-1.7871318,-0.787439,1.652851,-0.70852864,0.08429194,1.363817,-0.51028293,-0.16235821,-9.506056,-2.3283315,-1.9606777,0.979234,1.8474929,2.2053454,-1.6465023,0.6263148,0.3787477,0.37041938,0.70235926,0.5215091,0.23438126,0.104462504,1.277104,-0.08424979,1.502297,-0.69429606,1.7012985,-0.0072038784,1.4416744,-35.324715,31.012718,60.488403,-29.850962,88.16029,-73.17267,-95.15365,0.8527388,0.99948454,0.3610653,0.92081094,0.97704387,-0.9959574,-0.48820144,0.8754884,-0.4699668,0.721502,0.82432175,-0.7866279,0.91189957,0.35347554,-0.032757346
