,frequency_sin_abs,suction_side_displacement_thickness_zscore_abs,chord_length_sigmoid_exp,suction_side_displacement_thickness_tanh_exp,suction_side_displacement_thickness_sin_exp,frequency_sin_sin,suction_side_displacement_thickness_radian_sin,frequency_relu_sin,angle_of_attack_zscore_sin,chord_length_radian_radian,free_stream_velocity_ln_radian,frequency_sin_radian,chord_length_sin_radian,suction_side_displacement_thickness_zscore_radian,free_stream_velocity_ln_mmnorm,frequency_relu_mmnorm,chord_length_sigmoid_mmnorm,suction_side_displacement_thickness_tanh_mmnorm,chord_length_tanh_mmnorm,chord_length_radian_negative,frequency_ln_negative,suction_side_displacement_thickness_zscore_negative,free_stream_velocity_ln_negative,frequency_ln_adde,free_stream_velocity_ln_adde,angle_of_attack_relu_adde,chord_length_sigmoid_adde,angle_of_attack_degree_adde,frequency_ln_sigmoid,free_stream_velocity_ln_sigmoid,chord_length_sigmoid_sigmoid,suction_side_displacement_thickness_sin_sigmoid,angle_of_attack_degree_sigmoid,suction_side_displacement_thickness_tanh_square,chord_length_sin_square,angle_of_attack_zscore_square,frequency_ln_square,scaled_sound_pressure_level
10,0.997843,0.6448046,1.7782246,1.002667,1.002667,0.8403036,4.6484576e-05,0.997843,-0.9112887,9.284739e-05,0.074471384,0.017415646,0.005237775,-0.011253963,1.0,0.3939394,1.0,0.039049268,1.0,-0.0053197634,-8.987197,0.6448046,-4.2668962,11.705479,6.985178,2.7182817,3.2938972,2.7182817,0.99987495,0.9861688,0.6400579,0.50066584,0.5,7.093506e-06,0.090061456,1.3142397,80.76971,117.151
11,0.30561438,0.6448046,1.7782246,1.002667,1.002667,-0.30087915,4.6484576e-05,-0.30561438,-0.9112887,9.284739e-05,0.074471384,-0.0053339773,0.005237775,-0.011253963,1.0,0.4949495,1.0,0.039049268,1.0,-0.0053197634,-9.2103405,0.6448046,-4.2668962,11.928622,6.985178,2.7182817,3.2938972,2.7182817,0.9999,0.9861688,0.6400579,0.50066584,0.5,7.093506e-06,0.090061456,1.3142397,84.830376,115.391
12,0.38680893,0.6448046,1.7782246,1.002667,1.002667,0.37723503,4.6484576e-05,0.38680893,-0.9112887,9.284739e-05,0.074471384,0.0067510894,0.005237775,-0.011253963,1.0,0.6212121,1.0,0.039049268,1.0,-0.0053197634,-9.433484,0.6448046,-4.2668962,12.151766,6.985178,2.7182817,3.2938972,2.7182817,0.99992,0.9861688,0.6400579,0.50066584,0.5,7.093506e-06,0.090061456,1.3142397,88.99062,112.241
13,0.13100706,0.6448046,1.7782246,1.002667,1.002667,0.13063264,4.6484576e-05,0.13100706,-0.9112887,9.284739e-05,0.074471384,0.0022865045,0.005237775,-0.011253963,1.0,0.7979798,1.0,0.039049268,1.0,-0.0053197634,-9.680344,0.6448046,-4.2668962,12.398625,6.985178,2.7182817,3.2938972,2.7182817,0.99993753,0.9861688,0.6400579,0.50066584,0.5,7.093506e-06,0.090061456,1.3142397,93.70905,108.721
14,0.4677718,0.6320675,1.7782246,1.0028348,1.0028348,-0.45089856,4.9406954e-05,-0.4677718,-0.9112887,9.284739e-05,0.07009911,-0.008164158,0.005237775,-0.011031659,0.69094574,0.015151516,1.0,0.041938916,1.0,-0.0053197634,-6.214608,0.6320675,-4.016383,8.93289,6.734665,2.7182817,3.2938972,2.7182817,0.998004,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,38.621353,126.416
15,0.993882,0.6320675,1.7782246,1.0028348,1.0028348,0.83814967,4.9406954e-05,0.993882,-0.9112887,9.284739e-05,0.07009911,0.017346513,0.005237775,-0.011031659,0.69094574,0.021717172,1.0,0.041938916,1.0,-0.0053197634,-6.4457197,0.6320675,-4.016383,9.164001,6.734665,2.7182817,3.2938972,2.7182817,0.99841523,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,41.547302,127.696
16,0.89396966,0.6320675,1.7782246,1.0028348,1.0028348,0.77956414,4.9406954e-05,0.89396966,-0.9112887,9.284739e-05,0.07009911,0.015602713,0.005237775,-0.011031659,0.69094574,0.030303031,1.0,0.041938916,1.0,-0.0053197634,-6.684612,0.6320675,-4.016383,9.402893,6.734665,2.7182817,3.2938972,2.7182817,0.9987515,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,44.684036,128.086
17,0.82687956,0.6320675,1.7782246,1.0028348,1.0028348,0.7358219,4.9406954e-05,0.82687956,-0.9112887,9.284739e-05,0.07009911,0.014431771,0.005237775,-0.011031659,0.69094574,0.04040404,1.0,0.041938916,1.0,-0.0053197634,-6.9077554,0.6320675,-4.016383,9.626038,6.734665,2.7182817,3.2938972,2.7182817,0.99900097,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,47.717083,126.966
18,0.34653634,0.6320675,1.7782246,1.0028348,1.0028348,-0.33964208,4.9406954e-05,-0.34653634,-0.9112887,9.284739e-05,0.07009911,-0.0060482,0.005237775,-0.011031659,0.69094574,0.053030305,1.0,0.041938916,1.0,-0.0053197634,-7.130899,0.6320675,-4.016383,9.84918,6.734665,2.7182817,3.2938972,2.7182817,0.99920064,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,50.84972,126.086
19,0.80122477,0.6320675,1.7782246,1.0028348,1.0028348,-0.71820885,4.9406954e-05,-0.80122477,-0.9112887,9.284739e-05,0.07009911,-0.013984011,0.005237775,-0.011031659,0.69094574,0.07070707,1.0,0.041938916,1.0,-0.0053197634,-7.377759,0.6320675,-4.016383,10.096041,6.734665,2.7182817,3.2938972,2.7182817,0.9993754,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,54.431328,126.986
20,0.9300395,0.6320675,1.7782246,1.0028348,1.0028348,0.80164355,4.9406954e-05,0.9300395,-0.9112887,9.284739e-05,0.07009911,0.016232252,0.005237775,-0.011031659,0.69094574,0.09090909,1.0,0.041938916,1.0,-0.0053197634,-7.6009026,0.6320675,-4.016383,10.319184,6.734665,2.7182817,3.2938972,2.7182817,0.9995003,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,57.77372,126.616
21,0.65012753,0.6320675,1.7782246,1.0028348,1.0028348,-0.6052879,4.9406954e-05,-0.65012753,-0.9112887,9.284739e-05,0.07009911,-0.011346865,0.005237775,-0.011031659,0.69094574,0.116161615,1.0,0.041938916,1.0,-0.0053197634,-7.824046,0.6320675,-4.016383,10.542328,6.734665,2.7182817,3.2938972,2.7182817,0.99960023,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,61.2157,124.106
22,0.850761,0.6320675,1.7782246,1.0028348,1.0028348,0.7517824,4.9406954e-05,0.850761,-0.9112887,9.284739e-05,0.07009911,0.014848581,0.005237775,-0.011031659,0.69094574,0.1489899,1.0,0.041938916,1.0,-0.0053197634,-8.055158,0.6320675,-4.016383,10.773439,6.734665,2.7182817,3.2938972,2.7182817,0.99968266,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,64.88557,123.236
23,0.6835038,0.6320675,1.7782246,1.0028348,1.0028348,-0.6315136,4.9406954e-05,-0.6835038,-0.9112887,9.284739e-05,0.07009911,-0.011929392,0.005237775,-0.011031659,0.69094574,0.1919192,1.0,0.041938916,1.0,-0.0053197634,-8.294049,0.6320675,-4.016383,11.012331,6.734665,2.7182817,3.2938972,2.7182817,0.9997501,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,68.79125,121.106
24,0.9879664,0.6320675,1.7782246,1.0028348,1.0028348,-0.8349084,4.9406954e-05,-0.9879664,-0.9112887,9.284739e-05,0.07009911,-0.017243266,0.005237775,-0.011031659,0.69094574,0.24242425,1.0,0.041938916,1.0,-0.0053197634,-8.517193,0.6320675,-4.016383,11.235475,6.734665,2.7182817,3.2938972,2.7182817,0.9998,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,72.54257,119.606
25,0.89423966,0.6320675,1.7782246,1.0028348,1.0028348,-0.77973324,4.9406954e-05,-0.89423966,-0.9112887,9.284739e-05,0.07009911,-0.015607426,0.005237775,-0.011031659,0.69094574,0.30808082,1.0,0.041938916,1.0,-0.0053197634,-8.748305,0.6320675,-4.016383,11.466587,6.734665,2.7182817,3.2938972,2.7182817,0.9998412,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,76.532845,117.976
26,0.997843,0.6320675,1.7782246,1.0028348,1.0028348,0.8403036,4.9406954e-05,0.997843,-0.9112887,9.284739e-05,0.07009911,0.017415646,0.005237775,-0.011031659,0.69094574,0.3939394,1.0,0.041938916,1.0,-0.0053197634,-8.987197,0.6320675,-4.016383,11.705479,6.734665,2.7182817,3.2938972,2.7182817,0.99987495,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,80.76971,116.476
27,0.30561438,0.6320675,1.7782246,1.0028348,1.0028348,-0.30087915,4.9406954e-05,-0.30561438,-0.9112887,9.284739e-05,0.07009911,-0.0053339773,0.005237775,-0.011031659,0.69094574,0.4949495,1.0,0.041938916,1.0,-0.0053197634,-9.2103405,0.6320675,-4.016383,11.928622,6.734665,2.7182817,3.2938972,2.7182817,0.9999,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,84.830376,113.076
28,0.38680893,0.6320675,1.7782246,1.0028348,1.0028348,0.37723503,4.9406954e-05,0.38680893,-0.9112887,9.284739e-05,0.07009911,0.0067510894,0.005237775,-0.011031659,0.69094574,0.6212121,1.0,0.041938916,1.0,-0.0053197634,-9.433484,0.6320675,-4.016383,12.151766,6.734665,2.7182817,3.2938972,2.7182817,0.99992,0.9823009,0.6400579,0.5007077,0.5,8.013441e-06,0.090061456,1.3142397,88.99062,111.076
29,0.8732973,0.61148536,1.7782246,1.0031062,1.0031062,-0.76645094,5.4129294e-05,-0.8732973,-0.9112887,9.284739e-05,0.06420768,-0.015241913,0.005237775,-0.010672432,0.27451035,0.0,1.0,0.046608366,1.0,-0.0053197634,-5.2983174,0.61148536,-3.6788292,8.0166,6.397111,2.7182817,3.2938972,2.7182817,0.99502486,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,28.072168,118.129
30,0.970528,0.61148536,1.7782246,1.0031062,1.0031062,-0.8251841,5.4129294e-05,-0.970528,-0.9112887,9.284739e-05,0.06420768,-0.01693891,0.005237775,-0.010672432,0.27451035,0.0025252525,1.0,0.046608366,1.0,-0.0053197634,-5.521461,0.61148536,-3.6788292,8.239742,6.397111,2.7182817,3.2938972,2.7182817,0.99601597,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,30.486532,119.319
31,0.7451333,0.61148536,1.7782246,1.0031062,1.0031062,0.6780698,5.4129294e-05,0.7451333,-0.9112887,9.284739e-05,0.06420768,0.013005029,0.005237775,-0.010672432,0.27451035,0.005808081,1.0,0.046608366,1.0,-0.0053197634,-5.7525725,0.61148536,-3.6788292,8.470854,6.397111,2.7182817,3.2938972,2.7182817,0.9968354,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,33.09209,122.779
32,0.85091937,0.61148536,1.7782246,1.0031062,1.0031062,-0.75188684,5.4129294e-05,-0.85091937,-0.9112887,9.284739e-05,0.06420768,-0.014851345,0.005237775,-0.010672432,0.27451035,0.01010101,1.0,0.046608366,1.0,-0.0053197634,-5.9914646,0.61148536,-3.6788292,8.709746,6.397111,2.7182817,3.2938972,2.7182817,0.9975062,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,35.897648,124.809
33,0.4677718,0.61148536,1.7782246,1.0031062,1.0031062,-0.45089856,5.4129294e-05,-0.4677718,-0.9112887,9.284739e-05,0.06420768,-0.008164158,0.005237775,-0.010672432,0.27451035,0.015151516,1.0,0.046608366,1.0,-0.0053197634,-6.214608,0.61148536,-3.6788292,8.93289,6.397111,2.7182817,3.2938972,2.7182817,0.998004,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,38.621353,126.959
34,0.993882,0.61148536,1.7782246,1.0031062,1.0031062,0.83814967,5.4129294e-05,0.993882,-0.9112887,9.284739e-05,0.06420768,0.017346513,0.005237775,-0.010672432,0.27451035,0.021717172,1.0,0.046608366,1.0,-0.0053197634,-6.4457197,0.61148536,-3.6788292,9.164001,6.397111,2.7182817,3.2938972,2.7182817,0.99841523,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,41.547302,128.629
35,0.89396966,0.61148536,1.7782246,1.0031062,1.0031062,0.77956414,5.4129294e-05,0.89396966,-0.9112887,9.284739e-05,0.06420768,0.015602713,0.005237775,-0.010672432,0.27451035,0.030303031,1.0,0.046608366,1.0,-0.0053197634,-6.684612,0.61148536,-3.6788292,9.402893,6.397111,2.7182817,3.2938972,2.7182817,0.9987515,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,44.684036,129.099
36,0.82687956,0.61148536,1.7782246,1.0031062,1.0031062,0.7358219,5.4129294e-05,0.82687956,-0.9112887,9.284739e-05,0.06420768,0.014431771,0.005237775,-0.010672432,0.27451035,0.04040404,1.0,0.046608366,1.0,-0.0053197634,-6.9077554,0.61148536,-3.6788292,9.626038,6.397111,2.7182817,3.2938972,2.7182817,0.99900097,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,47.717083,127.899
37,0.34653634,0.61148536,1.7782246,1.0031062,1.0031062,-0.33964208,5.4129294e-05,-0.34653634,-0.9112887,9.284739e-05,0.06420768,-0.0060482,0.005237775,-0.010672432,0.27451035,0.053030305,1.0,0.046608366,1.0,-0.0053197634,-7.130899,0.61148536,-3.6788292,9.84918,6.397111,2.7182817,3.2938972,2.7182817,0.99920064,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,50.84972,125.499
38,0.80122477,0.61148536,1.7782246,1.0031062,1.0031062,-0.71820885,5.4129294e-05,-0.80122477,-0.9112887,9.284739e-05,0.06420768,-0.013984011,0.005237775,-0.010672432,0.27451035,0.07070707,1.0,0.046608366,1.0,-0.0053197634,-7.377759,0.61148536,-3.6788292,10.096041,6.397111,2.7182817,3.2938972,2.7182817,0.9993754,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,54.431328,124.049
39,0.9300395,0.61148536,1.7782246,1.0031062,1.0031062,0.80164355,5.4129294e-05,0.9300395,-0.9112887,9.284739e-05,0.06420768,0.016232252,0.005237775,-0.010672432,0.27451035,0.09090909,1.0,0.046608366,1.0,-0.0053197634,-7.6009026,0.61148536,-3.6788292,10.319184,6.397111,2.7182817,3.2938972,2.7182817,0.9995003,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,57.77372,123.689
40,0.65012753,0.61148536,1.7782246,1.0031062,1.0031062,-0.6052879,5.4129294e-05,-0.65012753,-0.9112887,9.284739e-05,0.06420768,-0.011346865,0.005237775,-0.010672432,0.27451035,0.116161615,1.0,0.046608366,1.0,-0.0053197634,-7.824046,0.61148536,-3.6788292,10.542328,6.397111,2.7182817,3.2938972,2.7182817,0.99960023,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,61.2157,121.399
41,0.850761,0.61148536,1.7782246,1.0031062,1.0031062,0.7517824,5.4129294e-05,0.850761,-0.9112887,9.284739e-05,0.06420768,0.014848581,0.005237775,-0.010672432,0.27451035,0.1489899,1.0,0.046608366,1.0,-0.0053197634,-8.055158,0.61148536,-3.6788292,10.773439,6.397111,2.7182817,3.2938972,2.7182817,0.99968266,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,64.88557,120.319
42,0.6835038,0.61148536,1.7782246,1.0031062,1.0031062,-0.6315136,5.4129294e-05,-0.6835038,-0.9112887,9.284739e-05,0.06420768,-0.011929392,0.005237775,-0.010672432,0.27451035,0.1919192,1.0,0.046608366,1.0,-0.0053197634,-8.294049,0.61148536,-3.6788292,11.012331,6.397111,2.7182817,3.2938972,2.7182817,0.9997501,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,68.79125,119.229
43,0.9879664,0.61148536,1.7782246,1.0031062,1.0031062,-0.8349084,5.4129294e-05,-0.9879664,-0.9112887,9.284739e-05,0.06420768,-0.017243266,0.005237775,-0.010672432,0.27451035,0.24242425,1.0,0.046608366,1.0,-0.0053197634,-8.517193,0.61148536,-3.6788292,11.235475,6.397111,2.7182817,3.2938972,2.7182817,0.9998,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,72.54257,117.789
44,0.89423966,0.61148536,1.7782246,1.0031062,1.0031062,-0.77973324,5.4129294e-05,-0.89423966,-0.9112887,9.284739e-05,0.06420768,-0.015607426,0.005237775,-0.010672432,0.27451035,0.30808082,1.0,0.046608366,1.0,-0.0053197634,-8.748305,0.61148536,-3.6788292,11.466587,6.397111,2.7182817,3.2938972,2.7182817,0.9998412,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,76.532845,116.229
45,0.997843,0.61148536,1.7782246,1.0031062,1.0031062,0.8403036,5.4129294e-05,0.997843,-0.9112887,9.284739e-05,0.06420768,0.017415646,0.005237775,-0.010672432,0.27451035,0.3939394,1.0,0.046608366,1.0,-0.0053197634,-8.987197,0.61148536,-3.6788292,11.705479,6.397111,2.7182817,3.2938972,2.7182817,0.99987495,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,80.76971,114.779
46,0.30561438,0.61148536,1.7782246,1.0031062,1.0031062,-0.30087915,5.4129294e-05,-0.30561438,-0.9112887,9.284739e-05,0.06420768,-0.0053339773,0.005237775,-0.010672432,0.27451035,0.4949495,1.0,0.046608366,1.0,-0.0053197634,-9.2103405,0.61148536,-3.6788292,11.928622,6.397111,2.7182817,3.2938972,2.7182817,0.9999,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,84.830376,112.139
47,0.38680893,0.61148536,1.7782246,1.0031062,1.0031062,0.37723503,5.4129294e-05,0.38680893,-0.9112887,9.284739e-05,0.06420768,0.0067510894,0.005237775,-0.010672432,0.27451035,0.6212121,1.0,0.046608366,1.0,-0.0053197634,-9.433484,0.61148536,-3.6788292,12.151766,6.397111,2.7182817,3.2938972,2.7182817,0.99992,0.9753694,0.6400579,0.50077534,0.5,9.618496e-06,0.090061456,1.3142397,88.99062,109.619
48,0.8732973,0.5954134,1.7782246,1.0033182,1.0033182,-0.76645094,5.7816822e-05,-0.8732973,-0.9112887,9.284739e-05,0.060324106,-0.015241913,0.005237775,-0.010391924,0.0,0.0,1.0,0.050254587,1.0,-0.0053197634,-5.2983174,0.5954134,-3.4563167,8.0166,6.1745987,2.7182817,3.2938972,2.7182817,0.99502486,0.96941894,0.6400579,0.50082815,0.5,1.0973636e-05,0.090061456,1.3142397,28.072168,117.195
49,0.970528,0.5954134,1.7782246,1.0033182,1.0033182,-0.8251841,5.7816822e-05,-0.970528,-0.9112887,9.284739e-05,0.060324106,-0.01693891,0.005237775,-0.010391924,0.0,0.0025252525,1.0,0.050254587,1.0,-0.0053197634,-5.521461,0.5954134,-3.4563167,8.239742,6.1745987,2.7182817,3.2938972,2.7182817,0.99601597,0.96941894,0.6400579,0.50082815,0.5,1.0973636e-05,0.090061456,1.3142397,30.486532,118.595
50,0.7451333,0.5954134,1.7782246,1.0033182,1.0033182,0.6780698,5.7816822e-05,0.7451333,-0.9112887,9.284739e-05,0.060324106,0.013005029,0.005237775,-0.010391924,0.0,0.005808081,1.0,0.050254587,1.0,-0.0053197634,-5.7525725,0.5954134,-3.4563167,8.470854,6.1745987,2.7182817,3.2938972,2.7182817,0.9968354,0.96941894,0.6400579,0.50082815,0.5,1.0973636e-05,0.090061456,1.3142397,33.09209,122.765
51,0.85091937,0.5954134,1.7782246,1.0033182,1.0033182,-0.75188684,5.7816822e-05,-0.85091937,-0.9112887,9.284739e-05,0.060324106,-0.014851345,0.005237775,-0.010391924,0.0,0.01010101,1.0,0.050254587,1.0,-0.0053197634,-5.9914646,0.5954134,-3.4563167,8.709746,6.1745987,2.7182817,3.2938972,2.7182817,0.9975062,0.96941894,0.6400579,0.50082815,0.5,1.0973636e-05,0.090061456,1.3142397,35.897648,125.045
52,0.4677718,0.5954134,1.7782246,1.0033182,1.0033182,-0.45089856,5.7816822e-05,-0.4677718,-0.9112887,9.284739e-05,0.060324106,-0.008164158,0.005237775,-0.010391924,0.0,0.015151516,1.0,0.050254587,1.0,-0.0053197634,-6.214608,0.5954134,-3.4563167,8.93289,6.1745987,2.7182817,3.2938972,2.7182817,0.998004,0.96941894,0.6400579,0.50082815,0.5,1.0973636e-05,0.090061456,1.3142397,38.621353,127.315
53,0.993882,0.5954134,1.7782246,1.0033182,1.0033182,0.83814967,5.7816822e-05,0.993882,-0.9112887,9.284739e-05,0.060324106,0.017346513,0.005237775,-0.010391924,0.0,0.021717172,1.0,0.050254587,1.0,-0.0053197634,-6.4457197,0.5954134,-3.4563167,9.164001,6.1745987,2.7182817,3.2938972,2.7182817,0.99841523,0.96941894,0.6400579,0.50082815,0.5,1.0973636e-05,0.090061456,1.3142397,41.547302,129.095
54,0.89396966,0.5954134,1.7782246,1.0033182,1.0033182,0.77956414,5.7816822e-05,0.89396966,-0.9112887,9.284739e-05,0.060324106,0.015602713,0.005237775,-0.010391924,0.0,0.030303031,1.0,0.050254587,1.0,-0.0053197634,-6.684612,0.5954134,-3.4563167,9.402893,6.1745987,2.7182817,3.2938972,2.7182817,0.9987515,0.96941894,0.6400579,0.50082815,0.5,1.0973636e-05,0.090061456,1.3142397,44.684036,129.235
