,chord_length_radian_radian_exp,chord_length_sin_radian_exp,suction_side_displacement_thickness_sin_sigmoid_exp,frequency_sin_radian_exp,(free_stream_velocity_ln_negative*frequency_ln_adde),(frequency_relu_mmnorm*suction_side_displacement_thickness_adde),(suction_side_displacement_thickness_sin_exp*chord_length_relu),(frequency_sin_radian*angle_of_attack_zscore),(chord_length_sin_radian*free_stream_velocity_ln_negative),(frequency_relu_sin*frequency_ln_sigmoid),(frequency_relu_sin*frequency_ln),(frequency_relu_mmnorm*free_stream_velocity_ln_negative),(chord_length_sin_radian*frequency_relu),(suction_side_displacement_thickness_radian_sin*free_stream_velocity_adde),(suction_side_displacement_thickness_tanh_mmnorm*frequency_sin),(frequency_relu_mmnorm*angle_of_attack_degree),(chord_length_radian_negative*frequency_degree),(frequency_ln_square*suction_side_displacement_thickness_sin),(frequency_sin_radian*suction_side_displacement_thickness_tanh_mmnorm),(angle_of_attack_zscore_square*suction_side_displacement_thickness_adde),(frequency_relu_sin*chord_length_sin_radian),(suction_side_displacement_thickness_sin_exp*suction_side_displacement_thickness_tanh_square),(frequency_sin_abs*free_stream_velocity_adde),(suction_side_displacement_thickness_tanh_exp*chord_length_sin_radian),(frequency_relu_sin+free_stream_velocity_ln_negative),(frequency_sin_abs+angle_of_attack_zscore_sin),(suction_side_displacement_thickness_zscore_abs+suction_side_displacement_thickness_zscore),(suction_side_displacement_thickness_zscore_radian+free_stream_velocity_ln_adde),(suction_side_displacement_thickness_sin_exp+suction_side_displacement_thickness_sin),(free_stream_velocity_ln_radian+free_stream_velocity_ln_sigmoid),(chord_length_sigmoid_mmnorm+frequency_ln_square),(chord_length_sin_square+suction_side_displacement_thickness_radian),(chord_length_sin_radian+suction_side_displacement_thickness),(frequency_ln_square+frequency_degree),(chord_length_radian_negative+frequency_sin),(suction_side_displacement_thickness_radian_sin+suction_side_displacement_thickness_radian),(suction_side_displacement_thickness_radian_sin+free_stream_velocity_ln_adde),(chord_length_radian_negative+chord_length_sigmoid_adde),(frequency_relu_mmnorm+suction_side_displacement_thickness_sin),(suction_side_displacement_thickness_zscore_negative+chord_length_sigmoid),(suction_side_displacement_thickness_zscore_radian+free_stream_velocity_adde),(suction_side_displacement_thickness_zscore_negative+angle_of_attack_zscore),(free_stream_velocity_ln_negative+angle_of_attack_degree_sigmoid),(frequency_relu_mmnorm+suction_side_displacement_thickness_adde),chord_length_tanh_mmnorm_radian,suction_side_displacement_thickness_tanh_square_radian,angle_of_attack_zscore_square_radian,frequency_ln_sigmoid_radian,suction_side_displacement_thickness_sin_sigmoid_radian,free_stream_velocity_ln_mmnorm_radian,angle_of_attack_degree_adde_zscore,suction_side_displacement_thickness_zscore_abs_zscore,frequency_relu_mmnorm_zscore,free_stream_velocity_ln_adde_zscore,chord_length_sin_square_zscore,suction_side_displacement_thickness_radian_sin_zscore,chord_length_sin_radian_zscore,free_stream_velocity_ln_negative_negative,chord_length_sin_radian_negative,frequency_relu_mmnorm_negative,chord_length_tanh_mmnorm_negative,frequency_ln_sigmoid_negative,suction_side_displacement_thickness_radian_sin_negative,suction_side_displacement_thickness_tanh_exp_negative,(frequency_sin_abs-suction_side_displacement_thickness_radian),(suction_side_displacement_thickness_sin_sigmoid-frequency_ln),(angle_of_attack_zscore_sin-chord_length_radian_negative),(angle_of_attack_degree_sigmoid-chord_length_adde),(free_stream_velocity_ln_mmnorm-chord_length_sigmoid_adde),(suction_side_displacement_thickness_tanh_square-chord_length_adde),(frequency_ln_sigmoid-frequency_degree),(frequency_ln_negative-chord_length_degree),(suction_side_displacement_thickness_zscore_negative-angle_of_attack),(angle_of_attack_degree_sigmoid-angle_of_attack_degree),(angle_of_attack_relu_adde-angle_of_attack),(free_stream_velocity_ln_negative-chord_length_sigmoid_sigmoid),(free_stream_velocity_ln_adde-chord_length_tanh),(chord_length_radian_negative-angle_of_attack_zscore),(chord_length_radian_radian-chord_length_tanh),(suction_side_displacement_thickness_tanh_mmnorm-suction_side_displacement_thickness_sigmoid),free_stream_velocity_ln_mmnorm_adde,chord_length_sigmoid_mmnorm_adde,frequency_sin_radian_adde,frequency_ln_adde_adde,suction_side_displacement_thickness_tanh_mmnorm_adde,free_stream_velocity_ln_radian_adde,scaled_sound_pressure_level
237,1.0000696,1.003963,1.6498444,1.0163647,-35.66637,0.24736413,0.2292235,-0.018608702,-0.013670296,0.9295748,7.06914,-0.31421062,7.910326,0.0016362203,0.03728729,0.0,-457.19998,0.15736388,0.00065078604,3.5760534,0.003678458,7.439285e-06,32.01036,0.0039659506,-2.526277,0.018750846,0.0,6.163425,1.0054513,1.0297431,58.503555,0.05140152,0.006678963,114649.33,0.9260497,9.5078554e-05,6.1746464,3.2711942,0.09363289,1.1971102,34.40711,-0.50619525,-2.9563167,2.8119144,0.012868918,1.2948685e-07,0.02293781,0.01744457,0.008738532,0.0,-1.146403,-0.19928338,-0.28125456,-1.3702881,0.828141,-0.64020777,0.9895782,3.4563167,-0.003955163,-0.09090909,-0.73733467,-0.9995003,-4.7539277e-05,-1.0027275,0.92999196,-7.1002216,-0.90729886,-2.4468818,-3.2751842,-2.9468744,-114590.555,-20.698717,0.6402077,0.5,2.7182817,-4.0920525,5.949899,1.1424131,-0.22462982,-0.4605888,2.7182817,3.4481187,2.734514,13.037466,2.758374,2.778606,123.455
238,1.0000696,1.003963,1.6498444,0.98871726,-36.437626,0.3160764,0.2292235,0.01300808,-0.013670296,-0.64986765,-5.086628,-0.40149134,9.887908,0.0016362203,-0.026065016,0.0,-571.49994,0.16673912,-0.00045492034,3.5760534,-0.0025713604,7.439285e-06,22.376272,0.0039659506,-4.1064444,-0.26116115,0.0,6.163425,1.0054513,1.0297431,61.945534,0.05140152,0.006678963,143300.66,-0.65411735,9.5078554e-05,6.1746464,3.2711942,0.11888541,1.1971102,34.40711,-0.50619525,-2.9563167,2.837167,0.012868918,1.2948685e-07,0.02293781,0.017446315,0.008738532,0.0,-1.146403,-0.19928338,-0.122601196,-1.3702881,0.828141,-0.64020777,0.9895782,3.4563167,-0.003955163,-0.116161615,-0.73733467,-0.99960023,-4.7539277e-05,-1.0027275,0.65007997,-7.323365,-0.90729886,-2.4468818,-3.2751842,-2.9468744,-143238.44,-20.92186,0.6402077,0.5,2.7182817,-4.0920525,5.949899,1.1424131,-0.22462982,-0.4605888,2.7182817,3.4481187,2.706935,13.26061,2.758374,2.778606,123.445
239,1.0000696,1.003963,1.6498444,1.0149593,-37.23642,0.40540233,0.2292235,-0.017022457,-0.013670296,0.85049105,6.853014,-0.5149563,12.458764,0.0016362203,0.034108844,0.0,-720.08997,0.1767351,0.00059531163,3.5760534,0.0033648985,7.439285e-06,29.28173,0.0039659506,-2.6055558,-0.060527682,0.0,6.163425,1.0054513,1.0297431,65.6154,0.05140152,0.006678963,180546.6,0.8467712,9.5078554e-05,6.1746464,3.2711942,0.1517137,1.1971102,34.40711,-0.50619525,-2.9563167,2.8699954,0.012868918,1.2948685e-07,0.02293781,0.017447755,0.008738532,0.0,-1.146403,-0.19928338,0.083648235,-1.3702881,0.828141,-0.64020777,0.9895782,3.4563167,-0.003955163,-0.1489899,-0.73733467,-0.99968266,-4.7539277e-05,-1.0027275,0.85071343,-7.5544767,-0.90729886,-2.4468818,-3.2751842,-2.9468744,-180480.7,-21.152973,0.6402077,0.5,2.7182817,-4.0920525,5.949899,1.1424131,-0.22462982,-0.4605888,2.7182817,3.4481187,2.7331302,13.491721,2.758374,2.778606,123.445
240,1.0000696,1.003963,1.6498444,0.9881415,-38.062103,0.52221316,0.2292235,0.01367589,-0.013670296,-0.683333,-5.6690145,-0.66333354,15.820652,0.0016362203,-0.027403144,0.0,-914.39996,0.18737338,-0.0004782751,3.5760534,-0.002703369,7.439285e-06,23.525026,0.0039659506,-4.1398206,-0.22778487,0.0,6.163425,1.0054513,1.0297431,69.52109,0.05140152,0.006678963,229251.9,-0.6874936,9.5078554e-05,6.1746464,3.2711942,0.19464299,1.1971102,34.40711,-0.50619525,-2.9563167,2.9129245,0.012868918,1.2948685e-07,0.02293781,0.01744893,0.008738532,0.0,-1.146403,-0.19928338,0.35335898,-1.3702881,0.828141,-0.64020777,0.9895782,3.4563167,-0.003955163,-0.1919192,-0.73733467,-0.9997501,-4.7539277e-05,-1.0027275,0.68345624,-7.7933683,-0.90729886,-2.4468818,-3.2751842,-2.9468744,-229182.11,-21.391865,0.6402077,0.5,2.7182817,-4.0920525,5.949899,1.1424131,-0.22462982,-0.4605888,2.7182817,3.4481187,2.7063525,13.730613,2.758374,2.778606,122.035
241,1.0000696,1.003963,1.6498444,0.98290455,-38.83336,0.6596377,0.2292235,0.019767731,-0.013670296,-0.9877688,-8.4147005,-0.837895,19.775816,0.0016362203,-0.039609708,0.0,-1142.9999,0.19759122,-0.00069131976,3.5760534,-0.0039075683,7.439285e-06,34.004105,0.0039659506,-4.444283,0.07667774,0.0,6.163425,1.0054513,1.0297431,73.27241,0.05140152,0.006678963,286551.4,-0.99195623,9.5078554e-05,6.1746464,3.2711942,0.24514805,1.1971102,34.40711,-0.50619525,-2.9563167,2.9634297,0.012868918,1.2948685e-07,0.02293781,0.017449802,0.008738532,0.0,-1.146403,-0.19928338,0.6706658,-1.3702881,0.828141,-0.64020777,0.9895782,3.4563167,-0.003955163,-0.24242425,-0.73733467,-0.9998,-4.7539277e-05,-1.0027275,0.98791885,-8.016512,-0.90729886,-2.4468818,-3.2751842,-2.9468744,-286477.88,-21.615007,0.6402077,0.5,2.7182817,-4.0920525,5.949899,1.1424131,-0.22462982,-0.4605888,2.7182817,3.4481187,2.7010384,13.953756,2.758374,2.778606,120.505
242,1.0000696,1.003963,1.6498444,0.98451376,-39.632156,0.8382896,0.2292235,0.0178924,-0.013670296,-0.8940977,-7.8230815,-1.0648249,24.917528,0.0016362203,-0.035852,0.0,-1440.1799,0.20845991,-0.0006257354,3.5760534,-0.0035368637,7.439285e-06,30.778193,0.0039659506,-4.3505564,-0.017049015,0.0,6.163425,1.0054513,1.0297431,77.26268,0.05140152,0.006678963,361039.94,-0.8982295,9.5078554e-05,6.1746464,3.2711942,0.3108046,1.1971102,34.40711,-0.50619525,-2.9563167,3.0290864,0.012868918,1.2948685e-07,0.02293781,0.01745052,0.008738532,0.0,-1.146403,-0.19928338,1.0831647,-1.3702881,0.828141,-0.64020777,0.9895782,3.4563167,-0.003955163,-0.30808082,-0.73733467,-0.9998412,-4.7539277e-05,-1.0027275,0.8941921,-8.247624,-0.90729886,-2.4468818,-3.2751842,-2.9468744,-360962.4,-21.846119,0.6402077,0.5,2.7182817,-4.0920525,5.949899,1.1424131,-0.22462982,-0.4605888,2.7182817,3.4481187,2.7026744,14.184869,2.758374,2.778606,116.815
243,1.0000696,1.003963,1.6499295,0.9852584,-37.163586,0.027486991,0.22927085,0.012005021,-0.016876271,-0.8487973,-5.0982533,-0.043099962,1.5820652,0.0037855585,-0.037147798,1.1574904,-91.439995,0.10519109,-0.0006483514,1.7781022,-0.0033655248,8.611866e-06,62.983593,0.0039667697,-5.1178155,0.12777382,0.0,6.9742785,1.0058649,1.0606402,36.627483,0.051405124,0.006885473,22954.209,-0.8549092,0.000102287115,6.985229,3.2711942,0.013031316,1.181401,74.007385,-0.18384713,-3.2668962,2.7313132,0.012868918,1.4986563e-07,0.01140438,0.017409768,0.008739431,0.017453292,-0.80834574,-0.22380564,-0.78894544,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.01010101,-0.73733467,-0.9975062,-5.1143557e-05,-1.0029346,0.8508682,-5.490732,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-22917.312,-19.08928,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7034304,11.428028,2.7619379,2.7927532,125.116
244,1.0000696,1.003963,1.6499295,0.9918691,-38.115715,0.04123049,0.22927085,0.0065994626,-0.016876271,-0.46683812,-2.9070184,-0.06464995,1.9775815,0.0037855585,-0.02042108,1.7362357,-114.299995,0.11317238,-0.00035641508,1.7781022,-0.0018501137,8.611866e-06,34.62367,0.0039667697,-4.7346683,-0.25537375,0.0,6.9742785,1.0058649,1.0606402,39.35119,0.051405124,0.006885473,28686.51,-0.4717616,0.000102287115,6.985229,3.2711942,0.018081822,1.181401,74.007385,-0.18384713,-3.2668962,2.7363636,0.012868918,1.4986563e-07,0.01140438,0.017418455,0.008739431,0.017453292,-0.80834574,-0.22380564,-0.7572147,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.015151516,-0.73733467,-0.998004,-5.1143557e-05,-1.0029346,0.46772066,-5.713876,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-28646.89,-19.312424,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7101176,11.651172,2.7619379,2.7927532,126.486
245,1.0000696,1.003963,1.6499295,1.0174978,-39.101845,0.059097033,0.22927085,-0.01402198,-0.016876271,0.99230695,6.406285,-0.09266492,2.4917526,0.0037855585,0.043388985,2.4886045,-144.01799,0.1217463,0.0007572806,1.7781022,0.0039309654,8.611866e-06,73.565445,0.0039667697,-3.2730143,0.27073646,0.0,6.9742785,1.0058649,1.0606402,42.277138,0.051405124,0.006885473,36137.887,0.9898922,0.000102287115,6.985229,3.2711942,0.024647478,1.181401,74.007385,-0.18384713,-3.2668962,2.7429292,0.012868918,1.4986563e-07,0.01140438,0.017425632,0.008739431,0.017453292,-0.80834574,-0.22380564,-0.71596485,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.021717172,-0.73733467,-0.99841523,-5.1143557e-05,-1.0029346,0.99383086,-5.9449873,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-36095.34,-19.543533,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7356284,11.882283,2.7619379,2.7927532,127.356
246,1.0000696,1.003963,1.6499295,1.015725,-40.12117,0.08246098,0.22927085,-0.012612387,-0.016876271,0.89285356,5.97584,-0.1292999,3.1641304,0.0037855585,0.039027207,3.4724715,-182.87999,0.13093789,0.0006811532,1.7781022,0.0035357957,8.611866e-06,66.170105,0.0039667697,-3.3729267,0.17082411,0.0,6.9742785,1.0058649,1.0606402,45.41387,0.051405124,0.006885473,45881.305,0.88997984,0.000102287115,6.985229,3.2711942,0.033233337,1.181401,74.007385,-0.18384713,-3.2668962,2.7515152,0.012868918,1.4986563e-07,0.01140438,0.017431503,0.008739431,0.017453292,-0.80834574,-0.22380564,-0.6620227,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.030303031,-0.73733467,-0.9987515,-5.1143557e-05,-1.0029346,0.8939185,-6.1838794,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-45835.62,-19.782427,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7338846,12.121175,2.7619379,2.7927532,128.216
247,1.0000696,1.003963,1.6499295,1.0145364,-41.073303,0.109947965,0.22927085,-0.01166586,-0.016876271,0.8260535,5.7118816,-0.17239985,3.955163,0.0037855585,0.036098316,4.6299615,-228.59999,0.13982566,0.0006300344,1.7781022,0.0032704435,8.611866e-06,61.20421,0.0039667697,-3.4400167,0.10373402,0.0,6.9742785,1.0058649,1.0606402,48.44692,0.051405124,0.006885473,57343.496,0.82288975,0.000102287115,6.985229,3.2711942,0.043334346,1.181401,74.007385,-0.18384713,-3.2668962,2.7616162,0.012868918,1.4986563e-07,0.01140438,0.017435856,0.008739431,0.017453292,-0.80834574,-0.22380564,-0.59856135,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.04040404,-0.73733467,-0.99900097,-5.1143557e-05,-1.0029346,0.8268284,-6.407023,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-57294.777,-20.00557,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7327135,12.344319,2.7619379,2.7927532,128.956
248,1.0000696,1.003963,1.6499295,0.99397004,-42.02543,0.1443067,0.22927085,0.004889037,-0.016876271,-0.34625933,-2.4711156,-0.2262748,4.943954,0.0037855585,-0.015128416,6.076825,-285.74997,0.14900523,-0.00026404066,1.7781022,-0.0013706078,8.611866e-06,25.650026,0.0039667697,-4.6134324,-0.3766092,0.0,6.9742785,1.0058649,1.0606402,51.579556,0.051405124,0.006885473,71670.57,-0.35052615,0.000102287115,6.985229,3.2711942,0.05596061,1.181401,74.007385,-0.18384713,-3.2668962,2.7742424,0.012868918,1.4986563e-07,0.01140438,0.017439341,0.008739431,0.017453292,-0.80834574,-0.22380564,-0.51923466,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.053030305,-0.73733467,-0.99920064,-5.1143557e-05,-1.0029346,0.3464852,-6.6301665,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-71618.72,-20.228714,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7122335,12.567462,2.7619379,2.7927532,128.816
249,1.0000696,1.003963,1.6499295,0.9861133,-43.07876,0.19240893,0.22927085,0.011303916,-0.016876271,-0.8007243,-5.9112434,-0.30169973,6.328261,0.0037855585,-0.034978326,8.102432,-365.75998,0.15950043,-0.000610487,1.7781022,-0.0031689745,8.611866e-06,59.305286,0.0039667697,-5.068121,0.07807922,0.0,6.9742785,1.0058649,1.0606402,55.161163,0.051405124,0.006885473,91727.67,-0.8052146,0.000102287115,6.985229,3.2711942,0.073637374,1.181401,74.007385,-0.18384713,-3.2668962,2.7919192,0.012868918,1.4986563e-07,0.01140438,0.01744239,0.008739431,0.017453292,-0.80834574,-0.22380564,-0.40817732,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.07070707,-0.73733467,-0.9993754,-5.1143557e-05,-1.0029346,0.8011736,-6.8770266,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-91672.24,-20.475574,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7042978,12.814322,2.7619379,2.7927532,127.796
250,1.0000696,1.003963,1.6499295,1.0163647,-44.030888,0.24738292,0.22927085,-0.0131212715,-0.016876271,0.9295748,7.06914,-0.38789967,7.910326,0.0037855585,0.040601876,10.417415,-457.19998,0.16929467,0.0007086364,1.7781022,0.003678458,8.611866e-06,68.839935,0.0039667697,-3.3368568,0.20689398,0.0,6.9742785,1.0058649,1.0606402,58.503555,0.051405124,0.006885473,114649.33,0.9260497,0.000102287115,6.985229,3.2711942,0.0938394,1.181401,74.007385,-0.18384713,-3.2668962,2.8121212,0.012868918,1.4986563e-07,0.01140438,0.01744457,0.008739431,0.017453292,-0.80834574,-0.22380564,-0.28125456,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.09090909,-0.73733467,-0.9995003,-5.1143557e-05,-1.0029346,0.9299884,-7.10017,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-114590.555,-20.698717,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.734514,13.037466,2.7619379,2.7927532,126.896
251,1.0000696,1.003963,1.6499295,0.98871726,-44.98302,0.3161004,0.22927085,0.00917219,-0.016876271,-0.64986765,-5.086628,-0.49564955,9.887908,0.0037855585,-0.028382014,13.31114,-571.49994,0.17938071,-0.0004953596,1.7781022,-0.0025713604,8.611866e-06,48.121326,0.0039667697,-4.9170237,-0.073018014,0.0,6.9742785,1.0058649,1.0606402,61.945534,0.051405124,0.006885473,143300.66,-0.65411735,0.000102287115,6.985229,3.2711942,0.11909192,1.181401,74.007385,-0.18384713,-3.2668962,2.8373737,0.012868918,1.4986563e-07,0.01140438,0.017446315,0.008739431,0.017453292,-0.80834574,-0.22380564,-0.122601196,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.116161615,-0.73733467,-0.99960023,-5.1143557e-05,-1.0029346,0.6500764,-7.3233137,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-143238.44,-20.92186,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.706935,13.26061,2.7619379,2.7927532,127.006
252,1.0000696,1.003963,1.6499295,1.0149593,-45.969147,0.40543312,0.22927085,-0.012002787,-0.016876271,0.85049105,6.853014,-0.6357244,12.458764,0.0037855585,0.037140884,17.072985,-720.08997,0.19013456,0.0006482307,1.7781022,0.0033648985,8.611866e-06,62.97187,0.0039667697,-3.4161353,0.12761545,0.0,6.9742785,1.0058649,1.0606402,65.6154,0.051405124,0.006885473,180546.6,0.8467712,0.000102287115,6.985229,3.2711942,0.1519202,1.181401,74.007385,-0.18384713,-3.2668962,2.870202,0.012868918,1.4986563e-07,0.01140438,0.017447755,0.008739431,0.017453292,-0.80834574,-0.22380564,0.083648235,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.1489899,-0.73733467,-0.99968266,-5.1143557e-05,-1.0029346,0.85070986,-7.5544252,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-180480.7,-21.152973,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7331302,13.491721,2.7619379,2.7927532,126.116
253,1.0000696,1.003963,1.6499295,0.9881415,-46.988472,0.52225286,0.22927085,0.009643073,-0.016876271,-0.683333,-5.6690145,-0.8188993,15.820652,0.0037855585,-0.029839093,21.99232,-914.39996,0.2015794,-0.0005207904,1.7781022,-0.002703369,8.611866e-06,50.59178,0.0039667697,-4.9504,-0.039641738,0.0,6.9742785,1.0058649,1.0606402,69.52109,0.051405124,0.006885473,229251.9,-0.6874936,0.000102287115,6.985229,3.2711942,0.19484949,1.181401,74.007385,-0.18384713,-3.2668962,2.9131312,0.012868918,1.4986563e-07,0.01140438,0.01744893,0.008739431,0.017453292,-0.80834574,-0.22380564,0.35335898,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.1919192,-0.73733467,-0.9997501,-5.1143557e-05,-1.0029346,0.68345267,-7.793317,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-229182.11,-21.391865,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7063525,13.730613,2.7619379,2.7927532,124.086
254,1.0000696,1.003963,1.6499295,0.98290455,-47.940605,0.6596878,0.22927085,0.013938521,-0.016876271,-0.9877688,-8.4147005,-1.0343992,19.775816,0.0037855585,-0.043130733,27.779772,-1142.9999,0.21257193,-0.0007527733,1.7781022,-0.0039075683,8.611866e-06,73.12758,0.0039667697,-5.254863,0.26482087,0.0,6.9742785,1.0058649,1.0606402,73.27241,0.051405124,0.006885473,286551.4,-0.99195623,0.000102287115,6.985229,3.2711942,0.24535456,1.181401,74.007385,-0.18384713,-3.2668962,2.9636364,0.012868918,1.4986563e-07,0.01140438,0.017449802,0.008739431,0.017453292,-0.80834574,-0.22380564,0.6706658,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.24242425,-0.73733467,-0.9998,-5.1143557e-05,-1.0029346,0.9879153,-8.01646,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-286477.88,-21.615007,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7010384,13.953756,2.7619379,2.7927532,122.816
255,1.0000696,1.003963,1.6499295,0.98451376,-48.92674,0.8383533,0.22927085,0.012616197,-0.016876271,-0.8940977,-7.8230815,-1.3145489,24.917528,0.0037855585,-0.039038993,35.30346,-1440.1799,0.22426465,-0.0006813589,1.7781022,-0.0035368637,8.611866e-06,66.19009,0.0039667697,-5.1611357,0.17109412,0.0,6.9742785,1.0058649,1.0606402,77.26268,0.051405124,0.006885473,361039.94,-0.8982295,0.000102287115,6.985229,3.2711942,0.31101114,1.181401,74.007385,-0.18384713,-3.2668962,3.029293,0.012868918,1.4986563e-07,0.01140438,0.01745052,0.008739431,0.017453292,-0.80834574,-0.22380564,1.0831647,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.30808082,-0.73733467,-0.9998412,-5.1143557e-05,-1.0029346,0.8941885,-8.247573,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-360962.4,-21.846119,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7026744,14.184869,2.7619379,2.7927532,120.786
256,1.0000696,1.003963,1.6499295,1.0175682,-49.946064,1.0719928,0.22927085,-0.014077864,-0.016876271,0.9977183,8.967812,-1.6808985,31.641304,0.0037855585,0.04356191,45.142128,-1828.7999,0.23667994,0.00076029875,1.7781022,0.0039466317,8.611866e-06,73.858635,0.0039667697,-3.2690532,0.27469748,0.0,6.9742785,1.0058649,1.0606402,81.49954,0.051405124,0.006885473,458447.0,0.9938532,0.000102287115,6.985229,3.2711942,0.39686972,1.181401,74.007385,-0.18384713,-3.2668962,3.1151516,0.012868918,1.4986563e-07,0.01140438,0.01745111,0.008739431,0.017453292,-0.80834574,-0.22380564,1.6225861,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.3939394,-0.73733467,-0.99987495,-5.1143557e-05,-1.0029346,0.9977919,-8.4864645,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-458365.22,-22.08501,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7356975,14.42376,2.7619379,2.7927532,115.996
257,1.0000696,1.003963,1.6499295,0.9946802,-50.898193,1.3468626,0.22927085,0.0043116976,-0.016876271,-0.3055838,-2.8148124,-2.1118982,39.551632,0.0037855585,-0.013341924,56.71703,-2285.9998,0.24857895,-0.0002328605,1.7781022,-0.0012087547,8.611866e-06,22.621054,0.0039667697,-4.5725107,-0.41753116,0.0,6.9742785,1.0058649,1.0606402,85.56021,0.051405124,0.006885473,573042.56,-0.3096042,0.000102287115,6.985229,3.2711942,0.4978798,1.181401,74.007385,-0.18384713,-3.2668962,3.2161617,0.012868918,1.4986563e-07,0.01140438,0.017451547,0.008739431,0.017453292,-0.80834574,-0.22380564,2.2571995,1.2428252,0.828141,-0.6244986,0.9895782,4.2668962,-0.003955163,-0.4949495,-0.73733467,-0.9999,-5.1143557e-05,-1.0029346,0.30556324,-8.709608,-0.7191557,-1.9468818,-2.2751842,-2.9468732,-572956.75,-22.308155,-1.3755014,-113.59155,2.7182817,-4.9026318,6.7604785,0.8043559,-0.22462982,-0.45707646,3.7182817,3.4481187,2.7129478,14.646904,2.7619379,2.7927532,113.086
