,(frequency_ln_square*suction_side_displacement_thickness_sin),((frequency_ln_square*suction_side_displacement_thickness_sin)*(chord_length_radian_negative+chord_length_sigmoid_adde)),(suction_side_displacement_thickness_sin_sigmoid_radian*frequency_ln_sigmoid),((chord_length_radian_negative*frequency_degree)*(suction_side_displacement_thickness_radian_sin+free_stream_velocity_ln_adde)),((chord_length_radian_negative*frequency_degree)*free_stream_velocity_adde),((chord_length_sin_radian*frequency_relu)*angle_of_attack_relu_adde),((suction_side_displacement_thickness_zscore_abs+suction_side_displacement_thickness_zscore)+chord_length_sin_square_zscore),((suction_side_displacement_thickness_zscore_abs+suction_side_displacement_thickness_zscore)+(frequency_relu_mmnorm+suction_side_displacement_thickness_adde)),((suction_side_displacement_thickness_tanh_mmnorm-suction_side_displacement_thickness_sigmoid)+frequency_relu_mmnorm),((frequency_relu_mmnorm*suction_side_displacement_thickness_adde)+chord_length_sin_square_zscore),((chord_length_sin_radian*frequency_relu)-(frequency_relu_mmnorm+suction_side_displacement_thickness_sin)),((frequency_relu_mmnorm*suction_side_displacement_thickness_adde)-(suction_side_displacement_thickness_radian_sin+free_stream_velocity_ln_adde)),((chord_length_sin_radian*frequency_relu)-free_stream_velocity_ln_sigmoid),(frequency_relu_mmnorm_negative-(suction_side_displacement_thickness_tanh_mmnorm-suction_side_displacement_thickness_sigmoid)),(frequency_ln_square*suction_side_displacement_thickness_sin)_recip
29,0.08706233,0.2863112,0.008696695,-389.97116,-2579.7222,2.8475493999999997,2.1355133,2.7213830000000003,-0.45416698,2.1355133,1.0444536,-6.3971653,0.072185576,0.45416698,11.486024
30,0.09455018,0.31093556,0.008705357,-487.464,-3224.6528,3.5594370000000004,2.1355133,2.7239084,-0.45164174,2.1423855,1.303817,-6.390293,0.33407432,0.45164174,10.576395
31,0.10263099,0.33750993,0.008712519,-614.2046,-4063.0623,4.4848905,2.1355133,2.7271912,-0.4483589,2.1513193,1.6409897,-6.381359,0.67452973,0.4483589,9.743646
32,0.111332074,0.36612412,0.008718382,-779.9423,-5159.4443,5.695099,2.1355133,2.7314842,-0.44406596,2.163002,2.0819075000000002,-6.3696766,1.1197405,0.44406596,8.982138
33,0.1197793,0.39390349999999996,0.008722733,-974.928,-6449.3057,7.118874000000001,2.1355133,2.7365346,-0.43901545,2.1767464,2.6006346000000002,-6.355932,1.643518,0.43901545,8.348688000000001
34,0.12885377,0.42374557,0.008726326999999999,-1228.4092,-8126.1245,8.969781,2.1355133,2.7431002,-0.43244982,2.194614,3.2749796,-6.3380647,2.3244287999999997,0.43244982,7.7607355
35,0.13858196,0.4557375,0.008729266,-1559.8846,-10318.889000000001,11.390198,2.1355133,2.751686,-0.42386395,2.2179794,4.1568154999999996,-6.314699,3.2148504,0.42386395,7.215946000000001
36,0.14798857,0.48667186,0.008731446,-1949.856,-12898.611,14.237748000000002,2.1355133,2.7617872,-0.41376293,2.2454681,5.1942697,-6.2872105000000005,4.2624054000000005,0.41376293,6.7572784
37,0.15770406,0.518622,0.008733191500000001,-2437.3198,-16123.263,17.797186,2.1355133,2.7744133,-0.40113667,2.279829,6.491087,-6.2528496,5.571849299999999,0.40113667,6.340991000000001
38,0.16881198,0.5551512,0.008734719,-3119.7693,-20637.777,22.780396,2.1355133,2.7920902,-0.38345993,2.3279343,8.306631,-6.2047443,7.405070299999999,0.38345993,5.9237504
39,0.17917798,0.5892407,0.00873581,-3899.712,-25797.222999999998,28.475496000000003,2.1355133,2.812292,-0.36325788,2.3829117,10.381539,-6.149767,9.50018,0.36325788,5.581043
40,0.18985285,0.6243458000000001,0.008736684,-4874.6396,-32246.525,35.59437,2.1355133,2.8375447,-0.33800536,2.4516335,12.975175,-6.081045,12.119067999999999,0.33800536,5.267237000000001
41,0.20123449,0.6617751999999999,0.008737405,-6142.0464,-40630.625,44.848907000000004,2.1355133,2.870373,-0.3051771,2.540972,16.346899,-5.991707,15.523622,0.3051771,4.969327
42,0.21334748,0.7016097,0.008737994,-7799.424,-51594.445,56.950993000000004,2.1355133,2.9133022,-0.26224780000000003,2.6577990000000002,20.756079,-5.87488,19.97573,0.26224780000000003,4.687189
43,0.22498174,0.73986983,0.00873843,-9749.279,-64493.05,71.18874,2.1355133,2.9638072999999996,-0.21174273,2.7952425,25.94335,-5.7374363,25.213507,0.21174273,4.444805000000001
44,0.23735707,0.78056705,0.008738791,-12284.093,-81261.25,89.697815,2.1355133,3.029464,-0.14608616,2.9739193999999998,32.6868,-5.558758999999999,32.022614000000004,0.14608616,4.213062
45,0.25049716,0.8237793,0.008739085,-15598.848,-103188.89,113.90198500000001,2.1355133,3.1153226000000003,-0.060227573,3.2075734000000002,41.505157000000004,-5.325105000000001,40.926829999999995,0.060227573,3.9920611000000004
46,0.26309082,0.8651945,0.008739304,-19498.558999999997,-128986.1,142.37749,2.1355133,3.2163327,0.04078251,3.4824605,51.8797,-5.050218,51.40238,-0.04078251,3.8009690000000003
47,0.27599332,0.9076254,0.008739479,-24373.197,-161232.62,177.97185,2.1355133,3.3425949999999998,0.16704515,3.8260693999999997,64.84787,-4.706609200000001,64.49681,-0.16704515,3.6232762000000003
48,0.09299338,0.30581590000000003,0.008697612,-376.407,-2098.1382,2.8475493999999997,2.1355133,2.7215943,-0.45057356,2.1355133,1.0442423,-6.174656400000001,0.07813603,0.45057356,10.753454
49,0.10099133,0.33211779999999996,0.008706275,-470.5088,-2622.6729,3.5594370000000004,2.1355133,2.7241197,-0.44804832,2.142386,1.3036058000000001,-6.1677837,0.34002477,0.44804832,9.90184
50,0.10962264,0.36050254,0.008713438,-592.84106,-3304.5679,4.4848905,2.1355133,2.7274024,-0.44476548,2.1513205,1.6407783999999999,-6.1588492,0.6804802,0.44476548,9.122203
51,0.11891648,0.39106604,0.008719302,-752.814,-4196.2764,5.695099,2.1355133,2.7316954,-0.44047254,2.1630042,2.0816963,-6.147166,1.1256909,0.44047254,8.409264
52,0.12793918,0.4207379,0.008723653,-941.0176,-5245.3457,7.118874000000001,2.1355133,2.7367458,-0.43542206,2.1767495,2.6004232999999997,-6.13342,1.6494683999999997,0.43542206,7.8162139999999996
53,0.13763183,0.45261294,0.008727248,-1185.6821,-6609.1357,8.969781,2.1355133,2.7433113999999996,-0.4288564,2.1946187000000004,3.2747683999999997,-6.115551,2.3303792000000003,0.4288564,7.265761
54,0.14802274,0.48678422,0.008730187,-1505.628,-8392.553,11.390198,2.1355133,2.7518973,-0.42027053,2.2179859,4.1566043,-6.092184,3.2208009,0.42027053,6.755718700000001
55,0.15807018,0.519826,0.008732367,-1882.0352,-10490.691,14.237748000000002,2.1355133,2.7619984,-0.41016949999999996,2.2454767,5.194058,-6.064693,4.268356,0.41016949999999996,6.326304
56,0.16844752,0.5539527,0.008734113,-2352.544,-13113.364,17.797186,2.1355133,2.7746246,-0.39754325,2.2798402,6.4908757,-6.030329,5.5778,0.39754325,5.936567
57,0.18031214,0.59297043,0.008735641,-3011.256,-16785.105,22.780396,2.1355133,2.7923014,-0.37986648,2.3279492999999998,8.30642,-5.9822206,7.4110208,0.37986648,5.545938
58,0.19138433,0.6293821999999999,0.008736731999999999,-3764.0703,-20981.382999999998,28.475496000000003,2.1355133,2.8125033,-0.35966447,2.382931,10.381328,-5.927239,9.506131,0.35966447,5.2250879999999995
59,0.20278642,0.6668788,0.008737606,-4705.088,-26226.729,35.59437,2.1355133,2.837756,-0.33441195,2.451658,12.974963,-5.8585114,12.125019,0.33441195,4.931297
60,0.21494342,0.70685804,0.008738326999999999,-5928.411,-33045.68,44.848907000000004,2.1355133,2.8705842,-0.30158365,2.5410035,16.34669,-5.7691665,15.5295725,0.30158365,4.652387
61,0.22788161,0.7494063,0.008738915,-7528.1406,-41962.765999999996,56.950993000000004,2.1355133,2.9135134,-0.25865436,2.6578395,20.755867000000002,-5.6523304,19.981679999999997,0.25865436,4.3882437
62,0.24030843,0.7902729000000001,0.008739351999999999,-9410.176,-52453.457,71.18874,2.1355133,2.9640186,-0.20814931,2.7952937999999996,25.943138,-5.514876,25.219456,0.20814931,4.161319000000001
63,0.25352684,0.8337426,0.008739713,-11856.822,-66091.36,89.697815,2.1355133,3.0296752000000002,-0.14249274,2.9739842,32.68659,-5.3361855,32.028564,0.14249274,3.9443557
64,0.26756209999999997,0.8798985999999999,0.008740007,-15056.281,-83925.53,113.90198500000001,2.1355133,3.1155338,-0.056634158,3.2076564,41.504948,-5.1025133,40.93278,0.056634158,3.7374501
65,0.28101367,0.92413515,0.008740226,-18820.352,-104906.914,142.37749,2.1355133,3.216544,0.044375925999999996,3.482565,51.879490000000004,-4.827605,51.408333,-0.044375925999999996,3.5585458
66,0.15046382,0.4948119000000001,0.008730426,-1703.28,-18048.617,17.675528,2.1355133,2.751952,-0.41934144,2.2179875,4.156549500000001,-6.902762400000001,3.2040509999999998,0.41934144,6.646116
67,0.16067696,0.5283985999999999,0.008732607,-2129.1,-22560.772999999997,22.09441,2.1355133,2.762053,-0.40924042,2.2454789,5.194003599999999,-6.875271000000001,4.251606,0.40924042,6.2236676
68,0.17122543,0.56308806,0.008734351999999999,-2661.375,-28200.965,27.618013,2.1355133,2.7746792,-0.39661416,2.279843,6.490821400000001,-6.840906599999999,5.56105,0.39661416,5.840254
69,0.18328571,0.6027491999999999,0.00873588,-3406.56,-36097.234,35.351055,2.1355133,2.7923560000000003,-0.37893742,2.327953,8.306365,-6.7927966,7.394271000000001,0.37893742,5.4559627
70,0.1945405,0.6397615,0.008736971999999999,-4258.2,-45121.547,44.18882,2.1355133,2.812558,-0.35873538,2.382936,10.381273,-6.737814,9.489381,0.35873538,5.140318
71,0.20613062,0.6778765,0.008737845,-5322.75,-56401.93,55.236027,2.1355133,2.8378105,-0.33348286,2.4516644,12.974909,-6.6690854999999996,12.108269,0.33348286,4.8512926
72,0.21848811,0.71851504,0.008738566,-6706.6655,-71066.44,69.59739,2.1355133,2.8706388,-0.3006546,2.5410116,16.346633999999998,-6.5797386,15.512822,0.3006546,4.576908
73,0.23163965,0.7617649000000001,0.008739155,-8516.4,-90243.09,88.37764,2.1355133,2.913568,-0.2577253,2.65785,20.755814,-6.4629,19.964931,0.2577253,4.31705
74,0.24427141,0.80330545,0.008739592,-10645.5,-112803.86,110.47205,2.1355133,2.9640732000000005,-0.20722023,2.7953069999999998,25.943082999999998,-6.325443,25.202707,0.20722023,4.0938067
75,0.2577078,0.84749204,0.008739951999999999,-13413.331,-142132.88,139.19478,2.1355133,3.0297297999999997,-0.14156365,2.9740012000000005,32.686535,-6.1467485,32.011814,0.14156365,3.8803637
76,0.2719745,0.8944091999999999,0.008740246,-17032.8,-180486.19,176.75528,2.1355133,3.1155884,-0.05570507,3.207678,41.50489,-5.913071599999999,40.91603,0.05570507,3.6768153
77,0.28564793,0.9393753,0.008740465,-21291.0,-225607.72,220.9441,2.1355133,3.2165985,0.045305014000000005,3.482592,51.879433,-5.638158,51.391582,-0.045305014000000005,3.500813
78,0.29965666,0.98544407,0.00874064,-26613.748,-282009.62,276.1801,2.1355133,3.3428612,0.17156765,3.8262346,64.8476,-5.2945155999999995,64.48601500000001,-0.17156765,3.3371527000000003
79,0.31554496,1.0376940000000001,0.008740794,-34065.6,-360972.38,353.51056,2.1355133,3.5196288,0.3483353,4.307334,83.00305,-4.8134155,82.81823,-0.3483353,3.1691206000000003
80,0.12975606,0.42671284,0.008716084,-614.206,-4063.0623,6.959739,2.1355133,2.728011,-0.43441779999999997,2.1513240000000002,1.6401700000000001,-6.381368599999999,0.67452973,0.43441779999999997,7.706769
81,0.14075683,0.46288973,0.0087219495,-779.9441,-5159.4443,8.837764,2.1355133,2.7323039000000002,-0.43012488,2.1630104,2.0810878,-6.369683,1.1197405,0.43012488,7.104450999999999
82,0.15143664,0.4980111,0.008726303000000001,-974.9301,-6449.3057,11.047205,2.1355133,2.7373543,-0.4250744000000001,2.1767588,2.599815,-6.3559339999999995,1.643518,0.4250744000000001,6.6034217
83,0.16290946,0.5357404,0.008729897,-1228.412,-8126.1245,13.919478,2.1355133,2.7439197999999996,-0.41850874,2.1946318,3.2741599999999997,-6.338061,2.3244287999999997,0.41850874,6.138378599999999
84,0.17520878,0.5761876,0.008732839000000001,-1559.8882,-10318.889000000001,17.675528,2.1355133,2.7525058,-0.40992287,2.2180042,4.155996,-6.3146887000000005,3.2148504,0.40992287,5.7074766
85,0.18710154,0.6152979000000001,0.00873502,-1949.8602,-12898.611,22.09441,2.1355133,2.7626068999999998,-0.39982185,2.2455013,5.19345,-6.2871914,4.2624054000000005,0.39982185,5.3446913
86,0.1993848,0.65569234,0.008736765,-2437.3252,-16123.263,27.618013,2.1355133,2.775233,-0.3871956,2.2798727000000003,6.490267299999999,-6.2528205,5.571849299999999,0.3871956,5.0154276
87,0.2134285,0.7018761,0.008738293000000001,-3119.7764,-20637.777,35.351055,2.1355133,2.7929098999999997,-0.36951882,2.3279922,8.305812,-6.2047004999999995,7.405070299999999,0.36951882,4.68541
88,0.22653422,0.74497527,0.008739385,-3899.7205,-25797.222999999998,44.18882,2.1355133,2.8131117999999997,-0.3493168,2.3829863,10.380719000000001,-6.149707,9.50018,0.3493168,4.4143443
89,0.24003042,0.7893585999999999,0.008740259,-4874.6504,-32246.525,55.236027,2.1355133,2.8383644,-0.32406428,2.4517287999999997,12.974355000000001,-6.080964,12.119067999999999,0.32406428,4.1661386
90,0.25442020000000004,0.8366805,0.00874098,-6142.06,-40630.625,69.59739,2.1355133,2.8711927000000004,-0.29123598,2.5410939999999997,16.34608,-5.991599,15.523622,0.29123598,3.9305057999999997
91,0.26973462,0.8870431999999999,0.00874157,-7799.441,-51594.445,88.37764,2.1355133,2.9141218999999996,-0.2483067,2.6579561000000003,20.755259,-5.8747370000000005,19.97573,0.2483067,3.7073476000000003
92,0.28444377,0.9354153000000001,0.0087420065,-9749.301,-64493.05,110.47205,2.1355133,2.964627,-0.19780165,2.7954412,25.942529999999998,-5.737251799999999,25.213507,0.19780165,3.5156332999999997
93,0.30008987,0.98686874,0.008742366,-12284.12,-81261.25,139.19478,2.1355133,3.0302837000000005,-0.13214508,2.9741716,32.68598,-5.5585213,32.022614000000004,0.13214508,3.3323351999999997
94,0.31670284,1.0415018,0.008742661,-15598.882,-103188.89,176.75528,2.1355133,3.1161423,-0.046286494000000004,3.2078962000000004,41.504337,-5.3247967,40.926829999999995,0.046286494000000004,3.1575341
95,0.33262497,1.0938629,0.00874288,-19498.602,-128986.1,220.9441,2.1355133,3.2171524,0.05472359,3.4828663,51.87888,-5.049826599999999,51.40238,-0.05472359,3.006389
96,0.34893757,1.1475081,0.008743055,-24373.252,-161232.62,276.1801,2.1355133,3.3434148,0.18098623,3.8265786,64.84705,-4.706114299999999,64.49681,-0.18098623,2.865842
97,0.15282552,0.50257856,0.008723413000000001,-851.6419,-9024.309000000001,11.980428999999999,2.1355133,2.73264,-0.42440690000000003,2.1630137,2.0807517,-6.9577518,1.1089411,0.42440690000000003,6.54341
98,0.16442104,0.5407113,0.008727766999999999,-1064.5524,-11280.386999999999,14.975535999999998,2.1355133,2.7376904,-0.4193564,2.176764,2.5994787,-6.9440017,1.6327186000000002,0.4193564,6.081947
99,0.17687754,0.58167547,0.008731362,-1341.336,-14213.287,18.869177,2.1355133,2.744256,-0.41279075,2.1946392000000006,3.2738237,-6.9261265,2.3136294,0.41279075,5.6536290000000005
100,0.19023143,0.62559074,0.0087343035,-1703.2838,-18048.617,23.960857,2.1355133,2.752842,-0.40420488,2.2180145,4.1556597,-6.902750999999999,3.2040509999999998,0.40420488,5.256755
101,0.2031439,0.6680543999999999,0.008736485,-2129.1047,-22560.772999999997,29.951072999999997,2.1355133,2.762943,-0.39410385,2.2455149,5.1931133,-6.875251,4.251606,0.39410385,4.922619
102,0.21648033,0.7119123,0.008738230999999999,-2661.3809,-28200.965,37.438843,2.1355133,2.7755692,-0.3814776,2.2798903,6.4899309999999995,-6.840875,5.56105,0.3814776,4.619357
103,0.23172815,0.76205593,0.008739759,-3406.5676,-36097.234,47.921715,2.1355133,2.793246,-0.36380082,2.328016,8.305475,-6.792749400000001,7.394271000000001,0.36380082,4.3154015999999995
104,0.24595758,0.8088505,0.008740852,-4258.2095,-45121.547,59.902145,2.1355133,2.813448,-0.3435988,2.3830167999999996,10.3803835,-6.737748599999999,9.489381,0.3435988,4.0657415
105,0.26061097,0.85703933,0.008741725,-5322.7617,-56401.93,74.877686,2.1355133,2.8387005000000003,-0.31834629999999997,2.451768,12.974019,-6.668997999999999,12.108269,0.31834629999999997,3.8371370000000002
106,0.27623454,0.90841866,0.008742446,-6706.6807,-71066.44,94.34588000000001,2.1355133,2.8715289,-0.285518,2.5411441000000003,16.345743,-6.5796220000000005,15.512822,0.285518,3.6201122000000003
107,0.29286206,0.96309954,0.008743036,-8516.419,-90243.09,119.80429,2.1355133,2.914458,-0.24258871,2.6580207000000002,20.754923,-6.4627447,19.964931,0.24258871,3.4145768
108,0.30883238,1.0156192,0.008743472,-10645.523000000001,-112803.86,149.75537,2.1355133,2.9649632,-0.19208366,2.7955227000000002,25.942194,-6.325243,25.202707,0.19208366,3.2380025000000003
109,0.32582,1.0714841999999998,0.008743833000000001,-13413.361,-142132.88,188.69176000000002,2.1355133,3.0306199,-0.12642708,2.9742754000000002,32.685642,-6.14649,32.011814,0.12642708,3.0691792999999996
110,0.3438574,1.1308017,0.008744128,-17032.838,-180486.19,239.60858,2.1355133,3.1164784,-0.0405685,3.2080287999999997,41.504,-5.912737,40.91603,0.0405685,2.9081821
111,0.36114472,1.1876523,0.008744347,-21291.047000000002,-225607.72,299.51074,2.1355133,3.2174885,0.060441583,3.4830327000000003,51.878544,-5.637733,51.391582,-0.060441583,2.768973
112,0.16243343,0.5341749,0.008724579,-821.0999,-7097.972,11.980428999999999,2.1355133,2.7329077999999996,-0.41985482,2.1630163,2.080484,-6.707241000000001,1.1128091,0.41985482,6.1563683
113,0.17475794,0.574705,0.008728933000000001,-1026.375,-8872.466,14.975535999999998,2.1355133,2.7379582,-0.41480434,2.176768,2.599211,-6.6934895999999995,1.6365865,0.41480434,5.7222004
114,0.18799758,0.6182446,0.008732529000000001,-1293.2324,-11179.306999999999,18.869177,2.1355133,2.7445237999999996,-0.40823868,2.194645,3.2735562000000002,-6.675612400000001,2.3174973,0.40823868,5.319217
115,0.20219101,0.66492075,0.0087354705,-1642.1998,-14195.944,23.960857,2.1355133,2.7531097,-0.3996528,2.2180226000000003,4.155392,-6.652234599999999,3.2079191000000002,0.3996528,4.9458184
116,0.21591526,0.71005404,0.008737653,-2052.75,-17744.932,29.951072999999997,2.1355133,2.7632107999999995,-0.3895518,2.2455256,5.192846,-6.6247315,4.2554739999999995,0.3895518,4.631446400000001
117,0.23009014,0.7566691999999999,0.008739399,-2565.9373,-22181.164,37.438843,2.1355133,2.775837,-0.37692553,2.2799046,6.4896636,-6.5903529999999995,5.564918,0.37692553,4.3461227
118,0.24629657,0.8099653,0.008740926999999999,-3284.3997,-28391.889,47.921715,2.1355133,2.7935138,-0.35924876,2.3280349,8.305208,-6.5422225,7.398139,0.35924876,4.060146
119,0.26142058,0.8597018,0.0087420195,-4105.5,-35489.863,59.902145,2.1355133,2.8137157000000004,-0.33904675,2.3830411,10.3801155,-6.487216,9.493249,0.33904675,3.8252535000000005
120,0.2769952,0.91092014,0.008742894000000001,-5131.8745,-44362.33,74.877686,2.1355133,2.8389683,-0.31379423,2.4517990000000003,12.973751,-6.4184585,12.112136999999999,0.31379423,3.6101706
121,0.293601,0.9655296,0.008743615,-6466.1626,-55896.535,94.34588000000001,2.1355133,2.8717966,-0.28096592,2.541184,16.345476,-6.3290734,15.516689999999999,0.28096592,3.405983
122,0.31127387,1.0236481,0.008744204,-8211.0,-70979.73,119.80429,2.1355133,2.9147258,-0.23803665,2.6580722000000003,20.754656,-6.212185400000001,19.968798,0.23803665,3.212605
123,0.32824823,1.0794697,0.008744641,-10263.749,-88724.66,149.75537,2.1355133,2.965231,-0.18753159,2.7955875,25.941927,-6.074669999999999,25.206573000000002,0.18753159,3.046475
124,0.34630382,1.1388468999999999,0.008745002,-12932.325,-111793.07,188.69176000000002,2.1355133,3.0308876000000002,-0.12187502,2.9743578,32.685375,-5.8959,32.015682,0.12187502,2.8876379
125,0.36547524,1.2018936000000002,0.008745296999999999,-16422.0,-141959.45,239.60858,2.1355133,3.1167462,-0.036016434,3.2081342,41.503735,-5.662123,40.9199,0.036016434,2.7361633999999997
126,0.38384938,1.2623183999999998,0.008745516,-20527.498,-177449.31,299.51074,2.1355133,3.2177563,0.06499365,3.4831653,51.878277000000004,-5.387092,51.39545,-0.06499365,2.6051886000000004
